version 1, schema warscape_rigid_lod_tables
Random_Index(string)	Model_filepath(string)	LodID(string)	Filename_x0020_WA_ID(string)
"-1125368037"	"RigidModels\\Buildings\\north_euro_house06\\north_euro_house06_piece01_destruct02_lod01.rigid_model"	"2_1"	"north_euro_house06_piece01_destruct02"
"-1124897454"	"RigidModels\\Buildings\\north_euro_house08c\\north_euro_house08c_piece01_destruct01_lod05.rigid_model"	"3_3"	"north_euro_house08c_piece01_destruct01"
"-1124368825"	"RigidModels\\Buildings\\fort_ottoman\\fort_ottoman_piece02_destruct03_lod01.rigid_model"	"3_1"	"fort_ottoman_piece02_destruct03"
"-1120882578"	"RigidModels\\Buildings\\ottoman_rural01\\ottoman_rural01_piece01_destruct01_lod03.rigid_model"	"3_2"	"ottoman_rural01_piece01_destruct01"
"-1118982360"	"RigidModels\\Buildings\\prop_town_ott_stall05\\prop_town_ott_stall05_piece01_destruct01_lod05.rigid_model"	"3_3"	"prop_town_ott_stall05_piece01_destruct01"
"-1118333005"	"RigidModels\\Buildings\\prop_town_market_stall04\\prop_town_market_stall04_piece01_destruct02_lod01.rigid_model"	"2_1"	"prop_town_market_stall04_piece01_destruct02"
"-1117584884"	"RigidModels\\Buildings\\south_euro_stone_bridge\\south_euro_stone_bridge_piece02_destruct02_lod03.rigid_model"	"3_2"	"south_euro_stone_bridge_piece02_destruct02"
"-1116169628"	"RigidModels\\Buildings\\east_euro_hut03\\east_euro_hut03_piece01_destruct01_lod01.rigid_model"	"3_1"	"east_euro_hut03_piece01_destruct01"
"-1115676553"	"RigidModels\\Buildings\\fort_jamestown\\fort_jamestown_piece06_destruct02_lod03.rigid_model"	"3_2"	"fort_jamestown_piece06_destruct02"
"-1113425424"	"RigidModels\\Buildings\\ottoman_townhall\\ottoman_townhall_piece01_destruct02_lod05.rigid_model"	"3_3"	"ottoman_townhall_piece01_destruct02"
"-1112401815"	"RigidModels\\Buildings\\fallen_rotting_log\\rock_1_dry_piece01_destruct01_lod05.rigid_model"	"0"	"rock_1_dry_piece01_destruct01"
"-1112076115"	"RigidModels/CampaignBuildings/Buildings/OTT/OTT_resource_furtrader_lvl1.rigid_model"	"0"	"OTT_resource_furtrader_lvl1"
"-1111237365"	"RigidModels\\Buildings\\prop_field_wheat_bundle\\prop_field_wheat_bundle_piece01_destruct01_lod05.rigid_model"	"2_2"	"prop_field_wheat_bundle_piece01_destruct01"
"-1110912705"	"RigidModels\\Buildings\\fort_euro_wooden\\fort_euro_wooden_piece06_destruct02_gate_open_lod03.rigid_model"	"3_2"	"fort_euro_wooden_piece06_destruct02_gate_open"
"-1110558349"	"RigidModels\\Buildings\\fort_star\\fort_star_piece05_destruct03_lod01.rigid_model"	"3_1"	"fort_star_piece05_destruct03"
"-1108891907"	"RigidModels\\Buildings\\fort_star\\fort_star_piece05_destruct02_lod03.rigid_model"	"3_2"	"fort_star_piece05_destruct02"
"-1108876574"	"RigidModels/CampaignBuildings/Buildings/Generic/slot_resource_mining_silver_blend.rigid_model"	"0"	"slot_resource_mining_silver_lvl0"
"-1108746504"	"RigidModels\\Buildings\\west_euro_farmhouse03\\west_euro_farmhouse03_piece01_destruct02_lod03.rigid_model"	"3_2"	"west_euro_farmhouse03_piece01_destruct02"
"-1105922441"	"RigidModels\\city_buildings\\east\\out_build_07.rigid_model"	"1_1"	"city_east_building_07"
"-1104373350"	"RigidModels\\Buildings\\ottoman_house06\\ottoman_house06_piece01_destruct02_lod01.rigid_model"	"2_1"	"ottoman_house06_piece01_destruct02"
"-1103454764"	"RigidModels\\Buildings\\ottoman_house02b\\ottoman_house02b_piece01_destruct02_lod01.rigid_model"	"2_1"	"ottoman_house02b_piece01_destruct02"
"-1103130573"	"RigidModels\\Buildings\\fort_stockade\\fort_stockade_piece03_destruct02_lod05.rigid_model"	"3_3"	"fort_stockade_piece03_destruct02"
"-1097388988"	"RigidModels\\Buildings\\european_warehouse02\\european_warehouse02_piece02_destruct02_lod01.rigid_model"	"3_1"	"european_warehouse02_piece02_destruct02"
"-1094920130"	"RigidModels\\Buildings\\west_euro_house01b\\west_euro_house01b_piece01_destruct02_lod05.rigid_model"	"2_2"	"west_euro_house01b_piece01_destruct02"
"-1092823314"	"RigidModels/CampaignBuildings/CampaignAgentIcons/agent_ID_safavids.rigid_model"	"0"	"agent_ID_safavids"
"-1092565476"	"RigidModels\\Buildings\\native_teepee02\\native_teepee02_piece01_destruct01_lod05.rigid_model"	"3_3"	"native_teepee02_piece01_destruct01"
"-1090436869"	"RigidModels\\Buildings\\fort_stockade\\fort_stockade_piece02_destruct03_lod01.rigid_model"	"3_1"	"fort_stockade_piece02_destruct03"
"-1090257748"	"RigidModels/CampaignBuildings/Buildings/IND/IND_resource_plantation_sugar_lvl1.rigid_model"	"0"	"IND_resource_plantation_sugar_lvl1"
"-1089833032"	"RigidModels\\Buildings\\indian_town_hall\\indian_town_hall_piece02_destruct01_lod05.rigid_model"	"3_3"	"indian_town_hall_piece02_destruct01"
"-1089072410"	"RigidModels\\Buildings\\north_euro_house08b\\north_euro_house08b_piece01_destruct02_lod05.rigid_model"	"2_2"	"north_euro_house08b_piece01_destruct02"
"-1083848298"	"RigidModels\\Buildings\\prop_town_ott_stall05\\prop_town_ott_stall05_piece01_destruct02_lod05.rigid_model"	"2_2"	"prop_town_ott_stall05_piece01_destruct02"
"-1083656790"	"RigidModels\\Buildings\\north_euro_house05b\\north_euro_house05b_piece01_destruct01_lod01.rigid_model"	"3_1"	"north_euro_house05b_piece01_destruct01"
"-1083298083"	"RigidModels\\Buildings\\boulder_collection_3\\boulder_collection_3_piece01_destruct01_lod03.rigid_model"	"3_2"	"boulder_collection_3_piece01_destruct01"
"-1081808305"	"RigidModels\\Buildings\\fort_ottoman_small\\fort_ottoman_small_piece04_destruct03_lod03.rigid_model"	"3_2"	"fort_ottoman_small_piece04_destruct03"
"-1079610039"	"RigidModels\\Buildings\\west_euro_townhall\\west_euro_townhall_piece02_destruct01_lod01.rigid_model"	"3_1"	"west_euro_townhall_piece02_destruct01"
"-1079161074"	"RigidModels\\Buildings\\prop_town_plant_pot02\\prop_town_plant_pot02_piece01_destruct01_lod01.rigid_model"	"2_1"	"prop_town_plant_pot02_piece01_destruct01"
"-1073965575"	"RigidModels/CampaignBuildings/Buildings/IND/IND_town_military_lvl5_barracks.rigid_model"	"0"	"IND_town_military_lvl5_barracks"
"-1073147289"	"RigidModels\\Buildings\\native_teepee02\\native_teepee02_piece01_destruct01_lod03.rigid_model"	"3_2"	"native_teepee02_piece01_destruct01"
"-1072964258"	"RigidModels\\Buildings\\prop_field_fallen_oak_log01\\prop_field_fallen_oak_log01_piece01_destruct01_lod01.rigid_model"	"3_1"	"prop_field_fallen_oak_log01_piece01_destruct01"
"-1072834672"	"RigidModels\\Buildings\\east_euro_house06\\east_euro_house06_piece01_destruct02_lod01.rigid_model"	"2_1"	"east_euro_house06_piece01_destruct02"
"-1071556855"	"RigidModels\\Buildings\\fort_indian_small\\fort_indian_small_piece03_destruct02_lod01.rigid_model"	"3_1"	"fort_indian_small_piece03_destruct02"
"-1071423890"	"RigidModels\\Buildings\\american_gaet\\american_gaet_piece01_destruct01_lod01.rigid_model"	"20"	"american_gaet_piece01_destruct01"
"-1070574606"	"RigidModels/CampaignBuildings/Buildings/EU/EU_port_fishing_lvl3.rigid_model"	"0"	"EU_port_fishing_lvl3"
"-1069803726"	"RigidModels\\Buildings\\east_euro_hut03\\east_euro_hut03_piece01_destruct01_lod05.rigid_model"	"3_3"	"east_euro_hut03_piece01_destruct01"
"-1069794051"	"RigidModels\\Buildings\\ottoman_large_fort_command_hq\\ottoman_large_fort_command_hq_piece01_destruct02_lod03.rigid_model"	"3_2"	"ottoman_large_fort_command_hq_piece01_destruct02"
"-1068509957"	"RigidModels\\Buildings\\north_euro_hut04\\north_euro_hut04_piece01_destruct01_lod03.rigid_model"	"3_2"	"north_euro_hut04_piece01_destruct01"
"-1067478664"	"RigidModels\\Buildings\\indian_hut04\\indian_hut04_piece01_destruct01_lod01.rigid_model"	"3_1"	"indian_hut04_piece01_destruct01"
"-1066683569"	"RigidModels\\Buildings\\prop_town_ottoman_pagoda\\prop_town_ottoman_pagoda_piece01_destruct02_lod01.rigid_model"	"2_1"	"prop_town_ottoman_pagoda_piece01_destruct02"
"-1066416141"	"RigidModels\\Buildings\\indian_town_hall\\indian_town_hall_piece02_destruct01_lod03.rigid_model"	"3_2"	"indian_town_hall_piece02_destruct01"
"-1066357072"	"RigidModels\\Buildings\\indian_large_fort_armoury02\\indian_large_fort_armoury02_piece02_destruct02_lod05.rigid_model"	"3_3"	"indian_large_fort_armoury02_piece02_destruct02"
"-1065790336"	"RigidModels\\Buildings\\east_euro_farmhouse\\east_euro_farmhouse_piece01_destruct02_lod01.rigid_model"	"3_1"	"east_euro_farmhouse_piece01_destruct02"
"-1065054113"	"RigidModels\\Buildings\\european_warehouse01\\european_warehouse01_piece01_destruct02_lod03.rigid_model"	"3_2"	"european_warehouse01_piece01_destruct02"
"-1064587133"	"RigidModels\\Buildings\\east_euro_house04\\east_euro_house04_piece01_destruct01_lod05.rigid_model"	"3_3"	"east_euro_house04_piece01_destruct01"
"-1064574834"	"RigidModels/CampaignBuildings/Templates/IND/IND_City_1_slot_minibuildings_wealth1.rigid_model"	"0"	"IND_City_1_slot_minibuildings_wealth1"
"-1063563323"	"RigidModels\\Buildings\\north_euro_ruins\\north_euro_ruins_piece01_destruct01_lod03.rigid_model"	"3_2"	"north_euro_ruins_piece01_destruct01"
"-1062346509"	"RigidModels/CampaignBuildings/Buildings/IND/IND_city_government_lvl4.rigid_model"	"0"	"IND_city_government_lvl4"
"-1061245429"	"RigidModels\\Buildings\\ottoman_townhall\\ottoman_townhall_piece01_destruct02_lod03.rigid_model"	"3_2"	"ottoman_townhall_piece01_destruct02"
"-1060925228"	"RigidModels\\Buildings\\fort_ottoman\\fort_ottoman_piece04_destruct03_lod01.rigid_model"	"3_1"	"fort_ottoman_piece04_destruct03"
"-1060129172"	"RigidModels\\Buildings\\prop_field_fallen_pine_tree02\\prop_field_fallen_pine_tree02_piece01_destruct01_lod01.rigid_model"	"3_1"	"prop_field_fallen_pine_tree02_piece01_destruct01"
"-1058953495"	"RigidModels/CampaignBuildings/CampaignAgentIcons/agent_ID_crimean_khanate.rigid_model"	"0"	"agent_ID_crimean_khanate"
"-1057227000"	"RigidModels\\Buildings\\south_euro_rural02\\south_euro_rural02_piece01_destruct02_lod01.rigid_model"	"2_1"	"south_euro_rural02_piece01_destruct02"
"-1055881803"	"RigidModels/CampaignBuildings/Buildings/Prestige/Prestige_teylersmuseum.rigid_model"	"0"	"Prestige_teylersmuseum"
"-1054775408"	"RigidModels\\Buildings\\west_euro_house01b\\west_euro_house01b_piece01_destruct01_lod05.rigid_model"	"5_5"	"west_euro_house01b_piece01_destruct01"
"-1053715879"	"RigidModels\\Buildings\\prop_town_plant_pot03\\prop_town_plant_pot03_piece01_destruct02_lod05.rigid_model"	"2_2"	"prop_town_plant_pot03_piece01_destruct02"
"-1051016573"	"RigidModels\\Buildings\\fallen_rotting_log\\tree_stump_dry_piece01_destruct01_lod05.rigid_model"	"0"	"tree_stump_dry_piece01_destruct01"
"-1050988931"	"RigidModels\\Buildings\\south_euro_house01\\south_euro_house01_piece01_destruct02_lod01.rigid_model"	"2_1"	"south_euro_house01_piece01_destruct02"
"-1049519851"	"RigidModels\\Buildings\\fallen_rotting_log\\tree_stump_piece01_destruct01_lod05.rigid_model"	"0"	"tree_stump_piece01_destruct01"
"-1048892806"	"RigidModels\\Buildings\\north_euro_church\\north_euro_church_piece01_destruct02_lod01.rigid_model"	"3_1"	"north_euro_church_piece01_destruct02"
"-1047370197"	"RigidModels\\Buildings\\indian_house01b\\indian_house01b_piece01_destruct01_lod04.rigid_model"	"5_4"	"indian_house01b_piece01_destruct01"
"-1046231866"	"RigidModels\\Buildings\\indian_large_fort_armoury02\\indian_large_fort_armoury02_piece01_destruct03_lod05.rigid_model"	"3_3"	"indian_large_fort_armoury02_piece01_destruct03"
"-1045674923"	"RigidModels\\Buildings\\boulder_collection_6\\boulder_collection_6_piece01_destruct01_lod01.rigid_model"	"3_1"	"boulder_collection_6_piece01_destruct01"
"-1042705634"	"RigidModels\\Buildings\\jamestown_townhall\\jamestown_townhall_piece01_destruct03_lod03.rigid_model"	"3_2"	"jamestown_townhall_piece01_destruct03"
"-1042055395"	"RigidModels\\Buildings\\american_rural01b\\american_rural01b_piece01_destruct01_lod03.rigid_model"	"3_2"	"american_rural01b_piece01_destruct01"
"-1039250212"	"RigidModels\\Buildings\\ottoman_house04b\\ottoman_house04b_piece01_destruct02_lod01.rigid_model"	"2_1"	"ottoman_house04b_piece01_destruct02"
"-1038378629"	"RigidModels\\Buildings\\fort_town\\fort_town_piece01_destruct02_lod01.rigid_model"	"3_1"	"fort_town_piece01_destruct02"
"-1038255582"	"RigidModels\\Buildings\\indian_warehouse01\\indian_warehouse01_piece01_destruct01_lod03.rigid_model"	"3_2"	"indian_warehouse01_piece01_destruct01"
"-1036578680"	"RigidModels\\Buildings\\south_euro_hut05\\south_euro_hut05_piece01_destruct01_lod05.rigid_model"	"3_3"	"south_euro_hut05_piece01_destruct01"
"-1035783181"	"RigidModels\\city_buildings\\euro\\out_build_06.rigid_model"	"1_1"	"city_euro_building_06"
"-1032209438"	"RigidModels/CampaignBuildings/Templates/OTT/OTT_city_1_slot_fortifications_lvl1.rigid_model"	"0"	"OTT_City_1_slot_fortifications_lvl1"
"-1031615195"	"RigidModels/CampaignBuildings/Buildings/eu/eu_town_ind_lvl1_pottery.rigid_model"	"0"	"eu_town_ind_lvl1_pottery"
"-1027805976"	"RigidModels\\WarscapeFrame\\ai_hints\\suitable_deployable_item.rigid_model"	"1_1"	"suitable_deployable_item_gabionade_marker"
"-1026477549"	"RigidModels/CampaignBuildings/Buildings/OTT/Ott_resource_plantation_spices_lvl3.rigid_model"	"0"	"OTT_resource_plantation_spices_lvl3"
"-1026386893"	"RigidModels\\Buildings\\west_euro_farmhouse03\\west_euro_farmhouse03_piece01_destruct02_lod01.rigid_model"	"3_1"	"west_euro_farmhouse03_piece01_destruct02"
"-1026288251"	"RigidModels\\Buildings\\fort_indian_small\\fort_indian_small_piece08_destruct02_lod01.rigid_model"	"3_1"	"fort_indian_small_piece08_destruct02"
"-1025369738"	"RigidModels\\Buildings\\prop_town_ottoman_stone_bench\\prop_town_ottoman_stone_bench_piece01_destruct02_lod05.rigid_model"	"2_2"	"prop_town_ottoman_stone_bench_piece01_destruct02"
"-1025018077"	"RigidModels\\Buildings\\american_house06\\american_house06_piece01_destruct01_lod05.rigid_model"	"3_3"	"american_house06_piece01_destruct01"
"-1023160914"	"RigidModels\\Buildings\\fort_ottoman_small\\fort_ottoman_small_piece01_destruct01_lod03.rigid_model"	"3_2"	"fort_ottoman_small_piece01_destruct01"
"-1022091360"	"RigidModels\\Buildings\\fort_indian\\fort_indian_piece08_destruct03_lod01.rigid_model"	"3_1"	"fort_indian_piece08_destruct03"
"-1016479384"	"RigidModels\\Buildings\\north_euro_house13\\north_euro_house13_piece01_destruct02_lod05.rigid_model"	"2_2"	"north_euro_house13_piece01_destruct02"
"-1015865512"	"RigidModels/CampaignBuildings/Buildings/NA/NA_city_pitmine_lvl1_gold_blend.rigid_model"	"0"	"NA_city_pitmine_lvl1_gold_blend"
"-1011643534"	"RigidModels\\Buildings\\euro_stone_armoury01\\euro_stone_armoury01_piece01_destruct02_lod01.rigid_model"	"3_1"	"euro_stone_armoury01_piece01_destruct02"
"-1009644562"	"RigidModels\\Buildings\\indian_warehouse02\\indian_warehouse02_piece01_destruct02_lod01.rigid_model"	"3_1"	"indian_warehouse02_piece01_destruct02"
"-1009126228"	"RigidModels\\Buildings\\north_euro_rural02\\north_euro_rural02_piece01_destruct01_lod01.rigid_model"	"3_1"	"north_euro_rural02_piece01_destruct01"
"-1008757517"	"RigidModels\\Buildings\\west_euro_rural03\\west_euro_rural03_piece01_destruct01_lod01.rigid_model"	"3_1"	"west_euro_rural03_piece01_destruct01"
"-1005252040"	"RigidModels/CampaignBuildings/CampaignAgentIcons/agent_ID_knights_stjohn.rigid_model"	"0"	"agent_ID_knights_stjohn"
"-1003416588"	"RigidModels/CampaignBuildings/Templates/NA/NA_port_slot_minibuildings_wealth5.rigid_model"	"0"	"NA_Port_slot_minibuildings_wealth5"
"-1003386511"	"RigidModels\\Buildings\\prop_town_ottoman_stall02\\prop_town_ottoman_stall02_piece01_destruct01_lod05.rigid_model"	"2_2"	"prop_town_ottoman_stall02_piece01_destruct01"
"-1002921760"	"RigidModels\\Buildings\\fort_jamestown\\fort_jamestown_piece06_destruct01_lod03.rigid_model"	"3_2"	"fort_jamestown_piece06_destruct01"
"-994376690"	"RigidModels\\Buildings\\indian_town_hall\\indian_town_hall_piece01_destruct02_lod05.rigid_model"	"3_3"	"indian_town_hall_piece01_destruct02"
"-992733938"	"RigidModels\\Buildings\\west_euro_rural02\\west_euro_rural02_piece01_destruct01_lod01.rigid_model"	"3_1"	"west_euro_rural02_piece01_destruct01"
"-992552510"	"RigidModels\\Buildings\\american_ruin01\\american_ruin01_piece01_destruct02_lod01.rigid_model"	"2_1"	"american_ruin01_piece01_destruct02"
"-991597272"	"RigidModels\\Buildings\\western_fort_armoury\\western_fort_armoury_piece01_destruct02_lod01.rigid_model"	"3_1"	"western_fort_armoury_piece01_destruct02"
"-990853706"	"RigidModels\\Buildings\\american_house04\\american_house04_piece01_destruct02_lod05.rigid_model"	"2_2"	"american_house04_piece01_destruct02"
"-990323423"	"RigidModels\\Buildings\\west_euro_house04b\\west_euro_house04b_piece01_destruct02_lod01.rigid_model"	"2_1"	"west_euro_house04b_piece01_destruct02"
"-987706228"	"RigidModels\\Buildings\\east_euro_farmhouse\\east_euro_farmhouse_piece01_destruct03_lod05.rigid_model"	"2_2"	"east_euro_farmhouse_piece01_destruct03"
"-986856063"	"RigidModels\\Buildings\\south_euro_hut03\\south_euro_hut03_piece01_destruct02_lod01.rigid_model"	"2_1"	"south_euro_hut03_piece01_destruct02"
"-986113348"	"RigidModels\\Buildings\\west_euro_house07b\\west_euro_house07b_piece01_destruct02_lod05.rigid_model"	"2_2"	"west_euro_house07b_piece01_destruct02"
"-983464581"	"RigidModels\\Buildings\\american_warehouse\\american_warehouse_piece01_destruct02_lod05.rigid_model"	"2_2"	"american_warehouse_piece01_destruct02"
"-979884337"	"RigidModels\\Buildings\\fort_euro_wooden\\fort_euro_wooden_piece05_destruct02_lod01.rigid_model"	"3_1"	"fort_euro_wooden_piece05_destruct02"
"-977529597"	"rigidmodels/enginemodels/ottoman_mortar_destroyed_model_4inch.rigid_model"	"0"	"ottoman_mortar_destroyed_model_4inch"
"-976437891"	"RigidModels\\city_buildings\\east\\out_townhall.rigid_model"	"1_1"	"city_east_townhall"
"-976367803"	"RigidModels\\Buildings\\american_house04b\\american_house04b_piece01_destruct01_lod03.rigid_model"	"3_2"	"american_house04b_piece01_destruct01"
"-975287453"	"RigidModels\\Buildings\\indian_house02\\indian_house02_piece01_destruct02_lod01.rigid_model"	"2_1"	"indian_house02_piece01_destruct02"
"-971829136"	"RigidModels/CampaignBuildings/Buildings/EU/EU_resource_plantation_coffee_lvl3.rigid_model"	"0"	"EU_resource_plantation_coffee_lvl3"
"-969436393"	"RigidModels/CampaignBuildings/Buildings/IND/IND_resource_plantation_coffee_lvl1.rigid_model"	"0"	"IND_resource_plantation_coffee_lvl1"
"-968926090"	"RigidModels\\Buildings\\fort_jamestown\\fort_jamestown_piece05_destruct02_lod03.rigid_model"	"3_2"	"fort_jamestown_piece05_destruct02"
"-967665088"	"RigidModels\\Buildings\\nwe_euro_ruins02\\nwe_euro_ruins02_piece01_destruct02_lod05.rigid_model"	"2_2"	"nwe_euro_ruins02_piece01_destruct02"
"-967126278"	"RigidModels\\Buildings\\fallen_rotting_log\\rock_4_wet_piece01_destruct01_lod01.rigid_model"	"20"	"rock_4_wet_piece01_destruct01"
"-960961605"	"RigidModels\\Buildings\\north_euro_house12\\north_euro_house12_piece01_destruct02_lod01.rigid_model"	"2_1"	"north_euro_house12_piece01_destruct02"
"-958291886"	"RigidModels\\Buildings\\jamestown_church\\jamestown_church_piece01_destruct01_lod01.rigid_model"	"3_1"	"jamestown_church_piece01_destruct01"
"-950717557"	"RigidModels\\Buildings\\native_house02\\native_house02_piece01_destruct02_lod05.rigid_model"	"2_2"	"native_house02_piece01_destruct02"
"-950259126"	"RigidModels\\Buildings\\fort_euro_wooden\\fort_euro_wooden_piece06_destruct01_gate_open_lod05.rigid_model"	"3_3"	"fort_euro_wooden_piece06_destruct01_gate_open"
"-949099667"	"RigidModels\\Buildings\\east_euro_house06b\\east_euro_house06b_piece01_destruct01_lod05.rigid_model"	"3_3"	"east_euro_house06b_piece01_destruct01"
"-948356767"	"RigidModels\\Buildings\\east_euro_house05\\east_euro_house05_piece01_destruct01_lod01.rigid_model"	"3_1"	"east_euro_house05_piece01_destruct01"
"-941245802"	"RigidModels\\Buildings\\european_warehouse01\\european_warehouse01_piece01_destruct02_lod01.rigid_model"	"3_1"	"european_warehouse01_piece01_destruct02"
"-941059301"	"RigidModels\\Buildings\\american_ruin01\\american_ruin01_piece01_destruct02_lod05.rigid_model"	"2_2"	"american_ruin01_piece01_destruct02"
"-940986607"	"RigidModels\\Buildings\\south_euro_townhall\\south_euro_townhall_piece02_destruct03_lod03.rigid_model"	"3_2"	"south_euro_townhall_piece02_destruct03"
"-940449478"	"RigidModels\\Buildings\\indian_warehouse01\\indian_warehouse01_piece02_destruct01_lod01.rigid_model"	"3_1"	"indian_warehouse01_piece02_destruct01"
"-939803943"	"RigidModels\\Buildings\\prop_field_fallen_pine_tree03\\prop_field_fallen_pine_tree03_piece01_destruct01_lod01.rigid_model"	"3_1"	"prop_field_fallen_pine_tree03_piece01_destruct01"
"-939008456"	"RigidModels\\BattlefieldProps\\native_fence_8_piece01_destruct01_lod01.rigid_model"	"20"	"native_fence_8_piece01_destruct01"
"-933674613"	"RigidModels/CampaignBuildings/CampaignAgentIcons/agent_ID_wurttemberg.rigid_model"	"0"	"agent_ID_wurttemberg"
"-932705070"	"RigidModels\\Buildings\\north_euro_rural04\\north_euro_rural04_piece01_destruct01_lod01.rigid_model"	"4_1"	"north_euro_rural04_piece01_destruct01"
"-931403520"	"RigidModels\\Buildings\\american_rural01\\american_rural01_piece01_destruct01_lod03.rigid_model"	"3_2"	"american_rural01_piece01_destruct01"
"-931225082"	"RigidModels\\Buildings\\west_euro_townhall\\west_euro_townhall_piece03_destruct03_lod05.rigid_model"	"3_3"	"west_euro_townhall_piece03_destruct03"
"-930683695"	"RigidModels/CampaignBuildings/CampaignAgentIcons/agent_ID_netherlands.rigid_model"	"0"	"agent_ID_netherlands"
"-929744894"	"RigidModels\\Buildings\\fort_euro_wooden\\fort_euro_wooden_piece02_destruct03_lod05.rigid_model"	"3_3"	"fort_euro_wooden_piece02_destruct03"
"-928423606"	"RigidModels\\Buildings\\south_euro_hut05\\south_euro_hut05_piece01_destruct01_lod01.rigid_model"	"3_1"	"south_euro_hut05_piece01_destruct01"
"-928015437"	"RigidModels\\Buildings\\north_euro_townhall\\north_euro_townhall_piece01_destruct03_lod05.rigid_model"	"3_3"	"north_euro_townhall_piece01_destruct03"
"-927667263"	"RigidModels/CampaignBuildings/CampaignAgentIcons/agent_ID_russia.rigid_model"	"0"	"agent_ID_russia"
"-926694085"	"RigidModels/CampaignBuildings/CampaignAgentIcons/agent_ID_hannover.rigid_model"	"0"	"agent_ID_hannover"
"-924335294"	"RigidModels\\Buildings\\american_townhall\\american_townhall_piece01_destruct03_lod05.rigid_model"	"2_2"	"american_townhall_piece01_destruct03"
"-921918373"	"RigidModels\\Buildings\\fort_euro_wooden\\fort_euro_wooden_piece03_destruct01_lod01.rigid_model"	"3_1"	"fort_euro_wooden_piece03_destruct01"
"-920034623"	"RigidModels/CampaignBuildings/Templates/EU/EU_port_slot_minibuildings_wealth2.rigid_model"	"0"	"EU_Port_slot_minibuildings_wealth2"
"-919767423"	"RigidModels\\Buildings\\prop_town_market_stall02\\prop_town_market_stall02_piece01_destruct01_lod01.rigid_model"	"2_1"	"prop_town_market_stall02_piece01_destruct01"
"-919149955"	"RigidModels/CampaignBuildings/Buildings/IND/IND_city_government_lvl2.rigid_model"	"0"	"IND_city_government_lvl2"
"-918098042"	"RigidModels/CampaignBuildings/Buildings/EU/EU_city_naval_lvl1.rigid_model"	"0"	"EU_city_naval_lvl1"
"-917664428"	"RigidModels\\Buildings\\north_euro_ruins\\north_euro_ruins_piece01_destruct01_lod01.rigid_model"	"3_1"	"north_euro_ruins_piece01_destruct01"
"-914910960"	"RigidModels\\Buildings\\ottoman_large_fort_command_hq\\ottoman_large_fort_command_hq_piece02_destruct03_lod01.rigid_model"	"3_1"	"ottoman_large_fort_command_hq_piece02_destruct03"
"-913466873"	"RigidModels/CampaignBuildings/Buildings/OTT/OTT_resource_ricepaddy_lvl2_blend.rigid_model"	"0"	"OTT_resource_ricepaddy_lvl2"
"-913375293"	"RigidModels/CampaignBuildings/Buildings/EU/EU_resource_plantation_sugar_lvl1.rigid_model"	"0"	"EU_resource_plantation_sugar_lvl1"
"-911579727"	"RigidModels\\Buildings\\prop_field_tent_med\\prop_field_tent_med_piece01_destruct01_lod01.rigid_model"	"3_1"	"prop_field_tent_med_piece01_destruct01"
"-908182292"	"RigidModels\\city_buildings\\east\\out_church.rigid_model"	"1_1"	"city_east_church"
"-906030797"	"RigidModels\\Buildings\\prop_town_fire_pit\\prop_town_fire_pit_piece01_destruct01_lod01.rigid_model"	"2_1"	"prop_town_fire_pit_piece01_destruct01"
"-904738980"	"RigidModels\\Buildings\\west_euro_house06\\west_euro_house06_piece01_destruct01_lod01.rigid_model"	"5_1"	"west_euro_house06_piece01_destruct01"
"-901743837"	"RigidModels\\Buildings\\ottoman_large_fort_armoury01\\ottoman_large_fort_armoury01_piece01_destruct02_lod05.rigid_model"	"3_3"	"ottoman_large_fort_armoury01_piece01_destruct02"
"-901607587"	"RigidModels\\Buildings\\american_house01\\american_house01_piece01_destruct01_lod05.rigid_model"	"3_3"	"american_house01_piece01_destruct01"
"-901267895"	"RigidModels\\Buildings\\nwe_euro_ruins01\\nwe_euro_ruins01_piece01_destruct02_lod01.rigid_model"	"2_1"	"nwe_euro_ruins01_piece01_destruct02"
"-900145199"	"RigidModels\\Buildings\\ottoman_large_fort_command_hq\\ottoman_large_fort_command_hq_piece02_destruct03_lod03.rigid_model"	"3_2"	"ottoman_large_fort_command_hq_piece02_destruct03"
"-899461617"	"RigidModels\\Buildings\\indian_house03b\\indian_house03b_piece01_destruct01_lod02.rigid_model"	"5_2"	"indian_house03b_piece01_destruct01"
"-899448658"	"RigidModels/CampaignBuildings/Buildings/OTT/Ott_resource_plantation_cotton_lvl1.rigid_model"	"0"	"OTT_resource_plantation_cotton_lvl1"
"-899349015"	"RigidModels\\Buildings\\ottoman_fort_command_hq\\ottoman_fort_command_hq_piece01_destruct01_lod05.rigid_model"	"3_3"	"ottoman_fort_command_hq_piece01_destruct01"
"-897730636"	"RigidModels\\Buildings\\ottoman_warehouse04\\ottoman_warehouse04_piece02_destruct01_lod03.rigid_model"	"3_2"	"ottoman_warehouse04_piece02_destruct01"
"-897575481"	"RigidModels\\Buildings\\american_house06b\\american_house06b_piece01_destruct02_lod05.rigid_model"	"2_2"	"american_house06b_piece01_destruct02"
"-895031023"	"RigidModels\\Buildings\\north_euro_rural04\\north_euro_rural04_piece01_destruct01_lod05.rigid_model"	"4_4"	"north_euro_rural04_piece01_destruct01"
