version 1, schema videos_subtitles_junctions_tables, guid d9f3b489-62c1-440b-8f7e-fb2e0c226572
unknown1(string)	unknown2(int)	unknown3(int)	unknown4(string)
"FallOfTheSamurai/FALL_INTRO_EMPEROR.bik"	3988	4191	"FALL_INTRO_EMPEROR_13"
"FallOfTheSamurai/FALL_INTRO_EMPEROR.bik"	4812	5076	"FALL_INTRO_EMPEROR_14"
"FallOfTheSamurai/FALL_INTRO_EMPEROR.bik"	506	696	"FALL_INTRO_EMPEROR_03"
"FallOfTheSamurai/FALL_INTRO_EMPEROR.bik"	5115	5394	"FALL_INTRO_EMPEROR_15"
"FallOfTheSamurai/FALL_INTRO_EMPEROR.bik"	5426	5660	"FALL_INTRO_EMPEROR_16"
"FallOfTheSamurai/FALL_INTRO_EMPEROR.bik"	5673	6129	"FALL_INTRO_EMPEROR_17"
"FallOfTheSamurai/FALL_INTRO_EMPEROR.bik"	6154	6331	"FALL_INTRO_EMPEROR_18"
"FallOfTheSamurai/FALL_INTRO_EMPEROR.bik"	705	890	"FALL_INTRO_EMPEROR_04"
"FallOfTheSamurai/FALL_INTRO_EMPEROR.bik"	85	278	"FALL_INTRO_EMPEROR_01"
"FallOfTheSamurai/FALL_INTRO_EMPEROR.bik"	900	1127	"FALL_INTRO_EMPEROR_05"
"FallOfTheSamurai/FALL_INTRO_SHOGUN.bik"	1139	1329	"FALL_INTRO_SHOGUN_06"
"FallOfTheSamurai/FALL_INTRO_SHOGUN.bik"	1354	1747	"FALL_INTRO_SHOGUN_07"
"FallOfTheSamurai/FALL_INTRO_SHOGUN.bik"	1886	2102	"FALL_INTRO_SHOGUN_08"
"FallOfTheSamurai/FALL_INTRO_SHOGUN.bik"	2115	2304	"FALL_INTRO_SHOGUN_09"
"FallOfTheSamurai/FALL_INTRO_SHOGUN.bik"	2317	2460	"FALL_INTRO_SHOGUN_10"
"FallOfTheSamurai/FALL_INTRO_SHOGUN.bik"	2484	2684	"FALL_INTRO_SHOGUN_11"
"FallOfTheSamurai/FALL_INTRO_SHOGUN.bik"	2697	3191	"FALL_INTRO_SHOGUN_12"
"FallOfTheSamurai/FALL_INTRO_SHOGUN.bik"	291	493	"FALL_INTRO_SHOGUN_02"
"FallOfTheSamurai/FALL_INTRO_SHOGUN.bik"	3988	4191	"FALL_INTRO_SHOGUN_13"
"FallOfTheSamurai/FALL_INTRO_SHOGUN.bik"	4812	5076	"FALL_INTRO_SHOGUN_14"
"FallOfTheSamurai/FALL_INTRO_SHOGUN.bik"	506	696	"FALL_INTRO_SHOGUN_03"
"FallOfTheSamurai/FALL_INTRO_SHOGUN.bik"	5115	5394	"FALL_INTRO_SHOGUN_15"
"FallOfTheSamurai/FALL_INTRO_SHOGUN.bik"	5426	5660	"FALL_INTRO_SHOGUN_16"
"FallOfTheSamurai/FALL_INTRO_SHOGUN.bik"	5673	6129	"FALL_INTRO_SHOGUN_17"
"FallOfTheSamurai/FALL_INTRO_SHOGUN.bik"	6154	6331	"FALL_INTRO_SHOGUN_18"
"FallOfTheSamurai/FALL_INTRO_SHOGUN.bik"	705	890	"FALL_INTRO_SHOGUN_04"
"FallOfTheSamurai/FALL_INTRO_SHOGUN.bik"	85	278	"FALL_INTRO_SHOGUN_01"
"FallOfTheSamurai/FALL_INTRO_SHOGUN.bik"	900	1127	"FALL_INTRO_SHOGUN_05"
"FallOfTheSamurai/FALL_LOSE_EMPEROR.bik"	335	677	"FALL_LOSE_EMPEROR_01"
"FallOfTheSamurai/FALL_LOSE_SELF.bik"	335	677	"FALL_LOSE_SELF_01"
"FallOfTheSamurai/FALL_LOSE_SHOGUN.bik"	325	677	"FALL_LOSE_SHOGUN_01"
"FallOfTheSamurai/FALL_REALMDIV_EMPEROR.bik"	198	366	"FALL_REALMDIV_EMPEROR_02"
"FallOfTheSamurai/FALL_REALMDIV_EMPEROR.bik"	370	660	"FALL_REALMDIV_EMPEROR_03"
"FallOfTheSamurai/FALL_REALMDIV_EMPEROR.bik"	60	194	"FALL_REALMDIV_EMPEROR_01"
"FallOfTheSamurai/FALL_REALMDIV_EMPEROR.bik"	667	975	"FALL_REALMDIV_EMPEROR_04"
"FallOfTheSamurai/FALL_REALMDIV_EMPEROR.bik"	977	1213	"FALL_REALMDIV_EMPEROR_05"
"FallOfTheSamurai/FALL_REALMDIV_SELF.bik"	216	364	"FALL_REALMDIV_SELF_01"
"FallOfTheSamurai/FALL_REALMDIV_SELF.bik"	384	494	"FALL_REALMDIV_SELF_02"
"FallOfTheSamurai/FALL_REALMDIV_SELF.bik"	618	782	"FALL_REALMDIV_SELF_03"
"FallOfTheSamurai/FALL_REALMDIV_SELF.bik"	795	1091	"FALL_REALMDIV_SELF_04"
"FallOfTheSamurai/FALL_REALMDIV_SHOGUN.bik"	197	365	"FALL_REALMDIV_SHOGUN_02"
"FallOfTheSamurai/FALL_REALMDIV_SHOGUN.bik"	377	661	"FALL_REALMDIV_SHOGUN_03"
"FallOfTheSamurai/FALL_REALMDIV_SHOGUN.bik"	60	195	"FALL_REALMDIV_SHOGUN_01"
"FallOfTheSamurai/FALL_REALMDIV_SHOGUN.bik"	665	973	"FALL_REALMDIV_SHOGUN_04"
"FallOfTheSamurai/FALL_REALMDIV_SHOGUN.bik"	976	1201	"FALL_REALMDIV_SHOGUN_05"
"FallOfTheSamurai/FALL_WIN_EMPEROR.bik"	1025	1130	"FALL_WIN_EMPEROR_03"
"FallOfTheSamurai/FALL_WIN_EMPEROR.bik"	1150	1309	"FALL_WIN_EMPEROR_04"
"FallOfTheSamurai/FALL_WIN_EMPEROR.bik"	678	819	"FALL_WIN_EMPEROR_01"
"FallOfTheSamurai/FALL_WIN_EMPEROR.bik"	825	1012	"FALL_WIN_EMPEROR_02"
"FallOfTheSamurai/FALL_WIN_SELF.bik"	1020	1145	"FALL_WIN_SELF_03"
"FallOfTheSamurai/FALL_WIN_SELF.bik"	1151	1309	"FALL_WIN_SELF_04"
"FallOfTheSamurai/FALL_WIN_SELF.bik"	678	819	"FALL_WIN_SELF_01"
"FallOfTheSamurai/FALL_WIN_SELF.bik"	851	1015	"FALL_WIN_SELF_02"
"FallOfTheSamurai/FALL_WIN_SHOGUN.bik"	1020	1150	"FALL_WIN_SHOGUN_03"
"FallOfTheSamurai/FALL_WIN_SHOGUN.bik"	1170	1309	"FALL_WIN_SHOGUN_04"
"FallOfTheSamurai/FALL_WIN_SHOGUN.bik"	681	819	"FALL_WIN_SHOGUN_01"
"FallOfTheSamurai/FALL_WIN_SHOGUN.bik"	839	1015	"FALL_WIN_SHOGUN_02"
"Genpei/FSM_GEN.bik"	1560	1780	"FSM_GEM_02"
"Genpei/FSM_GEN.bik"	1810	2085	"FSM_GEM_03"
"Genpei/FSM_GEN.bik"	2120	2350	"FSM_GEM_04"
"Genpei/FSM_GEN.bik"	2400	2820	"FSM_GEM_05"
"Genpei/FSM_GEN.bik"	2870	3135	"FSM_GEM_06"
"Genpei/FSM_GEN.bik"	3180	3450	"FSM_GEM_07"
"Genpei/FSM_GEN.bik"	3500	3700	"FSM_GEM_08"
"Genpei/FSM_GEN.bik"	3740	3900	"FSM_GEM_09"
"Genpei/FSM_GEN.bik"	3920	4170	"FSM_GEM_10"
"Genpei/FSM_GEN.bik"	4185	4415	"FSM_GEM_11"
"Genpei/FSM_GEN.bik"	860	1425	"FSM_GEM_01"
"Genpei/LOS_GEN.bik"	300	560	"LOS_GEM_02"
"Genpei/LOS_GEN.bik"	600	900	"LOS_GEM_03"
"Genpei/LOS_GEN.bik"	60	250	"LOS_GEM_01"
"Genpei/WIN_GEN.bik"	250	460	"WIN_GEM_02"
"Genpei/WIN_GEN.bik"	520	680	"WIN_GEM_03"
"Genpei/WIN_GEN.bik"	70	210	"WIN_GEM_01"
"Genpei/WIN_GEN.bik"	710	900	"WIN_GEM_04"
"INTRO.bik"	265	815	"INTRO_1"
"Otomo/FSM_OTO.bik"	1270	1500	"OTOMO/FSM_OTO_4"
"Otomo/FSM_OTO.bik"	1530	1850	"OTOMO/FSM_OTO_5"
"Otomo/FSM_OTO.bik"	260	345	"OTOMO/FSM_OTO_1"
"Otomo/FSM_OTO.bik"	360	705	"OTOMO/FSM_OTO_2"
"Otomo/FSM_OTO.bik"	810	1245	"OTOMO/FSM_OTO_3"
"Otomo/WIN_OTO.bik"	1195	1415	"OTOMO/WIN_OTO_5"
"Otomo/WIN_OTO.bik"	339	545	"OTOMO/WIN_OTO_2"
"Otomo/WIN_OTO.bik"	585	917	"OTOMO/WIN_OTO_3"
"Otomo/WIN_OTO.bik"	94	311	"OTOMO/WIN_OTO_1"
"Otomo/WIN_OTO.bik"	946	1180	"OTOMO/WIN_OTO_4"
"Training/Agent/UNL-XXX-UNLO-GEI-XXX-XXX.bik"	10	210	"UNL-XXX-UNLO-GEI-XXX-XXX_1"
"Training/Agent/UNL-XXX-UNLO-GEI-XXX-XXX.bik"	235	468	"UNL-XXX-UNLO-GEI-XXX-XXX_2"
"Training/Agent/UNL-XXX-UNLO-MET-XXX-XXX.bik"	190	470	"UNL-XXX-UNLO-MET-XXX-XXX_2"
"Training/Agent/UNL-XXX-UNLO-MET-XXX-XXX.bik"	40	175	"UNL-XXX-UNLO-MET-XXX-XXX_1"
"Training/Agent/UNL-XXX-UNLO-MON-XXX-XXX.bik"	272	545	"UNL-XXX-UNLO-MON-XXX-XXX_2"
"Training/Agent/UNL-XXX-UNLO-MON-XXX-XXX.bik"	40	255	"UNL-XXX-UNLO-MON-XXX-XXX_1"
"Training/Agent/UNL-XXX-UNLO-NIN-XXX-XXX.bik"	215	385	"UNL-XXX-UNLO-NIN-XXX-XXX_2"
"Training/Agent/UNL-XXX-UNLO-NIN-XXX-XXX.bik"	40	192	"UNL-XXX-UNLO-NIN-XXX-XXX_1"
"Training/Agent/UNL-XXX-UNLO-PRI-XXX-XXX.bik"	218	554	"UNL-XXX-UNLO-PRI-XXX-XXX_2"
"Training/Agent/UNL-XXX-UNLO-PRI-XXX-XXX.bik"	40	205	"UNL-XXX-UNLO-PRI-XXX-XXX_1"
"Training/Hero/TRN_BOWSEN.bik"	210	545	"TRN_BOWSEN_2"
"Training/Hero/TRN_BOWSEN.bik"	30	190	"TRN_BOWSEN_1"
"Training/Hero/TRN_KATSEN.bik"	20	198	"TRN_KATSEN_1"
"Training/Hero/TRN_KATSEN.bik"	210	441	"TRN_KATSEN_2"
"Training/Hero/TRN_NAGSEN.bik"	20	482	"TRN_NAGSEN_1"
"Training/Hero/TRN_YARSEN.bik"	20	215	"TRN_YARSEN_1"
"Training/Hero/TRN_YARSEN.bik"	230	560	"TRN_YARSEN_2"
"Training/Land/TRN_BOWASH.bik"	20	477	"TRN_BOWASH_1"
"Training/Land/TRN_BOWMON.bik"	20	390	"TRN_BOWMON_1"
"Training/Land/TRN_BOWSAM.bik"	20	365	"TRN_BOWSAM_1"
"Training/Land/TRN_BOWSAM.bik"	35	360	"TRN_BOWSAM_1"
"Training/Land/TRN_CANON.bik"	50	324	"TRN_CANON_1"
"Training/Land/TRN_CAVBOW.bik"	20	476	"TRN_CAVBOW_1"
"Training/Land/TRN_CAVKAT.bik"	30	442	"TRN_CAVKAT_1"
"Training/Land/TRN_CAVLIG.bik"	200	415	"TRN_CAVLIG_2"
"Training/Land/TRN_CAVLIG.bik"	20	180	"TRN_CAVLIG_1"
"Training/Land/TRN_CAVSPR.bik"	20	380	"TRN_CAVGSPR_1"
"Training/Land/TRN_CAVYAR.bik"	20	420	"TRN_CAVYAR_1"
"Training/Land/TRN_FIREPT.bik"	20	360	"TRN_FIREPT_1"
"Training/Land/TRN_KATASH.bik"	35	340	"TRN_KATASH_1"
"Training/Land/TRN_KATSAM.bik"	35	360	"TRN_KATSAM_1"
"Training/Land/TRN_KSHNIN.bik"	20	505	"TRN_KSHNIN_1"
"Training/Land/TRN_MANGNL.bik"	35	450	"TRN_MANGNL_1"
"Training/Land/TRN_MATASH.bik"	35	510	"TRN_MATASH_1"
"Training/Land/TRN_MATMON.bik"	230	470	"TRN_MATMON_2"
"Training/Land/TRN_MATMON.bik"	35	222	"TRN_MATMON_1"
"Training/Land/TRN_MATSAM.bik"	35	390	"TRN_MATSAM_1"
"Training/Land/TRN_NAGCAV.bik"	70	475	"TRN_NAGCAV"
"Training/Land/TRN_NAGMON.bik"	285	515	"TRN_NAGMON_2"
"Training/Land/TRN_NAGMON.bik"	35	265	"TRN_NAGMON_1"
"Training/Land/TRN_NAGSAM.bik"	20	465	"TRN_NAGSAM_1"
"Training/Land/TRN_NDASAM.bik"	35	530	"TRN_NDASAM_1"
"Training/Land/TRN_NUN.bik"	20	465	"TRN_NAGSAM_1"
"Training/Land/TRN_ROCKET.bik"	20	365	"TRN_ROCKET_1"
"Training/Land/TRN_YARASH.bik"	35	430	"TRN_YARASH_1"
"Training/Land/TRN_YARSAM.bik"	35	435	"TRN_YARSAM_1"
"Training/Sea/TRN_ATKBUN.bik"	15	382	"TRN_ATKBUN_1"
"Training/Sea/TRN_BOWSHP.bik"	20	440	"TRN_BOWSHP_1"
"Training/Sea/TRN_CANBUN.bik"	20	340	"TRN_CANBUN_1"
"Training/Sea/TRN_FIRESH.bik"	20	320	"TRN_FIRESH_1"
"Training/Sea/TRN_HEVBUN.bik"	20	220	"TRN_HEVBUN_1"
"Training/Sea/TRN_HEVBUN.bik"	230	420	"TRN_HEVBUN_2"
"Training/Sea/TRN_MATSHP.bik"	20	362	"TRN_MATSHP_1"
"Training/Sea/TRN_MEDBUN.bik"	20	200	"TRN_MEDBUN_1"
"Training/Sea/TRN_MEDBUN.bik"	220	440	"TRN_MEDBUN_2"
"Training/Sea/TRN_NIHMAR.bik"	160	515	"TRN_NIHMAR_2"
"Training/Sea/TRN_NIHMAR.bik"	20	139	"TRN_NIHMAR_1"
"Training/Sea/TRN_RDSSHP.bik"	20	300	"TRN_RDSSHP_1"
"Training/Sea/TRN_RDSSHP.bik"	310	540	"TRN_RDSSHP_2"
"Training/Sea/TRN_SENBUN.bik"	180	539	"TRN_SENBUN_2"
"Training/Sea/TRN_SENBUN.bik"	20	170	"TRN_SENBUN_1"
"Training/Sea/TRN_TRDSHP.bik"	20	300	"TRN_TRDSHP_1"
"Training/Sea/TRN_TWRBUN.bik"	200	420	"TRN_TWRBUN_2"
"Training/Sea/TRN_TWRBUN.bik"	20	190	"TRN_TWRBUN_1"
