version 1, schema warscape_trees_tables
TreeID(string)	Season(string)	Model_x0020_Path(string)
"lc_as_trop_s_arid-Thingham_tree"	"season_winter"	"\\lc_as_trop_s_arid\\lc_as_trop_s_arid-thingham_TREE.spt"
"lc_boreal-Austrian_Pine_tree"	"season_summer"	"\\lc_boreal\\lc_boreal-AustrianPine_TREE.spt"
"lc_boreal-Austrian_Pine_tree"	"season_winter"	"\\lc_boreal\\lc_boreal-AustrianPine_TREE_WINTER.spt"
"lc_boreal-Blue_Spruce_tree"	"season_summer"	"\\lc_boreal\\lc_boreal-BlueSpruce_TREE.spt"
"lc_boreal-Blue_Spruce_tree"	"season_winter"	"\\lc_boreal\\lc_boreal-BlueSpruce_TREE_WINTER.spt"
"lc_boreal-Chrsitmas_Scotch_Pine_tree"	"season_summer"	"\\lc_boreal\\lc_boreal-ChristmasScotchPine_TREE.spt"
"lc_boreal-Chrsitmas_Scotch_Pine_tree"	"season_winter"	"\\lc_boreal\\lc_boreal-ChristmasScotchPine_TREE_WINTER.spt"
"lc_boreal-Creeping_Juniper_shrub"	"season_summer"	"\\lc_boreal\\lc_boreal-creeping_juniper_SHRUB.spt"
"lc_boreal-Creeping_Juniper_shrub"	"season_winter"	"\\lc_boreal\\lc_boreal-creeping_juniper_SHRUB_WINTER.spt"
"lc_boreal-Low_Brush_shrub"	"season_summer"	"\\lc_boreal\\lc_boreal-lowbrush_SHRUB.spt"
"lc_boreal-Low_Brush_shrub"	"season_winter"	"\\lc_boreal\\lc_boreal-lowbrush_SHRUB_WINTER.spt"
"lc_boreal-Norway_Spruce_tree"	"season_summer"	"\\lc_boreal\\lc_boreal-norway_spruce_TREE.spt"
"lc_boreal-Norway_Spruce_tree"	"season_winter"	"\\lc_boreal\\lc_boreal-norway_spruce_TREE_WINTER.spt"
"lc_boreal-Thicket_shrub"	"season_summer"	"\\lc_boreal\\lc_boreal-thicket_SHRUB.spt"
"lc_boreal-Thicket_shrub"	"season_winter"	"\\lc_boreal\\lc_boreal-thicket_SHRUB_WINTER.spt"
"lc_boreal-Western_Red_Cedar_tree"	"season_summer"	"\\lc_boreal\\lc_boreal-western_red_cedar_TREE.spt"
"lc_boreal-Western_Red_Cedar_tree"	"season_winter"	"\\lc_boreal\\lc_boreal-western_red_cedar_TREE_WINTER.spt"
"lc_desert-Coconut_Palm_tree"	"season_summer"	"\\lc_desert\\lc_desert-coconut_palm_TREE.spt"
"lc_desert-Coconut_Palm_tree"	"season_winter"	"\\lc_desert\\lc_desert-coconut_palm_TREE.spt"
"lc_desert-Curly_Palm_tree"	"season_summer"	"\\lc_desert\\lc_desert-curly_palm_TREE.spt"
"lc_desert-Curly_Palm_tree"	"season_winter"	"\\lc_desert\\lc_desert-curly_palm_TREE.spt"
"lc_desert-Date_Palm_tree"	"season_summer"	"\\lc_desert\\lc_desert-date_palm_TREE.spt"
"lc_desert-Date_Palm_tree"	"season_winter"	"\\lc_desert\\lc_desert-date_palm_TREE.spt"
"lc_desert-Dead_tree_1_tree"	"season_summer"	"\\lc_desert\\lc_desert-dead_tree_1_TREE.spt"
"lc_desert-Dead_tree_1_tree"	"season_winter"	"\\lc_desert\\lc_desert-dead_tree_1_TREE.spt"
"lc_desert-Dead_tree_2_tree"	"season_summer"	"\\lc_desert\\lc_desert-dead_tree_2_TREE.spt"
"lc_desert-Dead_tree_2_tree"	"season_winter"	"\\lc_desert\\lc_desert-dead_tree_2_TREE.spt"
"lc_desert-General_Fan_Palm_tree"	"season_summer"	"\\lc_desert\\lc_desert-general_fan_palm_TREE.spt"
"lc_desert-General_Fan_Palm_tree"	"season_winter"	"\\lc_desert\\lc_desert-general_fan_palm_TREE.spt"
"lc_desert-Low_Brush_shrub"	"season_summer"	"\\lc_desert\\lc_desert-lowbrush_SHRUB.spt"
"lc_desert-Low_Brush_shrub"	"season_winter"	"\\lc_desert\\lc_desert-lowbrush_SHRUB.spt"
"lc_desert-Restharrow_shrub"	"season_summer"	"\\lc_desert\\lc_desert-restharrow_SHRUB.spt"
"lc_desert-Restharrow_shrub"	"season_winter"	"\\lc_desert\\lc_desert-restharrow_SHRUB.spt"
"lc_desert-Thicket_shrub"	"season_summer"	"\\lc_desert\\lc_desert-thicket_SHRUB.spt"
"lc_desert-Thicket_shrub"	"season_winter"	"\\lc_desert\\lc_desert-thicket_SHRUB.spt"
"lc_eu_central_humid-Common_Juniper_tree"	"season_summer"	"\\lc_eu_central_humid\\lc_eu_central_humid-CommonJuniper_TREE.spt"
"lc_eu_central_humid-Common_Juniper_tree"	"season_winter"	"\\lc_eu_central_humid\\lc_eu_central_humid-CommonJuniper_TREE_WINTER.spt"
"lc_eu_central_humid-Creeping_Juniper_shrub"	"season_summer"	"\\lc_eu_central_humid\\lc_eu_central_humid-creeping_juniper_SHRUB.spt"
"lc_eu_central_humid-Creeping_Juniper_shrub"	"season_winter"	"\\lc_eu_central_humid\\lc_eu_central_humid-creeping_juniper_SHRUB_WINTER.spt"
"lc_eu_central_humid-Elm_tree"	"season_summer"	"\\lc_eu_central_humid\\lc_eu_central_humid-elm_TREE.spt"
"lc_eu_central_humid-Elm_tree"	"season_winter"	"\\lc_eu_central_humid\\lc_eu_central_humid-elm_TREE_WINTER.spt"
"lc_eu_central_humid-Fern_shrub"	"season_summer"	"\\lc_eu_central_humid\\lc_eu_central_humid-Fern_SHRUB.spt"
"lc_eu_central_humid-Horse_Chestnut_tree"	"season_summer"	"\\lc_eu_central_humid\\lc_eu_central_humid-HorseChestnut_TREE.spt"
"lc_eu_central_humid-Horse_Chestnut_tree"	"season_winter"	"\\lc_eu_central_humid\\lc_eu_central_humid-HorseChestnut_TREE_WINTER.spt"
"lc_eu_central_humid-Low_brush_shrub"	"season_summer"	"\\lc_eu_central_humid\\lc_eu_central_humid-lowbrush_SHRUB.spt"
"lc_eu_central_humid-Low_brush_shrub"	"season_winter"	"\\lc_eu_central_humid\\lc_eu_central_humid-lowbrush_SHRUB_WINTER.spt"
"lc_eu_central_humid-Narrow_Leaved_Ash_tree"	"season_summer"	"\\lc_eu_central_humid\\lc_eu_central_humid-narrow_leaved_ash_TREE.spt"
"lc_eu_central_humid-Narrow_Leaved_Ash_tree"	"season_winter"	"\\lc_eu_central_humid\\lc_eu_central_humid-narrow_leaved_ash_TREE_WINTER.spt"
"lc_eu_central_humid-Western_Red_Cedar_tree"	"season_summer"	"\\lc_eu_central_humid\\lc_eu_central_humid-western_red_cedar_TREE.spt"
"lc_eu_central_humid-Western_Red_Cedar_tree"	"season_winter"	"\\lc_eu_central_humid\\lc_eu_central_humid-western_red_cedar_TREE_WINTER.spt"
"lc_eu_north_humid-American_Boxwood_shrub"	"season_summer"	"\\lc_eu_north_humid\\lc_eu_north_humid-AmericanBoxwood_SHRUB.spt"
"lc_eu_north_humid-American_Boxwood_shrub"	"season_winter"	"\\lc_eu_north_humid\\lc_eu_north_humid-AmericanBoxwood_SHRUB_WINTER.spt"
"lc_eu_north_humid-Azalea_shrub"	"season_summer"	"\\lc_eu_north_humid\\lc_eu_north_humid-Azalea_SHRUB.spt"
"lc_eu_north_humid-Azalea_shrub"	"season_winter"	"\\lc_eu_north_humid\\lc_eu_north_humid-Azalea_SHRUB_WINTER.spt"
"lc_eu_north_humid-Blue_Spruce_tree"	"season_summer"	"\\lc_eu_north_humid\\lc_eu_north_humid-BlueSpruce_TREE.spt"
"lc_eu_north_humid-Blue_Spruce_tree"	"season_winter"	"\\lc_eu_north_humid\\lc_eu_north_humid-BlueSpruce_TREE_WINTER.spt"
"lc_eu_north_humid-Common_Alder_tree"	"season_summer"	"\\lc_eu_north_humid\\lc_eu_north_humid-common_alder_TREE.spt"
"lc_eu_north_humid-Common_Alder_tree"	"season_winter"	"\\lc_eu_north_humid\\lc_eu_north_humid-common_alder_TREE_WINTER.spt"
"lc_eu_north_humid-Common_Alder2_tree"	"season_summer"	"\\lc_eu_north_humid\\lc_eu_north_humid-common_alder_TREE.spt"
"lc_eu_north_humid-Common_Alder2_tree"	"season_winter"	"\\lc_eu_north_humid\\lc_eu_north_humid-common_alder2_TREE_WINTER.spt"
"lc_eu_north_humid-Elm_tree"	"season_summer"	"\\lc_eu_north_humid\\lc_eu_north_humid-elm_TREE.spt"
"lc_eu_north_humid-Elm_tree"	"season_winter"	"\\lc_eu_north_humid\\lc_eu_north_humid-elm_TREE_WINTER.spt"
"lc_eu_north_humid-English_Oak_tree"	"season_summer"	"\\lc_eu_north_humid\\lc_eu_north_humid-english_oak_TREE.spt"
"lc_eu_north_humid-English_Oak_tree"	"season_winter"	"\\lc_eu_north_humid\\lc_eu_north_humid-english_oak_TREE_WINTER.spt"
"lc_eu_north_humid-Fern_shrub"	"season_summer"	"\\lc_eu_north_humid\\lc_eu_north_humid-Fern_SHRUB.spt"
"lc_eu_north_humid-Horse_Chestnut_tree"	"season_summer"	"\\lc_eu_north_humid\\lc_eu_north_humid-HorseChestnut_TREE.spt"
"lc_eu_north_humid-Horse_Chestnut_tree"	"season_winter"	"\\lc_eu_north_humid\\lc_eu_north_humid-HorseChestnut_TREE_WINTER.spt"
"lc_eu_north_s_arid-Blue_Spruce_tree"	"season_summer"	"\\lc_eu_north_s_arid\\lc_eu_north_s_arid-BlueSpruce_TREE.spt"
"lc_eu_north_s_arid-Blue_Spruce_tree"	"season_winter"	"\\lc_eu_north_s_arid\\lc_eu_north_s_arid-BlueSpruce_TREE_WINTER.spt"
"lc_eu_north_s_arid-Burford_Holly_shrub"	"season_summer"	"\\lc_eu_north_s_arid\\lc_eu_north_s_arid-burford_holly_SHRUB.spt"
"lc_eu_north_s_arid-Burford_Holly_shrub"	"season_winter"	"\\lc_eu_north_s_arid\\lc_eu_north_s_arid-burford_holly_SHRUB_WINTER.spt"
"lc_eu_north_s_arid-English_Oak_tree"	"season_summer"	"\\lc_eu_north_s_arid\\lc_eu_north_s_arid-english_oak_TREE.spt"
"lc_eu_north_s_arid-English_Oak_tree"	"season_winter"	"\\lc_eu_north_s_arid\\lc_eu_north_s_arid-english_oak_TREE_WINTER.spt"
"lc_eu_north_s_arid-Hazel_Humid_shrub"	"season_summer"	"\\lc_eu_north_s_arid\\lc_eu_north_s_arid-hazel_humid_SHRUB.spt"
"lc_eu_north_s_arid-Hazel_Humid_shrub"	"season_winter"	"\\lc_eu_north_s_arid\\lc_eu_north_s_arid-hazel_humid_SHRUB_WINTER.spt"
"lc_eu_north_s_arid-Lombardy_Poplar_tree"	"season_summer"	"\\lc_eu_north_s_arid\\lc_eu_north_s_arid-lombardy_poplar_TREE.spt"
"lc_eu_north_s_arid-Lombardy_Poplar_tree"	"season_winter"	"\\lc_eu_north_s_arid\\lc_eu_north_s_arid-lombardy_poplar_TREE_WINTER.spt"
"lc_eu_north_s_arid-Norway_Maple_tree"	"season_summer"	"\\lc_eu_north_s_arid\\lc_eu_north_s_arid-norway_maple_TREE.spt"
"lc_eu_north_s_arid-Norway_Maple_tree"	"season_winter"	"\\lc_eu_north_s_arid\\lc_eu_north_s_arid-norway_maple_TREE_WINTER.spt"
"lc_eu_north_s_arid-Restharrow_shrub"	"season_summer"	"\\lc_eu_north_s_arid\\lc_eu_north_s_arid-restharrow_SHRUB.spt"
"lc_eu_north_s_arid-Silver_Birch_tree"	"season_summer"	"\\lc_eu_north_s_arid\\lc_eu_north_s_arid-silver_birch_TREE.spt"
"lc_eu_north_s_arid-Silver_Birch_tree"	"season_winter"	"\\lc_eu_north_s_arid\\lc_eu_north_s_arid-silver_birch_TREE_WINTER.spt"
"lc_eu_south_humid-American_Boxwood_shrub"	"season_summer"	"\\lc_eu_south_humid\\lc_eu_south_humid-AmericanBoxwood_SHRUB.spt"
"lc_eu_south_humid-American_Boxwood_shrub"	"season_winter"	"\\lc_eu_south_humid\\lc_eu_south_humid-AmericanBoxwood_SHRUB_WINTER.spt"
"lc_eu_south_humid-Azalea_shrub"	"season_summer"	"\\lc_eu_south_humid\\lc_eu_south_humid-Azalea_SHRUB.spt"
"lc_eu_south_humid-Azalea_shrub"	"season_winter"	"\\lc_eu_south_humid\\lc_eu_south_humid-Azalea_SHRUB_WINTER.spt"
"lc_eu_south_humid-Blue_Spruce_tree"	"season_summer"	"\\lc_eu_south_humid\\lc_eu_south_humid-BlueSpruce_TREE.spt"
"lc_eu_south_humid-Blue_Spruce_tree"	"season_winter"	"\\lc_eu_south_humid\\lc_eu_south_humid-BlueSpruce_TREE_WINTER.spt"
"lc_eu_south_humid-Elm_tree"	"season_summer"	"\\lc_eu_south_humid\\lc_eu_south_humid-elm_TREE.spt"
"lc_eu_south_humid-Elm_tree"	"season_winter"	"\\lc_eu_south_humid\\lc_eu_south_humid-elm_TREE_WINTER.spt"
"lc_eu_south_humid-European_Aspen_tree"	"season_summer"	"\\lc_eu_south_humid\\lc_eu_south_humid-EuropeanAspen_TREE.spt"
"lc_eu_south_humid-European_Aspen_tree"	"season_winter"	"\\lc_eu_south_humid\\lc_eu_south_humid-EuropeanAspen_TREE_WINTER.spt"
"lc_eu_south_humid-Horse_Chestnut_tree"	"season_summer"	"\\lc_eu_south_humid\\lc_eu_south_humid-HorseChestnut_TREE.spt"
"lc_eu_south_humid-Horse_Chestnut_tree"	"season_winter"	"\\lc_eu_south_humid\\lc_eu_south_humid-HorseChestnut_TREE_WINTER.spt"
"lc_eu_south_humid-Lombardy_Poplar_tree"	"season_summer"	"\\lc_eu_south_humid\\lc_eu_south_humid-lombardy_poplar_TREE.spt"
"lc_eu_south_humid-Lombardy_Poplar_tree"	"season_winter"	"\\lc_eu_south_humid\\lc_eu_south_humid-lombardy_poplar_TREE_WINTER.spt"
"lc_eu_south_humid-Thicket_shrub"	"season_summer"	"\\lc_eu_south_humid\\lc_eu_south_humid-thicket_SHRUB.spt"
"lc_eu_south_humid-Thicket_shrub"	"season_winter"	"\\lc_eu_south_humid\\lc_eu_south_humid-thicket_SHRUB_WINTER.spt"
"lc_eu_south_s_arid-Burford_Holly_shrub"	"season_summer"	"\\lc_eu_south_s_arid\\lc_eu_south_s_arid-burford_holly_SHRUB.spt"
"lc_eu_south_s_arid-Burford_Holly_shrub"	"season_winter"	"\\lc_eu_south_s_arid\\lc_eu_south_s_arid-burford_holly_SHRUB_WINTER.spt"
"lc_eu_south_s_arid-Common_Olive_tree"	"season_summer"	"\\lc_eu_south_s_arid\\lc_eu_south_s_arid-common_olive_TREE.spt"
"lc_eu_south_s_arid-Common_Olive_tree"	"season_winter"	"\\lc_eu_south_s_arid\\lc_eu_south_s_arid-common_olive_TREE_WINTER.spt"
"lc_eu_south_s_arid-Hazel_Humid_shrub"	"season_summer"	"\\lc_eu_south_s_arid\\lc_eu_south_s_arid-hazel_humid_SHRUB.spt"
"lc_eu_south_s_arid-Hazel_Humid_shrub"	"season_winter"	"\\lc_eu_south_s_arid\\lc_eu_south_s_arid-hazel_humid_SHRUB_WINTER.spt"
"lc_eu_south_s_arid-Horse_Chestnut_tree"	"season_summer"	"\\lc_eu_south_s_arid\\lc_eu_south_s_arid-HorseChestnut_TREE.spt"
"lc_eu_south_s_arid-Horse_Chestnut_tree"	"season_winter"	"\\lc_eu_south_s_arid\\lc_eu_south_s_arid-HorseChestnut_TREE_WINTER.spt"
"lc_eu_south_s_arid-Lombardy_Poplar_tree"	"season_summer"	"\\lc_eu_south_s_arid\\lc_eu_south_s_arid-lombardy_poplar_TREE.spt"
"lc_eu_south_s_arid-Lombardy_Poplar_tree"	"season_winter"	"\\lc_eu_south_s_arid\\lc_eu_south_s_arid-lombardy_poplar_TREE_WINTER.spt"
"lc_eu_south_s_arid-Low_Brush_shrub"	"season_summer"	"\\lc_eu_south_s_arid\\lc_eu_south_s_arid-lowbrush_SHRUB.spt"
"lc_eu_south_s_arid-Low_Brush_shrub"	"season_winter"	"\\lc_eu_south_s_arid\\lc_eu_south_s_arid-lowbrush_SHRUB_WINTER.spt"
"lc_eu_south_s_arid-Narrow_Leaved_Ash_tree"	"season_summer"	"\\lc_eu_south_s_arid\\lc_eu_south_s_arid-narrow_leaved_ash_TREE.spt"
"lc_eu_south_s_arid-Narrow_Leaved_Ash_tree"	"season_winter"	"\\lc_eu_south_s_arid\\lc_eu_south_s_arid-narrow_leaved_ash_TREE_WINTER.spt"
"lc_eu_south_s_arid-Stone_Pine_tree"	"season_summer"	"\\lc_eu_south_s_arid\\lc_eu_south_s_arid-stone_pine_TREE.spt"
"lc_eu_south_s_arid-Stone_Pine_tree"	"season_winter"	"\\lc_eu_south_s_arid\\lc_eu_south_s_arid-stone_pine_TREE_WINTER.spt"
"lc_mediterranean-Common_Olive_tree"	"season_summer"	"\\lc_mediterranean\\lc_mediterranean-common_olive_TREE.spt"
"lc_mediterranean-Common_Olive_tree"	"season_winter"	"\\lc_mediterranean\\lc_mediterranean-common_olive_TREE.spt"
"lc_mediterranean-Ficus_tree"	"season_summer"	"\\lc_mediterranean\\lc_mediterranean-Ficus_TREE.spt"
"lc_mediterranean-Ficus_tree"	"season_winter"	"\\lc_mediterranean\\lc_mediterranean-Ficus_TREE.spt"
"lc_mediterranean-Italian_Cypress_tree"	"season_summer"	"\\lc_mediterranean\\lc_mediterranean-italian_cypress_TREE.spt"
"lc_mediterranean-Italian_Cypress_tree"	"season_winter"	"\\lc_mediterranean\\lc_mediterranean-italian_cypress_TREE.spt"
"lc_mediterranean-Narrow_leaved_Ash_shrub"	"season_summer"	"\\lc_mediterranean\\lc_mediterranean-narrow_leaved_ash_SHRUB.spt"
"lc_mediterranean-Narrow_leaved_Ash_shrub"	"season_winter"	"\\lc_mediterranean\\lc_mediterranean-narrow_leaved_ash_SHRUB.spt"
"lc_mediterranean-Restharrow_shrub"	"season_summer"	"\\lc_mediterranean\\lc_mediterranean-restharrow_SHRUB.spt"
"lc_mediterranean-Restharrow_shrub"	"season_winter"	"\\lc_mediterranean\\lc_mediterranean-restharrow_SHRUB.spt"
"lc_mediterranean-Thicket_shrub"	"season_summer"	"\\lc_mediterranean\\lc_mediterranean-thicket_SHRUB.spt"
"lc_mediterranean-Thicket_shrub"	"season_winter"	"\\lc_mediterranean\\lc_mediterranean-thicket_SHRUB.spt"
"lc_sand_desert-Cocunut_Palm_tree"	"season_summer"	"\\lc_sand_desert\\lc_sand_desert-coconut_palm_TREE.spt"
"lc_sand_desert-Cocunut_Palm_tree"	"season_winter"	"\\lc_sand_desert\\lc_sand_desert-coconut_palm_TREE.spt"
"lc_sand_desert-Curly_Palm_tree"	"season_summer"	"\\lc_sand_desert\\lc_sand_desert-curly_palm_TREE.spt"
"lc_sand_desert-Curly_Palm_tree"	"season_winter"	"\\lc_sand_desert\\lc_sand_desert-curly_palm_TREE.spt"
"lc_sand_desert-Date_Palm_tree"	"season_summer"	"\\lc_sand_desert\\lc_sand_desert-date_palm_TREE.spt"
"lc_sand_desert-Date_Palm_tree"	"season_winter"	"\\lc_sand_desert\\lc_sand_desert-date_palm_TREE.spt"
"lc_sand_desert-Dead_Tree_1_tree"	"season_summer"	"\\lc_sand_desert\\lc_sand_desert-dead_tree_1_TREE.spt"
"lc_sand_desert-Dead_Tree_1_tree"	"season_winter"	"\\lc_sand_desert\\lc_sand_desert-dead_tree_1_TREE.spt"
"lc_sand_desert-Dead_Tree_2_tree"	"season_summer"	"\\lc_sand_desert\\lc_sand_desert-dead_tree_2_TREE.spt"
"lc_sand_desert-Dead_Tree_2_tree"	"season_winter"	"\\lc_sand_desert\\lc_sand_desert-dead_tree_2_TREE.spt"
"lc_sand_desert-General_Fan_Palm_tree"	"season_summer"	"\\lc_sand_desert\\lc_sand_desert-general_fan_palm_TREE.spt"
"lc_sand_desert-General_Fan_Palm_tree"	"season_winter"	"\\lc_sand_desert\\lc_sand_desert-general_fan_palm_TREE.spt"
"lc_sand_desert-Low_Brush_shrub"	"season_summer"	"\\lc_sand_desert\\lc_sand_desert-general_fan_palm_TREE.spt"
"lc_sand_desert-Low_Brush_shrub"	"season_winter"	"\\lc_sand_desert\\lc_sand_desert-general_fan_palm_TREE.spt"
"lc_sand_desert-Restharrow_shrub"	"season_summer"	"\\lc_sand_desert\\lc_sand_desert-restharrow_SHRUB.spt"
"lc_sand_desert-Restharrow_shrub"	"season_winter"	"\\lc_sand_desert\\lc_sand_desert-restharrow_SHRUB.spt"
"lc_sand_desert-Thicket_shrub"	"season_summer"	"\\lc_sand_desert\\lc_sand_desert-thicket_SHRUB.spt"
"lc_sand_desert-Thicket_shrub"	"season_winter"	"\\lc_sand_desert\\lc_sand_desert-thicket_SHRUB.spt"
"lc_steppe-American_Boxwood_shrub"	"season_summer"	"\\lc_steppe\\lc_steppe-AmericanBoxwood_SHRUB.spt"
"lc_steppe-American_Boxwood_shrub"	"season_winter"	"\\lc_steppe\\lc_steppe-AmericanBoxwood_SHRUB_WINTER.spt"
"lc_steppe-Common_Juniper_tree"	"season_summer"	"\\lc_steppe\\lc_steppe-CommonJuniper_TREE.spt"
"lc_steppe-Common_Juniper_tree"	"season_winter"	"\\lc_steppe\\lc_steppe-CommonJuniper_TREE_WINTER.spt"
"lc_steppe-Creeping_Juniper_shrub"	"season_summer"	"\\lc_steppe\\lc_steppe-creeping_juniper_SHRUB.spt"
"lc_steppe-Creeping_Juniper_shrub"	"season_winter"	"\\lc_steppe\\lc_steppe-creeping_juniper_SHRUB_WINTER.spt"
"lc_steppe-Low_Brush_shrub"	"season_summer"	"\\lc_steppe\\lc_steppe-lowbrush_SHRUB.spt"
"lc_steppe-Low_Brush_shrub"	"season_winter"	"\\lc_steppe\\lc_steppe-lowbrush_SHRUB_WINTER.spt"
"lc_steppe-Norway_Spruce_tree"	"season_summer"	"\\lc_steppe\\lc_steppe-NorwaySpruce_TREE.spt"
"lc_steppe-Norway_Spruce_tree"	"season_winter"	"\\lc_steppe\\lc_steppe-NorwaySpruce_TREE_WINTER.spt"
"lc_steppe-Thicket_shrub"	"season_summer"	"\\lc_steppe\\lc_steppe-thicket_SHRUB.spt"
"lc_steppe-Thicket_shrub"	"season_winter"	"\\lc_steppe\\lc_steppe-thicket_SHRUB_WINTER.spt"
"lc_tundra-Alaska_Cedar_tree"	"season_summer"	"\\lc_tundra\\lc_tundra-AlaskaCedar_TREE.spt"
"lc_tundra-Alaska_Cedar_tree"	"season_winter"	"\\lc_tundra\\lc_tundra-AlaskaCedar_TREE_WINTER.spt"
"lc_tundra-Austrian_pine_tree"	"season_summer"	"\\lc_tundra\\lc_tundra-AustrianPine_TREE.spt"
"lc_tundra-Austrian_pine_tree"	"season_winter"	"\\lc_tundra\\lc_tundra-AustrianPine_TREE_WINTER.spt"
"lc_tundra-Blue_Spruce_tree"	"season_summer"	"\\lc_tundra\\lc_tundra-BlueSpruce_TREE.spt"
"lc_tundra-Blue_Spruce_tree"	"season_winter"	"\\lc_tundra\\lc_tundra-BlueSpruce_TREE_WINTER.spt"
"lc_tundra-Christmas_Scotch_Pine_tree"	"season_summer"	"\\lc_tundra\\lc_tundra-ChristmasScotchPine_TREE.spt"
"lc_tundra-Christmas_Scotch_Pine_tree"	"season_winter"	"\\lc_tundra\\lc_tundra-ChristmasScotchPine_TREE_WINTER.spt"
"lc_tundra-Creeping_Juniper_shrub"	"season_summer"	"\\lc_tundra\\lc_tundra-creeping_juniper_SHRUB.spt"
"lc_tundra-Creeping_Juniper_shrub"	"season_winter"	"\\lc_tundra\\lc_tundra-creeping_juniper_SHRUB_WINTER.spt"
"lc_tundra-Low_Brush_shrub"	"season_summer"	"\\lc_tundra\\lc_tundra-lowbrush_SHRUB.spt"
"lc_tundra-Low_Brush_shrub"	"season_winter"	"\\lc_tundra\\lc_tundra-lowbrush_SHRUB_WINTER.spt"
"lc_tundra-Norway_Spruce_tree"	"season_summer"	"\\lc_tundra\\lc_tundra-NorwaySpruce_TREE.spt"
"lc_tundra-Norway_Spruce_tree"	"season_winter"	"\\lc_tundra\\lc_tundra-NorwaySpruce_TREE_WINTER.spt"
"lc_tundra-Thicket_shrub"	"season_summer"	"\\lc_tundra\\lc_tundra-thicket_SHRUB.spt"
"lc_tundra-Thicket_shrub"	"season_winter"	"\\lc_tundra\\lc_tundra-thicket_SHRUB_WINTER.spt"
