version 1, schema sound_events_tables, guid 4cc5c053-1a0b-4b6f-b169-615baa0f09d0
unknown1(boolean)	unknown2(string)
true	"Group_Orders_Monk_Formation_Saku"
true	"Group_Orders_Monk_Formation_Yoke"
true	"Group_Orders_Monk_Generic"
true	"Group_Orders_Monk_Guard_Off"
true	"Group_Orders_Monk_Guard_On"
true	"Group_Orders_Monk_Missile_Attack"
true	"Group_Orders_Monk_Move_To"
true	"Group_Orders_Monk_Order_Rally"
true	"Group_Orders_Monk_Order_Retreat"
true	"Group_Orders_Monk_Select_Artillery"
true	"Group_Orders_Monk_Select_Infantry"
true	"Group_Orders_Monk_SingleClick_Attack"
true	"Group_Orders_Monk_Single_Line"
true	"Group_Orders_Monk_Skirmish"
true	"Group_Orders_Monk_Skirmish_off"
true	"Group_Orders_Monk_Sorted_Double_Line"
true	"Group_Orders_Monk_Sorted_Line"
true	"Group_Orders_Ship_All_Ships_Selected"
true	"Group_Orders_Ship_Formation_Crescent _Attack"
true	"Group_Orders_Ship_Formation_Crescent _Defend"
true	"Group_Orders_Ship_Formation_Line_Abreast"
true	"Group_Orders_Ship_Formation_Line_Astern"
true	"Group_Orders_Ship_Selected_Ships"
true	"Group_Orders_Specials_Army_Formation_3Line_Defence"
true	"Group_Orders_Specials_Army_Formation_Half_Square"
true	"Group_Orders_Specials_Army_Formation_Strong_Centre"
true	"Group_Orders_Specials_Army_Formation_Triple_Line_Artillery"
true	"Group_Orders_Specials_Army_Formation_Triple_Line_Grand_Battery_Left"
true	"Group_Orders_Specials_Army_Formation_Triple_Line_Grand_Battery_Right"
true	"Group_Orders_Specials_Army_Formation_Unit_Reply"
true	"Group_Orders_Specials_Army_Formation_Weak_centre"
true	"Group_Orders_Specials_Attacking_Stronger_Target"
true	"Group_Orders_Specials_Attacking_Weaker_Target"
true	"Group_Orders_Specials_Created"
true	"Group_Orders_Specials_Disbanded"
true	"Group_Orders_Specials_DoubleClick_Attack"
true	"Group_Orders_Specials_Engage_at_will"
true	"Group_Orders_Specials_Fast_Move"
true	"Group_Orders_Specials_Fire_At_Will_OFF"
true	"Group_Orders_Specials_Fire_At_Will_ON"
true	"Group_Orders_Specials_Generic"
true	"Group_Orders_Specials_Guard_Off"
true	"Group_Orders_Specials_Guard_On"
true	"Group_Orders_Specials_Missile_Attack"
true	"Group_Orders_Specials_Move_To"
true	"Group_Orders_Specials_Rally"
true	"Group_Orders_Specials_Retreat"
true	"Group_Orders_Specials_Select_Artillery"
true	"Group_Orders_Specials_SingleClick_Attack"
true	"Hero_Special_Ability_Fire_Arrow"
true	"Hero_Special_Ability_Fire_Arrows"
true	"Hero_Special_Ability_Stand_Firm"
true	"Hero_Special_Ability_Whistling_Arrows"
true	"Heroes_Melee_Double_Click_Attack"
true	"Heroes_Melee_Single_Click_Melee_Attack"
true	"Heroes_Order_Double_Click_Fast_Move_To"
true	"Heroes_Order_Single_Click_Move_To"
true	"Heroes_Unit_Completed_Orders"
true	"Heroes_Unit_Engage_at_will"
true	"Heroes_Unit_Fix_Bayonets"
true	"Heroes_Unit_Generic_response"
true	"Heroes_Unit_Guard_Off"
true	"Heroes_Unit_Guard_On"
true	"Heroes_Unit_Halt"
true	"Heroes_Unit_Hold_Position_off"
true	"Heroes_Unit_Hold_Position_on"
true	"Heroes_Unit_Loose_Formation"
true	"Heroes_Unit_Melee_Button_off"
true	"Heroes_Unit_Melee_Button_on"
true	"Heroes_Unit_Order_Rally"
true	"Heroes_Unit_Order_Retreat"
true	"Heroes_Unit_Remove_Bayonets"
true	"Heroes_Unit_Selection"
true	"Heroes_Unit_Selection_Short"
true	"Heroes_Unit_Skirmish_Off"
true	"Heroes_Unit_Skirmish_On"
true	"Heroes_Unit_Special_Action_Order_Diamond_Formation"
true	"Heroes_Unit_Special_Action_Order_Line_Formation"
true	"Heroes_Unit_Special_Action_Order_Square_Formation"
true	"Heroes_Unit_Special_Action_Order_Wedge_Formation"
true	"Heroes_Unit_Tight_Formation"
true	"Heroes_charged"
true	"Heroes_enemy_approaching"
true	"Heroes_flanked"
true	"Heroes_idle"
true	"Heroes_inmelee"
true	"Heroes_routing"
true	"Heroes_wavering"
true	"Heroes_withdraw"
true	"Heroine_Special_Ability_Banzai"
true	"Heroine_Special_Ability_Fire_Arrows"
true	"Infantry_Battle_Cry"
true	"Infantry_Melee_Double_Click_Attack"
true	"Infantry_Melee_Single_Click_Melee_Attack"
true	"Infantry_Move_Back"
true	"Infantry_Move_Forward"
true	"Infantry_Move_Left"
true	"Infantry_Move_Right"
true	"Infantry_Order_Double_Click_Fast_Move_To"
true	"Infantry_Order_Single_Click_Move_To"
true	"Infantry_Special_Ability_Banzai"
true	"Infantry_Special_Ability_Fire_Arrows"
true	"Infantry_Special_Ability_Rapid_Advance"
true	"Infantry_Special_Ability_Whistling_Arrows"
true	"Infantry_Under_Archer_Fire"
true	"Infantry_Unit_Completed_Orders"
true	"Infantry_Unit_Engage_at_will"
true	"Infantry_Unit_Generic_response"
true	"Infantry_Unit_Guard_Off"
true	"Infantry_Unit_Guard_On"
true	"Infantry_Unit_Halt"
true	"Infantry_Unit_Hold_Position_off"
true	"Infantry_Unit_Hold_Position_on"
true	"Infantry_Unit_Loose_Formation"
true	"Infantry_Unit_Melee_Button_off"
true	"Infantry_Unit_Melee_Button_on"
true	"Infantry_Unit_Order_Rally"
true	"Infantry_Unit_Order_Retreat"
true	"Infantry_Unit_Selection"
true	"Infantry_Unit_Selection_Short"
true	"Infantry_Unit_Skirmish_Off"
true	"Infantry_Unit_Skirmish_On"
true	"Infantry_Unit_Special_Action_Order_Line_Formation"
true	"Infantry_Unit_Special_Action_Order_Square_Formation"
true	"Infantry_Unit_Tight_Formation"
true	"Infantry_charged"
true	"Infantry_climb_walls"
true	"Infantry_enemy_approaching"
true	"Infantry_flanked"
true	"Infantry_idle"
true	"Infantry_inmelee"
true	"Infantry_routing"
true	"Infantry_wavering"
true	"Infantry_withdraw"
true	"Kisho_Ninjas_Special_Ability_Assassinate"
true	"Kisho_Ninjas_Special_Ability_Blinding_Grenades"
true	"Lady_Hero_Dismount"
true	"Lady_Hero_Fire_At_Will_Off"
true	"Lady_Hero_Fire_At_Will_On"
true	"Lady_Hero_Mount"
true	"Lady_Heroes_Melee_Double_Click_Attack"
true	"Lady_Heroes_Melee_Single_Click_Melee_Attack"
true	"Lady_Heroes_Onnabushi_Special_General_Inspire"
true	"Lady_Heroes_Order_Double_Click_Fast_Move_To"
true	"Lady_Heroes_Order_Single_Click_Move_To"
true	"Lady_Heroes_Special_Ability_Burn_building_Hero_Generic"
true	"Lady_Heroes_Unit_Completed_Orders"
true	"Lady_Heroes_Unit_Engage_at_will"
true	"Lady_Heroes_Unit_Generic_response"
true	"Lady_Heroes_Unit_Guard_Off"
true	"Lady_Heroes_Unit_Guard_On"
true	"Lady_Heroes_Unit_Hold_Position_off"
true	"Lady_Heroes_Unit_Hold_Position_on"
true	"Lady_Heroes_Unit_Loose_Formation"
true	"Lady_Heroes_Unit_Melee_Button_off"
true	"Lady_Heroes_Unit_Melee_Button_on"
true	"Lady_Heroes_Unit_Order_Rally"
true	"Lady_Heroes_Unit_Order_Retreat"
true	"Lady_Heroes_Unit_Selection"
true	"Lady_Heroes_Unit_Selection_Short"
true	"Lady_Heroes_Unit_Skirmish_Off"
true	"Lady_Heroes_Unit_Skirmish_On"
true	"Lady_Heroes_Unit_Special_Action_Order_Diamond_Formation"
true	"Lady_Heroes_Unit_Special_Action_Order_Line_Formation"
true	"Lady_Heroes_Unit_Special_Action_Order_Square_Formation"
true	"Lady_Heroes_Unit_Special_Action_Order_Wedge_Formation"
true	"Lady_Heroes_Unit_Tight_Formation"
true	"Lady_Heroes_charged"
true	"Lady_Heroes_enemy_approaching"
true	"Lady_Heroes_flanked"
true	"Lady_Heroes_idle"
true	"Lady_Heroes_inmelee"
true	"Lady_Heroes_routing"
true	"Lady_Heroes_wavering"
true	"Lady_Heroes_withdraw"
true	"Matchlock_Ashigaru_Special_Ability_Bamboo_Wall"
true	"Matchlock_Ashigaru_Special_Ability_Rapid_Volley"
true	"Matchlock_Monks_Special_Ability_Bamboo_Wall"
true	"Matchlock_Monks_Special_Ability_Rapid_Volley"
true	"Matchlock_Naginata_Samurai_Special_Ability_Pike_Square"
true	"Matchlock_Naginata_Warrior_Special_Ability_Pike_Square"
true	"Matchlock_Samurai_Special_Ability_Bamboo_Wall"
true	"Matchlock_Samurai_Special_Ability_Rapid_Volley"
true	"Monk_Melee_Double_Click_Attack"
true	"Monk_Melee_Single_Click_Melee_Attack"
true	"Monk_Order_Double_Click_Fast_Move_To"
true	"Monk_Order_Single_Click_Move_To"
true	"Monk_Unit_Completed_Orders"
true	"Monk_Unit_Engage_at_will"
true	"Monk_Unit_Generic_response"
true	"Monk_Unit_Guard_Off"
true	"Monk_Unit_Guard_On"
true	"Monk_Unit_Halt"
true	"Monk_Unit_Hold_Position_off"
true	"Monk_Unit_Hold_Position_on"
true	"Monk_Unit_Loose_Formation"
true	"Monk_Unit_Melee_Button_off"
true	"Monk_Unit_Melee_Button_on"
true	"Monk_Unit_Order_Rally"
true	"Monk_Unit_Order_Retreat"
true	"Monk_Unit_Selection"
true	"Monk_Unit_Selection_Short"
true	"Monk_Unit_Skirmish_Off"
true	"Monk_Unit_Skirmish_On"
true	"Monk_Unit_Special_Action_Order_Line_Formation"
true	"Monk_Unit_Special_Action_Order_Square_Formation"
true	"Monk_Unit_Tight_Formation"
true	"Monk_Wavering"
true	"Monk_charged"
true	"Monk_flanked"
true	"Monk_idle"
true	"Monk_inmelee"
true	"Monk_move_back"
true	"Monk_move_forward"
true	"Monk_move_left"
true	"Monk_move_right"
true	"Naval_Special_Ability_Anti_Rally"
true	"Naval_Special_Ability_Banzi"
true	"Naval_Special_Ability_Battle_Speed"
true	"Naval_Special_Ability_Encourage_Fleet"
true	"Naval_Special_Ability_Faster_Rowing"
true	"Naval_Special_Ability_Fire_Arrows"
true	"Naval_Special_Ability_Inspire"
true	"Naval_Special_Ability_Rally"
true	"Naval_Special_Ability_Warcry"
true	"Naval_Special_Ability_Whistling_Arrows"
true	"Ninja_Melee_Double_Click_Attack"
true	"Ninja_Melee_Single_Click_Melee_Attack"
true	"Ninja_Order_Double_Click_Fast_Move_To"
true	"Ninja_Order_Single_Click_Move_To"
true	"Ninja_Selection_Short"
true	"Ninja_Unit_Completed_Orders"
true	"Ninja_Unit_Engage_at_will"
true	"Ninja_Unit_Generic_response"
true	"Ninja_Unit_Guard_Off"
true	"Ninja_Unit_Guard_On"
true	"Ninja_Unit_Halt"
true	"Ninja_Unit_Hold_Position_off"
true	"Ninja_Unit_Hold_Position_on"
true	"Ninja_Unit_Loose_Formation"
true	"Ninja_Unit_Melee_Button_off"
true	"Ninja_Unit_Melee_Button_on"
true	"Ninja_Unit_Order_Rally"
true	"Ninja_Unit_Order_Retreat"
true	"Ninja_Unit_Selection"
true	"Ninja_Unit_Tight_Formation"
true	"Ninja_charged"
true	"Ninja_enemy_approaching"
true	"Ninja_flanked"
true	"Ninja_idle"
true	"Ninja_inmelee"
true	"Ninja_routing"
true	"Ninja_wavering"
true	"Samurai_Archers_Special_Ability_Fire_Arrows"
true	"Samurai_Archers_Special_Ability_Pavisse"
true	"Ship _dead_in_water"
true	"Ship_Action_Stations_Admiral"
true	"Ship_Attack_target"
true	"Ship_Generic_Acknowledgement"
true	"Ship_Quickly_turn"
true	"Ship_Sails_damaged_selected"
true	"Ship_Sinking_captain"
true	"Ship_Sinking_lieutenant"
true	"Ship_Slowly_turn_left"
true	"Ship_Slowly_turn_right"
true	"Ship_Straighten_up_after_turning"
true	"Ship_Surrendered"
true	"Ship_Turn_left"
true	"Ship_Turn_right"
true	"Ship_Turn_sharply_left"
true	"Ship_Turn_sharply_right"
true	"Ship_aim_broadside_at_target"
true	"Ship_fleeing"
true	"Ship_follow_line_astern"
true	"Ship_get ready_port_broadside"
true	"Ship_group_order"
true	"Ship_heavily_damaged_selected"
true	"Ship_increase_sail"
true	"Ship_keep_present_course_forwards "
true	"Ship_on_fire_Captain"
true	"Ship_on_fire_Lieutenant"
true	"Ship_ready_starboard_broadside"
true	"Ship_reduce_sail"
true	"Ship_stop_turning"
true	"Ship_use_Solid_Shot"
true	"Ship_use_chainshot"
true	"Ship_use_grapeshot"
true	"Special_Ability_Burn_building_Hero_Generic"
true	"Special_Ability_Flaming_Arrows_Hero_Bow"
true	"Special_Ability_Increasedrange_Matchlock_Warrior_Monks"
true	"Special_Ability_Ranked_Fire_Generic"
true	"Special_Ability_Ranked_Fire_Off_Generic"
true	"Special_Ability_Rapid_Advance_Yari_Hero"
true	"Special_Ability_Rapid_Advance_Yari_Samurai"
true	"Special_Ability_Second_Wind_Great_Guard"
true	"Special_Ability_Second_Wind_Onnabush"
true	"Special_Ability_Stand_Firm_Bow_Hero"
true	"Special_Ability_Stand_Firm_Katana_Hero"
true	"Special_Ability_Stand_Firm_Naginata Monk Heroes"
true	"Special_Ability_Warcry"
true	"Special_Ability_Warcry_Naginata_Hero"
true	"Special_Ability_Whistling_Arrows_Hero_Bow"
true	"Special_Ability_Yari_Square_Formed_Generic"
true	"Special_Ability_Yari_Square_Formed_Yari_Hero"
true	"Special_Ability_Yari_Square_Generic"
true	"Special_Ability_Yari_Square_Yari_Hero"
true	"Special_Ability_Yari_Wall_Formed_Yari_Hero"
true	"Special_Ability_Yari_Wall_Yari_Hero"
true	"Special_Banzai_Hero_Katana"
true	"Special_Banzai_Hero_No_Dachi"
true	"Special_Banzai_No_Dachi"
true	"Special_Burn_Building_Generic"
true	"Special_Fire_Arrows_Taisho"
true	"Special_Limber_artillery"
true	"Special_Ranked_Fire_Generic"
true	"Special_Ranked_Fire_Off_Generic"
true	"Special_Unlimber_artillery"
true	"Special_We_Stand_and_Fight_Taisho"
true	"Special_We_Stand_and_Fight_Taisho_Off"
true	"Special_Whistling_Arrows_Generic"
true	"Special_withdraw"
true	"Specials_Melee_Double_Click_Attack"
true	"Specials_Melee_Single_Click_Melee_Attack"
true	"Specials_Order_Double_Click_Fast_Move_To"
true	"Specials_Order_Single_Click_Move_To"
true	"Specials_Selection_Short"
true	"Specials_Unit_Completed_Orders"
true	"Specials_Unit_Engage_at_will"
true	"Specials_Unit_Generic_response"
true	"Specials_Unit_Guard_Off"
true	"Specials_Unit_Guard_On"
true	"Specials_Unit_Halt"
true	"Specials_Unit_Hold_Position_off"
true	"Specials_Unit_Hold_Position_on"
true	"Specials_Unit_Loose_Formation"
true	"Specials_Unit_Melee_Button_off"
true	"Specials_Unit_Melee_Button_on"
true	"Specials_Unit_Order_Rally"
true	"Specials_Unit_Order_Retreat"
true	"Specials_Unit_Selection"
true	"Specials_Unit_Tight_Formation"
true	"Specials_charged"
true	"Specials_enemy_approaching"
true	"Specials_flanked"
true	"Specials_idle"
true	"Specials_inmelee"
true	"Specials_routing"
true	"Specials_wavering"
true	"Taisho_Special_General _Rally_Position"
true	"Taisho_Special_General_Inspire"
true	"UP1_Cavalry_Special_Ability_Wedge_Formation"
true	"UP1_Infantry_Special_Ability_Fire_Arrows"
true	"UP1_Infantry_Special_Ability_Rapid_Advance"
true	"UP1_Infantry_Special_Ability_Warcry"
true	"UP1_Infantry_Special_Ability_Yari_Wall"
true	"UP1_Unit_type_selection_Chosokabe_Daikyu_Samurai"
true	"UP1_Unit_type_selection_Date_Bulletproof_Samurai"
true	"UP1_Unit_type_selection_Hattori_Bandits"
true	"UP1_Unit_type_selection_Hojo_Hand_Mortars"
true	"UP1_Unit_type_selection_Ikko_Ikki_Marathon_Monks"
true	"UP1_Unit_type_selection_Mori_Wako_Raiders"
true	"UP1_Unit_type_selection_Oda_LongYari_Ashigaru"
true	"UP1_Unit_type_selection_Shimazu_Heavy_Gunners"
true	"UP1_Unit_type_selection_Takeda_Fire_Cavalry"
true	"UP1_Unit_type_selection_Tokugawa_Mounted_Gunners"
true	"UP1_Unit_type_selection_Uesugi_Marathon_Monks"
true	"US_Land_Artillery_Special_Abilities_Kill_Zone"
true	"US_Land_Artillery_Unit_type_selection_Armstrong_Guns"
true	"US_Land_Artillery_Unit_type_selection_Gatling_Guns"
true	"US_Land_Artillery_Unit_type_selection_Parrot_Guns"
true	"US_Land_Artillery_Unit_type_selection_Wooden_Cannons"
true	"US_Land_Cavalry_Activated_Abilities_Ganbatte"
true	"US_Land_Cavalry_Unit_type_selection_Carbine_Cavalry"
true	"US_Land_Cavalry_Unit_type_selection_Generals_Bodyguard"
true	"US_Land_Cavalry_Unit_type_selection_Hatamoto"
true	"US_Land_Cavalry_Unit_type_selection_Imperial_Guard_Cavalry"
true	"US_Land_Cavalry_Unit_type_selection_Revolver_Cavalry"
true	"US_Land_Cavalry_Unit_type_selection_Sabre_Cavalry"
true	"US_Land_Cavalry_Unit_type_selection_Shogunate_Guard_Cavalry"
true	"US_Land_Cavalry_Unit_type_selection_Yari_Ki"
true	"US_Land_Infantry_Activated_Abilities_Kneel_Fire_OFF"
true	"US_Land_Infantry_Activated_Abilities_Kneel_Fire_ON"
true	"US_Land_Infantry_Activated_Abilities_Suppression_Fire"
true	"US_Land_Infantry_Unit_type_selection_Azure_Dragon_Force"
true	"US_Land_Infantry_Unit_type_selection_Black_Bear_Infantry"
true	"US_Land_Infantry_Unit_type_selection_Black_Tortoise_Force"
true	"US_Land_Infantry_Unit_type_selection_Bow_Kachi"
true	"US_Land_Infantry_Unit_type_selection_Imperial_Guard"
true	"US_Land_Infantry_Unit_type_selection_Imperial_Infantry"
true	"US_Land_Infantry_Unit_type_selection_Katana_Kachi"
true	"US_Land_Infantry_Unit_type_selection_Kihetai"
true	"US_Land_Infantry_Unit_type_selection_Kisho_Ninja"
true	"US_Land_Infantry_Unit_type_selection_Kyoto_Police"
true	"US_Land_Infantry_Unit_type_selection_Levy_Infantry"
true	"US_Land_Infantry_Unit_type_selection_Line_Infantry"
true	"US_Land_Infantry_Unit_type_selection_Matchlock_Kachi"
true	"US_Land_Infantry_Unit_type_selection_Red_Bear_Infantry"
true	"US_Land_Infantry_Unit_type_selection_Sharpshooters"
true	"US_Land_Infantry_Unit_type_selection_Shinsengumi"
true	"US_Land_Infantry_Unit_type_selection_Shogitai"
true	"US_Land_Infantry_Unit_type_selection_Shogunate_Guard_Infantry"
true	"US_Land_Infantry_Unit_type_selection_Shogunate_Infantry"
true	"US_Land_Infantry_Unit_type_selection_Spear_Levy"
true	"US_Land_Infantry_Unit_type_selection_Tosa_Riflemen"
true	"US_Land_Infantry_Unit_type_selection_Vermilion_Bird_Force"
true	"US_Land_Infantry_Unit_type_selection_White_Bear_Infantry"
true	"US_Land_Infantry_Unit_type_selection_White_Tiger_Force"
true	"US_Land_Infantry_Unit_type_selection_Yari_Kachi"
true	"US_Naval_Activated_Abilities_Common_Shell"
true	"US_Naval_Activated_Abilities_Faster_Reload"
true	"US_Naval_Activated_Abilities_Overheating_Engine"
true	"US_Naval_Activated_Abilities_Ramming_Speed"
true	"US_Naval_Activated_Abilities_Segment_Shell"
true	"US_Naval_Activated_Abilities_Solid_Shot"
true	"US_Naval_Broadside_Ordered"
true	"US_Naval_European_Activated_Abilities_Common_Shell"
true	"US_Naval_European_Activated_Abilities_Faster_Reload"
true	"US_Naval_European_Activated_Abilities_Overheating_Engine"
true	"US_Naval_European_Activated_Abilities_Ramming_Speed"
true	"US_Naval_European_Activated_Abilities_Segment_Shell"
true	"US_Naval_European_Activated_Abilities_Solid_Shot"
true	"US_Naval_European_Unit_type_selection_HMS_Warrior"
true	"US_Naval_European_Unit_type_selection_Locean"
true	"US_Naval_European_Unit_type_selection_USS_Roanoke"
true	"US_Naval_Fire_Torpedo"
true	"US_Naval_Unit_type_selection_Chiyodagata"
true	"US_Naval_Unit_type_selection_HMS_Warrior"
true	"US_Naval_Unit_type_selection_Kaiten"
true	"US_Naval_Unit_type_selection_Kaiyo_Maru"
true	"US_Naval_Unit_type_selection_Kanko_Maru"
true	"US_Naval_Unit_type_selection_Kanrin_Maru"
true	"US_Naval_Unit_type_selection_Kasuga"
true	"US_Naval_Unit_type_selection_Kotetsu"
true	"US_Naval_Unit_type_selection_Locean"
true	"US_Naval_Unit_type_selection_USS_Roanoke"
true	"US_Naval_boarding_ordered"
true	"Unit_Special_Action_Order_Wedge_Formation"
true	"Unit_type_selection_Attendant_Large_Ship"
true	"Unit_type_selection_Attendant_Light_Ship"
true	"Unit_type_selection_Attendant_Medium_Ship"
true	"Unit_type_selection_Bow Samurai"
true	"Unit_type_selection_Bow_Ashigaru"
true	"Unit_type_selection_Bow_Attendants"
true	"Unit_type_selection_Bow_Cavalry_Hero"
true	"Unit_type_selection_Bow_Levy"
true	"Unit_type_selection_Bow_Ship"
true	"Unit_type_selection_Bow_Warrior_Monks"
true	"Unit_type_selection_Cannon_Bune"
true	"Unit_type_selection_European Cannons"
true	"Unit_type_selection_Fire Bomb Throwers"
true	"Unit_type_selection_Fire-Projecting Mangonel"
true	"Unit_type_selection_Fire_Bomb_Ship"
true	"Unit_type_selection_Foot_Samurai"
true	"Unit_type_selection_Generals_Bodyguard"
true	"Unit_type_selection_Heavy_Bune"
true	"Unit_type_selection_Hero_No_Dachi"
true	"Unit_type_selection_Katana Ashigaru"
true	"Unit_type_selection_Katana Heroes"
true	"Unit_type_selection_Katana Samurai"
true	"Unit_type_selection_Katana_Cavalry_Hero"
true	"Unit_type_selection_Katana_Ki"
true	"Unit_type_selection_Kisho Ninjas"
true	"Unit_type_selection_Large Shafted Fire Rockets"
true	"Unit_type_selection_Light_Cavalry"
true	"Unit_type_selection_Matchlock Ashigaru"
true	"Unit_type_selection_Matchlock Samurai"
true	"Unit_type_selection_Matchlock Warrior Monks"
true	"Unit_type_selection_Matchlock_Hero"
true	"Unit_type_selection_Matchlock_Ship"
true	"Unit_type_selection_Medium_Bune"
true	"Unit_type_selection_Mounted_Naginata"
true	"Unit_type_selection_Mounted_Samurai"
true	"Unit_type_selection_Mounted_Samurai_Hero"
true	"Unit_type_selection_Naginata Monk Heroes"
true	"Unit_type_selection_Naginata Samurai"
true	"Unit_type_selection_Naginata Warrior Monks"
true	"Unit_type_selection_Naginata_Attendants"
true	"Unit_type_selection_Naginata_Hero"
true	"Unit_type_selection_Naginata_Heroine"
true	"Unit_type_selection_Naginata_Levy"
true	"Unit_type_selection_Naginata_Monk_Hero"
true	"Unit_type_selection_Naginata_warrior_monk_cavalry"
true	"Unit_type_selection_Nihon_Maru"
true	"Unit_type_selection_Ninja_Hero"
true	"Unit_type_selection_No Dachi  Samurai"
true	"Unit_type_selection_No_Dachi_Hero"
true	"Unit_type_selection_O_Ataka_Bune"
true	"Unit_type_selection_Oban"
true	"Unit_type_selection_Onna bushi"
true	"Unit_type_selection_Onna_Bushi_Heroine"
true	"Unit_type_selection_Otomo_Donderrbuss_Cavalry"
true	"Unit_type_selection_Otomo_Matchlock_Ashigaru"
true	"Unit_type_selection_Otomo_Matchlock_Kobaya"
true	"Unit_type_selection_Otomo_Matchlock_Samurai"
true	"Unit_type_selection_Pirate_Light_Ship"
true	"Unit_type_selection_Pirate_Medium_Ship"
true	"Unit_type_selection_Portuguese_Tercos"
true	"Unit_type_selection_Red_Seal_Ship"
true	"Unit_type_selection_Samurai_Heavy_Ship"
true	"Unit_type_selection_Samurai_Light_Ship"
true	"Unit_type_selection_Samurai_Medium_Ship"
true	"Unit_type_selection_Sengoku_Bune"
true	"Unit_type_selection_Siege_Tower_Bune"
true	"Unit_type_selection_Sword_Attendants"
true	"Unit_type_selection_Tachi Samurai"
true	"Unit_type_selection_Taisho"
true	"Unit_type_selection_Tetsubo_Hero"
true	"Unit_type_selection_Tetsubo_Warrior_Monks"
true	"Unit_type_selection_Trade_Ship"
true	"Unit_type_selection_Yari Ashigaru"
true	"Unit_type_selection_Yari Heroes"
true	"Unit_type_selection_Yari Ki"
true	"Unit_type_selection_Yari Samurai"
true	"Unit_type_selection_Yari_Cavalry_Hero"
true	"Unit_type_selection_Yumi Heroes"
true	"Unit_type_selection_Yumi_Ki"
true	"Warrior_Nuns_Group_Army_Formation_Skirmish"
true	"Warrior_Nuns_Group_Army_Formation_Square"
true	"Warrior_Nuns_Group_Army_Formation_Strong_Centre"
true	"Warrior_Nuns_Group_Army_Formation_Unit_Reply"
true	"Warrior_Nuns_Group_Army_Formation_Weak_centre"
true	"Warrior_Nuns_Group_Attacking_Stronger_Target"
true	"Warrior_Nuns_Group_Attacking_Weaker_Target"
true	"Warrior_Nuns_Group_Created"
true	"Warrior_Nuns_Group_Disbanded"
true	"Warrior_Nuns_Group_DoubleClick_Attack"
true	"Warrior_Nuns_Group_Engage_at_will"
true	"Warrior_Nuns_Group_Group_Fire_At_Will_OFF"
true	"Warrior_Nuns_Group_Group_Fire_At_Will_ON"
true	"Warrior_Nuns_Group_Guard_Off"
true	"Warrior_Nuns_Group_Guard_On"
true	"Warrior_Nuns_Group_Missile_Attack"
true	"Warrior_Nuns_Group_Order_Fast_Move"
true	"Warrior_Nuns_Group_Order_Move_To"
true	"Warrior_Nuns_Group_Order_Rally"
true	"Warrior_Nuns_Group_Order_Retreat"
true	"Warrior_Nuns_Group_Orders_Generic"
true	"Warrior_Nuns_Group_Select"
true	"Warrior_Nuns_Group_SingleClick_Attack"
true	"Warrior_Nuns_Group_Skirmish"
true	"Warrior_Nuns_Group_Skirmish_off"
true	"Warrior_Nuns_Melee_Double_Click_Attack"
true	"Warrior_Nuns_Melee_Single_Click_Melee_Attack"
true	"Warrior_Nuns_Order_Double_Click_Fast_Move_To"
true	"Warrior_Nuns_Order_Single_Click_Move_To"
true	"Warrior_Nuns_Special_Ability_Burn_building_Generic"
true	"Warrior_Nuns_Special_Ability_Second_Wind"
true	"Warrior_Nuns_Unit_Completed_Orders"
true	"Warrior_Nuns_Unit_Engage_at_will"
true	"Warrior_Nuns_Unit_Fix_Bayonets"
true	"Warrior_Nuns_Unit_Generic_response"
true	"Warrior_Nuns_Unit_Guard_Off"
true	"Warrior_Nuns_Unit_Guard_On"
true	"Warrior_Nuns_Unit_Hold_Position_off"
true	"Warrior_Nuns_Unit_Hold_Position_on"
true	"Warrior_Nuns_Unit_Melee_Button_off"
true	"Warrior_Nuns_Unit_Melee_Button_on"
true	"Warrior_Nuns_Unit_Order_Rally"
true	"Warrior_Nuns_Unit_Order_Retreat"
true	"Warrior_Nuns_Unit_Remove_Bayonets"
true	"Warrior_Nuns_Unit_Skirmish_Off"
true	"Warrior_Nuns_Unit_Skirmish_On"
true	"Warrior_Nuns_Unit_Special_Action_Order_Wedge_Formation"
true	"Warrior_Nuns_Unit_type_selection"
true	"Warrior_Nuns_charged"
true	"Warrior_Nuns_enemy_approaching"
true	"Warrior_Nuns_flanked"
true	"Warrior_Nuns_idle"
true	"Warrior_Nuns_inmelee"
true	"Warrior_Nuns_routing"
true	"Warrior_Nuns_wavering"
true	"Warrior_Nuns_withdraw"
true	"Warrior_nuns_Special_General_Inspire"
true	"board_ship_off"
true	"board_ship_on"
true	"campaign_voices_Assassination_Ordered_Geisha"
true	"campaign_voices_Assassination_Ordered_Monomi"
true	"campaign_voices_Assassination_Ordered_Ninja"
true	"campaign_voices_Attack_Army_Samurai_Admiral"
true	"campaign_voices_Attack_Army_Samurai_Army"
true	"campaign_voices_Attack_Army_Samurai_General"
true	"campaign_voices_Attack_Army_Samurai_Navy"
true	"campaign_voices_Besiege_Settlement_Samurai_Army"
true	"campaign_voices_Besiege_Settlement_Samurai_General"
true	"campaign_voices_Bribe_Ordered_Junsatsushi"
true	"campaign_voices_City_Bribe_Ordered_Junsatsushi"
true	"campaign_voices_Completed_Daimyo"
true	"campaign_voices_Completed_Geisha"
true	"campaign_voices_Completed_Junsatsushi"
true	"campaign_voices_Completed_Metsuke"
