version 1, schema quotes_tables
Text(string)	Author(string)	Quote_ID(string)
"When defending itself against another country, a nation never lacks men, but too often, soldiers."	"napoleon_bonaparte"	"323"
"You cannot stop me; I spend thirty thousand men a month."	"napoleon_bonaparte"	"324"
"Man, not men, is the most important consideration."	"napoleon_bonaparte"	"325"
"The mind of a general ought to resemble and be as clear as the field-glass of a telescope."	"napoleon_bonaparte"	"326"
"The best way to keep one's word is not to give it."	"napoleon_bonaparte"	"327"
"The art of land warfare is an art of genius, of inspiration. On the sea nothing is genius or inspiration; everything is positive or empiric."	"napoleon_bonaparte"	"328"
"The allies we gain by victory will turn against us upon the bare whisper of our defeat."	"napoleon_bonaparte"	"329"
"The admiral needs only one science, that of navigation. The general needs all the sciences."	"napoleon_bonaparte"	"330"
"Power is my mistress. I have worked too hard at her conquest to allow anyone to take her away from me."	"napoleon_bonaparte"	"331"
"Nothing is so important in war as an undivided command."	"napoleon_bonaparte"	"332"
"Never interrupt your enemy when he is making a mistake."	"napoleon_bonaparte"	"333"
"It is with artillery that war is made."	"napoleon_bonaparte"	"334"
"It is not set speeches at the moment of battle that render soldiers brave."	"napoleon_bonaparte"	"335"
"It is exceptional and difficult to find in one man all the qualities necessary for a great general."	"napoleon_bonaparte"	"336"
"Insubordination may only be the evidence of a strong mind."	"napoleon_bonaparte"	"337"
"In war, men are nothing, one man is everything."	"napoleon_bonaparte"	"338"
"In war, as in love, we must come into contact before we triumph."	"napoleon_bonaparte"	"339"
"In politics, absurdity is not a handicap."	"napoleon_bonaparte"	"340"
"I have fought sixty battles, and I have learnt nothing which I did not know at the beginning."	"napoleon_bonaparte"	"341"
"I engage and after that I see what to do."	"napoleon_bonaparte"	"342"
"History is the version of past events that people have decided to agree upon."	"napoleon_bonaparte"	"343"
"He who fears being conquered is sure of defeat."	"napoleon_bonaparte"	"344"
"Great ambition is the passion of a great character. Those endowed with it may perform very good or very bad acts. All depends on the principles which direct them."	"napoleon_bonaparte"	"345"
"Good infantry is without doubt the sinews of an army; but if it has to fight a long time against very superior artillery, it will become demoralized and will be destroyed."	"napoleon_bonaparte"	"346"
"From these pyramids, forty centuries gaze down upon you."	"napoleon_bonaparte"	"347"
"Every means should be taken to attach the soldier to his colours."	"napoleon_bonaparte"	"348"
"England is a nation of shopkeepers."	"napoleon_bonaparte"	"349"
"Death is nothing, but to live defeated and inglorious is to die daily."	"napoleon_bonaparte"	"350"
"Better to have a known enemy than a forced ally."	"napoleon_bonaparte"	"351"
"At the head of an army, nothing is more becoming than simplicity."	"napoleon_bonaparte"	"352"
"An army must have but one line of operations. This must be maintained with care and abandoned only for major reasons."	"napoleon_bonaparte"	"353"
"An army marches on its stomach."	"napoleon_bonaparte"	"354"
"All generals, officers, and soldiers who capitulate in battle to save their own lives should be decimated."	"napoleon_bonaparte"	"355"
"A starving army is actually worse than none."	"napoleon_bonaparte"	"356"
"A soldier will fight long and hard for a bit of coloured ribbon."	"napoleon_bonaparte"	"357"
"A revolution is an idea which has found its bayonets."	"napoleon_bonaparte"	"358"
"A leader is a dealer in hope."	"napoleon_bonaparte"	"359"
"Crime butchers innocence to secure a throne, and innocence struggles with all its might against the attempts of crime."	"max_robespierre"	"360"
"It is only when aggression is legitimate that one can expect prodigies of valour."	"michel_ney"	"361"
"Nothing is more intolerable than to have to admit to yourself your own errors."	"ludwig_van"	"362"
"Anyone who tells a lie has not a pure heart, and cannot make a good soup."	"ludwig_van"	"363"
"To know how to wait is the great secret of success."	"joseph_de_maistre"	"364"
"All are born to observe order, but few are born to establish it."	"joseph_joubert"	"365"
"Here lies one whose name was writ in water."	"john_keats_2"	"366"
"No price is too great to preserve the health of the fleet."	"john_jervis"	"367"
"Impotent hatred is the most horrible of all emotions; one should hate nobody whom one cannot destroy."	"johann_von_goethe"	"368"
"The first and last thing required of genius is the love of truth."	"johann_von_goethe"	"369"
"In the realm of ideas, everything depends on enthusiasm. In the real world all rests on perseverance."	"johann_von_goethe"	"370"
"Doubt grows with knowledge."	"johann_von_goethe"	"371"
"When ideas fail, words come in very handy."	"johann_von_goethe"	"372"
"There is nothing worse than aggressive stupidity."	"johann_von_goethe"	"373"
"Correction does much, but encouragement does more. Encouragement after censure is as the sun after a shower."	"johann_von_goethe"	"374"
"A dinner which ends without cheese is like a beautiful woman with only one eye."	"ja_brillat_savarin"	"375"
"Like the greatest virtue and the worst dogs, the fiercest hatred is silent."	"jean_paul_richter"	"376"
"The best armour is to keep out of gunshot."	"italian_proverb"	"377"
"To do nothing was disgraceful; therefore I made use of my understanding."	"lord_nelson_4"	"378"
"What the country needs is the annihilation of the enemy."	"lord_nelson_1"	"379"
"Laurels grow in the Bay of Biscay, I hope a bed of them may be found in the Mediterranean."	"lord_nelson_1"	"380"
"Hardy, I do believe they have done it at last… my backbone is shot through."	"lord_nelson_1"	"381"
"Frigates are the eyes of a fleet."	"lord_nelson_1"	"382"
"First gain the victory and then make the best use of it you can."	"lord_nelson_1"	"383"
"Duty is the great business of a sea officer; all private considerations must give way to it, however painful it may be."	"lord_nelson_1"	"384"
"Desperate affairs require desperate remedies."	"lord_nelson_1"	"385"
"A ship's a fool to fight a fort."	"lord_nelson_1"	"386"
"One should forgive one's enemies, but not before they are hanged."	"heinrich_heine"	"387"
"The people are that part of the state that does not know what it wants."	"hegel_gwf"	"388"
"L'Ennemi ne s'endort (The enemy never sleeps)"	"french_proverb"	"389"
"Au royaume des aveugles les borgnes sont rois (In the kingdom of the blind the one-eyed are kings)"	"french_proverb"	"390"
"Attaque, toujours l'attaque (The attack, always the attack)"	"french_proverb"	"391"
"Aide-toi, le ciel t'aidera (Help yourself and heaven will help you)"	"french_proverb"	"392"
"A vieux comptes nouvelles disputes (Old accounts breed new disputes)"	"french_proverb"	"393"
"Opinions founded on prejudice are always sustained with the greatest of violence."	"francis_jeffrey"	"394"
"Total war is the most humane in the long run."	"lewis_strength"	"395"
"The age of chivalry is gone; and that of sophisters, economists, and calculators has succeeded."	"burke_reflections"	"396"
"How wonderful is Death? Death, and his brother Sleep!"	"shelley_mab"	"397"
"Oh, what a tangled web we weave when first we practice to deceive!"	"scott_mamion"	"398"
"We wage no war with women nor with priests.`"	"southey_madoc"	"399"
"As soon as you trust yourself, you will know how to live."	"goethe_faust"	"400"
"Hope for the best but prepare for the worst."	"english_proverb"	"401"
"The more a leader is in the habit of demanding from his men, the surer he will be that his demands will be answered."	"carl_von_clausewitz"	"402"
"The heart of France lies between Brussels and Paris."	"carl_von_clausewitz"	"403"
"Never forget that no military leader has ever become great without audacity."	"carl_von_clausewitz"	"404"
"Desperate affairs require desperate remedies."	"carl_von_clausewitz"	"405"
"Battles decide everything."	"carl_von_clausewitz"	"406"
"The only thing that they can be relied on to do is to gallop too far and too fast."	"arthur_wellesley_5"	"407"
"He is no gentleman."	"arthur_wellesley_2"	"408"
"There is nothing on earth so stupid as a gallant officer."	"arthur_wellesley_1"	"409"
"The British soldiers are fellows who have all enlisted for drink. That is the plain fact - they have all enlisted for drink."	"arthur_wellesley_1"	"410"
"Next to a lost battle, nothing is so sad as a battle that has been won."	"arthur_wellesley_1"	"411"
"It is not the business of generals to shoot one another."	"arthur_wellesley_4"	"412"
"Do the business of the day in the day."	"arthur_wellesley_1"	"413"
"Believe me, every man you see in a military uniform is not a hero."	"arthur_wellesley_1"	"414"
"All the business of war, and indeed all the business of life, is to endeavour to find out what you don't know by what you do; that's what I called \"guessing what was on the other side of the hill\"."	"arthur_wellesley_1"	"415"
"A great country cannot wage a little war."	"arthur_wellesley_1"	"416"
"Talent hits a target no one else can hit; genius hits a target no one else can see."	"arthur_schopenhauer"	"417"
"Every nation ridicules other nations, and all are right."	"arthur_schopenhauer"	"418"
"All truth passes through three stages. First, it is ridiculed. Second, it is violently opposed. Third, it is accepted as being self-evident."	"arthur_schopenhauer"	"419"
"A great captain can only be formed by long experience and intense study."	"archduke_charles"	"420"
"Go my friend, dispatch poor Vasiliky, that these dogs may not profane her beauteous form."	"ali_pasha"	"421"
"Liberté, égalité, fraternité (Liberty, equality, fraternity)"	"french_revolution"	"422"
"You sir, have an army. We have a travelling brothel."	"french_officer"	"423"
