version 2, schema cdir_events_incident_option_junctions_tables, guid 193c6ca0-fb52-4fc0-a53e-a33c3d917617
unknown1(int)	unknown2(float)	unknown3(string)	unknown4(string)	unknown5(optstring)
2917	0	"i_samurai_master"	"CND_MIN_LAND_UNIT_COUNT"	"40"
2924	0	"i_samurai_master"	"CND_MIN_SAMURAI_CASTE_RATIO"	"70"
2926	0	"i_samurai_master"	"GEN_TARGET_NONE"	nil
293	0	"c_conflict_beliefs_buddhist_FIRST_old_ways"	"VAR_DELAY_MAX"	"3"
2951	0	"i_monopoly_wood_shipwrights"	"VAR_CHANCE"	"10"
2959	0	"i_monopoly_wood_shipwrights"	"CND_UNIQUE"	nil
2963	0	"i_monopoly_wood_shipwrights"	"CND_CAMPAIGN"	"jap_shogun"
2968	0	"i_monopoly_wood_shipwrights"	"GEN_TARGET_NONE"	nil
2974	0	"i_monopoly_wood_shipwrights"	"CND_OWNS_REGION"	"jap_tosa"
2975	0	"i_monopoly_wood_shipwrights"	"CND_OWNS_REGION"	"jap_hida"
298	0	"c_conflict_beliefs_buddhist_FIRST_old_ways"	"VAR_CHANCE"	"5"
2982	0	"i_monopoly_wood_shipwrights"	"CND_OWNS_REGION"	"jap_fukushima"
2996	0	"i_monopoly_horse_cavalry"	"VAR_CHANCE"	"10"
3004	0	"i_monopoly_horse_cavalry"	"CND_UNIQUE"	nil
3013	0	"i_monopoly_horse_cavalry"	"CND_CAMPAIGN"	"jap_shogun"
3015	0	"i_monopoly_horse_cavalry"	"GEN_TARGET_NONE"	nil
3023	0	"i_monopoly_horse_cavalry"	"CND_OWNS_REGION"	"jap_higo"
3031	0	"i_monopoly_horse_cavalry"	"CND_OWNS_REGION"	"jap_suo"
3037	0	"i_monopoly_horse_cavalry"	"CND_OWNS_REGION"	"jap_awa"
3041	0	"i_monopoly_horse_cavalry"	"CND_OWNS_REGION"	"jap_mikawa"
3045	0	"i_monopoly_horse_cavalry"	"CND_OWNS_REGION"	"jap_kai"
3049	0	"i_monopoly_horse_cavalry"	"CND_INCIDENT_NOT_GENERATED"	"i_monopoly_horse_horsebreeders"
3065	0	"i_monopoly_horse_horsebreeders"	"VAR_CHANCE"	"10"
307	0	"c_conflict_beliefs_buddhist_FIRST_rebellion"	"VAR_DELAY_MIN"	"1"
3071	0	"i_monopoly_horse_horsebreeders"	"CND_UNIQUE"	nil
3080	0	"i_monopoly_horse_horsebreeders"	"CND_CAMPAIGN"	"jap_shogun"
3084	0	"i_monopoly_horse_horsebreeders"	"GEN_TARGET_NONE"	nil
3086	0	"i_monopoly_horse_horsebreeders"	"CND_OWNS_REGION"	"jap_higo"
3089	0	"i_monopoly_horse_horsebreeders"	"CND_OWNS_REGION"	"jap_suo"
3098	0	"i_monopoly_horse_horsebreeders"	"CND_OWNS_REGION"	"jap_awa"
3107	0	"i_monopoly_horse_horsebreeders"	"CND_OWNS_REGION"	"jap_mikawa"
311	0	"c_conflict_beliefs_buddhist_FIRST_rebellion"	"VAR_DELAY_MAX"	"3"
3117	0	"i_monopoly_horse_horsebreeders"	"CND_OWNS_REGION"	"jap_kai"
312	0	"c_conflict_beliefs_buddhist_FIRST_rebellion"	"VAR_CHANCE"	"5"
3120	0	"i_monopoly_horse_horsebreeders"	"CND_INCIDENT_NOT_GENERATED"	"i_monopoly_horse_cavalry"
3127	0	"i_monopoly_iron_smiths"	"VAR_CHANCE"	"10"
3131	0	"i_monopoly_iron_smiths"	"CND_UNIQUE"	nil
3132	0	"i_monopoly_iron_smiths"	"CND_CAMPAIGN"	"jap_shogun"
3134	0	"i_monopoly_iron_smiths"	"GEN_TARGET_NONE"	nil
3139	0	"i_monopoly_iron_smiths"	"CND_OWNS_REGION"	"jap_mimasaka"
3145	0	"i_monopoly_iron_smiths"	"CND_OWNS_REGION"	"jap_kazusa"
3151	0	"i_monopoly_iron_smiths"	"CND_OWNS_REGION"	"jap_miyagi"
3159	0	"i_monopoly_iron_smiths"	"CND_INCIDENT_NOT_GENERATED"	"i_monopoly_iron_supplies"
3169	0	"i_monopoly_iron_supplies"	"VAR_CHANCE"	"10"
3170	0	"i_monopoly_iron_supplies"	"CND_UNIQUE"	nil
3173	0	"i_monopoly_iron_supplies"	"CND_CAMPAIGN"	"jap_shogun"
3181	0	"i_monopoly_iron_supplies"	"GEN_TARGET_NONE"	nil
3187	0	"i_monopoly_iron_supplies"	"CND_OWNS_REGION"	"jap_mimasaka"
319	0	"c_conflict_beliefs_buddhist_SECOND_nanban_ambassador"	"VAR_DELAY_MIN"	"1"
3196	0	"i_monopoly_iron_supplies"	"CND_OWNS_REGION"	"jap_kazusa"
3197	0	"i_monopoly_iron_supplies"	"CND_OWNS_REGION"	"jap_miyagi"
3204	0	"i_monopoly_iron_supplies"	"CND_INCIDENT_NOT_GENERATED"	"i_monopoly_iron_smiths"
3208	0	"i_monopoly_stone_builders"	"VAR_CHANCE"	"10"
3217	0	"i_monopoly_stone_builders"	"CND_UNIQUE"	nil
322	0	"c_conflict_beliefs_buddhist_SECOND_nanban_ambassador"	"VAR_DELAY_MAX"	"3"
3226	0	"i_monopoly_stone_builders"	"CND_CAMPAIGN"	"jap_shogun"
3236	0	"i_monopoly_stone_builders"	"GEN_TARGET_NONE"	nil
3244	0	"i_monopoly_stone_builders"	"CND_OWNS_REGION"	"jap_sanuki"
3248	0	"i_monopoly_stone_builders"	"CND_OWNS_REGION"	"jap_south_shinano"
3249	0	"i_monopoly_stone_builders"	"CND_OWNS_REGION"	"jap_uzen"
3262	0	"i_monopoly_blacksmiths_supplies"	"VAR_CHANCE"	"10"
3272	0	"i_monopoly_blacksmiths_supplies"	"CND_UNIQUE"	nil
3277	0	"i_monopoly_blacksmiths_supplies"	"CND_CAMPAIGN"	"jap_shogun"
3279	0	"i_monopoly_blacksmiths_supplies"	"GEN_TARGET_NONE"	nil
328	0	"c_conflict_beliefs_buddhist_SECOND_nanban_ambassador"	"VAR_CHANCE"	"5"
3287	0	"i_monopoly_blacksmiths_supplies"	"CND_OWNS_REGION"	"jap_satsuma"
3290	0	"i_monopoly_blacksmiths_supplies"	"CND_OWNS_REGION"	"jap_bizen"
3291	0	"i_monopoly_blacksmiths_supplies"	"CND_OWNS_REGION"	"jap_kaga"
3296	0	"i_monopoly_blacksmiths_supplies"	"CND_OWNS_REGION"	"jap_owari"
3305	0	"i_monopoly_blacksmiths_supplies"	"CND_OWNS_REGION"	"jap_sagami"
3308	0	"i_monopoly_blacksmiths_supplies"	"CND_OWNS_REGION"	"jap_iwate"
3311	0	"i_monopoly_blacksmiths_supplies"	"CND_INCIDENT_NOT_GENERATED"	"i_monopoly_blacksmiths_smiths"
3319	0	"i_monopoly_blacksmiths_smiths"	"VAR_CHANCE"	"10"
3323	0	"i_monopoly_blacksmiths_smiths"	"CND_UNIQUE"	nil
3330	0	"i_monopoly_blacksmiths_smiths"	"CND_CAMPAIGN"	"jap_shogun"
3339	0	"i_monopoly_blacksmiths_smiths"	"GEN_TARGET_NONE"	nil
3348	0	"i_monopoly_blacksmiths_smiths"	"CND_OWNS_REGION"	"jap_satsuma"
3355	0	"i_monopoly_blacksmiths_smiths"	"CND_OWNS_REGION"	"jap_bizen"
336	0	"c_conflict_beliefs_christian_FIRST_nanban_ambassador"	"VAR_DELAY_MIN"	"1"
3361	0	"i_monopoly_blacksmiths_smiths"	"CND_OWNS_REGION"	"jap_kaga"
3371	0	"i_monopoly_blacksmiths_smiths"	"CND_OWNS_REGION"	"jap_owari"
3379	0	"i_monopoly_blacksmiths_smiths"	"CND_OWNS_REGION"	"jap_sagami"
3386	0	"i_monopoly_blacksmiths_smiths"	"CND_OWNS_REGION"	"jap_iwate"
3394	0	"i_monopoly_blacksmiths_smiths"	"CND_INCIDENT_NOT_GENERATED"	"i_monopoly_blacksmiths_supplies"
3397	0	"i_dedicated_seafarer_able_sailors"	"VAR_CHANCE"	"10"
3404	0	"i_dedicated_seafarer_able_sailors"	"CND_UNIQUE"	nil
341	0	"c_conflict_beliefs_christian_FIRST_nanban_ambassador"	"VAR_DELAY_MAX"	"3"
3412	0	"i_dedicated_seafarer_able_sailors"	"CND_CAMPAIGN"	"jap_shogun"
3417	0	"i_dedicated_seafarer_able_sailors"	"CND_INCIDENT_NOT_GENERATED"	"i_dedicated_seafarer_master_shipwrights"
3424	0	"i_dedicated_seafarer_able_sailors"	"CND_MIN_NAVAL_UNIT_COUNT"	"15"
343	0	"c_conflict_beliefs_christian_FIRST_nanban_ambassador"	"VAR_CHANCE"	"5"
3433	0	"i_dedicated_seafarer_able_sailors"	"CND_BUILDING_LEVEL"	"SHO_Port_4_Drydock"
3441	0	"i_dedicated_seafarer_able_sailors"	"CND_HAS_NAVY"	nil
345	0	"c_conflict_beliefs_christian_FIRST_rebellion"	"VAR_DELAY_MIN"	"1"
3450	0	"i_dedicated_seafarer_able_sailors"	"GEN_TARGET_NONE"	nil
3472	0	"i_dedicated_seafarer_master_shipwrights"	"VAR_CHANCE"	"10"
3480	0	"i_dedicated_seafarer_master_shipwrights"	"CND_UNIQUE"	nil
3486	0	"i_dedicated_seafarer_master_shipwrights"	"CND_CAMPAIGN"	"jap_shogun"
349	0	"c_conflict_beliefs_christian_FIRST_rebellion"	"VAR_DELAY_MAX"	"3"
3493	0	"i_dedicated_seafarer_master_shipwrights"	"CND_INCIDENT_NOT_GENERATED"	"i_dedicated_seafarer_able_sailors"
3511	0	"i_dedicated_seafarer_master_shipwrights"	"CND_MIN_NAVAL_UNIT_COUNT"	"15"
3520	0	"i_dedicated_seafarer_master_shipwrights"	"CND_BUILDING_LEVEL"	"SHO_Port_4_Drydock"
3531	0	"i_dedicated_seafarer_master_shipwrights"	"CND_HAS_NAVY"	nil
3541	0	"i_dedicated_seafarer_master_shipwrights"	"GEN_TARGET_NONE"	nil
355	0	"c_conflict_beliefs_christian_FIRST_rebellion"	"VAR_CHANCE"	"5"
3567	0	"i_religion_convert_nanban_trade"	"CND_RANDOM"	"50"
357	0	"c_conflict_beliefs_christian_SECOND_old_ways"	"VAR_DELAY_MIN"	"1"
3577	0	"i_religion_convert_nanban_trade"	"CND_BUILDING_LEVEL"	"SHO_Port_3_Nanban_Trade_Port"
3580	0	"i_religion_convert_christian_influence"	"VAR_CHANCE"	"5"
3581	0	"i_religion_convert_christian_influence"	"GEN_TARGET_NONE"	nil
3586	0	"i_religion_convert_christian_influence"	"CND_RANDOM"	"50"
3596	0	"i_religion_convert_christian_influence"	"CND_UNIQUE"	nil
360	0	"c_conflict_beliefs_christian_SECOND_old_ways"	"VAR_DELAY_MAX"	"3"
3601	0	"i_religion_convert_christian_influence"	"CND_MIN_CHRISTIAN_RATIO"	"20"
3605	0	"i_religion_convert_christian_influence"	"CND_CAMPAIGN"	"jap_shogun"
3607	0	"i_religion_convert_christian_influence"	"CND_INCIDENT_NOT_GENERATED"	"i_religion_convert_nanban_trade"
361	0	"c_conflict_beliefs_christian_SECOND_old_ways"	"VAR_CHANCE"	"5"
3610	0	"i_religion_convert_christian_influence"	"CND_RELIGION"	"rel_buddhist"
3614	0	"i_agricultural_practices"	"VAR_CHANCE"	"10"
3619	0	"i_agricultural_practices"	"CND_UNIQUE"	nil
3627	0	"i_agricultural_practices"	"CND_CAMPAIGN"	"jap_shogun"
3634	0	"i_agricultural_practices"	"CND_MIN_REGIONS_OWNED"	"10"
3639	0	"i_agricultural_practices"	"CND_BUILDING_LEVEL_HALF_REGIONS"	"SHO_Farming_4_Consolidation"
364	0	"c_desecration_FIRST_nanban_ire"	"VAR_DELAY_MIN"	"1"
3648	0	"i_agricultural_practices"	"GEN_TARGET_NONE"	nil
3672	0	"i_dedicated_builder"	"CND_BUILDING_LEVEL_HALF_REGIONS"	"SHO_Infrastructure_2_Post_Stations"
3676	0	"i_dedicated_builder"	"CND_BUILDING_LEVEL_ONE_QUARTER_REGIONS"	"SHO_Castle_4_Castle"
369	0	"c_desecration_FIRST_nanban_ire"	"VAR_DELAY_MAX"	"3"
3721	0	"i_dedicated_seafarer_master_shipwrights"	"CND_BUILDING_LEVEL_ONE_QUARTER_REGIONS"	"SHO_Port_3_Military_Port"
3773	0	"i_dedicated_seafarer_able_sailors"	"CND_BUILDING_LEVEL_ONE_QUARTER_REGIONS"	"SHO_Port_3_Military_Port"
378	0	"c_desecration_FIRST_nanban_ire"	"VAR_CHANCE"	"5"
3791	0	"i_religion_convert_christian_influence"	"CND_NOT_BUILDING_LEVEL"	"SHO_Port_3_Nanban_Trade_Port"
3797	0	"i_religion_convert_christian_influence"	"CND_NOT_BUILDING_LEVEL_AVAILABLE"	"SHO_Port_3_Nanban_Trade_Port"
3800	0	"i_nanban_trade_nondilemma"	"VAR_CHANCE"	"20"
3804	0	"i_nanban_trade_nondilemma"	"CND_BUILDING_LEVEL"	"SHO_Port_3_Nanban_Trade_Port"
3805	0	"i_nanban_trade_nondilemma"	"CND_RANDOM"	"100"
3810	0	"i_nanban_trade_nondilemma"	"CND_DILEMMA_NOT_GENERATED"	"s_nanban_trade_centre"
3816	0	"i_nanban_trade_nondilemma"	"CND_DILEMMA_NOT_GENERATED"	"s_nanban_trade_west"
3825	0	"i_nanban_trade_nondilemma"	"CND_DILEMMA_NOT_GENERATED"	"s_nanban_trade_east"
3834	0	"i_nanban_trade_nondilemma"	"GEN_TARGET_NONE"	nil
384	0	"c_desecration_FIRST_old_ways"	"VAR_DELAY_MIN"	"1"
3844	0	"i_nanban_trade_nondilemma"	"CND_CAMPAIGN"	"jap_shogun"
3849	0	"i_nanban_trade_nondilemma"	"CND_RELIGION"	"rel_buddhist"
3858	0	"i_nanban_trade_nondilemma"	"CND_UNIQUE"	nil
3867	0	"i_dis_volcano_asama"	"VAR_CHANCE"	"1"
3877	0	"i_dis_volcano_asama"	"CND_CAMPAIGN"	"jap_shogun"
3882	0	"i_dis_volcano_asama"	"CND_ROUNDS_UNTIL_NEXT"	"24"
3883	0	"i_dis_volcano_asama"	"CND_MIN_REGIONS_OWNED"	"4"
3890	0	"i_dis_volcano_asama"	"GEN_TARGET_REGION"	nil
3891	0	"i_dis_volcano_asama"	"GEN_CND_OWNS"	nil
3897	0	"i_dis_volcano_asama"	"GEN_CND_REGION"	"jap_north_shinano"
3903	0	"i_dis_volcano_asama"	"GEN_CND_REGION"	"jap_kozuke"
3909	0	"i_dis_volcano_aso"	"VAR_CHANCE"	"1"
3913	0	"i_dis_volcano_aso"	"CND_CAMPAIGN"	"jap_shogun"
392	0	"c_desecration_FIRST_old_ways"	"VAR_DELAY_MAX"	"3"
3920	0	"i_dis_volcano_aso"	"CND_ROUNDS_UNTIL_NEXT"	"24"
3924	0	"i_dis_volcano_aso"	"CND_MIN_REGIONS_OWNED"	"4"
3927	0	"i_dis_volcano_aso"	"GEN_TARGET_REGION"	nil
3933	0	"i_dis_volcano_aso"	"GEN_CND_OWNS"	nil
3937	0	"i_dis_volcano_aso"	"GEN_CND_REGION"	"jap_higo"
3947	0	"i_dis_volcano_aso"	"GEN_CND_REGION"	"jap_tsukushi"
395	0	"c_desecration_FIRST_old_ways"	"VAR_CHANCE"	"5"
3952	0	"i_dis_volcano_aso"	"GEN_CND_REGION"	"jap_bungo"
3953	0	"i_dis_volcano_bandai"	"VAR_CHANCE"	"1"
3956	0	"i_dis_volcano_bandai"	"CND_CAMPAIGN"	"jap_shogun"
3963	0	"i_dis_volcano_bandai"	"CND_ROUNDS_UNTIL_NEXT"	"24"
3970	0	"i_dis_volcano_bandai"	"CND_MIN_REGIONS_OWNED"	"4"
3973	0	"i_dis_volcano_bandai"	"GEN_TARGET_REGION"	nil
398	0	"c_desecration_SECOND_anti_nanban_riots"	"VAR_DELAY_MIN"	"1"
3983	0	"i_dis_volcano_bandai"	"GEN_CND_OWNS"	nil
3987	0	"i_dis_volcano_bandai"	"GEN_CND_REGION"	"jap_fukushima"
3994	0	"i_dis_volcano_bandai"	"GEN_CND_REGION"	"jap_uzen"
3995	0	"i_dis_volcano_chokai"	"VAR_CHANCE"	"1"
400	0	"c_desecration_SECOND_anti_nanban_riots"	"VAR_DELAY_MAX"	"3"
4001	0	"i_dis_volcano_chokai"	"CND_CAMPAIGN"	"jap_shogun"
4002	0	"i_dis_volcano_chokai"	"CND_ROUNDS_UNTIL_NEXT"	"24"
4011	0	"i_dis_volcano_chokai"	"CND_MIN_REGIONS_OWNED"	"4"
4021	0	"i_dis_volcano_chokai"	"GEN_TARGET_REGION"	nil
4031	0	"i_dis_volcano_chokai"	"GEN_CND_OWNS"	nil
4039	0	"i_dis_volcano_chokai"	"GEN_CND_REGION"	"jap_ugo"
4043	0	"i_dis_volcano_chokai"	"GEN_CND_REGION"	"jap_iwate"
4047	0	"i_dis_volcano_fuji"	"VAR_CHANCE"	"1"
4057	0	"i_dis_volcano_fuji"	"CND_CAMPAIGN"	"jap_shogun"
4065	0	"i_dis_volcano_fuji"	"CND_ROUNDS_UNTIL_NEXT"	"24"
4069	0	"i_dis_volcano_fuji"	"CND_MIN_REGIONS_OWNED"	"4"
4072	0	"i_dis_volcano_fuji"	"GEN_TARGET_REGION"	nil
4077	0	"i_dis_volcano_fuji"	"GEN_CND_OWNS"	nil
4085	0	"i_dis_volcano_fuji"	"GEN_CND_REGION"	"jap_kai"
409	0	"c_desecration_SECOND_anti_nanban_riots"	"VAR_CHANCE"	"5"
4095	0	"i_dis_volcano_fuji"	"GEN_CND_REGION"	"jap_suruga"
4102	0	"i_dis_volcano_fuji"	"GEN_CND_REGION"	"jap_sagami"
4104	0	"i_dis_volcano_haku"	"VAR_CHANCE"	"1"
4106	0	"i_dis_volcano_haku"	"CND_CAMPAIGN"	"jap_shogun"
4113	0	"i_dis_volcano_haku"	"CND_ROUNDS_UNTIL_NEXT"	"24"
4121	0	"i_dis_volcano_haku"	"CND_MIN_REGIONS_OWNED"	"4"
4125	0	"i_dis_volcano_haku"	"GEN_TARGET_REGION"	nil
413	0	"c_desecration_SECOND_rebellion"	"VAR_DELAY_MIN"	"1"
4135	0	"i_dis_volcano_haku"	"GEN_CND_OWNS"	nil
4142	0	"i_dis_volcano_haku"	"GEN_CND_REGION"	"jap_kaga"
4143	0	"i_dis_volcano_haku"	"GEN_CND_REGION"	"jap_echizen"
4147	0	"i_dis_volcano_nasu"	"VAR_CHANCE"	"1"
4157	0	"i_dis_volcano_nasu"	"CND_CAMPAIGN"	"jap_shogun"
4159	0	"i_dis_volcano_nasu"	"CND_ROUNDS_UNTIL_NEXT"	"24"
4161	0	"i_dis_volcano_nasu"	"CND_MIN_REGIONS_OWNED"	"4"
4165	0	"i_dis_volcano_nasu"	"GEN_TARGET_REGION"	nil
4172	0	"i_dis_volcano_nasu"	"GEN_CND_OWNS"	nil
4173	0	"i_dis_volcano_nasu"	"GEN_CND_REGION"	"jap_fukushima"
4177	0	"i_dis_volcano_nasu"	"GEN_CND_REGION"	"jap_shimotsuke"
4178	0	"i_dis_volcano_sakurajima"	"VAR_CHANCE"	"1"
4186	0	"i_dis_volcano_sakurajima"	"CND_CAMPAIGN"	"jap_shogun"
4189	0	"i_dis_volcano_sakurajima"	"CND_ROUNDS_UNTIL_NEXT"	"24"
419	0	"c_desecration_SECOND_rebellion"	"VAR_DELAY_MAX"	"3"
4192	0	"i_dis_volcano_sakurajima"	"CND_MIN_REGIONS_OWNED"	"4"
4196	0	"i_dis_volcano_sakurajima"	"GEN_TARGET_REGION"	nil
4201	0	"i_dis_volcano_sakurajima"	"GEN_CND_OWNS"	nil
4204	0	"i_dis_volcano_sakurajima"	"GEN_CND_REGION"	"jap_satsuma"
4213	0	"i_dis_volcano_sakurajima"	"GEN_CND_REGION"	"jap_osumi"
4216	0	"i_dis_volcano_unzen"	"VAR_CHANCE"	"1"
4218	0	"i_dis_volcano_unzen"	"CND_CAMPAIGN"	"jap_shogun"
4226	0	"i_dis_volcano_unzen"	"CND_ROUNDS_UNTIL_NEXT"	"24"
4232	0	"i_dis_volcano_unzen"	"CND_MIN_REGIONS_OWNED"	"4"
4242	0	"i_dis_volcano_unzen"	"GEN_TARGET_REGION"	nil
4252	0	"i_dis_volcano_unzen"	"GEN_CND_OWNS"	nil
4253	0	"i_dis_volcano_unzen"	"GEN_CND_REGION"	"jap_hizen"
426	0	"c_desecration_SECOND_rebellion"	"VAR_CHANCE"	"5"
4260	0	"i_dis_volcano_unzen"	"GEN_CND_REGION"	"jap_higo"
4263	0	"i_dis_volcano_yake"	"VAR_CHANCE"	"1"
4269	0	"i_dis_volcano_yake"	"CND_CAMPAIGN"	"jap_shogun"
4273	0	"i_dis_volcano_yake"	"CND_ROUNDS_UNTIL_NEXT"	"24"
4277	0	"i_dis_volcano_yake"	"CND_MIN_REGIONS_OWNED"	"4"
4279	0	"i_dis_volcano_yake"	"GEN_TARGET_REGION"	nil
4285	0	"i_dis_volcano_yake"	"GEN_CND_OWNS"	nil
4294	0	"i_dis_volcano_yake"	"GEN_CND_REGION"	"jap_north_shinano"
4299	0	"i_dis_volcano_yake"	"GEN_CND_REGION"	"jap_hida"
4301	0	"i_dis_volcano_yake"	"GEN_CND_REGION"	"jap_etchu"
431	0	"c_disgruntled_vassal_SECOND_rebellion"	"VAR_DELAY_MIN"	"1"
4311	0	"i_dis_volcano_zao"	"VAR_CHANCE"	"1"
4313	0	"i_dis_volcano_zao"	"CND_CAMPAIGN"	"jap_shogun"
4318	0	"i_dis_volcano_zao"	"CND_ROUNDS_UNTIL_NEXT"	"24"
4321	0	"i_dis_volcano_zao"	"CND_MIN_REGIONS_OWNED"	"4"
4329	0	"i_dis_volcano_zao"	"GEN_TARGET_REGION"	nil
4330	0	"i_dis_volcano_zao"	"GEN_CND_OWNS"	nil
4333	0	"i_dis_volcano_zao"	"GEN_CND_REGION"	"jap_miyagi"
4339	0	"i_dis_volcano_zao"	"GEN_CND_REGION"	"jap_uzen"
4346	0	"i_dis_stormy_seas"	"CND_ROUNDS_UNTIL_NEXT"	"12"
4350	0	"i_dis_typhoon"	"GEN_CND_REGION_COASTAL"	nil
4353	0	"i_research_balanced"	"CND_NOT_TECHNOLOGY_RESEARCHED"	"shogun_military_core_shih"
4358	0	"i_research_balanced"	"CND_NOT_TECHNOLOGY_RESEARCHED"	"shogun_civil_core_epic_architecture"
4366	0	"i_research_specific_military"	"CND_NOT_TECHNOLOGY_RESEARCHED"	"shogun_military_core_shih"
4373	0	"i_research_specific_military"	"CND_NOT_TECHNOLOGY_RESEARCHED"	"shogun_civil_core_epic_architecture"
4379	0	"i_research_ratio_military"	"CND_NOT_TECHNOLOGY_RESEARCHED"	"shogun_military_core_shih"
4381	0	"i_research_ratio_military"	"CND_NOT_TECHNOLOGY_RESEARCHED"	"shogun_civil_core_epic_architecture"
4389	0	"i_research_specific_civil"	"CND_NOT_TECHNOLOGY_RESEARCHED"	"shogun_military_core_shih"
4390	0	"i_research_specific_civil"	"CND_NOT_TECHNOLOGY_RESEARCHED"	"shogun_civil_core_epic_architecture"
4400	0	"i_research_ratio_civil"	"CND_NOT_TECHNOLOGY_RESEARCHED"	"shogun_military_core_shih"
4406	0	"i_research_ratio_civil"	"CND_NOT_TECHNOLOGY_RESEARCHED"	"shogun_civil_core_epic_architecture"
441	0	"c_disgruntled_vassal_SECOND_rebellion"	"VAR_DELAY_MAX"	"3"
4410	0	"i_christian_nanban_quarter"	"VAR_CHANCE"	"5"
4427	0	"i_christian_nanban_quarter"	"CND_RANDOM"	"100"
4455	0	"i_christian_nanban_quarter"	"GEN_TARGET_NONE"	nil
4463	0	"i_christian_nanban_quarter"	"CND_CAMPAIGN"	"jap_shogun"
4475	0	"i_christian_nanban_quarter"	"CND_UNIQUE"	nil
4482	0	"i_nanban_trade_nondilemma"	"CND_FACTION"	"tokugawa"
4486	0	"i_nanban_trade_nondilemma"	"CND_FACTION"	"mori"
449	0	"c_disgruntled_vassal_SECOND_rebellion"	"VAR_CHANCE"	"5"
4494	0	"i_nanban_trade_nondilemma"	"CND_FACTION"	"chosokabe"
4501	0	"i_nanban_trade_nondilemma"	"CND_FACTION"	"oda"
451	0	"c_disloyalty_FIRST_dread_lord"	"VAR_DELAY_MIN"	"1"
4510	0	"i_nanban_trade_nondilemma"	"CND_FACTION"	"iga_ninja"
452	0	"c_disloyalty_FIRST_dread_lord"	"VAR_DELAY_MAX"	"3"
4520	0	"i_nanban_trade_nondilemma"	"CND_FACTION"	"hojo"
4530	0	"i_nanban_trade_nondilemma"	"CND_FACTION"	"uesugi"
4538	0	"i_nanban_trade_nondilemma"	"CND_FACTION"	"date"
4546	0	"i_nanban_trade_nondilemma"	"CND_FACTION"	"takeda"
4547	0	"c_gaijin_trouble_FIRST_nanban_ambassador"	"CND_BUILDING_LEVEL"	"SHO_Port_3_Nanban_Trade_Port"
4557	0	"c_francis_xavier_SECOND_nanban_ambassador"	"CND_BUILDING_LEVEL"	"SHO_Port_3_Nanban_Trade_Port"
4572	0	"c_conflict_beliefs_buddhist_SECOND_nanban_ambassador"	"CND_BUILDING_LEVEL"	"SHO_Port_3_Nanban_Trade_Port"
4574	0	"i_christian_nanban_quarter"	"CND_NOT_BUILDING_LEVEL"	"SHO_Port_4_Nanban_Quarter"
4583	0	"i_christian_nanban_quarter"	"CND_BUILDING_LEVEL"	"SHO_Port_3_Nanban_Trade_Port"
4587	0	"i_christian_nanban_quarter"	"CND_RELIGION"	"rel_catholic"
4589	0	"i_teeming_sea"	"GEN_CND_REGION_NOT_BUILDING_LEVEL"	"SHO_Port_0_Coastal_Village"
4590	0	"c_intoxication_SECOND_lackluster_efforts"	"GEN_CND_OWNS"	nil
4597	0	"c_intoxication_FIRST_provincial_discord"	"GEN_CND_OWNS"	nil
4607	0	"i_inspiration_builders_daimyo"	"VAR_CHANCE"	"2"
461	0	"c_disloyalty_FIRST_dread_lord"	"VAR_CHANCE"	"5"
4614	0	"i_inspiration_builders_daimyo"	"CND_ROUNDS_UNTIL_NEXT"	"24"
4619	0	"i_inspiration_builders_daimyo"	"CND_CAMPAIGN"	"jap_shogun"
464	0	"c_disloyalty_FIRST_rebellion"	"VAR_DELAY_MIN"	"1"
4662	0	"i_inspiration_builders_daimyo"	"GEN_TARGET_REGION"	nil
4668	0	"i_inspiration_builders_daimyo"	"GEN_CND_OWNS"	nil
4670	0	"i_inspiration_builders_daimyo"	"GEN_CND_REGION_CONSTRUCTING"	nil
4671	0	"i_inspiration_builders_daimyo"	"GEN_CND_REGION_CONTAINS_OFFICIAL"	"daimyo"
4674	0	"i_inspiration_builders_daimyo"	"GEN_CND_MIN_REGION_PUBLIC_ORDER"	"10"
4684	0	"i_inspiration_builders_development"	"GEN_CND_MIN_REGION_PUBLIC_ORDER"	"10"
4692	0	"i_inspiration_builders_development"	"GEN_CND_REGION_CONTAINS_OFFICIAL"	"clan_development"
4697	0	"i_inspiration_builders_development"	"GEN_CND_REGION_CONSTRUCTING"	nil
4705	0	"i_inspiration_builders_development"	"GEN_CND_OWNS"	nil
4709	0	"i_inspiration_builders_development"	"GEN_TARGET_REGION"	nil
4711	0	"i_inspiration_builders_development"	"CND_CAMPAIGN"	"jap_shogun"
4715	0	"i_inspiration_builders_development"	"CND_ROUNDS_UNTIL_NEXT"	"24"
4716	0	"i_inspiration_builders_development"	"VAR_CHANCE"	"2"
4729	0	"i_inspiration_farmers_daimyo"	"CND_ROUNDS_UNTIL_NEXT"	"24"
4736	0	"i_inspiration_farmers_daimyo"	"CND_CAMPAIGN"	"jap_shogun"
4738	0	"i_inspiration_farmers_daimyo"	"GEN_TARGET_REGION"	nil
474	0	"c_disloyalty_FIRST_rebellion"	"VAR_DELAY_MAX"	"3"
4742	0	"i_inspiration_farmers_daimyo"	"GEN_CND_OWNS"	nil
4749	0	"i_inspiration_farmers_daimyo"	"GEN_CND_REGION_BUILDING_CHAIN"	"SHO_Farming"
