version 1, schema cdir_unit_qualities_tables
unknown1(string)	unknown2(string)	unknown3(string)	unknown4(int)
"default"	"light_cavalry"	"Cav_Light_Spanish_Husares_de_Rioja_Guerrilla"	450
"default"	"light_cavalry"	"Cav_Light_Spanish_Husares_de_Valpenas_Guerrilla"	450
"default"	"light_cavalry"	"Cav_Light_Spanish_Husares_Extremadura_Guerrilla"	450
"default"	"light_cavalry"	"Cav_Light_Spanish_Husares_Numantinos_Guerrilla"	450
"default"	"heavy_cavalry"	"Cav_Stand_British_Portuguese_Cavalry_Auxiliary"	400
"default"	"heavy_cavalry"	"Cav_Stand_Spanish_Voluntarios_Ciudad_Guerrilla"	400
"default"	"main_infantry"	"Inf_Elite_Spanish_Walloon_Guards"	900
"default"	"light_infantry"	"Inf_Irreg_Spanish_Corso_Terrestre_Guerrilla"	400
"default"	"light_infantry"	"Inf_Light_British_Portuguese_Cazadores_Auxiliary"	600
"default"	"light_infantry"	"Inf_Light_British_Spanish_Light_Infantry_Auxiliary"	600
"default"	"light_infantry"	"Inf_Light_Spanish_Cazadores_de_Cataluna_Guerrilla"	550
"default"	"light_infantry"	"Inf_Light_Spanish_Cazadores_Numantinos_Guerrilla"	550
"default"	"light_infantry"	"Inf_Light_Spanish_Light_Infantry"	600
"default"	"light_infantry"	"Inf_Light_Spanish_Regimento_de_Arlanza_Guerrilla"	550
"default"	"main_infantry"	"Inf_Line_British_Portuguese_Infantry_Auxiliary"	600
"default"	"main_infantry"	"Inf_Line_British_Spanish_Fusiliers_Auxiliary"	600
"default"	"main_infantry"	"Inf_Line_Spanish_Fusiliers"	600
"default"	"heavy_cavalry"	"Cav_Heavy_Austrian_Archduke_Ferdinand_Cuirassiers"	800
"default"	"light_cavalry"	"Cav_Lancer_Russian_Lifeguard_Cossacks"	600
