version 1, schema diplomacy_negotiation_faction_override_strings_tables
Diplomatic_string_ID(string)	culture(string)	Government_system(string)	faction(string)	government_system_of_faction(string)
"reject_demand_regular_payment"	"european"	"gov_constitutional_monarchy"	"prussia"	"prussia_monarchy_reject_demand_regular_payment"
"reject_demand_regular_payment"	"european"	"gov_republic"	"united_states"	"united_states_republic_reject_demand_regular_payment"
"reject_demand_single_payment"	"european"	"gov_absolute_monarchy"	"britain"	"britain_monarchy_reject_demand_single_payment"
"reject_demand_single_payment"	"european"	"gov_absolute_monarchy"	"prussia"	"prussia_monarchy_reject_demand_single_payment"
"reject_demand_single_payment"	"european"	"gov_absolute_monarchy"	"united_states"	"united_states_monarchy_reject_demand_single_payment"
"reject_demand_single_payment"	"european"	"gov_constitutional_monarchy"	"britain"	"britain_monarchy_reject_demand_single_payment"
"reject_demand_single_payment"	"european"	"gov_constitutional_monarchy"	"prussia"	"prussia_monarchy_reject_demand_single_payment"
"reject_demand_single_payment"	"european"	"gov_constitutional_monarchy"	"united_states"	"united_states_monarchy_reject_demand_single_payment"
"reject_demand_single_payment"	"european"	"gov_republic"	"britain"	"britain_republic_reject_demand_single_payment"
"reject_demand_single_payment"	"european"	"gov_republic"	"united_states"	"united_states_republic_reject_demand_single_payment"
"reject_demand_technology"	"european"	"gov_absolute_monarchy"	"spain"	"spain_monarchy_reject_demand_technology"
"reject_demand_technology"	"european"	"gov_absolute_monarchy"	"united_states"	"united_states_monarchy_reject_demand_technology"
"reject_demand_technology"	"european"	"gov_constitutional_monarchy"	"spain"	"spain_monarchy_reject_demand_technology"
"reject_demand_technology"	"european"	"gov_constitutional_monarchy"	"united_states"	"united_states_monarchy_reject_demand_technology"
"reject_demand_technology"	"european"	"gov_republic"	"spain"	"spain_republic_reject_demand_technology"
"reject_demand_technology"	"european"	"gov_republic"	"united_states"	"united_states_republic_reject_demand_technology"
"reject_offer_demand_alliance"	"middle_east"	"gov_absolute_monarchy"	"ottomans"	"ottomans_monarchy_reject_offer_demand_alliance"
"reject_offer_demand_alliance"	"middle_east"	"gov_constitutional_monarchy"	"ottomans"	"ottomans_monarchy_reject_offer_demand_alliance"
"reject_offer_demand_peace"	"middle_east"	"gov_absolute_monarchy"	"ottomans"	"ottomans_monarchy_reject_offer_demand_peace"
"reject_offer_demand_peace"	"middle_east"	"gov_constitutional_monarchy"	"ottomans"	"ottomans_monarchy_reject_offer_demand_peace"
"reject_offer_demand_trade"	"european"	"gov_absolute_monarchy"	"france"	"france_monarchy_reject_offer_demand_trade"
"reject_offer_demand_trade"	"european"	"gov_absolute_monarchy"	"prussia"	"prussia_monarchy_reject_offer_demand_trade"
"reject_offer_demand_trade"	"european"	"gov_constitutional_monarchy"	"france"	"france_monarchy_reject_offer_demand_trade"
"reject_offer_demand_trade"	"european"	"gov_constitutional_monarchy"	"prussia"	"prussia_monarchy_reject_offer_demand_trade"
"reject_offer_demand_trade"	"european"	"gov_republic"	"france"	"france_republic_reject_offer_demand_trade"
"reject_offer_regions"	"european"	"gov_absolute_monarchy"	"prussia"	"prussia_monarchy_reject_offer_regions"
"reject_offer_regions"	"european"	"gov_constitutional_monarchy"	"prussia"	"prussia_monarchy_reject_offer_regions"
"reject_offer_regular_payment"	"european"	"gov_absolute_monarchy"	"france"	"france_monarchy_reject_offer_regular_payment"
"reject_offer_regular_payment"	"european"	"gov_absolute_monarchy"	"prussia"	"prussia_monarchy_reject_offer_regular_payment"
"reject_offer_regular_payment"	"european"	"gov_absolute_monarchy"	"sweden"	"sweden_monarchy_reject_offer_regular_payment"
"reject_offer_regular_payment"	"european"	"gov_constitutional_monarchy"	"france"	"france_monarchy_reject_offer_regular_payment"
"reject_offer_regular_payment"	"european"	"gov_constitutional_monarchy"	"prussia"	"prussia_monarchy_reject_offer_regular_payment"
"reject_offer_regular_payment"	"european"	"gov_constitutional_monarchy"	"sweden"	"sweden_monarchy_reject_offer_regular_payment"
"reject_offer_regular_payment"	"european"	"gov_republic"	"france"	"france_republic_reject_offer_regular_payment"
"reject_offer_regular_payment"	"european"	"gov_republic"	"russia"	"russia_republic_reject_offer_regular_payment"
"reject_offer_regular_payment"	"european"	"gov_republic"	"sweden"	"sweden_republic_reject_offer_regular_payment"
"reject_offer_regular_payment"	"indian"	"gov_absolute_monarchy"	"mughal"	"mughal_monarchy_reject_offer_regular_payment"
"reject_offer_regular_payment"	"indian"	"gov_constitutional_monarchy"	"mughal"	"mughal_monarchy_reject_offer_regular_payment"
"reject_offer_regular_payment"	"indian"	"gov_republic"	"mughal"	"mughal_republic_reject_offer_regular_payment"
"reject_offer_single_payment"	"european"	"gov_absolute_monarchy"	"prussia"	"prussia_monarchy_reject_offer_single_payment"
"reject_offer_single_payment"	"european"	"gov_absolute_monarchy"	"russia"	"russia_monarchy_reject_offer_single_payment"
"reject_offer_single_payment"	"european"	"gov_constitutional_monarchy"	"prussia"	"prussia_monarchy_reject_offer_single_payment"
"reject_offer_single_payment"	"european"	"gov_constitutional_monarchy"	"russia"	"russia_monarchy_reject_offer_single_payment"
"too_many_counters"	"european"	"gov_absolute_monarchy"	"austria"	"austria_monarchy_too_many_counters"
"too_many_counters"	"european"	"gov_absolute_monarchy"	"britain"	"britain_monarchy_too_many_counters"
"too_many_counters"	"european"	"gov_absolute_monarchy"	"russia"	"russia_monarchy_too_many_counters"
"too_many_counters"	"european"	"gov_absolute_monarchy"	"spain"	"spain_monarchy_too_many_counters"
"too_many_counters"	"european"	"gov_absolute_monarchy"	"united_states"	"united_states_monarchy_too_many_counters"
"too_many_counters"	"european"	"gov_constitutional_monarchy"	"austria"	"austria_monarchy_too_many_counters"
"too_many_counters"	"european"	"gov_constitutional_monarchy"	"britain"	"britain_monarchy_too_many_counters"
"too_many_counters"	"european"	"gov_constitutional_monarchy"	"russia"	"russia_monarchy_too_many_counters"
"too_many_counters"	"european"	"gov_constitutional_monarchy"	"spain"	"spain_monarchy_too_many_counters"
"too_many_counters"	"european"	"gov_constitutional_monarchy"	"united_states"	"united_states_monarchy_too_many_counters"
"too_many_counters"	"european"	"gov_republic"	"austria"	"austria_republic_too_many_counters"
"too_many_counters"	"european"	"gov_republic"	"britain"	"britain_republic_too_many_counters"
"too_many_counters"	"european"	"gov_republic"	"prussia"	"prussia_republic_too_many_counters"
"too_many_counters"	"european"	"gov_republic"	"russia"	"russia_republic_too_many_counters"
"too_many_counters"	"european"	"gov_republic"	"spain"	"spain_republic_too_many_counters"
"too_many_counters"	"european"	"gov_republic"	"united_states"	"united_states_republic_too_many_counters"
"too_many_counters"	"indian"	"gov_absolute_monarchy"	"mughal"	"mughal_monarchy_too_many_counters"
"too_many_counters"	"indian"	"gov_constitutional_monarchy"	"mughal"	"mughal_monarchy_too_many_counters"
"too_many_counters"	"indian"	"gov_republic"	"mughal"	"mughal_republic_too_many_counters"
"war"	"european"	"gov_absolute_monarchy"	"austria"	"austria_monarchy_war"
"war"	"european"	"gov_absolute_monarchy"	"britain"	"britain_monarchy_war"
"war"	"european"	"gov_absolute_monarchy"	"russia"	"russia_monarchy_war"
"war"	"european"	"gov_absolute_monarchy"	"sweden"	"sweden_monarchy_war"
"war"	"european"	"gov_absolute_monarchy"	"united_states"	"united_states_monarchy_war"
"war"	"european"	"gov_constitutional_monarchy"	"austria"	"austria_monarchy_war"
"war"	"european"	"gov_constitutional_monarchy"	"britain"	"britain_monarchy_war"
"war"	"european"	"gov_constitutional_monarchy"	"russia"	"russia_monarchy_war"
"war"	"european"	"gov_constitutional_monarchy"	"sweden"	"sweden_monarchy_war"
"war"	"european"	"gov_constitutional_monarchy"	"united_states"	"united_states_monarchy_war"
"war"	"european"	"gov_republic"	"austria"	"austria_republic_war"
"war"	"european"	"gov_republic"	"britain"	"britain_republic_war"
"war"	"european"	"gov_republic"	"prussia"	"prussia_republic_war"
"war"	"european"	"gov_republic"	"russia"	"russia_republic_war"
"war"	"european"	"gov_republic"	"sweden"	"sweden_republic_war"
"war"	"european"	"gov_republic"	"united_states"	"united_states_republic_war"
"war"	"indian"	"gov_absolute_monarchy"	"mughal"	"mughal_monarchy_war"
"war"	"indian"	"gov_constitutional_monarchy"	"mughal"	"mughal_monarchy_war"
"war"	"indian"	"gov_republic"	"mughal"	"mughal_republic_war"
"war"	"middle_east"	"gov_absolute_monarchy"	"ottomans"	"ottomans_monarchy_war"
"war"	"middle_east"	"gov_constitutional_monarchy"	"ottomans"	"ottomans_monarchy_war"
