version 1, schema ancillary_included_subcultures_tables
Ancillary_IDRef(string)	Subculture(string)
"Anc_Research_Cabinet"	"sc_european_south"
"Anc_Research_Cabinet"	"sc_european_west"
"Anc_Research_Library"	"sc_egy_european"
"Anc_Research_Library"	"sc_european_east"
"Anc_Research_Library"	"sc_european_north"
"Anc_Research_Library"	"sc_european_south"
"Anc_Research_Library"	"sc_european_west"
"Anc_Royal_Favourite_Popular"	"sc_egy_european"
"Anc_Royal_Favourite_Popular"	"sc_european_east"
"Anc_Royal_Favourite_Popular"	"sc_european_north"
"Anc_Royal_Favourite_Popular"	"sc_european_south"
"Anc_Royal_Favourite_Popular"	"sc_european_west"
"Anc_Royal_Favourite_Unpopular"	"sc_egy_european"
"Anc_Royal_Favourite_Unpopular"	"sc_european_east"
"Anc_Royal_Favourite_Unpopular"	"sc_european_north"
"Anc_Royal_Favourite_Unpopular"	"sc_european_south"
"Anc_Royal_Favourite_Unpopular"	"sc_european_west"
"Anc_Seaman_Powder_Monkey"	"sc_egy_european"
"Anc_Seaman_Powder_Monkey"	"sc_european_east"
"Anc_Seaman_Powder_Monkey"	"sc_european_north"
"Anc_Seaman_Powder_Monkey"	"sc_european_south"
"Anc_Seaman_Powder_Monkey"	"sc_european_west"
"Anc_Servant_Mameluke"	"sc_egy_middle_east"
"Anc_Servant_Mameluke"	"sc_mideast_islamic"
"Anc_Sharpshooter"	"sc_egy_european"
"Anc_Sharpshooter"	"sc_egy_middle_east"
"Anc_Sharpshooter"	"sc_european_east"
"Anc_Sharpshooter"	"sc_european_north"
"Anc_Sharpshooter"	"sc_european_south"
"Anc_Sharpshooter"	"sc_european_west"
"Anc_Sharpshooter"	"sc_mideast_islamic"
"Anc_Shipwright"	"sc_egy_european"
"Anc_Shipwright"	"sc_european_east"
"Anc_Shipwright"	"sc_european_north"
"Anc_Shipwright"	"sc_european_south"
"Anc_Shipwright"	"sc_european_west"
"Anc_Siege_Engineer"	"sc_egy_european"
"Anc_Siege_Engineer"	"sc_european_east"
"Anc_Siege_Engineer"	"sc_european_north"
"Anc_Siege_Engineer"	"sc_european_south"
"Anc_Siege_Engineer"	"sc_european_west"
"Anc_Signals_Lieutenant"	"sc_egy_european"
"Anc_Signals_Lieutenant"	"sc_european_east"
"Anc_Signals_Lieutenant"	"sc_european_north"
"Anc_Signals_Lieutenant"	"sc_european_south"
"Anc_Signals_Lieutenant"	"sc_european_west"
"Anc_Tailor_Euro"	"sc_egy_european"
"Anc_Tailor_Euro"	"sc_european_east"
"Anc_Tailor_Euro"	"sc_european_north"
"Anc_Tailor_Euro"	"sc_european_south"
"Anc_Tailor_Euro"	"sc_european_west"
"Anc_Turkish_Bey"	"sc_egy_middle_east"
"Anc_Turkish_Bey"	"sc_mideast_islamic"
"Anc_Turkish_Jani_Admin"	"sc_egy_middle_east"
"Anc_Turkish_Jani_Admin"	"sc_mideast_islamic"
"Anc_Turkish_Jani_Com"	"sc_egy_middle_east"
"Anc_Turkish_Jani_Com"	"sc_mideast_islamic"
"Anc_Turkish_Jani_Sec"	"sc_egy_middle_east"
"Anc_Turkish_Jani_Sec"	"sc_mideast_islamic"
"Anc_Turkish_Masseur"	"sc_egy_middle_east"
"Anc_Turkish_Masseur"	"sc_mideast_islamic"
"Anc_Turkish_Pasha"	"sc_egy_middle_east"
"Anc_Turkish_Pasha"	"sc_mideast_islamic"
"Anc_Turnip"	"sc_egy_european"
"Anc_Turnip"	"sc_european_east"
"Anc_Turnip"	"sc_european_north"
"Anc_Turnip"	"sc_european_south"
"Anc_Turnip"	"sc_european_west"
"Anc_Voivode_1"	"sc_european_east"
"Anc_Voivode_2"	"sc_european_east"
"Anc_Voter"	"sc_egy_european"
"Anc_Voter"	"sc_european_west"
"Anc_Wife_Faithful"	"sc_egy_european"
"Anc_Wife_Faithful"	"sc_european_east"
"Anc_Wife_Faithful"	"sc_european_north"
"Anc_Wife_Faithful"	"sc_european_south"
"Anc_Wife_Faithful"	"sc_european_west"
"Anc_Wife_Intelligent"	"sc_egy_european"
"Anc_Wife_Intelligent"	"sc_european_east"
"Anc_Wife_Intelligent"	"sc_european_north"
"Anc_Wife_Intelligent"	"sc_european_south"
"Anc_Wife_Intelligent"	"sc_european_west"
"Anc_Wife_Malaprop"	"sc_egy_european"
"Anc_Wife_Malaprop"	"sc_european_east"
"Anc_Wife_Malaprop"	"sc_european_north"
"Anc_Wife_Malaprop"	"sc_european_south"
"Anc_Wife_Malaprop"	"sc_european_west"
"Anc_Wife_Matchmaker_Euro"	"sc_egy_european"
"Anc_Wife_Matchmaker_Euro"	"sc_european_east"
"Anc_Wife_Matchmaker_Euro"	"sc_european_north"
"Anc_Wife_Matchmaker_Euro"	"sc_european_south"
"Anc_Wife_Matchmaker_Euro"	"sc_european_west"
"Anc_Wife_Unfaithful"	"sc_egy_european"
"Anc_Wife_Unfaithful"	"sc_european_east"
"Anc_Wife_Unfaithful"	"sc_european_north"
"Anc_Wife_Unfaithful"	"sc_european_south"
"Anc_Wife_Unfaithful"	"sc_european_west"
"Ancillary_African_Servant"	"sc_egy_european"
"Ancillary_African_Servant"	"sc_european_east"
"Ancillary_African_Servant"	"sc_european_north"
"Ancillary_African_Servant"	"sc_european_south"
"Ancillary_African_Servant"	"sc_european_west"
"Ancillary_Air_Loom_Operator"	"sc_egy_european"
"Ancillary_Air_Loom_Operator"	"sc_european_east"
"Ancillary_Air_Loom_Operator"	"sc_european_north"
"Ancillary_Air_Loom_Operator"	"sc_european_south"
"Ancillary_Air_Loom_Operator"	"sc_european_west"
"Ancillary_Amazing_Wine_Cellar"	"sc_egy_european"
"Ancillary_Amazing_Wine_Cellar"	"sc_european_east"
"Ancillary_Amazing_Wine_Cellar"	"sc_european_north"
"Ancillary_Amazing_Wine_Cellar"	"sc_european_south"
"Ancillary_Amazing_Wine_Cellar"	"sc_european_west"
"Ancillary_Amusing_Cad"	"sc_egy_european"
"Ancillary_Amusing_Cad"	"sc_european_east"
"Ancillary_Amusing_Cad"	"sc_european_north"
"Ancillary_Amusing_Cad"	"sc_european_south"
"Ancillary_Amusing_Cad"	"sc_european_west"
"Ancillary_Army_ADC"	"sc_egy_european"
"Ancillary_Army_ADC"	"sc_european_east"
"Ancillary_Army_ADC"	"sc_european_north"
"Ancillary_Army_ADC"	"sc_european_south"
"Ancillary_Army_ADC"	"sc_european_west"
"Ancillary_Army_Aide_Nephew"	"sc_egy_european"
"Ancillary_Army_Aide_Nephew"	"sc_egy_middle_east"
"Ancillary_Army_Aide_Nephew"	"sc_european_east"
"Ancillary_Army_Aide_Nephew"	"sc_european_north"
"Ancillary_Army_Aide_Nephew"	"sc_european_south"
"Ancillary_Army_Aide_Nephew"	"sc_european_west"
"Ancillary_Army_Aide_Nephew"	"sc_mideast_islamic"
"Ancillary_Army_Cleric"	"sc_egy_european"
"Ancillary_Army_Cleric"	"sc_european_east"
"Ancillary_Army_Cleric"	"sc_european_north"
"Ancillary_Army_Cleric"	"sc_european_south"
"Ancillary_Army_Cleric"	"sc_european_west"
"Ancillary_Army_Drillmaster"	"sc_egy_european"
"Ancillary_Army_Drillmaster"	"sc_european_east"
"Ancillary_Army_Drillmaster"	"sc_european_north"
"Ancillary_Army_Drillmaster"	"sc_european_south"
"Ancillary_Army_Drillmaster"	"sc_european_west"
"Ancillary_Army_European_Turncoat"	"sc_egy_middle_east"
"Ancillary_Army_European_Turncoat"	"sc_mideast_islamic"
"Ancillary_Army_Exploring_Officer"	"sc_egy_european"
"Ancillary_Army_Exploring_Officer"	"sc_european_east"
"Ancillary_Army_Exploring_Officer"	"sc_european_north"
"Ancillary_Army_Exploring_Officer"	"sc_european_south"
"Ancillary_Army_Exploring_Officer"	"sc_european_west"
"Ancillary_Army_Galloper"	"sc_egy_european"
"Ancillary_Army_Galloper"	"sc_european_east"
"Ancillary_Army_Galloper"	"sc_european_north"
"Ancillary_Army_Galloper"	"sc_european_south"
"Ancillary_Army_Galloper"	"sc_european_west"
"Ancillary_Army_Hagiographer"	"sc_egy_european"
"Ancillary_Army_Hagiographer"	"sc_european_east"
"Ancillary_Army_Hagiographer"	"sc_european_north"
"Ancillary_Army_Hagiographer"	"sc_european_south"
"Ancillary_Army_Hagiographer"	"sc_european_west"
"Ancillary_Army_Merc_Artilleryman"	"sc_egy_european"
"Ancillary_Army_Merc_Artilleryman"	"sc_egy_middle_east"
"Ancillary_Army_Merc_Artilleryman"	"sc_european_east"
"Ancillary_Army_Merc_Artilleryman"	"sc_european_north"
"Ancillary_Army_Merc_Artilleryman"	"sc_european_south"
"Ancillary_Army_Merc_Artilleryman"	"sc_european_west"
"Ancillary_Army_Merc_Artilleryman"	"sc_mideast_islamic"
"Ancillary_Army_Merc_Cavalryman"	"sc_egy_european"
"Ancillary_Army_Merc_Cavalryman"	"sc_egy_middle_east"
"Ancillary_Army_Merc_Cavalryman"	"sc_european_east"
"Ancillary_Army_Merc_Cavalryman"	"sc_european_north"
"Ancillary_Army_Merc_Cavalryman"	"sc_european_south"
"Ancillary_Army_Merc_Cavalryman"	"sc_european_west"
"Ancillary_Army_Merc_Cavalryman"	"sc_mideast_islamic"
"Ancillary_Army_Merc_Infantryman"	"sc_egy_european"
"Ancillary_Army_Merc_Infantryman"	"sc_egy_middle_east"
"Ancillary_Army_Merc_Infantryman"	"sc_european_east"
"Ancillary_Army_Merc_Infantryman"	"sc_european_north"
"Ancillary_Army_Merc_Infantryman"	"sc_european_south"
"Ancillary_Army_Merc_Infantryman"	"sc_european_west"
"Ancillary_Army_Merc_Infantryman"	"sc_mideast_islamic"
"Ancillary_Army_Military_Artist"	"sc_egy_european"
"Ancillary_Army_Military_Artist"	"sc_european_east"
"Ancillary_Army_Military_Artist"	"sc_european_north"
"Ancillary_Army_Military_Artist"	"sc_european_south"
"Ancillary_Army_Military_Artist"	"sc_european_west"
"Ancillary_Army_Military_Surveyor"	"sc_egy_european"
"Ancillary_Army_Military_Surveyor"	"sc_egy_middle_east"
"Ancillary_Army_Military_Surveyor"	"sc_european_east"
"Ancillary_Army_Military_Surveyor"	"sc_european_north"
"Ancillary_Army_Military_Surveyor"	"sc_european_south"
"Ancillary_Army_Military_Surveyor"	"sc_european_west"
"Ancillary_Army_Military_Surveyor"	"sc_mideast_islamic"
"Ancillary_Army_Ottoman_Turncoat"	"sc_egy_european"
"Ancillary_Army_Ottoman_Turncoat"	"sc_european_east"
"Ancillary_Army_Ottoman_Turncoat"	"sc_european_north"
"Ancillary_Army_Ottoman_Turncoat"	"sc_european_south"
"Ancillary_Army_Ottoman_Turncoat"	"sc_european_west"
"Ancillary_Army_Pox_Doctor"	"sc_egy_european"
"Ancillary_Army_Pox_Doctor"	"sc_european_east"
"Ancillary_Army_Pox_Doctor"	"sc_european_north"
"Ancillary_Army_Pox_Doctor"	"sc_european_south"
"Ancillary_Army_Pox_Doctor"	"sc_european_west"
"Ancillary_Army_Quartermaster"	"sc_egy_european"
"Ancillary_Army_Quartermaster"	"sc_european_east"
"Ancillary_Army_Quartermaster"	"sc_european_north"
"Ancillary_Army_Quartermaster"	"sc_european_south"
"Ancillary_Army_Quartermaster"	"sc_european_west"
"Ancillary_Army_Surgeon"	"sc_egy_european"
"Ancillary_Army_Surgeon"	"sc_egy_middle_east"
"Ancillary_Army_Surgeon"	"sc_european_east"
"Ancillary_Army_Surgeon"	"sc_european_north"
"Ancillary_Army_Surgeon"	"sc_european_south"
"Ancillary_Army_Surgeon"	"sc_european_west"
"Ancillary_Army_Surgeon"	"sc_mideast_islamic"
"Ancillary_Army_Waggonmaster"	"sc_egy_european"
"Ancillary_Army_Waggonmaster"	"sc_egy_middle_east"
"Ancillary_Army_Waggonmaster"	"sc_european_east"
"Ancillary_Army_Waggonmaster"	"sc_european_north"
"Ancillary_Army_Waggonmaster"	"sc_european_south"
"Ancillary_Army_Waggonmaster"	"sc_european_west"
"Ancillary_Army_Waggonmaster"	"sc_mideast_islamic"
"Ancillary_Artillery_Expert"	"sc_egy_european"
"Ancillary_Artillery_Expert"	"sc_egy_middle_east"
"Ancillary_Artillery_Expert"	"sc_european_east"
"Ancillary_Artillery_Expert"	"sc_european_north"
"Ancillary_Artillery_Expert"	"sc_european_south"
"Ancillary_Artillery_Expert"	"sc_european_west"
"Ancillary_Artillery_Expert"	"sc_mideast_islamic"
"Ancillary_Barber"	"sc_egy_european"
"Ancillary_Barber"	"sc_egy_middle_east"
"Ancillary_Barber"	"sc_european_east"
"Ancillary_Barber"	"sc_european_north"
"Ancillary_Barber"	"sc_european_south"
"Ancillary_Barber"	"sc_european_west"
"Ancillary_Barber"	"sc_mideast_islamic"
"Ancillary_Bodysnatcher"	"sc_egy_european"
"Ancillary_Bodysnatcher"	"sc_european_east"
"Ancillary_Bodysnatcher"	"sc_european_north"
"Ancillary_Bodysnatcher"	"sc_european_south"
"Ancillary_Bodysnatcher"	"sc_european_west"
"Ancillary_Boxer"	"sc_egy_european"
"Ancillary_Boxer"	"sc_european_east"
"Ancillary_Boxer"	"sc_european_north"
"Ancillary_Boxer"	"sc_european_south"
"Ancillary_Boxer"	"sc_european_west"
"Ancillary_Duelling_Hidalgo_Fop"	"sc_european_south"
"Ancillary_Duelling_Minx"	"sc_egy_european"
"Ancillary_Duelling_Minx"	"sc_european_east"
"Ancillary_Duelling_Minx"	"sc_european_north"
"Ancillary_Duelling_Minx"	"sc_european_south"
"Ancillary_Duelling_Minx"	"sc_european_west"
"Ancillary_Duelling_Pistols"	"sc_egy_european"
"Ancillary_Duelling_Pistols"	"sc_european_east"
"Ancillary_Duelling_Pistols"	"sc_european_north"
"Ancillary_Duelling_Pistols"	"sc_european_south"
"Ancillary_Duelling_Pistols"	"sc_european_west"
"Ancillary_Duelling_Pistols_Manton"	"sc_egy_european"
"Ancillary_Duelling_Pistols_Manton"	"sc_european_east"
"Ancillary_Duelling_Pistols_Manton"	"sc_european_north"
"Ancillary_Duelling_Pistols_Manton"	"sc_european_south"
"Ancillary_Duelling_Pistols_Manton"	"sc_european_west"
"Ancillary_Foodtaster"	"sc_egy_middle_east"
"Ancillary_Foodtaster"	"sc_mideast_islamic"
"Ancillary_Garden_Hermit"	"sc_egy_european"
"Ancillary_Garden_Hermit"	"sc_european_east"
"Ancillary_Garden_Hermit"	"sc_european_north"
"Ancillary_Garden_Hermit"	"sc_european_south"
"Ancillary_Garden_Hermit"	"sc_european_west"
"Ancillary_Government_Architect"	"sc_egy_european"
"Ancillary_Government_Architect"	"sc_egy_middle_east"
"Ancillary_Government_Architect"	"sc_european_east"
"Ancillary_Government_Architect"	"sc_european_north"
"Ancillary_Government_Architect"	"sc_european_south"
"Ancillary_Government_Architect"	"sc_european_west"
"Ancillary_Government_Architect"	"sc_mideast_islamic"
"Ancillary_Government_Comptroller"	"sc_egy_european"
"Ancillary_Government_Comptroller"	"sc_european_east"
"Ancillary_Government_Comptroller"	"sc_european_north"
"Ancillary_Government_Comptroller"	"sc_european_south"
"Ancillary_Government_Comptroller"	"sc_european_west"
"Ancillary_Government_Controller"	"sc_egy_european"
"Ancillary_Government_Controller"	"sc_egy_middle_east"
"Ancillary_Government_Controller"	"sc_european_east"
"Ancillary_Government_Controller"	"sc_european_north"
"Ancillary_Government_Controller"	"sc_european_south"
"Ancillary_Government_Controller"	"sc_european_west"
"Ancillary_Government_Controller"	"sc_mideast_islamic"
"Ancillary_Government_Crimper"	"sc_egy_european"
"Ancillary_Government_Crimper"	"sc_european_east"
"Ancillary_Government_Crimper"	"sc_european_north"
"Ancillary_Government_Crimper"	"sc_european_south"
"Ancillary_Government_Crimper"	"sc_european_west"
"Ancillary_Government_Cypher"	"sc_egy_european"
"Ancillary_Government_Cypher"	"sc_egy_middle_east"
"Ancillary_Government_Cypher"	"sc_european_east"
"Ancillary_Government_Cypher"	"sc_european_north"
"Ancillary_Government_Cypher"	"sc_european_south"
"Ancillary_Government_Cypher"	"sc_european_west"
"Ancillary_Government_Cypher"	"sc_mideast_islamic"
"Ancillary_Government_Executioner_Nasty"	"sc_egy_middle_east"
"Ancillary_Government_Executioner_Nasty"	"sc_mideast_islamic"
"Ancillary_Government_Guardian"	"sc_egy_middle_east"
"Ancillary_Government_Guardian"	"sc_mideast_islamic"
"Ancillary_Government_Secret_Policeman"	"sc_egy_european"
"Ancillary_Government_Secret_Policeman"	"sc_egy_middle_east"
"Ancillary_Government_Secret_Policeman"	"sc_european_east"
"Ancillary_Government_Secret_Policeman"	"sc_european_north"
"Ancillary_Government_Secret_Policeman"	"sc_european_south"
"Ancillary_Government_Secret_Policeman"	"sc_european_west"
"Ancillary_Government_Secret_Policeman"	"sc_mideast_islamic"
"Ancillary_Government_Secretary_Efficient"	"sc_egy_european"
"Ancillary_Government_Secretary_Efficient"	"sc_egy_middle_east"
"Ancillary_Government_Secretary_Efficient"	"sc_european_east"
"Ancillary_Government_Secretary_Efficient"	"sc_european_north"
"Ancillary_Government_Secretary_Efficient"	"sc_european_south"
"Ancillary_Government_Secretary_Efficient"	"sc_european_west"
"Ancillary_Government_Secretary_Efficient"	"sc_mideast_islamic"
"Ancillary_Government_Secretary_Gobby"	"sc_egy_european"
"Ancillary_Government_Secretary_Gobby"	"sc_egy_middle_east"
"Ancillary_Government_Secretary_Gobby"	"sc_european_east"
"Ancillary_Government_Secretary_Gobby"	"sc_european_north"
"Ancillary_Government_Secretary_Gobby"	"sc_european_south"
"Ancillary_Government_Secretary_Gobby"	"sc_european_west"
"Ancillary_Government_Secretary_Gobby"	"sc_mideast_islamic"
"Ancillary_Government_Spymaster"	"sc_egy_european"
"Ancillary_Government_Spymaster"	"sc_egy_middle_east"
"Ancillary_Government_Spymaster"	"sc_european_east"
"Ancillary_Government_Spymaster"	"sc_european_north"
"Ancillary_Government_Spymaster"	"sc_european_south"
"Ancillary_Government_Spymaster"	"sc_european_west"
"Ancillary_Government_Spymaster"	"sc_mideast_islamic"
"Ancillary_Government_Thieftaker"	"sc_egy_european"
"Ancillary_Government_Thieftaker"	"sc_european_east"
"Ancillary_Government_Thieftaker"	"sc_european_north"
"Ancillary_Government_Thieftaker"	"sc_european_south"
"Ancillary_Government_Thieftaker"	"sc_european_west"
"Ancillary_Government_Vampire_Hunter"	"sc_european_east"
"Ancillary_Government_Vampire_Hunter"	"sc_european_west"
"Ancillary_Government_Wrestler"	"sc_egy_middle_east"
"Ancillary_Government_Wrestler"	"sc_mideast_islamic"
"Ancillary_Great_Composer"	"sc_egy_european"
"Ancillary_Great_Composer"	"sc_european_east"
"Ancillary_Great_Composer"	"sc_european_north"
"Ancillary_Great_Composer"	"sc_european_south"
"Ancillary_Great_Composer"	"sc_european_west"
"Ancillary_Grizzly_Adams"	"sc_european_america"
"Ancillary_Grizzly_Adams"	"sc_european_south"
"Ancillary_Historian"	"sc_egy_european"
"Ancillary_Historian"	"sc_egy_middle_east"
"Ancillary_Historian"	"sc_european_east"
"Ancillary_Historian"	"sc_european_north"
"Ancillary_Historian"	"sc_european_south"
"Ancillary_Historian"	"sc_european_west"
"Ancillary_Historian"	"sc_mideast_islamic"
"Ancillary_Inventive_Genius_Astronomer"	"sc_egy_european"
"Ancillary_Inventive_Genius_Astronomer"	"sc_european_east"
"Ancillary_Inventive_Genius_Astronomer"	"sc_european_north"
"Ancillary_Inventive_Genius_Astronomer"	"sc_european_south"
"Ancillary_Inventive_Genius_Astronomer"	"sc_european_west"
"Ancillary_Inventive_Genius_Loony"	"sc_egy_european"
"Ancillary_Inventive_Genius_Loony"	"sc_european_east"
"Ancillary_Inventive_Genius_Loony"	"sc_european_north"
"Ancillary_Inventive_Genius_Loony"	"sc_european_south"
"Ancillary_Inventive_Genius_Loony"	"sc_european_west"
"Ancillary_Inventive_Genius_Mill_Worker"	"sc_egy_european"
"Ancillary_Inventive_Genius_Mill_Worker"	"sc_european_east"
"Ancillary_Inventive_Genius_Mill_Worker"	"sc_european_north"
"Ancillary_Inventive_Genius_Mill_Worker"	"sc_european_south"
"Ancillary_Inventive_Genius_Mill_Worker"	"sc_european_west"
"Ancillary_Justice_Witness"	"sc_egy_european"
"Ancillary_Justice_Witness"	"sc_european_east"
"Ancillary_Justice_Witness"	"sc_european_north"
"Ancillary_Justice_Witness"	"sc_european_south"
"Ancillary_Justice_Witness"	"sc_european_west"
"Ancillary_Landscape_Gardener"	"sc_egy_european"
"Ancillary_Landscape_Gardener"	"sc_european_east"
"Ancillary_Landscape_Gardener"	"sc_european_north"
"Ancillary_Landscape_Gardener"	"sc_european_south"
"Ancillary_Landscape_Gardener"	"sc_european_west"
"Ancillary_Madman"	"sc_egy_european"
"Ancillary_Madman"	"sc_european_east"
"Ancillary_Madman"	"sc_european_north"
"Ancillary_Madman"	"sc_european_south"
"Ancillary_Madman"	"sc_european_west"
"Ancillary_Master_of_Lunacy"	"sc_egy_european"
"Ancillary_Master_of_Lunacy"	"sc_european_east"
"Ancillary_Master_of_Lunacy"	"sc_european_north"
"Ancillary_Master_of_Lunacy"	"sc_european_south"
"Ancillary_Master_of_Lunacy"	"sc_european_west"
"Ancillary_Merchant_Corn_Factor"	"sc_egy_european"
"Ancillary_Merchant_Corn_Factor"	"sc_european_east"
"Ancillary_Merchant_Corn_Factor"	"sc_european_north"
"Ancillary_Merchant_Corn_Factor"	"sc_european_south"
"Ancillary_Merchant_Corn_Factor"	"sc_european_west"
"Ancillary_Military_Riding_Master"	"sc_european_east"
"Ancillary_Military_Riding_Master"	"sc_european_west"
"Ancillary_Mistress_Actress"	"sc_egy_european"
"Ancillary_Mistress_Actress"	"sc_european_east"
"Ancillary_Mistress_Actress"	"sc_european_north"
"Ancillary_Mistress_Actress"	"sc_european_south"
"Ancillary_Mistress_Actress"	"sc_european_west"
"Ancillary_Mistress_Circassian"	"sc_egy_middle_east"
"Ancillary_Mistress_Circassian"	"sc_mideast_islamic"
"Ancillary_Mistress_Common_Floozy"	"sc_egy_european"
"Ancillary_Mistress_Common_Floozy"	"sc_european_east"
"Ancillary_Mistress_Common_Floozy"	"sc_european_north"
"Ancillary_Mistress_Common_Floozy"	"sc_european_south"
"Ancillary_Mistress_Common_Floozy"	"sc_european_west"
"Ancillary_Mistress_Gorgeous"	"sc_egy_european"
"Ancillary_Mistress_Gorgeous"	"sc_european_east"
"Ancillary_Mistress_Gorgeous"	"sc_european_north"
"Ancillary_Mistress_Gorgeous"	"sc_european_south"
"Ancillary_Mistress_Gorgeous"	"sc_european_west"
"Ancillary_Mistress_Molly"	"sc_egy_european"
"Ancillary_Mistress_Molly"	"sc_european_east"
"Ancillary_Mistress_Molly"	"sc_european_north"
"Ancillary_Mistress_Molly"	"sc_european_south"
"Ancillary_Mistress_Molly"	"sc_european_west"
"Ancillary_Mistress_Noble"	"sc_egy_european"
"Ancillary_Mistress_Noble"	"sc_european_east"
"Ancillary_Mistress_Noble"	"sc_european_north"
"Ancillary_Mistress_Noble"	"sc_european_south"
"Ancillary_Mistress_Noble"	"sc_european_west"
"Ancillary_Mistress_Spycatcher_Lady"	"sc_egy_european"
"Ancillary_Mistress_Spycatcher_Lady"	"sc_european_east"
"Ancillary_Mistress_Spycatcher_Lady"	"sc_european_north"
"Ancillary_Mistress_Spycatcher_Lady"	"sc_european_south"
"Ancillary_Mistress_Spycatcher_Lady"	"sc_european_west"
"Ancillary_Mistress_Spymistress"	"sc_egy_european"
"Ancillary_Mistress_Spymistress"	"sc_european_east"
"Ancillary_Mistress_Spymistress"	"sc_european_north"
"Ancillary_Mistress_Spymistress"	"sc_european_south"
"Ancillary_Mistress_Spymistress"	"sc_european_west"
"Ancillary_Mystic_Mysterious"	"sc_egy_european"
"Ancillary_Mystic_Mysterious"	"sc_european_east"
"Ancillary_Mystic_Mysterious"	"sc_european_north"
"Ancillary_Mystic_Mysterious"	"sc_european_south"
"Ancillary_Mystic_Mysterious"	"sc_european_west"
"Ancillary_Mystic_Useful"	"sc_egy_middle_east"
"Ancillary_Mystic_Useful"	"sc_mideast_islamic"
"Ancillary_Navy_Cleric"	"sc_egy_european"
"Ancillary_Navy_Cleric"	"sc_european_east"
"Ancillary_Navy_Cleric"	"sc_european_north"
"Ancillary_Navy_Cleric"	"sc_european_south"
"Ancillary_Navy_Cleric"	"sc_european_west"
"Ancillary_Navy_Flag_Lieutenant"	"sc_egy_european"
"Ancillary_Navy_Flag_Lieutenant"	"sc_european_east"
"Ancillary_Navy_Flag_Lieutenant"	"sc_european_north"
"Ancillary_Navy_Flag_Lieutenant"	"sc_european_south"
"Ancillary_Navy_Flag_Lieutenant"	"sc_european_west"
"Ancillary_Navy_Merc_Sea_Captain"	"sc_egy_european"
"Ancillary_Navy_Merc_Sea_Captain"	"sc_egy_middle_east"
"Ancillary_Navy_Merc_Sea_Captain"	"sc_european_east"
"Ancillary_Navy_Merc_Sea_Captain"	"sc_european_north"
"Ancillary_Navy_Merc_Sea_Captain"	"sc_european_south"
"Ancillary_Navy_Merc_Sea_Captain"	"sc_european_west"
"Ancillary_Navy_Merc_Sea_Captain"	"sc_mideast_islamic"
"Ancillary_Navy_Naval_Architect"	"sc_egy_european"
"Ancillary_Navy_Naval_Architect"	"sc_european_east"
"Ancillary_Navy_Naval_Architect"	"sc_european_north"
"Ancillary_Navy_Naval_Architect"	"sc_european_south"
"Ancillary_Navy_Naval_Architect"	"sc_european_west"
"Ancillary_Navy_Naval_Surveryor"	"sc_egy_european"
"Ancillary_Navy_Naval_Surveryor"	"sc_european_east"
"Ancillary_Navy_Naval_Surveryor"	"sc_european_north"
"Ancillary_Navy_Naval_Surveryor"	"sc_european_south"
"Ancillary_Navy_Naval_Surveryor"	"sc_european_west"
"Ancillary_Navy_Prize_Agent_Good"	"sc_egy_european"
"Ancillary_Navy_Prize_Agent_Good"	"sc_european_east"
"Ancillary_Navy_Prize_Agent_Good"	"sc_european_north"
"Ancillary_Navy_Prize_Agent_Good"	"sc_european_south"
"Ancillary_Navy_Prize_Agent_Good"	"sc_european_west"
"Ancillary_Navy_Purser"	"sc_egy_european"
"Ancillary_Navy_Purser"	"sc_european_east"
"Ancillary_Navy_Purser"	"sc_european_north"
"Ancillary_Navy_Purser"	"sc_european_south"
"Ancillary_Navy_Purser"	"sc_european_west"
"Ancillary_Navy_Sailing_Master"	"sc_egy_european"
"Ancillary_Navy_Sailing_Master"	"sc_european_east"
"Ancillary_Navy_Sailing_Master"	"sc_european_north"
"Ancillary_Navy_Sailing_Master"	"sc_european_south"
"Ancillary_Navy_Sailing_Master"	"sc_european_west"
"Ancillary_Navy_Surgeon"	"sc_egy_european"
"Ancillary_Navy_Surgeon"	"sc_egy_middle_east"
"Ancillary_Navy_Surgeon"	"sc_european_america"
"Ancillary_Navy_Surgeon"	"sc_european_east"
"Ancillary_Navy_Surgeon"	"sc_european_north"
"Ancillary_Navy_Surgeon"	"sc_european_south"
"Ancillary_Navy_Surgeon"	"sc_european_west"
"Ancillary_Navy_Surgeon"	"sc_indian_hindu"
"Ancillary_Navy_Surgeon"	"sc_indian_islamic"
"Ancillary_Navy_Surgeon"	"sc_indian_sikh"
"Ancillary_Navy_Surgeon"	"sc_mideast_islamic"
"Ancillary_Navy_Watch"	"sc_egy_european"
"Ancillary_Navy_Watch"	"sc_european_america"
"Ancillary_Navy_Watch"	"sc_european_east"
"Ancillary_Navy_Watch"	"sc_european_north"
"Ancillary_Navy_Watch"	"sc_european_south"
"Ancillary_Navy_Watch"	"sc_european_west"
"Ancillary_Numismatist"	"sc_egy_european"
"Ancillary_Numismatist"	"sc_egy_middle_east"
"Ancillary_Numismatist"	"sc_european_america"
"Ancillary_Numismatist"	"sc_european_east"
"Ancillary_Numismatist"	"sc_european_north"
"Ancillary_Numismatist"	"sc_european_south"
"Ancillary_Numismatist"	"sc_european_west"
"Ancillary_Numismatist"	"sc_indian_hindu"
