version 1, schema unit_regiment_names_tables
Regiment_Name(string)	Unit_x0020_Class(string)	unknown2(string)	unknown3(int)
"names_english"	"infantry_elite"	"euro_infantry_units_204"	43
"names_english"	"infantry_elite"	"euro_infantry_units_205"	44
"names_english"	"infantry_elite"	"euro_infantry_units_206"	45
"names_english"	"infantry_elite"	"euro_infantry_units_207"	46
"names_english"	"infantry_elite"	"euro_infantry_units_208"	47
"names_english"	"infantry_elite"	"euro_infantry_units_209"	48
"names_english"	"infantry_elite"	"euro_infantry_units_210"	49
"names_english"	"infantry_elite"	"euro_infantry_units_211"	50
"names_english"	"infantry_elite"	"euro_infantry_units_212"	-1
"names_english"	"infantry_grenadiers"	"euro_grenadiers_001"	1
"names_english"	"infantry_grenadiers"	"euro_grenadiers_002"	2
"names_english"	"infantry_grenadiers"	"euro_grenadiers_003"	3
"names_english"	"infantry_grenadiers"	"euro_grenadiers_004"	4
"names_english"	"infantry_grenadiers"	"euro_grenadiers_005"	5
"names_english"	"infantry_grenadiers"	"euro_grenadiers_006"	6
"names_english"	"infantry_grenadiers"	"euro_grenadiers_007"	7
"names_english"	"infantry_grenadiers"	"euro_grenadiers_008"	8
"names_english"	"infantry_grenadiers"	"euro_grenadiers_009"	9
"names_english"	"infantry_grenadiers"	"euro_grenadiers_010"	10
"names_english"	"infantry_grenadiers"	"euro_grenadiers_011"	11
"names_english"	"infantry_grenadiers"	"euro_grenadiers_012"	12
"names_english"	"infantry_grenadiers"	"euro_grenadiers_013"	13
"names_english"	"infantry_grenadiers"	"euro_grenadiers_014"	14
"names_english"	"infantry_grenadiers"	"euro_grenadiers_015"	15
"names_english"	"infantry_grenadiers"	"euro_grenadiers_016"	16
"names_english"	"infantry_grenadiers"	"euro_grenadiers_017"	17
"names_english"	"infantry_grenadiers"	"euro_grenadiers_018"	18
"names_english"	"infantry_grenadiers"	"euro_grenadiers_019"	19
"names_english"	"infantry_grenadiers"	"euro_grenadiers_020"	20
"names_english"	"infantry_grenadiers"	"euro_grenadiers_021"	21
"names_english"	"infantry_grenadiers"	"euro_grenadiers_022"	22
"names_english"	"infantry_grenadiers"	"euro_grenadiers_023"	23
"names_english"	"infantry_grenadiers"	"euro_grenadiers_024"	24
"names_english"	"infantry_grenadiers"	"euro_grenadiers_025"	25
"names_english"	"infantry_grenadiers"	"euro_grenadiers_026"	26
"names_english"	"infantry_grenadiers"	"euro_grenadiers_027"	27
"names_english"	"infantry_grenadiers"	"euro_grenadiers_028"	28
"names_english"	"infantry_grenadiers"	"euro_grenadiers_029"	29
"names_english"	"infantry_grenadiers"	"euro_grenadiers_030"	30
"names_english"	"infantry_grenadiers"	"euro_grenadiers_031"	-1
"names_english"	"infantry_irregulars"	"euro_irregulars_001"	-1
"names_english"	"infantry_light"	"euro_light_foot_001"	1
"names_english"	"infantry_light"	"euro_light_foot_002"	2
"names_english"	"infantry_light"	"euro_light_foot_003"	3
"names_english"	"infantry_light"	"euro_light_foot_004"	4
"names_english"	"infantry_light"	"euro_light_foot_005"	5
"names_english"	"infantry_light"	"euro_light_foot_006"	6
"names_english"	"infantry_light"	"euro_light_foot_007"	7
"names_english"	"infantry_light"	"euro_light_foot_008"	8
"names_english"	"infantry_light"	"euro_light_foot_009"	9
"names_english"	"infantry_light"	"euro_light_foot_010"	10
"names_english"	"infantry_light"	"euro_light_foot_011"	11
"names_english"	"infantry_light"	"euro_light_foot_012"	12
"names_english"	"infantry_light"	"euro_light_foot_013"	13
"names_english"	"infantry_light"	"euro_light_foot_014"	14
"names_english"	"infantry_light"	"euro_light_foot_015"	15
"names_english"	"infantry_light"	"euro_light_foot_016"	16
"names_english"	"infantry_light"	"euro_light_foot_017"	17
"names_english"	"infantry_light"	"euro_light_foot_018"	18
"names_english"	"infantry_light"	"euro_light_foot_019"	19
"names_english"	"infantry_light"	"euro_light_foot_020"	20
"names_english"	"infantry_light"	"euro_light_foot_021"	21
"names_english"	"infantry_light"	"euro_light_foot_022"	22
"names_english"	"infantry_light"	"euro_light_foot_023"	23
"names_english"	"infantry_light"	"euro_light_foot_024"	24
"names_english"	"infantry_light"	"euro_light_foot_025"	25
"names_english"	"infantry_light"	"euro_light_foot_026"	26
"names_english"	"infantry_light"	"euro_light_foot_027"	27
"names_english"	"infantry_light"	"euro_light_foot_028"	28
"names_english"	"infantry_light"	"euro_light_foot_029"	29
"names_english"	"infantry_light"	"euro_light_foot_030"	30
"names_english"	"infantry_light"	"euro_light_foot_031"	31
"names_english"	"infantry_light"	"euro_light_foot_032"	32
"names_english"	"infantry_light"	"euro_light_foot_033"	33
"names_english"	"infantry_light"	"euro_light_foot_034"	34
"names_english"	"infantry_light"	"euro_light_foot_035"	35
"names_english"	"infantry_light"	"euro_light_foot_036"	36
"names_english"	"infantry_light"	"euro_light_foot_037"	37
"names_english"	"infantry_light"	"euro_light_foot_038"	38
"names_english"	"infantry_light"	"euro_light_foot_039"	39
"names_english"	"infantry_light"	"euro_light_foot_040"	40
"names_english"	"infantry_light"	"euro_light_foot_041"	-1
"names_english"	"infantry_line"	"euro_infantry_units_001"	1
"names_english"	"infantry_line"	"euro_infantry_units_002"	2
"names_english"	"infantry_line"	"euro_infantry_units_003"	3
"names_english"	"infantry_line"	"euro_infantry_units_004"	4
"names_english"	"infantry_line"	"euro_infantry_units_005"	5
"names_english"	"infantry_line"	"euro_infantry_units_006"	6
"names_english"	"infantry_line"	"euro_infantry_units_007"	7
"names_english"	"infantry_line"	"euro_infantry_units_008"	8
"names_english"	"infantry_line"	"euro_infantry_units_009"	9
"names_english"	"infantry_line"	"euro_infantry_units_010"	10
"names_english"	"infantry_line"	"euro_infantry_units_011"	11
"names_english"	"infantry_line"	"euro_infantry_units_012"	12
"names_english"	"infantry_line"	"euro_infantry_units_013"	13
"names_english"	"infantry_line"	"euro_infantry_units_014"	14
"names_english"	"infantry_line"	"euro_infantry_units_015"	15
"names_english"	"infantry_line"	"euro_infantry_units_016"	16
"names_english"	"infantry_line"	"euro_infantry_units_017"	17
"names_english"	"infantry_line"	"euro_infantry_units_018"	18
"names_english"	"infantry_line"	"euro_infantry_units_019"	19
"names_english"	"infantry_line"	"euro_infantry_units_020"	20
"names_english"	"infantry_line"	"euro_infantry_units_021"	21
"names_english"	"infantry_line"	"euro_infantry_units_022"	22
"names_english"	"infantry_line"	"euro_infantry_units_023"	23
"names_english"	"infantry_line"	"euro_infantry_units_024"	24
"names_english"	"infantry_line"	"euro_infantry_units_025"	25
"names_english"	"infantry_line"	"euro_infantry_units_026"	26
"names_english"	"infantry_line"	"euro_infantry_units_027"	27
"names_english"	"infantry_line"	"euro_infantry_units_028"	28
"names_english"	"infantry_line"	"euro_infantry_units_029"	29
"names_english"	"infantry_line"	"euro_infantry_units_030"	30
"names_english"	"infantry_line"	"euro_infantry_units_031"	31
"names_english"	"infantry_line"	"euro_infantry_units_032"	32
"names_english"	"infantry_line"	"euro_infantry_units_033"	33
"names_english"	"infantry_line"	"euro_infantry_units_034"	34
"names_english"	"infantry_line"	"euro_infantry_units_035"	35
"names_english"	"infantry_line"	"euro_infantry_units_036"	36
"names_english"	"infantry_line"	"euro_infantry_units_037"	37
"names_english"	"infantry_line"	"euro_infantry_units_038"	38
"names_english"	"infantry_line"	"euro_infantry_units_039"	39
"names_english"	"infantry_line"	"euro_infantry_units_040"	40
"names_english"	"infantry_line"	"euro_infantry_units_041"	41
"names_english"	"infantry_line"	"euro_infantry_units_042"	42
"names_english"	"infantry_line"	"euro_infantry_units_043"	43
"names_english"	"infantry_line"	"euro_infantry_units_044"	44
"names_english"	"infantry_line"	"euro_infantry_units_045"	45
"names_english"	"infantry_line"	"euro_infantry_units_046"	46
"names_english"	"infantry_line"	"euro_infantry_units_047"	47
"names_english"	"infantry_line"	"euro_infantry_units_048"	48
"names_english"	"infantry_line"	"euro_infantry_units_049"	49
"names_english"	"infantry_line"	"euro_infantry_units_050"	50
"names_english"	"infantry_line"	"euro_infantry_units_051"	51
"names_english"	"infantry_line"	"euro_infantry_units_052"	52
"names_english"	"infantry_line"	"euro_infantry_units_053"	53
"names_english"	"infantry_line"	"euro_infantry_units_054"	54
"names_english"	"infantry_line"	"euro_infantry_units_055"	55
"names_english"	"infantry_line"	"euro_infantry_units_056"	56
"names_english"	"infantry_line"	"euro_infantry_units_057"	57
"names_english"	"infantry_line"	"euro_infantry_units_058"	58
"names_english"	"infantry_line"	"euro_infantry_units_059"	59
"names_english"	"infantry_line"	"euro_infantry_units_060"	60
"names_english"	"infantry_line"	"euro_infantry_units_061"	61
"names_english"	"infantry_line"	"euro_infantry_units_062"	62
"names_english"	"infantry_line"	"euro_infantry_units_063"	63
"names_english"	"infantry_line"	"euro_infantry_units_064"	64
"names_english"	"infantry_line"	"euro_infantry_units_065"	65
"names_english"	"infantry_line"	"euro_infantry_units_066"	66
"names_english"	"infantry_line"	"euro_infantry_units_067"	67
"names_english"	"infantry_line"	"euro_infantry_units_068"	68
"names_english"	"infantry_line"	"euro_infantry_units_069"	69
"names_english"	"infantry_line"	"euro_infantry_units_070"	70
"names_english"	"infantry_line"	"euro_infantry_units_071"	71
"names_english"	"infantry_line"	"euro_infantry_units_072"	72
"names_english"	"infantry_line"	"euro_infantry_units_073"	73
"names_english"	"infantry_line"	"euro_infantry_units_074"	74
"names_english"	"infantry_line"	"euro_infantry_units_075"	75
"names_english"	"infantry_line"	"euro_infantry_units_076"	76
"names_english"	"infantry_line"	"euro_infantry_units_077"	77
"names_english"	"infantry_line"	"euro_infantry_units_078"	78
"names_english"	"infantry_line"	"euro_infantry_units_079"	79
"names_english"	"infantry_line"	"euro_infantry_units_080"	80
"names_english"	"infantry_line"	"euro_infantry_units_081"	81
"names_english"	"infantry_line"	"euro_infantry_units_082"	82
"names_english"	"infantry_line"	"euro_infantry_units_083"	83
"names_english"	"infantry_line"	"euro_infantry_units_084"	84
"names_english"	"infantry_line"	"euro_infantry_units_085"	85
"names_english"	"infantry_line"	"euro_infantry_units_086"	86
"names_english"	"infantry_line"	"euro_infantry_units_087"	87
"names_english"	"infantry_line"	"euro_infantry_units_088"	88
"names_english"	"infantry_line"	"euro_infantry_units_089"	89
"names_english"	"infantry_line"	"euro_infantry_units_090"	90
"names_english"	"infantry_line"	"euro_infantry_units_091"	91
"names_english"	"infantry_line"	"euro_infantry_units_092"	92
"names_english"	"infantry_line"	"euro_infantry_units_093"	93
"names_english"	"infantry_line"	"euro_infantry_units_094"	94
"names_english"	"infantry_line"	"euro_infantry_units_095"	95
"names_english"	"infantry_line"	"euro_infantry_units_096"	96
"names_english"	"infantry_line"	"euro_infantry_units_097"	97
"names_english"	"infantry_line"	"euro_infantry_units_098"	98
"names_english"	"infantry_line"	"euro_infantry_units_099"	99
"names_english"	"infantry_line"	"euro_infantry_units_100"	100
"names_english"	"infantry_line"	"euro_infantry_units_101"	101
"names_english"	"infantry_line"	"euro_infantry_units_102"	102
"names_english"	"infantry_line"	"euro_infantry_units_103"	103
"names_english"	"infantry_line"	"euro_infantry_units_104"	104
"names_english"	"infantry_line"	"euro_infantry_units_105"	105
"names_english"	"infantry_line"	"euro_infantry_units_106"	106
"names_english"	"infantry_line"	"euro_infantry_units_107"	107
"names_english"	"infantry_line"	"euro_infantry_units_108"	108
"names_english"	"infantry_line"	"euro_infantry_units_109"	109
"names_english"	"infantry_line"	"euro_infantry_units_110"	110
"names_english"	"infantry_line"	"euro_infantry_units_111"	111
"names_english"	"infantry_line"	"euro_infantry_units_112"	112
"names_english"	"infantry_line"	"euro_infantry_units_113"	113
"names_english"	"infantry_line"	"euro_infantry_units_114"	114
"names_english"	"infantry_line"	"euro_infantry_units_115"	115
"names_english"	"infantry_line"	"euro_infantry_units_116"	116
"names_english"	"infantry_line"	"euro_infantry_units_117"	117
"names_english"	"infantry_line"	"euro_infantry_units_118"	118
"names_english"	"infantry_line"	"euro_infantry_units_119"	119
"names_english"	"infantry_line"	"euro_infantry_units_120"	120
"names_english"	"infantry_line"	"euro_infantry_units_121"	121
"names_english"	"infantry_line"	"euro_infantry_units_122"	122
"names_english"	"infantry_line"	"euro_infantry_units_123"	123
"names_english"	"infantry_line"	"euro_infantry_units_124"	124
"names_english"	"infantry_line"	"euro_infantry_units_125"	125
"names_english"	"infantry_line"	"euro_infantry_units_126"	126
"names_english"	"infantry_line"	"euro_infantry_units_127"	127
"names_english"	"infantry_line"	"euro_infantry_units_128"	128
"names_english"	"infantry_line"	"euro_infantry_units_129"	129
"names_english"	"infantry_line"	"euro_infantry_units_130"	130
"names_english"	"infantry_line"	"euro_infantry_units_131"	131
"names_english"	"infantry_line"	"euro_infantry_units_132"	132
"names_english"	"infantry_line"	"euro_infantry_units_133"	133
"names_english"	"infantry_line"	"euro_infantry_units_134"	134
"names_english"	"infantry_line"	"euro_infantry_units_135"	135
"names_english"	"infantry_line"	"euro_infantry_units_136"	136
"names_english"	"infantry_line"	"euro_infantry_units_137"	137
"names_english"	"infantry_line"	"euro_infantry_units_138"	138
"names_english"	"infantry_line"	"euro_infantry_units_139"	139
"names_english"	"infantry_line"	"euro_infantry_units_140"	140
"names_english"	"infantry_line"	"euro_infantry_units_141"	141
"names_english"	"infantry_line"	"euro_infantry_units_142"	142
"names_english"	"infantry_line"	"euro_infantry_units_143"	143
"names_english"	"infantry_line"	"euro_infantry_units_144"	144
"names_english"	"infantry_line"	"euro_infantry_units_145"	145
"names_english"	"infantry_line"	"euro_infantry_units_146"	146
"names_english"	"infantry_line"	"euro_infantry_units_147"	147
"names_english"	"infantry_line"	"euro_infantry_units_148"	148
"names_english"	"infantry_line"	"euro_infantry_units_149"	149
"names_english"	"infantry_line"	"euro_infantry_units_150"	150
"names_english"	"infantry_line"	"euro_infantry_units_151"	151
"names_english"	"infantry_line"	"euro_infantry_units_152"	152
"names_english"	"infantry_line"	"euro_infantry_units_153"	153
"names_english"	"infantry_line"	"euro_infantry_units_154"	154
"names_english"	"infantry_line"	"euro_infantry_units_155"	155
"names_english"	"infantry_line"	"euro_infantry_units_156"	156
"names_english"	"infantry_line"	"euro_infantry_units_157"	157
"names_english"	"infantry_line"	"euro_infantry_units_158"	158
"names_english"	"infantry_line"	"euro_infantry_units_159"	159
"names_english"	"infantry_line"	"euro_infantry_units_160"	160
"names_english"	"infantry_line"	"euro_infantry_units_161"	-1
"names_english"	"infantry_militia"	"euro_infantry_units_213"	1
"names_english"	"infantry_militia"	"euro_infantry_units_214"	2
"names_english"	"infantry_militia"	"euro_infantry_units_215"	3
"names_english"	"infantry_militia"	"euro_infantry_units_216"	4
"names_english"	"infantry_militia"	"euro_infantry_units_217"	5
"names_english"	"infantry_militia"	"euro_infantry_units_218"	6
"names_english"	"infantry_militia"	"euro_infantry_units_219"	7
"names_english"	"infantry_militia"	"euro_infantry_units_220"	8
"names_english"	"infantry_militia"	"euro_infantry_units_221"	9
"names_english"	"infantry_militia"	"euro_infantry_units_222"	10
"names_english"	"infantry_militia"	"euro_infantry_units_223"	11
"names_english"	"infantry_militia"	"euro_infantry_units_224"	12
"names_english"	"infantry_militia"	"euro_infantry_units_225"	13
"names_english"	"infantry_militia"	"euro_infantry_units_226"	14
"names_english"	"infantry_militia"	"euro_infantry_units_227"	15
"names_english"	"infantry_militia"	"euro_infantry_units_228"	16
"names_english"	"infantry_militia"	"euro_infantry_units_229"	17
"names_english"	"infantry_militia"	"euro_infantry_units_230"	18
"names_english"	"infantry_militia"	"euro_infantry_units_231"	19
"names_english"	"infantry_militia"	"euro_infantry_units_232"	20
"names_english"	"infantry_militia"	"euro_infantry_units_233"	21
"names_english"	"infantry_militia"	"euro_infantry_units_234"	22
"names_english"	"infantry_militia"	"euro_infantry_units_235"	23
"names_english"	"infantry_militia"	"euro_infantry_units_236"	24
"names_english"	"infantry_militia"	"euro_infantry_units_237"	25
"names_english"	"infantry_militia"	"euro_infantry_units_238"	26
"names_english"	"infantry_militia"	"euro_infantry_units_239"	27
"names_english"	"infantry_militia"	"euro_infantry_units_240"	28
"names_english"	"infantry_militia"	"euro_infantry_units_241"	29
"names_english"	"infantry_militia"	"euro_infantry_units_242"	30
"names_english"	"infantry_militia"	"euro_infantry_units_243"	31
"names_english"	"infantry_militia"	"euro_infantry_units_244"	32
"names_english"	"infantry_militia"	"euro_infantry_units_245"	33
"names_english"	"infantry_militia"	"euro_infantry_units_246"	34
"names_english"	"infantry_militia"	"euro_infantry_units_247"	35
"names_english"	"infantry_militia"	"euro_infantry_units_248"	36
"names_english"	"infantry_militia"	"euro_infantry_units_249"	37
"names_english"	"infantry_militia"	"euro_infantry_units_250"	38
"names_english"	"infantry_militia"	"euro_infantry_units_251"	39
"names_english"	"infantry_militia"	"euro_infantry_units_252"	40
"names_english"	"infantry_militia"	"euro_infantry_units_253"	41
"names_english"	"infantry_militia"	"euro_infantry_units_254"	42
"names_english"	"infantry_militia"	"euro_infantry_units_255"	43
"names_english"	"infantry_militia"	"euro_infantry_units_256"	44
"names_english"	"infantry_militia"	"euro_infantry_units_257"	45
"names_english"	"infantry_militia"	"euro_infantry_units_258"	46
"names_english"	"infantry_militia"	"euro_infantry_units_259"	47
"names_english"	"infantry_militia"	"euro_infantry_units_260"	48
"names_english"	"infantry_militia"	"euro_infantry_units_261"	49
"names_english"	"infantry_militia"	"euro_infantry_units_262"	50
"names_english"	"infantry_militia"	"euro_infantry_units_263"	51
"names_english"	"infantry_militia"	"euro_infantry_units_264"	52
"names_english"	"infantry_militia"	"euro_infantry_units_265"	53
"names_english"	"infantry_militia"	"euro_infantry_units_266"	54
"names_english"	"infantry_militia"	"euro_infantry_units_267"	55
"names_english"	"infantry_militia"	"euro_infantry_units_268"	56
"names_english"	"infantry_militia"	"euro_infantry_units_269"	57
"names_english"	"infantry_militia"	"euro_infantry_units_270"	58
"names_english"	"infantry_militia"	"euro_infantry_units_271"	59
"names_english"	"infantry_militia"	"euro_infantry_units_272"	60
"names_english"	"infantry_militia"	"euro_infantry_units_273"	61
"names_english"	"infantry_militia"	"euro_infantry_units_274"	62
"names_english"	"infantry_militia"	"euro_infantry_units_275"	63
"names_english"	"infantry_militia"	"euro_infantry_units_276"	64
"names_english"	"infantry_militia"	"euro_infantry_units_277"	65
"names_english"	"infantry_militia"	"euro_infantry_units_278"	66
"names_english"	"infantry_militia"	"euro_infantry_units_279"	67
"names_english"	"infantry_militia"	"euro_infantry_units_280"	68
"names_english"	"infantry_militia"	"euro_infantry_units_281"	69
"names_english"	"infantry_militia"	"euro_infantry_units_282"	70
"names_english"	"infantry_militia"	"euro_infantry_units_283"	71
"names_english"	"infantry_militia"	"euro_infantry_units_284"	72
"names_english"	"infantry_militia"	"euro_infantry_units_285"	73
"names_english"	"infantry_militia"	"euro_infantry_units_286"	74
"names_english"	"infantry_militia"	"euro_infantry_units_287"	75
"names_english"	"infantry_militia"	"euro_infantry_units_288"	76
"names_english"	"infantry_militia"	"euro_infantry_units_289"	77
"names_english"	"infantry_militia"	"euro_infantry_units_290"	78
"names_english"	"infantry_militia"	"euro_infantry_units_291"	79
"names_english"	"infantry_militia"	"euro_infantry_units_292"	80
"names_english"	"infantry_militia"	"euro_infantry_units_293"	81
"names_english"	"infantry_militia"	"euro_infantry_units_294"	82
"names_english"	"infantry_militia"	"euro_infantry_units_295"	83
"names_english"	"infantry_militia"	"euro_infantry_units_296"	84
"names_english"	"infantry_militia"	"euro_infantry_units_297"	85
"names_english"	"infantry_militia"	"euro_infantry_units_298"	86
"names_english"	"infantry_militia"	"euro_infantry_units_299"	87
"names_english"	"infantry_militia"	"euro_infantry_units_300"	88
"names_english"	"infantry_militia"	"euro_infantry_units_301"	89
"names_english"	"infantry_militia"	"euro_infantry_units_302"	90
"names_english"	"infantry_militia"	"euro_infantry_units_303"	91
"names_english"	"infantry_militia"	"euro_infantry_units_304"	92
"names_english"	"infantry_militia"	"euro_infantry_units_305"	93
"names_english"	"infantry_militia"	"euro_infantry_units_306"	94
"names_english"	"infantry_militia"	"euro_infantry_units_307"	95
"names_english"	"infantry_militia"	"euro_infantry_units_308"	96
"names_english"	"infantry_militia"	"euro_infantry_units_309"	97
"names_english"	"infantry_militia"	"euro_infantry_units_310"	98
"names_english"	"infantry_militia"	"euro_infantry_units_311"	99
"names_english"	"infantry_militia"	"euro_infantry_units_312"	100
"names_english"	"infantry_militia"	"euro_infantry_units_313"	-1
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_001"	-1
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_001"	1
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_002"	2
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_003"	3
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_004"	4
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_005"	5
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_006"	6
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_007"	7
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_008"	8
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_009"	9
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_010"	10
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_011"	11
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_012"	12
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_013"	13
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_014"	14
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_015"	15
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_016"	16
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_017"	17
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_018"	18
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_019"	19
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_020"	20
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_021"	21
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_022"	22
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_023"	23
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_024"	24
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_025"	25
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_026"	26
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_027"	27
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_028"	28
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_029"	29
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_030"	30
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_031"	31
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_032"	32
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_033"	33
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_034"	34
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_035"	35
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_036"	36
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_037"	37
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_038"	38
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_039"	39
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_040"	40
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_041"	41
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_042"	42
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_043"	43
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_044"	44
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_045"	45
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_046"	46
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_047"	47
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_048"	48
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_049"	49
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_050"	50
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_051"	51
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_052"	52
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_053"	53
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_054"	54
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_055"	55
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_056"	56
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_057"	57
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_058"	58
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_059"	59
"names_indian_hindu"	"cavalry_lancers"	"indian_cavalry_lancers_060"	60
"names_indian_hindu"	"cavalry_light"	"indian_cavalry_light_001"	1
"names_indian_hindu"	"cavalry_light"	"indian_cavalry_light_002"	2
"names_indian_hindu"	"cavalry_light"	"indian_cavalry_light_003"	3
"names_indian_hindu"	"cavalry_light"	"indian_cavalry_light_004"	4
"names_indian_hindu"	"cavalry_light"	"indian_cavalry_light_005"	5
"names_indian_hindu"	"cavalry_light"	"indian_cavalry_light_006"	6
"names_indian_hindu"	"cavalry_light"	"indian_cavalry_light_007"	7
"names_indian_hindu"	"cavalry_light"	"indian_cavalry_light_008"	8
"names_indian_hindu"	"cavalry_light"	"indian_cavalry_light_009"	9
"names_indian_hindu"	"cavalry_light"	"indian_cavalry_light_010"	10
"names_indian_hindu"	"cavalry_light"	"indian_cavalry_light_011"	11
"names_indian_hindu"	"cavalry_light"	"indian_cavalry_light_012"	12
"names_indian_hindu"	"cavalry_light"	"indian_cavalry_light_013"	13
"names_indian_hindu"	"cavalry_light"	"indian_cavalry_light_014"	14
"names_indian_hindu"	"cavalry_light"	"indian_cavalry_light_015"	15
"names_indian_hindu"	"cavalry_light"	"indian_cavalry_light_016"	16
"names_indian_hindu"	"cavalry_light"	"indian_cavalry_light_017"	17
"names_indian_hindu"	"cavalry_light"	"indian_cavalry_light_018"	18
"names_indian_hindu"	"cavalry_light"	"indian_cavalry_light_019"	19
"names_indian_hindu"	"cavalry_light"	"indian_cavalry_light_020"	20
"names_indian_hindu"	"cavalry_light"	"indian_cavalry_light_021"	21
"names_indian_hindu"	"cavalry_light"	"indian_cavalry_light_022"	22
"names_indian_hindu"	"cavalry_light"	"indian_cavalry_light_023"	23
"names_indian_hindu"	"cavalry_light"	"indian_cavalry_light_024"	24
"names_indian_hindu"	"cavalry_light"	"indian_cavalry_light_025"	25
"names_indian_hindu"	"cavalry_light"	"indian_cavalry_light_026"	26
"names_indian_hindu"	"cavalry_light"	"indian_cavalry_light_027"	27
"names_indian_hindu"	"cavalry_light"	"indian_cavalry_light_028"	28
"names_indian_hindu"	"cavalry_light"	"indian_cavalry_light_029"	29
"names_indian_hindu"	"cavalry_light"	"indian_cavalry_light_030"	30
"names_indian_hindu"	"cavalry_light"	"indian_cavalry_light_031"	31
"names_indian_hindu"	"cavalry_light"	"indian_cavalry_light_032"	32
"names_indian_hindu"	"cavalry_light"	"indian_cavalry_light_033"	33
"names_indian_hindu"	"cavalry_light"	"indian_cavalry_light_034"	34
"names_indian_hindu"	"cavalry_light"	"indian_cavalry_light_035"	35
"names_indian_hindu"	"cavalry_light"	"indian_cavalry_light_036"	36
