version 1, schema historical_character_traits_tables
Name_IDRef(string)	Trait_Level_IDRef(string)
"johann_gottlob_lehmann"	"C_Gent_Science_Club_1"
"johann_heinrich_schulze"	"C_Gent_Academic_Honours_2"
"johann_heinrich_schulze"	"C_Gent_Research_Philosophy_1"
"johann_heinrich_schulze"	"C_Gent_Science_Club_1"
"johann_jakob_reiske"	"C_Gent_Research_Philosophy_1"
"johann_jakob_reiske"	"C_Gent_Science_Club_1"
"johann_joachim_winckelmann"	"C_Gent_Research_Philosophy_2"
"johann_lorenz_von_mosheim"	"C_Gent_Academic_Honours_2"
"johann_lorenz_von_mosheim"	"C_Gent_Research_Philosophy_1"
"johann_lorenz_von_mosheim"	"C_Personal_Piety_2"
"johann_matthias_gesner"	"C_Gent_Research_Philosophy_1"
"johann_nikolaus_von_hontheim"	"C_Gent_Research_Philosophy_1"
"johann_philipp_baratier"	"C_Gent_Academic_Honours_1"
"johann_philipp_baratier"	"C_Gent_Research_Philosophy_2"
"johann_philipp_baratier"	"C_Personal_Sickly_2"
"isaac_de_pinto"	"C_Gent_Research_Economics_1"
"james_alexander"	"C_Rake_Born_Bounder_1"
"johann_wilcke"	"C_Gent_Academic_Honours_2"
"johann_wilcke"	"C_Gent_Science_Club_1"
"john_aislabie"	"C_Minister_Corrupt_2"
"john_aislabie"	"C_Minister_Trader_2"
"john_andre"	"C_Agent_Spy_Network_3"
"john_armstrong"	"C_General_Brave_2"
"john_barrett"	"C_Missionary_Like_Europe_1"
"john_barrett"	"C_Personal_Piety_2"
"john_bellingham"	"C_Rake_Assassin_Good_1"
"john_bevis"	"C_Gent_Research_Philosophy_1"
"john_blenkinsop"	"C_Gent_Research_Industry_2"
"john_burgoyne"	"C_General_of_Cavalry_1"
"john_burgoyne"	"C_General_Slacker_2"
"john_byng"	"C_Admiral_British_Drakes_Drum_1"
"john_byron"	"C_Admiral_British_Drakes_Drum_1"
"john_campbell"	"C_Gent_Duelling_Sword_1"
"john_fielding"	"C_Minister_Unjust_1"
"john_forbes"	"C_General_Scout_1"
"john_gaspard_le_marchant"	"C_General_Martinet_1"
"john_gaspard_le_marchant"	"C_General_of_Cavalry_2"
"john_goffe"	"C_General_Scout_1"
"john_goffe"	"C_General_US_Backwoodsman_2"
"john_hadley"	"C_Gent_Research_Navy_2"
"john_hadley"	"C_Gent_Science_Club_1"
"john_hanson"	"C_Minister_Physiocrat_1"
"john_hanson"	"C_Minister_Radical_1"
"john_harrison"	"C_Gent_Research_Industry_1"
"john_harrison"	"C_Gent_Research_Navy_2"
"john_jervis"	"C_Admiral_Good_1"
"james_cook"	"C_Admiral_Brave_2"
"john_kay"	"C_Gent_Research_Industry_2"
"john_law"	"C_Gent_Research_Economics_2"
"john_lethbridge"	"C_Gent_Research_Navy_2"
"john_locke"	"C_Gent_Research_Philosophy_2"
"john_lovewell"	"C_General_Bloody_2"
"john_lovewell"	"C_General_Scout_1"
"john_macadam"	"C_Gent_Research_Industry_2"
"john_manners"	"C_General_Good_Field_Commander_2"
"john_manners"	"C_General_of_Cavalry_1"
"john_manners"	"C_General_Slacker_1"
"john_moore"	"C_General_Good_Field_Commander_2"
"john_moore"	"C_General_Martinet_1"
"john_paul_jones"	"C_Admiral_Brave_3"
"john_paul_jones"	"C_Admiral_Good_2"
"john_peter_zenger"	"C_Agent_Spy_Network_2"
"john_shore"	"C_Gent_Research_Industry_1"
"john_smeaton"	"C_Gent_Research_Industry_2"
"john_smeaton"	"C_Gent_Science_Club_2"
"john_stark"	"C_General_Americas_Good_1"
"john_stark"	"C_General_Good_Field_Commander_2"
"john_thomas_duckworth"	"C_Admiral_Attack_Good_2"
"john_thomas_duckworth"	"C_Admiral_British_Drakes_Drum_1"
"john_van_kingsbergen"	"C_Admiral_Good_2"
"john_van_kingsbergen"	"C_Admiral_Dutch_Seamanship_2"
"jonas_alstromer"	"C_Gent_Research_Agriculture_2"
"jonas_alstromer"	"C_Gent_Research_Industry_2"
"jonas_carlsson_dryander"	"C_Gent_Research_Philosophy_1"
"jonas_lindstromer"	"C_Gent_Research_Navy_3"
"jonathan_trumbull"	"C_Minister_Trader_1"
"jose_celestino"	"C_Gent_Academic_Honours_1"
"jose_celestino"	"C_Gent_Research_Philosophy_1"
"jose_clavijo"	"C_Gent_Academic_Honours_2"
"jose_clavijo"	"C_Gent_Research_Philosophy_1"
"jose_clavijo"	"C_Personal_Piety_1"
"jose_conde"	"C_Gent_Research_Philosophy_1"
"jose_da_cunha"	"C_Gent_Research_Philosophy_1"
"jose_de_arredondo"	"C_General_Bloody_2"
"jose_de_iturrigaray"	"C_General_Good_Field_Commander_1"
"jose_velasquez"	"C_General_Scout_2"
"joseph_black"	"C_Gent_Academic_Honours_2"
"joseph_black"	"C_Gent_Science_Club_2"
"joseph_brant"	"C_General_Bloody_1"
"joseph_brant"	"C_General_Warlord_2"
"joseph_delisle"	"C_Gent_Research_Philosophy_1"
"joseph_francois_dupleix"	"C_Minister_Fiscal_Genius_1"
"joseph_francois_dupleix"	"C_Minister_Trader_1"
"joseph_guillotin"	"C_Gent_Academic_Honours_2"
"joseph_guillotin"	"C_Gent_Research_Philosophy_1"
"joseph_jacquard"	"C_Gent_Research_Industry_2"
"joseph_lagrange"	"C_Gent_Academic_Honours_2"
"joseph_niepce"	"C_Gent_Research_Industry_1"
"joseph_niepce"	"C_Gent_Science_Club_1"
"josepth_manton"	"C_Gent_Duelling_Pistol_2"
"josepth_manton"	"C_Gent_Research_Military_3"
"jozef_antoni_poniatowski"	"C_General_Defend_Good_2"
"james_hutton"	"C_Gent_Science_Club_1"
"james_hutton"	"C_Gent_Research_Philosophy_1"
"jozef_antoni_poniatowski"	"C_General_Good_Field_Commander_2"
"jozef_kajetan_ossolinski"	"C_Minister_Entertainer_1"
"jozef_sowinski"	"C_General_Brave_2"
"jozef_sowinski"	"C_General_Defend_Good_2"
"jozef_sowinski"	"C_General_Polish_Stubborn_1"
"juan_crespi"	"C_Missionary_Like_America_1"
"juan_de_ayala"	"C_Admiral_Spanish_National_Pride_1"
"juan_masdeu"	"C_Gent_Academic_Honours_2"
"juan_masdeu"	"C_Gent_Research_Philosophy_1"
"juan_perez"	"C_Admiral_Spanish_National_Pride_1"
"julian_ursyn_niemcewicz"	"C_Gent_Research_Philosophy_1"
"jurij_bartolomej_vega"	"C_Gent_Research_Military_2"
"jurij_bartolomej_vega"	"C_Gent_Research_Philosophy_1"
"kanhoji_angre"	"C_Admiral_Attack_Good_1"
"kanhoji_angre"	"C_Admiral_Good_3"
"karol_kniaziewicz"	"C_General_Good_Field_Commander_2"
"karol_kniaziewicz"	"C_General_Polish_Stubborn_1"
"karoly_hadaly"	"C_Gent_Academic_Honours_2"
"karoly_hadaly"	"C_Gent_Research_Philosophy_1"
"koca_mehmed_pasha"	"C_Admiral_Good_2"
"jedrzej_sniadecki"	"C_Gent_Academic_Honours_2"
"joaquin_blake"	"C_General_Bad_1"
"john_byron"	"C_Admiral_Attack_Good_1"
"john_jervis"	"C_Admiral_British_Drakes_Drum_1"
"john_jervis"	"C_Admiral_Blockader_Good_1"
"john_law"	"C_Gent_Duelling_Sword_1"
"john_moore"	"C_General_Brave_1"
"jose_de_arredondo"	"C_General_of_Infantry_1"
"lachlan_mackintosh"	"C_General_Good_Field_Commander_1"
"leonhard_euler"	"C_Gent_Academic_Honours_1"
"leonhard_euler"	"C_Gent_Research_Philosophy_1"
"leonhard_euler"	"C_Gent_Science_Club_1"
"leonty_magnitsky"	"C_Gent_Research_Philosophy_1"
"leopold_anhalt_dessau"	"C_General_Martinet_2"
"leopold_gmelin"	"C_Gent_Academic_Honours_2"
"leopold_gmelin"	"C_Gent_Research_Philosophy_1"
"lorenzo_hervas_y_panduro"	"C_Gent_Research_Philosophy_2"
"louis_antoine_de_bougainville"	"C_General_Marine_Good_1"
"louis_joseph_de_bourbon"	"C_General_Good_Field_Commander_2"
"louis_joseph_montcalm"	"C_General_Brave_1"
"louis_joseph_montcalm"	"C_General_Good_Field_Commander_2"
"louis_robert"	"C_Gent_Academic_Honours_2"
"louis_robert"	"C_Gent_Research_Philosophy_1"
"maciej_radziwill"	"C_Minister_Entertainer_1"
"mad_jack_byron"	"C_Rake_Born_Bounder_1"
"madhavrao_peshwa"	"C_Minister_Upright_2"
"magnus_stenbock"	"C_General_Good_Field_Commander_2"
"magnus_stenbock"	"C_General_Swedish_Aggression_2"
"manuel_de_amat"	"C_General_Good_Field_Commander_2"
"manuel_de_godoy_y_alvarez_de_faria"	"C_Minister_Upright_1"
"marie_caritat"	"C_Gent_Research_Economics_2"
"marie_caritat"	"C_Gent_Research_Philosophy_2"
"jose_de_iturrigaray"	"C_General_Attacker_Good_1"
"joseph_lagrange"	"C_Gent_Research_Philosophy_1"
"kanhoji_angre"	"C_Admiral_Brave_2"
"juan_masdeu"	"C_Personal_Piety_1"
"marthanda_varma"	"C_Minister_Army_Good_2"
"martin_dobrizhoffer"	"C_Missionary_Hate_America_1"
"martin_triewald"	"C_Gent_Research_Industry_2"
"mateo_aimerich"	"C_Gent_Research_Philosophy_2"
"mateo_aimerich"	"C_Personal_Piety_1"
"matias_de_galvez"	"C_General_Bloody_1"
"matthew_boulton"	"C_Gent_Research_Industry_2"
"matthew_flood"	"C_Agent_Spy_Network_1"
"mauel_german"	"C_Gent_Research_Philosophy_2"
"mauel_german"	"C_Personal_Piety_2"
"maurice_suckling"	"C_Admiral_British_Drakes_Drum_1"
"methedios_anthrakites"	"C_Gent_Research_Philosophy_2"
"mikhail_illarionovich_kutuzov"	"C_General_Good_Field_Commander_3"
"mikhail_illarionovich_kutuzov"	"C_General_Russian_Vodka_2"
"moses_hazen"	"C_General_Good_Field_Commander_1"
"moshe_chaim_luzzatto"	"C_Gent_Research_Philosophy_2"
"moshe_chaim_luzzatto"	"C_Personal_Piety_1"
"muhammad_al-wahhab"	"C_Gent_Piety_3"
"muhammad_al-wahhab"	"C_Gent_Research_Philosophy_1"
"munishvara"	"C_Gent_Research_Philosophy_1"
"mustafa_pasha"	"C_General_Bloody_1"
"mustafa_pasha"	"C_General_Good_Field_Commander_1"
"nanasaheb_peshwa"	"C_Minister_Physiocrat_1"
"nanasaheb_peshwa"	"C_Minister_Upright_1"
"napoleon_bonaparte"	"C_General_Born_Soldier_1"
"napoleon_bonaparte"	"C_General_Good_Field_Commander_3"
"leopold_anhalt_dessau"	"C_General_Good_Field_Commander_2"
"lorenzo_hervas_y_panduro"	"C_Personal_Piety_1"
"napoleon_bonaparte"	"C_General_of_Artillery_2"
"nicholas_appert"	"C_Gent_Research_Industry_2"
"nicholas_cugnot"	"C_Gent_Research_Industry_2"
"nicholas_cugnot"	"C_Gent_Research_Military_1"
"nicholas_herkimer"	"C_General_Brave_2"
"nicholas_herkimer"	"C_General_Defend_Good_2"
"nicolas_leblanc"	"C_Gent_Academic_Honours_1"
"nicolas_leblanc"	"C_Gent_Science_Club_2"
"nicolaus_sahlgren"	"C_Gent_Research_Industry_1"
"nikolay_novikov"	"C_Gent_Research_Philosophy_2"
"olof_stromstierna"	"C_Admiral_Good_2"
"patrick_ferguson"	"C_General_Brave_1"
"patrick_ferguson"	"C_General_of_Infantry_1"
"patrona_halil"	"C_Agent_Spy_Network_2"
"paul_mohring"	"C_Gent_Research_Philosophy_1"
"peder_horrebow"	"C_Gent_Academic_Honours_1"
"peder_horrebow"	"C_Gent_Research_Philosophy_1"
"pedro_caro"	"C_General_Good_Field_Commander_1"
"pedro_lozano"	"C_Gent_Research_Philosophy_1"
"pedro_lozano"	"C_Personal_Piety_2"
"pehr_kalm"	"C_Gent_Research_Agriculture_2"
"pehr_kalm"	"C_Gent_Research_Philosophy_1"
"pehr_wargentin"	"C_Gent_Research_Philosophy_1"
"percy_blakeney"	"C_Rake_Born_Bounder_2"
"peter_artedi"	"C_Gent_Research_Philosophy_1"
"peter_lascy"	"C_General_Good_Field_Commander_2"
"peter_pallas"	"C_Gent_Academic_Honours_2"
"peter_pallas"	"C_Gent_Research_Philosophy_1"
"peter_tordenskjold"	"C_Admiral_Brave_2"
"peter_tordenskjold"	"C_Admiral_Good_1"
"philip_livingston"	"C_Minister_Trader_1"
"philip_vaughan"	"C_Gent_Research_Industry_2"
"pierre_beaumarchais"	"C_Gent_Research_Economics_1"
"pierre_beaumarchais"	"C_Gent_Research_Industry_1"
"pierre_beaumarchais"	"C_Gent_Research_Philosophy_1"
"pierre_charles_villeneuve"	"C_Admiral_Good_2"
"pierre_choderlos"	"C_Gent_Research_Military_1"
"pierre_choderlos"	"C_Gent_Research_Philosophy_1"
"pierre_laplace"	"C_Gent_Research_Philosophy_2"
"pierre_laplace"	"C_Gent_Science_Club_1"
"pierre_macquer"	"C_Gent_Research_Industry_1"
"pierre_macquer"	"C_Gent_Science_Club_1"
"pierre_varignon"	"C_Gent_Academic_Honours_2"
"pierre_varignon"	"C_Gent_Research_Philosophy_1"
"pieter_burmann"	"C_Gent_Academic_Honours_2"
"pieter_burmann"	"C_Gent_Research_Philosophy_1"
"pieter_van_musschenbroek"	"C_Gent_Academic_Honours_2"
"pieter_van_musschenbroek"	"C_Gent_Research_Philosophy_1"
"pieter_van_musschenbroek"	"C_Gent_Science_Club_1"
"pyotr_semyonovich_saltykov"	"C_General_Good_Field_Commander_1"
"pyotr_semyonovich_saltykov"	"C_General_Russian_Vodka_1"
"ralph_allen"	"C_Gent_Research_Economics_1"
"ralph_allen"	"C_Gent_Research_Industry_1"
"ramchandra_pant_amatya"	"C_Minister_Army_Good_1"
"ramchandra_pant_amatya"	"C_Minister_Fiscal_Genius_1"
"louis_antoine_de_bougainville"	"C_Admiral_Good_1"
"matthew_boulton"	"C_Gent_Science_Club_2"
"ramchandra_pant_amatya"	"C_Minister_Upright_1"
"reshid_mehmed_pasha"	"C_General_Good_Field_Commander_2"
"richard_arkwright"	"C_Gent_Research_Industry_2"
"richard_goodwin_keats"	"C_Admiral_Good_2"
"richard_kirwan"	"C_Gent_Research_Philosophy_1"
"richard_kirwan"	"C_Gent_Science_Club_1"
"richard_montgomery"	"C_General_Good_Field_Commander_1"
"richard_trevithick"	"C_Gent_Research_Industry_2"
"robert_calder"	"C_Admiral_British_Drakes_Drum_1"
"robert_calder"	"C_Admiral_Good_1"
"robert_clive"	"C_General_Brave_2"
"robert_clive"	"C_General_India_Good_1"
"robert_darwin"	"C_Gent_Academic_Honours_1"
"robert_darwin"	"C_Gent_Research_Philosophy_1"
"robert_harley"	"C_Minister_Fiscal_Genius_1"
"robert_monckton"	"C_General_Siege_Attack_Good_1"
"robert_rogers"	"C_General_Scout_1"
"robert_wallace"	"C_Gent_Research_Economics_1"
"robert_walpole"	"C_Minister_Navy_Good_1"
"roger_joseph_boscovich"	"C_Gent_Academic_Honours_2"
"roger_joseph_boscovich"	"C_Gent_Research_Philosophy_1"
"roger_joseph_boscovich"	"C_Gent_Science_Club_1"
"roger_joseph_boscovich"	"C_Personal_Piety_1"
"sadashivrao_bhau"	"C_General_Good_Field_Commander_2"
"sadashivrao_bhau"	"C_General_of_Artillery_1"
"sadashivrao_bhau"	"C_General_of_Infantry_1"
"samuel_boyce"	"C_Rake_Born_Bounder_1"
"nicolaus_sahlgren"	"C_Gent_Research_Economics_1"
"samuel_crompton"	"C_Gent_Research_Industry_2"
"samuel_kirkland"	"C_Missionary_Like_America_1"
"samuel_klingenstierna"	"C_Gent_Academic_Honours_2"
"samuel_klingenstierna"	"C_Gent_Research_Philosophy_1"
"sawai_jai_sing_ii"	"C_Minister_Army_Good_1"
"sawai_jai_sing_ii"	"C_Minister_Entertainer_1"
"sawai_jai_sing_ii"	"C_Minister_Upright_1"
"selim_iii"	"C_Minister_Army_Good_1"
"selim_iii"	"C_Minister_Fiscal_Genius_1"
"semen_kotelnikov"	"C_Gent_Research_Philosophy_1"
"siraj-ud-dawlah"	"C_General_Mughal_Anti_European_2"
"stael_von_holstein"	"C_Gent_Duelling_Sword_1"
"stanislaw_staszic"	"C_Gent_Research_Philosophy_2"
"stanislaw_staszic"	"C_Personal_Piety_2"
"stepan_krasheninnikov"	"C_Gent_Research_Philosophy_1"
"stepan_rumovsky"	"C_Gent_Research_Philosophy_1"
"stephen_hopkins"	"C_Minister_Navy_Good_1"
"stephen_hopkins"	"C_Minister_Radical_1"
"sven_aderman"	"C_Gent_Research_Military_2"
"tadeusz_czacki"	"C_Gent_Research_Economics_2"
"tadeusz_czacki"	"C_Gent_Research_Philosophy_1"
"tadeusz_kosciuszko"	"C_General_Good_Field_Commander_2"
"tadeusz_kosciuszko"	"C_General_Polish_Stubborn_2"
"thomas_bayes"	"C_Gent_Research_Philosophy_1"
"thomas_bayes"	"C_Personal_Piety_2"
"thomas_bowdler"	"C_Gent_Research_Philosophy_1"
"thomas_clarkson"	"C_Gent_Research_Philosophy_1"
"thomas_clarkson"	"C_Personal_Piety_1"
"thomas_cochrane"	"C_Admiral_Attack_Good_1"
"thomas_cochrane"	"C_Admiral_Good_2"
"thomas_foley"	"C_Admiral_British_Drakes_Drum_2"
"thomas_foley"	"C_Admiral_Good_2"
"thomas_gage"	"C_General_Bad_1"
"thomas_godfrey"	"C_Gent_Research_Navy_2"
"thomas_hardy"	"C_Admiral_Brave_2"
"thomas_hardy"	"C_Admiral_British_Drakes_Drum_1"
"thomas_malthus"	"C_Gent_Research_Economics_2"
"thomas_malthus"	"C_Gent_Research_Philosophy_1"
"thomas_malthus"	"C_Personal_Piety_1"
"thomas_matthews"	"C_Admiral_British_Drakes_Drum_2"
"thomas_newcomen"	"C_Gent_Research_Industry_3"
"thomas_simpson"	"C_Gent_Research_Philosophy_1"
"thomas_stickney"	"C_General_Scout_1"
"tiberius_hemsterhuis"	"C_Gent_Academic_Honours_2"
"tiberius_hemsterhuis"	"C_Gent_Research_Philosophy_2"
"tipu_sultan"	"C_General_Brave_1"
"tipu_sultan"	"C_General_Good_Field_Commander_2"
"tobias_mayer"	"C_Gent_Research_Philosophy_1"
"tom_king"	"C_Rake_Born_Bounder_1"
"tomas_de_suria"	"C_Gent_Research_Philosophy_1"
"tomasz_wawrzecki"	"C_General_Good_Field_Commander_2"
"tomasz_wawrzecki"	"C_General_Polish_Stubborn_2"
"vaclav_prokop_divis"	"C_Gent_Research_Industry_1"
"vaclav_prokop_divis"	"C_Gent_Science_Club_1"
"vasiliy_dolgorukov"	"C_Minister_Corrupt_1"
"vasily_adodurov"	"C_Gent_Research_Philosophy_1"
"vasily_severgin"	"C_Gent_Research_Philosophy_1"
"vasily_tatishchev"	"C_Minister_Industrialist_1"
"vasily_tatishchev"	"C_Minister_Reactionary_1"
"vincenzo_count_dandolo"	"C_Gent_Research_Agriculture_2"
"vincenzo_count_dandolo"	"C_Gent_Research_Philosophy_1"
"vitus_bering"	"C_Admiral_Good_1"
"waliullah_dehlav"	"C_Gent_Research_Philosophy_2"
"waliullah_dehlav"	"C_Personal_Piety_1"
"warren_hastings"	"C_Minister_Upright_1"
"wenzel_anton_graf_kaunitz"	"C_Minister_Upright_2"
"wilhelm_von_knyphausen"	"C_General_Born_Soldier_1"
"wilhelm_von_knyphausen"	"C_General_Good_Field_Commander_2"
"willem_s_gravesande"	"C_Gent_Research_Philosophy_2"
"william_caslon"	"C_Gent_Research_Industry_1"
"william_caslon"	"C_Gent_Research_Military_2"
"william_cullen"	"C_Gent_Academic_Honours_2"
"william_cullen"	"C_Gent_Research_Philosophy_1"
"william_dodd"	"C_Personal_Piety_1"
"william_dodd"	"C_Rake_Born_Bounder_1"
"william_hamilton"	"C_Minister_Entertainer_1"
"william_horrocks"	"C_Gent_Research_Industry_1"
"william_johnson"	"C_General_Americas_Good_1"
"william_johnson"	"C_General_Bloody_2"
"william_murdoch"	"C_Gent_Research_Industry_2"
"william_murdoch"	"C_Gent_Science_Club_1"
"william_pepperrell"	"C_General_Good_Field_Commander_2"
"william_pepperrell"	"C_General_Scout_1"
"olof_stromstierna"	"C_Admiral_Born_Sailor_1"
"pedro_caro"	"C_General_Attacker_Good_1"
"william_pitt_elder"	"C_Minister_Radical_1"
"william_pitt_younger"	"C_Minister_Upright_1"
"william_sidney_smith"	"C_Admiral_Blockader_Good_1"
"william_sidney_smith"	"C_Admiral_Brave_2"
"william_sidney_smith"	"C_Admiral_Good_2"
"william_strutt"	"C_Gent_Research_Industry_2"
"william_strutt"	"C_Gent_Research_Philosophy_1"
"wirich_philipp_von_daun"	"C_General_Born_Soldier_1"
"wirich_philipp_von_daun"	"C_General_Good_Field_Commander_1"
"zakhar_tchernyshov"	"C_General_Good_Field_Commander_2"
"zakhar_tchernyshov"	"C_General_Russian_Vodka_1"
"pehr_kalm"	"C_Gent_Academic_Honours_2"
"pehr_wargentin"	"C_Gent_Academic_Honours_2"
"peter_artedi"	"C_Personal_Piety_1"
"peter_lascy"	"C_General_Brave_2"
"pierre_varignon"	"C_Personal_Piety_2"
"reshid_mehmed_pasha"	"C_General_Attacker_Good_2"
"richard_trevithick"	"C_Gent_Science_Club_1"
"robert_clive"	"C_General_Siege_Defend_Good_2"
"tadeusz_kosciuszko"	"C_General_Press_Hero_1"
"thomas_cochrane"	"C_Admiral_Brave_2"
"thomas_newcomen"	"C_Personal_Piety_2"
"thomas_stickney"	"C_General_Good_Field_Commander_1"
"wirich_philipp_von_daun"	"C_General_Defend_Good_2"
"zakhar_tchernyshov"	"C_General_Born_Soldier_1"
"henry_knox"	"C_General_of_Artillery_1"
"horatio_gates"	"C_General_Attacker_Good_2"
