version 1, schema faction_rebellion_units_junctions_tables
faction_id(string)	unit_id(string)
"spa_britain"	"Inf_Light_British_Spanish_Light_Infantry_Auxiliary"
"spa_britain"	"Inf_Line_British_Portuguese_Infantry_Auxiliary"
"spa_britain"	"Inf_Line_British_Spanish_Fusiliers_Auxiliary"
"spa_britain"	"Inf_Militia_British_Portuguese_Militia_Auxiliary"
"spa_britain"	"Inf_Militia_British_Spanish_Militia_Auxiliary"
"spa_france"	"Art_Foot_French_6_lber"
"spa_france"	"Inf_Militia_Militia"
"spa_france"	"Inf_Skirm_French_Voltiguers"
"spa_portugal"	"Art_Foot_Portuguese_6_lber"
"portugese_rebels"	"Cav_Light_Light_Dragoons"
"portugese_rebels"	"Inf_Light_Light_Infantry"
"portugese_rebels"	"Inf_Line_Line_Infantry"
"portugese_rebels"	"Inf_Militia_Militia"
"portugese_rebels"	"Art_Foot_12_lber"
