version 1, schema units_to_exclusive_faction_permissions_tables
Unit_IDRef(string)	Faction_IDRef(string)	Availability(boolean)
"Gen_Joaquin_Blake_y_Joyes"	"spain"	true
"Gen_Johann_Beaulieu"	"ita_austrian_alliance"	true
"Gen_Jozsef_Alvinczi"	"austria"	true
"Gen_Jozsef_Alvinczi"	"ita_austrian_alliance"	true
"Gen_Karl_Schwarzenberg"	"austria"	true
"Gen_Late_Napoleon"	"france"	true
"Gen_Luis_do_Rego_Barreto"	"portugal"	true
"Gen_Marechal_Ney"	"france"	true
"Gen_Marechal_Soult"	"france"	true
"Gen_Mehmed_Ali"	"ottomans"	true
"Gen_Mikhail_Kutuzov"	"russia"	true
"Gen_Murad_Bey"	"egy_ottomans"	true
"Gen_Murad_Bey"	"ottomans"	true
"Gen_Picton"	"britain"	true
"Gen_Prince_de_Tolly"	"russia"	true
"Gen_Prince_Frederick_of_Hessen"	"denmark"	true
"Gen_Prince_of_Orange"	"united_netherlands"	true
"Art_Horse_Spanish_6_lber"	"spa_spain"	true
"Gen_Sir_John_Moore"	"britain"	true
"Gen_Tsar_Alexander"	"russia"	true
"Inf_Elite_British_Black_Watch"	"britain"	true
"Inf_Elite_British_Black_Watch"	"spa_britain"	true
"Inf_Elite_British_Foot_Guards"	"britain"	true
"Inf_Elite_British_Foot_Guards"	"spa_britain"	true
"Inf_Elite_French_Old_Guard"	"france"	true
"Inf_Elite_French_Young_Guard"	"france"	true
"Inf_Elite_Grenadier_Guards"	"hessen"	true
"Inf_Elite_Grenadier_Guards"	"ita_piedmont"	true
"Inf_Elite_Grenadier_Guards"	"piedmont_savoy"	true
"Inf_Elite_Grenadier_Guards"	"westphalia"	true
"Inf_Elite_Italian_Velite_Grenadiers"	"italy_kingdom"	true
"Inf_Elite_Life_Guards_of_Foot"	"denmark"	true
"Inf_Elite_Life_Guards_of_Foot"	"sweden"	true
"Inf_Elite_Life_Regiment"	"bavaria"	true
"Inf_Elite_Prussian_Foot_Guards"	"prussia"	true
"Inf_Elite_Prussian_Life_Regiment"	"prussia"	true
"Inf_Elite_Republican_Guards"	"bavaria"	true
"Inf_Elite_Republican_Guards"	"britain"	true
"Inf_Elite_Republican_Guards"	"denmark"	true
"Inf_Elite_Republican_Guards"	"hessen"	true
"Inf_Elite_Republican_Guards"	"prussia"	true
"Inf_Elite_Republican_Guards"	"russia"	true
"Inf_Elite_Republican_Guards"	"spain"	true
"Inf_Elite_Republican_Guards"	"sweden"	true
"Inf_Elite_Russian_Lifeguard_Foot"	"russia"	true
"Inf_Elite_Spanish_Guardias_de_Infanteria"	"spain"	true
"Inf_Gren_Austrian_German_Grenadiers"	"austria"	true
"Inf_Gren_Austrian_German_Grenadiers"	"ita_austrian_alliance"	true
"Inf_Gren_Austrian_Hungarian_Grenadiers"	"austria"	true
"Inf_Gren_French_Grenadiers"	"egy_french_republic"	true
"Inf_Gren_French_Grenadiers"	"france"	true
"Inf_Gren_French_Grenadiers"	"ita_french_republic"	true
"Inf_Gren_French_Grenadiers"	"spa_france"	true
"Inf_Gren_Grenadiers"	"bavaria"	true
"Inf_Gren_Grenadiers"	"belgium"	true
"Inf_Gren_Grenadiers"	"brittany"	true
"Inf_Gren_Grenadiers"	"catalonia"	true
"Inf_Gren_Grenadiers"	"courland"	true
"Inf_Gren_Grenadiers"	"crimean_khanate"	true
"Inf_Gren_Grenadiers"	"denmark"	true
"Inf_Gren_Grenadiers"	"hessen"	true
"Inf_Gren_Grenadiers"	"hungary"	true
"Inf_Gren_Grenadiers"	"italy"	true
"Inf_Gren_Grenadiers"	"italy_kingdom"	true
"Inf_Gren_Grenadiers"	"naples"	true
"Inf_Gren_Grenadiers"	"netherlands"	true
"Inf_Gren_Grenadiers"	"norway"	true
"Inf_Gren_Grenadiers"	"oldenburg"	true
"Inf_Gren_Grenadiers"	"poland_lithuania"	true
"Inf_Gren_Grenadiers"	"romania"	true
"Inf_Gren_Grenadiers"	"sardinia"	true
"Inf_Gren_Grenadiers"	"saxony"	true
"Inf_Gren_Grenadiers"	"sicily"	true
"Inf_Gren_Grenadiers"	"tut_sardinia"	true
"Inf_Gren_Grenadiers"	"united_netherlands"	true
"Inf_Gren_Ottoman_Beylik_Janissary_Grenadiers"	"egy_ottomans"	true
"Inf_Gren_Ottoman_Beylik_Janissary_Grenadiers"	"ottomans"	true
"Inf_Gren_Portuguese_Grenadiers"	"portugal"	true
"Inf_Gren_Portuguese_Grenadiers"	"spa_portugal"	true
"Inf_Gren_Prussian_East_Prussian_Grenadiers"	"prussia"	true
"Inf_Gren_Prussian_Grenadiers"	"prussia"	true
"Inf_Gren_Russian_Grenadiers"	"russia"	true
"Inf_Gren_Russian_Pavlovsk_Grenadiers"	"russia"	true
"Inf_Gren_Spanish_Grenadiers"	"spain"	true
"Inf_Irreg_Ottoman_Azzars"	"egy_mamelukes"	true
"Inf_Irreg_Ottoman_Azzars"	"egy_ottomans"	true
"Inf_Irreg_Ottoman_Azzars"	"ottomans"	true
"Inf_Irreg_Ottoman_Bashi_Bazouks"	"egy_ottomans"	true
"Inf_Irreg_Ottoman_Bashi_Bazouks"	"ottomans"	true
"Inf_Irreg_Spanish_Guerillas"	"spain"	true
"Inf_Light_Austrian_Grenzers"	"austria"	true
"Inf_Light_Austrian_Grenzers"	"ita_austrian_alliance"	true
"Inf_Light_British_Dutch_Flanquers"	"britain"	true
"Inf_Light_British_KGL_Light_Foot"	"britain"	true
"Inf_Light_British_KGL_Light_Foot"	"spa_britain"	true
"Inf_Light_British_Light_Foot"	"britain"	true
"Inf_Light_British_Light_Foot"	"spa_britain"	true
"Inf_Light_Dutch_Flanquers"	"belgium"	true
"Inf_Light_Dutch_Flanquers"	"united_netherlands"	true
"Inf_Elite_French_Young_Guard"	"spa_france"	true
"Cav_Heavy_Spanish_Coraceros_Espanoles"	"spa_spain"	true
"Inf_Light_Egy_Ottoman_Nizam_I_Cedit_Light_Infantry"	"egy_ottomans"	true
"Inf_Light_French_6th_Legere"	"france"	true
"Inf_Light_French_Chasseurs"	"egy_french_republic"	true
"Inf_Light_French_Chasseurs"	"france"	true
"Inf_Light_French_Chasseurs"	"ita_french_republic"	true
"Inf_Light_French_Chasseurs"	"spa_france"	true
"Inf_Light_Fusiliers"	"hessen"	true
"Inf_Light_Light_Infantry"	"bavaria"	true
"Inf_Light_Light_Infantry"	"brittany"	true
"Inf_Light_Light_Infantry"	"catalonia"	true
"Inf_Light_Light_Infantry"	"greece"	true
"Inf_Light_Light_Infantry"	"hannover"	true
"Inf_Light_Light_Infantry"	"ireland"	true
"Inf_Light_Light_Infantry"	"italy"	true
"Inf_Light_Light_Infantry"	"italy_kingdom"	true
"Inf_Light_Light_Infantry"	"naples"	true
"Inf_Light_Light_Infantry"	"poland_lithuania"	true
"Inf_Light_Light_Infantry"	"scotland"	true
"Inf_Light_Light_Infantry"	"sicily"	true
"Inf_Light_Light_Infantry"	"westphalia"	true
"Inf_Light_Light_Infantry"	"wurttemberg"	true
"Inf_Light_Lombardy-Cisalpine_Legion"	"ita_french_republic"	true
"Inf_Light_Ottoman_Nizam_I_Cedit_Light_Infantry"	"ottomans"	true
"Inf_Light_Portuguese_Cazadores"	"portugal"	true
"Inf_Light_Portuguese_Cazadores"	"spa_portugal"	true
"Inf_Light_Prussian_Fusiliers"	"prussia"	true
"Inf_Light_Russian_17th_Jager"	"russia"	true
"Inf_Light_Russian_Jager"	"russia"	true
"Inf_Light_Spanish_Light_Infantry"	"spa_spain"	true
"Inf_Light_Spanish_Cazadores"	"spain"	true
"Inf_Line_Austrian_1st_Emperors_Own"	"austria"	true
"Inf_Line_Austrian_47th_Czech"	"austria"	true
"Inf_Line_Austrian_German_Fusiliers"	"austria"	true
"Inf_Line_Austrian_German_Fusiliers"	"ita_austrian_alliance"	true
"Inf_Line_Austrian_Hungarian_Fusiliers"	"austria"	true
"Inf_Line_British_88th_Foot"	"britain"	true
"Inf_Line_British_Foot"	"britain"	true
"Inf_Line_British_Foot"	"egy_britain"	true
"Inf_Line_British_Foot"	"spa_britain"	true
"Inf_Line_British_Foot"	"tut_britain"	true
"Inf_Line_British_Highland_Foot"	"britain"	true
"Inf_Line_British_Highland_Foot"	"scotland"	true
"Inf_Line_British_Highland_Foot"	"spa_britain"	true
"Inf_Line_British_KGL_Foot"	"britain"	true
"Inf_Line_British_KGL_Foot"	"spa_britain"	true
"Inf_Line_Brunswick_Line_Infantry"	"britain"	true
"Inf_Line_Dutch_Line_Infantry"	"britain"	true
"Inf_Line_Egy_Ottoman_Nizam_I_Cedit_Infantry"	"egy_ottomans"	true
"Inf_Line_French_18th_Ligne"	"france"	true
"Inf_Line_French_Fusiliers"	"egy_french_republic"	true
"Inf_Line_French_Fusiliers"	"france"	true
"Inf_Line_French_Fusiliers"	"ita_french_republic"	true
"Inf_Line_French_Fusiliers"	"spa_france"	true
"Inf_Line_French_Milan_Revolutionary_Infantry"	"ita_french_republic"	true
"Inf_Line_French_Modena_Revolutionary_Infantry"	"ita_french_republic"	true
"Inf_Line_French_Revolutionary_Infantry"	"ita_french_republic"	true
"Inf_Line_French_Revolutionary_Infantry"	"tut_france"	true
"Inf_Line_French_Tutorial_Fusiliers"	"tut_france"	true
"Inf_Line_Line_Infantry"	"bavaria"	true
"Inf_Line_Line_Infantry"	"belgium"	true
"Inf_Line_Line_Infantry"	"brittany"	true
"Inf_Line_Line_Infantry"	"catalonia"	true
"Inf_Line_Line_Infantry"	"courland"	true
"Inf_Line_Line_Infantry"	"crimean_khanate"	true
"Inf_Line_Line_Infantry"	"denmark"	true
"Inf_Line_Line_Infantry"	"egy_french_republic"	true
"Inf_Line_Line_Infantry"	"greece"	true
"Inf_Line_Line_Infantry"	"hannover"	true
"Inf_Line_Line_Infantry"	"hungary"	true
"Inf_Line_Line_Infantry"	"ireland"	true
"Inf_Line_Line_Infantry"	"italy"	true
"Inf_Line_Line_Infantry"	"italy_kingdom"	true
"Inf_Line_Line_Infantry"	"mecklenburg"	true
"Inf_Line_Line_Infantry"	"naples"	true
"Inf_Line_Line_Infantry"	"netherlands"	true
"Inf_Line_Line_Infantry"	"norway"	true
"Inf_Line_Line_Infantry"	"oldenburg"	true
"Inf_Line_Line_Infantry"	"piedmont_savoy"	true
"Inf_Line_Line_Infantry"	"poland_lithuania"	true
"Inf_Line_Line_Infantry"	"romania"	true
"Inf_Line_Line_Infantry"	"sardinia"	true
"Inf_Line_Line_Infantry"	"sicily"	true
"Inf_Line_Line_Infantry"	"sweden"	true
"Inf_Line_Line_Infantry"	"swiss_confederation"	true
"Inf_Line_Line_Infantry"	"tut_sardinia"	true
"Inf_Line_Line_Infantry"	"tut_swiss_confederation"	true
"Inf_Line_Line_Infantry"	"united_netherlands"	true
"Inf_Line_Line_Infantry"	"westphalia"	true
"Inf_Line_Line_Infantry"	"wurttemberg"	true
"Inf_Line_Musketeers"	"hessen"	true
"Inf_Line_Musketeers"	"saxony"	true
"Inf_Line_Ottoman_Beylik_Janissary_Musketeers"	"egy_ottomans"	true
"Inf_Line_Ottoman_Beylik_Janissary_Musketeers"	"ottomans"	true
"Inf_Line_Ottoman_Nizam_I_Cedit_Infantry"	"ottomans"	true
"Inf_Line_Polish_Legion"	"france"	true
"Inf_Line_Polish_Legion"	"spa_france"	true
"Inf_Line_Portuguese_Infantry"	"portugal"	true
"Inf_Line_Portuguese_Infantry"	"spa_portugal"	true
"Inf_Line_Provincial_Egy_Ottoman_Nizam_I_Cedit"	"egy_ottomans"	true
"Inf_Line_Prussian_Musketeers"	"prussia"	true
"Inf_Line_Russian_Moscow_Musketeers"	"russia"	true
"Inf_Line_Russian_Musketeers"	"russia"	true
"Inf_Line_Spanish_Line_Infantry"	"spain"	true
"Inf_Line_Swiss_Foot"	"france"	true
"Inf_Line_Swiss_Foot"	"spa_france"	true
"Inf_Melee_Ottoman_Cemaat_Janissaries"	"egy_ottomans"	true
"Inf_Melee_Ottoman_Cemaat_Janissaries"	"ottomans"	true
"Inf_Militia_Austrian_Landesschutzen"	"austria"	true
"Inf_Line_Brunswick_Line_Infantry"	"spa_britain"	true
"Inf_Militia_Austrian_Landwehr"	"austria"	true
"Inf_Militia_Austrian_Landwehr"	"ita_austrian_alliance"	true
"Inf_Militia_British_Fencibles"	"britain"	true
"Inf_Militia_French_National_Guard"	"france"	true
"Inf_Militia_French_National_Guard"	"ita_french_republic"	true
"Inf_Militia_French_National_Guard"	"tut_france"	true
"Inf_Militia_Landwehr"	"bavaria"	true
"Inf_Militia_Landwehr"	"hannover"	true
"Inf_Militia_Landwehr"	"hessen"	true
"Inf_Militia_Landwehr"	"oldenburg"	true
"Inf_Militia_Landwehr"	"saxony"	true
"Inf_Militia_Landwehr"	"wurttemberg"	true
"Inf_Militia_Militia"	"belgium"	true
"Inf_Militia_Militia"	"brittany"	true
"Inf_Militia_Militia"	"catalonia"	true
"Inf_Militia_Militia"	"courland"	true
"Inf_Militia_Militia"	"crimean_khanate"	true
"Inf_Militia_Militia"	"denmark"	true
"Inf_Militia_Militia"	"egy_french_republic"	true
"Inf_Militia_Militia"	"france"	true
"Inf_Militia_Militia"	"greece"	true
"Inf_Militia_Militia"	"hungary"	true
"Inf_Militia_Militia"	"ireland"	true
"Inf_Militia_Militia"	"ita_french_republic"	true
"Inf_Militia_Militia"	"italy"	true
"Inf_Militia_Militia"	"italy_kingdom"	true
"Inf_Militia_Militia"	"mecklenburg"	true
"Inf_Militia_Militia"	"naples"	true
"Inf_Militia_Militia"	"netherlands"	true
"Inf_Militia_Militia"	"norway"	true
"Inf_Militia_Militia"	"piedmont_savoy"	true
"Inf_Militia_Militia"	"poland_lithuania"	true
"Inf_Militia_Militia"	"romania"	true
"Inf_Militia_Militia"	"sardinia"	true
"Inf_Militia_Militia"	"scotland"	true
"Inf_Militia_Militia"	"sicily"	true
"Inf_Militia_Militia"	"spa_france"	true
"Inf_Militia_Militia"	"sweden"	true
"Inf_Militia_Militia"	"swiss_confederation"	true
"Inf_Militia_Militia"	"tut_britain"	true
"Inf_Militia_Militia"	"tut_sardinia"	true
"Inf_Militia_Militia"	"tut_swiss_confederation"	true
"Inf_Militia_Militia"	"westphalia"	true
"Inf_Militia_Militiamen"	"united_netherlands"	true
"Inf_Militia_Ottoman_Libyan_Bedouin"	"egy_french_republic"	true
"Inf_Militia_Ottoman_Libyan_Bedouin"	"egy_mamelukes"	true
"Inf_Militia_Ottoman_Libyan_Bedouin"	"egy_ottomans"	true
"Inf_Militia_Ottoman_Libyan_Bedouin"	"ottomans"	true
"Inf_Militia_Ottoman_Palestinian_Auxiliaries"	"egy_french_republic"	true
"Inf_Militia_Ottoman_Palestinian_Auxiliaries"	"egy_mamelukes"	true
"Inf_Militia_Ottoman_Palestinian_Auxiliaries"	"egy_ottomans"	true
"Inf_Militia_Ottoman_Palestinian_Auxiliaries"	"ottomans"	true
"Inf_Militia_Ottoman_Peasant_Levy"	"egy_mamelukes"	true
"Inf_Militia_Ottoman_Peasant_Levy"	"egy_ottomans"	true
"Inf_Militia_Ottoman_Peasant_Levy"	"ottomans"	true
"Inf_Militia_Portuguese_Militia"	"portugal"	true
"Inf_Militia_Portuguese_Militia"	"spa_portugal"	true
"Inf_Militia_Prussian_Landwehr"	"prussia"	true
"Inf_Militia_Russian_Opelchenie"	"russia"	true
"Inf_Militia_Spanish_Provincial_Militia"	"spa_spain"	true
"Inf_Militia_Spanish_Provincial_Militia"	"spain"	true
"Inf_Mob_Armed_Citizenry"	"austria"	true
"Inf_Mob_Armed_Citizenry"	"bavaria"	true
"Inf_Mob_Armed_Citizenry"	"belgium"	true
"Inf_Mob_Armed_Citizenry"	"britain"	true
"Inf_Mob_Armed_Citizenry"	"brittany"	true
"Inf_Mob_Armed_Citizenry"	"catalonia"	true
"Inf_Mob_Armed_Citizenry"	"courland"	true
"Inf_Mob_Armed_Citizenry"	"crimean_khanate"	true
"Inf_Mob_Armed_Citizenry"	"denmark"	true
"Inf_Mob_Armed_Citizenry"	"egy_french_republic"	true
"Inf_Mob_Armed_Citizenry"	"france"	true
"Inf_Mob_Armed_Citizenry"	"greece"	true
"Inf_Mob_Armed_Citizenry"	"hannover"	true
"Inf_Mob_Armed_Citizenry"	"hessen"	true
"Inf_Mob_Armed_Citizenry"	"hungary"	true
"Inf_Mob_Armed_Citizenry"	"ireland"	true
"Inf_Mob_Armed_Citizenry"	"ita_austrian_alliance"	true
"Inf_Mob_Armed_Citizenry"	"ita_french_republic"	true
"Inf_Mob_Armed_Citizenry"	"italy"	true
"Inf_Mob_Armed_Citizenry"	"italy_kingdom"	true
"Inf_Mob_Armed_Citizenry"	"mecklenburg"	true
"Inf_Mob_Armed_Citizenry"	"naples"	true
"Inf_Mob_Armed_Citizenry"	"netherlands"	true
"Inf_Mob_Armed_Citizenry"	"norway"	true
"Inf_Mob_Armed_Citizenry"	"oldenburg"	true
"Inf_Mob_Armed_Citizenry"	"piedmont_savoy"	true
"Inf_Mob_Armed_Citizenry"	"poland_lithuania"	true
"Inf_Mob_Armed_Citizenry"	"prussia"	true
"Inf_Mob_Armed_Citizenry"	"romania"	true
"Inf_Mob_Armed_Citizenry"	"russia"	true
"Inf_Mob_Armed_Citizenry"	"sardinia"	true
"Inf_Mob_Armed_Citizenry"	"saxony"	true
"Inf_Mob_Armed_Citizenry"	"scotland"	true
"Inf_Mob_Armed_Citizenry"	"sicily"	true
"Inf_Mob_Armed_Citizenry"	"spa_britain"	true
"Inf_Mob_Armed_Citizenry"	"spa_france"	true
"Inf_Mob_Armed_Citizenry"	"spa_spain"	true
"Inf_Mob_Armed_Citizenry"	"spain"	true
"Inf_Mob_Armed_Citizenry"	"sweden"	true
"Inf_Mob_Armed_Citizenry"	"swiss_confederation"	true
"Inf_Mob_Armed_Citizenry"	"tut_britain"	false
"Inf_Mob_Armed_Citizenry"	"tut_france"	false
"Inf_Mob_Armed_Citizenry"	"tut_sardinia"	false
"Inf_Mob_Armed_Citizenry"	"tut_swiss_confederation"	false
"Inf_Mob_Armed_Citizenry"	"united_netherlands"	true
"Inf_Mob_Armed_Citizenry"	"wurttemberg"	true
"Inf_Mob_Armed_Populace"	"egy_bedouin"	true
"Inf_Mob_Armed_Populace"	"egy_mamelukes"	true
"Inf_Mob_Armed_Populace"	"egy_ottomans"	true
"Inf_Mob_Armed_Populace"	"ottomans"	true
"Inf_Mob_Armed_Populace_Firelock"	"egy_mamelukes"	true
"Inf_Mob_Armed_Populace_Firelock"	"egy_ottomans"	true
"Inf_Mob_Armed_Populace_Firelock"	"ottomans"	true
"Inf_Mob_Portuguese_Ordenza"	"portugal"	true
"Inf_Mob_Portuguese_Ordenza"	"spa_portugal"	true
"Inf_Skirm_Austrian_Jager"	"austria"	true
"Inf_Skirm_Austrian_Jager"	"ita_austrian_alliance"	true
"Inf_Skirm_Austrian_Windbucshe_Jager"	"austria"	true
"Inf_Skirm_British_Rifles"	"britain"	true
"Inf_Skirm_British_95th"	"spa_britain"	true
"Inf_Skirm_French_Voltiguers"	"france"	true
"Inf_Skirm_French_Voltiguers"	"spa_france"	true
"Inf_Skirm_Jager"	"bavaria"	true
"Inf_Skirm_Jager"	"crimean_khanate"	true
"Inf_Skirm_Jager"	"denmark"	true
"Inf_Skirm_Jager"	"hessen"	true
"Inf_Skirm_Jager"	"hungary"	true
"Inf_Skirm_Jager"	"ita_papal_states"	true
"Inf_Skirm_Jager"	"mecklenburg"	true
"Inf_Skirm_Jager"	"netherlands"	true
"Inf_Skirm_Jager"	"norway"	true
"Inf_Skirm_Jager"	"oldenburg"	true
"Inf_Skirm_Jager"	"romania"	true
"Inf_Skirm_Jager"	"sweden"	true
"Inf_Skirm_Jager"	"wurttemberg"	true
"Inf_Skirm_Nassau_Jager"	"united_netherlands"	true
"Inf_Skirm_Nizam_I_Cedit_Rifles"	"egy_ottomans"	true
"Inf_Skirm_Nizam_I_Cedit_Rifles"	"ottomans"	true
"Inf_Skirm_Norwegian_Ski_Troops"	"denmark"	true
"Inf_Skirm_Norwegian_Ski_Troops"	"norway"	true
"Inf_Skirm_Portuguese_Tiradores"	"portugal"	true
"Inf_Skirm_Portuguese_Tiradores"	"spa_portugal"	true
"Inf_Skirm_Prussian_Jager"	"prussia"	true
"Inf_Skirm_Prussian_Silesian_Schuetzen"	"prussia"	true
"Inf_Skirm_Sharpshooters"	"denmark"	true
"Mounted_Inf_Egy_Ottoman_Mounted_Nizam_I_Cedit"	"egy_ottomans"	true
"Mounted_Inf_Ottoman_Mounted_Nizam_I_Cedit"	"ottomans"	true
"Mounted_Inf_Russian_Mounted_Rifles"	"russia"	true
"Mounted_Inf_Spanish_Mounted_Cazadores"	"spain"	true
"Mounted_Inf_Swedish_Mounted_Jager"	"sweden"	true
"Small_Brig"	"courland"	true
"Small_Brig"	"crimean_khanate"	true
"Small_British_Brig"	"britain"	true
"Small_British_Brig"	"egy_britain"	true
"Small_British_Brig"	"spa_britain"	true
"Small_British_Sloop"	"britain"	true
"Small_British_Sloop"	"egy_britain"	true
"Small_British_Sloop"	"spa_britain"	true
"Small_French_Brig"	"egy_french_republic"	true
"Small_French_Brig"	"france"	true
"Small_French_Brig"	"spa_france"	true
"Small_French_Corvette"	"egy_french_republic"	true
"Small_French_Corvette"	"france"	true
"Small_French_Corvette"	"spa_france"	true
"Cav_Light_Russian_Lifeguard_Hussars"	"russia"	true
"Small_French_Sloop"	"egy_french_republic"	true
"Small_French_Sloop"	"france"	true
"Small_French_Sloop"	"spa_france"	true
"Small_Ottoman_Brig"	"egy_ottomans"	true
"Small_Ottoman_Brig"	"ottomans"	true
"Small_Ottoman_Galley"	"egy_ottomans"	true
"Small_Ottoman_Galley"	"ottomans"	true
"Small_Ottoman_Sloop"	"egy_ottomans"	true
"Small_Ottoman_Sloop"	"ottomans"	true
"Small_Russian_Brig"	"russia"	true
"Small_Russian_Sloop"	"russia"	true
"Small_Sloop"	"courland"	true
"Small_Sloop"	"crimean_khanate"	true
"Small_Spanish_Brig"	"spa_spain"	true
"Small_Spanish_Brig"	"spain"	true
"Small_Spanish_Corvette"	"spa_spain"	true
"Small_Spanish_Corvette"	"spain"	true
"Small_Spanish_Sloop"	"spa_spain"	true
"Small_Spanish_Sloop"	"spain"	true
"Special_British_Bomb_Ketch"	"britain"	true
"Special_British_Bomb_Ketch"	"spa_britain"	true
"Special_British_Rocket_Ship"	"britain"	true
"Special_British_Rocket_Ship"	"spa_britain"	true
"Special_French_Bomb_Ketch"	"france"	true
"Special_French_Bomb_Ketch"	"spa_france"	true
"Special_French_Rocket_Ship"	"france"	true
"Special_French_Rocket_Ship"	"spa_france"	true
"Special_Russian_Bomb_Ketch"	"russia"	true
"Special_Spanish_Bomb_Ketch"	"spa_spain"	true
"Special_Spanish_Bomb_Ketch"	"spain"	true
"Special_Spanish_Rocket_Ship"	"spa_spain"	true
"Special_Spanish_Rocket_Ship"	"spain"	true
"Steam_Ship_38"	"russia"	true
"Steam_Ship_80"	"russia"	true
"Steam_Ship_British_38"	"britain"	true
"Steam_Ship_British_80"	"britain"	true
"Steam_Ship_British_Frigate"	"britain"	true
"Steam_Ship_British_Ironclad"	"britain"	true
"Steam_Ship_French_38"	"france"	true
"Steam_Ship_French_80"	"france"	true
"Steam_Ship_French_Frigate"	"france"	true
"Steam_Ship_French_Ironclad"	"france"	true
"Steam_Ship_Frigate"	"russia"	true
"Steam_Ship_Ironclad"	"austria"	true
"Steam_Ship_Ironclad"	"prussia"	true
"Steam_Ship_Ironclad"	"russia"	true
"Steam_Ship_Spain_38"	"spain"	true
"Steam_Ship_Spain_80"	"spain"	true
"Steam_Ship_Spain_Frigate"	"spain"	true
"Steam_Ship_Spain_Ironclad"	"spain"	true
"Trade_Ship_Indiaman"	"britain"	true
"Trade_Ship_Indiaman"	"france"	true
"Trade_Ship_Merchantmen"	"britain"	true
"Trade_Ship_Merchantmen"	"courland"	true
"Trade_Ship_Merchantmen"	"crimean_khanate"	true
"Trade_Ship_Merchantmen"	"france"	true
"Trade_Ship_Merchantmen"	"russia"	true
"Trade_Ship_Merchantmen"	"spain"	true
"Cav_Light_British_Light_Dragoons"	"egy_britain"	true
"Cav_Heavy_French_Empress_Dragoons"	"france"	true
"Inf_Elite_French_Dutch_Grenadiers"	"france"	true
"Inf_Elite_French_Guard_Seamen"	"france"	true
"Cav_Light_French_Guard_Chasseurs_a_Cheval"	"france"	true
"Cav_Lancer_French_Polish_Guard_Lancers"	"france"	true
"Cav_Lancer_French_Dutch_Guard_Lancers"	"france"	true
"Trade_Ship_Merchantmen"	"spa_britain"	true
"Trade_Ship_Merchantmen"	"spa_portugal"	true
"Trade_Ship_Merchantmen"	"spa_spain"	true
"Trade_Ship_Merchantmen"	"spa_france"	true
"Cav_Lancer_French_Vistula_Uhlans"	"spa_france"	true
"Cav_Lancer_Spanish_Guerilla_Lanceros_Guerrilla"	"spa_spain"	true
"Cav_Lancer_Spanish_Lanceros"	"spa_spain"	true
"Cav_Lancer_Spanish_Lanceros_de_Castilla_Guerrilla"	"spa_spain"	true
"Cav_Lancer_Spanish_Lanceros_del_Tietar_Guerrilla"	"spa_spain"	true
"Inf_Elite_Russian_Semenovski_Lifeguard"	"russia"	true
"Inf_Elite_British_Coldstream_Guards"	"britain"	true
"Inf_Line_Austrian_Archduke_Charles_Legion"	"austria"	true
"Gen_Francisco_Castanos"	"spa_spain"	true
"Gen_Gregorio_Garcia_de_la_Cuesta"	"spa_spain"	true
"Gen_Joaquin_Blake_y_Joyes"	"spa_spain"	true
"Inf_Irreg_Ottoman_Bashi_Bazouks"	"egy_bedouin"	true
"Cav_Light_British_10th_Hussars"	"spa_britain"	true
"Cav_Light_British_10th_Hussars"	"britain"	true
"Cav_Heavy_Austrian_Archduke_Ferdinand_Cuirassiers"	"austria"	true
"Cav_Light_British_Spanish_Hussars_Auxiliary"	"spa_britain"	true
"Cav_Light_Spanish_Guerilla_Husares_Guerrilla"	"spa_spain"	true
"Cav_Light_Spanish_Husares_Burgos_Guerrilla"	"spa_spain"	true
"Cav_Light_Spanish_Husares_de_Cantabria_Guerrilla"	"spa_spain"	true
"Cav_Light_Spanish_Husares_de_Rioja_Guerrilla"	"spa_spain"	true
"Cav_Light_Spanish_Husares_de_Valpenas_Guerrilla"	"spa_spain"	true
"Cav_Light_Spanish_Husares_Extremadura_Guerrilla"	"spa_spain"	true
"Cav_Light_Spanish_Husares_Numantinos_Guerrilla"	"spa_spain"	true
"Cav_Stand_British_Portuguese_Cavalry_Auxiliary"	"spa_britain"	true
"Cav_Stand_Spanish_Voluntarios_Ciudad_Guerrilla"	"spa_spain"	true
"Inf_Elite_Spanish_Walloon_Guards"	"spa_spain"	true
"Inf_Irreg_Spanish_Corso_Terrestre_Guerrilla"	"spa_spain"	true
"Inf_Light_British_Portuguese_Cazadores_Auxiliary"	"spa_britain"	true
"Cav_Light_Prussian_Luetzows_Freicorps"	"prussia"	true
"Cav_Light_Prussian_Life_Hussars"	"prussia"	true
"Cav_Lancer_Russian_Lifeguard_Cossacks"	"russia"	true
"Inf_Skirm_French_Contra-Guerillas"	"spa_france"	true
"Inf_Light_British_Spanish_Light_Infantry_Auxiliary"	"spa_britain"	true
"Inf_Light_Spanish_Cazadores_de_Cataluna_Guerrilla"	"spa_spain"	true
"Inf_Light_Spanish_Cazadores_Numantinos_Guerrilla"	"spa_spain"	true
"Inf_Light_Spanish_Guerilla_Cazadores_Guerrilla"	"spa_spain"	true
"Inf_Light_Spanish_Regimento_de_Arlanza_Guerrilla"	"spa_spain"	true
"Inf_Line_British_Portuguese_Infantry_Auxiliary"	"spa_britain"	true
"Inf_Line_British_Spanish_Fusiliers_Auxiliary"	"spa_britain"	true
"Inf_Line_Spanish_Fusiliers"	"spa_spain"	true
