version 1, schema uniforms_tables
unknown1(string)	unknown2(string)	unknown3(string)	unknown4(string)
"Denmark_Inf_Elite_Republican_Guards"	"denmark"	"Denmark_Inf_Elite_Republican_Guards"	"Inf_Elite_Republican_Guards"
"Denmark_Inf_Gren_Grenadiers"	"denmark"	"Denmark_Inf_Gren_Grenadiers"	"Inf_Gren_Grenadiers"
"Denmark_Inf_Line_Line_Infantry"	"denmark"	"Denmark_Inf_Line_Line_Infantry"	"Inf_Line_Line_Infantry"
"Denmark_Inf_Militia_Militia"	"denmark"	"Denmark_Inf_Militia_Militia"	"Inf_Militia_Militia"
"Denmark_Inf_Mob_Armed_Citizenry"	"denmark"	"Denmark_Inf_Mob_Armed_Citizenry"	"Inf_Mob_Armed_Citizenry"
"Denmark_Inf_Skirm_Jager"	"denmark"	"Denmark_Inf_Skirm_Jager"	"Inf_Skirm_Jager"
"Denmark_Inf_Skirm_Norwegian_Ski_Troops"	"denmark"	"Denmark_Inf_Skirm_Norwegian_Ski_Troops"	"Inf_Skirm_Norwegian_Ski_Troops"
"Denmark_Inf_Skirm_Sharpshooters"	"denmark"	"Denmark_Inf_Skirm_Sharpshooters"	"Inf_Skirm_Sharpshooters"
"Bedouin_Cav_Light_Bedouin_Camel_Warriors"	"egy_bedouin"	"Bedouin_Cav_Light_Bedouin_Camel_Warriors"	"Cav_Light_Bedouin_Camel_Warriors"
"Bedouin_Cav_Miss_Bedouin_Camel_Gunners"	"egy_bedouin"	"Bedouin_Cav_Miss_Bedouin_Camel_Gunners"	"Cav_Miss_Bedouin_Camel_Gunners"
"Bedouin_Gen_Generals_Bodyguard"	"egy_bedouin"	"Bedouin_Gen_Generals_Bodyguard"	"Gen_Generals_Bodyguard"
"Bedouin_Inf_Mob_Armed_Populace"	"egy_bedouin"	"Bedouin_Inf_Mob_Armed_Populace"	"Inf_Mob_Armed_Populace"
"Britain_Egy_Art_Foot_British_6_lber"	"egy_britain"	"Britain_Egy_Art_Foot_British_6_lber"	"Art_Foot_British_6_lber"
"Britain_Egy_Cav_Light_British_Light_Dragoons"	"egy_britain"	"Britain_Egy_Cav_Light_British_Light_Dragoons"	"Cav_Light_British_Light_Dragoons"
"Britain_Egy_Gen_Generals_Staff"	"egy_britain"	"Britain_Egy_Gen_Generals_Staff"	"Gen_Generals_Staff"
"Britain_Egy_Inf_Elite_British_Black_Watch"	"egy_britain"	"Britain_Egy_Inf_Elite_British_Black_Watch"	"Inf_Elite_British_Black_Watch"
"Britain_Egy_Inf_Elite_British_Foot_Guards"	"egy_britain"	"Britain_Egy_Inf_Elite_British_Foot_Guards"	"Inf_Elite_British_Foot_Guards"
"Britain_Egy_Inf_Line_British_Foot"	"egy_britain"	"Britain_Egy_Inf_Line_British_Foot"	"Inf_Line_British_Foot"
"Britain_Egy_Inf_Mob_Armed_Citizenry"	"egy_britain"	"Britain_Egy_Inf_Mob_Armed_Citizenry"	"Inf_Mob_Armed_Citizenry"
"French_Rep_Egy_Art_Foot_French_6_In_Howitzer"	"egy_french_republic"	"French_Rep_Egy_Art_Foot_French_6_In_Howitzer"	"Art_Foot_French_6_In_Howitzer"
"French_Rep_Egy_Art_Foot_French_6_lber"	"egy_french_republic"	"French_Rep_Egy_Art_Foot_French_6_lber"	"Art_Foot_French_6_lber"
"French_Rep_Egy_Art_Foot_French_8_lber"	"egy_french_republic"	"French_Rep_Egy_Art_Foot_French_8_lber"	"Art_Foot_French_8_lber"
"French_Rep_Egy_Art_Horse_French_6_lber"	"egy_french_republic"	"French_Rep_Egy_Art_Horse_French_6_lber"	"Art_Horse_French_6_lber"
"French_Rep_Egy_Cav_Heavy_French_Dragoons"	"egy_french_republic"	"French_Rep_Egy_Cav_Heavy_French_Dragoons"	"Cav_Heavy_French_Dragoons"
"French_Rep_Egy_Cav_Light_Bedouin_Camel_Warriors"	"egy_french_republic"	"French_Rep_Egy_Cav_Light_Bedouin_Camel_Warriors"	"Cav_Light_Bedouin_Camel_Warriors"
"French_Rep_Egy_Cav_Light_French_Chasseurs_a_Cheval"	"egy_french_republic"	"French_Rep_Egy_Cav_Light_French_Chasseurs_a_Cheval"	"Cav_Light_French_Chasseurs_a_Cheval"
"French_Rep_Egy_Cav_Miss_Bedouin_Camel_Gunners"	"egy_french_republic"	"French_Rep_Egy_Cav_Miss_Bedouin_Camel_Gunners"	"Cav_Miss_Bedouin_Camel_Gunners"
"French_Rep_Egy_Cav_Miss_French_Dromedary_Cavalry"	"egy_french_republic"	"French_Rep_Egy_Cav_Miss_French_Dromedary_Cavalry"	"Cav_Miss_French_Dromedary_Cavalry"
"French_Rep_Egy_Gen_Early_Napoleon"	"egy_french_republic"	"French_Rep_Egy_Gen_Early_Napoleon"	"Gen_Early_Napoleon"
"French_Rep_Egy_Gen_Generals_Staff"	"egy_french_republic"	"French_Rep_Egy_Gen_Generals_Staff"	"Gen_Generals_Staff"
"French_Rep_Egy_Inf_Gren_French_Grenadiers"	"egy_french_republic"	"French_Rep_Egy_Inf_Gren_French_Grenadiers"	"Inf_Gren_French_Grenadiers"
"French_Rep_Egy_Inf_Light_French_Chasseurs"	"egy_french_republic"	"French_Rep_Egy_Inf_Light_French_Chasseurs"	"Inf_Light_French_Chasseurs"
"French_Rep_Egy_Inf_Line_French_Fusiliers"	"egy_french_republic"	"French_Rep_Egy_Inf_Line_French_Fusiliers"	"Inf_Line_French_Fusiliers"
"French_Rep_Egy_Inf_Line_Line_Infantry"	"egy_french_republic"	"French_Rep_Egy_Inf_Line_Line_Infantry"	"Inf_Line_Line_Infantry"
"French_Rep_Egy_Inf_Militia_Militia"	"egy_french_republic"	"French_Rep_Egy_Inf_Militia_Militia"	"Inf_Militia_Militia"
"French_Rep_Egy_Inf_Militia_Ottoman_Libyan_Bedouin"	"egy_french_republic"	"French_Rep_Egy_Inf_Militia_Ottoman_Libyan_Bedouin"	"Inf_Militia_Ottoman_Libyan_Bedouin"
"French_Rep_Egy_Inf_Militia_Ottoman_Palestinian_Auxiliaries"	"egy_french_republic"	"French_Rep_Egy_Inf_Militia_Ottoman_Palestinian_Auxiliaries"	"Inf_Militia_Ottoman_Palestinian_Auxiliaries"
"French_Rep_Egy_Inf_Mob_Armed_Citizenry"	"egy_french_republic"	"French_Rep_Egy_Inf_Mob_Armed_Citizenry"	"Inf_Mob_Armed_Citizenry"
"Mamelukes_Art_Foot_Ottoman_9_lber"	"egy_mamelukes"	"Mamelukes_Art_Foot_Ottoman_9_lber"	"Art_Foot_Ottoman_9_lber"
"Mamelukes_Cav_Light_Mamelukes"	"egy_mamelukes"	"Mamelukes_Cav_Light_Mamelukes"	"Cav_Light_Mamelukes"
"Mamelukes_Gen_Generals_Bodyguard"	"egy_mamelukes"	"Mamelukes_Gen_Generals_Bodyguard"	"Gen_Generals_Bodyguard"
"Mamelukes_Inf_Irreg_Ottoman_Azzars"	"egy_mamelukes"	"Mamelukes_Inf_Irreg_Ottoman_Azzars"	"Inf_Irreg_Ottoman_Azzars"
"Mamelukes_Inf_Militia_Ottoman_Libyan_Bedouin"	"egy_mamelukes"	"Mamelukes_Inf_Militia_Ottoman_Libyan_Bedouin"	"Inf_Militia_Ottoman_Libyan_Bedouin"
"Mamelukes_Inf_Militia_Ottoman_Palestinian_Auxiliaries"	"egy_mamelukes"	"Mamelukes_Inf_Militia_Ottoman_Palestinian_Auxiliaries"	"Inf_Militia_Ottoman_Palestinian_Auxiliaries"
"Mamelukes_Inf_Militia_Ottoman_Peasant_Levy"	"egy_mamelukes"	"Mamelukes_Inf_Militia_Ottoman_Peasant_Levy"	"Inf_Militia_Ottoman_Peasant_Levy"
"Mamelukes_Inf_Mob_Armed_Populace"	"egy_mamelukes"	"Mamelukes_Inf_Mob_Armed_Populace"	"Inf_Mob_Armed_Populace"
"Mamelukes_Inf_Mob_Armed_Populace_Firelock"	"egy_mamelukes"	"Mamelukes_Inf_Mob_Armed_Populace_Firelock"	"Inf_Mob_Armed_Populace_Firelock"
"Ottomans_Egy_Art_Fix_Ottoman_Bombardment_Mortars"	"egy_ottomans"	"Ottomans_Egy_Art_Fix_Ottoman_Bombardment_Mortars"	"Art_Fix_Ottoman_Bombardment_Mortars"
"Ottomans_Egy_Art_Foot_Ottoman_18_lber"	"egy_ottomans"	"Ottomans_Egy_Art_Foot_Ottoman_18_lber"	"Art_Foot_Ottoman_18_lber"
"Ottomans_Egy_Art_Foot_Ottoman_9_lber"	"egy_ottomans"	"Ottomans_Egy_Art_Foot_Ottoman_9_lber"	"Art_Foot_Ottoman_9_lber"
"Ottomans_Egy_Art_Foot_Ottoman_Howitzers"	"egy_ottomans"	"Ottomans_Egy_Art_Foot_Ottoman_Howitzers"	"Art_Foot_Ottoman_Howitzers"
"Ottomans_Egy_Cav_Heavy_Ottoman_Silahtar_Guard"	"egy_ottomans"	"Ottomans_Egy_Cav_Heavy_Ottoman_Silahtar_Guard"	"Cav_Heavy_Ottoman_Silahtar_Guard"
"Ottomans_Egy_Cav_Heavy_Ottoman_Siphai_Cavalry"	"egy_ottomans"	"Ottomans_Egy_Cav_Heavy_Ottoman_Siphai_Cavalry"	"Cav_Heavy_Ottoman_Siphai_Cavalry"
"Ottomans_Egy_Cav_Light_Mamelukes"	"egy_ottomans"	"Mamelukes_Cav_Light_Mamelukes"	"Cav_Light_Mamelukes"
"Ottomans_Egy_Cav_Light_Ottoman_Bedouin_Camel_Warriors"	"egy_ottomans"	"Ottomans_Egy_Cav_Light_Ottoman_Bedouin_Camel_Warriors"	"Cav_Light_Ottoman_Bedouin_Camel_Warriors"
"Ottomans_Egy_Cav_Light_Ottoman_Deli_Horsemen"	"egy_ottomans"	"Ottomans_Egy_Cav_Light_Ottoman_Deli_Horsemen"	"Cav_Light_Ottoman_Deli_Horsemen"
"Ottomans_Egy_Cav_Miss_Ottoman_Bedouin_Camel_Gunners"	"egy_ottomans"	"Ottomans_Egy_Cav_Miss_Ottoman_Bedouin_Camel_Gunners"	"Cav_Miss_Ottoman_Bedouin_Camel_Gunners"
"Ottomans_Egy_Cav_Miss_Ottoman_Shaturnal_Camel_Gunners"	"egy_ottomans"	"Ottomans_Egy_Cav_Miss_Ottoman_Shaturnal_Camel_Gunners"	"Cav_Miss_Ottoman_Shaturnal_Camel_Gunners"
"Ottomans_Egy_Gen_Generals_Bodyguard"	"egy_ottomans"	"Ottomans_Egy_Gen_Generals_Bodyguard"	"Gen_Generals_Bodyguard"
"Ottomans_Egy_Gen_Murad_Bey"	"egy_ottomans"	"Ottomans_Egy_Gen_Murad_Bey"	"Gen_Murad_Bey"
"Ottomans_Egy_Inf_Gren_Ottoman_Beylik_Janissary_Grenadiers"	"egy_ottomans"	"Ottomans_Egy_Inf_Gren_Ottoman_Beylik_Janissary_Grenadiers"	"Inf_Gren_Ottoman_Beylik_Janissary_Grenadiers"
"Ottomans_Egy_Inf_Irreg_Ottoman_Azzars"	"egy_ottomans"	"Ottomans_Egy_Inf_Irreg_Ottoman_Azzars"	"Inf_Irreg_Ottoman_Azzars"
"Ottomans_Egy_Inf_Irreg_Ottoman_Bashi_Bazouks"	"egy_ottomans"	"Ottomans_Egy_Inf_Irreg_Ottoman_Bashi_Bazouks"	"Inf_Irreg_Ottoman_Bashi_Bazouks"
"Ottomans_Egy_Inf_Light_Egy_Ottoman_Nizam_I_Cedit_Light_Infantry"	"egy_ottomans"	"Ottomans_Egy_Inf_Light_Egy_Ottoman_Nizam_I_Cedit_Light_Infantry"	"Inf_Light_Egy_Ottoman_Nizam_I_Cedit_Light_Infantry"
"Ottomans_Egy_Inf_Line_Egy_Ottoman_Nizam_I_Cedit_Infantry"	"egy_ottomans"	"Ottomans_Egy_Inf_Line_Egy_Ottoman_Nizam_I_Cedit_Infantry"	"Inf_Line_Egy_Ottoman_Nizam_I_Cedit_Infantry"
"Ottomans_Egy_Inf_Line_Ottoman_Beylik_Janissary_Musketeers"	"egy_ottomans"	"Ottomans_Egy_Inf_Line_Ottoman_Beylik_Janissary_Musketeers"	"Inf_Line_Ottoman_Beylik_Janissary_Musketeers"
"Ottomans_Egy_Inf_Line_Provincial_Egy_Ottoman_Nizam_I_Cedit"	"egy_ottomans"	"Ottomans_Egy_Inf_Line_Provincial_Egy_Ottoman_Nizam_I_Cedit"	"Inf_Line_Provincial_Egy_Ottoman_Nizam_I_Cedit"
"Ottomans_Egy_Inf_Melee_Ottoman_Cemaat_Janissaries"	"egy_ottomans"	"Ottomans_Egy_Inf_Melee_Ottoman_Cemaat_Janissaries"	"Inf_Melee_Ottoman_Cemaat_Janissaries"
"Ottomans_Egy_Inf_Militia_Ottoman_Libyan_Bedouin"	"egy_ottomans"	"Ottomans_Egy_Inf_Militia_Ottoman_Libyan_Bedouin"	"Inf_Militia_Ottoman_Libyan_Bedouin"
"Ottomans_Egy_Inf_Militia_Ottoman_Palestinian_Auxiliaries"	"egy_ottomans"	"Ottomans_Egy_Inf_Militia_Ottoman_Palestinian_Auxiliaries"	"Inf_Militia_Ottoman_Palestinian_Auxiliaries"
"Ottomans_Egy_Inf_Militia_Ottoman_Peasant_Levy"	"egy_ottomans"	"Ottomans_Egy_Inf_Militia_Ottoman_Peasant_Levy"	"Inf_Militia_Ottoman_Peasant_Levy"
"Ottomans_Egy_Inf_Mob_Armed_Populace"	"egy_ottomans"	"Ottomans_Egy_Inf_Mob_Armed_Populace"	"Inf_Mob_Armed_Populace"
"Ottomans_Egy_Inf_Mob_Armed_Populace_Firelock"	"egy_ottomans"	"Ottomans_Egy_Inf_Mob_Armed_Populace_Firelock"	"Inf_Mob_Armed_Populace_Firelock"
"Ottomans_Egy_Mounted_Inf_Egy_Ottoman_Mounted_Nizam_I_Cedit"	"egy_ottomans"	"Ottomans_Egy_Mounted_Inf_Egy_Ottoman_Mounted_Nizam_I_Cedit"	"Mounted_Inf_Egy_Ottoman_Mounted_Nizam_I_Cedit"
"France_Art_Fix_French_Rocket_Troop"	"france"	"France_Art_Fix_French_Rocket_Troop"	"Art_Fix_French_Rocket_Troop"
"France_Art_Foot_French_12_lber"	"france"	"France_Art_Foot_French_12_lber"	"Art_Foot_French_12_lber"
"France_Art_Foot_French_6_In_Howitzer"	"france"	"France_Art_Foot_French_6_In_Howitzer"	"Art_Foot_French_6_In_Howitzer"
"France_Art_Foot_French_6_lber"	"france"	"France_Art_Foot_French_6_lber"	"Art_Foot_French_6_lber"
"France_Art_Foot_French_8_lber"	"france"	"France_Art_Foot_French_8_lber"	"Art_Foot_French_8_lber"
"France_Art_Foot_French_Artillerie_a_Pied"	"france"	"France_Art_Foot_French_Artillerie_a_Pied"	"Art_Foot_French_Artillerie_a_Pied"
"France_Art_Foot_French_Experimental_Howitzer"	"france"	"France_Art_Foot_French_Experimental_Howitzer"	"Art_Foot_French_Experimental_Howitzer"
"France_Art_Foot_Grand_Battery_Convention"	"france"	"France_Art_Foot_Grand_Battery_Convention"	"Art_Foot_Grand_Battery_Convention"
"France_Art_Horse_French_6_lber"	"france"	"France_Art_Horse_French_6_lber"	"Art_Horse_French_6_lber"
"France_Art_Horse_French_Artillerie_a_Cheval"	"france"	"France_Art_Horse_French_Artillerie_a_Cheval"	"Art_Horse_French_Artillerie_a_Cheval"
"France_Cav_Heavy_French_Carabiniers"	"france"	"France_Cav_Heavy_French_Carabiniers"	"Cav_Heavy_French_Carabiniers"
"France_Cav_Heavy_French_Cuirassiers"	"france"	"France_Cav_Heavy_French_Cuirassiers"	"Cav_Heavy_French_Cuirassiers"
"France_Cav_Heavy_French_Cuirassiers_Murat"	"france"	"France_Cav_Heavy_French_Cuirassiers_Murat"	"Cav_Heavy_French_Cuirassiers_Murat"
"France_Cav_Heavy_French_Cuirassiers_Ney"	"france"	"France_Cav_Heavy_French_Cuirassiers_Ney"	"Cav_Heavy_French_Cuirassiers_Ney"
"France_Cav_Heavy_French_Dragoons"	"france"	"France_Cav_Heavy_French_Dragoons"	"Cav_Heavy_French_Dragoons"
"France_Cav_Heavy_French_Grenadiers_a_Cheval"	"france"	"France_Cav_Heavy_French_Grenadiers_a_Cheval"	"Cav_Heavy_French_Grenadiers_a_Cheval"
"France_Cav_Lancer_French_7th_Lancers"	"france"	"France_Cav_Lancer_French_7th_Lancers"	"Cav_Lancer_French_7th_Lancers"
"France_Cav_Lancer_French_Cheveau_Legers_Lancers"	"france"	"France_Cav_Lancer_French_Cheveau_Legers_Lancers"	"Cav_Lancer_French_Cheveau_Legers_Lancers"
"France_Cav_Light_French_5e_Hussards"	"france"	"France_Cav_Light_French_5e_Hussards"	"Cav_Light_French_5e_Hussards"
"France_Cav_Light_French_Chasseurs_a_Cheval"	"france"	"France_Cav_Light_French_Chasseurs_a_Cheval"	"Cav_Light_French_Chasseurs_a_Cheval"
"Ottomans_Cav_Light_French_Mamelukes"	"france"	"Ottomans_Cav_Light_French_Mamelukes"	"Cav_Light_Mamelukes"
"France_Gen_D_Erlon"	"france"	"France_Gen_D_Erlon"	"Gen_D_Erlon"
"France_Gen_Generals_Staff"	"france"	"France_Gen_Generals_Staff"	"Gen_Generals_Staff"
"France_Gen_Late_Napoleon"	"france"	"France_Gen_Late_Napoleon"	"Gen_Late_Napoleon"
"France_Gen_Marechal_Ney"	"france"	"France_Gen_Marechal_Ney"	"Gen_Marechal_Ney"
"France_Gen_Marechal_Soult"	"france"	"France_Gen_Marechal_Soult"	"Gen_Marechal_Soult"
"France_Inf_Elite_French_Old_Guard"	"france"	"France_Inf_Elite_French_Old_Guard"	"Inf_Elite_French_Old_Guard"
"France_Inf_Elite_French_Young_Guard"	"france"	"France_Inf_Elite_French_Young_Guard"	"Inf_Elite_French_Young_Guard"
"France_Inf_Gren_French_Grenadiers"	"france"	"France_Inf_Gren_French_Grenadiers"	"Inf_Gren_French_Grenadiers"
"France_Inf_Light_French_6th_Legere"	"france"	"France_Inf_Light_French_6th_Legere"	"Inf_Light_French_6th_Legere"
"France_Inf_Light_French_Chasseurs"	"france"	"France_Inf_Light_French_Chasseurs"	"Inf_Light_French_Chasseurs"
"France_Inf_Line_French_18th_Ligne"	"france"	"France_Inf_Line_French_18th_Ligne"	"Inf_Line_French_18th_Ligne"
"France_Inf_Line_French_Fusiliers"	"france"	"France_Inf_Line_French_Fusiliers"	"Inf_Line_French_Fusiliers"
"France_Inf_Line_Polish_Legion"	"france"	"France_Inf_Line_Polish_Legion"	"Inf_Line_Polish_Legion"
"France_Inf_Line_Swiss_Foot"	"france"	"France_Inf_Line_Swiss_Foot"	"Inf_Line_Swiss_Foot"
"France_Inf_Militia_French_National_Guard"	"france"	"France_Inf_Militia_French_National_Guard"	"Inf_Militia_French_National_Guard"
"France_Inf_Militia_Militia"	"france"	"France_Inf_Militia_Militia"	"Inf_Militia_Militia"
"France_Inf_Mob_Armed_Citizenry"	"france"	"France_Inf_Mob_Armed_Citizenry"	"Inf_Mob_Armed_Citizenry"
"France_Inf_Skirm_French_Voltiguers"	"france"	"France_Inf_Skirm_French_Voltiguers"	"Inf_Skirm_French_Voltiguers"
"French_Rebels_Art_Foot_12_lber"	"french_rebels"	"French_Rebels_Art_Foot_12_lber"	"Art_Foot_12_lber"
"French_Rebels_Art_Foot_7_lber_Howitzer"	"french_rebels"	"French_Rebels_Art_Foot_7_lber_Howitzer"	"Art_Foot_7_lber_Howitzer"
"French_Rebels_Art_Horse_6_lber"	"french_rebels"	"French_Rebels_Art_Horse_6_lber"	"Art_Horse_6_lber"
"French_Rebels_Cav_Heavy_Cuirassiers"	"french_rebels"	"French_Rebels_Cav_Heavy_Cuirassiers"	"Cav_Heavy_Cuirassiers"
"French_Rebels_Cav_Heavy_Dragoons"	"french_rebels"	"French_Rebels_Cav_Heavy_Dragoons"	"Cav_Heavy_Dragoons"
"French_Rebels_Cav_Light_Hussars"	"french_rebels"	"French_Rebels_Cav_Light_Hussars"	"Cav_Light_Hussars"
"French_Rebels_Gen_Generals_Staff"	"french_rebels"	"French_Rebels_Gen_Generals_Staff"	"Gen_Generals_Staff"
"French_Rebels_Inf_Gren_Grenadiers"	"french_rebels"	"French_Rebels_Inf_Gren_Grenadiers"	"Inf_Gren_Grenadiers"
"French_Rebels_Inf_Light_Light_Infantry"	"french_rebels"	"French_Rebels_Inf_Light_Light_Infantry"	"Inf_Light_Light_Infantry"
"French_Rebels_Inf_Line_Line_Infantry"	"french_rebels"	"French_Rebels_Inf_Line_Line_Infantry"	"Inf_Line_Line_Infantry"
"French_Rebels_Inf_Militia_Militia"	"french_rebels"	"French_Rebels_Inf_Militia_Militia"	"Inf_Militia_Militia"
"French_Rebels_Inf_Mob_Armed_Citizenry"	"french_rebels"	"French_Rebels_Inf_Mob_Armed_Citizenry"	"Inf_Mob_Armed_Citizenry"
"Greece_Art_Foot_12_lber"	"greece"	"Greece_Art_Foot_12_lber"	"Art_Foot_12_lber"
"Greece_Art_Foot_6_lber"	"greece"	"Greece_Art_Foot_6_lber"	"Art_Foot_6_lber"
"Greece_Art_Foot_7_lber_Howitzer"	"greece"	"Greece_Art_Foot_7_lber_Howitzer"	"Art_Foot_7_lber_Howitzer"
"Greece_Art_Horse_6_lber"	"greece"	"Greece_Art_Horse_6_lber"	"Art_Horse_6_lber"
"Greece_Cav_Heavy_Dragoons"	"greece"	"Greece_Cav_Heavy_Dragoons"	"Cav_Heavy_Dragoons"
"Greece_Cav_Light_Hussars"	"greece"	"Greece_Cav_Light_Hussars"	"Cav_Light_Hussars"
"Greece_Gen_Generals_Staff"	"greece"	"Greece_Gen_Generals_Staff"	"Gen_Generals_Staff"
"Greece_Inf_Light_Light_Infantry"	"greece"	"Greece_Inf_Light_Light_Infantry"	"Inf_Light_Light_Infantry"
"Greece_Inf_Line_Line_Infantry"	"greece"	"Greece_Inf_Line_Line_Infantry"	"Inf_Line_Line_Infantry"
"Greece_Inf_Militia_Militia"	"greece"	"Greece_Inf_Militia_Militia"	"Inf_Militia_Militia"
"Greece_Inf_Mob_Armed_Citizenry"	"greece"	"Greece_Inf_Mob_Armed_Citizenry"	"Inf_Mob_Armed_Citizenry"
"Hannover_Art_Foot_12_lber"	"hannover"	"Hannover_Art_Foot_12_lber"	"Art_Foot_12_lber"
"Hannover_Art_Foot_6_lber"	"hannover"	"Hannover_Art_Foot_6_lber"	"Art_Foot_6_lber"
"Hannover_Art_Foot_7_lber_Howitzer"	"hannover"	"Hannover_Art_Foot_7_lber_Howitzer"	"Art_Foot_7_lber_Howitzer"
"Hannover_Art_Horse_6_lber"	"hannover"	"Hannover_Art_Horse_6_lber"	"Art_Horse_6_lber"
"Hannover_Cav_Heavy_Dragoons"	"hannover"	"Hannover_Cav_Heavy_Dragoons"	"Cav_Heavy_Dragoons"
"Hannover_Cav_Heavy_Life_Guards_of_Horse"	"hannover"	"Hannover_Cav_Heavy_Life_Guards_of_Horse"	"Cav_Heavy_Life_Guards_of_Horse"
"Hannover_Cav_Heavy_Republican_Horse_Guards"	"hannover"	"Hannover_Cav_Heavy_Republican_Horse_Guards"	"Cav_Heavy_Republican_Horse_Guards"
"Hannover_Cav_Light_Hussars"	"hannover"	"Hannover_Cav_Light_Hussars"	"Cav_Light_Hussars"
"Hannover_Gen_Generals_Staff"	"hannover"	"Hannover_Gen_Generals_Staff"	"Gen_Generals_Staff"
"Hannover_Inf_Light_Light_Infantry"	"hannover"	"Hannover_Inf_Light_Light_Infantry"	"Inf_Light_Light_Infantry"
"Hannover_Inf_Line_Line_Infantry"	"hannover"	"Hannover_Inf_Line_Line_Infantry"	"Inf_Line_Line_Infantry"
"Hannover_Inf_Militia_Landwehr"	"hannover"	"Hannover_Inf_Militia_Landwehr"	"Inf_Militia_Landwehr"
"Hannover_Inf_Mob_Armed_Citizenry"	"hannover"	"Hannover_Inf_Mob_Armed_Citizenry"	"Inf_Mob_Armed_Citizenry"
"Hessen_Art_Foot_12_lber"	"hessen"	"Hessen_Art_Foot_12_lber"	"Art_Foot_12_lber"
"Hessen_Art_Foot_6_lber"	"hessen"	"Hessen_Art_Foot_6_lber"	"Art_Foot_6_lber"
"Hessen_Art_Foot_7_lber_Howitzer"	"hessen"	"Hessen_Art_Foot_7_lber_Howitzer"	"Art_Foot_7_lber_Howitzer"
"Hessen_Art_Horse_6_lber"	"hessen"	"Hessen_Art_Horse_6_lber"	"Art_Horse_6_lber"
"Hessen_Cav_Heavy_Carabiniers"	"hessen"	"Hessen_Cav_Heavy_Carabiniers"	"Cav_Heavy_Carabiniers"
"Hessen_Cav_Heavy_Garde_du_Corp"	"hessen"	"Hessen_Cav_Heavy_Garde_du_Corp"	"Cav_Heavy_Garde_du_Corp"
"Hessen_Cav_Heavy_Republican_Horse_Guards"	"hessen"	"Hessen_Cav_Heavy_Republican_Horse_Guards"	"Cav_Heavy_Republican_Horse_Guards"
"Hessen_Cav_Light_Hussars"	"hessen"	"Hessen_Cav_Light_Hussars"	"Cav_Light_Hussars"
"Hessen_Cav_Stand_Chevauxlegers"	"hessen"	"Hessen_Cav_Stand_Chevauxlegers"	"Cav_Stand_Chevauxlegers"
"Hessen_Gen_Generals_Staff"	"hessen"	"Hessen_Gen_Generals_Staff"	"Gen_Generals_Staff"
"Hessen_Inf_Elite_Grenadier_Guards"	"hessen"	"Hessen_Inf_Elite_Grenadier_Guards"	"Inf_Elite_Grenadier_Guards"
"Hessen_Inf_Elite_Republican_Guards"	"hessen"	"Hessen_Inf_Elite_Republican_Guards"	"Inf_Elite_Republican_Guards"
"Hessen_Inf_Gren_Grenadiers"	"hessen"	"Hessen_Inf_Gren_Grenadiers"	"Inf_Gren_Grenadiers"
"Hessen_Inf_Light_Fusiliers"	"hessen"	"Hessen_Inf_Light_Fusiliers"	"Inf_Light_Fusiliers"
"Hessen_Inf_Line_Musketeers"	"hessen"	"Hessen_Inf_Line_Musketeers"	"Inf_Line_Musketeers"
"Hessen_Inf_Militia_Landwehr"	"hessen"	"Hessen_Inf_Militia_Landwehr"	"Inf_Militia_Landwehr"
"Hessen_Inf_Mob_Armed_Citizenry"	"hessen"	"Hessen_Inf_Mob_Armed_Citizenry"	"Inf_Mob_Armed_Citizenry"
"Hessen_Inf_Skirm_Jager"	"hessen"	"Hessen_Inf_Skirm_Jager"	"Inf_Skirm_Jager"
"Hungary_Art_Foot_12_lber"	"hungary"	"Hungary_Art_Foot_12_lber"	"Art_Foot_12_lber"
"Hungary_Art_Foot_6_lber"	"hungary"	"Hungary_Art_Foot_6_lber"	"Art_Foot_6_lber"
"Hungary_Art_Foot_7_lber_Howitzer"	"hungary"	"Hungary_Art_Foot_7_lber_Howitzer"	"Art_Foot_7_lber_Howitzer"
"Hungary_Art_Horse_6_lber"	"hungary"	"Hungary_Art_Horse_6_lber"	"Art_Horse_6_lber"
"Hungary_Cav_Heavy_Dragoons"	"hungary"	"Hungary_Cav_Heavy_Dragoons"	"Cav_Heavy_Dragoons"
"Hungary_Cav_Light_Hussars"	"hungary"	"Hungary_Cav_Light_Hussars"	"Cav_Light_Hussars"
"Hungary_Gen_Generals_Staff"	"hungary"	"Hungary_Gen_Generals_Staff"	"Gen_Generals_Staff"
"Hungary_Inf_Gren_Grenadiers"	"hungary"	"Hungary_Inf_Gren_Grenadiers"	"Inf_Gren_Grenadiers"
"Hungary_Inf_Line_Line_Infantry"	"hungary"	"Hungary_Inf_Line_Line_Infantry"	"Inf_Line_Line_Infantry"
"Hungary_Inf_Militia_Militia"	"hungary"	"Hungary_Inf_Militia_Militia"	"Inf_Militia_Militia"
"Hungary_Inf_Mob_Armed_Citizenry"	"hungary"	"Hungary_Inf_Mob_Armed_Citizenry"	"Inf_Mob_Armed_Citizenry"
"Hungary_Inf_Skirm_Jager"	"hungary"	"Hungary_Inf_Skirm_Jager"	"Inf_Skirm_Jager"
"Ireland_Art_Foot_12_lber"	"ireland"	"Ireland_Art_Foot_12_lber"	"Art_Foot_12_lber"
