version 1, schema ancillary_to_included_agents_tables, guid 372ddc29-dcb6-4de7-9abc-f7d0032df025
Ancillary_IDRef(string)	Agent_IDRef(string)
"s2anc_sp_bosh_ninja_chef_sushi"	"boshin_shinsengumi"
"s2anc_sp_bosh_ninja_claws"	"boshin_shinobi"
"s2anc_sp_bosh_ninja_disguise_fish"	"boshin_ishinshishi"
"s2anc_sp_bosh_ninja_disguise_fish"	"boshin_shinobi"
"s2anc_sp_bosh_ninja_disguise_fish"	"boshin_shinsengumi"
"s2anc_sp_bosh_ninja_disguise_gaijin"	"boshin_ishinshishi"
"s2anc_sp_bosh_ninja_disguise_gaijin"	"boshin_shinobi"
"s2anc_sp_bosh_ninja_disguise_gaijin"	"boshin_shinsengumi"
"s2anc_sp_bosh_ninja_disguise_geisha"	"boshin_ishinshishi"
"s2anc_sp_bosh_ninja_disguise_geisha"	"boshin_shinobi"
"s2anc_sp_bosh_ninja_disguise_geisha"	"boshin_shinsengumi"
"s2anc_sp_bosh_ninja_disguise_madman"	"boshin_ishinshishi"
"s2anc_sp_bosh_ninja_disguise_madman"	"boshin_shinobi"
"s2anc_sp_bosh_ninja_disguise_madman"	"boshin_shinsengumi"
"s2anc_sp_bosh_ninja_disguise_monk"	"boshin_ishinshishi"
"s2anc_sp_bosh_ninja_disguise_monk"	"boshin_shinobi"
"s2anc_sp_bosh_ninja_disguise_monk"	"boshin_shinsengumi"
"s2anc_sp_bosh_ninja_disguise_ronin"	"boshin_ishinshishi"
"s2anc_sp_bosh_ninja_disguise_ronin"	"boshin_shinobi"
"s2anc_sp_bosh_ninja_disguise_ronin"	"boshin_shinsengumi"
"s2anc_sp_bosh_ninja_disguise_town"	"boshin_ishinshishi"
"s2anc_sp_bosh_ninja_disguise_town"	"boshin_shinobi"
"s2anc_sp_bosh_ninja_disguise_town"	"boshin_shinsengumi"
"s2anc_sp_bosh_ninja_flashbomb"	"boshin_shinobi"
"s2anc_sp_bosh_ninja_gambler"	"boshin_ishinshishi"
"s2anc_sp_bosh_ninja_gambler"	"boshin_shinsengumi"
"s2anc_sp_bosh_ninja_shuriken"	"boshin_shinobi"
"s2anc_sp_bosh_ninja_tanto"	"boshin_shinobi"
"s2anc_sp_bosh_rail_builder_uk"	"General"
"s2anc_sp_bosh_rail_builder_us"	"General"
"s2anc_sp_bosh_rail_guide"	"General"
"s2anc_sp_bosh_rail_telegraph"	"General"
"s2anc_sp_bosh_ronin_unrepentent"	"General"
"s2anc_sp_bosh_ronin_xenophobe"	"General"
"s2anc_sp_bosh_samurai_boast"	"boshin_ishinshishi"
"s2anc_sp_bosh_samurai_boast"	"boshin_shinsengumi"
"s2anc_sp_bosh_samurai_rude"	"boshin_ishinshishi"
"s2anc_sp_bosh_samurai_rude"	"boshin_shinsengumi"
"s2anc_sp_bosh_samurai_unlettered"	"boshin_ishinshishi"
"s2anc_sp_bosh_samurai_unlettered"	"boshin_shinsengumi"
"s2anc_sp_bosh_servant_biwa"	"General"
"s2anc_sp_bosh_servant_bodyguard"	"General"
"s2anc_sp_bosh_servant_chef_french"	"General"
"s2anc_sp_bosh_servant_chef_noodle"	"General"
"s2anc_sp_bosh_servant_euro_chef_pastry"	"General"
"s2anc_sp_bosh_servant_euro_waiter"	"boshin_veteran"
"s2anc_sp_bosh_servant_groom"	"General"
"s2anc_sp_bosh_servant_shogi_player"	"General"
"s2anc_sp_bosh_servant_treasurers"	"General"
"s2anc_sp_bosh_shinsengumi_yakuza_2"	"boshin_ishinshishi"
"s2anc_sp_bosh_shinsengumi_yakuza_2"	"boshin_shinsengumi"
"s2anc_sp_bosh_shinsengumi_yakuza"	"boshin_ishinshishi"
"s2anc_sp_bosh_shinsengumi_yakuza"	"boshin_shinsengumi"
"s2anc_sp_bosh_spec_brunet"	"General"
"s2anc_sp_bosh_spec_brunton"	"General"
"s2anc_sp_bosh_spec_byakkotai"	"General"
"s2anc_sp_bosh_spec_chanoine"	"General"
"s2anc_sp_bosh_spec_descharmes"	"General"
"s2anc_sp_bosh_spec_duousequet"	"General"
"s2anc_sp_bosh_spec_genbutai"	"General"
"s2anc_sp_bosh_spec_glover"	"General"
"s2anc_sp_bosh_spec_messelot"	"General"
"s2anc_sp_bosh_spec_roches"	"General"
"s2anc_sp_bosh_spec_satow"	"General"
"s2anc_sp_bosh_spec_schnell_edward"	"boshin_veteran"
"s2anc_sp_bosh_spec_schnell_henry"	"boshin_veteran"
"s2anc_sp_bosh_spec_seiryutai"	"General"
"s2anc_sp_bosh_spec_smith_parkes"	"General"
"s2anc_sp_bosh_spec_suzakutai"	"General"
"s2anc_sp_bosh_spec_thouars"	"General"
"s2anc_sp_bosh_spec_valkenburg"	"General"
"s2anc_sp_bosh_spec_verny"	"General"
"s2anc_sp_bosh_sumo_champion"	"General"
"s2anc_sp_bosh_sumo_wrestler_1"	"General"
"s2anc_sp_bosh_sumo_wrestler_2"	"General"
"s2anc_sp_bosh_trader_arms_fr"	"boshin_veteran"
"s2anc_sp_bosh_trader_arms_ger"	"boshin_veteran"
"s2anc_sp_bosh_trader_arms_uk"	"boshin_veteran"
"s2anc_sp_bosh_trader_arms_us"	"boshin_veteran"
"s2anc_sp_bosh_trader_banker_jr"	"General"
"s2anc_sp_bosh_trader_french"	"General"
"s2anc_sp_bosh_trader_japan_industry"	"General"
"s2anc_sp_bosh_trader_rich"	"General"
"s2anc_sp_bosh_trader_tax_farmer"	"General"
"s2anc_sp_bosh_trader_us"	"General"
"s2anc_sp_bosh_uniform_admiral"	"General"
"s2anc_sp_bosh_uniform_general"	"General"
"s2anc_sp_bosh_uniform_naval_uk"	"General"
"s2anc_sp_bosh_uniform_sailor_cap"	"General"
"s2anc_sp_bosh_uniform_snow_shoes"	"General"
"s2anc_sp_bosh_uniform_top_hat"	"General"
"s2anc_sumo_champion"	"General"
"s2anc_sumo_wrestler_1"	"General"
"s2anc_sumo_wrestler_2"	"General"
