version 1, schema ancillary_included_subcultures_tables
Ancillary_IDRef(string)	Subculture(string)
"Ancillary_Outstanding_Choirmaster"	"sc_european_south"
"Ancillary_Outstanding_Choirmaster"	"sc_european_west"
"Ancillary_Pamphleteer_Government"	"sc_european_america"
"Ancillary_Pamphleteer_Government"	"sc_european_east"
"Ancillary_Pamphleteer_Government"	"sc_european_north"
"Ancillary_Pamphleteer_Government"	"sc_european_south"
"Ancillary_Pamphleteer_Government"	"sc_european_west"
"Ancillary_Pamphleteer_Radical"	"sc_european_america"
"Ancillary_Pamphleteer_Radical"	"sc_european_east"
"Ancillary_Pamphleteer_Radical"	"sc_european_north"
"Ancillary_Pamphleteer_Radical"	"sc_european_south"
"Ancillary_Pamphleteer_Radical"	"sc_european_west"
"Ancillary_Personal_Physician"	"sc_european_america"
"Ancillary_Personal_Physician"	"sc_european_east"
"Ancillary_Personal_Physician"	"sc_european_north"
"Ancillary_Personal_Physician"	"sc_european_south"
"Ancillary_Personal_Physician"	"sc_european_west"
"Ancillary_Personal_Physician"	"sc_indian_hindu"
"Ancillary_Personal_Physician"	"sc_indian_islamic"
"Ancillary_Personal_Physician"	"sc_indian_sikh"
"Ancillary_Personal_Physician"	"sc_mideast_islamic"
"Ancillary_Pet_Monkey"	"sc_european_america"
"Ancillary_Pet_Monkey"	"sc_european_east"
"Ancillary_Pet_Monkey"	"sc_european_north"
"Ancillary_Pet_Monkey"	"sc_european_south"
"Ancillary_Pet_Monkey"	"sc_european_west"
"Ancillary_Pet_Monkey"	"sc_indian_hindu"
"Ancillary_Pet_Monkey"	"sc_indian_islamic"
"Ancillary_Pet_Monkey"	"sc_indian_sikh"
"Ancillary_Pet_Monkey"	"sc_mideast_islamic"
"Ancillary_Pet_Sacred_Cow"	"sc_indian_hindu"
"Ancillary_Pet_Tiger"	"sc_indian_hindu"
"Ancillary_Pet_Tiger"	"sc_indian_islamic"
"Ancillary_Pet_Tiger"	"sc_indian_sikh"
"Ancillary_Poet"	"sc_european_america"
"Ancillary_Poet"	"sc_european_east"
"Ancillary_Poet"	"sc_european_north"
"Ancillary_Poet"	"sc_european_south"
"Ancillary_Poet"	"sc_european_west"
"Ancillary_Police_Torturer"	"sc_european_america"
"Ancillary_Police_Torturer"	"sc_european_east"
"Ancillary_Police_Torturer"	"sc_european_north"
"Ancillary_Police_Torturer"	"sc_european_south"
"Ancillary_Police_Torturer"	"sc_european_west"
"Ancillary_Police_Torturer"	"sc_indian_hindu"
"Ancillary_Police_Torturer"	"sc_indian_islamic"
"Ancillary_Police_Torturer"	"sc_indian_sikh"
"Ancillary_Police_Torturer"	"sc_mideast_islamic"
"Ancillary_Presentation_Sword_1"	"sc_european_america"
"Ancillary_Presentation_Sword_1"	"sc_european_east"
"Ancillary_Presentation_Sword_1"	"sc_european_north"
"Ancillary_Presentation_Sword_1"	"sc_european_south"
"Ancillary_Presentation_Sword_1"	"sc_european_west"
"Ancillary_Presentation_Sword_2"	"sc_european_america"
"Ancillary_Presentation_Sword_2"	"sc_european_east"
"Ancillary_Presentation_Sword_2"	"sc_european_north"
"Ancillary_Presentation_Sword_2"	"sc_european_south"
"Ancillary_Presentation_Sword_2"	"sc_european_west"
"Ancillary_Rake_Bawd"	"sc_european_america"
"Ancillary_Rake_Bawd"	"sc_european_east"
"Ancillary_Rake_Bawd"	"sc_european_north"
"Ancillary_Rake_Bawd"	"sc_european_south"
"Ancillary_Rake_Bawd"	"sc_european_west"
"Ancillary_Rake_Professional_Second"	"sc_european_america"
"Ancillary_Rake_Professional_Second"	"sc_european_east"
"Ancillary_Rake_Professional_Second"	"sc_european_north"
"Ancillary_Rake_Professional_Second"	"sc_european_south"
"Ancillary_Rake_Professional_Second"	"sc_european_west"
"Ancillary_Religion_Bishop"	"sc_european_america"
"Ancillary_Religion_Bishop"	"sc_european_east"
"Ancillary_Religion_Bishop"	"sc_european_north"
"Ancillary_Religion_Bishop"	"sc_european_south"
"Ancillary_Religion_Bishop"	"sc_european_west"
"Ancillary_Religion_Imam_Learned"	"sc_mideast_islamic"
"Ancillary_Religion_Imam_Rabblerouser"	"sc_mideast_islamic"
"Ancillary_Religion_Methodist"	"sc_european_america"
"Ancillary_Religion_Methodist"	"sc_european_east"
"Ancillary_Religion_Methodist"	"sc_european_north"
"Ancillary_Religion_Methodist"	"sc_european_south"
"Ancillary_Religion_Methodist"	"sc_european_west"
"Ancillary_Research_Librarian"	"sc_european_america"
"Ancillary_Research_Librarian"	"sc_european_east"
"Ancillary_Research_Librarian"	"sc_european_north"
"Ancillary_Research_Librarian"	"sc_european_south"
"Ancillary_Research_Librarian"	"sc_european_west"
"Ancillary_Research_Librarian"	"sc_indian_hindu"
"Ancillary_Research_Librarian"	"sc_indian_islamic"
"Ancillary_Research_Librarian"	"sc_indian_sikh"
"Ancillary_Research_Librarian"	"sc_mideast_islamic"
"Ancillary_Research_Lunatic_Jack"	"sc_european_america"
"Ancillary_Research_Lunatic_Jack"	"sc_european_east"
"Ancillary_Research_Lunatic_Jack"	"sc_european_north"
"Ancillary_Research_Lunatic_Jack"	"sc_european_south"
"Ancillary_Research_Lunatic_Jack"	"sc_european_west"
"Ancillary_Research_Lunatic_Jack"	"sc_indian_hindu"
"Ancillary_Research_Lunatic_Jack"	"sc_indian_islamic"
"Ancillary_Research_Lunatic_Jack"	"sc_indian_sikh"
"Ancillary_Research_Lunatic_Jack"	"sc_mideast_islamic"
"Ancillary_Research_Taxonomist"	"sc_european_america"
"Ancillary_Research_Taxonomist"	"sc_european_east"
"Ancillary_Research_Taxonomist"	"sc_european_north"
"Ancillary_Research_Taxonomist"	"sc_european_south"
"Ancillary_Research_Taxonomist"	"sc_european_west"
"Ancillary_Tax_Farmer"	"sc_european_america"
"Ancillary_Tax_Farmer"	"sc_european_east"
"Ancillary_Tax_Farmer"	"sc_european_north"
"Ancillary_Tax_Farmer"	"sc_european_south"
"Ancillary_Tax_Farmer"	"sc_european_west"
"Ancillary_Tax_Farmer"	"sc_indian_hindu"
"Ancillary_Tax_Farmer"	"sc_indian_islamic"
"Ancillary_Tax_Farmer"	"sc_indian_sikh"
"Ancillary_Tax_Farmer"	"sc_mideast_islamic"
"Ancillary_Wife_Ambitious"	"sc_european_america"
"Ancillary_Wife_Ambitious"	"sc_european_east"
"Ancillary_Wife_Ambitious"	"sc_european_north"
"Ancillary_Wife_Ambitious"	"sc_european_south"
"Ancillary_Wife_Ambitious"	"sc_european_west"
"Ancillary_Wife_Unpleasant"	"sc_european_america"
"Ancillary_Wife_Unpleasant"	"sc_european_east"
"Ancillary_Wife_Unpleasant"	"sc_european_north"
"Ancillary_Wife_Unpleasant"	"sc_european_south"
"Ancillary_Wife_Unpleasant"	"sc_european_west"
"Ancilllary_Dead_Parrot_Pirate"	"sc_european_america"
"Ancilllary_Dead_Parrot_Pirate"	"sc_european_east"
"Ancilllary_Dead_Parrot_Pirate"	"sc_european_north"
"Ancilllary_Dead_Parrot_Pirate"	"sc_european_south"
"Ancilllary_Dead_Parrot_Pirate"	"sc_european_west"
"Ancilllary_Pet_Parrot_Nasty"	"sc_european_america"
"Ancilllary_Pet_Parrot_Nasty"	"sc_european_east"
"Ancilllary_Pet_Parrot_Nasty"	"sc_european_north"
"Ancilllary_Pet_Parrot_Nasty"	"sc_european_south"
"Ancilllary_Pet_Parrot_Nasty"	"sc_european_west"
"Ancilllary_Pet_Parrot_Ordinary"	"sc_european_america"
"Ancilllary_Pet_Parrot_Ordinary"	"sc_european_east"
"Ancilllary_Pet_Parrot_Ordinary"	"sc_european_north"
"Ancilllary_Pet_Parrot_Ordinary"	"sc_european_south"
"Ancilllary_Pet_Parrot_Ordinary"	"sc_european_west"
"Ancilllary_Pet_Parrot_Pirate"	"sc_european_america"
"Ancilllary_Pet_Parrot_Pirate"	"sc_european_east"
"Ancilllary_Pet_Parrot_Pirate"	"sc_european_north"
"Ancilllary_Pet_Parrot_Pirate"	"sc_european_south"
"Ancilllary_Pet_Parrot_Pirate"	"sc_european_west"
"Government_Spying_Locksmith"	"sc_european_america"
"Government_Spying_Locksmith"	"sc_european_east"
"Government_Spying_Locksmith"	"sc_european_north"
"Government_Spying_Locksmith"	"sc_european_south"
"Government_Spying_Locksmith"	"sc_european_west"
"Government_Spying_Locksmith"	"sc_indian_hindu"
"Government_Spying_Locksmith"	"sc_indian_islamic"
"Government_Spying_Locksmith"	"sc_indian_sikh"
"Government_Spying_Locksmith"	"sc_mideast_islamic"
"Anc_Fake_Native_Chief"	"sc_european_america"
"Anc_Fake_Native_Chief"	"sc_european_east"
"Anc_Fake_Native_Chief"	"sc_european_north"
"Anc_Fake_Native_Chief"	"sc_european_south"
"Anc_Fake_Native_Chief"	"sc_european_west"
"Anc_Mistress_Captive_Wife_1"	"sc_tribal_playable"
"Anc_Mistress_Captive_Wife_2"	"sc_tribal_playable"
"Anc_Slave_Escaped"	"sc_tribal_playable"
"Anc_Slave_Escaped_Girl"	"sc_tribal_playable"
"Anc_Tribal_Combat_Tranny"	"sc_tribal_playable"
"Anc_Tribal_Contrary"	"sc_tribal_playable"
"Anc_Tribal_Euro_Cap_Woman"	"sc_tribal_playable"
"Anc_Tribal_Euro_Captive"	"sc_tribal_playable"
"Anc_Tribal_Euro_Turncoat"	"sc_tribal_playable"
"Anc_Tribal_Headdress"	"sc_tribal_playable"
"Anc_Tribal_Horse"	"sc_tribal_playable"
"Anc_Tribal_Medicine_Bag"	"sc_tribal_playable"
"Anc_Tribal_Peace_Pipe"	"sc_tribal_playable"
"Anc_Tribal_Stick"	"sc_tribal_playable"
"Anc_Tribal_Trade_Fur"	"sc_tribal_playable"
"Anc_Tribal_Trade_Gentleman"	"sc_tribal_playable"
"Anc_Tribal_Trade_Gold"	"sc_tribal_playable"
"Anc_Tribal_Trade_Guns"	"sc_tribal_playable"
"Anc_Tribal_Trade_Missionary"	"sc_tribal_playable"
"Anc_Tribal_Turncoat_Native"	"sc_european_america"
"Anc_Tribal_Turncoat_Native"	"sc_european_east"
"Anc_Tribal_Turncoat_Native"	"sc_european_north"
"Anc_Tribal_Turncoat_Native"	"sc_european_south"
"Anc_Tribal_Turncoat_Native"	"sc_european_west"
"Anc_Tribal_Turncoat_Native"	"sc_tribal_playable"
"Anc_Tribal_War_Axe"	"sc_tribal_playable"
"Anc_Tribal_War_Lance"	"sc_tribal_playable"
"Anc_Tribal_War_Rifle"	"sc_tribal_playable"
"Ancillary_Army_Tribal_Shaman"	"sc_tribal_playable"
