version 1, schema units_to_groupings_military_permissions_tables
Unit_IDRef(string)	Military_x0020_Group(string)
"euro_light_infantry_colonial"	"united_provinces_group"
"euro_light_infantry_colonial"	"usa_group"
"euro_light_infantry_jaegers"	"austria_group"
"euro_line_infantry"	"austria_group"
"euro_line_infantry"	"france_group"
"euro_line_infantry"	"great_britain_group"
"euro_line_infantry"	"prussia_group"
"euro_line_infantry"	"russia_poland_group"
"euro_line_infantry"	"spain_group"
"euro_line_infantry"	"sweden_denmark_group"
"euro_line_infantry"	"united_provinces_group"
"euro_line_infantry"	"usa_group"
"euro_line_infantry"	"venice_group"
"euro_line_infantry_colonial"	"austria_group"
"euro_line_infantry_colonial"	"france_group"
"euro_line_infantry_colonial"	"great_britain_group"
"euro_line_infantry_colonial"	"prussia_group"
"euro_line_infantry_colonial"	"russia_poland_group"
"euro_line_infantry_colonial"	"spain_group"
"euro_line_infantry_colonial"	"sweden_denmark_group"
"euro_line_infantry_colonial"	"united_provinces_group"
"euro_line_infantry_colonial"	"venice_group"
"euro_militia_infantry"	"austria_group"
"euro_militia_infantry"	"france_group"
"euro_militia_infantry"	"great_britain_group"
"euro_militia_infantry"	"prussia_group"
"euro_militia_infantry"	"russia_poland_group"
"euro_militia_infantry"	"spain_group"
"euro_militia_infantry"	"sweden_denmark_group"
"euro_militia_infantry"	"united_provinces_group"
"euro_militia_infantry"	"venice_group"
"euro_militia_infantry_colonial_militia"	"austria_group"
"euro_militia_infantry_colonial_militia"	"colonies_ep3_group"
"euro_militia_infantry_colonial_militia"	"france_group"
"euro_militia_infantry_colonial_militia"	"great_britain_group"
"euro_militia_infantry_colonial_militia"	"prussia_group"
"euro_militia_infantry_colonial_militia"	"russia_poland_group"
"euro_militia_infantry_colonial_militia"	"spain_group"
"euro_militia_infantry_colonial_militia"	"sweden_denmark_group"
"euro_militia_infantry_colonial_militia"	"united_provinces_group"
"euro_militia_infantry_colonial_militia"	"venice_group"
"euro_militia_infantry_minutemen"	"usa_group"
"euro_pikemen"	"austria_group"
"euro_pikemen"	"france_group"
"euro_pikemen"	"great_britain_group"
"euro_pikemen"	"prussia_group"
"euro_pikemen"	"russia_poland_group"
"euro_pikemen"	"spain_group"
"euro_pikemen"	"sweden_denmark_group"
"euro_pikemen"	"united_provinces_group"
"euro_pikemen"	"venice_group"
"euro_polish_winged_hussars"	"russia_poland_group"
"euro_provincial_cavalry"	"austria_group"
"euro_provincial_cavalry"	"colonies_ep3_group"
"euro_provincial_cavalry"	"russia_poland_group"
"euro_provincial_cavalry"	"spain_group"
"euro_provincial_cavalry"	"sweden_denmark_group"
"euro_provincial_cavalry"	"united_provinces_group"
"euro_provincial_cavalry"	"usa_group"
"euro_provincial_cavalry"	"venice_group"
"euro_provincial_cavalry_gendarmerie"	"france_group"
"euro_provincial_cavalry_gendarmerie"	"prussia_group"
"euro_provincial_cavalry_yeomanry"	"great_britain_group"
"euro_provincial_line_infantry"	"austria_group"
"euro_provincial_line_infantry"	"france_group"
"euro_provincial_line_infantry"	"great_britain_group"
"euro_provincial_line_infantry"	"prussia_group"
"euro_provincial_line_infantry"	"russia_poland_group"
"euro_provincial_line_infantry"	"spain_group"
"euro_provincial_line_infantry"	"sweden_denmark_group"
"euro_provincial_line_infantry"	"united_provinces_group"
"euro_provincial_line_infantry"	"venice_group"
"euro_rangers"	"colonies_ep3_group"
"euro_rangers"	"great_britain_group"
"euro_rangers"	"usa_group"
"euro_rangers_courers_de_bois"	"france_group"
"euro_rangers_frontiersmen"	"spain_group"
"euro_regiment_of_horse"	"great_britain_group"
"euro_regiment_of_horse"	"prussia_group"
"euro_regiment_of_horse"	"russia_poland_group"
"euro_regiment_of_horse"	"spain_group"
"euro_regiment_of_horse"	"united_provinces_group"
"euro_regiment_of_horse"	"usa_group"
"euro_regiment_of_horse"	"venice_group"
"euro_regiment_of_horse_sweden"	"sweden_denmark_group"
"euro_republican_conscript_infantry"	"austria_group"
"euro_republican_conscript_infantry"	"great_britain_group"
"euro_republican_conscript_infantry"	"prussia_group"
"euro_republican_conscript_infantry"	"russia_poland_group"
"euro_republican_conscript_infantry"	"spain_group"
"euro_republican_conscript_infantry"	"sweden_denmark_group"
"euro_republican_conscript_infantry"	"united_provinces_group"
"euro_republican_conscript_infantry"	"venice_group"
"euro_republican_guard"	"austria_group"
"euro_republican_guard"	"france_group"
"euro_republican_guard"	"great_britain_group"
"euro_republican_guard"	"prussia_group"
"euro_republican_guard"	"russia_poland_group"
"euro_republican_guard"	"spain_group"
"euro_republican_guard"	"sweden_denmark_group"
"euro_republican_guard"	"united_provinces_group"
"euro_republican_guard"	"usa_group"
"euro_sepoys"	"austria_group"
"euro_sepoys"	"france_group"
"euro_sepoys"	"great_britain_group"
"euro_sepoys"	"prussia_group"
"euro_sepoys"	"russia_poland_group"
"euro_sepoys"	"spain_group"
"euro_sepoys"	"sweden_denmark_group"
"euro_sepoys"	"united_provinces_group"
"euro_sepoys"	"usa_group"
"euro_sepoys"	"venice_group"
"euro_superior_line_infantry_petits_vieux"	"france_group"
"euro_superior_line_infantry_vieux"	"france_group"
"ferguson_riflemen"	"great_britain_group"
"galleon"	"spain_group"
"garde_du_corps"	"france_group"
"guard_infantry"	"austria_group"
"guard_infantry"	"great_britain_group"
"guard_infantry"	"prussia_group"
"guard_infantry"	"russia_poland_group"
"guard_infantry"	"spain_group"
"guard_infantry"	"sweden_denmark_group"
"guard_infantry"	"united_provinces_group"
"guard_infantry"	"usa_group"
"guard_infantry"	"venice_group"
"guerillas"	"spain_group"
"hakkapeliitat"	"rebel_group"
"hakkapeliitat"	"sweden_denmark_group"
"household_cavalry"	"austria_group"
"household_cavalry"	"prussia_group"
"household_cavalry"	"russia_poland_group"
"household_cavalry"	"spain_group"
"household_cavalry"	"sweden_denmark_group"
"household_cavalry"	"united_provinces_group"
"household_cavalry"	"usa_group"
"household_cavalry"	"venice_group"
"indiaman"	"austria_group"
"indiaman"	"france_group"
"indiaman"	"great_britain_group"
"indiaman"	"prussia_group"
"indiaman"	"russia_poland_group"
"indiaman"	"spain_group"
"indiaman"	"sweden_denmark_group"
"indiaman"	"united_provinces_group"
"indiaman"	"usa_group"
"indiaman"	"venice_group"
"indian_generals_bodyguard"	"maratha_group"
"indian_generals_bodyguard"	"mughal_group"
"indian_generals_bodyguard"	"punjab_group"
"landless_rabble"	"maratha_group"
"landless_rabble_bhumiya"	"mughal_group"
"life_guards"	"great_britain_group"
"light_galley/galliot/fusta"	"austria_group"
"light_galley/galliot/fusta"	"barbary_group"
"light_galley/galliot/fusta"	"france_group"
"light_galley/galliot/fusta"	"great_britain_group"
"light_galley/galliot/fusta"	"ottoman_group"
"light_galley/galliot/fusta"	"prussia_group"
"light_galley/galliot/fusta"	"russia_poland_group"
"light_galley/galliot/fusta"	"spain_group"
"light_galley/galliot/fusta"	"sweden_denmark_group"
"light_galley/galliot/fusta"	"united_provinces_group"
"light_galley/galliot/fusta"	"usa_group"
"light_galley/galliot/fusta"	"venice_group"
"maison_du_roi"	"france_group"
"maroon_rebels"	"rebel_group"
"medium_galley"	"austria_group"
"medium_galley"	"barbary_group"
"medium_galley"	"france_group"
"medium_galley"	"great_britain_group"
"medium_galley"	"prussia_group"
"medium_galley"	"russia_poland_group"
"medium_galley"	"spain_group"
"medium_galley"	"sweden_denmark_group"
"medium_galley"	"united_provinces_group"
"medium_galley"	"usa_group"
"medium_galley"	"venice_group"
"musellims"	"ottoman_group"
"native_american_archers"	"amerinds_group"
"native_american_archers_auxiliary"	"austria_group"
"native_american_archers_auxiliary"	"barbary_group"
"native_american_archers_auxiliary"	"france_group"
"native_american_archers_auxiliary"	"maratha_group"
"native_american_archers_auxiliary"	"mughal_group"
"native_american_archers_auxiliary"	"ottoman_group"
"native_american_archers_auxiliary"	"prussia_group"
"native_american_archers_auxiliary"	"punjab_group"
"native_american_archers_auxiliary"	"russia_poland_group"
"native_american_archers_auxiliary"	"spain_group"
"native_american_archers_auxiliary"	"sweden_denmark_group"
"native_american_archers_auxiliary"	"united_provinces_group"
"native_american_archers_auxiliary"	"venice_group"
"native_american_artillery"	"amerinds_group"
"native_american_elite"	"amerinds_group"
"native_american_generals_bodyguard"	"amerinds_group"
"native_american_medicine_men"	"amerinds_group"
"native_american_mounted_lancers"	"amerinds_group"
"native_american_mounted_musketeers"	"amerinds_group"
"native_american_mounted_musketeers_auxiliary"	"austria_group"
"native_american_mounted_musketeers_auxiliary"	"barbary_group"
"native_american_mounted_musketeers_auxiliary"	"france_group"
"native_american_mounted_musketeers_auxiliary"	"great_britain_group"
"native_american_mounted_musketeers_auxiliary"	"maratha_group"
"native_american_mounted_musketeers_auxiliary"	"mughal_group"
"native_american_mounted_musketeers_auxiliary"	"ottoman_group"
"native_american_mounted_musketeers_auxiliary"	"prussia_group"
"native_american_mounted_musketeers_auxiliary"	"punjab_group"
"native_american_mounted_musketeers_auxiliary"	"russia_poland_group"
"native_american_mounted_musketeers_auxiliary"	"spain_group"
"native_american_mounted_musketeers_auxiliary"	"sweden_denmark_group"
"native_american_mounted_musketeers_auxiliary"	"united_provinces_group"
"native_american_mounted_musketeers_auxiliary"	"venice_group"
"native_american_musketeers"	"amerinds_group"
"native_american_musketeers"	"colonies_ep3_group"
"native_american_musketeers_auxiliary"	"austria_group"
"native_american_musketeers_auxiliary"	"barbary_group"
"native_american_musketeers_auxiliary"	"france_group"
"native_american_musketeers_auxiliary"	"great_britain_group"
"native_american_musketeers_auxiliary"	"maratha_group"
"native_american_musketeers_auxiliary"	"mughal_group"
"native_american_musketeers_auxiliary"	"ottoman_group"
"native_american_musketeers_auxiliary"	"prussia_group"
"native_american_musketeers_auxiliary"	"punjab_group"
"native_american_musketeers_auxiliary"	"russia_poland_group"
"native_american_musketeers_auxiliary"	"spain_group"
"native_american_musketeers_auxiliary"	"sweden_denmark_group"
"native_american_musketeers_auxiliary"	"united_provinces_group"
"native_american_musketeers_auxiliary"	"venice_group"
"native_american_tribesmen"	"amerinds_group"
"native_american_tribesmen"	"colonies_ep3_group"
"native_american_tribesmen_auxiliary"	"austria_group"
"native_american_tribesmen_auxiliary"	"barbary_group"
"native_american_tribesmen_auxiliary"	"france_group"
"native_american_tribesmen_auxiliary"	"maratha_group"
"native_american_tribesmen_auxiliary"	"mughal_group"
"native_american_tribesmen_auxiliary"	"ottoman_group"
"native_american_tribesmen_auxiliary"	"prussia_group"
"native_american_tribesmen_auxiliary"	"punjab_group"
"native_american_tribesmen_auxiliary"	"russia_poland_group"
"native_american_tribesmen_auxiliary"	"spain_group"
"native_american_tribesmen_auxiliary"	"sweden_denmark_group"
"native_american_tribesmen_auxiliary"	"united_provinces_group"
"native_american_tribesmen_auxiliary"	"venice_group"
"native_american_warriors"	"amerinds_group"
"native_american_warriors"	"colonies_ep3_group"
"native_american_warriors_auxiliary"	"austria_group"
"native_american_warriors_auxiliary"	"barbary_group"
"native_american_warriors_auxiliary"	"france_group"
"native_american_warriors_auxiliary"	"maratha_group"
"native_american_warriors_auxiliary"	"mughal_group"
"native_american_warriors_auxiliary"	"ottoman_group"
"native_american_warriors_auxiliary"	"prussia_group"
"native_american_warriors_auxiliary"	"punjab_group"
"native_american_warriors_auxiliary"	"russia_poland_group"
"native_american_warriors_auxiliary"	"spain_group"
"native_american_warriors_auxiliary"	"sweden_denmark_group"
"native_american_warriors_auxiliary"	"united_provinces_group"
"native_american_warriors_auxiliary"	"venice_group"
"nizam_I_cedit_infantry"	"ottoman_group"
"nizam_I_cedit_light_infantry"	"ottoman_group"
"nizam_I_cedit_rifles"	"ottoman_group"
"ottoman_generals_bodyguard"	"ottoman_group"
"ottoman_medium_galley"	"ottoman_group"
"over_1st_rate"	"austria_group"
"over_1st_rate"	"prussia_group"
"over_1st_rate"	"sweden_denmark_group"
"over_1st_rate"	"united_provinces_group"
"over_1st_rate"	"venice_group"
"over_1st_rate_american"	"usa_group"
"over_1st_rate_british"	"great_britain_group"
"over_1st_rate_french"	"france_group"
"over_1st_rate_russian"	"russia_poland_group"
"over_1st_rate_spanish"	"spain_group"
"pandours"	"austria_group"
"pandours"	"france_group"
"pandours"	"great_britain_group"
"pandours"	"maratha_group"
"pandours"	"prussia_group"
"pandours"	"russia_poland_group"
"pandours"	"spain_group"
"pandours"	"sweden_denmark_group"
"pandours"	"united_provinces_group"
"pandours"	"usa_group"
"puckle_gun"	"austria_group"
"puckle_gun"	"france_group"
"puckle_gun"	"great_britain_group"
"puckle_gun"	"prussia_group"
"puckle_gun"	"russia_poland_group"
"puckle_gun"	"spain_group"
"puckle_gun"	"sweden_denmark_group"
"puckle_gun"	"united_provinces_group"
"puckle_gun"	"usa_group"
"puckle_gun"	"venice_group"
"rapparees"	"rebel_group"
"razee"	"austria_group"
"razee"	"prussia_group"
"razee"	"russia_poland_group"
"razee"	"spain_group"
"razee"	"sweden_denmark_group"
"razee"	"united_provinces_group"
"razee_british"	"great_britain_group"
"rocket_ship"	"austria_group"
"rocket_ship"	"prussia_group"
"rocket_ship"	"russia_poland_group"
"rocket_ship"	"sweden_denmark_group"
"rocket_ship"	"united_provinces_group"
"rocket_ship_american"	"usa_group"
"rocket_ship_british"	"great_britain_group"
"rocket_ship_french"	"france_group"
"rocket_ship_spanish"	"spain_group"
"rockets_camel"	"maratha_group"
"rockets_camel"	"mughal_group"
"rockets_fixed"	"austria_group"
"rockets_fixed"	"france_group"
"rockets_fixed"	"great_britain_group"
"rockets_fixed"	"prussia_group"
"rockets_fixed"	"russia_poland_group"
"rockets_fixed"	"spain_group"
"rockets_fixed"	"sweden_denmark_group"
"rockets_fixed"	"united_provinces_group"
"rockets_fixed"	"usa_group"
"rockets_fixed"	"venice_group"
"sloop"	"austria_group"
"sloop"	"france_group"
"sloop"	"great_britain_group"
"sloop"	"maratha_group"
"sloop"	"mughal_group"
"sloop"	"ottoman_group"
"sloop"	"prussia_group"
"sloop"	"punjab_group"
"sloop"	"russia_poland_group"
"sloop"	"spain_group"
"sloop"	"sweden_denmark_group"
"sloop"	"united_provinces_group"
"sloop"	"usa_group"
"sloop"	"venice_group"
"sloop_american"	"usa_group"
"sloop_british"	"great_britain_group"
"sloop_french"	"france_group"
"sloop_spanish"	"spain_group"
"sp_ed_dahomey_amazon"	"austria_group"
"sp_ed_dahomey_amazon"	"barbary_group"
"sp_ed_dahomey_amazon"	"france_group"
"sp_ed_dahomey_amazon"	"great_britain_group"
"sp_ed_dahomey_amazon"	"maratha_group"
"sp_ed_dahomey_amazon"	"mughal_group"
"sp_ed_dahomey_amazon"	"ottoman_group"
"sp_ed_dahomey_amazon"	"prussia_group"
"sp_ed_dahomey_amazon"	"punjab_group"
"sp_ed_dahomey_amazon"	"russia_poland_group"
"sp_ed_dahomey_amazon"	"spain_group"
"sp_ed_dahomey_amazon"	"sweden_denmark_group"
"sp_ed_dahomey_amazon"	"united_provinces_group"
"sp_ed_dahomey_amazon"	"usa_group"
"sp_ed_dahomey_amazon"	"venice_group"
"sp_ed_ghoorkas"	"austria_group"
"sp_ed_ghoorkas"	"barbary_group"
"sp_ed_ghoorkas"	"france_group"
"sp_ed_ghoorkas"	"great_britain_group"
"sp_ed_ghoorkas"	"maratha_group"
"sp_ed_ghoorkas"	"mughal_group"
"sp_ed_ghoorkas"	"ottoman_group"
"sp_ed_ghoorkas"	"prussia_group"
"sp_ed_ghoorkas"	"punjab_group"
"sp_ed_ghoorkas"	"rebel_group"
"sp_ed_ghoorkas"	"russia_poland_group"
"sp_ed_ghoorkas"	"spain_group"
"sp_ed_ghoorkas"	"sweden_denmark_group"
"sp_ed_ghoorkas"	"united_provinces_group"
"sp_ed_ghoorkas"	"usa_group"
"sp_ed_ghoorkas"	"venice_group"
"steam_ship"	"austria_group"
"steam_ship"	"prussia_group"
"steam_ship"	"russia_poland_group"
"steam_ship"	"sweden_denmark_group"
"steam_ship"	"united_provinces_group"
"steam_ship_american"	"usa_group"
"steam_ship_british"	"great_britain_group"
"steam_ship_french"	"france_group"
"steam_ship_spanish"	"spain_group"
"steppe_cavalry_kalmuks"	"russia_poland_group"
"steppe_cavalry_tatars_ottoman"	"ottoman_group"
"steppe_cavalry_tatars_ottoman"	"russia_poland_group"
"xebec"	"austria_group"
"xebec"	"france_group"
"xebec"	"great_britain_group"
"xebec"	"maratha_group"
"xebec"	"mughal_group"
"xebec"	"prussia_group"
"xebec"	"russia_poland_group"
"xebec"	"spain_group"
"xebec"	"sweden_denmark_group"
"xebec"	"united_provinces_group"
"xebec"	"usa_group"
"xebec"	"venice_group"
"euro_highlanders"	"austria_group"
"euro_highlanders"	"prussia_group"
"euro_highlanders"	"russia_poland_group"
"euro_highlanders"	"spain_group"
"euro_highlanders"	"sweden_denmark_group"
"euro_highlanders"	"united_provinces_group"
"euro_highlanders"	"venice_group"
