version 1, schema unit_voice_events_junctions_tables, guid 4b476d45-e99b-41a7-a699-4bdbb44ffef1
unknown1(string)	unknown2(string)	unknown3(string)	unknown4(string)
"infantry_bow_samurai"	"generic"	"Unit_Voices_Group_Move_Slow"	"Group_Orders_Infantry_Move_To"
"infantry_bow_samurai"	"generic"	"Unit_Voices_Group_Rally"	"Group_Orders_Infantry_Order_Rally"
"infantry_bow_samurai"	"generic"	"Unit_Voices_Group_Retreat"	"Group_Orders_Infantry_Order_Retreat"
"infantry_bow_samurai"	"generic"	"Unit_Voices_Group_Single_Click_Attack"	"Group_Orders_Infantry_SingleClick_Attack"
"infantry_bow_samurai"	"generic"	"Unit_Voices_Group_Single_Click_Melee_Attack"	"Group_Orders_Infantry_SingleClick_Attack"
"infantry_bow_samurai"	"generic"	"Unit_Voices_Group_Single_Click_Missile_Attack"	"Group_Orders_Infantry_Missile_Attack"
"infantry_bow_samurai"	"generic"	"Unit_Voices_Group_Skirmish_Off"	"Group_Orders_Infantry_Skirmish_off"
"infantry_bow_samurai"	"generic"	"Unit_Voices_Group_Skirmish_On"	"Group_Orders_Infantry_Skirmish"
"infantry_bow_samurai"	"generic"	"Unit_Voices_Group_Withdraw"	"Group_Orders_Infantry_Order_Retreat"
"infantry_bow_samurai"	"generic"	"Unit_Voices_Guard_Off"	"Infantry_Unit_Guard_Off"
"infantry_bow_samurai"	"generic"	"Unit_Voices_Guard_On"	"Infantry_Unit_Guard_On"
"infantry_bow_samurai"	"generic"	"Unit_Voices_Halt"	"Infantry_Unit_Halt"
"infantry_bow_samurai"	"generic"	"Unit_Voices_In_Melee"	"Infantry_inmelee"
"infantry_bow_samurai"	"generic"	"Unit_Voices_Melee_Off"	"Infantry_Unit_Melee_Button_off"
"infantry_bow_samurai"	"generic"	"Unit_Voices_Melee_On"	"Infantry_Unit_Melee_Button_on"
"infantry_bow_samurai"	"generic"	"Unit_Voices_Move_Fast"	"Infantry_Order_Double_Click_Fast_Move_To"
"infantry_bow_samurai"	"generic"	"Unit_Voices_Move_Slow"	"Infantry_Order_Single_Click_Move_To"
"infantry_bow_samurai"	"generic"	"Unit_Voices_Rally"	"Infantry_Unit_Order_Rally"
"infantry_bow_samurai"	"generic"	"Unit_Voices_Retreat"	"Infantry_Unit_Order_Retreat"
"infantry_bow_samurai"	"generic"	"Unit_Voices_SHATTERED"	"Infantry_routing"
"infantry_bow_samurai"	"generic"	"Unit_Voices_Single_Click_Attack"	"Infantry_Melee_Single_Click_Melee_Attack"
"infantry_bow_samurai"	"generic"	"Unit_Voices_Single_Click_Melee_Attack"	"Infantry_Melee_Single_Click_Melee_Attack"
"infantry_bow_samurai"	"generic"	"Unit_Voices_Single_Click_Missile_Attack"	"Infantry_Melee_Single_Click_Melee_Attack"
"infantry_bow_samurai"	"generic"	"Unit_Voices_Skirmish_Off"	"Infantry_Unit_Skirmish_Off"
"infantry_bow_samurai"	"generic"	"Unit_Voices_Skirmish_On"	"Infantry_Unit_Skirmish_On"
"infantry_bow_samurai"	"generic"	"Unit_Voices_Special_Ability_Fire_Arrows"	"Samurai_Archers_Special_Ability_Fire_Arrows"
"infantry_bow_samurai"	"generic"	"Unit_Voices_Special_Ability_Pavisse"	"Samurai_Archers_Special_Ability_Pavisse"
"infantry_bow_samurai"	"generic"	"Unit_Voices_Withdraw"	"Infantry_Unit_Order_Retreat"
"infantry_bow_samurai"	"generic"	"Unit_Voices_engage_at_will"	"Infantry_Unit_Engage_at_will"
"infantry_bow_samurai"	"generic"	"Unit_Voices_infantry_move_back"	"Infantry_Move_Back"
"infantry_bow_samurai"	"generic"	"Unit_Voices_infantry_move_forward"	"Infantry_Move_Forward"
"infantry_bow_samurai"	"generic"	"Unit_Voices_infantry_move_left"	"Infantry_Move_Left"
"infantry_bow_samurai"	"generic"	"Unit_Voices_infantry_move_right"	"Infantry_Move_Right"
"infantry_bow_samurai"	"generic"	"Unit_voices_formation_Cranes_Wing"	"Group_Orders_Infantry_Formation_Cranes_Wing"
"infantry_bow_samurai"	"generic"	"Unit_voices_formation_Fish_Scales"	"Group_Orders_Infantry_Formation_Fish_Scales"
"infantry_bow_samurai"	"generic"	"Unit_voices_formation_Ganko"	"Group_Orders_Infantry_Formation_Ganko"
"infantry_bow_samurai"	"generic"	"Unit_voices_formation_Half_Moon"	"Group_Orders_Infantry_Formation_Half_Moon"
"infantry_bow_samurai"	"generic"	"Unit_voices_formation_Hoshi"	"Group_Orders_Infantry_Formation_Hoshi"
"infantry_bow_samurai"	"generic"	"Unit_voices_formation_Saku"	"Group_Orders_Infantry_Formation_Saku"
"infantry_bow_samurai"	"generic"	"Unit_voices_formation_Yoke"	"Group_Orders_Infantry_Formation_Yoke"
"infantry_bow_samurai"	"generic"	"being_charged"	"Infantry_charged"
"infantry_bow_samurai"	"generic"	"being_flanked"	"Infantry_flanked"
"infantry_bow_samurai"	"generic"	"climb_walls"	"Infantry_climb_walls"
"infantry_bow_samurai"	"generic"	"enemy_approaching"	"Infantry_enemy_approaching"
"infantry_bow_samurai"	"generic"	"group_created"	"Group_Orders_Infantry_Created"
"infantry_bow_samurai"	"generic"	"group_selected"	"Group_Orders_Infantry_Created"
"infantry_bow_samurai"	"generic"	"group_selected_artillary"	"Group_Orders_Infantry_Select_Artillery"
"infantry_bow_samurai"	"generic"	"group_selected_infantry"	"Group_Orders_Infantry_Select_Infantry"
"infantry_bow_samurai"	"generic"	"hold_position_false"	"Infantry_Unit_Hold_Position_off"
"infantry_bow_samurai"	"generic"	"hold_position_true"	"Infantry_Unit_Hold_Position_on"
"infantry_bow_samurai"	"generic"	"idle"	"Infantry_idle"
"infantry_bow_samurai"	"generic"	"loose_formation"	"Infantry_Unit_Loose_Formation"
"infantry_bow_samurai"	"generic"	"tight_formation"	"Infantry_Unit_Tight_Formation"
"infantry_bow_samurai"	"generic"	"under_fire"	"Infantry_Under_Archer_Fire"
"infantry_bow_samurai"	"generic"	"unit_voices_selected"	"Infantry_Unit_Selection"
"infantry_bow_samurai"	"generic"	"wavering"	"Infantry_wavering"
"infantry_generic"	"generic"	"Unit_Completed_Orders"	"Infantry_Unit_Completed_Orders"
"infantry_generic"	"generic"	"Unit_Voices_Battle_Cry"	"Infantry_Battle_Cry"
"infantry_generic"	"generic"	"Unit_Voices_Charge"	"Infantry_Battle_Cry"
"infantry_generic"	"generic"	"Unit_Voices_Disband_Group"	"Group_Orders_Infantry_Disbanded"
"infantry_generic"	"generic"	"Unit_Voices_Double_Click_Attack"	"Infantry_Melee_Single_Click_Melee_Attack"
"infantry_generic"	"generic"	"Unit_Voices_Double_Click_Melee_Attack"	"Infantry_Melee_Double_Click_Attack"
"infantry_generic"	"generic"	"Unit_Voices_Double_Click_Missile_Attack"	"Infantry_Melee_Single_Click_Melee_Attack"
"infantry_generic"	"generic"	"Unit_Voices_Fire_At_Will_Off"	"Group_Orders_Infantry_Fire_At_Will_OFF"
"infantry_generic"	"generic"	"Unit_Voices_Fire_At_Will_On"	"Group_Orders_Infantry_Fire_At_Will_ON"
"infantry_generic"	"generic"	"Unit_Voices_Generic"	"Infantry_Unit_Generic_response"
"infantry_generic"	"generic"	"Unit_Voices_Group_Attack_Stronger"	"Group_Orders_Infantry_Attacking_Stronger_Target"
"infantry_generic"	"generic"	"Unit_Voices_Group_Attack_Weaker"	"Group_Orders_Infantry_Attacking_Weaker_Target"
"infantry_generic"	"generic"	"Unit_Voices_Group_Double_Click_Attack"	"Group_Orders_Infantry_DoubleClick_Attack"
"infantry_generic"	"generic"	"Unit_Voices_Group_Double_Click_Melee_Attack"	"Group_Orders_Infantry_DoubleClick_Attack"
"infantry_generic"	"generic"	"Unit_Voices_Group_Double_Click_Missile_Attack"	"Group_Orders_Infantry_Missile_Attack"
"infantry_generic"	"generic"	"Unit_Voices_Group_Engage_At_Will"	"Group_Orders_Infantry_Engage_at_will"
"infantry_generic"	"generic"	"Unit_Voices_Group_Fire_At_Will_Off"	"Group_Orders_Infantry_Fire_At_Will_OFF"
"infantry_generic"	"generic"	"Unit_Voices_Group_Fire_At_Will_On"	"Group_Orders_Infantry_Fire_At_Will_ON"
"infantry_generic"	"generic"	"Unit_Voices_Group_Generic"	"Group_Orders_Infantry_Generic"
"infantry_generic"	"generic"	"Unit_Voices_Group_Guard_Off"	"Group_Orders_Infantry_Guard_Off"
"infantry_generic"	"generic"	"Unit_Voices_Group_Guard_On"	"Group_Orders_Infantry_Guard_On"
"infantry_generic"	"generic"	"Unit_Voices_Group_Move_Fast"	"Group_Orders_Infantry_Fast_Move"
"infantry_generic"	"generic"	"Unit_Voices_Group_Move_Fast"	"Group_Orders_Infantry_Move_To"
"infantry_generic"	"generic"	"Unit_Voices_Group_Move_Slow"	"Group_Orders_Infantry_Move_To"
"infantry_generic"	"generic"	"Unit_Voices_Group_Rally"	"Group_Orders_Infantry_Order_Rally"
"infantry_generic"	"generic"	"Unit_Voices_Group_Retreat"	"Group_Orders_Infantry_Order_Retreat"
"infantry_generic"	"generic"	"Unit_Voices_Group_Single_Click_Attack"	"Group_Orders_Infantry_SingleClick_Attack"
"infantry_generic"	"generic"	"Unit_Voices_Group_Single_Click_Melee_Attack"	"Group_Orders_Infantry_SingleClick_Attack"
"infantry_generic"	"generic"	"Unit_Voices_Group_Single_Click_Missile_Attack"	"Group_Orders_Infantry_Missile_Attack"
"infantry_generic"	"generic"	"Unit_Voices_Group_Skirmish_Off"	"Group_Orders_Infantry_Skirmish_off"
"infantry_generic"	"generic"	"Unit_Voices_Group_Skirmish_On"	"Group_Orders_Infantry_Skirmish"
"infantry_generic"	"generic"	"Unit_Voices_Group_Withdraw"	"Group_Orders_Infantry_Order_Retreat"
"infantry_generic"	"generic"	"Unit_Voices_Guard_Off"	"Infantry_Unit_Guard_Off"
"infantry_generic"	"generic"	"Unit_Voices_Guard_On"	"Infantry_Unit_Guard_On"
"infantry_generic"	"generic"	"Unit_Voices_Halt"	"Infantry_Unit_Halt"
"infantry_generic"	"generic"	"Unit_Voices_In_Melee"	"Infantry_inmelee"
"infantry_generic"	"generic"	"Unit_Voices_Melee_Off"	"Infantry_Unit_Melee_Button_off"
"infantry_generic"	"generic"	"Unit_Voices_Melee_On"	"Infantry_Unit_Melee_Button_on"
"infantry_generic"	"generic"	"Unit_Voices_Move_Fast"	"Infantry_Order_Double_Click_Fast_Move_To"
"infantry_generic"	"generic"	"Unit_Voices_Move_Slow"	"Infantry_Order_Single_Click_Move_To"
"infantry_generic"	"generic"	"Unit_Voices_Rally"	"Infantry_Unit_Order_Rally"
"infantry_generic"	"generic"	"Unit_Voices_Retreat"	"Infantry_Unit_Order_Retreat"
"infantry_generic"	"generic"	"Unit_Voices_SHATTERED"	"Infantry_routing"
"infantry_generic"	"generic"	"Unit_Voices_Single_Click_Attack"	"Infantry_Melee_Single_Click_Melee_Attack"
"infantry_generic"	"generic"	"Unit_Voices_Single_Click_Melee_Attack"	"Infantry_Melee_Single_Click_Melee_Attack"
"infantry_generic"	"generic"	"Unit_Voices_Single_Click_Missile_Attack"	"Infantry_Melee_Single_Click_Melee_Attack"
"infantry_generic"	"generic"	"Unit_Voices_Skirmish_Off"	"Infantry_Unit_Skirmish_Off"
"infantry_generic"	"generic"	"Unit_Voices_Skirmish_On"	"Infantry_Unit_Skirmish_On"
"infantry_generic"	"generic"	"Unit_Voices_Special_Ability_Fire_Arrows"	"Infantry_Special_Ability_Fire_Arrows"
"infantry_generic"	"generic"	"Unit_Voices_Withdraw"	"Infantry_Unit_Order_Retreat"
"infantry_generic"	"generic"	"Unit_Voices_engage_at_will"	"Infantry_Unit_Engage_at_will"
"infantry_generic"	"generic"	"Unit_Voices_infantry_move_back"	"Infantry_Move_Back"
"infantry_generic"	"generic"	"Unit_Voices_infantry_move_forward"	"Infantry_Move_Forward"
"infantry_generic"	"generic"	"Unit_Voices_infantry_move_left"	"Infantry_Move_Left"
"infantry_generic"	"generic"	"Unit_Voices_infantry_move_right"	"Infantry_Move_Right"
"infantry_generic"	"generic"	"Unit_voices_formation_Cranes_Wing"	"Group_Orders_Infantry_Formation_Cranes_Wing"
"infantry_generic"	"generic"	"Unit_voices_formation_Fish_Scales"	"Group_Orders_Infantry_Formation_Fish_Scales"
"infantry_generic"	"generic"	"Unit_voices_formation_Ganko"	"Group_Orders_Infantry_Formation_Ganko"
"infantry_generic"	"generic"	"Unit_voices_formation_Half_Moon"	"Group_Orders_Infantry_Formation_Half_Moon"
"infantry_generic"	"generic"	"Unit_voices_formation_Hoshi"	"Group_Orders_Infantry_Formation_Hoshi"
"infantry_generic"	"generic"	"Unit_voices_formation_Saku"	"Group_Orders_Infantry_Formation_Saku"
"infantry_generic"	"generic"	"Unit_voices_formation_Yoke"	"Group_Orders_Infantry_Formation_Yoke"
"infantry_generic"	"generic"	"being_charged"	"Infantry_charged"
"infantry_generic"	"generic"	"being_flanked"	"Infantry_flanked"
"infantry_generic"	"generic"	"climb_walls"	"Infantry_climb_walls"
"infantry_generic"	"generic"	"enemy_approaching"	"Infantry_enemy_approaching"
"infantry_generic"	"generic"	"engaged"	"Infantry_Unit_Engage_at_will"
"infantry_generic"	"generic"	"group_created"	"Group_Orders_Infantry_Created"
"infantry_generic"	"generic"	"group_selected"	"Group_Orders_Infantry_Created"
"infantry_generic"	"generic"	"group_selected_artillary"	"Group_Orders_Infantry_Select_Artillery"
"infantry_generic"	"generic"	"group_selected_infantry"	"Group_Orders_Infantry_Select_Infantry"
"infantry_generic"	"generic"	"hold_position_false"	"Infantry_Unit_Hold_Position_off"
"infantry_generic"	"generic"	"hold_position_true"	"Infantry_Unit_Hold_Position_on"
"infantry_generic"	"generic"	"idle"	"Infantry_idle"
"infantry_generic"	"generic"	"loose_formation"	"Infantry_Unit_Loose_Formation"
"infantry_generic"	"generic"	"pike_square_formation"	"special_ability_yari_wall_generic"
"infantry_generic"	"generic"	"pike_wall_formation"	"special_ability_yari_wall_generic"
"infantry_generic"	"generic"	"special_ability_banzai"	"Infantry_Special_Ability_Banzai"
"infantry_generic"	"generic"	"special_ability_rapid_advance"	"Infantry_Special_Ability_Rapid_Advance"
"infantry_generic"	"generic"	"special_ability_spear_wall"	"special_ability_yari_wall_generic"
"infantry_generic"	"generic"	"special_ability_whistling_arrows"	"Infantry_Special_Ability_Whistling_Arrows"
"infantry_generic"	"generic"	"tight_formation"	"Infantry_Unit_Tight_Formation"
"infantry_generic"	"generic"	"under_fire"	"Infantry_Under_Archer_Fire"
"infantry_generic"	"generic"	"unit_voices_selected"	"Infantry_Unit_Selection"
"infantry_generic"	"generic"	"wavering"	"Infantry_wavering"
"infantry_hero"	"generic"	"Unit_Completed_Orders"	"Heroes_Unit_Completed_Orders"
"infantry_hero"	"generic"	"Unit_Voices_Disband_Group"	"Group_Orders_Heroes_Disbanded"
"infantry_hero"	"generic"	"Unit_Voices_Double_Click_Attack"	"Heroes_Melee_Double_Click_Attack"
"infantry_hero"	"generic"	"Unit_Voices_Double_Click_Melee_Attack"	"Heroes_Melee_Double_Click_Attack"
"infantry_hero"	"generic"	"Unit_Voices_Double_Click_Missile_Attack"	"Heroes_Melee_Single_Click_Melee_Attack"
"infantry_hero"	"generic"	"Unit_Voices_Fire_At_Will_Off"	"Group_Orders_Heroes_Fire_At_Will_OFF"
"infantry_hero"	"generic"	"Unit_Voices_Fire_At_Will_On"	"Group_Orders_Heroes_Fire_At_Will_ON"
"infantry_hero"	"generic"	"Unit_Voices_Generic"	"Heroes_Unit_Generic_response"
"infantry_hero"	"generic"	"Unit_Voices_Group_Double_Click_Attack"	"Group_Orders_Heroes_DoubleClick_Attack"
"infantry_hero"	"generic"	"Unit_Voices_Group_Double_Click_Melee_Attack"	"Group_Orders_Heroes_DoubleClick_Attack"
"infantry_hero"	"generic"	"Unit_Voices_Group_Double_Click_Missile_Attack"	"Group_Orders_Heroes_Missile_Attack"
"infantry_hero"	"generic"	"Unit_Voices_Group_Engage_At_Will"	"Group_Orders_Heroes_Engage_at_will"
"infantry_hero"	"generic"	"Unit_Voices_Group_Engage_At_Will"	"Heroes_Unit_Engage_at_will"
"infantry_hero"	"generic"	"Unit_Voices_Group_Fire_At_Will_Off"	"Group_Orders_Heroes_Fire_At_Will_OFF"
"infantry_hero"	"generic"	"Unit_Voices_Group_Fire_At_Will_On"	"Group_Orders_Heroes_Fire_At_Will_ON"
"infantry_hero"	"generic"	"Unit_Voices_Group_Generic"	"Group_Orders_Heroes_Generic"
"infantry_hero"	"generic"	"Unit_Voices_Group_Guard_Off"	"Group_Orders_Heroes_Guard_Off"
"infantry_hero"	"generic"	"Unit_Voices_Group_Guard_On"	"Group_Orders_Heroes_Guard_On"
"infantry_hero"	"generic"	"Unit_Voices_Group_Move_Fast"	"Group_Orders_Heroes_Fast_Move"
"infantry_hero"	"generic"	"Unit_Voices_Group_Move_Slow"	"Group_Orders_Heroes_Move_To"
"infantry_hero"	"generic"	"Unit_Voices_Group_Rally"	"Group_Orders_Heroes_Rally"
"infantry_hero"	"generic"	"Unit_Voices_Group_Retreat"	"Group_Orders_Heroes_Retreat"
"infantry_hero"	"generic"	"Unit_Voices_Group_Single_Click_Attack"	"Group_Orders_Heroes_SingleClick_Attack"
"infantry_hero"	"generic"	"Unit_Voices_Group_Single_Click_Missile_Attack"	"Group_Orders_Heroes_Missile_Attack"
"infantry_hero"	"generic"	"Unit_Voices_Group_Skirmish_On"	"Group_Orders_Heroes_Skirmish"
"infantry_hero"	"generic"	"Unit_Voices_Group_Skirmish_On"	"Group_Orders_Heroes_Skirmish_off"
"infantry_hero"	"generic"	"Unit_Voices_Group_Withdraw"	"Group_Orders_Heroes_Retreat"
"infantry_hero"	"generic"	"Unit_Voices_Guard_Off"	"Heroes_Unit_Guard_Off"
"infantry_hero"	"generic"	"Unit_Voices_Guard_On"	"Heroes_Unit_Guard_On"
"infantry_hero"	"generic"	"Unit_Voices_Halt"	"Heroes_Unit_Halt"
"infantry_hero"	"generic"	"Unit_Voices_In_Melee"	"Heroes_inmelee"
"infantry_hero"	"generic"	"Unit_Voices_Melee_Off"	"Heroes_Unit_Melee_Button_off"
"infantry_hero"	"generic"	"Unit_Voices_Melee_On"	"Heroes_Unit_Melee_Button_on"
"infantry_hero"	"generic"	"Unit_Voices_Move_Fast"	"Heroes_Order_Double_Click_Fast_Move_To"
"infantry_hero"	"generic"	"Unit_Voices_Move_Slow"	"Heroes_Order_Single_Click_Move_To"
"infantry_hero"	"generic"	"Unit_Voices_Rally"	"Heroes_Unit_Order_Rally"
"infantry_hero"	"generic"	"Unit_Voices_Retreat"	"Heroes_Unit_Order_Retreat"
"infantry_hero"	"generic"	"Unit_Voices_SHATTERED"	"Heroes_routing"
"infantry_hero"	"generic"	"Unit_Voices_Single_Click_Attack"	"Heroes_Melee_Single_Click_Melee_Attack"
"infantry_hero"	"generic"	"Unit_Voices_Single_Click_Melee_Attack"	"Group_Orders_Heroes_SingleClick_Attack"
"infantry_hero"	"generic"	"Unit_Voices_Single_Click_Melee_Attack"	"Heroes_Melee_Single_Click_Melee_Attack"
"infantry_hero"	"generic"	"Unit_Voices_Single_Click_Missile_Attack"	"Heroes_Melee_Single_Click_Melee_Attack"
"infantry_hero"	"generic"	"Unit_Voices_Skirmish_Off"	"Heroes_Unit_Skirmish_Off"
"infantry_hero"	"generic"	"Unit_Voices_Skirmish_On"	"Heroes_Unit_Skirmish_On"
"infantry_hero"	"generic"	"Unit_Voices_Special_Ability_Fire_Arrows"	"Hero_Special_Ability_Fire_Arrow"
"infantry_hero"	"generic"	"Unit_Voices_Special_Ability_Fire_Arrows"	"Hero_Special_Ability_Fire_Arrows"
"infantry_hero"	"generic"	"Unit_Voices_Special_Ability_Fire_Arrows"	"Special_Ability_Flaming_Arrows_Hero_Bow"
"infantry_hero"	"generic"	"Unit_Voices_Withdraw"	"Heroes_Unit_Order_Retreat"
"infantry_hero"	"generic"	"Unit_Voices_engage_at_will"	"Heroes_Unit_Engage_at_will"
"infantry_hero"	"generic"	"Unit_Voices_infantry_move_left"	"Heroes_Unit_Generic_response"
"infantry_hero"	"generic"	"being_charged"	"Heroes_charged"
"infantry_hero"	"generic"	"being_flanked"	"Heroes_flanked"
"infantry_hero"	"generic"	"enemy_approaching"	"Heroes_enemy_approaching"
"infantry_hero"	"generic"	"engaged"	"Heroes_Unit_Engage_at_will"
"infantry_hero"	"generic"	"group_created"	"Group_Orders_Heroes_Created"
"infantry_hero"	"generic"	"group_selected"	"Group_Orders_Heroes_Created"
"infantry_hero"	"generic"	"group_selected"	"Group_Orders_Heroes_Generic"
"infantry_hero"	"generic"	"group_selected_infantry"	"Group_Orders_Heroes_Select_Infantry"
"infantry_hero"	"generic"	"hold_position_false"	"Heroes_Unit_Hold_Position_off"
"infantry_hero"	"generic"	"hold_position_true"	"Heroes_Unit_Hold_Position_on"
"infantry_hero"	"generic"	"idle"	"Heroes_idle"
"infantry_hero"	"generic"	"loose_formation"	"Heroes_Unit_Loose_Formation"
"infantry_hero"	"generic"	"pike_square_formation"	"Heroes_Unit_Generic_response"
"infantry_hero"	"generic"	"special_ability_banzai"	"Special_Banzai_Hero_Katana"
"infantry_hero"	"generic"	"special_ability_whistling_arrows"	"Hero_Special_Ability_Whistling_Arrows"
"infantry_hero"	"generic"	"tight_formation"	"Heroes_Unit_Tight_Formation"
"infantry_hero"	"generic"	"unit_voices_selected"	"Heroes_Unit_Selection"
"infantry_hero"	"generic"	"wavering"	"Heroes_wavering"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Completed_Orders"	"Infantry_Unit_Completed_Orders"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_Battle_Cry"	"Infantry_Battle_Cry"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_Charge"	"Infantry_Battle_Cry"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_Disband_Group"	"Group_Orders_Infantry_Disbanded"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_Double_Click_Attack"	"Infantry_Melee_Single_Click_Melee_Attack"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_Double_Click_Melee_Attack"	"Infantry_Melee_Double_Click_Attack"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_Double_Click_Missile_Attack"	"Infantry_Melee_Single_Click_Melee_Attack"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_Fire_At_Will_Off"	"Group_Orders_Infantry_Fire_At_Will_OFF"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_Fire_At_Will_On"	"Group_Orders_Infantry_Fire_At_Will_ON"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_Generic"	"Infantry_Unit_Generic_response"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_Group_Attack_Stronger"	"Group_Orders_Infantry_Attacking_Stronger_Target"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_Group_Attack_Weaker"	"Group_Orders_Infantry_Attacking_Weaker_Target"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_Group_Double_Click_Attack"	"Group_Orders_Infantry_DoubleClick_Attack"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_Group_Double_Click_Melee_Attack"	"Group_Orders_Infantry_DoubleClick_Attack"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_Group_Double_Click_Missile_Attack"	"Group_Orders_Infantry_Missile_Attack"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_Group_Engage_At_Will"	"Group_Orders_Infantry_Engage_at_will"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_Group_Fire_At_Will_Off"	"Group_Orders_Infantry_Fire_At_Will_OFF"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_Group_Fire_At_Will_On"	"Group_Orders_Infantry_Fire_At_Will_ON"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_Group_Generic"	"Group_Orders_Infantry_Generic"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_Group_Guard_Off"	"Group_Orders_Infantry_Guard_Off"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_Group_Guard_On"	"Group_Orders_Infantry_Guard_On"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_Group_Move_Fast"	"Group_Orders_Infantry_Fast_Move"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_Group_Move_Fast"	"Group_Orders_Infantry_Move_To"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_Group_Move_Slow"	"Group_Orders_Infantry_Move_To"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_Group_Rally"	"Group_Orders_Infantry_Order_Rally"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_Group_Retreat"	"Group_Orders_Infantry_Order_Retreat"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_Group_Single_Click_Attack"	"Group_Orders_Infantry_SingleClick_Attack"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_Group_Single_Click_Melee_Attack"	"Group_Orders_Infantry_SingleClick_Attack"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_Group_Single_Click_Missile_Attack"	"Group_Orders_Infantry_Missile_Attack"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_Group_Skirmish_Off"	"Group_Orders_Infantry_Skirmish_off"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_Group_Skirmish_On"	"Group_Orders_Infantry_Skirmish"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_Group_Withdraw"	"Group_Orders_Infantry_Order_Retreat"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_Guard_Off"	"Infantry_Unit_Guard_Off"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_Guard_On"	"Infantry_Unit_Guard_On"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_Halt"	"Infantry_Unit_Halt"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_In_Melee"	"Infantry_inmelee"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_Melee_Off"	"Infantry_Unit_Melee_Button_off"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_Melee_On"	"Infantry_Unit_Melee_Button_on"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_Move_Fast"	"Infantry_Order_Double_Click_Fast_Move_To"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_Move_Slow"	"Infantry_Order_Single_Click_Move_To"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_Rally"	"Infantry_Unit_Order_Rally"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_Retreat"	"Infantry_Unit_Order_Retreat"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_SHATTERED"	"Infantry_routing"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_Single_Click_Attack"	"Infantry_Melee_Single_Click_Melee_Attack"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_Single_Click_Melee_Attack"	"Infantry_Melee_Single_Click_Melee_Attack"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_Single_Click_Missile_Attack"	"Infantry_Melee_Single_Click_Melee_Attack"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_Skirmish_Off"	"Infantry_Unit_Skirmish_Off"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_Skirmish_On"	"Infantry_Unit_Skirmish_On"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_Special_Ability_Bamboo_Wall"	"Matchlock_Ashigaru_Special_Ability_Bamboo_Wall"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_Special_Ability_Rapid_Volley"	"Matchlock_Ashigaru_Special_Ability_Rapid_Volley"
