version 1, schema effects_tables, guid 505c8db2-2bd2-4b7b-85ad-b10e308db947
Effect_ID(string)	Pip_Path(optstring)	Unknown1(int)
"bos_general_attribute_command_attack_all"	"data/ui/campaign ui/effect_bundles/bos_effect_general_positive.tga"	100
"bos_general_attribute_command_defend_all"	"data/ui/campaign ui/effect_bundles/bos_effect_general_positive.tga"	100
"bos_general_attribute_command_land_ambush"	"data/ui/campaign ui/effect_bundles/bos_effect_general_positive.tga"	50
"bos_general_enables_ramming"	"data/ui/campaign ui/effect_bundles/bos_effect_ramming.tga"	100
"bos_general_honourable"	"data/ui/campaign ui/effect_bundles/bos_effect_general_positive.tga"	100
"bos_general_mod_all_upkeep"	"data/ui/campaign ui/effect_bundles/bos_effect_wealth_positive.tga"	100
"bos_general_mod_ammunition"	"data/ui/campaign ui/effect_bundles/bos_effect_modern_infantry_ranged_positive.tga"	100
"bos_general_mod_army_accuracy"	"data/ui/campaign ui/effect_bundles/bos_effect_accuracy_positive.tga"	100
"bos_general_mod_army_armour"	"data/ui/campaign ui/effect_bundles/bos_effect_armour_positive.tga"	100
"bos_general_mod_army_reload_rate"	"data/ui/campaign ui/effect_bundles/bos_effect_army_positive.tga"	100
"bos_general_mod_army_stamina"	"data/ui/campaign ui/effect_bundles/bos_effect_seige_defence_positive.tga"	100
"bos_general_mod_aura"	"data/ui/campaign ui/effect_bundles/bos_effect_general_positive.tga"	100
"bos_general_mod_bodyguard_accuracy"	"data/ui/campaign ui/effect_bundles/bos_effect_accuracy_positive.tga"	50
"bos_general_mod_bodyguard_armour"	"data/ui/campaign ui/effect_bundles/bos_effect_armour_positive.tga"	50
"bos_general_mod_bodyguard_charge_bonus"	"data/ui/campaign ui/effect_bundles/bos_effect_charge_positive.tga"	100
"bos_general_mod_bodyguard_morale"	"data/ui/campaign ui/effect_bundles/bos_effect_morale_positive.tga"	50
"bos_general_mod_bodyguard_size"	"data/ui/campaign ui/effect_bundles/bos_effect_army_positive.tga"	50
"bos_general_mod_bombardment_range"	"data/ui/campaign ui/effect_bundles/bos_effect_coastal_defences_positive.tga"	100
"bos_general_mod_flagship_accuracy"	"data/ui/campaign ui/effect_bundles/bos_effect_accuracy_positive.tga"	100
"bos_general_mod_flagship_armour"	"data/ui/campaign ui/effect_bundles/bos_effect_navy_positive.tga"	100
"bos_general_mod_flagship_health"	"data/ui/campaign ui/effect_bundles/bos_effect_navy_positive.tga"	100
"bos_general_mod_flagship_morale"	"data/ui/campaign ui/effect_bundles/bos_effect_morale_positive.tga"	100
"bos_general_mod_land_unit_morale"	"data/ui/campaign ui/effect_bundles/bos_effect_morale.tga"	50
"bos_general_mod_navy_accuracy"	"data/ui/campaign ui/effect_bundles/bos_effect_accuracy_positive.tga"	100
"bos_general_mod_navy_armour"	"data/ui/campaign ui/effect_bundles/bos_effect_navy.tga"	100
"bos_general_mod_navy_broadsides"	"data/ui/campaign ui/effect_bundles/bos_effect_suppression_fire_positive.tga"	100
"bos_general_mod_navy_reload_rate"	"data/ui/campaign ui/effect_bundles/bos_effect_navy_positive.tga"	100
"bos_general_mod_ship_morale"	"data/ui/campaign ui/effect_bundles/bos_effect_morale.tga"	50
"bos_general_mod_trade_raiding"	"data/ui/campaign ui/effect_bundles/bos_effect_navy.tga"	100
"bos_general_rally_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_morale_positive.tga"	50
"bos_general_resistance_bonus"	"data/ui/campaign ui/effect_bundles/bos_effect_public_order_positive.tga"	50
"bos_gentlemen_happiness_bonus"	"data/ui/campaign ui/effect_bundles/bos_effect_public_order_positive.tga"	50
"bos_happiness_character_modernisation"	"data/ui/campaign ui/effect_bundles/bos_effect_public_order.tga"	4
"bos_happy_culture_local"	"data/ui/campaign ui/effect_bundles/bos_effect_public_order_positive.tga"	334
"bos_ishinshishi_mod_action_cost_global"	"data/ui/campaign ui/effect_bundles/bos_effect_wealth_positive.tga"	200
"bos_ishinshishi_mod_conversion_global"	"data/ui/campaign ui/effect_bundles/bos_effect_imperial_allegiance_positive.tga"	100
"bos_ishinshishi_mod_imperial_unit_cost"	"data/ui/campaign ui/effect_bundles/bos_effect_modern_infantry_melee.tga"	100
"bos_ishinshishi_mod_imperial_unit_morale"	"data/ui/campaign ui/effect_bundles/bos_effect_imperial_allegiance_positive.tga"	1
"bos_ishinshishi_unhappiness_local"	"data/ui/campaign ui/effect_bundles/bos_effect_public_order_negative.tga"	100
"bos_land_recruitment_points"	"data/ui/campaign ui/effect_bundles/bos_effect_army.tga"	373
"bos_line_of_sight_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_character_positive.tga"	50
"bos_looting_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_wealth_positive.tga"	50
"bos_military_mission_american_building"	"data/ui/campaign ui/effect_bundles/bos_effect_construction_positive.tga"	10
"bos_military_mission_american_units"	"data/ui/campaign ui/effect_bundles/bos_effect_america_positive.tga"	20
"bos_military_mission_british_building"	"data/ui/campaign ui/effect_bundles/bos_effect_construction_positive.tga"	10
"bos_military_mission_british_units"	"data/ui/campaign ui/effect_bundles/bos_effect_britain_positive.tga"	20
"bos_military_mission_french_building"	"data/ui/campaign ui/effect_bundles/bos_effect_construction_positive.tga"	10
"bos_military_mission_french_units"	"data/ui/campaign ui/effect_bundles/bos_effect_france_positive.tga"	20
"bos_minister_agent_recruitment_cost_local"	"data/ui/campaign ui/effect_bundles/bos_effect_minister_positive.tga"	2
"bos_minister_agent_success_global"	"data/ui/campaign ui/effect_bundles/bos_effect_character_positive.tga"	1
"bos_minister_construction_cost_global"	"data/ui/campaign ui/effect_bundles/bos_effect_construction_positive.tga"	1
"bos_minister_conversion_global"	"data/ui/campaign ui/effect_bundles/bos_effect_allegiance_positive.tga"	3
"bos_minister_growth_global"	"data/ui/campaign ui/effect_bundles/bos_effect_growth_positive.tga"	1
"bos_minister_max_agent_cap_global"	"data/ui/campaign ui/effect_bundles/bos_effect_minister_positive.tga"	3
"bos_minister_morale_local"	"data/ui/campaign ui/effect_bundles/bos_effect_morale_positive.tga"	2
"bos_minister_recruitment_cost_global"	"data/ui/campaign ui/effect_bundles/bos_effect_army_positive.tga"	1
"bos_minister_replenishment_global"	"data/ui/campaign ui/effect_bundles/bos_effect_army_positive.tga"	3
"bos_minister_repression_local"	"data/ui/campaign ui/effect_bundles/bos_effect_public_order.tga"	2
"bos_minister_tax_local"	"data/ui/campaign ui/effect_bundles/bos_effect_wealth.tga"	2
"bos_minister_upkeep_global"	"data/ui/campaign ui/effect_bundles/bos_effect_wealth.tga"	3
"bos_mod_building_repair_cost"	"data/ui/campaign ui/effect_bundles/bos_effect_construction_positive.tga"	1
"bos_mod_charge_all_local"	"data/ui/campaign ui/effect_bundles/bos_effect_charge_positive.tga"	325
"bos_mod_recruitment_cost_land_all_local"	"data/ui/campaign ui/effect_bundles/bos_effect_army_positive.tga"	363
"bos_mod_unit_accuracy_all_local"	"data/ui/campaign ui/effect_bundles/bos_effect_accuracy_positive.tga"	327
"bos_mod_unit_armour_all_local"	"data/ui/campaign ui/effect_bundles/bos_effect_armour_positive.tga"	326
"bos_mod_unit_melee_all_local"	"data/ui/campaign ui/effect_bundles/bos_effect_melee_positive.tga"	360
"bos_mod_unit_morale_all_local"	"data/ui/campaign ui/effect_bundles/bos_effect_morale_positive.tga"	361
"bos_mod_unit_replenishment_all_local"	"data/ui/campaign ui/effect_bundles/bos_effect_army_positive.tga"	362
"bos_mod_unit_replenishment_local"	"data/ui/campaign ui/effect_bundles/bos_effect_army_positive.tga"	50
"bos_mod_xp_traditional_units"	"data/ui/campaign ui/effect_bundles/bos_effect_traditional_infantry_melee_positive.tga"	358
"bos_modernisation"	"data/ui/campaign ui/effect_bundles/bos_effect_modernisation.tga"	66
"bos_modernisation_happiness_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_public_order_negative.tga"	1
"bos_movement_points_all_local"	"data/ui/campaign ui/effect_bundles/bos_effect_general_positive.tga"	50
"bos_movement_points_character"	"data/ui/campaign ui/effect_bundles/bos_effect_army.tga"	999
"bos_naval_recruitment_points"	"data/ui/campaign ui/effect_bundles/bos_effect_navy.tga"	351
"bos_naval_support_cooldown_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_admiral_positive.tga"	50
"bos_naval_support_enable_projectile_1"	"data/ui/campaign ui/effect_bundles/bos_effect_admiral_positive.tga"	60
"bos_naval_support_enable_projectile_2"	"data/ui/campaign ui/effect_bundles/bos_effect_admiral_positive.tga"	60
"bos_naval_support_enable_projectile_3"	"data/ui/campaign ui/effect_bundles/bos_effect_accuracy_positive.tga"	60
"bos_naval_support_hits_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_admiral_positive.tga"	30
"bos_naval_support_impact_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_admiral_positive.tga"	20
"bos_naval_support_impact_window"	"data/ui/campaign ui/effect_bundles/bos_effect_admiral_positive.tga"	0
"bos_naval_support_radius_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_accuracy_positive.tga"	20
"bos_naval_support_time_to_hit_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_admiral_positive.tga"	40
"bos_naval_support_uses_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_admiral_positive.tga"	10
"bos_personal_security"	"data/ui/campaign ui/effect_bundles/bos_effect_melee.tga"	50
"bos_railways"	"data/ui/campaign ui/effect_bundles/bos_effect_railways.tga"	1
"bos_realm_divide_imperial_1_banner"	"data/ui/campaign ui/effect_bundles/bos_effect_imperial_allegiance.tga"	50
"bos_realm_divide_imperial_2_rally"	"data/ui/campaign ui/effect_bundles/bos_effect_imperial_allegiance.tga"	100
"bos_realm_divide_imperial_3_convert"	"data/ui/campaign ui/effect_bundles/bos_effect_imperial_allegiance.tga"	150
"bos_realm_divide_self_1_summary"	"data/ui/campaign ui/effect_bundles/bos_effect_independant_allegiance.tga"	50
"bos_realm_divide_self_2_units_agents"	"data/ui/campaign ui/effect_bundles/bos_effect_independant_allegiance.tga"	100
"bos_realm_divide_self_3_propaganda_rebuild"	"data/ui/campaign ui/effect_bundles/bos_effect_independant_allegiance.tga"	150
"bos_realm_divide_self_4_propaganda_influence"	"data/ui/campaign ui/effect_bundles/bos_effect_independant_allegiance.tga"	200
"bos_realm_divide_shogun_1_banner"	"data/ui/campaign ui/effect_bundles/bos_effect_shogunate_allegiance.tga"	50
"bos_realm_divide_shogun_2_rally"	"data/ui/campaign ui/effect_bundles/bos_effect_shogunate_allegiance.tga"	100
"bos_realm_divide_shogun_3_convert"	"data/ui/campaign ui/effect_bundles/bos_effect_shogunate_allegiance.tga"	150
"bos_recruitment_cost_mod_category_artillery_global"	"data/ui/campaign ui/effect_bundles/bos_effect_artillery_positive.tga"	78
"bos_recruitment_cost_mod_category_artillery_local"	"data/ui/campaign ui/effect_bundles/bos_effect_artillery_positive.tga"	321
"bos_recruitment_cost_mod_category_naval_copper"	"data/ui/campaign ui/effect_bundles/bos_effect_copper_ship_positive.tga"	323
"bos_recruitment_time_mod_category_artillery"	"data/ui/campaign ui/effect_bundles/bos_effect_artillery_positive.tga"	322
"bos_recruitment_time_mod_category_naval_copper"	"data/ui/campaign ui/effect_bundles/bos_effect_copper_ship_positive.tga"	324
"bos_religion_conversion_no_non_state"	"data/ui/campaign ui/effect_bundles/bos_effect_allegiance.tga"	380
"bos_repression_building_local"	"data/ui/campaign ui/effect_bundles/bos_effect_public_order.tga"	336
"bos_resistance_to_bombardment"	"data/ui/campaign ui/effect_bundles/bos_effect_coastal_defences_positive.tga"	390
"bos_shinobi_mod_action_cost_global"	"data/ui/campaign ui/effect_bundles/bos_effect_wealth_positive.tga"	100
"bos_shinobi_mod_sabotage_army_casualties"	"data/ui/campaign ui/effect_bundles/bos_effect_army.tga"	100
"bos_shinsengumi_mod_action_cost_global"	"data/ui/campaign ui/effect_bundles/bos_effect_wealth_positive.tga"	100
"bos_shinsengumi_mod_conversion_global"	"data/ui/campaign ui/effect_bundles/bos_effect_shinsengumi_positive.tga"	100
"bos_shinsengumi_mod_shin_unit_morale"	"data/ui/campaign ui/effect_bundles/bos_effect_shogunate_allegiance_positive.tga"	100
"bos_shinsengumi_mod_shogunate_unit_cost"	"data/ui/campaign ui/effect_bundles/bos_effect_shogunate_allegiance_positive.tga"	100
"bos_siege_defence_gatling_gun"	"data/ui/campaign ui/effect_bundles/bos_effect_seige_defence_positive.tga"	396
"bos_siege_defence_gun_batteries"	"data/ui/campaign ui/effect_bundles/bos_effect_seige_defence_positive.tga"	397
"bos_siege_defence_matchlock"	"data/ui/campaign ui/effect_bundles/bos_effect_seige_defence_positive.tga"	395
"bos_tax_bonus_building"	"data/ui/campaign ui/effect_bundles/bos_effect_wealth.tga"	350
"bos_tech_ability_banzai"	"data/ui/campaign ui/effect_bundles/bos_tech_enable_banzai.tga"	1
"bos_tech_ability_blinding_grenades"	"data/ui/campaign ui/effect_bundles/bos_tech_enable_blinding_grenades.tga"	1
"bos_tech_ability_enable_advanced_segment_shell"	"data/ui/campaign ui/effect_bundles/bos_effect_advanced_segment_shell.tga"	1
"bos_tech_ability_enable_common_shell"	"data/ui/campaign ui/effect_bundles/bos_effect_common_shell.tga"	1
"bos_tech_ability_enable_kneel_fire"	"data/ui/campaign ui/effect_bundles/bos_effect_kneel_fire.tga"	1
"bos_tech_ability_enable_ramming"	"data/ui/campaign ui/effect_bundles/bos_effect_ramming.tga"	1
"bos_tech_ability_enable_segment_shell"	"data/ui/campaign ui/effect_bundles/bos_effect_segment_shell.tga"	1
"bos_tech_ability_enable_suppression_fire"	"data/ui/campaign ui/effect_bundles/bos_effect_suppression_fire_positive.tga"	1
"bos_tech_ability_enable_torpedo"	"data/ui/campaign ui/effect_bundles/bos_effect_torpedo.tga"	1
"bos_tech_ability_fire_arrows"	"data/ui/campaign ui/effect_bundles/bos_tech_enable_fire_arrows.tga"	1
"bos_tech_admin_cost_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_wealth_positive.tga"	50
"bos_tech_agent_action_cost_mod_foreign_veteran"	"data/ui/campaign ui/effect_bundles/bos_effect_foreign_veteran_positive.tga"	7001
"bos_tech_agent_action_cost_mod_geisha"	"data/ui/campaign ui/effect_bundles/bos_effect_geisha_positive.tga"	7001
"bos_tech_agent_action_cost_mod_ishin_shishi"	"data/ui/campaign ui/effect_bundles/bos_effect_ishin_shishi_positive.tga"	7001
"bos_tech_agent_action_cost_mod_shinobi"	"data/ui/campaign ui/effect_bundles/bos_effect_ninja_positive.tga"	7001
"bos_tech_agent_action_cost_mod_shinsengumi"	"data/ui/campaign ui/effect_bundles/bos_effect_shinsengumi_positive.tga"	7001
"bos_tech_agent_foreign_veteran_success_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_foreign_veteran_positive.tga"	51
"bos_tech_agent_geisha_success_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_geisha_positive.tga"	51
"bos_tech_agent_ishin_shishi_success_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_ishin_shishi_positive.tga"	51
"bos_tech_agent_shinobi_success_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_ninja_positive.tga"	51
"bos_tech_agent_shinsengumi_success_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_shinsengumi_positive.tga"	51
"bos_tech_building_cost_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_construction_positive.tga"	206
"bos_tech_building_farm_cost_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_construction_positive.tga"	1
"bos_tech_building_port_cost_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_construction_positive.tga"	1
"bos_tech_building_settlement_cost_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_construction_positive.tga"	1
"bos_tech_clan_daimyo_honour_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_daimyo_positive.tga"	1
"bos_tech_clan_income_farm_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_wealth_positive.tga"	1
"bos_tech_clan_income_tax_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_wealth_positive.tga"	1
"bos_tech_clan_income_trade_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_trade_positive.tga"	1
"bos_tech_conversion_state_religion"	"data/ui/campaign ui/effect_bundles/bos_effect_allegiance.tga"	9999
"bos_tech_general_aoe_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_general_positive.tga"	1
"bos_tech_general_loyalty_bonus"	"data/ui/campaign ui/effect_bundles/bos_effect_general_positive.tga"	1
"bos_tech_modernisation_negative"	"data/ui/campaign ui/effect_bundles/bos_effect_modernisation_negative.tga"	44
"bos_tech_modernisation_positive"	"data/ui/campaign ui/effect_bundles/bos_effect_modernisation_positive.tga"	77
"bos_tech_naval_accuracy_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_accuracy_positive.tga"	50
"bos_tech_regional_happiness_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_public_order_positive.tga"	1
"bos_tech_regional_repression_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_public_order.tga"	1
"bos_tech_regional_town_wealth_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_wealth_positive.tga"	1
"bos_tech_unit_cannon_accuracy_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_accuracy_positive.tga"	0
"bos_tech_unit_cavalry_cost_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_army_positive.tga"	1
"bos_tech_unit_enable_night_battles_naval"	"data/ui/campaign ui/effect_bundles/bos_effect_night_battle.tga"	1
"bos_tech_unit_general_unit_switch_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_general_positive.tga"	1
"bos_tech_unit_guerrilla_unit_cap_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_army.tga"	0
"bos_tech_unit_kisho_unit_cap_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_ninja.tga"	0
"bos_tech_unit_land_ammo_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_modern_infantry_ranged_positive.tga"	50
"bos_tech_unit_land_charge_bonus_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_charge_positive.tga"	1
"bos_tech_unit_land_cost_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_army_positive.tga"	1
"bos_tech_unit_land_def_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_armour_positive.tga"	1
"bos_tech_unit_land_morale_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_morale_positive.tga"	1
"bos_tech_unit_land_movement_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_army_positive.tga"	1
"bos_tech_unit_land_run_speed_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_army_positive.tga"	1
"bos_tech_unit_modern_accuracy_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_accuracy_positive.tga"	1
"bos_tech_unit_modern_cost_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_army_positive.tga"	1
"bos_tech_unit_modern_morale_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_morale_positive.tga"	1
"bos_tech_unit_naval_movement_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_navy_positive.tga"	1
"bos_tech_unit_replenish_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_army_positive.tga"	1
"bos_tech_unit_ship_battle_speed_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_navy_positive.tga"	1
"bos_tech_unit_ship_cost_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_navy_positive.tga"	1
"bos_tech_unit_ship_recruitment_time_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_navy_positive.tga"	1
"bos_tech_unit_ship_upkeep_cost_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_navy.tga"	1
"bos_tech_unit_trad_cost_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_army_positive.tga"	1
"bos_tech_unit_trad_morale_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_morale_positive.tga"	1
"bos_tech_unit_trad_xp_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_army_positive.tga"	1
"bos_tech_unit_upkeep_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_wealth_positive.tga"	1
"bos_trade_income_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_trade_positive.tga"	329
"bos_trade_routes_mod_max_sea"	"data/ui/campaign ui/effect_bundles/bos_effect_trade_positive.tga"	352
"bos_traditionalism"	"data/ui/campaign ui/effect_bundles/bos_effect_modernisation_negative.tga"	55
"bos_tw_growth_commerce"	"data/ui/campaign ui/effect_bundles/bos_effect_growth.tga"	330
"bos_tw_growth_industry"	"data/ui/campaign ui/effect_bundles/bos_effect_growth.tga"	348
"bos_unit_modern_cost_mod_global"	"data/ui/campaign ui/effect_bundles/bos_effect_army.tga"	896
"bos_unit_modern_cost_mod_local"	"data/ui/campaign ui/effect_bundles/bos_effect_army.tga"	985
"bos_unit_naval_battle_movement_mod"	"data/ui/campaign ui/effect_bundles/bos_effect_navy_positive.tga"	0
"bos_unit_ship_cost_mod_local"	"data/ui/campaign ui/effect_bundles/bos_effect_navy_positive.tga"	69
"bos_unit_traditional_cost_mod_global"	"data/ui/campaign ui/effect_bundles/bos_effect_army_positive.tga"	66
"bos_unit_traditional_cost_mod_local"	"data/ui/campaign ui/effect_bundles/bos_effect_army_positive.tga"	55
"bos_veteran_mod_action_cost_global"	"data/ui/campaign ui/effect_bundles/bos_effect_wealth_positive.tga"	100
"bos_veteran_mod_artillery_reload_rate"	"data/ui/campaign ui/effect_bundles/bos_effect_artillery_positive.tga"	100
"bos_veteran_mod_harass_army_casualties"	"data/ui/campaign ui/effect_bundles/bos_effect_army.tga"	100
"bos_veteran_mod_marksmanship_all"	"data/ui/campaign ui/effect_bundles/bos_effect_accuracy_positive.tga"	100
"bos_veteran_mod_marksmanship_inf_cav"	"data/ui/campaign ui/effect_bundles/bos_effect_accuracy_positive.tga"	100
"bos_veteran_mod_marksmanship_rifles"	"data/ui/campaign ui/effect_bundles/bos_effect_accuracy_positive.tga"	100
"bos_veteran_mod_melee_all"	"data/ui/campaign ui/effect_bundles/bos_effect_modern_infantry_melee_positive.tga"	100
"bos_veteran_mod_melee_ranged_infantry"	"data/ui/campaign ui/effect_bundles/bos_effect_modern_infantry_melee_positive.tga"	0
"bos_veteran_mod_melee_rifles"	"data/ui/campaign ui/effect_bundles/bos_effect_modern_infantry_melee_positive.tga"	100
"bos_veteran_mod_reload_rate_all"	"data/ui/campaign ui/effect_bundles/bos_effect_modern_infantry_ranged_positive.tga"	100
"bos_veteran_mod_reload_rate_rifles"	"data/ui/campaign ui/effect_bundles/bos_effect_modern_infantry_ranged_positive.tga"	100
"bos_western_port_hidden"	"data/ui/campaign ui/effect_bundles/bos_effect_trade_positive.tga"	1
"building_construction_time_mod_all"	"data/ui/campaign ui/effect_bundles/effect_construction.tga"	100
"building_construction_time_mod_all_global"	"data/ui/campaign ui/effect_bundles/effect_construction.tga"	100
"building_cost_mod_all"	"data/ui/campaign ui/effect_bundles/effect_wealth.tga"	207
"building_cost_mod_all_global"	"data/ui/campaign ui/effect_bundles/effect_wealth.tga"	206
"building_cost_mod_local"	"data/ui/campaign ui/effect_bundles/effect_wealth.tga"	999
"building_mod_income_farms"	"data/ui/campaign ui/effect_bundles/effect_wealth_positive.tga"	5
"campaign_map_stealth"	"data/ui/campaign ui/effect_bundles/effect_army.tga"	1
"castle_slot_addition"	"data/ui/campaign ui/effect_bundles/effect_construction_positive.tga"	2347
"character_death_chance_turn_end"	"data/ui/campaign ui/effect_bundles/effect_character.tga"	1
"charge_bonus_mod"	"data/ui/campaign ui/effect_bundles/effect_army.tga"	999
"clan_trait_chosokabe_cheap_foot_archers"	"data/ui/campaign ui/effect_bundles/effect_chosokabe.tga"	5
"clan_trait_chosokabe_superio_foot_archers"	"data/ui/campaign ui/effect_bundles/effect_chosokabe.tga"	1
"clan_trait_chosokabe_superior_farms"	"data/ui/campaign ui/effect_bundles/effect_chosokabe.tga"	10
"clan_trait_date_charge_bonus"	"data/ui/campaign ui/effect_bundles/effect_date.tga"	10
"clan_trait_date_cheap_nodachi"	"data/ui/campaign ui/effect_bundles/effect_date.tga"	5
"clan_trait_date_superior_nodachi"	"data/ui/campaign ui/effect_bundles/effect_date.tga"	1
"clan_trait_hattori_guerrilla_deployment"	"data/ui/campaign ui/effect_bundles/effect_hattori.tga"	10
"clan_trait_hattori_stealthy_units"	"data/ui/campaign ui/effect_bundles/effect_hattori.tga"	10
"clan_trait_hojo_cheap_castle"	"data/ui/campaign ui/effect_bundles/effect_hojo.tga"	10
"clan_trait_hojo_cheap_siege_units"	"data/ui/campaign ui/effect_bundles/effect_hojo.tga"	5
"clan_trait_hojo_superior_siege_units"	"data/ui/campaign ui/effect_bundles/effect_hojo.tga"	1
"clan_trait_ikko_ashigaru"	"data/ui/campaign ui/effect_bundles/effect_ikko_ikki.tga"	2
"clan_trait_ikko_general_convert"	"data/ui/campaign ui/effect_bundles/effect_ikko_ikki.tga"	3
"clan_trait_ikko_no_metsuke"	"data/ui/campaign ui/effect_bundles/effect_ikko_ikki.tga"	1
"clan_trait_ikko_warrior_monks"	"data/ui/campaign ui/effect_bundles/effect_ikko_ikki.tga"	4
"clan_trait_mori_cheap_ship"	"data/ui/campaign ui/effect_bundles/effect_mori.tga"	5
"clan_trait_mori_ship_movement"	"data/ui/campaign ui/effect_bundles/effect_mori.tga"	10
"clan_trait_mori_superior_ship"	"data/ui/campaign ui/effect_bundles/effect_mori.tga"	1
"clan_trait_oda_ashigaru_morale_bonus"	"data/ui/campaign ui/effect_bundles/effect_oda.tga"	10
"clan_trait_oda_cheap_ashigaru"	"data/ui/campaign ui/effect_bundles/effect_oda.tga"	5
"clan_trait_otomo_cheap_gunpowder_units"	"data/ui/campaign ui/effect_bundles/effect_otomo.tga"	1
"clan_trait_otomo_cheap_missionary_actions"	"data/ui/campaign ui/effect_bundles/effect_otomo.tga"	2
"clan_trait_otomo_faster_import_matchlock"	"data/ui/campaign ui/effect_bundles/effect_otomo.tga"	4
"clan_trait_otomo_improved_conversion"	"data/ui/campaign ui/effect_bundles/effect_otomo.tga"	5
"clan_trait_otomo_superior_missionaries"	"data/ui/campaign ui/effect_bundles/effect_otomo.tga"	3
"clan_trait_shimazu_cheap_samurai"	"data/ui/campaign ui/effect_bundles/effect_shimazu.tga"	5
"clan_trait_shimazu_increased_loyalty"	"data/ui/campaign ui/effect_bundles/effect_shimazu.tga"	10
"clan_trait_shimazu_superior_katana_hero"	"data/ui/campaign ui/effect_bundles/effect_shimazu.tga"	1
"clan_trait_shimazu_superior_katana_samurai"	"data/ui/campaign ui/effect_bundles/effect_shimazu.tga"	1
"clan_trait_takeda_cavalry_morale_bonus"	"data/ui/campaign ui/effect_bundles/effect_takeda.tga"	10
"clan_trait_takeda_cheap_cavalry"	"data/ui/campaign ui/effect_bundles/effect_takeda.tga"	5
"clan_trait_takeda_superior_cavalry"	"data/ui/campaign ui/effect_bundles/effect_takeda.tga"	1
"clan_trait_tokugawa_cheap_battlefield_ninja"	"data/ui/campaign ui/effect_bundles/effect_tokugawa.tga"	5
"clan_trait_tokugawa_diplomacy_bonus"	"data/ui/campaign ui/effect_bundles/effect_tokugawa.tga"	10
"clan_trait_tokugawa_superior_battlefield_ninja"	"data/ui/campaign ui/effect_bundles/effect_tokugawa.tga"	1
"clan_trait_tokugawa_superior_metsuke"	"data/ui/campaign ui/effect_bundles/effect_tokugawa.tga"	1
"clan_trait_uesugi_cheap_warrior_monks"	"data/ui/campaign ui/effect_bundles/effect_uesugi.tga"	5
"clan_trait_uesugi_superior_monks"	"data/ui/campaign ui/effect_bundles/effect_uesugi.tga"	1
"clan_trait_uesugi_superior_warrior_monks"	"data/ui/campaign ui/effect_bundles/effect_uesugi.tga"	1
