version 1, schema quotes_tables, guid 1b10e05f-5f3e-4917-a2ca-da90bd49a3ef
Text(string)	Author(string)	Quote_ID(string)
"Even if one has learned all the sayings of the sages and saints, he should not insist on them obstinately."	"asakura_soteki"	"467"
"A general of great merit should be said to be a man who has met with at least one great defeat."	"asakura_soteki"	"475"
"A dog is not considered a good dog because he is a good barker. A man is not considered a good man because he is a good talker. "	"buddha"	"482"
"Do not dwell in the past, do not dream of the future, concentrate the mind on the present moment."	"buddha"	"490"
"The tongue like a sharp knife...kills without drawing blood."	"buddha"	"497"
"Holding on to anger is like grasping a hot coal with the intent of throwing it at someone else; you are the one who gets burned. "	"buddha"	"504"
"Even death is not to be feared by one who has lived wisely. "	"buddha"	"513"
"You will not be punished for your anger, you will be punished by your anger."	"buddha"	"522"
"The whole secret of existence is to have no fear."	"buddha"	"532"
"Nothing ever exists entirely alone; everything is in relation to everything else."	"buddha"	"542"
"The foot feels the foot when it feels the ground."	"buddha"	"548"
"It is a man's own mind, not his enemy or foe, that lures him to evil ways."	"buddha"	"554"
"A flower falls, even though we love it; and a weed grows, even though we do not love it."	"dogen_zenji"	"560"
"When we discover that the truth is already in us, we are all at once our original selves."	"dogen_zenji"	"563"
"The colour of the mountains is Buddha's body; the sound of running water is his great speech."	"dogen_zenji"	"573"
"Do not think you will necessarily be aware of your own enlightenment."	"dogen_zenji"	"578"
"He will win who knows when to fight and when not to fight."	"sun_tzu"	"584"
"He will win who knows how to handle both superior and inferior forces."	"sun_tzu"	"587"
"He will win whose army is animated by the same spirit throughout all its ranks."	"sun_tzu"	"596"
"He will win who, prepared himself, waits to take the enemy unprepared."	"sun_tzu"	"603"
"He will win who has military capacity and is not interfered with by the sovereign."	"sun_tzu"	"610"
"Victorious warriors win first and then go to war, while defeated warriors go to war first and then seek to win."	"sun_tzu"	"620"
"There is no instance of a nation benefiting from prolonged warfare."	"sun_tzu"	"623"
"The skilful employer of men will employ the wise man, the brave man, the covetous man, and the stupid man."	"sun_tzu"	"633"
"Opportunities multiply as they are seized."	"sun_tzu"	"635"
"If you know your enemy and know yourself, you will not be imperilled by a hundred battles. If you do not know the others but do know yourself, you will win one and lose one. If you do not know the enemy and do not know yourselves you will be in danger in every battle."	"sun_tzu"	"640"
"Act after having made assessments. The one who first knows the measure of far and near wins — this is the rule of armed struggle."	"sun_tzu"	"643"
"To perceive victory when it is known to all is not really skilful… It does not take much strength to lift a hair, it does not take sharp eyes to see the sun and moon, it does not take sharp ears to hear the thunderclap."	"sun_tzu"	"647"
"All men can see these tactics whereby I conquer, but what none can see is the strategy out of which victory is evolved."	"sun_tzu"	"648"
"All warfare is based on deception."	"sun_tzu"	"653"
"Be extremely subtle, even to the point of formlessness. Be extremely mysterious, even to the point of soundlessness. Thereby you can be the director of the opponent's fate."	"sun_tzu"	"659"
"Can you imagine what I would do if I could do all I can?"	"sun_tzu"	"667"
"Confront them with annihilation, and they will then survive; plunge them into a deadly situation, and they will then live. When people fall into danger, they are then able to strive for victory."	"sun_tzu"	"670"
"For them to perceive the advantage of defeating the enemy, they must also have their rewards."	"sun_tzu"	"673"
"For to win one hundred victories in one hundred battles is not the acme of skill. To subdue the enemy without fighting is the acme of skill."	"sun_tzu"	"678"
"He who is prudent, and lies in wait for an enemy who is not, will be victorious."	"sun_tzu"	"684"
"He who knows when he can fight, and when he cannot, will be victorious."	"sun_tzu"	"689"
"Hence that general is skilful in attack whose opponent does not know what to defend; and he is skilful in defence whose opponent does not know what to attack."	"sun_tzu"	"693"
"If ignorant both of your enemy and yourself, you are certain to be in peril."	"sun_tzu"	"700"
"If our soldiers are not overburdened with money, it is not because they have a distaste for riches; if their lives are not unduly long, it is not because they are disinclined to longevity."	"sun_tzu"	"703"
"If you are far from the enemy, make him believe you are near."	"sun_tzu"	"704"
"In the practical art of war, the best thing of all is to take the enemy's country whole and intact; to shatter and destroy it is not so good."	"sun_tzu"	"715"
"Invincibility lies in the defence; the possibility of victory in the attack."	"sun_tzu"	"717"
"It is essential to seek out enemy agents who have come to conduct espionage against you and to bribe them to serve you. Give them instructions and care for them. Thus double agents are recruited and used."	"sun_tzu"	"723"
"It is only the enlightened ruler and the wise general who will use the highest intelligence of the army for the purposes of spying, and thereby they achieve great results."	"sun_tzu"	"724"
"Now the reason the enlightened prince and the wise general conquer the enemy whenever they move, and their achievements surpass those of ordinary men, is foreknowledge."	"sun_tzu"	"734"
"Of all those in the army close to the commander none is more intimate than the secret agent; of all rewards none more liberal than those given to secret agents; of all matters none is more confidential than those relating to secret operations."	"sun_tzu"	"736"
"Pretend inferiority and encourage his arrogance."	"sun_tzu"	"740"
"Prohibit the taking of omens, and do away with superstitious doubts. Then, until death itself comes, no calamity need be feared."	"sun_tzu"	"747"
"Regard your soldiers as your children, and they will follow you into the deepest valleys; look on them as your own beloved sons, and they will stand by you even unto death."	"sun_tzu"	"750"
"Secret operations are essential in war; upon them the army relies to make its every move."	"sun_tzu"	"751"
"Strategy without tactics is the slowest route to victory. Tactics without strategy is the noise before defeat."	"sun_tzu"	"752"
"Supreme excellence consists in breaking the enemy's resistance without fighting."	"sun_tzu"	"762"
"The enlightened ruler is heedful, and the good general full of caution."	"sun_tzu"	"766"
"The general who advances without coveting fame and retreats without fearing disgrace, whose only thought is to protect his country and do good service for his sovereign, is the jewel of the kingdom."	"sun_tzu"	"769"
"The general who wins the battle makes many calculations in his temple before the battle is fought. The general who loses makes but few calculations beforehand."	"sun_tzu"	"774"
"The good fighters of old first put themselves beyond the possibility of defeat, and then waited for an opportunity of defeating the enemy."	"sun_tzu"	"784"
"The opportunity to secure ourselves against defeat lies in our own hands, but the opportunity of defeating the enemy is provided by the enemy himself."	"sun_tzu"	"794"
"The quality of decision is like the well-timed swoop of a falcon which enables it to strike and destroy its victim."	"sun_tzu"	"795"
"The supreme art of war is to subdue the enemy without fighting."	"sun_tzu"	"804"
"Thus, what is of supreme importance in war is to attack the enemy's strategy."	"sun_tzu"	"809"
"To fight and conquer in all our battles is not supreme excellence; supreme excellence consists in breaking the enemy's resistance without fighting."	"sun_tzu"	"816"
"To see victory only when it is within the ken of the common herd is not the acme of excellence."	"sun_tzu"	"825"
"When envoys are sent with compliments in their mouths, it is a sign that the enemy wishes for a truce."	"sun_tzu"	"830"
"If fighting is sure to result in victory, then you must fight, even though the ruler forbid it; if fighting will not result in victory, then you must not fight even at the ruler's bidding."	"sun_tzu"	"833"
"Where the army is, prices are high; when prices rise the wealth of the people is exhausted."	"sun_tzu"	"839"
"The expert in battle seeks his victory from strategic advantage and does not demand it from his men."	"sun_tzu"	"843"
"Being unconquerable lies with yourself; being conquerable lies with your enemy."	"sun_tzu"	"852"
"One defends when his strength is inadequate, he attacks when it is abundant."	"sun_tzu"	"853"
"A leader leads by example, not by force."	"sun_tzu"	"855"
"If words of command are not clear and distinct, if orders are not thoroughly understood, the general is to blame. But if his orders are clear, and the soldiers nevertheless disobey, then it is the fault of their officers."	"sun_tzu"	"856"
"Bestow rewards without respect to customary practice; publish orders without respect to precedent. Thus you may employ the entire army as you would one man."	"sun_tzu"	"860"
"Speed is the essence of war. Take advantage of the enemy's unpreparedness; travel by unexpected routes and strike him where he has taken no precautions."	"sun_tzu"	"870"
"Too frequent rewards indicate that the general is at the end of his resources; too frequent punishments that he is in acute distress."	"sun_tzu"	"872"
"To a surrounded enemy, you must leave a way of escape."	"sun_tzu"	"882"
"Subtle and insubstantial, the expert leaves no trace; divinely mysterious, he is inaudible. Thus he is master of his enemy's fate."	"sun_tzu"	"891"
"The ultimate in disposing one's troops is to be without ascertainable shape. Then the most penetrating spies cannot pry in nor can the wise lay plans against you."	"sun_tzu"	"892"
"The art of giving orders is not to try to rectify the minor blunders and not be swayed by petty doubts."	"sun_tzu"	"893"
"When torrential water tosses boulders, it is because of its momentum. When the strike of a hawk breaks the body of its prey, it is because of timing."	"sun_tzu"	"895"
"What the ancients called a clever fighter is one who not only wins, but excels in winning with ease."	"sun_tzu"	"902"
"It is truly regrettable that a person will treat a man who is valuable to him well, and a man who is worthless to him poorly."	"hojo_shigetoki"	"905"
"One should have insight into this world of dreams that passes in the twinkling of an eye."	"hojo_shigetoki"	"908"
"Death refuses to wait for the space of a breath; life is more evanescent than a mayfly or a lightning flash."	"tale_heike"	"917"
"If thou knowest only what it is to conquer, and knowest not what it is to be defeated, woe unto thee; it will fare ill with thee."	"tokugawa_ieyasu"	"920"
"There are seven emotions: joy, anger, anxiety, adoration, grief, fear, and hate, and if a man does not give way to these he can be called patient."	"tokugawa_ieyasu"	"923"
"One should not be envious of someone who has prospered by unjust deeds. Nor should he disdain someone who has fallen while adhering to the path of righteousness."	"imagawa_sadayo"	"928"
"Just as water will conform to the shape of the vessel that contains it, so will a man follow the good and evil of his companions."	"imagawa_sadayo"	"929"
"Without knowledge of learning, one will ultimately have no military victories."	"imagawa_sadayo"	"935"
"Beginning is easy - Continuing is hard. "	"japanese_proverb"	"937"
"One kind word can warm three winter months."	"japanese_proverb"	"939"
"The reverse side also has a reverse side."	"japanese_proverb"	"943"
"The stake that sticks out gets hammered down."	"japanese_proverb"	"951"
"If you do not enter the tiger's cave, you will not catch its cub."	"japanese_proverb"	"957"
"Even monkeys fall from trees."	"japanese_proverb"	"966"
"The clever hawk hides its claws."	"japanese_proverb"	"970"
"It is said that the inferior seek to emulate the superior. Thus, if a general slackens only a little, those beneath him will be greatly negligent."	"kato_kiyomasa"	"979"
"One should not be negligent in the way of the retainer. One should rise at four in the morning, practice sword technique, eat one's meal, and train with the bow, the gun, and the horse."	"kato_kiyomasa"	"980"
"As for the decorum at the time of a campaign, one must be mindful that he is a samurai. A person who loves beautification where it is unnecessary is fit for punishment."	"kato_kiyomasa"	"989"
"If a man does not investigate into the matter of bushido daily, it will be difficult for him to die a brave and manly death."	"kato_kiyomasa"	"999"
