version 1, schema ministerial_positions_by_gov_types_tables
Faction(string)	Position(string)	Government_x0020_Type(string)	Gender(string)	Title(string)
"france"	"royal_child_2"	"gov_absolute_monarchy"	"f"	"princess"
"france"	"royal_child_2"	"gov_absolute_monarchy"	"m"	"duke_of_anjou"
"france"	"royal_child_2"	"gov_constitutional_monarchy"	"f"	"princess"
"france"	"royal_child_2"	"gov_constitutional_monarchy"	"m"	"duke_of_anjou"
"france"	"royal_child_2"	"gov_republic"	"f"	"princess"
"france"	"royal_child_2"	"gov_republic"	"m"	"prince"
"french_rebels"	"army"	"gov_absolute_monarchy"	"b"	"lord_secretary_of_the_army"
"french_rebels"	"army"	"gov_constitutional_monarchy"	"b"	"secretary_of_the_army"
"french_rebels"	"army"	"gov_republic"	"b"	"secretary_of_war"
"french_rebels"	"finance"	"gov_absolute_monarchy"	"b"	"controller_general_of_finances"
"french_rebels"	"finance"	"gov_constitutional_monarchy"	"b"	"minister_of_finances"
"french_rebels"	"finance"	"gov_republic"	"b"	"treasury_consul"
"french_rebels"	"head_of_government"	"gov_absolute_monarchy"	"b"	"chief_minister"
"french_rebels"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"chief_minister"
"french_rebels"	"head_of_government"	"gov_republic"	"b"	"premier"
"french_rebels"	"justice"	"gov_absolute_monarchy"	"b"	"justice_chancellor"
"french_rebels"	"justice"	"gov_constitutional_monarchy"	"b"	"chief_justice"
"french_rebels"	"justice"	"gov_republic"	"b"	"attorney_consul"
"french_rebels"	"navy"	"gov_absolute_monarchy"	"b"	"lord_secretary_of_the_navy"
"french_rebels"	"navy"	"gov_constitutional_monarchy"	"b"	"secretary_of_the_navy"
"french_rebels"	"navy"	"gov_republic"	"b"	"secretary_of_the_admiralty"
"genoa"	"army"	"gov_absolute_monarchy"	"b"	"lord_minister_for_war"
"genoa"	"army"	"gov_constitutional_monarchy"	"b"	"minister_for_war"
"genoa"	"army"	"gov_republic"	"b"	"secretary_of_war"
"genoa"	"faction_leader"	"gov_absolute_monarchy"	"f"	"duchess"
"genoa"	"faction_leader"	"gov_absolute_monarchy"	"m"	"duke"
"genoa"	"faction_leader"	"gov_constitutional_monarchy"	"f"	"duchess"
"genoa"	"faction_leader"	"gov_constitutional_monarchy"	"m"	"duke"
"genoa"	"faction_leader"	"gov_republic"	"b"	"doge"
"genoa"	"finance"	"gov_absolute_monarchy"	"b"	"lord_treasurer"
"genoa"	"finance"	"gov_constitutional_monarchy"	"b"	"treasury_minister"
"genoa"	"finance"	"gov_republic"	"b"	"secretary_of_the_treasury"
"genoa"	"head_of_government"	"gov_absolute_monarchy"	"b"	"lord_premier"
"genoa"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"premier"
"genoa"	"head_of_government"	"gov_republic"	"b"	"premier"
"genoa"	"justice"	"gov_absolute_monarchy"	"b"	"lord_chief_justice"
"genoa"	"justice"	"gov_constitutional_monarchy"	"b"	"chief_justice"
"genoa"	"justice"	"gov_republic"	"b"	"attorney_general"
"genoa"	"navy"	"gov_absolute_monarchy"	"b"	"lord_minister_of_the_admiralty"
"genoa"	"navy"	"gov_constitutional_monarchy"	"b"	"minister_of_the_admiralty"
"genoa"	"navy"	"gov_republic"	"b"	"secretary_of_the_admiralty"
"georgia"	"army"	"gov_absolute_monarchy"	"b"	"army_bey"
"georgia"	"army"	"gov_constitutional_monarchy"	"b"	"army_bey"
"georgia"	"army"	"gov_republic"	"b"	"army_bey"
"georgia"	"faction_leader"	"gov_absolute_monarchy"	"f"	"queen"
"georgia"	"faction_leader"	"gov_absolute_monarchy"	"m"	"king"
"georgia"	"faction_leader"	"gov_constitutional_monarchy"	"f"	"queen"
"georgia"	"faction_leader"	"gov_constitutional_monarchy"	"m"	"king"
"georgia"	"faction_leader"	"gov_republic"	"b"	"president"
"georgia"	"finance"	"gov_absolute_monarchy"	"b"	"defterdar"
"georgia"	"finance"	"gov_constitutional_monarchy"	"b"	"defterdar"
"georgia"	"finance"	"gov_republic"	"b"	"defterdar"
"georgia"	"head_of_government"	"gov_absolute_monarchy"	"b"	"pasha"
"georgia"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"pasha"
"georgia"	"head_of_government"	"gov_republic"	"b"	"pasha"
"georgia"	"justice"	"gov_absolute_monarchy"	"b"	"adliye_naziri"
"georgia"	"justice"	"gov_constitutional_monarchy"	"b"	"adliye_naziri"
"georgia"	"justice"	"gov_republic"	"b"	"adliye_naziri"
"georgia"	"navy"	"gov_absolute_monarchy"	"b"	"navy_bey"
"georgia"	"navy"	"gov_constitutional_monarchy"	"b"	"navy_bey"
"georgia"	"navy"	"gov_republic"	"b"	"navy_bey"
"greece"	"army"	"gov_absolute_monarchy"	"b"	"lord_secretary_of_war"
"greece"	"army"	"gov_constitutional_monarchy"	"b"	"minister_of_war"
"greece"	"army"	"gov_republic"	"b"	"secretary_of_war"
"greece"	"faction_leader"	"gov_absolute_monarchy"	"f"	"queen"
"greece"	"faction_leader"	"gov_absolute_monarchy"	"m"	"king"
"greece"	"faction_leader"	"gov_constitutional_monarchy"	"f"	"queen"
"greece"	"faction_leader"	"gov_constitutional_monarchy"	"m"	"king"
"greece"	"faction_leader"	"gov_republic"	"b"	"president"
"greece"	"finance"	"gov_absolute_monarchy"	"b"	"lord_treasurer"
"greece"	"finance"	"gov_constitutional_monarchy"	"b"	"treasury_minister"
"greece"	"finance"	"gov_republic"	"b"	"secretary_of_the_treasury"
"greece"	"head_of_government"	"gov_absolute_monarchy"	"b"	"first_lord"
"greece"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"chief_minister"
"greece"	"head_of_government"	"gov_republic"	"b"	"first_minister"
"greece"	"justice"	"gov_absolute_monarchy"	"b"	"lord_chief_justice"
"greece"	"justice"	"gov_constitutional_monarchy"	"b"	"chief_justice"
"greece"	"justice"	"gov_republic"	"b"	"attorney_general"
"greece"	"navy"	"gov_absolute_monarchy"	"b"	"lord_secretary_of_the_fleet"
"greece"	"navy"	"gov_constitutional_monarchy"	"b"	"minister_for_the_navy"
"greece"	"navy"	"gov_republic"	"b"	"secretary_of_the_admiralty"
"greek_rebels"	"army"	"gov_absolute_monarchy"	"b"	"army_bey"
"greek_rebels"	"army"	"gov_constitutional_monarchy"	"b"	"army_bey"
"greek_rebels"	"army"	"gov_republic"	"b"	"army_bey"
"greek_rebels"	"finance"	"gov_absolute_monarchy"	"b"	"defterdar"
"greek_rebels"	"finance"	"gov_constitutional_monarchy"	"b"	"defterdar"
"greek_rebels"	"finance"	"gov_republic"	"b"	"defterdar"
"greek_rebels"	"head_of_government"	"gov_absolute_monarchy"	"b"	"pasha"
"greek_rebels"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"pasha"
"greek_rebels"	"head_of_government"	"gov_republic"	"b"	"pasha"
"greek_rebels"	"justice"	"gov_absolute_monarchy"	"b"	"adliye_naziri"
"greek_rebels"	"justice"	"gov_constitutional_monarchy"	"b"	"adliye_naziri"
"greek_rebels"	"justice"	"gov_republic"	"b"	"adliye_naziri"
"greek_rebels"	"navy"	"gov_absolute_monarchy"	"b"	"navy_bey"
"greek_rebels"	"navy"	"gov_constitutional_monarchy"	"b"	"navy_bey"
"greek_rebels"	"navy"	"gov_republic"	"b"	"navy_bey"
"hannover"	"army"	"gov_absolute_monarchy"	"b"	"lord_secretary_of_war"
"hannover"	"army"	"gov_constitutional_monarchy"	"b"	"first_minister"
"hannover"	"army"	"gov_republic"	"b"	"secretary_of_war"
"hannover"	"faction_leader"	"gov_absolute_monarchy"	"f"	"electress"
"hannover"	"faction_leader"	"gov_absolute_monarchy"	"m"	"elector"
"hannover"	"faction_leader"	"gov_constitutional_monarchy"	"f"	"electress"
"hannover"	"faction_leader"	"gov_constitutional_monarchy"	"m"	"elector"
"hannover"	"faction_leader"	"gov_republic"	"b"	"president"
"hannover"	"finance"	"gov_absolute_monarchy"	"b"	"lord_treasurer"
"hannover"	"finance"	"gov_constitutional_monarchy"	"b"	"treasury_minister"
"hannover"	"finance"	"gov_republic"	"b"	"secretary_of_the_treasury"
"hannover"	"head_of_government"	"gov_absolute_monarchy"	"b"	"first_lord"
"hannover"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"first_minister"
"hannover"	"head_of_government"	"gov_republic"	"b"	"first_minister"
"hannover"	"justice"	"gov_absolute_monarchy"	"b"	"lord_chief_justice"
"hannover"	"justice"	"gov_constitutional_monarchy"	"b"	"chief_justice"
"hannover"	"justice"	"gov_republic"	"b"	"attorney_general"
"hannover"	"navy"	"gov_absolute_monarchy"	"b"	"lord_secretary_of_the_admiralty"
"hannover"	"navy"	"gov_constitutional_monarchy"	"b"	"minister_for_the_navy"
"hannover"	"navy"	"gov_republic"	"b"	"secretary_of_the_admiralty"
"hessen"	"army"	"gov_absolute_monarchy"	"b"	"lord_secretary_of_war"
"hessen"	"army"	"gov_constitutional_monarchy"	"b"	"minister_of_war"
"hessen"	"army"	"gov_republic"	"b"	"secretary_of_war"
"hessen"	"faction_leader"	"gov_absolute_monarchy"	"f"	"landgravine"
"hessen"	"faction_leader"	"gov_absolute_monarchy"	"m"	"landgrave"
"hessen"	"faction_leader"	"gov_constitutional_monarchy"	"f"	"landgravine"
"hessen"	"faction_leader"	"gov_constitutional_monarchy"	"m"	"landgrave"
"hessen"	"faction_leader"	"gov_republic"	"b"	"president"
"hessen"	"finance"	"gov_absolute_monarchy"	"b"	"lord_treasurer"
"hessen"	"finance"	"gov_constitutional_monarchy"	"b"	"treasury_minister"
"hessen"	"finance"	"gov_republic"	"b"	"secretary_of_the_treasury"
"hessen"	"head_of_government"	"gov_absolute_monarchy"	"b"	"first_lord"
"hessen"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"first_minister"
"hessen"	"head_of_government"	"gov_republic"	"b"	"first_minister"
"hessen"	"justice"	"gov_absolute_monarchy"	"b"	"lord_chief_justice"
"hessen"	"justice"	"gov_constitutional_monarchy"	"b"	"chief_justice"
"hessen"	"justice"	"gov_republic"	"b"	"attorney_general"
"hessen"	"navy"	"gov_absolute_monarchy"	"b"	"lord_secretary_of_the_admiralty"
"hessen"	"navy"	"gov_constitutional_monarchy"	"b"	"minister_for_the_navy"
"hessen"	"navy"	"gov_republic"	"b"	"secretary_of_the_admiralty"
"holstein_gottorp"	"army"	"gov_absolute_monarchy"	"b"	"lord_minister_of_war"
"holstein_gottorp"	"army"	"gov_constitutional_monarchy"	"b"	"minister_of_war"
"holstein_gottorp"	"army"	"gov_republic"	"b"	"secretary_of_war"
"holstein_gottorp"	"faction_leader"	"gov_absolute_monarchy"	"f"	"duchess"
"holstein_gottorp"	"faction_leader"	"gov_absolute_monarchy"	"m"	"duke"
"holstein_gottorp"	"faction_leader"	"gov_constitutional_monarchy"	"f"	"duchess"
"holstein_gottorp"	"faction_leader"	"gov_constitutional_monarchy"	"m"	"duke"
"holstein_gottorp"	"faction_leader"	"gov_republic"	"b"	"president"
"holstein_gottorp"	"finance"	"gov_absolute_monarchy"	"b"	"lord_treasurer"
"holstein_gottorp"	"finance"	"gov_constitutional_monarchy"	"b"	"treasury_minister"
"holstein_gottorp"	"finance"	"gov_republic"	"b"	"secretary_of_the_treasury"
"holstein_gottorp"	"head_of_government"	"gov_absolute_monarchy"	"b"	"first_lord"
"holstein_gottorp"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"chief_minister"
"holstein_gottorp"	"head_of_government"	"gov_republic"	"b"	"prime_minister"
"holstein_gottorp"	"justice"	"gov_absolute_monarchy"	"b"	"lord_chief_justice"
"holstein_gottorp"	"justice"	"gov_constitutional_monarchy"	"b"	"chief_justice"
"holstein_gottorp"	"justice"	"gov_republic"	"b"	"attorney_general"
"holstein_gottorp"	"navy"	"gov_absolute_monarchy"	"b"	"lord_minister_of_the_admiralty"
"holstein_gottorp"	"navy"	"gov_constitutional_monarchy"	"b"	"minister_of_the_navy"
"holstein_gottorp"	"navy"	"gov_republic"	"b"	"secretary_of_the_admiralty"
"hungary"	"army"	"gov_absolute_monarchy"	"b"	"lord_secretary_of_war"
"hungary"	"army"	"gov_constitutional_monarchy"	"b"	"minister_of_war"
"hungary"	"army"	"gov_republic"	"b"	"secretary_of_war"
"hungary"	"faction_leader"	"gov_absolute_monarchy"	"f"	"queen"
"hungary"	"faction_leader"	"gov_absolute_monarchy"	"m"	"king"
"hungary"	"faction_leader"	"gov_constitutional_monarchy"	"f"	"queen"
"hungary"	"faction_leader"	"gov_constitutional_monarchy"	"m"	"king"
"hungary"	"faction_leader"	"gov_republic"	"b"	"president"
"hungary"	"finance"	"gov_absolute_monarchy"	"b"	"lord_treasurer"
"hungary"	"finance"	"gov_constitutional_monarchy"	"b"	"treasury_minister"
"hungary"	"finance"	"gov_republic"	"b"	"secretary_of_the_treasury"
"hungary"	"head_of_government"	"gov_absolute_monarchy"	"b"	"first_lord"
"hungary"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"chief_minister"
"hungary"	"head_of_government"	"gov_republic"	"b"	"first_minister"
"hungary"	"justice"	"gov_absolute_monarchy"	"b"	"lord_chief_justice"
"hungary"	"justice"	"gov_constitutional_monarchy"	"b"	"chief_justice"
"hungary"	"justice"	"gov_republic"	"b"	"attorney_general"
"hungary"	"navy"	"gov_absolute_monarchy"	"b"	"lord_secretary_of_the_fleet"
"hungary"	"navy"	"gov_constitutional_monarchy"	"b"	"minister_for_the_navy"
"hungary"	"navy"	"gov_republic"	"b"	"secretary_of_the_admiralty"
"huron"	"army"	"gov_absolute_monarchy"	"b"	"war_advisor"
"huron"	"army"	"gov_constitutional_monarchy"	"b"	"war_advisor"
"huron"	"army"	"gov_republic"	"b"	"war_advisor"
"huron"	"faction_leader"	"gov_absolute_monarchy"	"b"	"war_chief"
"huron"	"faction_leader"	"gov_constitutional_monarchy"	"b"	"chief"
"huron"	"faction_leader"	"gov_republic"	"b"	"chief"
"huron"	"finance"	"gov_absolute_monarchy"	"b"	"trade_advisor"
"huron"	"finance"	"gov_constitutional_monarchy"	"b"	"trade_advisor"
"huron"	"finance"	"gov_republic"	"b"	"trade_advisor"
"huron"	"head_of_government"	"gov_absolute_monarchy"	"b"	"advisor_to_the_war_chief"
"huron"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"advisor_to_the_war_chief"
"huron"	"head_of_government"	"gov_republic"	"b"	"advisor_to_the_war_chief"
"huron"	"justice"	"gov_absolute_monarchy"	"b"	"army_elder"
"huron"	"justice"	"gov_constitutional_monarchy"	"b"	"army_elder"
"huron"	"justice"	"gov_republic"	"b"	"army_elder"
"huron"	"navy"	"gov_absolute_monarchy"	"b"	"canoe_advisor"
"huron"	"navy"	"gov_constitutional_monarchy"	"b"	"canoe_advisor"
"huron"	"navy"	"gov_republic"	"b"	"canoe_advisor"
"inuit"	"army"	"gov_absolute_monarchy"	"b"	"war_advisor"
"inuit"	"army"	"gov_constitutional_monarchy"	"b"	"war_advisor"
"inuit"	"army"	"gov_republic"	"b"	"war_advisor"
"inuit"	"faction_leader"	"gov_absolute_monarchy"	"b"	"army_elder"
"inuit"	"faction_leader"	"gov_constitutional_monarchy"	"b"	"army_elder"
"inuit"	"faction_leader"	"gov_republic"	"b"	"army_elder"
"inuit"	"finance"	"gov_absolute_monarchy"	"b"	"trade_advisor"
"inuit"	"finance"	"gov_constitutional_monarchy"	"b"	"trade_advisor"
"inuit"	"finance"	"gov_republic"	"b"	"trade_advisor"
"inuit"	"head_of_government"	"gov_absolute_monarchy"	"b"	"advisor_to_the_war_chief"
"inuit"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"advisor_to_the_war_chief"
"inuit"	"head_of_government"	"gov_republic"	"b"	"advisor_to_the_war_chief"
"inuit"	"justice"	"gov_absolute_monarchy"	"b"	"justice_advisor"
"inuit"	"justice"	"gov_constitutional_monarchy"	"b"	"justice_advisor"
"inuit"	"justice"	"gov_republic"	"b"	"justice_advisor"
"inuit"	"navy"	"gov_absolute_monarchy"	"b"	"canoe_advisor"
"inuit"	"navy"	"gov_constitutional_monarchy"	"b"	"canoe_advisor"
"inuit"	"navy"	"gov_republic"	"b"	"canoe_advisor"
"ireland"	"army"	"gov_absolute_monarchy"	"b"	"lord_minister_of_state"
"ireland"	"army"	"gov_constitutional_monarchy"	"b"	"minister_of_state"
"ireland"	"army"	"gov_republic"	"b"	"secretary_of_state"
"ireland"	"faction_leader"	"gov_absolute_monarchy"	"f"	"queen"
"ireland"	"faction_leader"	"gov_absolute_monarchy"	"m"	"king"
"ireland"	"faction_leader"	"gov_constitutional_monarchy"	"f"	"queen"
"ireland"	"faction_leader"	"gov_constitutional_monarchy"	"m"	"king"
"ireland"	"faction_leader"	"gov_republic"	"f"	"high_protector"
"ireland"	"faction_leader"	"gov_republic"	"m"	"lord_protector"
"ireland"	"finance"	"gov_absolute_monarchy"	"b"	"lord_chancellor"
"ireland"	"finance"	"gov_constitutional_monarchy"	"b"	"secretary_of_the_treasury"
"ireland"	"finance"	"gov_republic"	"b"	"treasury_secretary"
"ireland"	"head_of_government"	"gov_absolute_monarchy"	"b"	"first_lord"
"ireland"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"prime_minister"
"ireland"	"head_of_government"	"gov_republic"	"b"	"prime_minister"
"ireland"	"justice"	"gov_absolute_monarchy"	"b"	"lord_chief_justice"
"ireland"	"justice"	"gov_constitutional_monarchy"	"b"	"chief_justice"
"ireland"	"justice"	"gov_republic"	"b"	"attorney_general"
"ireland"	"navy"	"gov_absolute_monarchy"	"b"	"lord_high_admiral"
"ireland"	"navy"	"gov_constitutional_monarchy"	"b"	"minister_of_the_navy"
"ireland"	"navy"	"gov_republic"	"b"	"naval_secretary"
"iroquoi"	"army"	"gov_absolute_monarchy"	"b"	"war_advisor"
"iroquoi"	"army"	"gov_constitutional_monarchy"	"b"	"war_advisor"
"iroquoi"	"army"	"gov_republic"	"b"	"war_advisor"
"iroquoi"	"faction_leader"	"gov_absolute_monarchy"	"b"	"war_chief"
"iroquoi"	"faction_leader"	"gov_constitutional_monarchy"	"b"	"chief"
"iroquoi"	"faction_leader"	"gov_republic"	"b"	"chief"
"iroquoi"	"finance"	"gov_absolute_monarchy"	"b"	"trade_advisor"
"iroquoi"	"finance"	"gov_constitutional_monarchy"	"b"	"trade_advisor"
"iroquoi"	"finance"	"gov_republic"	"b"	"trade_advisor"
"iroquoi"	"head_of_government"	"gov_absolute_monarchy"	"b"	"advisor_to_the_war_chief"
"iroquoi"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"advisor_to_the_war_chief"
"iroquoi"	"head_of_government"	"gov_republic"	"b"	"advisor_to_the_war_chief"
"iroquoi"	"justice"	"gov_absolute_monarchy"	"b"	"army_elder"
"iroquoi"	"justice"	"gov_constitutional_monarchy"	"b"	"army_elder"
"iroquoi"	"justice"	"gov_republic"	"b"	"army_elder"
"iroquoi"	"navy"	"gov_absolute_monarchy"	"b"	"canoe_advisor"
"iroquoi"	"navy"	"gov_constitutional_monarchy"	"b"	"canoe_advisor"
"iroquoi"	"navy"	"gov_republic"	"b"	"canoe_advisor"
"italian_rebels"	"army"	"gov_absolute_monarchy"	"b"	"lord_minister_of_war"
"italian_rebels"	"army"	"gov_constitutional_monarchy"	"b"	"minister_of_war"
"italian_rebels"	"army"	"gov_republic"	"b"	"secretary_of_war"
"italian_rebels"	"finance"	"gov_absolute_monarchy"	"b"	"lord_treasurer"
"italian_rebels"	"finance"	"gov_constitutional_monarchy"	"b"	"treasury_minister"
"italian_rebels"	"finance"	"gov_republic"	"b"	"secretary_of_the_treasury"
"italian_rebels"	"head_of_government"	"gov_absolute_monarchy"	"b"	"lord_premier"
"italian_rebels"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"premier"
"italian_rebels"	"head_of_government"	"gov_republic"	"b"	"premier"
"italian_rebels"	"justice"	"gov_absolute_monarchy"	"b"	"lord_chief_justice"
"italian_rebels"	"justice"	"gov_constitutional_monarchy"	"b"	"chief_justice"
"italian_rebels"	"justice"	"gov_republic"	"b"	"attorney_general"
"italian_rebels"	"navy"	"gov_absolute_monarchy"	"b"	"lord_minister_of_the_admiralty"
"italian_rebels"	"navy"	"gov_constitutional_monarchy"	"b"	"minister_of_the_admiralty"
"italian_rebels"	"navy"	"gov_republic"	"b"	"secretary_of_the_admiralty"
"khanate_khiva"	"army"	"gov_absolute_monarchy"	"b"	"bakshi"
"khanate_khiva"	"army"	"gov_constitutional_monarchy"	"b"	"bakshi"
"khanate_khiva"	"army"	"gov_republic"	"b"	"bakshi"
"khanate_khiva"	"faction_leader"	"gov_absolute_monarchy"	"f"	"khanum"
"khanate_khiva"	"faction_leader"	"gov_absolute_monarchy"	"m"	"khan"
"khanate_khiva"	"faction_leader"	"gov_constitutional_monarchy"	"f"	"khanum"
"khanate_khiva"	"faction_leader"	"gov_constitutional_monarchy"	"m"	"khan"
"khanate_khiva"	"faction_leader"	"gov_republic"	"b"	"chairman"
"khanate_khiva"	"finance"	"gov_absolute_monarchy"	"b"	"wazir"
"khanate_khiva"	"finance"	"gov_constitutional_monarchy"	"b"	"wazir"
"khanate_khiva"	"finance"	"gov_republic"	"b"	"wazir"
"khanate_khiva"	"head_of_government"	"gov_absolute_monarchy"	"b"	"wakil"
"khanate_khiva"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"wakil"
"khanate_khiva"	"head_of_government"	"gov_republic"	"b"	"wakil"
"khanate_khiva"	"justice"	"gov_absolute_monarchy"	"b"	"sadr_us_sudur"
"khanate_khiva"	"justice"	"gov_constitutional_monarchy"	"b"	"sadr_us_sudur"
"khanate_khiva"	"justice"	"gov_republic"	"b"	"sadr_us_sudur"
"khanate_khiva"	"navy"	"gov_absolute_monarchy"	"b"	"mir_bahr"
"khanate_khiva"	"navy"	"gov_constitutional_monarchy"	"b"	"mir_bahr"
"khanate_khiva"	"navy"	"gov_republic"	"b"	"mir_bahr"
"knights_stjohn"	"army"	"gov_absolute_monarchy"	"b"	"military_advisor"
"knights_stjohn"	"army"	"gov_constitutional_monarchy"	"b"	"military_advisor"
"knights_stjohn"	"army"	"gov_republic"	"b"	"military_advisor"
"knights_stjohn"	"faction_leader"	"gov_absolute_monarchy"	"b"	"grand_master"
"knights_stjohn"	"faction_leader"	"gov_constitutional_monarchy"	"b"	"grand_master"
"knights_stjohn"	"faction_leader"	"gov_republic"	"b"	"grand_master"
"knights_stjohn"	"finance"	"gov_absolute_monarchy"	"b"	"trade_advisor"
"knights_stjohn"	"finance"	"gov_constitutional_monarchy"	"b"	"trade_advisor"
"knights_stjohn"	"finance"	"gov_republic"	"b"	"trade_advisor"
"knights_stjohn"	"head_of_government"	"gov_absolute_monarchy"	"b"	"master"
"knights_stjohn"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"master"
"knights_stjohn"	"head_of_government"	"gov_republic"	"b"	"master"
"knights_stjohn"	"justice"	"gov_absolute_monarchy"	"b"	"justice_advisor"
"knights_stjohn"	"justice"	"gov_constitutional_monarchy"	"b"	"justice_advisor"
"knights_stjohn"	"justice"	"gov_republic"	"b"	"justice_advisor"
"knights_stjohn"	"navy"	"gov_absolute_monarchy"	"b"	"advisor_for_the_fleet"
"knights_stjohn"	"navy"	"gov_constitutional_monarchy"	"b"	"advisor_for_the_fleet"
"knights_stjohn"	"navy"	"gov_republic"	"b"	"advisor_for_the_fleet"
"louisiana"	"faction_leader"	"gov_absolute_monarchy"	"b"	"governor"
"louisiana"	"faction_leader"	"gov_constitutional_monarchy"	"b"	"governor"
"louisiana"	"faction_leader"	"gov_republic"	"b"	"councillor"
"mamelukes"	"army"	"gov_absolute_monarchy"	"b"	"wazir_al_harb"
"mamelukes"	"army"	"gov_constitutional_monarchy"	"b"	"wazir_al_harb"
"mamelukes"	"army"	"gov_republic"	"b"	"wazir_al_harb"
"mamelukes"	"faction_leader"	"gov_constitutional_monarchy"	"f"	"sultana"
"mamelukes"	"faction_leader"	"gov_constitutional_monarchy"	"m"	"sultan"
"mamelukes"	"faction_leader"	"gov_republic"	"b"	"rektor"
"mamelukes"	"faction_leader"	"gov_absolute_monarchy"	"f"	"sultana"
"mamelukes"	"faction_leader"	"gov_absolute_monarchy"	"m"	"sultan"
"mamelukes"	"finance"	"gov_absolute_monarchy"	"b"	"wazir_al_qalam"
"mamelukes"	"finance"	"gov_constitutional_monarchy"	"b"	"wazir_al_qalam"
"mamelukes"	"finance"	"gov_republic"	"b"	"wazir_al_qalam"
"mamelukes"	"head_of_government"	"gov_absolute_monarchy"	"b"	"wazir_al_akbar"
"mamelukes"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"wazir_al_akbar"
"mamelukes"	"head_of_government"	"gov_republic"	"b"	"wazir_al_akbar"
"mamelukes"	"justice"	"gov_absolute_monarchy"	"b"	"wazir_al_amala"
"mamelukes"	"justice"	"gov_constitutional_monarchy"	"b"	"wazir_al_amala"
"mamelukes"	"justice"	"gov_republic"	"b"	"wazir_al_amala"
"mamelukes"	"navy"	"gov_absolute_monarchy"	"b"	"wazir_al_bahr"
"mamelukes"	"navy"	"gov_constitutional_monarchy"	"b"	"wazir_al_bahr"
"mamelukes"	"navy"	"gov_republic"	"b"	"wazir_al_bahr"
"maratha"	"army"	"gov_absolute_monarchy"	"b"	"senakarta"
"maratha"	"army"	"gov_constitutional_monarchy"	"b"	"senakarta"
"maratha"	"army"	"gov_republic"	"b"	"senakarta"
"maratha"	"faction_leader"	"gov_absolute_monarchy"	"f"	"chattrapata"
"maratha"	"faction_leader"	"gov_absolute_monarchy"	"m"	"chattrapati"
"maratha"	"faction_leader"	"gov_constitutional_monarchy"	"f"	"chattrapata"
"maratha"	"faction_leader"	"gov_constitutional_monarchy"	"m"	"chattrapati"
"maratha"	"faction_leader"	"gov_republic"	"b"	"president"
"maratha"	"finance"	"gov_absolute_monarchy"	"b"	"lord_treasurer"
"maratha"	"finance"	"gov_constitutional_monarchy"	"b"	"treasury_minister"
"maratha"	"finance"	"gov_republic"	"b"	"secretary_of_the_treasury"
"maratha"	"head_of_government"	"gov_absolute_monarchy"	"b"	"peshwa"
"maratha"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"peshwa"
"maratha"	"head_of_government"	"gov_republic"	"b"	"peshwa"
"maratha"	"justice"	"gov_absolute_monarchy"	"b"	"lord_chief_justice"
"maratha"	"justice"	"gov_constitutional_monarchy"	"b"	"chief_justice"
"maratha"	"justice"	"gov_republic"	"b"	"attorney_general"
"maratha"	"navy"	"gov_absolute_monarchy"	"b"	"darya_saranga"
"maratha"	"navy"	"gov_constitutional_monarchy"	"b"	"darya_saranga"
"maratha"	"navy"	"gov_republic"	"b"	"darya_saranga"
"maratha_rebels"	"army"	"gov_absolute_monarchy"	"b"	"senakarta"
"maratha_rebels"	"army"	"gov_constitutional_monarchy"	"b"	"senakarta"
"maratha_rebels"	"army"	"gov_republic"	"b"	"senakarta"
"maratha_rebels"	"finance"	"gov_absolute_monarchy"	"b"	"diwan"
"maratha_rebels"	"finance"	"gov_constitutional_monarchy"	"b"	"diwan"
"maratha_rebels"	"finance"	"gov_republic"	"b"	"diwan"
"maratha_rebels"	"head_of_government"	"gov_absolute_monarchy"	"b"	"peshwa"
"maratha_rebels"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"peshwa"
"maratha_rebels"	"head_of_government"	"gov_republic"	"b"	"peshwa"
"maratha_rebels"	"justice"	"gov_absolute_monarchy"	"b"	"sadr_us_sudur"
"maratha_rebels"	"justice"	"gov_constitutional_monarchy"	"b"	"sadr_us_sudur"
"maratha_rebels"	"justice"	"gov_republic"	"b"	"sadr_us_sudur"
"maratha_rebels"	"navy"	"gov_absolute_monarchy"	"b"	"darya_saranga"
"maratha_rebels"	"navy"	"gov_constitutional_monarchy"	"b"	"darya_saranga"
