version 3, schema battle_script_strings_tables, guid 574c10f8-ff72-4814-b0e8-58609ca54efd
Battle_Script_String_ID(string)	string(string)	unknown3(string)	unknown4(string)
"CreativeAssembly.HB_Kawagoe_Obj2"	"Objective: Inform relieving forces of the attack without being spotted"	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Kawanakajima_Battle_Lost"	"Defeat? No! A setback! There is always a chance to fight again! And the day will come when we have victory!"	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Kawanakajima_Battle_Won"	"Finally! Complete victory! What we craved is ours! The Takeda will think twice about entering Shinano!"	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Kawanakajima_Extra_1"	"My lord, look! Takeda troops are at the river crossing on our flank!"	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Kawanakajima_Intro_1"	"For eight years and three battles Uesugi Kenshin struggled against Takeda Shingen. They met for the fourth time on the Hachimanbara plain in Kawanakajima."	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Kawanakajima_Intro_2"	"Reliable spies had informed Uesugi Kenshin of movement within the Takeda castle during the night before the battle."	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Kawanakajima_Intro_3"	"Takeda Shingen split his army in two, believing this to be a secret. He would lead one-third of his men down onto the plain during the night."	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Kawanakajima_Intro_4"	"The remainder, under the command of his leading general, were to climb Mount Saijosan, where the Uesugi were camped, to catch them unawares and drive them down onto the plain and onto the waiting spears of Takeda's men."	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Kawanakajima_Intro_5"	"Lord Uesugi, as always, proved to be Takeda Shingen's equal. During the night he silently marched onto the plain. He now had the advantage as he moved against the unsuspecting Takeda army."	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Kawanakajima_Intro_6"	"With Takeda Shingen's army divided and superior Uesugi numbers on the plain, victory for Uesugi Kenshin was now a clear possibility."	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Kawanakajima_Obj1"	"Objective: Defeat the Takeda army"	"not applicable"	"placeholder"
"CreativeAssembly.HB_Kizugawaguchi_Battle_Lost"	"My Lord! The battle is lost! I fear the temple of Ishiyama Hongan-ji will fall without supplies!"	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Kizugawaguchi_Battle_Won"	"Despite the impressive strength of the enemy we have achieved a glorious victory!"	"naval_advisor"	"placeholder"
"CreativeAssembly.HB_Kizugawaguchi_Intro_1"	"This is the Kizu River in 1578. Two years after losing an earlier battle, Admiral Kuki Yoshitaka of the Oda clan, has returned. His task is to break the supply lines to Ishiyama Hongan-ji, the cathedral-fortress under siege by Oda Nobunaga, his daimyo."	"naval_advisor"	"placeholder"
"CreativeAssembly.HB_Kizugawaguchi_Intro_2"	"Yoshitaka has come with six huge O Ataka Bune warships. Among the crew are many seasoned matchlock ashigaru, survivors of the bloody battle here two years ago."	"naval_advisor"	"placeholder"
"CreativeAssembly.HB_Kizugawaguchi_Intro_3"	"The defending fleet, led by Murakami Takayoshi, a Mori admiral, is more used to fighting with conventional ships."	"naval_advisor"	"placeholder"
"CreativeAssembly.HB_Kizugawaguchi_Intro_4"	"Although weaker, these ships are faster and more agile than the Oda vessels. They are the only hope for a Mori victory against the superior Oda force."	"naval_advisor"	"placeholder"
"CreativeAssembly.HB_Kizugawaguchi_Intro_5"	"The Oda fleet's overwhelming  strength looks almost certain to defeat the Mori! Almost…"	"naval_advisor"	"placeholder"
"CreativeAssembly.HB_Kizugawaguchi_Obj1"	"Objective: Defeat the Oda fleet"	"naval_advisor"	"placeholder"
"CreativeAssembly.HB_Nagashima_Battle_Lost"	"We are lost! Defeat embraces us! The fortress has burned, and the sect with it!"	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Nagashima_Battle_Won"	"The dog Nobunaga and his Oda army have been put to flight! The fortress is burned, but we are still masters of this land!"	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Nagashima_Extra_01"	"My Lord! The fortifications are ablaze, and the fire is spreading! This is the moment to break this siege!"	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Nagashima_Extra_02"	"The cannon! Turn the cannon on our own towers to stop the fire spreading!"	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Nagashima_Extra_03"	"Sir! This cursed inferno is beginning to catch our men! Let them sally forth, and make that dog Nobunaga pay in blood!"	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Nagashima_Extra_04"	"My Lord! Your men are dying in the flames! We must escape before we all burn to death!"	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Nagashima_Extra_05"	"Some of your men have become encircled by fire! Their escape is barred, they are lost!"	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Nagashima_Intro_01"	"It is 1574, and Oda Nobunaga is laying siege to the Ikko-Ikki fortress at Nagashima."	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Nagashima_Intro_02"	"This is his third attempt to reduce the island citadel."	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Nagashima_Intro_03"	"Sited in a river delta on the border of Ise and Owari provinces, the fortress has been a thorn in Nobunaga's side for years."	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Nagashima_Intro_04"	"Stung by his previous failures to capture the stronghold, the warlord has now brought all his forces to bear against the Ikko-Ikki."	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Nagashima_Intro_05"	"Nagashima is completely surrounded. There is no escape, by either land or sea."	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Nagashima_Intro_06"	"Nobunaga's plan does not anticipate surrender. Nor does he anticipate survivors."	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Nagashima_Intro_07"	"The Oda have set fire to the fortress from the outside. In the strong winds, the fire should take hold quickly."	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Nagashima_Intro_08"	"The Ikko-Ikki must fight their way out of the castle before they burn to death inside!"	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Nagashima_Obj1"	"Objective: Escape from Nagashima Castle"	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Nagashima_Obj2"	"Objective: Defeat the Oda army"	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Nagashino_Battle_Lost"	"My Lord, our army is in flight! Nagashino Castle will surely fall! We are defeated!"	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Nagashino_Battle_Won"	"The Takeda have been swept from the field, and are fleeing to the mountains! The siege is broken! A glorious victory!"	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Nagashino_Extra_01"	"The Takeda are advancing, soon their horses will be upon us. We must defend the palisades!"	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Nagashino_Extra_02"	"The relief forces are in position Daimyo! Combine them with your main army and relieve the siege of Nagashino!"	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Nagashino_Extra_03"	"The Takeda are storming the castle! Now is the time to aid the garrison!"	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Nagashino_Extra_04"	"The castle garrison will surely fall soon! Hurry, and break the siege!"	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Nagashino_Extra_05"	"The castle is lost my lord! Shame and dishonour are the price we must pay for our failure here!"	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Nagashino_Intro_01"	"It is June, 1575, and Nagashino Castle in Mikawa province is under attack."	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Nagashino_Intro_02"	"After an incursion deep into Tokugawa territory failed, Takeda Katsuyori led his army back into the mountains and now besieges the fortress at Nagashino."	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Nagashino_Intro_03"	"He can count among his forces the fearsome Takeda cavalry, known to be the finest in Japan."	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Nagashino_Intro_04"	"The young Takeda warlord is keen to be successful in his attack on Nagashino after the failure of his raid so far."	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Nagashino_Intro_05"	"However, word has now reached Tokugawa Ieyasu that his castle is under attack. The Tokugawa are not without powerful friends."	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Nagashino_Intro_06"	"Oda Nobunaga, the foremost warlord in central Japan, has brought his army to relieve the siege."	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Nagashino_Intro_07"	"Among his army are his many matchlock gunners. Nobunaga means to deploy these gunners behind wooden palisades alongside regular infantry, all to protect them from the Takeda cavalry."	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Nagashino_Intro_08"	"However, Nobunaga knows that his defensive position is unlikely to save the Nagashino garrison."	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Nagashino_Intro_09"	"He has sent a flanking army into the hills to the south. Once the Takeda are defeated at the palisades, the flanking force will be able to relieve the castle."	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Nagashino_Intro_10"	"The Oda therefore have two battles to win: they must repel the Takeda cavalry at their defensive line, and also relieve Nagashino Castle before it falls."	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Nagashino_Intro_11"	"He has positioned his army along the banks of a fordable stream. Crossing the stream will slow the Takeda cavalry's momentum as they come into firing range."	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Nagashino_Obj1"	"Objective: The flanking force is in position! Use them and your main army to stop the Takeda from capturing Nagashino Castle!"	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Nagashino_Obj2"	"Objective: Defeat the main Takeda army"	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Okehazama_Battle_Lost"	"Defeated? Yes! But surrender? Never!"	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Okehazama_Battle_Won"	"This victory will long be remembered as the moment when all Japan learned of our worth!"	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Okehazama_Extra_1"	"Our camp is being attacked! To arms! Alert everyone!"	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Okehazama_Extra_2"	"To arms, all! To arms!"	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Okehazama_Extra_3"	"Nobunaga attacks! Protect Lord Yoshimoto."	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Okehazama_Extra_4"	"The gorge is surrounded by Nobunaga’s army! Alert the camp."	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Okehazama_Extra_5"	"My Lord, beware! The enemy has seen us and is going to the camp for help!"	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Okehazama_Extra_6"	"My Lord, beware! The enemy has found the bodies of their warriors and are going back to their camp for help!"	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Okehazama_Extra_7"	"What’s going on? What’s the racket? QUIET!"	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Okehazama_Intro_1"	"Imagawa Yoshimoto arrived at Okehazama with greater forces than Oda Nobunaga."	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Okehazama_Intro_2"	"The Imagawa arrived in such numbers that several of Lord Nobunaga’s advisors pleaded with him to surrender, an option he refused to consider."	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Okehazama_Intro_3"	"Yoshimoto was so confident of victory that he allowed his men to celebrate before the battle."	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Okehazama_Intro_4"	"Lord Nobunaga led his men to the gorge with the Imagawa camp, but he ordered a small force to stay behind in the Oda camp. They were to put up many flags, to mislead Yoshimoto."	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Okehazama_Intro_5"	"As Nobunaga watched the Imagawa, good fortune came to his aid: a rain storm began."	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Okehazama_Intro_6"	"The storm, and the Imagawa revelries, set the stage for a decisive attack that would go down in Japanese history as a pivotal moment."	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Okehazama_Obj1"	"Objective: Kill all the camp patrols"	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Okehazama_Obj1_1"	"The plan is to move the army around to the north of the camp and then attack from there."	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Okehazama_Obj1_2"	"First, however, we must clear Yoshimoto’s patrols in the forest."	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Okehazama_Obj1_3"	"For surprise and speed, we shall use only the cavalry."	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Okehazama_Obj1_4"	"When the patrols are gone we will attack the camp!  Our target is Yoshimoto’s tent!"	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Okehazama_Obj1_5"	"We can – we must – reach the tent and kill Yoshimoto before the Imagawa realise what is happening!"	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Okehazama_Obj2"	"Objective: Reach Yoshimoto’s tent and kill him"	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Okehazama_Obj2_1"	"Now that the patrols are gone, attack the camp."	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Okehazama_Obj2_2"	"Remember our target is Yoshimoto! Take his head!"	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Sekigahara_Battle_Lost"	"What chance was there with traitors at our side? Shimazu, Mori, Hideaki: Curse their names! Now the Tokugawa cannot be stopped!"	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Sekigahara_Battle_Won"	"Despite betrayal, we have crushed Ieyasu once and for all. The Toyotomi clan and name will live on."	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Sekigahara_Extra_1"	"My Lord, the Shimazu will not commit to battle. Apparently, a messenger has offended their honour by not dismounting when delivering a message."	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Sekigahara_Extra_2"	"My Lord! We are betrayed! Lord Hideaki has joined forces with the Tokugawa and is now charging down the mountain towards us!"	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Sekigahara_Extra_3"	"Your messenger insults me! He should dismount before speaking!"	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Sekigahara_Extra_4"	"In this battle each unit must look to its affairs and fight its own battle with all its might. There is no time to be concerned with the others in front, behind, or on either flank."	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Sekigahara_Intro_1"	"Lord Mitsunari arrived at Sekigahara before Lord Ieyasu and camped on Mount Sasao."	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Sekigahara_Intro_2"	"During the night, Ieyasu's men made the difficult journey around Mount Nangu and entered Sekigahara, all the while hidden by a heavy mist."	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Sekigahara_Intro_3"	"Such was the mist that leading units on both sides accidentally, and briefly clashed."	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Sekigahara_Intro_4"	"As the mist burned away I could see Lord Ieyasu’s command post set up at the foot of Mount Nangu. His men took their positions on the battlefield."	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Sekigahara_Intro_5"	"Lord Mitsunari's ally, Lord Hiroie, awaits on the far side of Mount Nangu with his vast army. His family has been slighted by Lord Mitsunari, so his participation in battle is not a certainty."	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Sekigahara_Intro_6"	"The young lord Hideaki has taken an excellent position on Mount Matsuo. However there are rumours of a plot by Hideaki to betray Lord Mitsunari."	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Sekigahara_Intro_7"	"I, Otani Yoshitsugu, have placed my troops in front of Lord Hideaki's force. I am concerned that other betrayals and insults will bear fruit: will Lord Shimazu fight, after the insults he endured from Lord Mitsunari? Only time will tell!"	"battle_advisor"	"placeholder"
"CreativeAssembly.HB_Sekigahara_Obj1"	"Objective: Defeat the Tokugawa army"	"battle_advisor"	"placeholder"
"CreativeAssembly.SHO_E3_Battle_Narration"	"This is the E3 Battle"	"not applicable"	"placeholder"
