version 1, schema campaign_ai_personality_junctions_tables
Campaign_Personality_IDRef(string)	Personality(string)	Magnitude(float)
"default"	"SUPPORT_OBTAINING_LOCAL_MOBILES_CHARACTER_ONLY_DISTANCE_DIVIDING_SKILL_WEIGHT"	0.5
"default"	"SUPPORT_OBTAINING_LOCAL_MOBILES_PROPORTION_OF_RELEVANT_LOCAL_AGENTS_TO_AQUIRE_CEILINGED"	100
"default"	"SUPPORT_OBTAINING_LOCAL_MOBILES_PROPORTIONAL_TOTAL_VALUE_OF_OBTAINING_RELEVANT_AGENTS"	50
"default"	"SURRENDER_FORT_BIAS"	100
"default"	"SURRENDER_FORT_RETREAT_AND_REGROUP_BIAS"	100
"default"	"SURRENDER_SETTLEMENT_BIAS"	100
"default"	"SURRENDER_SETTLEMENT_RETREAT_AND_REGROUP_BIAS"	100
"default"	"SURRENDER_SETTLEMENT_UNDERPOWERED_REGIONS_BIAS"	100
"default"	"SURRENDER_SLOT_BIAS"	100
"default"	"SURRENDER_SLOT_RETREAT_AND_REGROUP_BIAS"	100
"default"	"TIMEOUT_FOR_FAILED_MOBILE_TARGETS_IN_ROUNDS_NAVY_ATTACK_BEHAVIOUR"	1
"default"	"TIMEOUT_FOR_FAILED_MOBILE_TARGETS_IN_ROUNDS_NAVY_DISTRIBUTION"	1
"default"	"TIMEOUT_FOR_FAILED_MOBILE_TARGETS_IN_ROUNDS_NAVY_RECRUITMENT"	1
"default"	"TIMEOUT_FOR_FAILED_MOBILE_TARGETS_IN_ROUNDS_NAVY_REPAIR"	1
"default"	"TIMEOUT_FOR_FAILED_MOBILE_TARGETS_IN_ROUNDS_PORT_BLOCKADE_BEHAVIOUR"	1
"default"	"TIMEOUT_FOR_FAILED_MOBILE_TARGETS_IN_ROUNDS_REGION_COAST_DEFENCE"	1
"default"	"TIMEOUT_FOR_FAILED_MOBILE_TARGETS_IN_ROUNDS_REGION_DEFENCE"	1
"default"	"TIMEOUT_FOR_FAILED_MOBILE_TARGETS_IN_ROUNDS_RESEARCH_TECHNOLOGY"	1
"default"	"TIMEOUT_FOR_FAILED_MOBILE_TARGETS_IN_ROUNDS_TEST"	1
"default"	"TIMEOUT_FOR_FAILED_MOBILE_TARGETS_IN_ROUNDS_TRADE_ROUTE_DEFENCE"	1
"default"	"TIMEOUT_FOR_FAILED_MOBILE_TARGETS_IN_ROUNDS_TRADE_ROUTE_RAIDING_BEHAVIOUR"	1
"default"	"UPPER_CLASS_MINIMUM_ACCEPTABLE_HAPPINESS"	2
"default"	"VALUE_ANALYSIS_TIME_HORIZON"	5
"default"	"WAPM_ASSIST_PROPORTION_OF_TARGET_PRIORITY_TO_ASSIGN_TO_PATH_ONCE_TARGET_ACTIVE"	80
"default"	"WAPM_CORRIDOR_AGENT_BORDER_CROSSING_MISSION_RELATIVE_IMPORTANCE_OF_DISTANCE"	20
"default"	"WAPM_CORRIDOR_AGENT_BORDER_CROSSING_MISSION_RELATIVE_IMPORTANCE_OF_PATHS"	80
"default"	"WAPM_CORRIDOR_SIZE_IN_UNITS_ABOVE_WHICH_ARMY_SPLITS_ARE_ALLOWED"	12
"default"	"WAPM_TARGET_REGION_PROPORTION_OF_PATH_PRIORITY_THAT_IS_CONSTANT"	50
"default"	"WAPM_WAR_PROPORTION_OF_TARGET_PRIORITY_TO_ASSIGN_TO_PATH_ONCE_TARGET_ACTIVE"	80
"default"	"WAR_AND_PEACE_MANAGER_PROPORTION_OF_REQUIRED_FORCES_TO_START_ASSISTANCE"	30
"default"	"WAR_AND_PEACE_MANAGER_PROPORTION_OF_REQUIRED_FORCES_TO_START_WAR"	100
"default"	"WEALTH_GROWTH_MINIMUM_ACCEPTABLE_AS_PROPORTION_OF_GDP"	5
"episode_2_britain"	"PERSONALITY_SHOULD_ATTEMPT_TO_CAPTURE_REGION_DURING_RAID"	0
"episode_2_britain"	"WAPM_CORRIDOR_SIZE_IN_UNITS_ABOVE_WHICH_ARMY_SPLITS_ARE_ALLOWED"	20
"episode_2_france"	"MINIMUM_ABSOLUTE_STRENGTH_MULTIPLE_ARMIES"	150
"episode_2_france"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_MOBILE"	0.7
"episode_2_france"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_MOBILE_OWNED_BY_ENEMY"	0.1
"episode_2_france"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_MOBILE_OWNED_BY_FRIEND"	0.1
"episode_2_france"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_MOBILE_OWNED_BY_NEUTRAL"	0.1
"episode_2_france"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_MOBILE_OWNED_BY_SELF"	0.7
"episode_2_france"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_PORT"	0.1
"episode_2_france"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_PORT_OWNED_BY_ENEMY"	0.1
"episode_2_france"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_PORT_OWNED_BY_FRIEND"	0.1
"episode_2_france"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_PORT_OWNED_BY_NEUTRAL"	0.1
"episode_2_france"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_PORT_OWNED_BY_SELF"	0.7
"episode_2_france"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_REGION"	0.1
"episode_2_france"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_REGION_OWNED_BY_ENEMY"	0.1
"episode_2_france"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_REGION_OWNED_BY_FRIEND"	0.1
"episode_2_france"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_REGION_OWNED_BY_NEUTRAL"	0.1
"episode_2_france"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_REGION_OWNED_BY_SELF"	0.7
"episode_2_france"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_TRADE_ROUTE"	0.1
"episode_2_france"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_TRADE_ROUTE_OWNED_BY_ENEMY"	0.1
"episode_2_france"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_TRADE_ROUTE_OWNED_BY_FRIEND"	0.1
"episode_2_france"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_TRADE_ROUTE_OWNED_BY_NEUTRAL"	0.1
"episode_2_france"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_TRADE_ROUTE_OWNED_BY_SELF"	0.7
"episode_2_france"	"PERSONALITY_SHOULD_ATTEMPT_TO_CAPTURE_REGION_DURING_RAID"	0
"episode_2_france"	"WAPM_CORRIDOR_SIZE_IN_UNITS_ABOVE_WHICH_ARMY_SPLITS_ARE_ALLOWED"	20
"episode_2_huron"	"PERSONALITY_SHOULD_ATTEMPT_TO_CAPTURE_REGION_DURING_RAID"	0
"episode_2_huron"	"WAPM_CORRIDOR_SIZE_IN_UNITS_ABOVE_WHICH_ARMY_SPLITS_ARE_ALLOWED"	20
"episode_2_iroquois"	"BAWP_WEIGHTING_ARE_ALLIES_ALREADY"	0
"episode_2_iroquois"	"BAWP_WEIGHTING_DIPLOMATIC_RELATIONS"	40
"episode_2_iroquois"	"PERSONALITY_SHOULD_ATTEMPT_TO_CAPTURE_REGION_DURING_RAID"	0
"episode_2_iroquois"	"WAPM_CORRIDOR_SIZE_IN_UNITS_ABOVE_WHICH_ARMY_SPLITS_ARE_ALLOWED"	20
"episode_3_britain"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_MOBILE"	0.1
"episode_3_britain"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_MOBILE_OWNED_BY_ENEMY"	0.1
"episode_3_britain"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_MOBILE_OWNED_BY_FRIEND"	0.1
"episode_3_britain"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_MOBILE_OWNED_BY_NEUTRAL"	0.1
"episode_3_britain"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_MOBILE_OWNED_BY_SELF"	0.7
"episode_3_britain"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_PORT"	0.3
"episode_3_britain"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_PORT_OWNED_BY_ENEMY"	0.1
"episode_3_britain"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_PORT_OWNED_BY_FRIEND"	0.1
"episode_3_britain"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_PORT_OWNED_BY_NEUTRAL"	0.1
"episode_3_britain"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_PORT_OWNED_BY_SELF"	0.7
"episode_3_britain"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_REGION"	0.3
"episode_3_britain"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_REGION_OWNED_BY_ENEMY"	0.1
"episode_3_britain"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_REGION_OWNED_BY_FRIEND"	0.1
"episode_3_britain"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_REGION_OWNED_BY_NEUTRAL"	0.1
"episode_3_britain"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_REGION_OWNED_BY_SELF"	0.7
"episode_3_britain"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_TRADE_ROUTE"	0.3
"episode_3_britain"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_TRADE_ROUTE_OWNED_BY_ENEMY"	0.1
"episode_3_britain"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_TRADE_ROUTE_OWNED_BY_FRIEND"	0.1
"episode_3_britain"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_TRADE_ROUTE_OWNED_BY_NEUTRAL"	0.1
"episode_3_britain"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_TRADE_ROUTE_OWNED_BY_SELF"	0.7
"episode_3_dutch"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_MOBILE"	0.1
"episode_3_dutch"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_MOBILE_OWNED_BY_ENEMY"	0.1
"episode_3_dutch"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_MOBILE_OWNED_BY_FRIEND"	0.1
"episode_3_dutch"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_MOBILE_OWNED_BY_NEUTRAL"	0.1
"episode_3_dutch"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_MOBILE_OWNED_BY_SELF"	0.7
"episode_3_dutch"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_PORT"	0.3
"episode_3_dutch"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_PORT_OWNED_BY_ENEMY"	0.1
"episode_3_dutch"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_PORT_OWNED_BY_FRIEND"	0.1
"episode_3_dutch"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_PORT_OWNED_BY_NEUTRAL"	0.1
"episode_3_dutch"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_PORT_OWNED_BY_SELF"	0.7
"episode_3_dutch"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_REGION"	0.3
"episode_3_dutch"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_REGION_OWNED_BY_ENEMY"	0.1
"episode_3_dutch"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_REGION_OWNED_BY_FRIEND"	0.1
"episode_3_dutch"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_REGION_OWNED_BY_NEUTRAL"	0.1
"episode_3_dutch"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_REGION_OWNED_BY_SELF"	0.7
"episode_3_dutch"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_TRADE_ROUTE"	0.3
"episode_3_dutch"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_TRADE_ROUTE_OWNED_BY_ENEMY"	0.1
"episode_3_dutch"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_TRADE_ROUTE_OWNED_BY_FRIEND"	0.1
"episode_3_dutch"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_TRADE_ROUTE_OWNED_BY_NEUTRAL"	0.1
"episode_3_dutch"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_TRADE_ROUTE_OWNED_BY_SELF"	0.7
"episode_3_france"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_MOBILE"	0.3
"episode_3_france"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_MOBILE_OWNED_BY_ENEMY"	0.1
"episode_3_france"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_MOBILE_OWNED_BY_FRIEND"	0.7
"episode_3_france"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_MOBILE_OWNED_BY_NEUTRAL"	0.1
"episode_3_france"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_MOBILE_OWNED_BY_SELF"	0.1
"episode_3_france"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_PORT"	0.3
"episode_3_france"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_PORT_OWNED_BY_ENEMY"	0.1
"episode_3_france"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_PORT_OWNED_BY_FRIEND"	0.7
"episode_3_france"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_PORT_OWNED_BY_NEUTRAL"	0.1
"episode_3_france"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_PORT_OWNED_BY_SELF"	0.1
"episode_3_france"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_REGION"	0.3
"episode_3_france"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_REGION_OWNED_BY_ENEMY"	0.1
"episode_3_france"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_REGION_OWNED_BY_FRIEND"	0.7
"episode_3_france"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_REGION_OWNED_BY_NEUTRAL"	0.1
"episode_3_france"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_REGION_OWNED_BY_SELF"	0.1
"episode_3_france"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_TRADE_ROUTE"	0.1
"episode_3_france"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_TRADE_ROUTE_OWNED_BY_ENEMY"	0.1
"episode_3_france"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_TRADE_ROUTE_OWNED_BY_FRIEND"	0.7
"episode_3_france"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_TRADE_ROUTE_OWNED_BY_NEUTRAL"	0.1
"episode_3_france"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_TRADE_ROUTE_OWNED_BY_SELF"	0.1
"episode_3_spain"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_MOBILE"	0.1
"episode_3_spain"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_MOBILE_OWNED_BY_ENEMY"	0.1
"episode_3_spain"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_MOBILE_OWNED_BY_FRIEND"	0.1
"episode_3_spain"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_MOBILE_OWNED_BY_NEUTRAL"	0.1
"episode_3_spain"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_MOBILE_OWNED_BY_SELF"	0.7
"episode_3_spain"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_PORT"	0.3
"episode_3_spain"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_PORT_OWNED_BY_ENEMY"	0.1
"episode_3_spain"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_PORT_OWNED_BY_FRIEND"	0.1
"episode_3_spain"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_PORT_OWNED_BY_NEUTRAL"	0.1
"episode_3_spain"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_PORT_OWNED_BY_SELF"	0.7
"episode_3_spain"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_REGION"	0.3
"episode_3_spain"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_REGION_OWNED_BY_ENEMY"	0.1
"episode_3_spain"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_REGION_OWNED_BY_FRIEND"	0.1
"episode_3_spain"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_REGION_OWNED_BY_NEUTRAL"	0.1
"episode_3_spain"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_REGION_OWNED_BY_SELF"	0.7
"episode_3_spain"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_TRADE_ROUTE"	0.3
"episode_3_spain"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_TRADE_ROUTE_OWNED_BY_ENEMY"	0.1
"episode_3_spain"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_TRADE_ROUTE_OWNED_BY_FRIEND"	0.1
"episode_3_spain"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_TRADE_ROUTE_OWNED_BY_NEUTRAL"	0.1
"episode_3_spain"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_TRADE_ROUTE_OWNED_BY_SELF"	0.7
"industrialist"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_AGRICULTURE"	10
"industrialist"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_ARMY"	25
"industrialist"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_ENLIGHTENMENT"	10
"industrialist"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_METAL_INDUSTRY"	15
"industrialist"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_NAVY"	10
"industrialist"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_ORDNANCE"	15
"industrialist"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_TEXTILE_INDUSTRY"	15
"maritime_progressive"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_AGRICULTURE"	10
"maritime_progressive"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_ARMY"	20
"maritime_progressive"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_ENLIGHTENMENT"	15
"maritime_progressive"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_METAL_INDUSTRY"	10
"maritime_progressive"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_NAVY"	30
"maritime_progressive"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_ORDNANCE"	10
"maritime_progressive"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_TEXTILE_INDUSTRY"	5
"maritime_repressive"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_AGRICULTURE"	10
"maritime_repressive"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_ARMY"	20
"maritime_repressive"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_ENLIGHTENMENT"	5
"maritime_repressive"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_METAL_INDUSTRY"	10
"maritime_repressive"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_NAVY"	25
"maritime_repressive"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_ORDNANCE"	15
"maritime_repressive"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_TEXTILE_INDUSTRY"	15
"mixed_progressive"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_AGRICULTURE"	15
"mixed_progressive"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_ARMY"	20
"mixed_progressive"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_ENLIGHTENMENT"	15
"mixed_progressive"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_METAL_INDUSTRY"	15
"mixed_progressive"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_NAVY"	10
"mixed_progressive"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_ORDNANCE"	15
"mixed_progressive"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_TEXTILE_INDUSTRY"	10
"mixed_repressive"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_AGRICULTURE"	15
"mixed_repressive"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_ARMY"	20
"mixed_repressive"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_ENLIGHTENMENT"	15
"mixed_repressive"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_METAL_INDUSTRY"	15
"mixed_repressive"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_NAVY"	10
"mixed_repressive"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_ORDNANCE"	10
"mixed_repressive"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_TEXTILE_INDUSTRY"	15
"new_age"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_AGRICULTURE"	20
"new_age"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_ARMY"	25
"new_age"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_ENLIGHTENMENT"	5
"new_age"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_METAL_INDUSTRY"	10
"new_age"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_NAVY"	10
"new_age"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_ORDNANCE"	15
"new_age"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_TEXTILE_INDUSTRY"	15
"non_euro"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_AGRICULTURE"	25
"non_euro"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_ARMY"	25
"non_euro"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_ENLIGHTENMENT"	5
"non_euro"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_METAL_INDUSTRY"	10
"non_euro"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_NAVY"	10
"non_euro"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_ORDNANCE"	10
"non_euro"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_TEXTILE_INDUSTRY"	15
"pirates"	"BASIC_INCOME_PROPORTIONAL_SAVINGS_PER_TURN"	1
"pirates"	"BASIC_SPENDING_BIAS_CONSTRUCTION"	0.1
"pirates"	"BASIC_SPENDING_BIAS_CONSTRUCTION_SAVE_MONEY_ON_FAIL"	0
"pirates"	"BASIC_SPENDING_BIAS_DIPLOMATIC"	0
"pirates"	"BASIC_SPENDING_BIAS_DIPLOMATIC_SAVE_MONEY_ON_FAIL"	0
"pirates"	"BASIC_SPENDING_BIAS_RECRUITMENT_ARMY"	0.1
"pirates"	"BASIC_SPENDING_BIAS_RECRUITMENT_ARMY_SAVE_MONEY_ON_FAIL"	0
"pirates"	"BASIC_SPENDING_BIAS_RECRUITMENT_NAVY"	0.8
"pirates"	"BASIC_SPENDING_BIAS_RECRUITMENT_NAVY_SAVE_MONEY_ON_FAIL"	0
"pirates"	"NAVAL_UNIT_LIMIT"	4
"pirates"	"NAVAL_UNIT_LIMIT_OVERWRITE_ALLOWED"	0
"pirates"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_MOBILE"	0.1
"pirates"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_MOBILE_OWNED_BY_ENEMY"	1
"pirates"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_MOBILE_OWNED_BY_FRIEND"	0
"pirates"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_MOBILE_OWNED_BY_NEUTRAL"	0
"pirates"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_MOBILE_OWNED_BY_SELF"	0
"pirates"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_PORT"	0.1
"pirates"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_PORT_OWNED_BY_ENEMY"	1
"pirates"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_PORT_OWNED_BY_FRIEND"	0
"pirates"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_PORT_OWNED_BY_NEUTRAL"	0
"pirates"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_PORT_OWNED_BY_SELF"	0
"pirates"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_REGION"	0.1
"pirates"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_REGION_OWNED_BY_ENEMY"	1
"pirates"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_REGION_OWNED_BY_FRIEND"	0
"pirates"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_REGION_OWNED_BY_NEUTRAL"	0
"pirates"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_REGION_OWNED_BY_SELF"	0
"pirates"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_TRADE_ROUTE"	0.7
"pirates"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_TRADE_ROUTE_OWNED_BY_ENEMY"	1
"pirates"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_TRADE_ROUTE_OWNED_BY_FRIEND"	0
"pirates"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_TRADE_ROUTE_OWNED_BY_NEUTRAL"	0
"pirates"	"NAVY_LOCAL_DISTRIBUTION_IMPORTANCE_PCT_TRADE_ROUTE_OWNED_BY_SELF"	0
"pirates"	"NAVY_REGION_COAST_DEFENCE_PRIORITY_GENERAL"	3
"pirates"	"NAVY_REGION_COAST_DEFENCE_PRIORITY_NEIGHBOURS"	2
"pirates"	"NAVY_REGION_COAST_DEFENCE_PRIORITY_PORT"	1
"pirates"	"NAVY_TRANSPORT_MAX_PERCENTAGE"	90
"pirates"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_AGRICULTURE"	20
"pirates"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_ARMY"	15
"pirates"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_ENLIGHTENMENT"	5
"pirates"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_METAL_INDUSTRY"	10
"pirates"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_NAVY"	35
"pirates"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_ORDNANCE"	10
"pirates"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_TEXTILE_INDUSTRY"	5
"trader"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_AGRICULTURE"	10
"trader"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_ARMY"	20
