version 1, schema advice_levels_tables
Key(string)	Thread_Name(string)	advice_thread_level(int)	points_needed(int)	game_area(string)	category(string)	sub_category(string)	max_repeat_count(int)	repeat_interval(int)	pause_battle(boolean)	priority_level(int)	high_verbosity_only(boolean)	locatable(boolean)	parameter(string)	on_display_script(optstring)	suppressible(boolean)	unknown15(boolean)	unknown16(boolean)	audio_clip(string)
"-1486261009"	"5253_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1471376967"	"1021_Campaign_Advice_UI_Automanagement_Thread"	1	3	"Campaign"	"UI"	"Buttons"	1	0	false	1	true	false	"none"	""	false	false	false	"n"
"-1470675224"	"1036_Campaign_Advice_UI_Review_Panel_Thread"	1	1	"Campaign"	"UI"	"Panels"	1	0	false	1	true	false	"none"	""	false	false	false	"n"
"-1469473208"	"1067_Campaign_Advice_Character_Selected_Thread"	4	12	"Campaign"	"Characters"	"Agents"	1	0	false	2	false	false	"none"	""	false	false	false	"n"
"-1469467370"	"3234_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1467536160"	"5145_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1467085177"	"0062_Battle_Advice_Study_Their_Lines_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	3	true	false	"none"	""	false	false	false	"n"
"-1463450967"	"1068_Campaign_Advice_Character_Selected_Thread"	2	3	"Campaign"	"Characters"	"Agents"	1	0	false	2	false	false	"none"	""	false	false	false	"n"
"-1461930512"	"1150_Campaign_Advice_Port_Blockaded_Thread"	1	1	"Campaign"	"Features"	"Blockades"	1	0	false	1	false	true	"port"	""	false	false	false	"n"
"-1459886398"	"0181_Battle_Advice_Outgunned_Avoidance_Thread"	1	1	"Naval Battle"	"Units"	"Tactics"	1	0	false	1	false	false	"none"	""	false	false	false	"n"
"-1459386804"	"5030_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1459361001"	"3159_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1454592058"	"3166_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1452919229"	"3110_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1445243350"	"5200_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1442955838"	"0216_Battle_Advice_Unit_Morale_Thread"	1	1	"Battle"	"Units"	"Morale"	1	0	false	1	true	false	"none"	""	false	false	false	"n"
"-1437483841"	"5173_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1437315167"	"4013_Campaign_Advice_AI_Research_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"
"-1429444682"	"4006_Campaign_Advice_AI_Research_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"
"-1420339624"	"0136_Battle_Advice_Plug_Bayonets_Thread"	1	1	"Battle"	"Units"	"Tech"	1	0	false	2	false	false	"none"	""	false	false	false	"n"
"-1419371366"	"0009_Battle_Advice_Fatigue_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	2	false	false	"none"	""	false	false	false	"n"
"-1416511220"	"1088_Campaign_Advice_New_Township_Emerges_Thread"	1	1	"Campaign"	"Slots"	"Towns"	0	5	false	1	false	true	"region"	""	false	false	false	"n"
"-1413003536"	"5042_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1404252623"	"3104_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1396032595"	"0711_ep_1_recruit_unit_2"	1	1	"Campaign"	"Episodic"	"1"	5	1	false	0	false	false	"none"	""	false	false	false	"n"
"-1395907252"	"1138_Campaign_Advice_Warning_Population_Thread"	1	1	"Campaign"	"Warnings"	"Population"	0	3	false	1	false	true	"region"	""	false	false	false	"n"
"-1394403499"	"1104_Campaign_Advice_Undeveloped_Port_Thread"	1	5	"Campaign"	"Warnings"	"Construction"	0	5	false	1	true	true	"port"	""	false	false	false	"n"
"-1393935809"	"1043_Campaign_Advice_UI_Incoming_Message_Thread"	1	1	"Campaign"	"UI"	"Messages"	1	0	false	1	true	false	"none"	""	false	false	false	"n"
"-1393667973"	"5057_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1391273521"	"5099_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1385610669"	"4092_Campaign_Advice_AI_Research_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"
"-1381776408"	"1188_Campaign_Advice_Camera_Controls_Thread"	1	1	"Campaign"	"UI"	"Camera"	1	0	false	1	true	false	"none"	""	false	false	false	"n"
"-1366177753"	"3227_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1360832071"	"0814_bat_tut_fire_at_will2"	1	1	"Battle"	"Tutorial"	"1"	1	1	false	1	false	false	"none"	""	false	false	false	"n"
"-1358458414"	"5072_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1344027633"	"5221_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1341063580"	"0055_Battle_Advice_Light_Cavalry_Tactics_Thread"	2	2	"Battle"	"Units"	"Tactics"	1	0	false	3	false	false	"none"	""	false	false	false	"n"
"-1338804841"	"0131_Battle_Advice_Infantry_Square_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	1	false	false	"none"	""	false	false	false	"n"
"-1337219062"	"3199_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1336768356"	"1129_Campaign_Advice_Warning_Revolution_Thread"	1	1	"Campaign"	"Warnings"	"Revolution"	0	3	false	1	false	true	"region"	""	false	false	false	"n"
"-1336628706"	"3195_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1333879099"	"3116_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1324765185"	"3204_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1318888105"	"5213_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1318755131"	"5239_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1315028949"	"5009_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1302257879"	"1159_Campaign_Advice_Build_Military_Thread"	1	2	"Campaign"	"Suggestions"	"Building"	0	5	false	2	true	true	"region_slot"	""	false	false	false	"n"
"-1296933163"	"3100_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1296378373"	"3208_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1293715000"	"5234_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1289748928"	"5210_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1282356525"	"0055_Battle_Advice_Light_Cavalry_Tactics_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	3	false	false	"none"	""	false	false	false	"n"
"-1279863409"	"3188_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1279130588"	"3189_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1277544103"	"5187_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1270342130"	"4076_Campaign_Advice_AI_Research_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"
"-1266097244"	"1146_Campaign_Advice_Trade_Theatres_Thread"	1	1	"Campaign"	"Features"	"Trade"	1	0	false	1	false	false	"none"	""	false	false	false	"n"
"-1258571343"	"3194_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1257913403"	"3022_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1255420100"	"5133_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1246754910"	"0090_Battle_Advice_Missile_Cavalry_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	2	false	false	"none"	""	false	false	false	"n"
"-1244710668"	"3083_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1243953931"	"1014b_Campaign_Advice_UI_Diplomacy_Panel_Thread"	1	1	"Campaign"	"UI"	"Buttons"	1	0	false	1	false	false	"none"	""	false	false	false	"n"
"-1243676742"	"5064_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1241280103"	"4021_Campaign_Advice_AI_Research_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"
"-1241185070"	"1082_Campaign_Advice_Right_Click_Details_Thread"	1	1	"Campaign"	"UI"	"Panels"	1	0	false	1	false	false	"none"	""	false	false	false	"n"
"-1240856363"	"5039_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1239782850"	"5162_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1203874098"	"5060_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1196901102"	"1014c_Campaign_Advice_UI_Diplomacy_Panel_Thread"	1	1	"Campaign"	"UI"	"Buttons"	1	0	false	1	false	false	"none"	""	false	false	false	"n"
"-1196007595"	"0818_bat_tut_moving_units"	1	1	"Battle"	"Tutorial"	"1"	1	1	false	1	false	false	"none"	""	false	false	false	"n"
"-1192039645"	"5081_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1184178407"	"3128_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1181533143"	"5051_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1178554630"	"1203_Campaign_Advice_UI_Help_Characters_Thread"	1	1	"Campaign"	"UI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"
"-1177825588"	"0187_Battle_Advice_Naval_Chain_Shot_Thread"	1	1	"Naval Battle"	"Units"	"Ammo"	1	0	false	2	false	false	"none"	""	false	false	false	"n"
"-1164861841"	"0704_ep_1_shroud_3_unlocked"	1	1	"Campaign"	"Episodic"	"1"	100	1	false	0	false	true	"settlement"	""	false	false	false	"n"
"-1163327223"	"1066_Campaign_Advice_Character_Selected_Thread"	1	1	"Campaign"	"Characters"	"Commanders"	1	0	false	2	false	false	"none"	""	false	false	false	"n"
"-1161410515"	"3046_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1157376773"	"4011_Campaign_Advice_AI_Research_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"
"-1150653807"	"4029_Campaign_Advice_AI_Research_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"
"-1148715480"	"0746_ep_2_wait_turn"	1	1	"Campaign"	"Episodic"	"2"	5	1	false	0	false	false	"none"	""	false	false	false	"n"
"-1146666606"	"0165_Battle_Advice_Ship_Rallying_Thread"	1	1	"Naval Battle"	"Units"	"Naval"	1	0	false	1	true	true	"battle_ship"	""	false	false	false	"n"
"-1144841370"	"5252_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1144376815"	"5075_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1143220261"	"0004_Battle_Advice_Enemy_Holding_Crossing_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	4	false	2	true	false	"none"	""	false	false	false	"n"
"-1136179554"	"5044_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1134586093"	"4050_Campaign_Advice_AI_Research_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"
"-1131309506"	"1173_Campaign_Advice_Change_Heir_Thread"	1	1	"Campaign"	"Characters"	"Replace"	0	2	false	3	true	true	"character"	""	false	false	false	"n"
"-1120656175"	"0168_Battle_Advice_Brig_Characteristics_Thread"	1	1	"Naval Battle"	"Units"	"Naval"	1	0	false	2	false	false	"none"	""	false	false	false	"n"
"-1115254777"	"5165_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1109259521"	"1003_Campaign_Advice_Spain_Initial_Turns_Thread"	1	1	"Campaign"	"Factions"	"Initial"	0	0	false	0	false	false	"none"	""	false	false	false	"n"
"-1103824585"	"3028_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1101282437"	"3024_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1100161424"	"3193_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1090911610"	"3187_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1090310916"	"3013_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1086653659"	"0719_ep_1_enemy_army_1"	1	1	"Campaign"	"Episodic"	"1"	1	3	false	0	false	false	"none"	""	false	false	false	"n"
"-1085282254"	"5102_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1079255819"	"5007_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1076388291"	"0096_Battle_Advice_Skirmish_Mode_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	1	true	false	"none"	""	false	false	false	"n"
"-1075669501"	"5111_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1074189820"	"3131_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1070740040"	"1167_Campaign_Advice_Warning_Ally_Betrayal_Thread"	1	1	"Campaign"	"Warnings"	"Diplomacy"	1	0	false	1	true	false	"none"	""	false	false	false	"n"
"-1068576045"	"3094_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1062679364"	"1114_Campaign_Advice_Keyboard_Shortcuts_Thread"	2	2	"Campaign"	"UI"	"Keyboard"	1	0	false	2	true	false	"none"	""	false	false	false	"n"
"-1061827595"	"1051_Campaign_Advice_Army_Promotions_Thread"	1	1	"Campaign"	"Features"	"Promotion"	1	0	false	1	false	false	"none"	""	false	false	false	"n"
"-1060140303"	"0060_Battle_Advice_Feigning_A_Rout_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	3	true	false	"none"	""	false	false	false	"n"
"-1057402803"	"3014_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1040399079"	"5251_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1039767507"	"0112_Battle_Advice_Defences_Earthworks_Thread"	1	1	"Battle"	"Units"	"Land"	1	0	false	1	false	false	"none"	""	false	false	false	"n"
"-1036129092"	"3176_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1035968392"	"5250_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1031302736"	"5104_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1030015586"	"0078_Battle_Advice_Guard_Mode_Button_Thread"	1	1	"Battle"	"UI"	"Buttons"	1	0	false	2	false	false	"none"	""	false	false	false	"n"
"-1021785264"	"3041_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1021768895"	"3088_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-1020790875"	"0751_ep_2_recruit_frigate_2"	1	1	"Campaign"	"Episodic"	"2"	5	1	false	0	false	false	"none"	""	false	false	false	"n"
"-1009457400"	"0024_Battle_Advice_Outflanking_With_Cavalry_Thread"	2	2	"Battle"	"Units"	"Tactics"	1	0	false	2	true	false	"none"	""	false	true	false	"n"
"-1002927119"	"1066_Campaign_Advice_Character_Selected_Thread"	3	10	"Campaign"	"Characters"	"Commanders"	1	0	false	2	false	false	"none"	""	false	false	false	"n"
"-1000374723"	"3030_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-998943302"	"1161_Campaign_Advice_Trade_Export_Thread"	1	1	"Campaign"	"Features"	"Trade"	0	1	false	1	false	true	"region"	""	false	false	false	"n"
"-994167881"	"3212_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-991921831"	"1167_Campaign_Advice_Warning_Ally_Betrayal_Thread"	2	3	"Campaign"	"Warnings"	"Diplomacy"	0	1	false	1	true	false	"none"	""	false	false	false	"n"
"-981340853"	"0017_Battle_Advice_Counter_Charge_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	2	true	false	"none"	""	false	false	false	"n"
"-979646939"	"3237_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-979577978"	"0193_Battle_Advice_Naval_Grouping_Ships_Thread"	1	1	"Naval Battle"	"Units"	"Formations"	1	0	false	1	false	false	"none"	""	false	false	false	"n"
"-969682611"	"5231_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-969391947"	"5255_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-969317430"	"5168_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-968778959"	"1151_Campaign_Advice_Port_Blockaded_Thread"	1	1	"Campaign"	"Features"	"Blockades"	0	1	false	1	false	true	"port"	""	false	false	false	"n"
"-961381314"	"1013_Campaign_Advice_UI_Diplomacy_Panel_Thread"	1	1	"Campaign"	"UI"	"Panels"	1	0	false	1	false	false	"none"	""	false	false	false	"n"
"-956776982"	"0113_Battle_Advice_Defences_Gabionades_Thread"	1	1	"Battle"	"Units"	"Land"	1	0	false	1	false	false	"none"	""	false	false	false	"n"
"-956562909"	"1116_Campaign_Advice_Prestige_Thread"	1	1	"Campaign"	"Features"	"Prestige"	1	0	false	1	false	false	"none"	""	false	false	false	"n"
"-941157066"	"5236_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-939651342"	"1101_Campaign_Advice_Sieges_Thread"	1	1	"Campaign"	"Features"	"Sieges"	1	0	false	1	false	false	"none"	""	false	false	false	"n"
"-936817932"	"5022_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-928664248"	"3201_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-928048252"	"3221_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-924533495"	"3050_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-911624365"	"0812_bat_tut_camera_pan_on_select"	1	1	"Battle"	"Tutorial"	"1"	1	1	false	1	false	false	"none"	""	false	false	false	"n"
"-908444922"	"5220_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-908282132"	"5182_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-906530970"	"5068_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-903614881"	"3052_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-900561708"	"0203_Battle_Advice_Siege_Sapping_Thread"	1	1	"Battle"	"Siege"	"Defence"	1	0	false	1	false	false	"none"	""	false	false	false	"n"
"-898557498"	"0734_ep_1_construction_tab"	1	1	"Campaign"	"Episodic"	"1"	1	1	false	0	false	false	"none"	""	false	false	false	"n"
"-895189344"	"0092_Battle_Advice_Rallying_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	1	true	false	"none"	""	false	false	false	"n"
"-893275607"	"3112_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-891171119"	"1029_Campaign_Advice_UI_Government_Panel_Thread"	1	1	"Campaign"	"UI"	"Panels"	1	0	false	1	false	false	"none"	""	false	false	false	"n"
"-871162649"	"1174_Campaign_Advice_Change_Heir_Thread"	1	5	"Campaign"	"Characters"	"Replace"	0	1	false	3	true	true	"character"	""	false	false	false	"n"
"-869245284"	"5198_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-868024378"	"5098_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-865899355"	"1112_Campaign_Advice_Resources_Thread"	1	1	"Campaign"	"Features"	"Resources"	1	0	false	2	false	false	"none"	""	false	false	false	"n"
"-864428871"	"1081a_Episodic_Advice_Right_Click_Details_Thread"	1	1	"Episodic"	"UI"	"Panels"	1	0	false	1	false	false	"none"	""	false	false	false	"n"
"-855205336"	"1065_Campaign_Advice_Character_Selected_Thread"	1	1	"Campaign"	"Characters"	"Commanders"	1	0	false	2	false	false	"none"	""	false	false	false	"n"
"-854857990"	"1165_Campaign_Advice_Slow_Population_Growth_Thread"	1	1	"Campaign"	"Warnings"	"Population"	0	3	false	1	false	true	"region"	""	false	false	false	"n"
"-854614115"	"0008_Battle_Advice_Player_Defending_Hill_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	4	false	3	true	false	"none"	""	false	true	false	"n"
"-851820364"	"3053_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-844694260"	"3160_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-839046705"	"1101a_Campaign_Advice_Sieges_Thread"	1	1	"Campaign"	"Features"	"Sieges"	1	0	false	1	true	false	"none"	""	false	false	false	"n"
