ID,event,x pos,x pos (2),y pos,z pos,min_dist,max_dist
431,unnamed_event_44,220.01,220.01,1.5,200.23,-1,5
432,unnamed_event_44,-670.34,-670.34,1.5,251.36,-1,5
433,unnamed_event_44,319.14,319.14,1.5,224.34,-1,5
434,unnamed_event_44,569.79,569.79,1.5,105.9,-1,5
435,unnamed_event_44,620.93,620.93,1.5,151.19,-1,5
436,unnamed_event_44,227.09,227.09,1.5,221.72,-1,5
437,unnamed_event_44,232.27,232.27,1.5,185.16,-1,5
438,unnamed_event_44,-581.31,-581.31,1.5,203.84,-1,5
439,unnamed_event_44,-655.12,-655.12,1.5,209.51,-1,5
440,unnamed_event_44,-653.28,-653.28,1.5,255.08,-1,5
441,unnamed_event_44,276.32,276.32,1.5,265.37,-1,5
442,unnamed_event_44,225.76,225.76,1.5,190.54,-1,5
443,unnamed_event_44,217.18,217.18,1.5,221.95,-1,5
444,unnamed_event_44,557.66,557.66,1.5,66.04,-1,5
445,unnamed_event_44,583.1,583.1,1.5,117.29,-1,5
446,unnamed_event_44,271.19,271.19,1.5,255.82,-1,5
447,unnamed_event_44,309.46,309.46,1.5,234.27,-1,5
448,unnamed_event_44,330.93,330.93,1.5,220.87,-1,5
449,unnamed_event_44,553.93,553.93,1.5,113.84,-1,5
450,unnamed_event_44,276.94,276.94,1.5,263.96,-1,5
451,unnamed_event_44,234.01,234.01,1.5,175.95,-1,5
452,unnamed_event_44,302.35,302.35,1.5,241.48,-1,5
453,unnamed_event_44,570.46,570.46,1.5,65.89,-1,5
454,unnamed_event_44,553.99,553.99,1.5,56.41,-1,5
455,unnamed_event_44,-673.69,-673.69,1.5,210.05,-1,5
456,unnamed_event_44,281.36,281.36,1.5,253.56,-1,5
457,unnamed_event_44,-581.91,-581.91,1.5,196.58,-1,5
458,unnamed_event_44,-575.67,-575.67,1.5,183.79,-1,5
459,unnamed_event_44,-576.36,-576.36,1.5,192.14,-1,5
460,unnamed_event_44,344.12,344.12,1.5,216.2,-1,5
461,unnamed_event_44,290.35,290.35,1.5,246.03,-1,5
462,unnamed_event_44,483.7,483.7,1.5,192.02,-1,5
463,unnamed_event_45,545.22,545.22,1.5,110.79,-1,5
464,unnamed_event_45,645.29,645.29,1.5,157.09,-1,5
465,unnamed_event_45,112.59,112.59,1.5,407.19,-1,5
466,unnamed_event_45,-547.25,-547.25,1.5,255.59,-1,5
467,unnamed_event_45,531.93,531.93,1.5,117.79,-1,5
468,unnamed_event_45,253.71,253.71,1.5,388.2,-1,5
469,unnamed_event_45,353.46,353.46,1.5,380.46,-1,5
470,unnamed_event_45,295.99,295.99,1.5,361.4,-1,5
471,unnamed_event_45,387.98,387.98,1.5,429.59,-1,5
472,unnamed_event_45,-733.53,-733.53,1.5,312.23,-1,5
473,unnamed_event_45,524.24,524.24,1.5,141.36,-1,5
474,unnamed_event_45,213.65,213.65,1.5,283.76,-1,5
475,unnamed_event_45,245.66,245.66,1.5,423.32,-1,5
476,unnamed_event_45,25,25,3,314.91,-1,5
477,unnamed_event_45,166.19,166.19,1.5,477.9,-1,5
478,unnamed_event_45,-691.28,-691.28,1.5,337.36,-1,5
479,unnamed_event_45,-12.34,-12.34,1.5,360.97,-1,5
480,unnamed_event_45,277.4,277.4,1.5,397.2,-1,5
481,unnamed_event_45,73.92,73.92,1.5,348.08,-1,5
482,unnamed_event_45,59.89,59.89,1.5,369.9,-1,5
483,unnamed_event_45,-47.62,-47.62,1.5,275.89,-1,5
484,unnamed_event_45,-746.83,-746.83,1.5,258.93,-1,5
485,unnamed_event_45,-548.75,-548.75,1.5,362.94,-1,5
486,unnamed_event_45,32.94,32.94,1.5,337.63,-1,5
487,unnamed_event_45,194.08,194.08,1.5,468.84,-1,5
488,unnamed_event_45,111.73,111.73,2,336.16,-1,5
489,unnamed_event_45,300.16,300.16,1.5,391.49,-1,5
490,unnamed_event_45,196.46,196.46,1.5,281.78,-1,5
491,unnamed_event_45,579.37,579.37,1.5,133.14,-1,5
492,unnamed_event_45,281.34,281.34,1.5,372.6,-1,5
493,unnamed_event_45,221.04,221.04,1.5,460.61,-1,5
494,unnamed_event_45,-488.41,-488.41,1.5,317.8,-1,5
495,unnamed_event_45,246.04,246.04,1.5,358.56,-1,5
496,unnamed_event_45,266.45,266.45,1.5,416.82,-1,5
497,unnamed_event_45,169.38,169.38,1.5,295.3,-1,5
498,unnamed_event_45,63.71,63.71,1.5,285.32,-1,5
499,unnamed_event_45,642.14,642.14,1.5,170.72,-1,5
500,unnamed_event_45,199.79,199.79,1.5,366.46,-1,5
501,unnamed_event_45,541.48,541.48,1.5,150.85,-1,5
502,unnamed_event_45,-21.21,-21.21,1.5,386.82,-1,5
503,unnamed_event_45,164.39,164.39,1.5,438.7,-1,5
504,unnamed_event_45,-664.64,-664.64,1.5,216.73,-1,5
505,unnamed_event_45,547.58,547.58,1.5,73.33,-1,5
506,unnamed_event_45,559.56,559.56,1.5,109.82,-1,5
507,unnamed_event_45,207.57,207.57,1.5,438.71,-1,5
508,unnamed_event_45,-450.68,-450.68,1.5,324.22,-1,5
509,unnamed_event_45,247.76,247.76,1.5,323.14,-1,5
510,unnamed_event_45,12,12,3,318.43,-1,5
511,unnamed_event_45,538.35,538.35,1.5,99.42,-1,5
512,unnamed_event_45,121.3,121.3,1.5,313.11,-1,5
513,unnamed_event_45,185.07,185.07,1.5,407.87,-1,5
514,unnamed_event_45,88.23,88.23,1.5,374.92,-1,5
515,unnamed_event_45,98.16,98.16,1.5,406.06,-1,5
516,unnamed_event_45,-59.05,-59.05,1.5,371.59,-1,5
517,unnamed_event_45,-721.88,-721.88,1.5,324.43,-1,5
518,unnamed_event_45,-501.8,-501.8,1.5,319.74,-1,5
519,unnamed_event_45,112.82,112.82,1.5,318.22,-1,5
520,unnamed_event_45,-725.38,-725.38,1.5,313.23,-1,5
521,unnamed_event_45,328.33,328.33,1.5,381.11,-1,5
522,unnamed_event_45,151.28,151.28,1.5,379.4,-1,5
523,unnamed_event_45,252.37,252.37,1.5,479.8,-1,5
524,unnamed_event_45,644.08,644.08,1.5,188.48,-1,5
525,unnamed_event_45,550.71,550.71,1.5,84.4,-1,5
526,unnamed_event_45,369.61,369.61,1.5,408.46,-1,5
527,unnamed_event_45,-387.24,-387.24,1.5,341.99,-1,5
528,unnamed_event_45,-432.47,-432.47,1.5,327.94,-1,5
529,unnamed_event_45,562.32,562.32,1.5,99.46,-1,5
530,unnamed_event_45,272.64,272.64,1.5,443.95,-1,5
531,unnamed_event_45,183.97,183.97,1.5,442.72,-1,5
532,unnamed_event_45,249.38,249.38,1.5,344.08,-1,5
533,unnamed_event_45,598.37,598.37,1.5,176.94,-1,5
534,unnamed_event_45,587.27,587.27,1.5,165.28,-1,5
535,unnamed_event_45,126.09,126.09,1.5,380.64,-1,5
536,unnamed_event_45,130.81,130.81,1.5,349.76,-1,5
537,unnamed_event_45,142.8,142.8,1.5,309.61,-1,5
538,unnamed_event_45,-34.79,-34.79,1.5,279.56,-1,5
539,unnamed_event_45,569.79,569.79,1.5,157.37,-1,5
540,unnamed_event_45,359.49,359.49,1.5,452.33,-1,5
541,unnamed_event_45,-418.22,-418.22,1.5,339.51,-1,5
542,unnamed_event_45,191.65,191.65,1.5,303.8,-1,5
543,unnamed_event_45,-3.59,-3.59,1.5,315.81,-1,5
544,unnamed_event_45,221.87,221.87,1.5,377.16,-1,5
545,unnamed_event_45,536.22,536.22,1.5,88.05,-1,5
546,unnamed_event_45,-643.39,-643.39,1.5,296.97,-1,5
547,unnamed_event_45,157.22,157.22,1.5,322.21,-1,5
548,unnamed_event_45,-531.2,-531.2,1.5,330.41,-1,5
549,unnamed_event_45,-590.69,-590.69,1.5,357.58,-1,5
550,unnamed_event_45,-568.19,-568.19,1.5,337.7,-1,5
551,unnamed_event_45,-548.09,-548.09,1.5,333.52,-1,5
552,unnamed_event_45,-725.43,-725.43,1.5,335.89,-1,5
553,unnamed_event_45,-698.67,-698.67,1.5,369.73,-1,5
554,unnamed_event_45,-538.28,-538.28,1.5,271.74,-1,5
555,unnamed_event_45,-637.53,-637.53,1.5,223,-1,5
556,unnamed_event_45,-675.23,-675.23,1.5,279.47,-1,5
557,unnamed_event_45,180.51,180.51,1.5,370.25,-1,5
558,unnamed_event_45,-705.85,-705.85,1.5,167.59,-1,5
559,unnamed_event_45,-658.04,-658.04,1.5,231.85,-1,5
560,unnamed_event_45,326.5,326.5,1.5,408.41,-1,5
561,unnamed_event_45,-555.11,-555.11,1.5,318.73,-1,5
562,unnamed_event_45,244.01,244.01,1.5,452.72,-1,5
563,unnamed_event_45,-515.83,-515.83,1.5,339.9,-1,5
564,unnamed_event_45,77.87,77.87,1.5,365.8,-1,5
565,unnamed_event_45,-682.24,-682.24,1.5,295.87,-1,5
566,unnamed_event_45,276.73,276.73,1.5,474.92,-1,5
567,unnamed_event_45,-507.93,-507.93,1.5,128.92,-1,5
568,unnamed_event_45,65.66,65.66,1.5,355.87,-1,5
569,unnamed_event_45,297.65,297.65,1.5,422.76,-1,5
570,unnamed_event_45,205.03,205.03,1.5,403.83,-1,5
571,unnamed_event_45,227.92,227.92,1.5,407.04,-1,5
572,unnamed_event_45,-22.83,-22.83,1.5,371.01,-1,5
573,unnamed_event_45,322.32,322.32,1.5,449.76,-1,5
574,unnamed_event_45,211.94,211.94,1.5,260.8,-1,5
575,unnamed_event_45,204.65,204.65,1.5,267.43,-1,5
576,unnamed_event_45,-679.64,-679.64,1.5,328,-1,5
577,unnamed_event_45,185.01,185.01,1.5,303.54,-1,5
578,unnamed_event_45,-628.63,-628.63,1.5,362.87,-1,5
579,unnamed_event_45,-518.55,-518.55,1.5,314.86,-1,5
580,unnamed_event_45,-6.5,-6.5,3,341.6,-1,5
581,unnamed_event_45,-690.7,-690.7,1.5,311.44,-1,5
582,unnamed_event_45,-472.15,-472.15,1.5,129.16,-1,5
583,unnamed_event_45,-38.22,-38.22,1.5,268.92,-1,5
584,unnamed_event_45,-663.67,-663.67,1.5,352.99,-1,5
585,unnamed_event_45,-521.91,-521.91,1.5,356.47,-1,5
586,unnamed_event_45,-713.24,-713.24,1.5,316.78,-1,5
587,unnamed_event_45,224.08,224.08,1.5,349.97,-1,5
588,unnamed_event_45,-706.18,-706.18,1.5,310.07,-1,5
589,unnamed_event_45,236.83,236.83,1.5,347.87,-1,5
590,unnamed_event_45,128.08,128.08,1.5,325.88,-1,5
591,unnamed_event_45,-533.35,-533.35,1.5,143.81,-1,5
592,unnamed_event_45,-666.56,-666.56,1.5,391.08,-1,5
593,unnamed_event_1,-9.25,-9.25,1.5,435.19,5,8
