name,category,volume,min_pitch,max_pitch,min_dist,max_dist,falloff,low_pass_freq_cutoff,priority,looped,playback,group,probability,is_2d,streamed,fade_in,fade_out,start_delay,random_trigger_delay,rand_volume,priority_reduction_by_distance,loop_start_block,loop_end_block,mute_when_game_speed_changed,game_mode_stay_in_memory,PROBABILITY_REDUCTION_PER_NUM_SAME_SOUND_EVENTS_FROM_SAME_SOUND_GROUP_PLAYING,speaker_output,APPLY_LAUNCH_DELAY_RELATIVE_TO_DISTANCE_FROM_LISTENER,PROBABILITY_REDUCTION_PER_ANY_SOUND_EVENTS_FROM_SAME_SOUND_GROUP_PLAYING,FADE_TYPE,RESERVED_3,RESERVED_4,RESERVED_5,RESERVED_6,MAX_NUMBER_OF_SOUNDS_PLAYING_AT_ONCE,DELAY_BEFORE_SOUND_CAN_PLAY_AGAIN,wavefile_1,wavefile_2,wavefile_3,wavefile_4,wavefile_5,wavefile_6,wavefile_7,wavefile_8,wavefile_9,wavefile_10,wavefile_11,wavefile_12,wavefile_13,wavefile_14,wavefile_15,wavefile_16,wavefile_17,wavefile_18,wavefile_19,wavefile_20,wavefile_21,wavefile_22,wavefile_23,wavefile_24,wavefile_25,wavefile_26,wavefile_27,wavefile_28,wavefile_29,wavefile_30,wavefile_31,wavefile_32,wavefile_33,wavefile_34,wavefile_35,wavefile_36,wavefile_37,wavefile_38,wavefile_39,wavefile_40,wavefile_41,wavefile_42,wavefile_43,wavefile_44,wavefile_45,wavefile_46,wavefile_47,wavefile_48
unnamed_event_439,water,0.080000,-3.000000,3.000000,0.400000,50.000000,1.000000,0.000000,20.000000,1.000000,random,sfx,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,1.000000,none,-1.000000,default,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,sfx\elements\water\hyb_water_river_01_v1.00_gme.wav,sfx\elements\water\hyb_water_river_02_v1.00_gme.wav,sfx\elements\water\hyb_water_river_03_v1.00_gme.wav,sfx\elements\water\hyb_water_river_04_v1.00_gme.wav,sfx\elements\water\hyb_water_river_05_v1.00_gme.wav,sfx\elements\water\hyb_water_river_06_v1.00_gme.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unnamed_event_440,water,0.100000,0.000000,3.000000,1.300000,35.000000,1.000000,0.000000,60.000000,0.000000,random,sfx,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.250000,0.000000,0.000000,1.000000,naval,0.500000,default,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,sfx/weapons/cannonballhitwater/emp_hyb_impact_cannonballhitwatersmall_01_gme.wav,sfx/weapons/cannonballhitwater/emp_hyb_impact_cannonballhitwatersmall_02_gme.wav,sfx/weapons/cannonballhitwater/emp_hyb_impact_cannonballhitwatersmall_03_gme.wav,sfx/weapons/cannonballhitwater/emp_hyb_impact_cannonballhitwatersmall_04_gme.wav,sfx/weapons/cannonballhitwater/emp_hyb_impact_cannonballhitwatersmall_05_gme.wav,sfx/weapons/cannonballhitwater/emp_hyb_impact_cannonballhitwatersmall_06_gme.wav,sfx/weapons/cannonballhitwater/emp_hyb_impact_cannonballhitwatersmall_07_gme.wav,sfx/weapons/cannonballhitwater/emp_hyb_impact_cannonballhitwatersmall_08_gme.wav,sfx/weapons/cannonballhitwater/emp_hyb_impact_cannonballhitwatersmall_09_gme.wav,sfx/weapons/cannonballhitwater/emp_hyb_impact_cannonballhitwatersmall_10_gme.wav,sfx/weapons/cannonballhitwater/emp_hyb_impact_cannonballhitwatermedium_01_gme.wav,sfx/weapons/cannonballhitwater/emp_hyb_impact_cannonballhitwatermedium_02_gme.wav,sfx/weapons/cannonballhitwater/emp_hyb_impact_cannonballhitwatermedium_03_gme.wav,sfx/weapons/cannonballhitwater/emp_hyb_impact_cannonballhitwatermedium_04_gme.wav,sfx/weapons/cannonballhitwater/emp_hyb_impact_cannonballhitwatermedium_05_gme.wav,sfx/weapons/cannonballhitwater/emp_hyb_impact_cannonballhitwatermedium_06_gme.wav,sfx/weapons/cannonballhitwater/emp_hyb_impact_cannonballhitwatermedium_07_gme.wav,sfx/weapons/cannonballhitwater/emp_hyb_impact_cannonballhitwatermedium_08_gme.wav,sfx/weapons/cannonballhitwater/emp_hyb_impact_cannonballhitwatermedium_09_gme.wav,sfx/weapons/cannonballhitwater/emp_hyb_impact_cannonballhitwatermedium_10_gme.wav,sfx/weapons/cannonballhitwater/emp_hyb_impact_cannonballhitwaterlarge_01_gme.wav,sfx/weapons/cannonballhitwater/emp_hyb_impact_cannonballhitwaterlarge_02_gme.wav,sfx/weapons/cannonballhitwater/emp_hyb_impact_cannonballhitwaterlarge_03_gme.wav,sfx/weapons/cannonballhitwater/emp_hyb_impact_cannonballhitwaterlarge_04_gme.wav,sfx/weapons/cannonballhitwater/emp_hyb_impact_cannonballhitwaterlarge_05_gme.wav,sfx/weapons/cannonballhitwater/emp_hyb_impact_cannonballhitwaterlarge_06_gme.wav,sfx/weapons/cannonballhitwater/emp_hyb_impact_cannonballhitwaterlarge_07_gme.wav,sfx/weapons/cannonballhitwater/emp_hyb_impact_cannonballhitwaterlarge_08_gme.wav,sfx/weapons/cannonballhitwater/emp_hyb_impact_cannonballhitwaterlarge_09_gme.wav,sfx/weapons/cannonballhitwater/emp_hyb_impact_cannonballhitwaterlarge_10_gme.wav,,,,,,,,,,,,,,,,,,
unnamed_event_441,weather,0.060000,-3.000000,3.000000,1.000000,500.000000,1.000000,0.000000,100.000000,1.000000,random,sfx,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,1.000000,none,-1.000000,default,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,sfx\elements\wind/emp_lib_wind_normalverystrong_v1.00_gme.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unnamed_event_442,weather,0.080000,-3.000000,3.000000,1.000000,500.000000,1.000000,0.000000,100.000000,1.000000,random,sfx,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,1.000000,none,-1.000000,default,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,sfx\elements\wind/emp_lib_wind_coldmedium_v1.00_gme.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unnamed_event_443,weather,0.080000,-3.000000,3.000000,1.000000,500.000000,1.000000,0.000000,95.000000,1.000000,random,sfx,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,1.000000,none,-1.000000,default,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,sfx\elements\wind/emp_lib_wind_coldstrong_v1.00_gme.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unnamed_event_444,weather,0.150000,0.000000,0.000000,10.000000,1500.000000,1.000000,0.000000,80.000000,0.000000,random,sfx,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,1.000000,none,-1.000000,default,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,sfx\elements\thunder\emp_lib_atmos_distantthunder_01_v1.00_gme.wav,sfx\elements\thunder\emp_lib_atmos_distantthunder_02_v1.00_gme.wav,sfx\elements\thunder\emp_lib_atmos_distantthunder_03_v1.00_gme.wav,sfx\elements\thunder\emp_lib_atmos_distantthunder_04_v1.00_gme.wav,sfx\elements\thunder\emp_lib_atmos_distantthunder_05_v1.00_gme.wav,sfx\elements\thunder\emp_lib_atmos_distantthunder_06_v1.00_gme.wav,sfx\elements\thunder\emp_lib_atmos_distantthunder_07_v1.00_gme.wav,sfx\elements\thunder\emp_lib_atmos_distantthunder_08_v1.00_gme.wav,sfx\elements\thunder\emp_lib_atmos_distantthunder_09_v1.00_gme.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unnamed_event_445,weather,0.080000,-3.000000,3.000000,1.000000,500.000000,1.000000,0.000000,100.000000,1.000000,random,sfx,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,1.000000,none,-1.000000,default,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,sfx\elements\wind/emp_lib_wind_coldsoft_v1.00_gme.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unnamed_event_446,weather,0.080000,-3.000000,3.000000,1.000000,500.000000,1.000000,0.000000,100.000000,1.000000,random,sfx,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,1.000000,none,-1.000000,default,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,sfx\elements\wind/emp_lib_wind_normalmedium_v1.00_gme.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unnamed_event_447,weather,0.080000,-3.000000,3.000000,1.000000,500.000000,1.000000,0.000000,100.000000,1.000000,random,sfx,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,1.000000,none,-1.000000,default,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,sfx\elements\wind/emp_lib_wind_normalstrong_v1.00_gme.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unnamed_event_448,weather,0.060000,-3.000000,3.000000,1.000000,500.000000,1.000000,0.000000,95.000000,1.000000,random,sfx,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,1.000000,none,-1.000000,default,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,sfx\elements\wind/emp_lib_wind_coldverystrong_v1.00_gme.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unnamed_event_449,weather,0.080000,-3.000000,3.000000,1.000000,500.000000,1.000000,0.000000,100.000000,1.000000,random,sfx,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,1.000000,none,-1.000000,default,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,sfx\elements\wind/emp_lib_wind_normalsoft_v1.00_gme.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unnamed_event_450,weather,0.010000,0.000000,0.000000,0.010000,0.010000,1.000000,0.000000,0.010000,1.000000,random,sfx,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,1.000000,none,-1.000000,default,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,placeholder\silent placeholder/empty.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unnamed_event_451,weather,0.250000,-3.000000,3.000000,1.000000,1000.000000,1.000000,0.000000,100.000000,1.000000,random,sfx,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,1.000000,none,-1.000000,default,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,sfx\elements\water\lib_rain_grassheavy_v1.00_gme.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unnamed_event_452,weather,0.250000,-3.000000,3.000000,1.000000,1000.000000,1.000000,0.000000,100.000000,1.000000,random,sfx,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,1.000000,none,-1.000000,default,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,sfx\elements\water\lib_rain_grasstorrential_v1.00_gme.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unnamed_event_453,weather,0.250000,-3.000000,3.000000,1.000000,1000.000000,1.000000,0.000000,100.000000,1.000000,random,sfx,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,1.000000,none,-1.000000,default,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,sfx\elements\water\lib_rain_grasslight_v1.00_gme.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unnamed_event_454,weather,0.250000,-3.000000,3.000000,1.000000,1000.000000,1.000000,0.000000,100.000000,1.000000,random,sfx,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,1.000000,none,-1.000000,default,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,sfx\elements\water\lib_rain_grassmoderate_v1.00_gme.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unnamed_event_455,weather,0.250000,-3.000000,3.000000,1.000000,1000.000000,1.000000,0.000000,100.000000,1.000000,random,sfx,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,1.000000,none,-1.000000,default,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,sfx\elements\water\lib_rain_grassmoderate_v1.00_gme.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unnamed_event_456,weather,0.250000,-3.000000,3.000000,1.000000,1000.000000,1.000000,0.000000,100.000000,1.000000,random,sfx,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,1.000000,none,-1.000000,default,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,sfx\elements\water\lib_rain_grassheavy_v1.00_gme.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unnamed_event_457,weather,0.010000,0.000000,0.000000,0.010000,0.010000,1.000000,0.000000,0.010000,1.000000,random,sfx,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,1.000000,none,-1.000000,default,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,placeholder\silent placeholder/empty.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unnamed_event_458,weather,0.250000,-3.000000,3.000000,1.000000,1000.000000,1.000000,0.000000,100.000000,1.000000,random,sfx,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,1.000000,none,-1.000000,default,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,sfx\elements\water\lib_rain_grasstorrential_v1.00_gme.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unnamed_event_459,weather,0.250000,-3.000000,3.000000,1.000000,1000.000000,1.000000,0.000000,100.000000,1.000000,random,sfx,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,1.000000,none,-1.000000,default,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,sfx\elements\water\lib_rain_grasslight_v1.00_gme.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unnamed_event_460,wildlife,1.000000,-2.000000,3.000000,0.020000,100.000000,1.000000,0.000000,50.000000,0.000000,random,sfx,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,1.000000,none,-1.000000,default,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,sfx/ocean/emp_lib_seagull_seagullsounds_01_gme.wav,sfx/ocean/emp_lib_seagull_seagullsounds_02_gme.wav,sfx/ocean/emp_lib_seagull_seagullsounds_03_gme.wav,sfx/ocean/emp_lib_seagull_seagullsounds_04_gme.wav,sfx/ocean/emp_lib_seagull_seagullsounds_05_gme.wav,sfx/ocean/emp_lib_seagull_seagullsounds_06_gme.wav,sfx/ocean/emp_lib_seagull_seagullsounds_07_gme.wav,sfx/ocean/emp_lib_seagull_seagullsounds_08_gme.wav,sfx/ocean/emp_lib_seagull_seagullsounds_09_gme.wav,sfx/ocean/emp_lib_seagull_seagullsounds_10_gme.wav,sfx/ocean/emp_lib_seagull_seagullsounds_11_gme.wav,sfx/ocean/emp_lib_seagull_seagullsounds_12_gme.wav,sfx/ocean/emp_lib_seagull_seagullsounds_13_gme.wav,sfx/ocean/emp_lib_seagull_seagullsounds_14_gme.wav,sfx/ocean/emp_lib_seagull_seagullsounds_15_gme.wav,sfx/ocean/emp_lib_seagull_seagullsounds_16_gme.wav,sfx/ocean/emp_lib_seagull_seagullsounds_17_gme.wav,sfx/ocean/emp_lib_seagull_seagullsounds_18_gme.wav,sfx/ocean/emp_lib_seagull_seagullsounds_19_gme.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unnamed_event_461,anim,0.350000,-3.000000,3.000000,0.300000,20.000000,1.000000,0.000000,10.000000,0.000000,random,sfx,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,none,-1.000000,default,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,sfx\weapons\breakingin\emp_hyb_kick_door_01_v1.00_gme.wav,sfx\weapons\breakingin\emp_hyb_kick_door_02_v1.00_gme.wav,sfx\weapons\breakingin\emp_hyb_kick_door_03_v1.00_gme.wav,sfx\weapons\breakingin\emp_hyb_kick_door_04_v1.00_gme.wav,sfx\weapons\breakingin\emp_hyb_kick_door_05_v1.00_gme.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unnamed_event_462,anim,0.350000,-3.000000,3.000000,0.300000,20.000000,1.000000,0.000000,10.000000,0.000000,random,sfx,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,none,-1.000000,default,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,sfx\weapons\breakingin\emp_hyb_musket_smashwindow_01_v1.00_gme.wav,sfx\weapons\breakingin\emp_hyb_musket_smashwindow_02_v1.00_gme.wav,sfx\weapons\breakingin\emp_hyb_musket_smashwindow_03_v1.00_gme.wav,sfx\weapons\breakingin\emp_hyb_musket_smashwindow_04_v1.00_gme.wav,sfx\weapons\breakingin\emp_hyb_musket_smashwindow_05_v1.00_gme.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unnamed_event_463,unit_group_melee,0.220000,-1.500000,1.500000,0.250000,50.000000,1.500000,0.000000,100.000000,1.000000,random,sfx,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.400000,0.000000,0.100000,0.000000,0.000000,1.000000,land,-1.000000,default,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,sfx\movement\groupmovement\hyb_troops_meleecombatsml_01v1.00_gme.wav,sfx\movement\groupmovement\hyb_troops_meleecombatsml_02v1.00_gme.wav,sfx\movement\groupmovement\hyb_troops_meleecombatsml_03v1.00_gme.wav,sfx\movement\groupmovement\hyb_troops_meleecombatsml_04v1.00_gme.wav,sfx\movement\groupmovement\hyb_troops_meleecombatsml_05v1.00_gme.wav,sfx\movement\groupmovement\hyb_troops_meleecombatsml_06v1.00_gme.wav,sfx\movement\groupmovement\hyb_troops_meleecombatsml_07v1.00_gme.wav,sfx\movement\groupmovement\hyb_troops_meleecombatsml_08v1.00_gme.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unnamed_event_464,unit_group_melee,0.220000,-1.500000,1.500000,0.250000,50.000000,1.500000,0.000000,100.000000,1.000000,random,sfx,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.400000,0.000000,0.100000,0.000000,0.000000,1.000000,land,-1.000000,default,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,sfx\movement\groupmovement\hyb_troops_meleecombatlrg_02v1.00_gme.wav,sfx\movement\groupmovement\hyb_troops_meleecombatlrg_03v1.00_gme.wav,sfx\movement\groupmovement\hyb_troops_meleecombatlrg_04v1.00_gme.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unnamed_event_465,unit_group_melee,0.220000,-1.500000,1.500000,0.250000,50.000000,1.500000,0.000000,100.000000,1.000000,random,sfx,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.400000,0.000000,0.100000,0.000000,0.000000,1.000000,land,-1.000000,default,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,sfx\movement\groupmovement\hyb_troops_meleecombatmed_01v1.00_gme.wav,sfx\movement\groupmovement\hyb_troops_meleecombatmed_02v1.00_gme.wav,sfx\movement\groupmovement\hyb_troops_meleecombatmed_03v1.00_gme.wav,sfx\movement\groupmovement\hyb_troops_meleecombatmed_04v1.00_gme.wav,sfx\movement\groupmovement\hyb_troops_meleecombatmed_06v1.00_gme.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unnamed_event_466,unit_charge,0.500000,-1.500000,1.500000,0.250000,35.000000,2.500000,0.000000,70.000000,0.000000,random,sfx,1.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.100000,0.000000,0.000000,1.000000,none,-1.000000,default,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,sounds\battle\hyb_natives_chargelarge_01_v1.00_gme.wav,sounds\battle\hyb_natives_chargelarge_02_v1.00_gme.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unnamed_event_467,unit_charge,0.500000,-1.500000,1.500000,0.250000,35.000000,2.500000,0.000000,70.000000,0.000000,random,sfx,1.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.100000,0.000000,0.000000,1.000000,none,-1.000000,default,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,sounds\battle\hyb_natives_chargemedium_01_v1.00_gme.wav,sounds\battle\hyb_natives_chargemedium_02_v1.00_gme.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unnamed_event_468,unit_charge,0.500000,-1.500000,1.500000,0.250000,35.000000,2.500000,0.000000,70.000000,0.000000,random,sfx,1.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.100000,0.000000,0.000000,1.000000,none,-1.000000,default,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,sounds\battle\hyb_natives_chargesmall_01_v1.00_gme.wav,sounds\battle\hyb_natives_chargesmall_02_v1.00_gme.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unnamed_event_469,unit_natives_group_melee,0.220000,-1.500000,1.500000,0.250000,50.000000,1.500000,0.000000,70.000000,0.000000,random,sfx,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.400000,0.000000,0.100000,0.000000,0.000000,1.000000,none,-1.000000,default,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,sounds\battle\cus_natives_randommanmelee_01_v1.00_mxd.wav,sounds\battle\cus_natives_randommanmelee_02_v1.00_mxd.wav,sounds\battle\cus_natives_randommanmelee_03_v1.00_mxd.wav,sounds\battle\cus_natives_randommanmelee_04_v1.00_mxd.wav,sounds\battle\cus_natives_randommanmelee_05_v1.00_mxd.wav,sounds\battle\cus_natives_randommanmelee_06_v1.00_mxd.wav,sounds\battle\cus_natives_randommanmelee_07_v1.00_mxd.wav,sounds\battle\cus_natives_randommanmelee_08_v1.00_mxd.wav,sounds\battle\cus_natives_randommanmelee_09_v1.00_mxd.wav,sounds\battle\cus_natives_randommanmelee_10_v1.00_mxd.wav,sounds\battle\cus_natives_randommanmelee_11_v1.00_mxd.wav,sounds\battle\cus_natives_randommanmelee_12_v1.00_mxd.wav,sounds\battle\cus_natives_randommanmelee_13_v1.00_mxd.wav,sounds\battle\cus_natives_randommanmelee_14_v1.00_mxd.wav,sounds\battle\cus_natives_randommanmelee_15_v1.00_mxd.wav,sounds\battle\cus_natives_randommanmelee_16_v1.00_mxd.wav,sounds\battle\cus_natives_randommanmelee_17_v1.00_mxd.wav,sounds\battle\cus_natives_randommanmelee_18_v1.00_mxd.wav,sounds\battle\cus_natives_randommanmelee_19_v1.00_mxd.wav,sounds\battle\cus_natives_randommanmelee_20_v1.00_mxd.wav,sounds\battle\cus_natives_randommanmelee_21_v1.00_mxd.wav,sounds\battle\cus_natives_randommanmelee_22_v1.00_mxd.wav,sounds\battle\cus_natives_randommanmelee_23_v1.00_mxd.wav,sounds\battle\cus_natives_randommanmelee_24_v1.00_mxd.wav,sounds\battle\cus_natives_randommanmelee_25_v1.00_mxd.wav,sounds\battle\cus_natives_randommanmelee_26_v1.00_mxd.wav,,,,,,,,,,,,,,,,,,,,,,
american_bridge_basic_piece02_destruct01,building_destroyed,1.000000,-2.000000,1.000000,0.880000,150.000000,3.000000,0.000000,80.000000,0.000000,random,sfx,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,1.000000,none,-1.000000,default,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,sfx\land\buildingdestructions\generic\emp_lib_destruction_genericwood_gme.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
american_bridge_refined_piece02_destruct01,building_destroyed,1.000000,-2.000000,1.000000,0.880000,150.000000,3.000000,0.000000,80.000000,0.000000,random,sfx,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,1.000000,none,-1.000000,default,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,sfx\land\buildingdestructions\generic\emp_lib_destruction_genericwood_gme.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
american_church_piece01_destruct01,building_destroyed,1.000000,-2.000000,1.000000,0.880000,150.000000,3.000000,0.000000,80.000000,0.000000,random,sfx,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,0.000000,0.000000,1.000000,none,-1.000000,default,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,sfx\land\buildingdestructions\america\emp_lib_destruction_americanchurchpiece01destruct01anim_gme.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
