version 2, schema cdir_events_dilemma_option_junctions_tables, guid 00f66b40-f5e5-49f2-a0ef-4003f35a7b79
unknown1(string)	unknown2(int)	unknown3(float)	unknown4(string)	unknown5(optstring)
"d_omen_ocean"	3626	0	"CND_MIN_TREASURY"	"2000"
"d_omen_ocean"	3631	0	"VAR_CHANCE"	"2"
"d_omen_ocean"	3640	0	"CND_FIRST_ROUND"	"20"
"d_omen_ocean"	3643	0	"CND_RELIGION"	"rel_buddhist"
"d_omen_ocean"	3646	0	"CND_CAMPAIGN"	"jap_shogun"
"d_omen_ocean"	3654	0	"CND_UNIQUE"	nil
"d_omen_ocean"	3661	0	"GEN_TARGET_NONE"	nil
"d_omen_ocean"	3666	0	"VAR_FOLLOWUP_CHANCE"	"25"
"d_omen_mountains"	3674	0	"CND_MIN_TREASURY"	"2000"
"d_omen_mountains"	3677	0	"VAR_CHANCE"	"2"
"d_omen_mountains"	3681	0	"CND_FIRST_ROUND"	"20"
"d_omen_mountains"	3690	0	"CND_RELIGION"	"rel_buddhist"
"d_omen_mountains"	3697	0	"CND_CAMPAIGN"	"jap_shogun"
"d_omen_mountains"	3701	0	"CND_UNIQUE"	nil
"d_omen_mountains"	3709	0	"GEN_TARGET_NONE"	nil
"d_omen_mountains"	3713	0	"VAR_FOLLOWUP_CHANCE"	"25"
"d_imperial_new_year"	3723	0	"VAR_FOLLOWUP_CHANCE"	"25"
"d_tribute_emperor"	3730	0	"VAR_FOLLOWUP_CHANCE"	"25"
"s_nanban_trade_west"	3736	0	"VAR_CHANCE"	"8"
"s_nanban_trade_west"	3740	0	"CND_CAMPAIGN"	"jap_shogun"
"s_nanban_trade_west"	3743	0	"GEN_TARGET_NONE"	nil
"s_nanban_trade_west"	3745	0	"CND_ROUNDS_UNTIL_NEXT"	"8"
"s_nanban_trade_west"	3768	0	"CND_MIN_COASTAL_REGIONS_OWNED"	"1"
"s_nanban_trade_west"	3770	0	"CND_FIRST_ROUND"	"16"
"s_nanban_trade_centre"	3772	0	"VAR_CHANCE"	"8"
"s_nanban_trade_centre"	3782	0	"CND_CAMPAIGN"	"jap_shogun"
"s_nanban_trade_centre"	3787	0	"GEN_TARGET_NONE"	nil
"s_nanban_trade_centre"	3790	0	"CND_ROUNDS_UNTIL_NEXT"	"8"
"s_nanban_trade_centre"	3798	0	"CND_FACTION"	"oda"
"s_nanban_trade_centre"	3805	0	"CND_FACTION"	"tokugawa"
"s_nanban_trade_centre"	3812	0	"CND_FACTION"	"iga_ninja"
"s_nanban_trade_centre"	3819	0	"CND_FACTION"	"takeda"
"s_nanban_trade_centre"	3835	0	"CND_MIN_COASTAL_REGIONS_OWNED"	"1"
"s_nanban_trade_centre"	3845	0	"CND_FIRST_ROUND"	"38"
"s_nanban_trade_east"	3855	0	"VAR_CHANCE"	"8"
"s_nanban_trade_east"	3859	0	"CND_CAMPAIGN"	"jap_shogun"
"s_nanban_trade_east"	3860	0	"GEN_TARGET_NONE"	nil
"s_nanban_trade_east"	3870	0	"CND_ROUNDS_UNTIL_NEXT"	"8"
"s_nanban_trade_east"	3871	0	"CND_FACTION"	"hojo"
"s_nanban_trade_east"	3875	0	"CND_FACTION"	"uesugi"
"s_nanban_trade_east"	3878	0	"CND_FACTION"	"date"
"s_nanban_trade_east"	3885	0	"CND_MIN_COASTAL_REGIONS_OWNED"	"1"
"s_nanban_trade_east"	3887	0	"CND_FIRST_ROUND"	"60"
"s_nanban_trade_west"	3888	0	"CND_RANDOM"	"25"
"s_nanban_trade_east"	3891	0	"CND_RANDOM"	"25"
"s_nanban_trade_centre"	3897	0	"CND_RANDOM"	"25"
"s_nanban_trade_west"	3901	0	"CND_FACTION"	"mori"
"s_nanban_trade_west"	3902	0	"CND_FACTION"	"chosokabe"
"s_nanban_trade_centre"	3911	0	"CND_DILEMMA_NOT_CHOSEN_FIRST"	"s_nanban_trade_centre"
"s_nanban_trade_east"	3913	0	"CND_DILEMMA_NOT_CHOSEN_FIRST"	"s_nanban_trade_east"
"s_nanban_trade_west"	3919	0	"CND_DILEMMA_NOT_CHOSEN_FIRST"	"s_nanban_trade_west"
"s_nanban_trade_west"	3920	0	"CND_BUILDING_LEVEL"	"SHO_Port_2_Trading_Port"
"s_nanban_trade_centre"	3926	0	"CND_BUILDING_LEVEL"	"SHO_Port_2_Trading_Port"
"s_nanban_trade_east"	3931	0	"CND_BUILDING_LEVEL"	"SHO_Port_2_Trading_Port"
"d_master_swordsman"	3932	0	"CND_MIN_TREASURY"	"3000"
"d_master_gunner"	3942	0	"CND_MIN_TREASURY"	"3000"
"d_master_cavalry"	3948	0	"CND_MIN_TREASURY"	"3000"
"d_master_archer"	3952	0	"CND_MIN_TREASURY"	"3000"
"s_nanban_trade_centre"	3960	0	"CND_NOT_BUILDING_LEVEL"	"SHO_Port_3_Nanban_Trade_Port"
"s_nanban_trade_east"	3965	0	"CND_NOT_BUILDING_LEVEL"	"SHO_Port_3_Nanban_Trade_Port"
"s_nanban_trade_west"	3971	0	"CND_NOT_BUILDING_LEVEL"	"SHO_Port_3_Nanban_Trade_Port"
"s_nanban_trade_centre"	3975	0	"CND_NOT_BUILDING_LEVEL"	"SHO_Port_4_Nanban_Quarter"
"s_nanban_trade_east"	3984	0	"CND_NOT_BUILDING_LEVEL"	"SHO_Port_4_Nanban_Quarter"
"s_nanban_trade_west"	3985	0	"CND_NOT_BUILDING_LEVEL"	"SHO_Port_4_Nanban_Quarter"
"s_nanban_trade_centre"	3989	0	"CND_NOT_RELIGION"	"rel_catholic"
"s_nanban_trade_east"	3999	0	"CND_NOT_RELIGION"	"rel_catholic"
"s_nanban_trade_west"	4009	0	"CND_NOT_RELIGION"	"rel_catholic"
"d_developmental_focus"	4013	0	"CND_NOT_TECHNOLOGY_RESEARCHED"	"shogun_civil_core_epic_architecture"
"d_developmental_focus"	4016	0	"CND_NOT_TECHNOLOGY_RESEARCHED"	"shogun_military_core_shih"
"d_tribute_shogun"	4019	0	"CND_NOT_OWNS_REGION"	"jap_yamashiro"
"d_tribute_emperor"	4029	0	"CND_NOT_REALM_DIVIDE"	nil
"d_disgruntled_vassal"	4037	0	"CND_MIN_TREASURY"	"1500"
"d_tribute_shogun"	4039	0	"CND_MAX_FAME_LEVEL"	"general_knowledge"
"s_disloyalty_major"	4043	0	"GEN_CND_NOT_DAIMYO"	nil
"s_disloyalty_major"	4052	0	"GEN_CND_MAX_CHARACTER_LOYALTY"	"1"
"s_disloyalty_major"	4054	0	"CND_ROUNDS_UNTIL_NEXT"	"4"
"s_meritorious_action"	4056	0	"CND_ROUNDS_UNTIL_NEXT"	"16"
"s_meritorious_action"	4057	0	"GEN_CND_NOT_DAIMYO"	nil
"d_conflict_beliefs_buddhist"	4066	0	"VAR_FOLLOWUP_CHANCE"	"25"
"d_conflict_beliefs_christian"	4071	0	"VAR_FOLLOWUP_CHANCE"	"25"
"d_better_agent_missionary"	4079	0	"VAR_FOLLOWUP_CHANCE"	"25"
"d_better_agent_metsuke"	4083	0	"VAR_FOLLOWUP_CHANCE"	"25"
"d_ronin_swords"	4092	0	"CND_MIN_TREASURY"	"1250"
"d_ronin_spears"	4099	0	"CND_MIN_TREASURY"	"1250"
"d_better_agent_ninja"	4102	0	"CND_MIN_TREASURY"	"1500"
"d_better_agent_monk"	4111	0	"CND_MIN_TREASURY"	"1500"
"d_better_agent_missionary"	4113	0	"CND_MIN_TREASURY"	"1500"
"d_better_agent_metsuke"	4120	0	"CND_MIN_TREASURY"	"1500"
"s_meritorious_action"	4123	0	"CND_MIN_TREASURY"	"2500"
"d_omen_mountains"	4124	0	"CND_BUILDING_CHAIN"	"SHO_Buddhist"
"d_omen_ocean"	4133	0	"CND_BUILDING_CHAIN"	"SHO_Buddhist"
"d_omen_fire"	4141	0	"CND_BUILDING_CHAIN"	"SHO_Buddhist"
"d_omen_wind"	4148	0	"CND_BUILDING_CHAIN"	"SHO_Buddhist"
"d_hachiman_flock"	4150	0	"CND_BUILDING_CHAIN"	"SHO_Buddhist"
"d_nine_tailed_fox"	4151	0	"CND_BUILDING_CHAIN"	"SHO_Buddhist"
"d_three_legged_crow"	4158	0	"CND_BUILDING_CHAIN"	"SHO_Buddhist"
"d_better_agent_metsuke"	4162	0	"CND_BUILDING_LEVEL"	"SHO_Crafts_3_Merchant_Guild"
"d_better_agent_missionary"	4167	0	"CND_BUILDING_LEVEL"	"SHO_Christian_3_Church"
"d_better_agent_monk"	4177	0	"CND_BUILDING_LEVEL"	"SHO_Buddhist_2_Monastery"
"d_better_agent_ninja"	4178	0	"CND_BUILDING_LEVEL"	"SHO_Stealth_2_Gambling_Hall"
"s_matter_of_honour_minor"	4180	0	"GEN_CND_MIN_CHARACTER_LOYALTY"	"2"
"d_auxiliary_supplies"	4186	0	"CND_CAMPAIGN"	"tut_shogun"
"d_bountiful_harvest"	4195	0	"CND_CAMPAIGN"	"tut_shogun"
"d_nine_tailed_fox"	4199	0	"CND_CAMPAIGN"	"tut_shogun"
"d_ronin_swords"	4207	0	"CND_CAMPAIGN"	"tut_shogun"
"d_ronin_spears"	4212	0	"CND_CAMPAIGN"	"tut_shogun"
"d_tribute_emperor"	4218	0	"CND_CAMPAIGN"	"tut_shogun"
"d_martial_priorities"	4225	0	"CND_CAMPAIGN"	"tut_shogun"
"d_developmental_focus"	4233	0	"CND_CAMPAIGN"	"tut_shogun"
"d_ronin_swords"	4235	0	"GEN_CND_REGION_ENEMY_NEIGHBOURS"	nil
"d_ronin_spears"	4238	0	"GEN_CND_REGION_ENEMY_NEIGHBOURS"	nil
"s_nanban_trade_east"	4239	0	"CND_INCIDENT_NOT_GENERATED"	"i_nanban_trade_nondilemma"
"s_nanban_trade_centre"	4242	0	"CND_INCIDENT_NOT_GENERATED"	"i_nanban_trade_nondilemma"
"s_nanban_trade_west"	4251	0	"CND_INCIDENT_NOT_GENERATED"	"i_nanban_trade_nondilemma"
"d_developmental_focus"	4259	0	"CND_LAST_ROUND"	"230"
"d_conflict_beliefs_buddhist"	4264	0	"GEN_CND_REGION_NOT_RELIGION"	"rel_ikko"
"d_conflict_beliefs_christian"	4268	0	"GEN_CND_REGION_NOT_RELIGION"	"rel_ikko"
"d_gaijin_trouble"	4276	0	"CND_NOT_RELIGION"	"rel_ikko"
"d_better_agent_metsuke"	4285	0	"CND_NOT_IS_SHOGUN"	nil
"d_tribute_shogun"	4286	0	"CND_NOT_RELIGION"	"rel_ikko"
"d_tribute_emperor"	4287	0	"CND_NOT_RELIGION"	"rel_ikko"
"d_imperial_new_year"	4291	0	"CND_NOT_RELIGION"	"rel_ikko"
"d_ronin_swords"	4293	0	"CND_NOT_RELIGION"	"rel_ikko"
"d_ronin_spears"	4297	0	"CND_NOT_RELIGION"	"rel_ikko"
"s_disloyalty_major"	4303	0	"GEN_CND_NOT_OWNS_REGION"	nil
"d_tribute_shogun"	4305	0	"CND_NOT_REALM_DIVIDE"	nil
"d_gem_developmental_focus"	4309	0	"CND_LAST_ROUND"	"230"
"d_gem_developmental_focus"	4318	0	"CND_NOT_TECHNOLOGY_RESEARCHED"	"gempei_civil_core_way_of_chi"
"d_gem_developmental_focus"	4321	0	"CND_NOT_TECHNOLOGY_RESEARCHED"	"gempei_military_core_bushido"
"d_gem_developmental_focus"	4323	0	"GEN_TARGET_NONE"	nil
"d_gem_developmental_focus"	4324	0	"CND_CAMPAIGN"	"jap_gempei"
"d_gem_developmental_focus"	4332	0	"CND_ROUNDS_UNTIL_NEXT"	"48"
"d_gem_developmental_focus"	4333	0	"CND_FIRST_ROUND"	"8"
"d_gem_developmental_focus"	4337	0	"VAR_CHANCE"	"5"
"d_gem_developmental_focus"	4344	0	"CND_MIN_REGIONS_OWNED"	"3"
"d_gem_omen_mountains"	4348	0	"CND_BUILDING_CHAIN"	"GEM_Buddhist"
"d_gem_omen_ocean"	4358	0	"CND_BUILDING_CHAIN"	"GEM_Buddhist"
"d_gem_omen_fire"	4366	0	"CND_BUILDING_CHAIN"	"GEM_Buddhist"
"d_gem_omen_wind"	4367	0	"CND_BUILDING_CHAIN"	"GEM_Buddhist"
"d_gem_hachiman_flock"	4376	0	"CND_BUILDING_CHAIN"	"GEM_Port"
"d_gem_hachiman_flock"	4381	0	"CND_BUILDING_CHAIN"	"GEM_Buddhist"
"d_gem_three_legged_gem_crow"	4387	0	"CND_BUILDING_CHAIN"	"GEM_Buddhist"
"d_gem_nine_tailed_gem_fox"	4397	0	"CND_BUILDING_CHAIN"	"GEM_Farming"
"d_gem_nine_tailed_gem_fox"	4398	0	"CND_BUILDING_CHAIN"	"GEM_Buddhist"
"d_gem_omen_wind"	4403	0	"CND_CAMPAIGN"	"jap_gempei"
"d_gem_omen_fire"	4406	0	"CND_CAMPAIGN"	"jap_gempei"
"d_gem_omen_ocean"	4410	0	"CND_CAMPAIGN"	"jap_gempei"
"d_gem_omen_mountains"	4416	0	"CND_CAMPAIGN"	"jap_gempei"
"d_gem_hachiman_flock"	4418	0	"CND_CAMPAIGN"	"jap_gempei"
"d_gem_three_legged_gem_crow"	4428	0	"CND_CAMPAIGN"	"jap_gempei"
"d_gem_nine_tailed_gem_fox"	4429	0	"CND_CAMPAIGN"	"jap_gempei"
"d_gem_omen_wind"	4430	0	"CND_FIRST_ROUND"	"20"
"d_gem_omen_fire"	4432	0	"CND_FIRST_ROUND"	"20"
"d_gem_omen_ocean"	4435	0	"CND_FIRST_ROUND"	"20"
"d_gem_omen_mountains"	4440	0	"CND_FIRST_ROUND"	"20"
"d_gem_hachiman_flock"	4450	0	"CND_FIRST_ROUND"	"12"
"d_gem_three_legged_gem_crow"	4460	0	"CND_FIRST_ROUND"	"20"
"d_gem_nine_tailed_gem_fox"	4469	0	"CND_FIRST_ROUND"	"20"
"d_gem_hachiman_flock"	4471	0	"CND_MIN_COASTAL_REGIONS_OWNED"	"1"
"d_gem_omen_wind"	4472	0	"CND_MIN_TREASURY"	"2000"
"d_gem_omen_fire"	4481	0	"CND_MIN_TREASURY"	"2000"
"d_gem_omen_ocean"	4488	0	"CND_MIN_TREASURY"	"2000"
"d_gem_omen_mountains"	4497	0	"CND_MIN_TREASURY"	"2000"
"d_gem_hachiman_flock"	4503	0	"CND_MIN_WAR"	"3"
"d_gem_three_legged_gem_crow"	4511	0	"CND_MIN_WAR"	"4"
"d_gem_nine_tailed_gem_fox"	4520	0	"CND_MIN_WAR"	"3"
"d_gem_omen_wind"	4521	0	"CND_UNIQUE"	nil
"d_gem_omen_fire"	4523	0	"CND_UNIQUE"	nil
"d_gem_omen_ocean"	4525	0	"CND_UNIQUE"	nil
"d_gem_omen_mountains"	4530	0	"CND_UNIQUE"	nil
"d_gem_hachiman_flock"	4537	0	"CND_UNIQUE"	nil
"d_gem_three_legged_gem_crow"	4538	0	"CND_UNIQUE"	nil
"d_gem_nine_tailed_gem_fox"	4547	0	"CND_UNIQUE"	nil
"d_gem_omen_wind"	4557	0	"GEN_TARGET_NONE"	nil
"d_gem_omen_fire"	4567	0	"GEN_TARGET_NONE"	nil
"d_gem_omen_ocean"	4571	0	"GEN_TARGET_NONE"	nil
"d_gem_omen_mountains"	4581	0	"GEN_TARGET_NONE"	nil
"d_gem_hachiman_flock"	4591	0	"GEN_TARGET_NONE"	nil
"d_gem_three_legged_gem_crow"	4600	0	"GEN_TARGET_NONE"	nil
"d_gem_nine_tailed_gem_fox"	4610	0	"GEN_TARGET_NONE"	nil
"d_gem_omen_wind"	4616	0	"VAR_CHANCE"	"2"
"d_gem_omen_fire"	4619	0	"VAR_CHANCE"	"2"
"d_gem_omen_ocean"	4627	0	"VAR_CHANCE"	"2"
"d_gem_omen_mountains"	4631	0	"VAR_CHANCE"	"2"
"d_gem_hachiman_flock"	4641	0	"VAR_CHANCE"	"2"
"d_gem_three_legged_gem_crow"	4645	0	"VAR_CHANCE"	"2"
"d_gem_nine_tailed_gem_fox"	4655	0	"VAR_CHANCE"	"2"
"d_gem_omen_wind"	4656	0	"VAR_FOLLOWUP_CHANCE"	"25"
"d_gem_omen_fire"	4664	0	"VAR_FOLLOWUP_CHANCE"	"25"
"d_gem_omen_ocean"	4673	0	"VAR_FOLLOWUP_CHANCE"	"25"
"d_gem_omen_mountains"	4676	0	"VAR_FOLLOWUP_CHANCE"	"25"
"d_auxiliary_supplies"	4681	0	"CND_CAMPAIGN"	"jap_gempei"
"d_intoxication"	4684	0	"CND_CAMPAIGN"	"jap_gempei"
"d_martial_priorities"	4686	0	"CND_CAMPAIGN"	"jap_gempei"
"d_master_archer"	4695	0	"CND_CAMPAIGN"	"jap_gempei"
"d_master_swordsman"	4700	0	"CND_CAMPAIGN"	"jap_gempei"
"s_disloyalty_major"	4702	0	"CND_CAMPAIGN"	"jap_gempei"
"d_gem_enryakuji"	4705	0	"VAR_CHANCE"	"3"
"d_gem_enryakuji"	4710	0	"CND_FIRST_ROUND"	"12"
"d_gem_enryakuji"	4717	0	"CND_UNIQUE"	nil
"d_gem_enryakuji"	4726	0	"VAR_FOLLOWUP_CHANCE"	"25"
"d_gem_enryakuji"	4736	0	"CND_CAMPAIGN"	"jap_gempei"
"d_gem_enryakuji"	4741	0	"GEN_TARGET_NONE"	nil
"d_gem_enryakuji"	4751	0	"CND_OWNS_REGION"	"gem_yamashiro"
"d_gem_enryakuji"	4756	0	"CND_DILEMMA_NOT_CHOSEN_SECOND"	"d_gem_miidera"
"d_gem_enryakuji"	4759	0	"CND_DILEMMA_NOT_CHOSEN_SECOND"	"d_gem_todaiji"
"d_gem_enryakuji"	4769	0	"CND_DILEMMA_NOT_CHOSEN_SECOND"	"d_gem_kofukuji"
"d_gem_enryakuji"	4774	0	"CND_DILEMMA_NOT_CHOSEN_FIRST"	"d_gem_miidera"
"d_gem_miidera"	4784	0	"VAR_CHANCE"	"5"
"d_gem_miidera"	4787	0	"CND_FIRST_ROUND"	"12"
"d_gem_miidera"	4790	0	"CND_UNIQUE"	nil
"d_gem_miidera"	4793	0	"VAR_FOLLOWUP_CHANCE"	"25"
"d_gem_miidera"	4803	0	"CND_CAMPAIGN"	"jap_gempei"
"d_gem_miidera"	4805	0	"GEN_TARGET_NONE"	nil
"d_gem_miidera"	4806	0	"CND_OWNS_REGION"	"gem_yamashiro"
"d_gem_miidera"	4812	0	"CND_DILEMMA_NOT_CHOSEN_SECOND"	"d_gem_enryakuji"
"d_gem_miidera"	4819	0	"CND_DILEMMA_NOT_CHOSEN_SECOND"	"d_gem_todaiji"
"d_gem_miidera"	4824	0	"CND_DILEMMA_NOT_CHOSEN_SECOND"	"d_gem_kofukuji"
"d_gem_miidera"	4829	0	"CND_DILEMMA_NOT_CHOSEN_FIRST"	"d_gem_enryakuji"
"d_gem_todaiji"	4832	0	"VAR_CHANCE"	"5"
"d_gem_todaiji"	4839	0	"CND_FIRST_ROUND"	"12"
"d_gem_todaiji"	4849	0	"CND_UNIQUE"	nil
"d_gem_todaiji"	4853	0	"VAR_FOLLOWUP_CHANCE"	"25"
"d_gem_todaiji"	4856	0	"CND_CAMPAIGN"	"jap_gempei"
"d_gem_todaiji"	4861	0	"GEN_TARGET_NONE"	nil
"d_gem_todaiji"	4868	0	"CND_OWNS_REGION"	"gem_yamato"
"d_gem_todaiji"	4876	0	"CND_DILEMMA_NOT_CHOSEN_SECOND"	"d_gem_enryakuji"
"d_gem_todaiji"	4881	0	"CND_DILEMMA_NOT_CHOSEN_SECOND"	"d_gem_kofukuji"
"d_gem_todaiji"	4890	0	"CND_DILEMMA_NOT_CHOSEN_SECOND"	"d_gem_miidera"
"d_gem_kofukuji"	4900	0	"VAR_CHANCE"	"5"
"d_gem_kofukuji"	4905	0	"CND_FIRST_ROUND"	"12"
"d_gem_kofukuji"	4913	0	"CND_UNIQUE"	nil
"d_gem_kofukuji"	4914	0	"VAR_FOLLOWUP_CHANCE"	"25"
"d_gem_kofukuji"	4915	0	"CND_CAMPAIGN"	"jap_gempei"
"d_gem_kofukuji"	4924	0	"GEN_TARGET_NONE"	nil
"d_gem_kofukuji"	4934	0	"CND_OWNS_REGION"	"gem_yamato"
"d_gem_kofukuji"	4939	0	"CND_DILEMMA_NOT_CHOSEN_SECOND"	"d_gem_enryakuji"
"d_gem_kofukuji"	4941	0	"CND_DILEMMA_NOT_CHOSEN_SECOND"	"d_gem_miidera"
"d_gem_kofukuji"	4946	0	"CND_DILEMMA_NOT_CHOSEN_SECOND"	"d_gem_todaiji"
"d_gem_enryakuji_plight"	4948	0	"VAR_CHANCE"	"5"
"d_gem_enryakuji_plight"	4949	0	"CND_FIRST_ROUND"	"12"
"d_gem_enryakuji_plight"	4956	0	"CND_UNIQUE"	nil
"d_gem_enryakuji_plight"	4962	0	"VAR_FOLLOWUP_CHANCE"	"25"
"d_gem_enryakuji_plight"	4965	0	"CND_CAMPAIGN"	"jap_gempei"
"d_gem_enryakuji_plight"	4973	0	"GEN_TARGET_NONE"	nil
"d_gem_enryakuji_plight"	4976	0	"CND_OWNS_REGION"	"gem_yamashiro"
"d_gem_enryakuji_plight"	4982	0	"CND_DILEMMA_CHOSEN_FIRST"	"d_gem_enryakuji"
"d_gem_miidera_plight"	4990	0	"VAR_CHANCE"	"5"
"d_gem_miidera_plight"	4999	0	"CND_FIRST_ROUND"	"12"
"d_gem_miidera_plight"	5005	0	"CND_UNIQUE"	nil
"d_gem_miidera_plight"	5010	0	"VAR_FOLLOWUP_CHANCE"	"25"
"d_gem_miidera_plight"	5012	0	"CND_CAMPAIGN"	"jap_gempei"
"d_gem_miidera_plight"	5014	0	"GEN_TARGET_NONE"	nil
"d_gem_miidera_plight"	5021	0	"CND_OWNS_REGION"	"gem_yamashiro"
"d_gem_miidera_plight"	5024	0	"CND_DILEMMA_CHOSEN_FIRST"	"d_gem_miidera"
"d_gem_miidera_plight"	5029	0	"CND_MIN_TREASURY"	"2000"
"d_gem_enryakuji_plight"	5030	0	"CND_MIN_TREASURY"	"2000"
"d_better_agent_metsuke"	5031	0	"CND_NOT_IS_SHOGUN"	nil
"d_gem_enchantress"	5041	0	"CND_CAMPAIGN"	"jap_gempei"
"d_gem_enchantress"	5043	0	"VAR_CHANCE"	"3"
"d_gem_enchantress"	5052	0	"CND_FIRST_ROUND"	"12"
"d_gem_enchantress"	5059	0	"CND_UNIQUE"	nil
"d_gem_enchantress"	5060	0	"GEN_TARGET_NONE"	nil
"d_gem_family_dues"	5068	0	"CND_CAMPAIGN"	"jap_gempei"
"d_gem_family_dues"	5073	0	"VAR_CHANCE"	"3"
"d_gem_family_dues"	5083	0	"CND_FIRST_ROUND"	"24"
"d_gem_family_dues"	5088	0	"CND_UNIQUE"	nil
"d_gem_family_dues"	5091	0	"VAR_FOLLOWUP_CHANCE"	"40"
"d_gem_family_dues"	5097	0	"GEN_TARGET_NONE"	nil
"d_gem_family_dues"	5102	0	"CND_MIN_REGIONS_OWNED"	"4"
"d_gem_justice"	5105	0	"CND_CAMPAIGN"	"jap_gempei"
"d_gem_justice"	5108	0	"VAR_CHANCE"	"3"
"d_gem_justice"	5109	0	"CND_FIRST_ROUND"	"12"
"d_gem_justice"	5119	0	"CND_UNIQUE"	nil
"d_gem_justice"	5121	0	"VAR_FOLLOWUP_CHANCE"	"40"
"d_gem_justice"	5130	0	"GEN_TARGET_NONE"	nil
"d_gem_young_thief"	5138	0	"CND_CAMPAIGN"	"jap_gempei"
"d_gem_young_thief"	5148	0	"VAR_CHANCE"	"3"
"d_gem_young_thief"	5154	0	"CND_FIRST_ROUND"	"24"
"d_gem_young_thief"	5158	0	"CND_UNIQUE"	nil
"d_gem_young_thief"	5161	0	"VAR_FOLLOWUP_CHANCE"	"75"
"d_gem_young_thief"	5165	0	"GEN_TARGET_NONE"	nil
"d_gem_warrior_tax"	5168	0	"CND_CAMPAIGN"	"jap_gempei"
"d_gem_warrior_tax"	5175	0	"VAR_CHANCE"	"3"
"d_gem_warrior_tax"	5180	0	"CND_FIRST_ROUND"	"24"
"d_gem_warrior_tax"	5189	0	"CND_UNIQUE"	nil
"d_gem_warrior_tax"	5196	0	"VAR_FOLLOWUP_CHANCE"	"40"
"d_gem_warrior_tax"	5202	0	"GEN_TARGET_REGION"	nil
"d_gem_warrior_tax"	5209	0	"CND_MIN_REGIONS_OWNED"	"4"
"d_gem_warrior_tax"	5214	0	"CND_NOT_OWNS_REGION"	"gem_yamashiro"
"d_gem_warrior_tax"	5221	0	"GEN_CND_OWNS"	nil
"d_gem_migrant_labourers"	5223	0	"CND_CAMPAIGN"	"jap_gempei"
"d_gem_migrant_labourers"	5229	0	"VAR_CHANCE"	"3"
"d_gem_migrant_labourers"	5236	0	"CND_FIRST_ROUND"	"24"
"d_gem_migrant_labourers"	5242	0	"CND_UNIQUE"	nil
"d_gem_migrant_labourers"	5252	0	"VAR_FOLLOWUP_CHANCE"	"75"
"d_gem_migrant_labourers"	5260	0	"GEN_TARGET_NONE"	nil
"d_gem_migrant_labourers"	5262	0	"CND_MIN_REGIONS_OWNED"	"4"
"d_gem_eiga_monogatari"	5268	0	"CND_CAMPAIGN"	"jap_gempei"
"d_gem_eiga_monogatari"	5278	0	"CND_FACTION"	"gem_minamoto_kamakura"
"d_gem_eiga_monogatari"	5281	0	"CND_FACTION"	"gem_minamoto_kiso"
"d_gem_eiga_monogatari"	5288	0	"CND_FACTION"	"gem_taira_fukuhara"
"d_gem_eiga_monogatari"	5292	0	"CND_FACTION"	"gem_taira_yashima"
"d_gem_eiga_monogatari"	5302	0	"VAR_CHANCE"	"4"
"d_gem_eiga_monogatari"	5303	0	"CND_FIRST_ROUND"	"12"
"d_gem_eiga_monogatari"	5307	0	"CND_UNIQUE"	nil
"d_gem_eiga_monogatari"	5309	0	"VAR_FOLLOWUP_CHANCE"	"40"
"d_gem_eiga_monogatari"	5318	0	"GEN_TARGET_NONE"	nil
"d_gem_eiga_monogatari"	5326	0	"CND_HAS_AGENT"	"gempei_dancer"
"d_gem_eiga_monogatari_fujiwara"	5331	0	"CND_CAMPAIGN"	"jap_gempei"
"d_gem_eiga_monogatari_fujiwara"	5336	0	"CND_FACTION"	"gem_fujiwara_hiraizumi"
"d_gem_eiga_monogatari_fujiwara"	5338	0	"CND_FACTION"	"gem_fujiwara_kubota"
"d_gem_eiga_monogatari_fujiwara"	5345	0	"VAR_CHANCE"	"4"
"d_gem_eiga_monogatari_fujiwara"	5347	0	"CND_FIRST_ROUND"	"12"
"d_gem_eiga_monogatari_fujiwara"	5353	0	"CND_UNIQUE"	nil
"d_gem_eiga_monogatari_fujiwara"	5358	0	"VAR_FOLLOWUP_CHANCE"	"40"
"d_gem_eiga_monogatari_fujiwara"	5360	0	"GEN_TARGET_NONE"	nil
"d_gem_eiga_monogatari_fujiwara"	5367	0	"CND_HAS_AGENT"	"gempei_dancer"
"d_gem_heiji_monogatari_minamoto"	5369	0	"CND_CAMPAIGN"	"jap_gempei"
"d_gem_heiji_monogatari_minamoto"	5372	0	"CND_FACTION"	"gem_minamoto_kamakura"
"d_gem_heiji_monogatari_minamoto"	5380	0	"CND_FACTION"	"gem_minamoto_kiso"
"d_gem_heiji_monogatari_minamoto"	5390	0	"VAR_CHANCE"	"4"
"d_gem_heiji_monogatari_minamoto"	5394	0	"CND_FIRST_ROUND"	"12"
"d_gem_heiji_monogatari_minamoto"	5395	0	"CND_UNIQUE"	nil
"d_gem_heiji_monogatari_minamoto"	5396	0	"VAR_FOLLOWUP_CHANCE"	"100"
"d_gem_heiji_monogatari_minamoto"	5406	0	"GEN_TARGET_NONE"	nil
"d_gem_heiji_monogatari_taira"	5412	0	"CND_CAMPAIGN"	"jap_gempei"
"d_gem_heiji_monogatari_taira"	5413	0	"CND_FACTION"	"gem_taira_fukuhara"
"d_gem_heiji_monogatari_taira"	5417	0	"CND_FACTION"	"gem_taira_yashima"
