version 1, schema building_culture_variants_tables
Building_IDRef(string)	Culture(string)	Battle_Model(optstring)	Campaign_Map_Model(optstring)	Campaign_Map_Model_2(optstring)	Localised_Description(optstring)	Icon__Info_Picture(optstring)
"naval_college"	"middle_east"	nil	"OTT_city_naval_lvl3"	nil	"naval_college_european"	"OTT_city_naval_lvl3"
"naval_hospital"	"european"	nil	"EU_port_military_lvl4_hospital"	nil	"naval_hospital_european"	"EU_port_military_lvl4_hospital"
"naval_hospital"	"indian"	nil	"IND_port_military_lvl4_hospital"	nil	"naval_hospital_european"	"IND_port_military_lvl4_hospital"
"naval_hospital"	"middle_east"	nil	"OTT_port_military_lvl4_hospital"	nil	"naval_hospital_european"	"OTT_port_military_lvl4_hospital"
"open_gem_pit"	"european"	nil	nil	"all_resource_mining_gems_lvl1_blend"	"open_gem_pit_european"	"ALL_resource_mining_gems_lvl1"
"open_gem_pit"	"indian"	nil	nil	"all_resource_mining_gems_lvl1_blend"	"open_gem_pit_european"	"ALL_resource_mining_gems_lvl1"
"open_gem_pit"	"middle_east"	nil	nil	"all_resource_mining_gems_lvl1_blend"	"open_gem_pit_european"	"ALL_resource_mining_gems_lvl1"
"open_gem_pit"	"tribal"	nil	"NA_city_pitmine_lvl1_gems_blend"	nil	"open_gem_pit_tribal"	"NA_city_pitmine_lvl1_gems"
"opera_house"	"european"	nil	"EU_city_culture_lvl2"	nil	"opera_house_european"	"EU_city_culture_lvl2"
"opera_house"	"indian"	nil	"IND_city_culture_lvl2"	nil	"opera_house_indian"	"IND_city_culture_lvl2"
"opera_house"	"middle_east"	nil	"OTT_city_culture_lvl2"	nil	"opera_house_middle_east"	"OTT_city_culture_lvl2"
"ordnance_board"	"european"	nil	"EU_city_artillery_lvl5"	nil	"ordnance_board_european"	"EU_city_artillery_lvl5"
"ordnance_board"	"indian"	nil	"IND_city_artillery_lvl5"	nil	"ordnance_board_european"	"IND_city_artillery_lvl5"
"ordnance_board"	"middle_east"	nil	"OTT_city_artillery_lvl5"	nil	"ordnance_board_european"	"OTT_city_artillery_lvl5"
"ordnance_factory"	"european"	nil	"EU_city_artillery_lvl2"	nil	"ordnance_factory_european"	"EU_city_artillery_lvl2"
"ordnance_factory"	"indian"	nil	"IND_city_artillery_lvl2"	nil	"ordnance_factory_european"	"IND_city_artillery_lvl2"
"ordnance_factory"	"middle_east"	nil	"OTT_city_artillery_lvl2"	nil	"ordnance_factory_european"	"OTT_city_artillery_lvl2"
"pleasure_gardens"	"european"	nil	"EU_town_happy_lvl4"	nil	"pleasure_gardens_european"	"EU_town_happy_lvl4"
"pleasure_gardens"	"indian"	nil	"IND_town_happy_lvl4"	nil	"pleasure_gardens_indian"	"IND_town_happy_lvl4"
"pleasure_gardens"	"middle_east"	nil	"OTT_town_happy_lvl4"	nil	"pleasure_gardens_indian"	"OTT_town_happy_lvl4"
"pottery_workshops"	"european"	nil	"EU_town_ind_lvl2_pottery"	nil	"pottery_workshops_european"	"EU_town_ind_lvl2_pottery"
"pottery_workshops"	"indian"	nil	"IND_town_ind_lvl2_pottery"	nil	"pottery_workshops_european"	"IND_town_ind_lvl2_pottery"
"pottery_workshops"	"middle_east"	nil	"OTT_town_ind_lvl2_pottery"	nil	"pottery_workshops_european"	"OTT_town_ind_lvl2_pottery"
"pottery_workshops"	"tribal"	nil	"NA_town_craft_lvl02pots"	nil	"pottery_workshops_tribal"	"NA_town_craft_lvl02pots"
"rice_farming_commune"	"european"	nil	"EU_resource_ricepaddy_lvl3"	nil	"rice_farming_commune_european"	"EU_resource_ricepaddy_lvl3"
"rice_farming_commune"	"indian"	nil	"IND_resource_ricepaddy_lvl3"	nil	"rice_farming_commune_european"	"IND_resource_ricepaddy_lvl3"
"rice_farming_commune"	"middle_east"	nil	"OTT_resource_ricepaddy_lvl3"	nil	"rice_farming_commune_european"	"OTT_resource_ricepaddy_lvl3"
"rice_farms"	"european"	nil	"EU_resource_ricepaddy_lvl2"	nil	"rice_farms_european"	"EU_resource_ricepaddy_lvl2"
"rice_farms"	"indian"	nil	"IND_resource_ricepaddy_lvl2"	nil	"rice_farms_european"	"IND_resource_ricepaddy_lvl2"
"rice_farms"	"middle_east"	nil	"OTT_resource_ricepaddy_lvl2"	nil	"rice_farms_european"	"OTT_resource_ricepaddy_lvl2"
"rice_paddies"	"european"	nil	"EU_resource_ricepaddy_lvl1"	nil	"rice_paddies_european"	"EU_resource_ricepaddy_lvl1"
"rice_paddies"	"indian"	nil	"IND_resource_ricepaddy_lvl1"	nil	"rice_paddies_european"	"IND_resource_ricepaddy_lvl1"
"rice_paddies"	"middle_east"	nil	"OTT_resource_ricepaddy_lvl1"	nil	"rice_paddies_european"	"OTT_resource_ricepaddy_lvl1"
"rice_paddies"	"tribal"	nil	"NA_resource_plantation_lvl1_blend"	nil	"rice_paddies_tribal"	"NA_resource_plantation_lvl01"
"school"	"european"	nil	"EU_town_education_lvl1"	nil	"school_european"	"EU_town_education_lvl1"
"school"	"indian"	nil	"IND_town_education_lvl1"	nil	"school_european"	"IND_town_education_lvl1"
"school"	"middle_east"	nil	"OTT_town_education_lvl1"	nil	"school_european"	"OTT_town_education_lvl1"
"settlement_fortifications"	"european"	"fort_town"	"EU_building_placeholder"	nil	"settlement_fortifications"	"EU_walls_1"
"settlement_fortifications"	"indian"	"fort_indian_small"	"EU_building_placeholder"	nil	"settlement_fortifications"	"IND_walls_1"
"settlement_fortifications"	"middle_east"	"fort_ottoman_small"	"EU_building_placeholder"	nil	"settlement_fortifications"	"OTT_walls_1"
"sheep_clearances"	"european"	nil	nil	"EU_resource_farm_lvl3_sheep"	"sheep_clearances_european"	"EU_resource_farm_lvl3_sheep"
"sheep_clearances"	"indian"	nil	nil	"IND_resource_farm_lvl3_sheep"	"sheep_clearances_european"	"IND_resource_farm_lvl3_sheep"
"sheep_clearances"	"middle_east"	nil	nil	"Ott_resource_farm_lvl3_sheep"	"sheep_clearances_european"	"OTT_resource_farm_lvl3_sheep"
"sheep_great_estates"	"european"	nil	nil	"EU_resource_farm_lvl4_sheep"	"sheep_great_estates_european"	"EU_resource_farm_lvl4_sheep"
"sheep_great_estates"	"indian"	nil	nil	"IND_resource_farm_lvl4_sheep"	"sheep_great_estates_european"	"IND_resource_farm_lvl4_sheep"
"sheep_great_estates"	"middle_east"	nil	nil	"Ott_resource_farm_lvl4_sheep"	"sheep_great_estates_european"	"OTT_resource_farm_lvl4_sheep"
"sheep_great_royal_palace"	"european"	nil	"EU_resource_farm_lvl5_sheep"	nil	"sheep_great_royal_palace_european"	"EU_resource_farm_lvl5"
"sheep_great_royal_palace"	"indian"	nil	"IND_resource_farm_lvl5_sheep"	nil	"sheep_great_royal_palace_european"	"IND_resource_farm_lvl5"
"sheep_great_royal_palace"	"middle_east"	nil	"Ott_resource_farm_lvl5_sheep"	nil	"sheep_great_royal_palace_european"	"OTT_resource_farm_lvl5"
"sheep_peasant_farms"	"european"	nil	nil	"EU_resource_farm_lvl1_sheep"	"sheep_peasant_farms_european"	"EU_resource_farm_lvl1_sheep"
"sheep_peasant_farms"	"indian"	nil	nil	"IND_resource_farm_lvl1_sheep"	"sheep_peasant_farms_european"	"IND_resource_farm_lvl1_sheep"
"sheep_peasant_farms"	"middle_east"	nil	nil	"Ott_resource_farm_lvl1_sheep"	"sheep_peasant_farms_european"	"OTT_resource_farm_lvl1_sheep"
"sheep_peasant_farms"	"tribal"	nil	nil	"NA_resource_ sheepfarm_lvl01_blend"	"sheep_peasant_farms_tribal"	"NA_resource_cornfarm_lvl01"
"sheep_tenanted_farms"	"european"	nil	nil	"EU_resource_farm_lvl2_sheep"	"sheep_tenanted_farms_european"	"EU_resource_farm_lvl2_sheep"
"sheep_tenanted_farms"	"indian"	nil	nil	"IND_resource_farm_lvl2_sheep"	"sheep_tenanted_farms_european"	"IND_resource_farm_lvl2_sheep"
"sheep_tenanted_farms"	"middle_east"	nil	nil	"Ott_resource_farm_lvl2_sheep"	"sheep_tenanted_farms_european"	"OTT_resource_farm_lvl2_sheep"
"sheep_tenanted_farms"	"tribal"	nil	nil	"NA_resource_ sheepfarm_lvl02_blend"	"sheep_tenanted_farms_tribal"	"NA_resource_cornfarm_lvl02"
"shipyard"	"european"	nil	"EU_port_military_lvl1"	nil	"shipyard_european"	"EU_port_military_lvl1"
"shipyard"	"indian"	nil	"IND_port_military_lvl1"	nil	"shipyard_european"	"IND_port_military_lvl1"
"shipyard"	"middle_east"	nil	"OTT_port_military_lvl1"	nil	"shipyard_european"	"OTT_port_military_lvl1"
"silver_mine"	"european"	nil	nil	"all_resource_mining_silver_lvl1_blend"	"gold_mine_european"	"ALL_resource_mining_silver_lvl1"
"silver_mine"	"indian"	nil	nil	"all_resource_mining_silver_lvl1_blend"	"gold_mine_european"	"ALL_resource_mining_silver_lvl1"
"silver_mine"	"middle_east"	nil	nil	"all_resource_mining_silver_lvl1_blend"	"gold_mine_european"	"ALL_resource_mining_silver_lvl1"
"silver_mine"	"tribal"	nil	"NA_city_pitmine_lvl1_silver_blend"	nil	"silver_mine_tribal"	"NA_city_pitmine_lvl1_silver"
"small_coffee_plantation"	"european"	nil	"EU_resource_plantation_coffee_lvl1"	nil	"small_coffee_plantation_european"	"EU_resource_plantation_coffee_lvl1"
"small_coffee_plantation"	"indian"	nil	"IND_resource_plantation_coffee_lvl1"	nil	"small_coffee_plantation_european"	"IND_resource_plantation_coffee_lvl1"
"small_coffee_plantation"	"middle_east"	nil	"OTT_resource_plantation_coffee_lvl1"	nil	"small_coffee_plantation_european"	"OTT_resource_plantation_coffee_lvl1"
"small_coffee_plantation"	"tribal"	nil	"NA_resource_plantation_lvl1_coffee_blend"	nil	"small_coffee_plantation_tribal"	"NA_resource_plantation_lvl1_coffee_blend"
"small_cotton_plantation"	"european"	nil	"EU_resource_plantation_cotton_lvl1"	nil	"small_coffee_plantation_european"	"EU_resource_plantation_cotton_lvl1"
"small_cotton_plantation"	"indian"	nil	"IND_resource_plantation_cotton_lvl1"	nil	"small_coffee_plantation_european"	"IND_resource_plantation_cotton_lvl1"
"small_cotton_plantation"	"middle_east"	nil	"OTT_resource_plantation_cotton_lvl1"	nil	"small_coffee_plantation_european"	"OTT_resource_plantation_cotton_lvl1"
"small_cotton_plantation"	"tribal"	nil	"NA_resource_plantation_lvl1_cotton_blend"	nil	"small_coffee_plantation_tribal"	"NA_resource_plantation_lvl1_cotton_blend"
"small_spices_plantation"	"european"	nil	"EU_resource_plantation_spices_lvl1"	nil	"small_coffee_plantation_european"	"EU_resource_plantation_spices_lvl1"
"small_spices_plantation"	"indian"	nil	"IND_resource_plantation_spices_lvl1"	nil	"small_coffee_plantation_european"	"IND_resource_plantation_spices_lvl1"
"small_spices_plantation"	"middle_east"	nil	"OTT_resource_plantation_spices_lvl1"	nil	"small_coffee_plantation_european"	"OTT_resource_plantation_spices_lvl1"
"small_sugar_plantation"	"european"	nil	"EU_resource_plantation_sugar_lvl1"	nil	"small_coffee_plantation_european"	"EU_resource_plantation_sugar_lvl1"
"small_sugar_plantation"	"indian"	nil	"IND_resource_plantation_sugar_lvl1"	nil	"small_coffee_plantation_european"	"IND_resource_plantation_sugar_lvl1"
"small_sugar_plantation"	"middle_east"	nil	"OTT_resource_plantation_sugar_lvl1"	nil	"small_coffee_plantation_european"	"OTT_resource_plantation_sugar_lvl1"
"small_sugar_plantation"	"tribal"	nil	"NA_resource_plantation_lvl1_sugar_blend"	nil	"small_coffee_plantation_tribal"	"NA_resource_plantation_lvl1_sugar_blend"
"small_tea_plantation"	"european"	nil	"EU_resource_plantation_tea_lvl1"	nil	"small_coffee_plantation_european"	"EU_resource_plantation_tea_lvl1"
"small_tea_plantation"	"indian"	nil	"IND_resource_plantation_tea_lvl1"	nil	"small_coffee_plantation_european"	"IND_resource_plantation_tea_lvl1"
"small_tea_plantation"	"middle_east"	nil	"OTT_resource_plantation_tea_lvl1"	nil	"small_coffee_plantation_european"	"OTT_resource_plantation_tea_lvl1"
"small_tea_plantation"	"tribal"	nil	"NA_resource_plantation_lvl1_tea_blend"	nil	"small_coffee_plantation_tribal"	"NA_resource_plantation_lvl1_tea_blend"
"small_tobacco_plantation"	"european"	nil	"EU_resource_plantation_tobacco_lvl1"	nil	"small_coffee_plantation_european"	"EU_resource_plantation_tobacco_lvl1"
"small_tobacco_plantation"	"indian"	nil	"IND_resource_plantation_tobacco_lvl1"	nil	"small_coffee_plantation_european"	"IND_resource_plantation_tobacco_lvl1"
"small_tobacco_plantation"	"middle_east"	nil	"OTT_resource_plantation_tobacco_lvl1"	nil	"small_coffee_plantation_european"	"OTT_resource_plantation_tobacco_lvl1"
"small_tobacco_plantation"	"tribal"	nil	"NA_resource_plantation_lvl1_tobacco_blend"	nil	"small_coffee_plantation_tribal"	"NA_resource_plantation_lvl1_coffee_blend"
"spices_warehouse"	"european"	nil	"EU_resource_plantation_spices_lvl3"	nil	"coffee_warehouse_european"	"EU_resource_plantation_spices_lvl3"
"spices_warehouse"	"indian"	nil	"IND_resource_plantation_spices_lvl3"	nil	"coffee_warehouse_european"	"IND_resource_plantation_spices_lvl3"
"spices_warehouse"	"middle_east"	nil	"OTT_resource_plantation_spices_lvl3"	nil	"coffee_warehouse_european"	"OTT_resource_plantation_spices_lvl3"
"star_fort"	"european"	"fort_star"	"EU_Fort_lvl5"	nil	"star_fort_european"	"EU_Fort_lvl5"
"star_fort"	"indian"	"fort_indian"	"IND_Fort_lvl5"	nil	"star_fort_indian"	"IND_Fort_lvl5"
"star_fort"	"middle_east"	"fort_ottoman"	"OTT_Fort_lvl5"	nil	"star_fort_indian"	"OTT_Fort_lvl5"
"steam_drydock"	"european"	nil	"EU_port_military_lvl4_steam"	nil	"steam_drydock_european"	"EU_port_military_lvl4_steam"
"steam_drydock"	"indian"	nil	"IND_port_military_lvl4_steam"	nil	"steam_drydock_european"	"IND_port_military_lvl4_steam"
"steam_drydock"	"middle_east"	nil	"OTT_port_military_lvl4_steam"	nil	"steam_drydock_european"	"OTT_port_military_lvl4_steam"
"steam_engine_factory"	"european"	nil	nil	"eu_town_ind_lvl4_metalworks"	"steam_engine_factory_european"	"EU_town_ind_lvl4_metalworks"
"steam_engine_factory"	"indian"	nil	nil	"ott_town_ind_lvl4_metalworks"	"steam_engine_factory_indian"	"IND_town_ind_lvl4_metalworks"
"steam_engine_factory"	"middle_east"	nil	nil	"ott_town_ind_lvl4_metalworks"	"steam_engine_factory_indian"	"OTT_town_ind_lvl4_metalworks"
"steam-powered_cloth_mill"	"european"	nil	nil	"eu_town_ind_lvl4_weavers"	"steam-powered_cloth_mill_european"	"EU_town_ind_lvl4_weavers"
"steam-powered_cloth_mill"	"indian"	nil	nil	"IND_town_ind_lvl4_weavers"	"steam-powered_cloth_mill_european"	"IND_town_ind_lvl4_weavers"
"steam-powered_cloth_mill"	"middle_east"	nil	nil	"ott_town_ind_lvl4_weavers"	"steam-powered_cloth_mill_european"	"OTT_town_ind_lvl4_weavers"
"steam-powered_sugar_mill"	"european"	nil	nil	"eu_resource_plantation_sugar_lvl4"	"steam-powered_sugar_mill_european"	"EU_resource_plantation_sugar_lvl4"
"steam-powered_sugar_mill"	"indian"	nil	nil	"IND_resource_plantation_sugar_lvl4"	"steam-powered_sugar_mill_european"	"IND_resource_plantation_sugar_lvl4"
"steam-powered_sugar_mill"	"middle_east"	nil	nil	"ott_resource_plantation_sugar_lvl4"	"steam-powered_sugar_mill_european"	"OTT_resource_plantation_sugar_lvl4"
"steam-pumped_gold_mine"	"european"	nil	nil	"eu_resource_mining_gold_lvl2_blend"	"steam-pumped_gold_mine_european"	"EU_resource_mining_gold_lvl2"
"steam-pumped_gold_mine"	"indian"	nil	nil	"IND_resource_mining_gold_lvl2"	"steam-pumped_gold_mine_european"	"IND_resource_mining_gold_lvl2"
"steam-pumped_gold_mine"	"middle_east"	nil	nil	"ott_resource_mining_gold_lvl2_blend"	"steam-pumped_gold_mine_european"	"OTT_resource_mining_gold_lvl2"
"steam-pumped_iron_mine"	"european"	nil	nil	"eu_resource_mining_iron_lvl2_blend"	"steam-pumped_gold_mine_european"	"EU_resource_mining_iron_lvl2"
"steam-pumped_iron_mine"	"indian"	nil	nil	"IND_resource_mining_iron_lvl2"	"steam-pumped_gold_mine_european"	"IND_resource_mining_iron_lvl2"
"steam-pumped_iron_mine"	"middle_east"	nil	nil	"ott_resource_mining_iron_lvl2_blend"	"steam-pumped_gold_mine_european"	"OTT_resource_mining_iron_lvl2"
"steam-pumped_silver_mine"	"european"	nil	nil	"eu_resource_mining_silver_lvl2_blend"	"steam-pumped_gold_mine_european"	"EU_resource_mining_silver_lvl2"
"steam-pumped_silver_mine"	"indian"	nil	nil	"IND_resource_mining_silver_lvl2"	"steam-pumped_gold_mine_european"	"IND_resource_mining_silver_lvl2"
"steam-pumped_silver_mine"	"middle_east"	nil	nil	"ott_resource_mining_silver_lvl2_blend"	"steam-pumped_gold_mine_european"	"OTT_resource_mining_silver_lvl2"
"sugar_warehouse"	"european"	nil	"EU_resource_plantation_sugar_lvl3"	nil	"coffee_warehouse_european"	"EU_resource_plantation_sugar_lvl3"
"sugar_warehouse"	"indian"	nil	"IND_resource_plantation_sugar_lvl3"	nil	"coffee_warehouse_european"	"IND_resource_plantation_sugar_lvl3"
"sugar_warehouse"	"middle_east"	nil	"OTT_resource_plantation_sugar_lvl3"	nil	"coffee_warehouse_european"	"OTT_resource_plantation_sugar_lvl3"
"tarmac_roads"	"european"	nil	"EU_building_placeholder"	nil	"roads_metalled"	"roads_tarmac"
"tarmac_roads"	"indian"	nil	"EU_building_placeholder"	nil	"roads_metalled_indian"	"roads_tarmac"
"tarmac_roads"	"middle_east"	nil	"EU_building_placeholder"	nil	"roads_metalled"	"roads_tarmac"
"tea_warehouse"	"european"	nil	"EU_resource_plantation_tea_lvl2"	nil	"coffee_warehouse_european"	"EU_resource_plantation_tea_lvl2"
"tea_warehouse"	"indian"	nil	"IND_resource_plantation_tea_lvl3"	nil	"coffee_warehouse_european"	"IND_resource_plantation_tea_lvl3"
"tea_warehouse"	"middle_east"	nil	"OTT_resource_plantation_tea_lvl3"	nil	"coffee_warehouse_european"	"OTT_resource_plantation_tea_lvl3"
"theatre"	"european"	nil	"EU_town_happy_lvl3"	nil	"theatre_european"	"EU_town_happy_lvl3"
"theatre"	"indian"	nil	"IND_town_happy_lvl3"	nil	"theatre_indian"	"IND_town_happy_lvl3"
"theatre"	"middle_east"	nil	"OTT_town_happy_lvl3"	nil	"theatre_middle_east"	"OTT_town_happy_lvl3"
"timber_logging_camp"	"european"	nil	"EU_resource_timber_lvl1"	nil	"timber_logging_camp_european"	"EU_resource_timber_lvl1"
"timber_logging_camp"	"indian"	nil	"IND_resource_timber_lvl1"	nil	"timber_logging_camp_european"	"IND_resource_timber_lvl1"
"timber_logging_camp"	"middle_east"	nil	"OTT_resource_timber_lvl1"	nil	"timber_logging_camp_european"	"OTT_resource_timber_lvl1"
"timber_lumber_mill"	"european"	nil	nil	"eu_resource_timber_lvl2_blend"	"timber_lumber_mill_european"	"EU_resource_timber_lvl2"
"timber_lumber_mill"	"indian"	nil	nil	"IND_resource_timber_lvl2"	"timber_lumber_mill_european"	"IND_resource_timber_lvl2"
"timber_lumber_mill"	"middle_east"	nil	nil	"ott_resource_timber_lvl2"	"timber_lumber_mill_european"	"OTT_resource_timber_lvl2"
"tobacco_warehouse"	"european"	nil	"EU_resource_plantation_tobacco_lvl3"	nil	"coffee_warehouse_european"	"EU_resource_plantation_tobacco_lvl3"
"tobacco_warehouse"	"indian"	nil	"IND_resource_plantation_tobacco_lvl3"	nil	"coffee_warehouse_european"	"IND_resource_plantation_tobacco_lvl3"
"tobacco_warehouse"	"middle_east"	nil	"OTT_resource_plantation_tobacco_lvl3"	nil	"coffee_warehouse_european"	"OTT_resource_plantation_tobacco_lvl3"
"trading_company"	"european"	nil	"EU_port_trade_lvl4"	nil	"trading_company_european"	"EU_port_trade_lvl4"
"trading_company"	"indian"	nil	"IND_port_trade_lvl4"	nil	"trading_company_european"	"IND_port_trade_lvl4"
"trading_company"	"middle_east"	nil	"OTT_port_trade_lvl4"	nil	"trading_company_european"	"OTT_port_trade_lvl4"
"trading_port"	"european"	nil	"EU_port_trade_lvl1"	nil	"trading_port_european"	"EU_port_trade_lvl1"
"trading_port"	"indian"	nil	"IND_port_trade_lvl1"	nil	"trading_port_european"	"IND_port_trade_lvl1"
"trading_port"	"middle_east"	nil	"OTT_port_trade_lvl1"	nil	"trading_port_european"	"OTT_port_trade_lvl1"
"tribal_ancestral_ground"	"tribal"	nil	"NA_city_religious_lvl3"	nil	"grand_opera_house_tribal"	"NA_city_religious_lvl3"
"tribal_burial_ground"	"tribal"	nil	"NA_city_religious_lvl2"	nil	"opera_house_tribal"	"NA_city_religious_lvl2"
"tribal_chiefs_lodge"	"tribal"	nil	"NA_city_chief_lvl02"	nil	"governors_residence_tribal"	"NA_city_chief_lvl02"
"tribal_confederation_of_tribes"	"tribal"	nil	"NA_city_chief_lvl04"	nil	"confederation_of_tribes_tribal"	"NA_city_chief_lvl04"
"tribal_corn_communal_farms"	"tribal"	nil	"NA_resource_cornfarm_lvl02"	nil	"corn_tenanted_farms_tribal"	"NA_resource_cornfarm_lvl02"
"tribal_corn_subsistence_farms"	"tribal"	nil	"NA_resource_cornfarm_lvl01"	nil	"corn_peasant_farms_tribal"	"NA_resource_cornfarm_lvl01"
"tribal_council_of_elders"	"tribal"	nil	"NA_city_chief_lvl01"	nil	"magistrate_tribal"	"NA_city_chief_lvl01"
"tribal_drill_grounds"	"tribal"	nil	"NA_town_warrior_lvl01"	nil	"military_billets_tribal"	"NA_town_warrior_lvl01"
"tribal_gunsmith"	"tribal"	nil	"NA_city_market_lvl2"	nil	"tribal_gunsmith_tribal"	"NA_city_market_lvl2"
"tribal_high_chiefs_lodge"	"tribal"	nil	"NA_city_chief_lvl03"	nil	"governors_mansion_tribal_gov_absolute_monarchy"	"NA_city_chief_lvl03"
"tribal_holy_ground"	"tribal"	nil	"NA_city_religious_lvl1"	nil	"conservatorium_tribal"	"NA_city_religious_lvl1"
"tribal_horse_breeder"	"tribal"	nil	"NA_town_horse_lvl01"	nil	"tribal_horse_breeder_tribal"	"NA_town_horse_lvl01"
"tribal_hunting_grounds"	"tribal"	nil	"NA_town_warrior_lvl02"	nil	"tribal_hunting_grounds_tribal"	"NA_town_warrior_lvl02"
"tribal_meeting_hall"	"tribal"	nil	"NA_town_happy_lvl02"	nil	"bawdy_house_tribal"	"NA_town_happy_lvl02"
"tribal_practice_fields"	"tribal"	nil	nil	"NA_town_horse_lvl02"	"tibal_practice_fields_tribal"	"NA_town_horse_lvl02"
"tribal_shamanic_gateway"	"tribal"	nil	"NA_town_spiritual_lvl02"	nil	"tribal_shamanic_gateway_tribal"	"NA_town_spiritual_lvl02"
"tribal_spiritual_circle"	"tribal"	nil	"NA_town_spiritual_lvl01"	nil	"tribal_spiritual_circle_tribal"	"NA_town_spiritual_lvl01"
"tribal_village_longhouse"	"tribal"	nil	"NA_town_happy_lvl01"	nil	"coaching_inn_tribal"	"NA_town_happy_lvl01"
"tribal_warrior_lodge"	"tribal"	nil	"NA_town_warrior_lvl03"	nil	"tribal_warrior_lodge_tribal"	"NA_town_warrior_lvl03"
"tribal_wheat_communal_farms"	"tribal"	nil	"NA_resource_wheatfarm_lvl2_blend"	nil	"wheat_tenanted_farms_tribal"	"NA_resource_wheatfarm_lvl2_blend"
"tribal_wheat_subsistence_farms"	"tribal"	nil	"NA_resource_wheatfarm_lvl1_blend"	nil	"wheat_peasant_farms_tribal"	"NA_resource_wheatfarm_lvl1_blend"
"university"	"european"	nil	"EU_town_education_lvl3_secular"	nil	"university_european"	"EU_town_education_lvl3_secular"
"university"	"indian"	nil	"IND_town_education_lvl3_secular"	nil	"university_european"	"IND_town_education_lvl3_secular"
"university"	"middle_east"	nil	"OTT_town_education_lvl3_secular"	nil	"university_european"	"OTT_town_education_lvl3_secular"
"vineyards"	"european"	nil	"EU_resource_vineyards_lvl1"	nil	"vineyards_european"	"EU_resource_vineyards_lvl1"
"vineyards"	"indian"	nil	"IND_resource_olives_lvl1"	nil	"vineyards_european"	"IND_resource_olives_lvl1"
"vineyards"	"middle_east"	nil	"OTT_resource_olives_lvl1"	nil	"vineyards_european"	"OTT_resource_olives_lvl1"
"water-powered_cloth_mill"	"european"	nil	nil	"eu_town_ind_lvl3_weavers"	"water-powered_cloth_mill_european"	"EU_town_ind_lvl3_weavers"
"water-powered_cloth_mill"	"indian"	nil	nil	"IND_town_ind_lvl3_weavers"	"water-powered_cloth_mill_european"	"IND_town_ind_lvl3_weavers"
"water-powered_cloth_mill"	"middle_east"	nil	nil	"ott_town_ind_lvl3_weavers"	"water-powered_cloth_mill_european"	"OTT_town_ind_lvl3_weavers"
"weavers_cottages"	"european"	nil	"EU_town_ind_lvl2_weavers"	nil	"weavers_cottages_european"	"EU_town_ind_lvl2_weavers"
"weavers_cottages"	"indian"	nil	"IND_town_ind_lvl2_weavers"	nil	"weavers_cottages_european"	"IND_town_ind_lvl2_weavers"
"weavers_cottages"	"middle_east"	nil	"OTT_town_ind_lvl2_weavers"	nil	"weavers_cottages_european"	"OTT_town_ind_lvl2_weavers"
"weavers_cottages"	"tribal"	nil	"NA_town_craft_lvl02weave"	nil	"weavers_cottages_tribal"	"NA_town_craft_lvl02weave"
"western_artillery_fort"	"european"	"fort_town"	"EU_Fort_lvl4"	nil	"western_artillery_fort_european"	"EU_Fort_lvl4"
"western_artillery_fort"	"indian"	"fort_indian_small"	"IND_Fort_lvl4"	nil	"western_artillery_fort_european"	"IND_Fort_lvl4"
"western_artillery_fort"	"middle_east"	"fort_ottoman_small"	"OTT_Fort_lvl4"	nil	"western_artillery_fort_european"	"OTT_Fort_lvl4"
"wheat_clearances"	"european"	nil	nil	"EU_resource_farm_lvl3_wheat"	"sheep_clearances_european"	"EU_resource_farm_lvl3_wheat"
"wheat_clearances"	"indian"	nil	nil	"IND_resource_farm_lvl3_wheat"	"sheep_clearances_european"	"IND_resource_farm_lvl3_wheat"
"wheat_clearances"	"middle_east"	nil	nil	"Ott_resource_farm_lvl3_wheat"	"sheep_clearances_european"	"OTT_resource_farm_lvl3_wheat"
"wheat_great_estates"	"european"	nil	nil	"EU_resource_farm_lvl4_wheat"	"sheep_great_estates_european"	"EU_resource_farm_lvl4_wheat"
"wheat_great_estates"	"indian"	nil	nil	"IND_resource_farm_lvl4_wheat"	"sheep_great_estates_european"	"IND_resource_farm_lvl4_wheat"
"wheat_great_estates"	"middle_east"	nil	nil	"Ott_resource_farm_lvl4_wheat"	"sheep_great_estates_european"	"OTT_resource_farm_lvl4_wheat"
"wheat_great_royal_palace"	"european"	nil	"EU_resource_farm_lvl5_wheat"	nil	"sheep_great_royal_palace_european"	"EU_resource_farm_lvl5"
"wheat_great_royal_palace"	"indian"	nil	"IND_resource_farm_lvl5_wheat"	nil	"sheep_great_royal_palace_european"	"IND_resource_farm_lvl5"
"wheat_great_royal_palace"	"middle_east"	nil	"Ott_resource_farm_lvl5_wheat"	nil	"sheep_great_royal_palace_european"	"OTT_resource_farm_lvl5"
"wheat_peasant_farms"	"european"	nil	nil	"EU_resource_farm_lvl1_wheat"	"sheep_peasant_farms_european"	"EU_resource_farm_lvl1_wheat"
"wheat_peasant_farms"	"indian"	nil	nil	"IND_resource_farm_lvl1_wheat"	"sheep_peasant_farms_european"	"IND_resource_farm_lvl1_wheat"
"wheat_peasant_farms"	"middle_east"	nil	nil	"Ott_resource_farm_lvl1_wheat"	"sheep_peasant_farms_european"	"OTT_resource_farm_lvl1_wheat"
