version 1, schema names_tables, guid 7d0cdbfd-a2c0-4027-9913-2e00d2f8dacc
Name_ID(string)	Unknown1(string)	Type(string)	Unknown2(string)	Unknown3(int)	Unknown4(boolean)	Unknown5(string)
"names_boshin_british"	"Olivier"	"surname"	"b"	1	false	"2147324745"
"names_boshin_british"	"Orrell"	"forename"	"m"	1	false	"2147328769"
"names_boshin_british"	"Orval"	"forename"	"m"	1	false	"2147328777"
"names_boshin_british"	"Orville"	"forename"	"m"	1	false	"2147328784"
"names_boshin_british"	"Osbert"	"forename"	"m"	1	false	"2147328788"
"names_boshin_british"	"Osborne"	"surname"	"b"	1	false	"2147324755"
"names_boshin_british"	"Oswald"	"forename"	"m"	1	false	"2147328805"
"names_boshin_british"	"Owen"	"forename"	"m"	1	false	"2147328811"
"names_boshin_british"	"Paget"	"surname"	"b"	1	false	"2147324756"
"names_boshin_british"	"Paine"	"surname"	"b"	1	false	"2147324759"
"names_boshin_british"	"Patrick"	"surname"	"b"	1	false	"2147328815"
"names_boshin_british"	"Paul"	"forename"	"m"	1	false	"2147328819"
"names_boshin_british"	"Pearce"	"forename"	"m"	1	false	"2147328828"
"names_boshin_british"	"Peel"	"surname"	"b"	1	false	"2147324788"
"names_boshin_british"	"Peers"	"forename"	"m"	1	false	"2147328830"
"names_boshin_british"	"Pelham"	"surname"	"b"	1	false	"2147324796"
"names_boshin_british"	"Pennington"	"surname"	"b"	1	false	"2147324805"
"names_boshin_british"	"Perceval"	"surname"	"m"	1	false	"2147328834"
"names_boshin_british"	"Percey"	"surname"	"b"	1	false	"2147324807"
"names_boshin_british"	"Percival"	"forename"	"m"	1	false	"2147328841"
"names_boshin_british"	"Peregrine"	"forename"	"m"	1	false	"2147328845"
"names_boshin_british"	"Peyton"	"forename"	"m"	1	false	"2147328855"
"names_boshin_british"	"Phillip"	"forename"	"m"	1	false	"2147328866"
"names_boshin_british"	"Pickard"	"surname"	"b"	1	false	"2147324824"
"names_boshin_british"	"Piers"	"forename"	"m"	1	false	"2147328872"
"names_boshin_british"	"Pippin"	"forename"	"m"	1	false	"2147328879"
"names_boshin_british"	"Pitkethly"	"surname"	"b"	1	false	"2147324826"
"names_boshin_british"	"Plumber"	"surname"	"b"	1	false	"2147324834"
"names_boshin_british"	"Pope"	"surname"	"b"	1	false	"2147324838"
"names_boshin_british"	"Potter"	"surname"	"b"	1	false	"2147324846"
"names_boshin_british"	"Potts"	"surname"	"b"	1	false	"2147324851"
"names_boshin_british"	"Pratt"	"surname"	"b"	1	false	"2147324855"
"names_boshin_british"	"Puckle"	"surname"	"b"	1	false	"2147324879"
"names_boshin_british"	"Putnam"	"surname"	"b"	1	false	"2147324887"
"names_boshin_british"	"Quintin"	"forename"	"m"	1	false	"2147328890"
"names_boshin_british"	"Rackham"	"surname"	"b"	1	false	"2147324897"
"names_boshin_british"	"Radclyffe"	"forename"	"m"	1	false	"2147328900"
"names_boshin_british"	"Raftery"	"surname"	"b"	1	false	"2147324907"
"names_boshin_british"	"Ramsay"	"surname"	"b"	1	false	"2147324918"
"names_boshin_british"	"Randall"	"forename"	"m"	1	false	"2147328915"
"names_boshin_british"	"Randolf"	"forename"	"m"	1	false	"2147328919"
"names_boshin_british"	"Randolph"	"surname"	"b"	1	false	"2147324926"
"names_boshin_british"	"Rawdon"	"surname"	"b"	1	false	"2147324935"
"names_boshin_british"	"Rayner"	"surname"	"b"	1	false	"2147324944"
"names_boshin_british"	"Reed"	"surname"	"b"	1	false	"2147324947"
"names_boshin_british"	"Reginald"	"forename"	"m"	1	false	"2147328937"
"names_boshin_british"	"Reilly"	"forename"	"m"	1	false	"2147328942"
"names_boshin_british"	"Revere"	"surname"	"b"	1	false	"2147324950"
"names_boshin_british"	"Reynard"	"forename"	"m"	1	false	"2147328944"
"names_boshin_british"	"Reynell"	"surname"	"b"	1	false	"2147324954"
"names_boshin_british"	"Richard"	"forename"	"m"	1	false	"2147328946"
"names_boshin_british"	"Richardson"	"surname"	"b"	1	false	"2147324966"
"names_boshin_british"	"Riddell"	"surname"	"b"	1	false	"2147324970"
"names_boshin_british"	"Ridley"	"forename"	"m"	1	false	"2147328960"
"names_boshin_british"	"Robert"	"forename"	"m"	1	false	"2147328965"
"names_boshin_british"	"Roberts"	"surname"	"b"	1	false	"2147324990"
"names_boshin_british"	"Robin"	"forename"	"m"	1	false	"2147328971"
"names_boshin_british"	"Robinson"	"surname"	"b"	1	false	"2147324996"
"names_boshin_british"	"Roderick"	"forename"	"m"	1	false	"2147328972"
"names_boshin_british"	"Rodger"	"forename"	"m"	1	false	"2147328980"
"names_boshin_british"	"Rodham"	"surname"	"b"	1	false	"2147325005"
"names_boshin_british"	"Rodney"	"surname"	"b"	1	false	"2147325015"
"names_boshin_british"	"Roger"	"forename"	"m"	1	false	"2147328983"
"names_boshin_british"	"Roland"	"forename"	"m"	1	false	"2147328987"
"names_boshin_british"	"Rooke"	"surname"	"b"	1	false	"2147325021"
"names_boshin_british"	"Rose"	"surname"	"b"	1	false	"2147325026"
"names_boshin_british"	"Ross"	"forename"	"m"	1	false	"2147328991"
"names_boshin_british"	"Rowan"	"forename"	"m"	1	false	"2147328998"
"names_boshin_british"	"Rowland"	"forename"	"m"	1	false	"2147329002"
"names_boshin_british"	"Royston"	"forename"	"m"	1	false	"2147329009"
"names_boshin_british"	"Rudolph"	"forename"	"m"	1	false	"2147329012"
"names_boshin_british"	"Savage"	"surname"	"b"	1	false	"2147325035"
"names_boshin_british"	"Savidge"	"surname"	"b"	1	false	"2147325045"
"names_boshin_british"	"Scantlebury"	"surname"	"b"	1	false	"2147325049"
"names_boshin_british"	"Scarisbrick"	"surname"	"b"	1	false	"2147325059"
"names_boshin_british"	"Scarisbrook"	"surname"	"b"	1	false	"2147325064"
"names_boshin_british"	"Scott"	"surname"	"b"	1	false	"2147325065"
"names_boshin_british"	"Sean"	"forename"	"m"	1	false	"2147329029"
"names_boshin_british"	"Seth"	"forename"	"m"	1	false	"2147329045"
"names_boshin_british"	"Seymour"	"surname"	"b"	1	false	"2147325067"
"names_boshin_british"	"Shakerly"	"forename"	"m"	1	false	"2147329050"
"names_boshin_british"	"Shamus"	"forename"	"m"	1	false	"2147329058"
"names_boshin_british"	"Sharpe"	"surname"	"b"	1	false	"2147325068"
"names_boshin_british"	"Sharpthe"	"surname"	"b"	1	false	"2147325071"
"names_boshin_british"	"Shayne"	"surname"	"b"	1	false	"2147325081"
"names_boshin_british"	"Shays"	"surname"	"b"	1	false	"2147325087"
"names_boshin_british"	"Shelton"	"surname"	"b"	1	false	"2147325089"
"names_boshin_british"	"Shonk"	"surname"	"b"	1	false	"2147325102"
"names_boshin_british"	"Shovell"	"surname"	"b"	1	false	"2147325114"
"names_boshin_british"	"Sidney"	"forename"	"b"	1	false	"2147325124"
"names_boshin_british"	"Sigmund"	"forename"	"m"	1	false	"2147329070"
"names_boshin_british"	"Simeon"	"forename"	"m"	1	false	"2147329088"
"names_boshin_british"	"Simpson"	"surname"	"b"	1	false	"2147325132"
"names_boshin_british"	"Skivington"	"surname"	"b"	1	false	"2147325139"
"names_boshin_british"	"Sloughter"	"surname"	"b"	1	false	"2147325146"
"names_boshin_british"	"Smeaton"	"surname"	"b"	1	false	"2147325149"
"names_boshin_british"	"Snipt"	"surname"	"b"	1	false	"2147325153"
"names_boshin_british"	"Solley"	"surname"	"b"	1	false	"2147325161"
"names_boshin_british"	"Southwell"	"surname"	"b"	1	false	"2147325164"
"names_boshin_british"	"Spear"	"surname"	"b"	1	false	"2147325171"
"names_boshin_british"	"St John"	"surname"	"b"	1	false	"2147325178"
"names_boshin_british"	"Stanhope"	"surname"	"b"	1	false	"2147325180"
"names_boshin_british"	"Stapleton"	"surname"	"m"	1	false	"2147329103"
"names_boshin_british"	"Stephen"	"forename"	"m"	1	false	"2147329104"
"names_boshin_british"	"Stephenson"	"surname"	"b"	1	false	"2147325197"
"names_boshin_british"	"Sterre"	"surname"	"b"	1	false	"2147325199"
"names_boshin_british"	"Stibbert"	"surname"	"b"	1	false	"2147325210"
"names_boshin_british"	"Stickney"	"surname"	"b"	1	false	"2147325211"
"names_boshin_british"	"Stirling"	"forename"	"m"	1	false	"2147329107"
"names_boshin_british"	"Stockdale"	"surname"	"b"	1	false	"2147325219"
"names_boshin_british"	"Stonehouse"	"surname"	"b"	1	false	"2147325225"
"names_boshin_british"	"Stowell"	"surname"	"b"	1	false	"2147325229"
"names_boshin_british"	"Strachey"	"surname"	"b"	1	false	"2147325232"
"names_boshin_british"	"Stumbles"	"surname"	"b"	1	false	"2147325238"
"names_boshin_british"	"Sutherns"	"surname"	"b"	1	false	"2147325250"
"names_boshin_british"	"Sutton"	"surname"	"b"	1	false	"2147325258"
"names_boshin_british"	"Sweeney"	"surname"	"b"	1	false	"2147325267"
"names_boshin_british"	"Sydney"	"forename"	"b"	1	false	"2147325275"
"names_boshin_british"	"Sylvester"	"forename"	"m"	1	false	"2147329130"
"names_boshin_british"	"Tarleton"	"surname"	"b"	1	false	"2147325287"
"names_boshin_british"	"Tate"	"surname"	"b"	1	false	"2147325293"
"names_boshin_british"	"Templer"	"surname"	"b"	1	false	"2147325314"
"names_boshin_british"	"Thaddeus"	"forename"	"m"	1	false	"2147329137"
"names_boshin_british"	"Thompson"	"surname"	"b"	1	false	"2147325325"
"names_boshin_british"	"Thorne"	"surname"	"b"	1	false	"2147325334"
"names_boshin_british"	"Thornill"	"surname"	"b"	1	false	"2147325343"
"names_boshin_british"	"Thurlow"	"surname"	"b"	1	false	"2147325347"
"names_boshin_british"	"Thurston"	"surname"	"b"	1	false	"2147325352"
"names_boshin_british"	"Timothy"	"forename"	"m"	1	false	"2147329153"
"names_boshin_british"	"Tobin"	"forename"	"m"	1	false	"2147329161"
"names_boshin_british"	"Townshend"	"surname"	"b"	1	false	"2147325360"
"names_boshin_british"	"Tresadern"	"surname"	"b"	1	false	"2147325369"
"names_boshin_british"	"Trevithick"	"surname"	"b"	1	false	"2147325375"
"names_boshin_british"	"Tristram"	"forename"	"m"	1	false	"2147329176"
"names_boshin_british"	"Troilus"	"forename"	"m"	1	false	"2147329180"
"names_boshin_british"	"Trumbull"	"surname"	"b"	1	false	"2147325376"
"names_boshin_british"	"Turbervile"	"surname"	"b"	1	false	"2147325395"
"names_boshin_british"	"Turpin"	"surname"	"b"	1	false	"2147325398"
"names_boshin_british"	"Tyndale"	"surname"	"b"	1	false	"2147325407"
"names_boshin_british"	"Ulysses"	"forename"	"m"	1	false	"2147329194"
"names_boshin_british"	"Valentine"	"forename"	"m"	1	false	"2147329204"
"names_boshin_british"	"Vere"	"surname"	"b"	1	false	"2147325430"
"names_boshin_british"	"Vergil"	"forename"	"m"	1	false	"2147329212"
"names_boshin_british"	"Victor"	"forename"	"m"	1	false	"2147329232"
"names_boshin_british"	"Vincent"	"forename"	"m"	1	false	"2147329237"
"names_boshin_british"	"Virgo"	"surname"	"b"	1	false	"2147325438"
"names_boshin_british"	"Waine"	"surname"	"b"	1	false	"2147325440"
"names_boshin_british"	"Walhouse"	"surname"	"b"	1	false	"2147325445"
"names_boshin_british"	"Waller"	"surname"	"b"	1	false	"2147325454"
"names_boshin_british"	"Walpole"	"surname"	"b"	1	false	"2147325455"
"names_boshin_british"	"Watkins"	"surname"	"b"	1	false	"2147325482"
"names_boshin_british"	"Watson"	"surname"	"b"	1	false	"2147325492"
"names_boshin_british"	"Wavell"	"surname"	"b"	1	false	"2147325503"
"names_boshin_british"	"Webbe"	"surname"	"b"	1	false	"2147325517"
"names_boshin_british"	"Wedgewood"	"surname"	"b"	1	false	"2147325532"
"names_boshin_british"	"Wellesley"	"surname"	"b"	1	false	"2147325537"
"names_boshin_british"	"Westerman"	"surname"	"b"	1	false	"2147325546"
"names_boshin_british"	"Weston"	"surname"	"b"	1	false	"2147325553"
"names_boshin_british"	"Wetherell"	"surname"	"b"	1	false	"2147325561"
"names_boshin_british"	"Whately"	"surname"	"b"	1	false	"2147325566"
"names_boshin_british"	"Wheatley"	"surname"	"b"	1	false	"2147325568"
"names_boshin_british"	"Whetstone"	"surname"	"b"	1	false	"2147325584"
"names_boshin_british"	"Whitefield"	"surname"	"b"	1	false	"2147325596"
"names_boshin_british"	"Whitston"	"surname"	"b"	1	false	"2147325607"
"names_boshin_british"	"Whittingham"	"surname"	"b"	1	false	"2147325608"
"names_boshin_british"	"Widdrington"	"surname"	"b"	1	false	"2147325614"
"names_boshin_british"	"Wilberforce"	"surname"	"b"	1	false	"2147325615"
"names_boshin_british"	"Wilbur"	"forename"	"m"	1	false	"2147329257"
"names_boshin_british"	"Wilby"	"surname"	"b"	1	false	"2147325617"
"names_boshin_british"	"Wilfred"	"forename"	"m"	1	false	"2147329266"
"names_boshin_british"	"Willard"	"forename"	"m"	1	false	"2147329272"
"names_boshin_british"	"Willcocks"	"surname"	"b"	1	false	"2147325625"
"names_boshin_british"	"William"	"forename"	"m"	1	false	"2147329275"
"names_boshin_british"	"Williamson"	"surname"	"b"	1	false	"2147325642"
"names_boshin_british"	"Wilmot"	"surname"	"b"	1	false	"2147325657"
"names_boshin_british"	"Winthrop"	"surname"	"b"	1	false	"2147325660"
"names_boshin_british"	"Wodehouse"	"surname"	"b"	1	false	"2147325666"
"names_boshin_british"	"Woods"	"surname"	"b"	1	false	"2147325686"
"names_boshin_british"	"Woodson"	"surname"	"b"	1	false	"2147325691"
"names_boshin_british"	"Worsley"	"surname"	"b"	1	false	"2147325695"
"names_boshin_british"	"Xavier"	"forename"	"m"	1	false	"2147329284"
"names_boshin_british"	"Yonge"	"surname"	"b"	1	false	"2147325710"
"names_boshin_british"	"Yorke"	"surname"	"b"	1	false	"2147325721"
"names_boshin_british"	"Zachariah"	"forename"	"m"	1	false	"2147329286"
"names_boshin_french"	"Abney"	"surname"	"b"	1	false	"2147325738"
"names_boshin_french"	"Abraham"	"forename"	"m"	1	false	"2147329295"
"names_boshin_french"	"Adolphe-Édouard"	"forename"	"m"	1	false	"2147329306"
"names_boshin_french"	"Adrien"	"forename"	"m"	1	false	"2147329316"
"names_boshin_french"	"Adrien-Marie"	"forename"	"m"	1	false	"2147329326"
"names_boshin_french"	"Adélard"	"forename"	"m"	1	false	"2147329298"
"names_boshin_french"	"Aglionby"	"surname"	"b"	1	false	"2147325743"
"names_boshin_french"	"Agnew"	"surname"	"b"	1	false	"2147325747"
"names_boshin_french"	"Aiton"	"surname"	"b"	1	false	"2147325751"
"names_boshin_french"	"Alain"	"forename"	"m"	1	false	"2147329330"
"names_boshin_french"	"Alexandre"	"forename"	"m"	1	false	"2147329335"
"names_boshin_french"	"Alexis"	"forename"	"m"	1	false	"2147329337"
"names_boshin_french"	"Alphonse"	"forename"	"m"	1	false	"2147329341"
"names_boshin_french"	"Amadieu"	"forename"	"m"	1	false	"2147329348"
"names_boshin_french"	"Ambler"	"surname"	"b"	1	false	"2147325759"
"names_boshin_french"	"Ambroise"	"forename"	"m"	1	false	"2147329356"
"names_boshin_french"	"Ames"	"surname"	"b"	1	false	"2147325764"
"names_boshin_french"	"André"	"forename"	"m"	1	false	"2147329361"
"names_boshin_french"	"Anne Hilarion"	"forename"	"m"	1	false	"2147329364"
"names_boshin_french"	"Antoine"	"forename"	"m"	1	false	"2147329369"
"names_boshin_french"	"Antoine-Laurent"	"forename"	"m"	1	false	"2147329377"
"names_boshin_french"	"Antonin"	"forename"	"m"	1	false	"2147329386"
"names_boshin_french"	"Appert"	"surname"	"b"	1	false	"2147325771"
"names_boshin_french"	"Armand"	"forename"	"m"	1	false	"2147329393"
"names_boshin_french"	"Armel"	"forename"	"m"	1	false	"2147329399"
"names_boshin_french"	"Arnaud"	"forename"	"m"	1	false	"2147329405"
"names_boshin_french"	"Arouet"	"surname"	"b"	1	false	"2147325773"
"names_boshin_french"	"Auben"	"forename"	"m"	1	false	"2147329412"
"names_boshin_french"	"Aubert"	"forename"	"m"	1	false	"2147329422"
"names_boshin_french"	"Aubin"	"forename"	"m"	1	false	"2147329425"
"names_boshin_french"	"Audric"	"forename"	"m"	1	false	"2147329431"
"names_boshin_french"	"Augereau"	"surname"	"b"	1	false	"2147325774"
"names_boshin_french"	"Auguste"	"forename"	"m"	1	false	"2147329438"
"names_boshin_french"	"Augustin"	"forename"	"m"	1	false	"2147329441"
"names_boshin_french"	"Babeuf"	"surname"	"b"	1	false	"2147325782"
"names_boshin_french"	"Badeau"	"surname"	"b"	1	false	"2147325789"
"names_boshin_french"	"Bagot"	"surname"	"b"	1	false	"2147325796"
"names_boshin_french"	"Barnabe"	"forename"	"m"	1	false	"2147329447"
"names_boshin_french"	"Barras"	"surname"	"m"	1	false	"2147329448"
"names_boshin_french"	"Barret"	"surname"	"b"	1	false	"2147325797"
"names_boshin_french"	"Bart"	"surname"	"b"	1	false	"2147325799"
"names_boshin_french"	"Barthomieu"	"forename"	"m"	1	false	"2147329458"
"names_boshin_french"	"Barthélemy"	"surname"	"b"	1	false	"2147325803"
"names_boshin_french"	"Basile"	"forename"	"m"	1	false	"2147329460"
"names_boshin_french"	"Basset"	"surname"	"b"	1	false	"2147325808"
"names_boshin_french"	"Bastien"	"forename"	"m"	1	false	"2147329468"
"names_boshin_french"	"Baudouin"	"forename"	"m"	1	false	"2147329469"
"names_boshin_french"	"Beauchamp"	"surname"	"b"	1	false	"2147325817"
"names_boshin_french"	"Beaufort"	"surname"	"b"	1	false	"2147325822"
"names_boshin_french"	"Beaumarchais"	"surname"	"b"	1	false	"2147325830"
"names_boshin_french"	"Beauvais"	"surname"	"b"	1	false	"2147325839"
"names_boshin_french"	"Bedeau"	"surname"	"b"	1	false	"2147325849"
"names_boshin_french"	"Beecher"	"surname"	"b"	1	false	"2147325858"
"names_boshin_french"	"Belcher"	"surname"	"b"	1	false	"2147325867"
"names_boshin_french"	"Bellamont"	"surname"	"b"	1	false	"2147325873"
"names_boshin_french"	"Bellew"	"surname"	"b"	1	false	"2147325875"
"names_boshin_french"	"Belmont"	"surname"	"b"	1	false	"2147325881"
"names_boshin_french"	"Benezet"	"forename"	"m"	1	false	"2147329479"
"names_boshin_french"	"Benoit"	"forename"	"m"	1	false	"2147329484"
"names_boshin_french"	"Bernadotte"	"surname"	"m"	1	false	"2147329490"
"names_boshin_french"	"Bernard"	"forename"	"m"	1	false	"2147329494"
"names_boshin_french"	"Berry"	"surname"	"b"	1	false	"2147325888"
"names_boshin_french"	"Berthier"	"surname"	"b"	1	false	"2147325891"
"names_boshin_french"	"Berthollet"	"surname"	"m"	1	false	"2147329503"
"names_boshin_french"	"Bertrand"	"forename"	"m"	1	false	"2147329506"
"names_boshin_french"	"Bessières"	"surname"	"b"	1	false	"2147325898"
"names_boshin_french"	"Bigler"	"surname"	"b"	1	false	"2147325905"
"names_boshin_french"	"Blain"	"surname"	"b"	1	false	"2147325909"
"names_boshin_french"	"Bodine"	"surname"	"b"	1	false	"2147325912"
"names_boshin_french"	"Boileau"	"surname"	"b"	1	false	"2147325920"
"names_boshin_french"	"Bon-Adrien"	"forename"	"m"	1	false	"2147329509"
"names_boshin_french"	"Bonaparte"	"surname"	"b"	1	false	"2147325930"
"names_boshin_french"	"Bonner"	"surname"	"b"	1	false	"2147325935"
"names_boshin_french"	"Bontecou"	"surname"	"b"	1	false	"2147325943"
"names_boshin_french"	"Bossuet"	"surname"	"b"	1	false	"2147325944"
"names_boshin_french"	"Bovie"	"surname"	"b"	1	false	"2147325948"
"names_boshin_french"	"Brice"	"forename"	"m"	1	false	"2147329516"
"names_boshin_french"	"Brissot"	"surname"	"b"	1	false	"2147325949"
"names_boshin_french"	"Bruce"	"surname"	"b"	1	false	"2147325958"
"names_boshin_french"	"Bruyere"	"surname"	"b"	1	false	"2147325959"
"names_boshin_french"	"Bucher"	"surname"	"b"	1	false	"2147325966"
"names_boshin_french"	"Bussey"	"surname"	"b"	1	false	"2147325974"
"names_boshin_french"	"Bussy"	"surname"	"m"	1	false	"2147329526"
"names_boshin_french"	"Calonnes"	"surname"	"b"	1	false	"2147325983"
"names_boshin_french"	"Camille"	"forename"	"b"	1	false	"2147325991"
"names_boshin_french"	"Carnot"	"surname"	"b"	1	false	"2147325993"
"names_boshin_french"	"Caron"	"surname"	"b"	1	false	"2147325998"
"names_boshin_french"	"Case"	"surname"	"b"	1	false	"2147326002"
"names_boshin_french"	"Chaffee"	"surname"	"b"	1	false	"2147326012"
"names_boshin_french"	"Chamillart"	"surname"	"b"	1	false	"2147326021"
"names_boshin_french"	"Champney"	"surname"	"b"	1	false	"2147326031"
"names_boshin_french"	"Charles"	"forename"	"m"	1	false	"2147329527"
"names_boshin_french"	"Charles Maurice"	"forename"	"m"	1	false	"2147329530"
"names_boshin_french"	"Charles-Leon"	"forename"	"m"	1	false	"2147329540"
"names_boshin_french"	"Charles-Louis"	"forename"	"m"	1	false	"2147329544"
"names_boshin_french"	"Charlot"	"forename"	"m"	1	false	"2147329552"
"names_boshin_french"	"Charnock"	"surname"	"b"	1	false	"2147326033"
"names_boshin_french"	"Chateaubriand"	"surname"	"b"	1	true	"2147326043"
"names_boshin_french"	"Chevalier"	"forename"	"m"	1	false	"2147329559"
"names_boshin_french"	"Cholmondeley"	"surname"	"b"	1	false	"2147326052"
"names_boshin_french"	"Christophe"	"forename"	"m"	1	false	"2147329560"
"names_boshin_french"	"Clairault"	"surname"	"b"	1	false	"2147326053"
"names_boshin_french"	"Clare"	"surname"	"b"	1	false	"2147326057"
"names_boshin_french"	"Claude"	"forename"	"m"	1	false	"2147329568"
"names_boshin_french"	"Claude Ambroise"	"forename"	"m"	1	false	"2147329571"
"names_boshin_french"	"Claude-Perrin"	"forename"	"m"	1	false	"2147329574"
"names_boshin_french"	"Clément"	"forename"	"m"	1	false	"2147329579"
"names_boshin_french"	"Colbert"	"surname"	"b"	1	false	"2147326063"
"names_boshin_french"	"Colville"	"surname"	"b"	1	false	"2147326066"
"names_boshin_french"	"Constantin"	"forename"	"m"	1	false	"2147329588"
"names_boshin_french"	"Corday"	"surname"	"b"	1	false	"2147326073"
"names_boshin_french"	"Corneille"	"surname"	"b"	1	false	"2147326077"
"names_boshin_french"	"Cosmao"	"surname"	"b"	1	false	"2147326087"
"names_boshin_french"	"Cugnot"	"surname"	"b"	1	false	"2147326097"
"names_boshin_french"	"Dabney"	"surname"	"b"	1	false	"2147326111"
"names_boshin_french"	"Danton"	"surname"	"b"	1	false	"2147326127"
"names_boshin_french"	"Danvers"	"surname"	"b"	1	false	"2147326129"
"names_boshin_french"	"Darley"	"surname"	"b"	1	false	"2147326140"
"names_boshin_french"	"Darrell"	"surname"	"b"	1	false	"2147326149"
"names_boshin_french"	"Dautry"	"surname"	"b"	1	false	"2147326167"
"names_boshin_french"	"Davout"	"surname"	"b"	1	false	"2147326176"
"names_boshin_french"	"Dawnay"	"surname"	"b"	1	false	"2147326188"
"names_boshin_french"	"Decrès"	"surname"	"b"	1	false	"2147326462"
"names_boshin_french"	"Delaflotte"	"surname"	"b"	1	false	"2147326468"
"names_boshin_french"	"Delamater"	"surname"	"b"	1	false	"2147326474"
"names_boshin_french"	"Delancy"	"surname"	"b"	1	false	"2147326479"
"names_boshin_french"	"Delauney"	"surname"	"b"	1	false	"2147326483"
"names_boshin_french"	"Denis"	"forename"	"m"	1	false	"2147329621"
"names_boshin_french"	"Desaix"	"surname"	"b"	1	false	"2147326491"
"names_boshin_french"	"Descartes"	"surname"	"b"	1	false	"2147326500"
"names_boshin_french"	"Desjean"	"surname"	"b"	1	false	"2147326503"
"names_boshin_french"	"Desmoulins"	"surname"	"b"	1	false	"2147326509"
"names_boshin_french"	"Despréaux"	"surname"	"b"	1	false	"2147326517"
"names_boshin_french"	"Dessalines"	"surname"	"b"	1	false	"2147326523"
"names_boshin_french"	"Devereux"	"surname"	"b"	1	false	"2147326531"
"names_boshin_french"	"Deville"	"surname"	"b"	1	false	"2147326533"
"names_boshin_french"	"Diderot"	"forename"	"m"	1	false	"2147329636"
"names_boshin_french"	"Didier"	"forename"	"m"	1	false	"2147329644"
"names_boshin_french"	"Dion"	"forename"	"m"	1	false	"2147329645"
"names_boshin_french"	"Dominique"	"forename"	"m"	1	false	"2147329646"
"names_boshin_french"	"Donatien"	"forename"	"m"	1	false	"2147329652"
"names_boshin_french"	"Douai"	"surname"	"b"	1	false	"2147326558"
"names_boshin_french"	"Douay"	"surname"	"b"	1	false	"2147326562"
"names_boshin_french"	"Drouet"	"surname"	"b"	1	false	"2147326568"
"names_boshin_french"	"Duguay-Trouin"	"surname"	"b"	1	false	"2147326570"
"names_boshin_french"	"Dumouriez"	"surname"	"b"	1	false	"2147326573"
"names_boshin_french"	"Dupleix"	"surname"	"b"	1	false	"2147326576"
"names_boshin_french"	"Durand"	"surname"	"b"	1	false	"2147326586"
"names_boshin_french"	"Edgard"	"forename"	"m"	1	false	"2147329660"
"names_boshin_french"	"Edmond"	"forename"	"m"	1	false	"2147329664"
"names_boshin_french"	"Emery"	"forename"	"m"	1	false	"2147329673"
"names_boshin_french"	"Emmanuel"	"forename"	"m"	1	false	"2147329683"
"names_boshin_french"	"Eugène"	"forename"	"m"	1	false	"2147329705"
"names_boshin_french"	"Fabien"	"forename"	"m"	1	false	"2147329713"
"names_boshin_french"	"Fabrice"	"forename"	"m"	1	false	"2147329717"
"names_boshin_french"	"Facet"	"surname"	"b"	1	false	"2147326590"
"names_boshin_french"	"Fasset"	"surname"	"b"	1	false	"2147326597"
"names_boshin_french"	"Faucet"	"surname"	"b"	1	false	"2147326606"
"names_boshin_french"	"Ferdinand"	"forename"	"m"	1	false	"2147329723"
"names_boshin_french"	"Fernand"	"forename"	"m"	1	false	"2147329730"
"names_boshin_french"	"Ferrand"	"forename"	"m"	1	false	"2147329736"
"names_boshin_french"	"Ferrant"	"forename"	"m"	1	false	"2147329744"
"names_boshin_french"	"Florentin"	"forename"	"m"	1	false	"2147329748"
"names_boshin_french"	"Follet"	"surname"	"b"	1	false	"2147326609"
"names_boshin_french"	"Folliot"	"surname"	"b"	1	false	"2147326616"
"names_boshin_french"	"Fouche"	"surname"	"b"	1	false	"2147326620"
"names_boshin_french"	"Fouché"	"surname"	"b"	1	false	"2147326630"
"names_boshin_french"	"Fouquet"	"surname"	"b"	1	false	"2147326632"
"names_boshin_french"	"Fourmont"	"surname"	"b"	1	false	"2147326636"
"names_boshin_french"	"Franck"	"forename"	"m"	1	false	"2147329754"
"names_boshin_french"	"François"	"forename"	"m"	1	false	"2147329758"
"names_boshin_french"	"François Louis"	"forename"	"m"	1	false	"2147329761"
"names_boshin_french"	"François-Joseph"	"forename"	"m"	1	false	"2147329764"
"names_boshin_french"	"François-Marie"	"forename"	"m"	1	false	"2147329769"
"names_boshin_french"	"François-Paul"	"forename"	"m"	1	false	"2147329778"
"names_boshin_french"	"François-René"	"forename"	"m"	1	false	"2147329779"
"names_boshin_french"	"Frédéric"	"forename"	"m"	1	false	"2147329786"
"names_boshin_french"	"Félix"	"forename"	"m"	1	false	"2147329720"
"names_boshin_french"	"Gabriel"	"forename"	"m"	1	false	"2147329796"
"names_boshin_french"	"Garnier"	"surname"	"b"	1	false	"2147326640"
"names_boshin_french"	"Gascon"	"forename"	"m"	1	false	"2147329797"
"names_boshin_french"	"Gaspard"	"forename"	"m"	1	false	"2147329802"
"names_boshin_french"	"Gaston"	"forename"	"m"	1	false	"2147329807"
"names_boshin_french"	"Gaudin"	"surname"	"b"	1	false	"2147326648"
"names_boshin_french"	"Gautier"	"forename"	"m"	1	false	"2147329815"
"names_boshin_french"	"Geoffroi"	"forename"	"m"	1	false	"2147329823"
"names_boshin_french"	"Georges"	"forename"	"m"	1	false	"2147329828"
"names_boshin_french"	"Georges-Louis"	"forename"	"m"	1	false	"2147329831"
"names_boshin_french"	"Germain"	"surname"	"b"	1	false	"2147326650"
