version 1, schema effects_tables
Effect_ID(string)	Pip_Path(optstring)	Unknown1(int)
"tw_growth_taxes_fixed"	"data/ui/campaign ui/pips/effect_economy.tga"	0
"tw_growth_taxes_modifier"	"data/ui/campaign ui/pips/effect_economy.tga"	0
"tw_growth_technologies_fixed"	"data/ui/campaign ui/pips/effect_economy.tga"	924
"tw_growth_visible_tax_effect_extortionate"	"data/ui/campaign ui/pips/effect_economy.tga"	2
"tw_growth_visible_tax_effect_high"	"data/ui/campaign ui/pips/effect_economy.tga"	2
"tw_growth_visible_tax_effect_low"	"data/ui/campaign ui/pips/effect_economy.tga"	2
"tw_growth_visible_tax_effect_minimal"	"data/ui/campaign ui/pips/effect_economy.tga"	2
"tw_growth_visible_tax_effect_normal"	"data/ui/campaign ui/pips/effect_economy.tga"	2
"upkeep_cost_mod_category_artillery"	"data/ui/campaign ui/pips/effect_artillery.tga"	3009
"upkeep_cost_mod_category_cavalry"	"data/ui/campaign ui/pips/effect_cavalry.tga"	3010
"upkeep_cost_mod_category_dragoons"	"data/ui/campaign ui/pips/effect_cavalry.tga"	3008
"upkeep_cost_mod_category_elephants"	"data/ui/campaign ui/pips/effect_army.tga"	3005
"upkeep_cost_mod_category_infantry"	"data/ui/campaign ui/pips/effect_infantry.tga"	3011
"upkeep_cost_mod_category_naval_auxiliary"	"data/ui/campaign ui/pips/effect_navy.tga"	3004
"upkeep_cost_mod_category_naval_frigate"	"data/ui/campaign ui/pips/effect_navy.tga"	3007
"upkeep_cost_mod_category_naval_galley"	"data/ui/campaign ui/pips/effect_navy.tga"	3003
"upkeep_cost_mod_category_naval_line_of_battle"	"data/ui/campaign ui/pips/effect_navy.tga"	3002
"upkeep_cost_mod_category_naval_merchant"	"data/ui/campaign ui/pips/effect_navy.tga"	3001
"upkeep_cost_mod_category_naval_specialist"	"data/ui/campaign ui/pips/effect_navy.tga"	3006
"upkeep_cost_mod_class_skirmishers"	"data/ui/campaign ui/pips/effect_infantry.tga"	3014
"upkeep_cost_mod_land_all"	"data/ui/campaign ui/pips/effect_recruitment.tga"	3013
"upkeep_cost_mod_naval_all"	"data/ui/campaign ui/pips/effect_navy.tga"	3012
"Xcommodity_price_mod"	"data/ui/campaign ui/pips/effect_economy.tga"	0
"Xgdp_building"	"data/ui/campaign ui/pips/effect_pop_growth.tga"	0
"Xpop_growth_buildings"	"data/ui/campaign ui/pips/effect_pop_growth.tga"	0
"Xtax_cap"	"data/ui/campaign ui/pips/effect_economy.tga"	0
"Xtw_growth"	"data/ui/campaign ui/pips/effect_economy.tga"	0
"zeal_america"	nil	111
"zeal_europe"	nil	112
"zeal_india"	nil	113
"attrition_difficulty_addition"	nil	0
"conversion_pro_french"	"data/ui/campaign ui/pips/pip_pro_france.tga"	602
"conversion_anti_french"	"data/ui/campaign ui/pips/effect_anti_france.tga"	601
"happy_alignment_pro_french"	"data/ui/campaign ui/pips/effect_public_order.tga"	9030
"happy_alignment_anti_french"	"data/ui/campaign ui/pips/effect_public_order.tga"	9030
"agent_spawn_rate_priest"	"data/ui/campaign ui/pips/effect_characters.tga"	6
"agent_spawn_rate_propagandist"	"data/ui/campaign ui/pips/effect_characters.tga"	6
"agent_cap_priest"	"data/ui/campaign ui/pips/effect_characters.tga"	111
"agent_cap_propagandist"	"data/ui/campaign ui/pips/effect_characters.tga"	111
"agent_spawn_rate_mod_priest"	"data/ui/campaign ui/pips/effect_characters.tga"	100
"agent_spawn_rate_mod_propagandist"	"data/ui/campaign ui/pips/effect_characters.tga"	100
"agent_cap_guerrillero"	"data/ui/campaign ui/pips/effect_characters.tga"	111
"agent_spawn_rate_mod_guerrillero"	"data/ui/campaign ui/pips/effect_characters.tga"	100
"agent_spawn_rate_guerrillero"	"data/ui/campaign ui/pips/effect_characters.tga"	6
"recruitment_cost_mod_special_auxiliary"	"data/ui/campaign ui/pips/effect_infantry.tga"	2019
"upkeep_cost_mod_special_auxiliary"	"data/ui/campaign ui/pips/effect_infantry.tga"	2019
"upkeep_cost_mod_special_guerrilla"	"data/ui/campaign ui/pips/effect_infantry.tga"	2019
"recruitment_cost_mod_special_guerrilla"	"data/ui/campaign ui/pips/effect_infantry.tga"	2019
"experience_mod_special_guerrilla"	"data/ui/campaign ui/pips/effect_infantry.tga"	2019
"experience_mod_special_auxiliary"	"data/ui/campaign ui/pips/effect_infantry.tga"	2019
"replenishment_bonus_special_guerrilla"	"data/ui/campaign ui/pips/effect_army.tga"	2
"replenishment_bonus_special_auxiliary"	"data/ui/campaign ui/pips/effect_army.tga"	2
"guerrilla_reward_unit_bonus"	"data/ui/campaign ui/pips/effect_army.tga"	2
"trade_node_supply_mod"	"data/ui/campaign ui/pips/effect_trade.tga"	50
"conversion_pro_french_global"	"data/ui/campaign ui/pips/pip_pro_france.tga"	602
"conversion_anti_french_global"	"data/ui/campaign ui/pips/effect_anti_france.tga"	601
"zeal_spain"	"data/ui/campaign ui/pips/effect_persuasion.tga"	114
"hates_french"	"data/ui/campaign ui/pips/effect_general.tga"	1
"hates_british"	"data/ui/campaign ui/pips/effect_general.tga"	1
"happy_government_all"	"data/ui/campaign ui/pips/effect_public_order.tga"	9006
"Command_Land_Attack_Spain"	"data/ui/campaign ui/pips/effect_general.tga"	310
"happy_religion_anti_french"	"data/ui/campaign ui/pips/effect_public_order.tga"	9028
"happy_religion_pro_french"	"data/ui/campaign ui/pips/effect_public_order.tga"	9028
