key	on_screen_name	category	class	multiplayer_cost	multiplayer_late_cost	create_time	create_cost	unkeep	campaign_action_points	voice	icon_name	info_pic	unit_description_text	region_unit_resource	total_cap	multiplayer_category	mp_available_early	mp_available_middle	mp_available_late	prestige	armed_citizenry	total_cap_mp	unit_type_icon	use_onscreen_name	unit_caste	additional_building_level_requirement	religion_requirement	resource_requirement	in_encyclopedia	unit_recruited_movie	unique_index	is_male	num_audio_vo_variations	audio_language	vo_actor_numbers	supports_first_person
Boshin_Inf_Garrison_Infantry	Garrison Infantry	infantry_ranged	infantry_line	480	480	1	770	0	15	infantry_generic	placeholder	placeholder	Boshin_Inf_Line_Infantry		0	mp_bosh_line_inf	false	false	false	0	true	0	line_infantry	false	modern				true		1226	true	3	UK	3,12,15	false
Boshin_Inf_Light_Sharpshooters	Sharpshooters	infantry_ranged	infantry_light	1000	1000	1	840	110	15	infantry_generic	placeholder	placeholder	Boshin_Inf_Light_Sharpshooters		0	mp_bosh_skirmish_inf	true	true	true	0	false	0	light_infantry	false	modern				true		684	true	3	UK	3,12,15	false
Boshin_Inf_Light_Sharpshooters_MP	Sharpshooters	infantry_ranged	infantry_light	900	900	1	840	110	15	infantry_generic	placeholder	placeholder	Boshin_Inf_Light_Sharpshooters		0	mp_bosh_skirmish_inf	true	true	true	0	false	0	light_infantry	false	modern				true		1027	true	3	UK	3,12,15	false
Boshin_Inf_Light_Tosa_Riflemen	Tosa Riflemen	infantry_ranged	infantry_light	1300	1300	1	1030	130	15	infantry_generic	placeholder	placeholder	Boshin_Inf_Light_Tosa_Riflemen		0	mp_bosh_skirmish_inf	true	true	true	0	false	0	light_infantry	false	modern				true		767	true	3	UK	3,12,15	false
Boshin_Inf_Light_Tosa_Riflemen_MP	Tosa Riflemen	infantry_ranged	infantry_light	1300	1300	1	1030	130	15	infantry_generic	placeholder	placeholder	Boshin_Inf_Light_Tosa_Riflemen		0	mp_bosh_skirmish_inf	true	true	true	0	false	0	light_infantry	false	modern				true		1028	true	3	UK	3,12,15	false
Boshin_Inf_Light_Yugekitai	Yugekitai	infantry_ranged	infantry_light	1500	1500	1	1070	140	15	infantry_generic	placeholder	placeholder	Boshin_Inf_Light_Yugekitai		4	mp_bosh_skirmish_inf	true	true	true	0	false	0	light_infantry	false	modern				true		1255	true	3	UK	3,12,15	false
Boshin_Inf_Light_Yugekitai_MP	Yugekitai	infantry_ranged	infantry_light	1300	1300	1	1070	140	15	infantry_generic	placeholder	placeholder	Boshin_Inf_Light_Yugekitai		0	mp_bosh_skirmish_inf	true	true	true	0	false	0	light_infantry	false	modern				true		1252	true	3	UK	3,12,15	false
Boshin_Inf_Line_Azure_Dragon_Force	Azure Dragon Force	infantry_ranged	infantry_line	760	760	1	880	115	15	infantry_generic	placeholder	placeholder	Boshin_Inf_Line_Azure_Dragon_Force		0	mp_bosh_line_inf	true	true	true	0	false	0	line_infantry	false	modern				true		738	true	3	UK	3,12,15	false
Boshin_Inf_Line_Azure_Dragon_Force_MP	Azure Dragon Force	infantry_ranged	infantry_line	760	760	1	880	115	15	infantry_generic	placeholder	placeholder	Boshin_Inf_Line_Azure_Dragon_Force		0	mp_bosh_line_inf	true	true	true	0	false	0	line_infantry	false	modern				true		1029	true	3	UK	3,12,15	false
Boshin_Inf_Line_Black_Bear_Infantry	Black Bear Infantry	infantry_ranged	infantry_line	800	800	1	990	130	15	infantry_generic	placeholder	placeholder	Boshin_Inf_Line_Black_Bear_Infantry		0	mp_bosh_line_inf	true	true	true	0	false	0	line_infantry	false	modern				true		763	true	3	UK	3,12,15	false
Boshin_Inf_Line_Black_Bear_Infantry_MP	Black Bear Infantry	infantry_ranged	infantry_line	850	850	1	1160	150	15	infantry_generic	placeholder	placeholder	Boshin_Inf_Line_Black_Bear_Infantry		0	mp_bosh_line_inf	true	true	true	0	false	0	line_infantry	false	modern				true		1036	true	3	UK	3,12,15	false
Boshin_Inf_Line_Black_Tortoise_Force	Black Tortoise Force	infantry_ranged	infantry_line	660	660	1	770	100	15	infantry_generic	placeholder	placeholder	Boshin_Inf_Line_Black_Tortoise_Force		0	mp_bosh_line_inf	true	true	true	0	false	0	line_infantry	false	modern				true		736	true	3	UK	3,12,15	false
Boshin_Inf_Line_Black_Tortoise_Force_MP	Black Tortoise Force	infantry_ranged	infantry_line	660	660	1	770	100	15	infantry_generic	placeholder	placeholder	Boshin_Inf_Line_Black_Tortoise_Force		0	mp_bosh_line_inf	true	true	true	0	false	0	line_infantry	false	modern				true		1035	true	3	UK	3,12,15	false
Boshin_Inf_Line_Imperial_Infantry	Imperial Infantry	infantry_ranged	infantry_line	960	960	1	1200	160	15	infantry_generic	placeholder	placeholder	Boshin_Inf_Line_Imperial_Infantry		0	mp_bosh_line_inf	true	true	true	0	false	0	line_infantry	false	modern		inf_bos_imperial		true		827	true	3	UK	3,12,15	false
Boshin_Inf_Line_Imperial_Infantry_MP	Imperial Infantry	infantry_ranged	infantry_line	960	960	1	1200	160	15	infantry_generic	placeholder	placeholder	Boshin_Inf_Line_Imperial_Infantry		0	mp_bosh_line_inf	true	true	true	0	false	0	line_infantry	false	modern				true		1044	true	3	UK	3,12,15	false
Boshin_Inf_Line_Infantry	Line Infantry	infantry_ranged	infantry_line	720	720	1	770	100	15	infantry_generic	placeholder	placeholder	Boshin_Inf_Line_Infantry		0	mp_bosh_line_inf	true	true	true	0	false	0	line_infantry	false	modern				true		680	true	3	UK	3,12,15	false
Boshin_Inf_Line_Infantry_MP	Line Infantry	infantry_ranged	infantry_line	700	700	1	770	100	15	infantry_generic	placeholder	placeholder	Boshin_Inf_Line_Infantry		0	mp_bosh_line_inf	true	true	true	0	false	0	line_infantry	false	modern				false		1054	true	3	UK	3,12,15	false
Boshin_Inf_Line_Red_Bear_Infantry	Red Bear Infantry	infantry_ranged	infantry_line	800	800	1	990	130	15	infantry_generic	placeholder	placeholder	Boshin_Inf_Line_Red_Bear_Infantry		0	mp_bosh_line_inf	true	true	true	0	false	0	line_infantry	false	modern				true		754	true	3	UK	3,12,15	false
Boshin_Inf_Line_Red_Bear_Infantry_MP	Red Bear Infantry	infantry_ranged	infantry_line	750	750	1	1060	140	15	infantry_generic	placeholder	placeholder	Boshin_Inf_Line_Red_Bear_Infantry		0	mp_bosh_line_inf	true	true	true	0	false	0	line_infantry	false	modern				true		1060	true	3	UK	3,12,15	false
Boshin_Inf_Line_Republican_Infantry	Republican Infantry	infantry_ranged	infantry_line	960	960	1	1200	160	15	infantry_generic	placeholder	placeholder	Boshin__Inf_Line_Republican_Infantry		0	mp_bosh_line_inf	false	false	false	0	false	0	line_infantry	false	modern		inf_bos_self		true		1279	true	3	UK	3,12,15	false
Boshin_Inf_Line_Shinsengumi	Shinsengumi Police Force	infantry_ranged	infantry_line	900	900	1	1110	150	15	infantry_generic	placeholder	placeholder	Boshin_Inf_Line_Shinsengumi		0	mp_bosh_line_inf	true	true	true	0	false	0	line_infantry	false	traditional	bos_propaganda_4_shinsengumi_headquarters	inf_bos_shogunate		true		790	true	3	UK	3,12,15	false
Boshin_Inf_Line_Shinsengumi_MP	Shinsengumi Police Force	infantry_ranged	infantry_line	900	900	1	1110	150	15	infantry_generic	placeholder	placeholder	Boshin_Inf_Line_Shinsengumi		0	mp_bosh_line_inf	true	true	true	0	false	0	line_infantry	false	traditional				true		1066	true	3	UK	3,12,15	false
Boshin_Inf_Line_Shogunate_Infantry	Shogunate Infantry	infantry_ranged	infantry_line	960	960	1	1200	160	15	infantry_generic	placeholder	placeholder	Boshin_Inf_Line_Shogunate_Infantry		0	mp_bosh_line_inf	true	true	true	0	false	0	line_infantry	false	modern		inf_bos_shogunate		true		816	true	3	UK	3,12,15	false
Boshin_Inf_Line_Shogunate_Infantry_MP	Shogunate Infantry	infantry_ranged	infantry_line	960	960	1	1200	160	15	infantry_generic	placeholder	placeholder	Boshin_Inf_Line_Shogunate_Infantry		0	mp_bosh_line_inf	true	true	true	0	false	0	line_infantry	false	modern				true		1073	true	3	UK	3,12,15	false
Boshin_Inf_Line_Vermilion_Bird_Force	Vermilion Bird Force	infantry_ranged	infantry_line	1000	1000	1	990	130	15	infantry_generic	placeholder	placeholder	Boshin_Inf_Line_Vermillion_Bird_Force		0	mp_bosh_line_inf	true	true	true	0	false	0	line_infantry	false	modern				true		746	true	3	UK	3,12,15	false
Boshin_Inf_Line_Vermilion_Bird_Force_MP	Vermilion Bird Force	infantry_ranged	infantry_line	1000	1000	1	1320	130	15	infantry_generic	placeholder	placeholder	Boshin_Inf_Line_Vermillion_Bird_Force		0	mp_bosh_line_inf	true	true	true	0	false	0	line_infantry	false	modern				true		1077	true	3	UK	3,12,15	false
Boshin_Inf_Line_White_Bear_Infantry	White Bear Infantry	infantry_ranged	infantry_line	800	800	1	990	130	15	infantry_generic	placeholder	placeholder	Boshin_Inf_Line_White_Bear_Infantry		0	mp_bosh_line_inf	true	true	true	0	false	0	line_infantry	false	modern				true		759	true	3	UK	3,12,15	false
Boshin_Inf_Line_White_Bear_Infantry_MP	White Bear Infantry	infantry_ranged	infantry_line	800	800	1	1100	140	15	infantry_generic	placeholder	placeholder	Boshin_Inf_Line_White_Bear_Infantry		0	mp_bosh_line_inf	true	true	true	0	false	0	line_infantry	false	modern				true		1078	true	3	UK	3,12,15	false
Boshin_Inf_Line_White_Tiger_Force	White Tiger Force	infantry_ranged	infantry_militia	500	500	1	610	90	15	infantry_generic	placeholder	placeholder	Boshin_Inf_Line_White_Tiger_Force		0	mp_bosh_line_inf	true	true	true	0	false	0	line_infantry	false	modern				true		734	true	3	UK	3,12,15	false
Boshin_Inf_Line_White_Tiger_Force_MP	White Tiger Force	infantry_ranged	infantry_militia	500	500	1	610	90	15	infantry_generic	placeholder	placeholder	Boshin_Inf_Line_White_Tiger_Force		0	mp_bosh_line_inf	true	true	true	0	false	0	line_infantry	false	modern				true		1088	true	3	UK	3,12,15	false
Boshin_Inf_Militia_Levy_Infantry	Levy Infantry	infantry_ranged	infantry_militia	400	400	1	500	80	15	infantry_generic	placeholder	placeholder	Boshin_Inf_Militia_Levy_Infantry		0	mp_bosh_line_inf	true	true	true	0	false	0	line_infantry	false	modern				true		675	true	3	UK	3,12,15	false
Boshin_Inf_Militia_Levy_Infantry_Garrison	Levy Garrison Infantry	infantry_ranged	infantry_militia	400	400	1	500	0	15	infantry_generic	placeholder	placeholder	Boshin_Inf_Militia_Levy_Infantry		0	mp_bosh_line_inf	false	false	false	0	true	0	line_infantry	false	modern				true		1223	true	3	UK	3,12,15	false
Boshin_Inf_Militia_Levy_Infantry_MP	Levy Infantry	infantry_ranged	infantry_militia	400	400	1	500	80	15	infantry_generic	placeholder	placeholder	Boshin_Inf_Militia_Levy_Infantry		0	mp_bosh_line_inf	true	true	true	0	false	0	line_infantry	false	modern				false		1092	true	3	UK	3,12,15	false
Boshin_Inf_Missile_Bow_Kachi	Bow Kachi	infantry_ranged	infantry_bow	650	650	2	940	120	15	infantry_bow_samurai	placeholder	placeholder	Boshin_Inf_Missile_Bow_Kachi		0	mp_bosh_skirmish_inf	true	true	true	0	false	0	bow_infantry	false	traditional				true		639	true	3	UK	3,12,15	false
Boshin_Inf_Missile_Bow_Kachi_MP	Bow Kachi	infantry_ranged	infantry_bow	650	650	2	940	120	15	infantry_bow_samurai	placeholder	placeholder	Boshin_Inf_Missile_Bow_Kachi		0	mp_bosh_skirmish_inf	true	true	true	0	false	0	bow_infantry	false	traditional				true		1102	true	3	UK	3,12,15	false
Boshin_Inf_Missile_Matchlock_Kachi	Matchlock Kachi	infantry_ranged	infantry_matchlock	400	400	2	570	80	15	infantry_matchlock_samurai	placeholder	placeholder	Boshin_Inf_Missile_Matchlock_Kachi		0	mp_bosh_skirmish_inf	true	true	true	0	false	0	gun_infantry	false	traditional				true		848	true	3	UK	3,12,15	false
Boshin_Inf_Missile_Matchlock_Kachi_MP	Matchlock Kachi	infantry_ranged	infantry_matchlock	400	400	2	570	80	15	infantry_matchlock_samurai	placeholder	placeholder	Boshin_Inf_Missile_Matchlock_Kachi		0	mp_bosh_skirmish_inf	true	true	true	0	false	0	gun_infantry	false	traditional				true		1111	true	3	UK	3,12,15	false
Boshin_Inf_Spear_Kyoto_Police	Kyoto Police	infantry_melee	infantry_spearman	750	750	1	750	90	15	infantry_generic	placeholder	placeholder	Boshin_Inf_Spear_Kyoto_Police	kyoto	0	mp_bosh_melee_inf	true	true	true	0	false	0	spear_infantry	false	traditional				true		791	true	3	UK	3,12,15	false
Boshin_Inf_Spear_Kyoto_Police_MP	Kyoto Police	infantry_melee	infantry_spearman	700	700	1	750	90	15	infantry_generic	placeholder	placeholder	Boshin_Inf_Spear_Kyoto_Police		0	mp_bosh_melee_inf	true	true	true	0	false	0	spear_infantry	false	traditional				true		1113	true	3	UK	3,12,15	false
Boshin_Inf_Spear_Levy	Spear Levy	infantry_melee	infantry_spearman	420	420	1	580	80	15	infantry_generic	placeholder	placeholder	Boshin_Inf_Spear_Spear_Levy		0	mp_bosh_melee_inf	true	true	true	0	false	0	spear_infantry	false	traditional				true		635	true	3	UK	3,12,15	false
Boshin_Inf_Spear_Levy_Garrison	Spear Levy Garrison	infantry_melee	infantry_spearman	420	420	1	500	0	15	infantry_generic	placeholder	placeholder	Boshin_Inf_Spear_Spear_Levy		0	mp_bosh_melee_inf	false	false	false	0	true	0	spear_infantry	false	traditional				true		1221	true	3	UK	3,12,15	false
Boshin_Inf_Spear_Levy_MP	Spear Levy	infantry_melee	infantry_spearman	420	420	1	500	80	15	infantry_generic	placeholder	placeholder	Boshin_Inf_Spear_Spear_Levy		0	mp_bosh_melee_inf	true	true	true	0	false	0	spear_infantry	false	traditional				true		1123	true	3	UK	3,12,15	false
Boshin_Inf_Spear_Yari_Kachi	Yari Kachi	infantry_melee	infantry_spearman	800	800	2	860	110	15	infantry_generic	placeholder	placeholder	Boshin_Inf_Spear_Yari_Kachi		0	mp_bosh_melee_inf	true	true	true	0	false	0	spear_infantry	false	traditional				true		655	true	3	UK	3,12,15	false
Boshin_Inf_Spear_Yari_Kachi_MP	Yari Kachi	infantry_melee	infantry_spearman	800	800	2	860	110	15	infantry_generic	placeholder	placeholder	Boshin_Inf_Spear_Yari_Kachi		0	mp_bosh_melee_inf	true	true	true	0	false	0	spear_infantry	false	traditional				true		1128	true	3	UK	3,12,15	false
Boshin_Inf_Special_Kisho_Ninjas	Kisho Ninja	infantry_melee	infantry_special	1090	1090	2	1420	180	15	ninja	placeholder	placeholder	Boshin_Inf_Special_Kisho_Ninjas		2	mp_bosh_melee_inf	true	true	true	0	false	0	sword_infantry	false	traditional				true		658	true	3	UK	3,12,15	false
Boshin_Inf_Special_Kisho_Ninjas_MP	Kisho Ninja	infantry_melee	infantry_special	990	990	2	1420	180	15	ninja	placeholder	placeholder	Boshin_Inf_Special_Kisho_Ninjas		0	mp_bosh_melee_inf	true	true	true	0	false	4	sword_infantry	false	traditional				true		1132	true	3	UK	3,12,15	false
Boshin_Inf_Sword_Katana_Kachi	Katana Kachi	infantry_melee	infantry_sword	850	850	2	810	100	15	infantry_generic	placeholder	placeholder	Boshin_Inf_Sword_Katana_Kachi		0	mp_bosh_melee_inf	true	true	true	0	false	0	sword_infantry	false	traditional				true		646	true	3	UK	3,12,15	false
Boshin_Inf_Sword_Katana_Kachi_MP	Katana Kachi	infantry_melee	infantry_sword	850	850	2	810	100	15	infantry_generic	placeholder	placeholder	Boshin_Inf_Sword_Katana_Kachi		0	mp_bosh_melee_inf	true	true	true	0	false	0	sword_infantry	false	traditional				true		1138	true	3	UK	3,12,15	false
Boshin_Inf_Sword_Shogitai	Shogitai	infantry_melee	infantry_sword	950	950	2	1090	150	15	infantry_generic	placeholder	placeholder	Boshin_Inf_Sword_Shogitai		0	mp_bosh_melee_inf	true	true	true	0	false	3	sword_infantry	false	traditional		inf_bos_shogunate		true		801	true	3	UK	3,12,15	false
Boshin_Inf_Sword_Shogitai_MP	Shogitai	infantry_melee	infantry_sword	1000	1000	2	1090	150	15	infantry_generic	placeholder	placeholder	Boshin_Inf_Sword_Shogitai		0	mp_bosh_melee_inf	true	true	true	0	false	3	sword_infantry	false	traditional				true		1147	true	3	UK	3,12,15	false
Boshin_Ironclad_HMS_Warrior	Ironclad - Warrior class	naval_heavy	naval_ironclad	18000	18000	6	18000	2250	50	ship	Boshin_Ironclad_HMS_Warrior	Boshin_Ironclad_HMS_Warrior	Boshin_Ship_HMS_Warrior		1	mp_naval_heavy	true	true	true	0	false	0	hull_iron	false	naval				true		490	true	2	UK	24,25	true
Boshin_Ironclad_HMS_Warrior_MP	Ironclad - Warrior class	naval_heavy	naval_ironclad	18000	18000	1	18000	2250	50	ship	Boshin_Ironclad_HMS_Warrior	Boshin_Ironclad_HMS_Warrior	Boshin_Ship_HMS_Warrior		2	mp_naval_heavy	true	true	true	0	false	0	hull_iron	false	naval				true		1182	true	2	UK	24,25	true
Boshin_Ironclad_Kotetsu	Ironclad - Kotetsu class	naval_heavy	naval_ironclad	5000	5000	4	3600	450	50	ship	Boshin_Ironclad_Kotetsu	Boshin_Ironclad_Kotetsu	Boshin_Ship_Kotetsu		6	mp_naval_heavy	true	true	true	0	false	0	hull_iron	false	naval				true		497	true	3	UK	3,12,15	true
Boshin_Ironclad_Kotetsu_MP	Ironclad - Kotetsu class	naval_heavy	naval_ironclad	5000	5000	1	3600	450	50	ship	Boshin_Ironclad_Kotetsu	Boshin_Ironclad_Kotetsu	Boshin_Ship_Kotetsu		6	mp_naval_heavy	true	true	true	0	false	0	hull_iron	false	naval				true		1177	true	2	UK	3,12,15	true
Boshin_Ironclad_L'Ocean	Ironclad - L’ocean class	naval_heavy	naval_ironclad	10000	10000	5	10800	1080	50	ship	Boshin_Ironclad_L'Ocean	2deck50	Boshin_Ship_LOcean		2	mp_naval_heavy	true	true	true	0	false	0	hull_iron	false	naval				true		503	true	2	UK	28,29	true
Boshin_Ironclad_L'Ocean_MP	Ironclad - L’ocean class	naval_heavy	naval_ironclad	10000	10000	1	10800	1080	50	ship	Boshin_Ironclad_L'Ocean_MP	2deck50	Boshin_Ship_LOcean		4	mp_naval_heavy	true	true	true	0	false	0	hull_iron	false	naval				true		1168	true	2	UK	28,29	true
Boshin_Ironclad_USS_Roanoke	Ironclad - Roanoke class	naval_heavy	naval_ironclad	8000	8000	5	7200	720	50	ship	Boshin_Ironclad_USS_Roanoke	Boshin_Ironclad_USS_Roanoke	Boshin_Ship_USS_Roanoke		2	mp_naval_heavy	true	true	true	0	false	0	hull_iron	false	naval				true		504	true	2	UK	26,27	true
Boshin_Ironclad_USS_Roanoke_MP	Ironclad - Roanoke class	naval_heavy	naval_ironclad	10000	10000	1	7200	720	50	ship	Boshin_Ironclad_USS_Roanoke	Boshin_Ironclad_USS_Roanoke	Boshin_Ship_USS_Roanoke		4	mp_naval_heavy	true	true	true	0	false	0	hull_iron	false	naval				true		1163	true	2	UK	26,27	true
Boshin_Torpedo_Boat_Chiyodagata	Torpedo boat - Chiyodagata class	naval_light	naval_torpedoboat	1200	1200	2	1440	180	50	ship	Boshin_Torpedo_Boat_Chiyodagata	Boshin_Torpedo_Boat_Chiyodagata	Boshin_Torpedo_Boat_Chiyodagata		8	mp_naval_light	true	true	true	0	false	3	hull_wooden	false	naval				true		540	true	3	UK	3,12,15	true
Boshin_Torpedo_Boat_Chiyodagata_MP	Torpedo boat - Chiyodagata class	naval_light	naval_torpedoboat	1200	1200	2	1440	180	50	ship	Boshin_Torpedo_Boat_Chiyodagata	Boshin_Torpedo_Boat_Chiyodagata	Boshin_Torpedo_Boat_Chiyodagata		8	mp_naval_light	true	true	true	0	false	3	hull_wooden	false	naval				true		1155	true	3	UK	3,12,15	true
Cannon_Ship_Cannon_Bune	Cannon Bune	naval_medium	naval_cannon_ship	5000	5000	2	800	200	50	ship	2deck50	2deck50	Cannon_Ship_Cannon_Bune		2	mp_naval_medium	true	true	true	0	false	1	siege	false	naval				true	ship_medium_cannon	9	true	3	UK	0	false
Cannon_Ship_Cannon_Bune_MP	Cannon Bune	naval_medium	naval_cannon_ship	6000	6000	1	6000	100	50	ship	2deck50	2deck50	Cannon_Ship_Cannon_Bune		2	mp_naval_medium	true	true	true	0	false	1	siege	false	naval				true	ship_medium_cannon	11	true	3	UK	0	false
Cannon_Ship_Cannon_Bune_Mori	Mori Cannon Bune	naval_medium	naval_cannon_ship	5200	5200	2	700	150	50	ship	2deck50	2deck50	Cannon_Ship_Cannon_Bune		2	mp_naval_medium	true	true	true	0	false	2	siege	false	naval				true	ship_medium_cannon	10	true	3	UK	0	false
Cav_Missile_Bow_Cavalry	Bow Cavalry	cavalry	cavalry_missile	650	650	2	750	200	20	cavalry	placeholder_cavalry	placeholder_cavalry	Cav_Missile_Bow_Cavalry		0	mp_cavalry	true	true	true	0	false	0	bow_cavalry	false	samurai	SHO_Archery_1_Archery_Dojo		res_sho_horses	true	unit_cavalry_bow	12	true	4	UK	0	false
Cav_Missile_Bow_Cavalry_MP	Bow Cavalry	cavalry	cavalry_missile	600	600	2	600	300	20	cavalry	placeholder_cavalry	placeholder_cavalry	Cav_Missile_Bow_Cavalry		0	mp_cavalry	true	true	true	0	false	3	bow_cavalry	false	samurai			res_sho_horses	true	unit_cavalry_bow	13	true	4	UK	0	false
Cav_Missile_Bow_Cavalry_Takeda	Takeda Bow Cavalry	cavalry	cavalry_missile	700	700	2	650	175	20	cavalry	placeholder_cavalry	placeholder_cavalry	Cav_Missile_Bow_Cavalry		0	mp_cavalry	true	true	true	0	false	0	bow_cavalry	false	samurai	SHO_Archery_1_Archery_Dojo		res_sho_horses	true	unit_cavalry_bow	14	true	4	UK	0	false
Cav_Missile_Donderbuss_Cavalry	Donderbuss Cavalry	cavalry	cavalry_missile	800	800	2	800	200	20	cavalry	placeholder_cavalry	placeholder_cavalry	Cav_Missile_Donderbuss_Cavalry		0	mp_cavalry	true	true	true	0	false	0	bow_cavalry	false	samurai	SHO_Siege_2_Powder_Maker		res_sho_horses	true		1433	true	4	UK	0	false
Cav_Missile_Donderbuss_Cavalry_MP	Donderbuss Cavalry	cavalry	cavalry_missile	800	800	2	800	200	20	cavalry	placeholder_cavalry	placeholder_cavalry	Cav_Missile_Donderbuss_Cavalry		0	mp_cavalry	true	true	true	0	false	0	bow_cavalry	false	samurai			res_sho_horses	true		1440	true	4	UK	0	false
Cav_Spear_Great_Guard	Great Guard	cavalry	cavalry_lancers	1300	1300	3	1200	300	20	cavalry	placeholder_cavalry	placeholder_cavalry	Cav_Spear_Great_Guard		2	mp_cavalry	true	true	true	0	false	2	spear_cavalry	false	samurai	SHO_Yari_2_Naginata_Dojo		res_sho_horses	true	unit_cavalry_great_guard	15	true	4	UK	0	false
Cav_Spear_Great_Guard_MP	Great Guard	cavalry	cavalry_lancers	1300	1300	3	1300	300	20	cavalry	placeholder_cavalry	placeholder_cavalry	Cav_Spear_Great_Guard		4	mp_cavalry	true	true	true	0	false	2	spear_cavalry	false	samurai			res_sho_horses	true	unit_cavalry_great_guard	16	true	4	UK	0	false
Cav_Spear_Great_Guard_Takeda	Takeda Great Guard	cavalry	cavalry_lancers	1300	1300	3	1100	250	20	cavalry	placeholder_cavalry	placeholder_cavalry	Cav_Spear_Great_Guard		4	mp_cavalry	true	true	true	0	false	2	spear_cavalry	false	samurai			res_sho_horses	false	unit_cavalry_great_guard	17	true	4	UK	0	false
Cav_Spear_Light_Cavalry	Light Cavalry	cavalry	cavalry_lancers	400	400	1	400	100	20	cavalry	placeholder_cavalry	placeholder_cavalry	Cav_Spear_Light_Cavalry		0	mp_cavalry	true	true	true	0	false	0	spear_cavalry	false	samurai				true	unit_cavalry_light	18	true	4	UK	0	false
Cav_Spear_Light_Cavalry_MP	Light Cavalry	cavalry	cavalry_lancers	400	400	1	400	100	20	cavalry	placeholder_cavalry	placeholder_cavalry	Cav_Spear_Light_Cavalry		0	mp_cavalry	true	true	true	0	false	0	spear_cavalry	false	samurai				true	unit_cavalry_light	19	true	4	UK	0	false
Cav_Spear_Light_Cavalry_Takeda	Takeda Light Cavalry	cavalry	cavalry_lancers	450	450	1	450	75	20	cavalry	placeholder_cavalry	placeholder_cavalry	Cav_Spear_Light_Cavalry		0	mp_cavalry	true	true	true	0	false	0	spear_cavalry	false	samurai				true	unit_cavalry_light	20	true	4	UK	0	false
Cav_Spear_Naginata_Warrior_Monk_Cavalry	Naginata Warrior Monk Cavalry	cavalry	cavalry_lancers	800	800	2	800	250	20	cavalry	placeholder_cavalry	placeholder_cavalry	Cav_Spear_Naginata_Warrior_Monks		0	mp_cavalry	true	true	true	0	false	0	spear_cavalry	false	special	SHO_Cavalry_2_Warhorse_Stables		res_sho_horses	true	unit_cavalry_naginata_warrior_monk_cavalry	21	true	2	UK	0	false
Cav_Spear_Naginata_Warrior_Monk_Cavalry_MP	Naginata Warrior Monk Cavalry	cavalry	cavalry_lancers	850	850	2	800	250	20	cavalry	placeholder_cavalry	placeholder_cavalry	Cav_Spear_Naginata_Warrior_Monks		0	mp_cavalry	true	true	true	0	false	3	spear_cavalry	false	special			res_sho_horses	true	unit_cavalry_naginata_warrior_monk_cavalry	233	true	2	UK	0	false
Cav_Spear_Yari_Cavalry	Yari Cavalry	cavalry	cavalry_lancers	850	850	2	800	200	20	cavalry	placeholder_cavalry	placeholder_cavalry	Cav_Spear_Yari_Cavalry		0	mp_cavalry	true	true	true	0	false	0	spear_cavalry	false	samurai	SHO_Yari_1_Drill_Yard		res_sho_horses	true	unit_cavalry_yari	22	true	4	UK	0	false
Cav_Spear_Yari_Cavalry_Dojo	Yari Dojo Cavalry	cavalry	cavalry_lancers	850	850	1	800	0	20	cavalry	placeholder_cavalry	placeholder_cavalry	Cav_Spear_Yari_Cavalry		1	mp_cavalry	false	false	false	0	true	0	spear_cavalry	false	samurai				false		23	true	4	UK	0	false
Cav_Spear_Yari_Cavalry_MP	Yari Cavalry	cavalry	cavalry_lancers	900	900	2	850	300	20	cavalry	placeholder_cavalry	placeholder_cavalry	Cav_Spear_Yari_Cavalry		0	mp_cavalry	true	true	true	0	false	0	spear_cavalry	false	samurai			res_sho_horses	true	unit_cavalry_yari	24	true	4	UK	0	false
Cav_Spear_Yari_Cavalry_Takeda	Takeda Yari Cavalry	cavalry	cavalry_lancers	900	900	2	700	175	20	cavalry	placeholder_cavalry	placeholder_cavalry	Cav_Spear_Yari_Cavalry		0	mp_cavalry	true	true	true	0	false	0	spear_cavalry	false	samurai	SHO_Yari_1_Drill_Yard		res_sho_horses	true	unit_cavalry_yari	25	true	4	UK	0	false
Cav_Sword_Katana_Cavalry	Katana Cavalry	cavalry	cavalry_sword	800	800	2	950	200	20	cavalry	placeholder_cavalry	placeholder_cavalry	Cav_Sword_Katana_Cavalry		0	mp_cavalry	true	true	true	0	false	0	sword_cavalry	false	samurai	SHO_Sword_1_Sword_School		res_sho_horses	true	unit_cavalry_katana	26	true	4	UK	0	false
Cav_Sword_Katana_Cavalry_MP	Katana Cavalry	cavalry	cavalry_sword	800	800	2	800	300	20	cavalry	placeholder_cavalry	placeholder_cavalry	Cav_Sword_Katana_Cavalry		0	mp_cavalry	true	true	true	0	false	0	sword_cavalry	false	samurai			res_sho_horses	true	unit_cavalry_katana	27	true	4	UK	0	false
Cav_Sword_Katana_Cavalry_Takeda	Takeda Katana Cavalry	cavalry	cavalry_sword	850	850	2	850	175	20	cavalry	placeholder_cavalry	placeholder_cavalry	Cav_Sword_Katana_Cavalry		0	mp_cavalry	true	true	true	0	false	0	sword_cavalry	false	samurai	SHO_Sword_1_Sword_School		res_sho_horses	true	unit_cavalry_katana	28	true	4	UK	0	false
