version 1, schema historical_character_traits_tables
Name_IDRef(string)	Trait_Level_IDRef(string)
"eur_pedro_caro"	"C_General_Good_Field_Commander_2"
"eur_percy_blakeney"	"C_Rake_Born_Bounder_2"
"eur_peter_bagration"	"C_General_Brave_3"
"eur_peter_bagration"	"C_General_Defend_Good_2"
"eur_peter_bagration"	"C_General_Good_Field_Commander_1"
"eur_peter_kotlyarovsky"	"C_General_Brave_2"
"eur_peter_kotlyarovsky"	"C_General_Lampooned_1"
"eur_peter_pallas"	"C_Gent_Academic_Honours_2"
"eur_peter_pallas"	"C_Gent_Research_Philosophy_1"
"eur_peter_tolstoy"	"C_General_Good_Field_Commander_2"
"eur_peter_tolstoy"	"C_General_Russian_Vodka_2"
"eur_peter_wittgenstein"	"C_General_Attacker_Good_1"
"eur_peter_wittgenstein"	"C_General_Good_Field_Commander_1"
"eur_peter_zheltukhin"	"C_General_Good_Field_Commander_1"
"eur_pierre_augereau"	"C_General_Attacker_Good_1"
"eur_pierre_augereau"	"C_General_Brave_3"
"eur_pierre_augereau"	"C_General_Grand_Armee"
"eur_pierre_laplace"	"C_Gent_Research_Philosophy_2"
"eur_pierre_laplace"	"C_Gent_Science_Club_1"
"eur_reshid_mehmed_pasha"	"C_General_Attacker_Good_2"
"eur_reshid_mehmed_pasha"	"C_General_Good_Field_Commander_2"
"eur_richard_kirwan"	"C_Gent_Research_Philosophy_1"
"eur_richard_kirwan"	"C_Gent_Science_Club_1"
"eur_richard_trevithick"	"C_Gent_Research_Industry_2"
"eur_richard_trevithick"	"C_Gent_Science_Club_1"
"eur_robert_calder"	"C_Admiral_British_Drakes_Drum_1"
"eur_robert_calder"	"C_Admiral_Good_1"
"eur_robert_craufurd"	"C_General_Good_Field_Commander_2"
"eur_robert_craufurd"	"C_General_Martinet_1"
"eur_robert_craufurd"	"C_General_of_Infantry_1"
"eur_robert_darwin"	"C_Gent_Academic_Honours_1"
"eur_robert_darwin"	"C_Gent_Research_Philosophy_1"
"eur_robert_dundas"	"C_Minister_Navy_Good_2"
"eur_robert_dundas"	"C_Minister_Trader_1"
"eur_robert_ross"	"C_General_Attacker_Good_1"
"eur_robert_ross"	"C_General_Brave_2"
"eur_robert_wallace"	"C_Gent_Research_Economics_1"
"eur_rowland_hill"	"C_General_Born_Soldier_2"
"eur_rowland_hill"	"C_General_Good_Field_Commander_1"
"eur_rudolphus_bodecker"	"C_General_of_Infantry_1"
"eur_samuel_crompton"	"C_Gent_Research_Industry_2"
"eur_selim_iii"	"C_Minister_Army_Good_1"
"eur_selim_iii"	"C_Minister_Fiscal_Genius_1"
"eur_sergei_kamensky"	"C_General_Born_Soldier_2"
"eur_sergei_kamensky"	"C_General_Good_Field_Commander_1"
"eur_sergei_zheltukhin"	"C_General_Attacker_Good_1"
"eur_stanislaw_staszic"	"C_Gent_Research_Philosophy_2"
"eur_stanislaw_staszic"	"C_Personal_Piety_2"
"eur_stapleton_cotton"	"C_General_of_Cavalry_2"
"eur_tadeusz_czacki"	"C_Gent_Research_Economics_2"
"eur_tadeusz_czacki"	"C_Gent_Research_Philosophy_1"
"eur_tadeusz_kosciuszko"	"C_General_Good_Field_Commander_2"
"eur_tadeusz_kosciuszko"	"C_General_Polish_Stubborn_2"
"eur_tadeusz_kosciuszko"	"C_General_Press_Hero_1"
"eur_thomas_clarkson"	"C_Gent_Research_Philosophy_1"
"eur_thomas_clarkson"	"C_Personal_Piety_1"
"eur_thomas_cochrane"	"C_Admiral_Attack_Good_1"
"eur_thomas_cochrane"	"C_Admiral_Brave_3"
"eur_thomas_cochrane"	"C_Admiral_Good_1"
"eur_thomas_graham"	"C_General_Brave_3"
"eur_thomas_graham"	"C_General_Good_Field_Commander_1"
"eur_thomas_grenville"	"C_Minister_Army_Good_1"
"eur_thomas_grenville"	"C_Minister_Navy_Good_1"
"eur_thomas_hardy"	"C_Admiral_Brave_2"
"eur_thomas_hardy"	"C_Admiral_British_Drakes_Drum_1"
"eur_thomas_malthus"	"C_Gent_Research_Economics_2"
"eur_thomas_malthus"	"C_Gent_Research_Philosophy_1"
"eur_thomas_malthus"	"C_Personal_Piety_1"
"eur_thomas_picton"	"C_General_Bloody_1"
"eur_thomas_picton"	"C_General_Born_Soldier_2"
"eur_thomas_picton"	"C_General_Good_Field_Commander_1"
"eur_thomas_picton"	"C_General_Martinet_1"
"eur_tomas_de_suria"	"C_Gent_Research_Philosophy_1"
"eur_tomasz_wawrzecki"	"C_General_Good_Field_Commander_2"
"eur_tomasz_wawrzecki"	"C_General_Polish_Stubborn_2"
"eur_vasili_dolgoruky"	"C_General_of_Infantry_1"
"eur_vincenz_bianchi"	"C_General_Attacker_Good_1"
"eur_vincenz_bianchi"	"C_General_Brave_3"
"eur_vincenz_bianchi"	"C_General_of_Infantry_2"
"eur_vladimir_dolgoruky"	"C_General_of_Cavalry_2"
"eur_vladimir_lowenstern"	"C_General_of_Cavalry_2"
"eur_william_anson"	"C_General_of_Infantry_1"
"eur_william_beresford"	"C_General_Martinet_1"
"eur_william_beresford"	"C_General_of_Infantry_1"
"eur_william_dornberg"	"C_General_of_Cavalry_1"
"eur_william_dundas"	"C_Minister_Army_Good_1"
"eur_william_hope"	"C_Minister_Navy_Good_2"
"eur_william_horrocks"	"C_Gent_Research_Industry_1"
"eur_william_murdoch"	"C_Gent_Research_Industry_2"
"eur_william_murdoch"	"C_Gent_Science_Club_1"
"eur_william_pitt_younger"	"C_Minister_Upright_1"
"eur_william_rose"	"C_Gent_Research_Economics_1"
"eur_william_rose"	"C_Gent_Research_Philosophy_1"
"eur_william_sidney_smith"	"C_Admiral_Blockader_Good_1"
"eur_william_sidney_smith"	"C_Admiral_Brave_2"
"eur_william_sidney_smith"	"C_Admiral_Good_2"
"eur_william_strutt"	"C_Gent_Research_Industry_2"
"eur_william_strutt"	"C_Gent_Research_Philosophy_1"
"eur_william_wickham"	"C_Agent_Spy_Network_4"
"eur_william_wickham"	"C_Rake_Spy_Good_2"
"eur_william_wilberforce"	"C_Gent_Research_Philosophy_1"
"eur_yermolay_hamper"	"C_General_Good_Field_Commander_2"
"eur_zakhar_olsufiev"	"C_General_of_Infantry_1"
"ita_auguste_marmont"	"C_General_of_Artillery_1"
"ita_barthelemy_joubert"	"C_General_Brave_1"
"ita_barthelemy_joubert"	"C_General_Good_Field_Commander_1"
"ita_charles_lasalle"	"C_General_French_Elan_3"
"ita_claude_perrin"	"C_General_Siege_Attack_Good_1"
"ita_donatien_francois"	"C_Gent_Research_Philosophy_2"
"ita_francois_kellermann"	"C_General_French_Elan_2"
"ita_franz_auffenberg"	"C_General_Defend_Good_1"
"ita_franz_auffenberg"	"C_General_of_Infantry_1"
"ita_friedrich_xaver"	"C_General_Defend_Good_1"
"ita_friedrich_xaver"	"C_General_Good_Field_Commander_1"
"ita_gaspard_monge"	"C_Gent_Academic_Honours_2"
"ita_gaspard_monge"	"C_Gent_Research_Philosophy_1"
"ita_gaspard_monge"	"C_Gent_Science_Club_1"
"ita_georges_lesage"	"C_Gent_Research_Philosophy_1"
"ita_georges_lesage"	"C_Gent_Science_Club_1"
"ita_geraud_duroc"	"C_General_Born_Soldier_2"
"ita_geraud_duroc"	"C_General_Good_Field_Commander_1"
"ita_giacomo_casanova"	"C_Rake_Born_Bounder_2"
"ita_giacomo_casanova"	"C_Rake_Naughty_Club_2"
"ita_giuseppe_acerbi"	"C_Gent_Research_Philosophy_1"
"ita_guillaume_brune"	"C_General_Defend_Good_1"
"ita_guillaume_brune"	"C_General_Good_Field_Commander_1"
"ita_jean_bessieres"	"C_General_French_Elan_1"
"ita_jean_cervoni"	"C_General_Defend_Good_1"
"ita_jean_lannes"	"C_General_Brave_1"
"ita_joachim_murat"	"C_General_Brave_1"
"ita_joachim_murat"	"C_General_French_Elan_2"
"ita_johann_klenau"	"C_General_Ambush_Good_1"
"ita_joseph_vukassovich"	"C_General_Defend_Good_2"
"ita_jurij_bartolomej_vega"	"C_Gent_Research_Military_2"
"ita_jurij_bartolomej_vega"	"C_Gent_Research_Philosophy_1"
"ita_karl_osterreich"	"C_General_Attacker_Good_2"
"ita_karl_osterreich"	"C_General_Good_Field_Commander_2"
"ita_louis_almeras"	"C_General_Attacker_Good_1"
"ita_louis_almeras"	"C_General_Brave_1"
"ita_louis_hilliers"	"C_General_Attacker_Good_1"
"ita_louis_hilliers"	"C_General_French_Elan_1"
"ita_louis_robert"	"C_Gent_Academic_Honours_2"
"ita_louis_robert"	"C_Gent_Research_Philosophy_1"
"ita_louis_suchet"	"C_General_Attacker_Good_1"
"ita_louis_suchet"	"C_General_French_Elan_1"
"ita_michael_melas"	"C_General_Born_Soldier_1"
"ita_michael_melas"	"C_General_Good_Field_Commander_2"
"ita_michael_melas"	"C_General_of_Infantry_2"
"ita_nicholas_cugnot"	"C_Gent_Research_Industry_2"
"ita_nicholas_cugnot"	"C_Gent_Research_Military_1"
"ita_pater_quasdanovich"	"C_General_Good_Field_Commander_1"
"ita_paul_davidovich"	"C_General_Good_Field_Commander_2"
"ita_paul_davidovich"	"C_General_of_Infantry_2"
"ita_paul_davidovich"	"C_General_Siege_Attack_Good_1"
"ita_peter_ott"	"C_General_Attacker_Good_1"
"ita_peter_ott"	"C_General_Defend_Good_1"
"ita_peter_ott"	"C_General_Good_Field_Commander_2"
"ita_pierre_augereau"	"C_General_Brave_3"
"ita_pierre_beaumarchais"	"C_Gent_Research_Economics_1"
"ita_pierre_beaumarchais"	"C_Gent_Research_Industry_1"
"ita_pierre_beaumarchais"	"C_Gent_Research_Philosophy_1"
"ita_pierre_choderlos"	"C_Gent_Research_Military_1"
"ita_pierre_choderlos"	"C_Gent_Research_Philosophy_1"
"ita_vincenz_bianchi"	"C_General_Attacker_Good_1"
"ita_vincenz_bianchi"	"C_General_of_Infantry_1"
"ita_vincenzo_count_dandolo"	"C_Gent_Research_Agriculture_2"
"ita_vincenzo_count_dandolo"	"C_Gent_Research_Philosophy_1"
"spa_adolphus_frederick"	"C_General_Attacker_Good_1"
"spa_adolphus_frederick"	"C_General_Good_Field_Commander_1"
"spa_alexander_abercromby"	"C_General_Born_Soldier_1"
"spa_alexander_abercromby"	"C_General_Good_Field_Commander_1"
"spa_alexander_campbell"	"C_General_Good_Field_Commander_1"
"spa_alexander_campbell"	"C_General_of_Infantry_1"
"spa_alexander_mercer"	"C_General_of_Artillery_2"
"spa_andrew_meikle"	"C_Gent_Research_Agriculture_2"
"spa_andrew_meikle"	"C_Gent_Research_Industry_1"
"spa_brent_spencer"	"C_General_Brave_2"
"spa_brent_spencer"	"C_General_Good_Field_Commander_1"
"spa_brent_spencer"	"C_General_Mad_1"
"spa_charles_belson"	"C_General_Brave_1"
"spa_charles_colville"	"C_General_Brave_1"
"spa_charles_colville"	"C_General_Good_Field_Commander_1"
"spa_charles_grey"	"C_Minister_Upright_1"
"spa_charles_middleton"	"C_Minister_Navy_Good_2"
"spa_charles_middleton"	"C_Minister_Upright_1"
"spa_charles_middleton"	"C_Personal_Piety_2"
"spa_david_ricardo"	"C_Gent_Research_Economics_3"
"spa_edmund_cartwright"	"C_Gent_Research_Industry_2"
"spa_edmund_cartwright"	"C_Personal_Piety_2"
"spa_edward_augustus"	"C_General_Attacker_Good_2"
"spa_edward_augustus"	"C_General_Brave_1"
"spa_edward_augustus"	"C_General_Good_Field_Commander_2"
"spa_edward_paget"	"C_General_Good_Field_Commander_1"
"spa_edward_paget"	"C_General_of_Infantry_1"
"spa_edward_pakenham"	"C_General_Attacker_Good_2"
"spa_edward_stopford"	"C_General_Defend_Good_1"
"spa_ernest_augustus"	"C_General_Attacker_Good_1"
"spa_ernest_augustus"	"C_General_Brave_3"
"spa_ernest_augustus"	"C_General_of_Cavalry_2"
"spa_ferdinand_waldstein"	"C_General_Born_Soldier_1"
"spa_frederick_adam"	"C_General_Good_Field_Commander_1"
"spa_frederick_adam"	"C_General_of_Artillery_1"
"spa_frederick_york"	"C_Feck_Vice_1"
"spa_frederick_york"	"C_General_Good_Field_Commander_1"
"spa_frederick_york"	"C_General_Lampooned_1"
"spa_galbraith_cole"	"C_General_Defend_Good_2"
"spa_george_augustus"	"C_General_of_Infantry_1"
"spa_pablo_morillo"	"Spain_C_General_Guerrilla_Leader_2"
"spa_pablo_morillo"	"C_General_Brave_1"
"spa_george_dreiberg"	"C_General_Attacker_Good_1"
"spa_george_murray"	"C_General_Good_Field_Commander_1"
"spa_george_stephenson"	"C_Gent_Research_Industry_3"
"spa_george_walker"	"C_General_of_Infantry_1"
"spa_henry_clinton"	"C_General_Defend_Good_1"
"spa_henry_clinton"	"C_General_Good_Field_Commander_1"
"spa_henry_paget"	"C_General_Good_Field_Commander_1"
"spa_henry_paget"	"C_General_of_Cavalry_2"
"spa_henry_phipps"	"C_Minister_Army_Good_2"
"spa_henry_temple"	"C_Minister_Army_Good_1"
"spa_henry_temple"	"C_Minister_Upright_2"
"spa_humphry_davy"	"C_Gent_Research_Industry_2"
"spa_humphry_davy"	"C_Gent_Science_Club_1"
"spa_james_hamilton"	"C_General_Brave_2"
"spa_james_leith"	"C_General_Attacker_Good_1"
"spa_james_leith"	"C_General_of_Infantry_2"
"spa_james_watt"	"C_Gent_Research_Industry_2"
"spa_james_watt"	"C_Gent_Science_Club_1"
"spa_jeremy_bentham"	"C_Gent_Research_Economics_1"
"spa_jeremy_bentham"	"C_Gent_Research_Philosophy_2"
"spa_john_blenkinsop"	"C_Gent_Research_Industry_2"
"spa_john_gaspard_le_marchant"	"C_General_Good_Field_Commander_2"
"spa_pablo_morillo"	"C_General_Siege_Attack_Good_2"
"spa_gaspar_jauregui"	"Spain_C_General_Guerrilla_Leader_1"
"spa_gaspar_jauregui"	"C_General_Scout_1"
"spa_francisco_espoz_y_mina"	"Spain_C_General_Guerrilla_Leader_4"
"spa_francisco_espoz_y_mina"	"C_General_Good_Field_Commander_2"
"spa_mariano_renovales"	"Spain_C_General_Guerrilla_Leader_1"
"spa_john_gaspard_le_marchant"	"C_General_Martinet_1"
"spa_john_gaspard_le_marchant"	"C_General_of_Cavalry_2"
"spa_john_hope"	"C_General_of_Infantry_2"
"spa_john_jervis"	"C_Admiral_Blockader_Good_1"
"spa_john_jervis"	"C_Admiral_British_Drakes_Drum_1"
"spa_john_jervis"	"C_Admiral_Good_1"
"spa_john_jones"	"C_General_Defend_Good_1"
"spa_john_jones"	"C_General_Siege_Defend_Good_1"
"spa_john_macadam"	"C_Gent_Research_Industry_2"
"spa_john_oswald"	"C_General_Good_Field_Commander_2"
"spa_john_pitt"	"C_General_Good_Field_Commander_1"
"spa_john_saunders"	"C_General_Scout_1"
"spa_john_sherbrooke"	"C_General_of_Infantry_2"
"spa_john_stuart"	"C_General_Attacker_Good_2"
"spa_john_stuart"	"C_General_Siege_Attack_Good_1"
"spa_john_thomas_duckworth"	"C_Admiral_Attack_Good_2"
"spa_john_thomas_duckworth"	"C_Admiral_British_Drakes_Drum_1"
"spa_josepth_manton"	"C_Gent_Duelling_Pistol_2"
"spa_josepth_manton"	"C_Gent_Research_Military_3"
"spa_matthew_darby"	"C_General_of_Infantry_1"
"spa_nicholas_vansittart"	"C_Minister_Fiscal_Genius_2"
"spa_richard_kirwan"	"C_Gent_Research_Philosophy_1"
"spa_richard_kirwan"	"C_Gent_Science_Club_1"
"spa_richard_trevithick"	"C_Gent_Research_Industry_2"
"spa_richard_trevithick"	"C_Gent_Science_Club_1"
"spa_robert_calder"	"C_Admiral_British_Drakes_Drum_1"
"spa_juan_martin_diez"	"C_General_Born_Soldier_1"
"spa_juan_martin_diez"	"Spain_C_General_Guerrilla_Leader_4"
"spa_robert_calder"	"C_Admiral_Good_1"
"spa_robert_craufurd"	"C_General_Good_Field_Commander_2"
"spa_robert_craufurd"	"C_General_Martinet_1"
"spa_robert_craufurd"	"C_General_of_Infantry_1"
"spa_robert_darwin"	"C_Gent_Academic_Honours_1"
"spa_robert_darwin"	"C_Gent_Research_Philosophy_1"
"spa_robert_dundas"	"C_Minister_Navy_Good_2"
"spa_robert_dundas"	"C_Minister_Trader_1"
"spa_robert_ross"	"C_General_Attacker_Good_1"
"spa_robert_ross"	"C_General_Brave_2"
"spa_robert_wallace"	"C_Gent_Research_Economics_1"
"spa_rowland_hill"	"C_General_Born_Soldier_2"
"spa_rowland_hill"	"C_General_Good_Field_Commander_1"
"spa_samuel_crompton"	"C_Gent_Research_Industry_2"
"spa_stapleton_cotton"	"C_General_of_Cavalry_2"
"spa_thomas_clarkson"	"C_Gent_Research_Philosophy_1"
"spa_thomas_clarkson"	"C_Personal_Piety_1"
"spa_thomas_cochrane"	"C_Admiral_Attack_Good_1"
"spa_thomas_cochrane"	"C_Admiral_Brave_3"
"spa_thomas_cochrane"	"C_Admiral_Good_1"
"spa_thomas_graham"	"C_General_Brave_3"
"spa_thomas_graham"	"C_General_Good_Field_Commander_1"
"spa_thomas_grenville"	"C_Minister_Army_Good_1"
"spa_thomas_grenville"	"C_Minister_Navy_Good_1"
"spa_thomas_hardy"	"C_Admiral_Brave_2"
"spa_thomas_hardy"	"C_Admiral_British_Drakes_Drum_1"
"spa_thomas_malthus"	"C_Gent_Research_Economics_2"
"spa_thomas_malthus"	"C_Gent_Research_Philosophy_1"
"spa_thomas_malthus"	"C_Personal_Piety_1"
"spa_thomas_picton"	"C_General_Bloody_1"
"spa_thomas_picton"	"C_General_Born_Soldier_2"
"spa_thomas_picton"	"C_General_Good_Field_Commander_1"
"spa_thomas_picton"	"C_General_Martinet_1"
"spa_william_anson"	"C_General_of_Infantry_1"
"spa_william_dornberg"	"C_General_of_Cavalry_1"
"spa_william_dundas"	"C_Minister_Army_Good_1"
"spa_william_hope"	"C_Minister_Navy_Good_2"
"spa_william_horrocks"	"C_Gent_Research_Industry_1"
"spa_william_murdoch"	"C_Gent_Research_Industry_2"
"spa_william_murdoch"	"C_Gent_Science_Club_1"
"spa_william_rose"	"C_Gent_Research_Economics_1"
"spa_william_rose"	"C_Gent_Research_Philosophy_1"
"spa_william_sidney_smith"	"C_Admiral_Blockader_Good_1"
"spa_william_sidney_smith"	"C_Admiral_Brave_2"
"spa_william_sidney_smith"	"C_Admiral_Good_2"
"spa_william_strutt"	"C_Gent_Research_Industry_2"
"spa_william_strutt"	"C_Gent_Research_Philosophy_1"
"spa_william_wilberforce"	"C_Gent_Research_Philosophy_1"
"spa_rudolphus_bodecker"	"C_General_of_Infantry_1"
"spa_felix_de_azara"	"C_Gent_Research_Military_2"
"spa_felix_de_azara"	"C_Gent_Research_Philosophy_1"
"spa_francisco_de_miranda"	"C_Gent_Research_Military_1"
"spa_francisco_de_miranda"	"C_Gent_Research_Philosophy_1"
"spa_juan_martin_diez"	"C_General_of_Cavalry_2"
"spa_juan_palarea_blanes"	"Spain_C_General_Guerrilla_Leader_1"
"spa_fray_lasierra"	"C_Gent_Research_Philosophy_1"
"spa_fray_lasierra"	"C_Personal_Piety_2"
"spa_jose_clavijo"	"C_Gent_Academic_Honours_2"
"spa_jose_clavijo"	"C_Gent_Research_Philosophy_1"
"spa_jose_clavijo"	"C_Personal_Piety_1"
"spa_jose_conde"	"C_Gent_Research_Philosophy_1"
"spa_jose_de_arredondo"	"C_General_Bloody_2"
"spa_jose_de_arredondo"	"C_General_of_Infantry_1"
"spa_jose_de_iturrigaray"	"C_General_Attacker_Good_1"
"spa_jose_de_iturrigaray"	"C_General_Good_Field_Commander_1"
"spa_juan_masdeu"	"C_Gent_Academic_Honours_2"
"spa_juan_masdeu"	"C_Gent_Research_Philosophy_1"
"spa_juan_masdeu"	"C_Personal_Piety_1"
"spa_manuel_de_godoy"	"C_Minister_Upright_1"
"spa_tomas_de_suria"	"C_Gent_Research_Philosophy_1"
"spa_adrien_legendre"	"C_Gent_Research_Military_1"
"spa_armand_philippon"	"C_General_Attacker_Good_1"
"spa_armand_philippon"	"C_General_Brave_1"
"spa_bon_moncey"	"C_General_Born_Soldier_2"
"spa_bon_moncey"	"C_General_Good_Field_Commander_1"
"spa_bon_moncey"	"C_General_Grand_Armee"
"spa_claude_berthollet"	"C_Gent_Research_Philosophy_1"
"spa_claude_berthollet"	"C_Gent_Science_Club_1"
"spa_claude_perrin"	"C_General_Good_Field_Commander_1"
"spa_claude_perrin"	"C_General_Grand_Armee"
"spa_claude_perrin"	"C_General_Scout_1"
"spa_juan_palarea_blanes"	"C_General_Attacker_Good_1"
"spa_cosmao_kerjulien"	"C_Admiral_Brave_2"
"spa_cosmao_kerjulien"	"C_Admiral_Good_2"
"spa_dominique_vandamme"	"C_General_Bloody_2"
"spa_dominique_vandamme"	"C_General_Looter_Good_1"
"spa_dumanoir_le_pelley"	"C_Admiral_Good_1"
"spa_edouard_mortier"	"C_General_Good_Field_Commander_1"
"spa_edouard_mortier"	"C_General_Grand_Armee"
"spa_emmanual_grouchy"	"C_General_French_Elan_1"
"spa_emmanual_grouchy"	"C_General_Good_Field_Commander_1"
"spa_emmanual_grouchy"	"C_General_Grand_Armee"
"spa_etienne_lucas"	"C_Admiral_Brave_2"
"spa_etienne_lucas"	"C_Admiral_Swashbuckling_1"
"spa_eugene_vilatte"	"C_General_Good_Field_Commander_1"
"spa_francois_chris_kellerman"	"C_General_Grand_Armee"
"spa_francois_chris_kellerman"	"C_Minister_Army_Good_2"
"spa_francois_kellerman"	"C_General_French_Elan_2"
"spa_francois_kellerman"	"C_General_of_Cavalry_2"
"spa_francois_truguet"	"C_Admiral_Born_Sailor_1"
"spa_francois_truguet"	"C_Admiral_Good_2"
"spa_francous_lefebvre"	"C_General_French_Elan_1"
"spa_francous_lefebvre"	"C_General_Good_Field_Commander_1"
"spa_francous_lefebvre"	"C_General_Grand_Armee"
"spa_francous_lefebvre"	"C_General_of_Infantry_2"
"spa_gaspard_monge"	"C_Gent_Academic_Honours_2"
"spa_gaspard_monge"	"C_Gent_Research_Philosophy_2"
"spa_gaspard_monge"	"C_Gent_Science_Club_2"
"spa_geraud_duroc"	"C_General_Born_Soldier_2"
"spa_francisco_abad_moreno"	"Spain_C_General_Guerrilla_Leader_2"
"spa_geraud_duroc"	"C_General_Good_Field_Commander_2"
"spa_guillaume_brune"	"C_General_Defend_Good_2"
"spa_guillaume_brune"	"C_General_Good_Field_Commander_2"
"spa_guillaume_brune"	"C_General_Grand_Armee"
"spa_guyton_morveau"	"C_Gent_Research_Philosophy_1"
"spa_henri_delaborde"	"C_General_Good_Field_Commander_1"
"spa_henri_saint_simon"	"C_Gent_Research_Philosophy_2"
"spa_henri_saint_simon"	"C_Gent_Science_Club_1"
"spa_jacques_lauriston"	"C_General_Good_Field_Commander_1"
"spa_jacques_lauriston"	"C_General_of_Artillery_2"
"spa_jacques_macdonald"	"C_General_Good_Field_Commander_2"
"spa_jacques_macdonald"	"C_General_Grand_Armee"
"spa_jean_bessieres"	"C_General_Attacker_Good_2"
"spa_jean_bessieres"	"C_General_French_Elan_1"
"spa_jean_bessieres"	"C_General_Grand_Armee"
"spa_jean_bessieres"	"C_General_of_Cavalry_1"
"spa_jean_drouet"	"C_General_Good_Field_Commander_1"
"spa_jean_jourdan"	"C_General_Defend_Good_1"
"spa_jean_jourdan"	"C_General_Grand_Armee"
"spa_jean_jourdan"	"C_General_Lampooned_1"
"spa_jean_junot"	"C_General_Brave_1"
"spa_jean_marchand"	"C_General_Good_Field_Commander_1"
"spa_jean_moreau"	"C_General_Good_Field_Commander_2"
"spa_jean_rapp"	"C_General_Attacker_Good_1"
"spa_jean_rapp"	"C_General_Brave_2"
"spa_jean_reynier"	"C_General_Good_Field_Commander_1"
"spa_jean_reynier"	"C_General_of_Artillery_2"
"spa_francisco_abad_moreno"	"C_General_of_Cavalry_1"
"spa_jean_say"	"C_Gent_Research_Economics_2"
"spa_jean_say"	"C_Gent_Research_Philosophy_1"
"spa_jean_serurier"	"C_Minister_Army_Good_2"
"spa_joseph_fouce"	"C_Minister_Radical_1"
"spa_joseph_fouce"	"C_Minister_Unjust_2"
"spa_joseph_guillotin"	"C_Gent_Academic_Honours_2"
"spa_joseph_guillotin"	"C_Gent_Research_Philosophy_1"
"spa_joseph_jacquard"	"C_Gent_Research_Industry_2"
"spa_joseph_lagrange"	"C_Gent_Academic_Honours_2"
"spa_joseph_lagrange"	"C_Gent_Research_Philosophy_1"
"spa_joseph_niepce"	"C_Gent_Research_Industry_1"
"spa_joseph_niepce"	"C_Gent_Science_Club_1"
"spa_jozef_antoni_poniatowski"	"C_General_Defend_Good_2"
"spa_jozef_antoni_poniatowski"	"C_General_Good_Field_Commander_2"
"spa_jozef_antoni_poniatowski"	"C_General_Grand_Armee"
"spa_laurent_cyr"	"C_General_Defend_Good_1"
"spa_laurent_cyr"	"C_General_Grand_Armee"
"spa_louis_almeras"	"C_General_Attacker_Good_2"
"spa_louis_almeras"	"C_General_Brave_2"
"spa_louis_almeras"	"C_General_Good_Field_Commander_1"
"spa_louis_hilliers"	"C_General_Attacker_Good_2"
"spa_louis_hilliers"	"C_General_French_Elan_1"
"spa_louis_hilliers"	"C_General_of_Cavalry_1"
"spa_nicholas_appert"	"C_Gent_Research_Industry_2"
"spa_pierre_augereau"	"C_General_Attacker_Good_1"
"spa_pierre_augereau"	"C_General_Brave_3"
"spa_pierre_augereau"	"C_General_Grand_Armee"
"spa_jose_romeu"	"C_General_of_Infantry_2"
"spa_pierre_laplace"	"C_Gent_Research_Philosophy_2"
"spa_pierre_laplace"	"C_Gent_Science_Club_1"
"spa_luis_rebolledo"	"C_General_Good_Field_Commander_1"
"spa_luis_rebolledo"	"C_General_Defend_Good_2"
"spa_jose_palafox"	"C_General_Good_Field_Commander_2"
"spa_jose_palafox"	"C_General_Brave_2"
"spa_vicente_quesada"	"C_General_Brave_2"
"spa_vicente_quesada"	"C_General_Defend_Good_2"
"spa_jose_pascual"	"C_General_Good_Field_Commander_2"
"spa_manley_power"	"C_General_Born_Soldier_2"
"spa_manley_power"	"C_General_of_Infantry_1"
"spa_manley_power"	"C_General_Siege_Attack_Good_2"
"spa_luis_barreto"	"C_General_Good_Field_Commander_2"
"spa_luis_barreto"	"C_General_of_Infantry_1"
"spa_agostinho_fonseca"	"C_General_of_Infantry_2"
"spa_agostinho_fonseca"	"C_General_Good_Field_Commander_2"
"spa_agostinho_fonseca"	"C_General_Attacker_Good_1"
"spa_antonia_henriques"	"C_General_Good_Field_Commander_2"
"spa_antonia_henriques"	"C_General_Attacker_Good_1"
"spa_jose_romeu"	"Spain_C_General_Guerrilla_Leader_2"
"spa_miguel_quero"	"Spain_C_General_Guerrilla_Leader_1"
"spa_miguel_quero"	"C_General_Looter_Good_1"
"spa_ramon_garcia"	"Spain_C_General_Guerrilla_Leader_2"
"spa_jeronimo_cob"	"Spain_C_General_Guerrilla_Leader_3"
"spa_jeronimo_cob"	"C_General_Good_Field_Commander_1"
"spa_julian_sanchez"	"Spain_C_General_Guerrilla_Leader_2"
"spa_julian_sanchez"	"C_General_of_Infantry_1"
"spa_julian_sanchez"	"C_General_of_Cavalry_2"
"spa_joaquin_ibanez"	"Spain_C_General_Guerrilla_Leader_3"
"spa_joaquin_ibanez"	"C_General_Brave_1"
