version 1, schema diplomacy_negotiation_faction_override_strings_tables
Diplomatic_string_ID(string)	culture(string)	Government_system(string)	faction(string)	government_system_of_faction(string)
"offer_regular_payment"	"middle_east"	"gov_republic"	"egy_ottomans"	"ottomans_republic_offer_regular_payment"
"offer_single_payment"	"egy_middle_east"	"gov_republic"	"egy_ottomans"	"ottomans_republic_offer_single_payment"
"offer_single_payment"	"middle_east"	"gov_republic"	"egy_ottomans"	"ottomans_republic_offer_single_payment"
"receive_friendly"	"egy_middle_east"	"gov_republic"	"egy_ottomans"	"ottomans_republic_receive_friendly"
"receive_friendly"	"middle_east"	"gov_republic"	"egy_ottomans"	"ottomans_republic_receive_friendly"
"receive_hostile"	"egy_european"	"gov_absolute_monarchy"	"britain"	"britain_monarchy_receive_hostile"
"receive_hostile"	"egy_european"	"gov_constitutional_monarchy"	"britain"	"britain_monarchy_receive_hostile"
"receive_hostile"	"egy_european"	"gov_republic"	"austria"	"austria_republic_receive_hostile"
"receive_hostile"	"egy_european"	"gov_republic"	"britain"	"britain_republic_receive_hostile"
"receive_hostile"	"egy_european"	"gov_republic"	"prussia"	"prussia_republic_receive_hostile"
"receive_hostile"	"egy_middle_east"	"gov_absolute_monarchy"	"egy_ottomans"	"ottomans_monarchy_receive_hostile"
"receive_hostile"	"egy_middle_east"	"gov_constitutional_monarchy"	"egy_ottomans"	"ottomans_monarchy_receive_hostile"
"receive_hostile"	"egy_middle_east"	"gov_republic"	"egy_ottomans"	"ottomans_republic_receive_hostile"
"receive_hostile"	"european"	"gov_absolute_monarchy"	"britain"	"britain_monarchy_receive_hostile"
"receive_hostile"	"european"	"gov_constitutional_monarchy"	"britain"	"britain_monarchy_receive_hostile"
"receive_hostile"	"european"	"gov_republic"	"austria"	"austria_republic_receive_hostile"
"receive_hostile"	"european"	"gov_republic"	"britain"	"britain_republic_receive_hostile"
"receive_hostile"	"european"	"gov_republic"	"prussia"	"prussia_republic_receive_hostile"
"receive_hostile"	"middle_east"	"gov_absolute_monarchy"	"egy_ottomans"	"ottomans_monarchy_receive_hostile"
"receive_hostile"	"middle_east"	"gov_constitutional_monarchy"	"egy_ottomans"	"ottomans_monarchy_receive_hostile"
"receive_hostile"	"middle_east"	"gov_republic"	"egy_ottomans"	"ottomans_republic_receive_hostile"
"receive_neutral"	"egy_middle_east"	"gov_republic"	"egy_ottomans"	"ottomans_republic_receive_neutral"
"receive_neutral"	"middle_east"	"gov_republic"	"egy_ottomans"	"ottomans_republic_receive_neutral"
"receive_unfriendly"	"egy_european"	"gov_absolute_monarchy"	"prussia"	"prussia_monarchy_receive_unfriendly"
"receive_unfriendly"	"egy_european"	"gov_absolute_monarchy"	"spain"	"spain_monarchy_receive_unfriendly"
"receive_unfriendly"	"egy_european"	"gov_constitutional_monarchy"	"prussia"	"prussia_monarchy_receive_unfriendly"
"receive_unfriendly"	"egy_european"	"gov_constitutional_monarchy"	"spain"	"spain_monarchy_receive_unfriendly"
"receive_unfriendly"	"egy_european"	"gov_republic"	"spain"	"spain_republic_receive_unfriendly"
"receive_unfriendly"	"egy_middle_east"	"gov_republic"	"egy_ottomans"	"ottomans_republic_receive_unfriendly"
"receive_unfriendly"	"european"	"gov_absolute_monarchy"	"prussia"	"prussia_monarchy_receive_unfriendly"
"receive_unfriendly"	"european"	"gov_absolute_monarchy"	"spain"	"spain_monarchy_receive_unfriendly"
"receive_unfriendly"	"european"	"gov_constitutional_monarchy"	"prussia"	"prussia_monarchy_receive_unfriendly"
"receive_unfriendly"	"european"	"gov_constitutional_monarchy"	"spain"	"spain_monarchy_receive_unfriendly"
"receive_unfriendly"	"european"	"gov_republic"	"spain"	"spain_republic_receive_unfriendly"
"receive_unfriendly"	"middle_east"	"gov_republic"	"egy_ottomans"	"ottomans_republic_receive_unfriendly"
"receive_very_friendly"	"egy_european"	"gov_absolute_monarchy"	"france"	"france_monarchy_receive_very_friendly"
"receive_very_friendly"	"egy_european"	"gov_absolute_monarchy"	"russia"	"russia_monarchy_receive_very_friendly"
"receive_very_friendly"	"egy_european"	"gov_constitutional_monarchy"	"france"	"france_monarchy_receive_very_friendly"
"receive_very_friendly"	"egy_european"	"gov_constitutional_monarchy"	"russia"	"russia_monarchy_receive_very_friendly"
"receive_very_friendly"	"egy_european"	"gov_republic"	"france"	"france_republic_receive_very_friendly"
"receive_very_friendly"	"egy_european"	"gov_republic"	"russia"	"russia_republic_receive_very_friendly"
"receive_very_friendly"	"egy_middle_east"	"gov_republic"	"egy_ottomans"	"ottomans_republic_receive_very_friendly"
"receive_very_friendly"	"european"	"gov_absolute_monarchy"	"france"	"france_monarchy_receive_very_friendly"
"receive_very_friendly"	"european"	"gov_absolute_monarchy"	"russia"	"russia_monarchy_receive_very_friendly"
"receive_very_friendly"	"european"	"gov_constitutional_monarchy"	"france"	"france_monarchy_receive_very_friendly"
"receive_very_friendly"	"european"	"gov_constitutional_monarchy"	"russia"	"russia_monarchy_receive_very_friendly"
"receive_very_friendly"	"european"	"gov_republic"	"france"	"france_republic_receive_very_friendly"
"receive_very_friendly"	"european"	"gov_republic"	"russia"	"russia_republic_receive_very_friendly"
"receive_very_friendly"	"middle_east"	"gov_republic"	"egy_ottomans"	"ottomans_republic_receive_very_friendly"
"reject_angry_demand_military_access"	"egy_european"	"gov_republic"	"prussia"	"prussia_republic_reject_angry_demand_military_access"
"reject_angry_demand_military_access"	"european"	"gov_republic"	"prussia"	"prussia_republic_reject_angry_demand_military_access"
"reject_angry_demand_regions"	"egy_european"	"gov_absolute_monarchy"	"britain"	"britain_monarchy_reject_angry_demand_regions"
"reject_angry_demand_regions"	"egy_european"	"gov_absolute_monarchy"	"russia"	"russia_monarchy_reject_angry_demand_regions"
"reject_angry_demand_regions"	"egy_european"	"gov_constitutional_monarchy"	"britain"	"britain_monarchy_reject_angry_demand_regions"
"reject_angry_demand_regions"	"egy_european"	"gov_constitutional_monarchy"	"russia"	"russia_monarchy_reject_angry_demand_regions"
"reject_angry_demand_regions"	"egy_european"	"gov_republic"	"britain"	"britain_republic_reject_angry_demand_regions"
"reject_angry_demand_regions"	"egy_european"	"gov_republic"	"russia"	"russia_republic_reject_angry_demand_regions"
"reject_angry_demand_regions"	"egy_middle_east"	"gov_absolute_monarchy"	"egy_ottomans"	"ottomans_monarchy_reject_angry_demand_regions"
"reject_angry_demand_regions"	"egy_middle_east"	"gov_constitutional_monarchy"	"egy_ottomans"	"ottomans_monarchy_reject_angry_demand_regions"
"reject_angry_demand_regions"	"european"	"gov_absolute_monarchy"	"britain"	"britain_monarchy_reject_angry_demand_regions"
"reject_angry_demand_regions"	"european"	"gov_absolute_monarchy"	"russia"	"russia_monarchy_reject_angry_demand_regions"
"reject_angry_demand_regions"	"european"	"gov_constitutional_monarchy"	"britain"	"britain_monarchy_reject_angry_demand_regions"
"reject_angry_demand_regions"	"european"	"gov_constitutional_monarchy"	"russia"	"russia_monarchy_reject_angry_demand_regions"
"reject_angry_demand_regions"	"european"	"gov_republic"	"britain"	"britain_republic_reject_angry_demand_regions"
"reject_angry_demand_regions"	"european"	"gov_republic"	"russia"	"russia_republic_reject_angry_demand_regions"
"reject_angry_demand_regions"	"middle_east"	"gov_absolute_monarchy"	"egy_ottomans"	"ottomans_monarchy_reject_angry_demand_regions"
"reject_angry_demand_regions"	"middle_east"	"gov_constitutional_monarchy"	"egy_ottomans"	"ottomans_monarchy_reject_angry_demand_regions"
"reject_angry_demand_single_payment"	"egy_european"	"gov_absolute_monarchy"	"russia"	"russia_monarchy_reject_angry_demand_single_payment"
"reject_angry_demand_single_payment"	"egy_european"	"gov_constitutional_monarchy"	"russia"	"russia_monarchy_reject_angry_demand_single_payment"
"reject_angry_demand_single_payment"	"egy_european"	"gov_republic"	"russia"	"russia_republic_reject_angry_demand_single_payment"
"reject_angry_demand_single_payment"	"european"	"gov_absolute_monarchy"	"russia"	"russia_monarchy_reject_angry_demand_single_payment"
"reject_angry_demand_single_payment"	"european"	"gov_constitutional_monarchy"	"russia"	"russia_monarchy_reject_angry_demand_single_payment"
"reject_angry_demand_single_payment"	"european"	"gov_republic"	"russia"	"russia_republic_reject_angry_demand_single_payment"
"reject_angry_demand_technology"	"egy_european"	"gov_absolute_monarchy"	"france"	"france_monarchy_reject_angry_demand_technology"
"reject_angry_demand_technology"	"egy_european"	"gov_constitutional_monarchy"	"france"	"france_monarchy_reject_angry_demand_technology"
"reject_angry_demand_technology"	"egy_european"	"gov_republic"	"france"	"france_republic_reject_angry_demand_technology"
"reject_angry_demand_technology"	"european"	"gov_absolute_monarchy"	"france"	"france_monarchy_reject_angry_demand_technology"
"reject_angry_demand_technology"	"european"	"gov_constitutional_monarchy"	"france"	"france_monarchy_reject_angry_demand_technology"
"reject_angry_demand_technology"	"european"	"gov_republic"	"france"	"france_republic_reject_angry_demand_technology"
"reject_angry_offer_demand_peace"	"egy_european"	"gov_republic"	"britain"	"britain_republic_reject_angry_offer_demand_peace"
"reject_angry_offer_demand_peace"	"egy_european"	"gov_republic"	"prussia"	"prussia_republic_reject_angry_offer_demand_peace"
"reject_angry_offer_demand_peace"	"egy_middle_east"	"gov_absolute_monarchy"	"egy_ottomans"	"ottomans_monarchy_reject_angry_offer_demand_peace"
"reject_angry_offer_demand_peace"	"egy_middle_east"	"gov_constitutional_monarchy"	"egy_ottomans"	"ottomans_monarchy_reject_angry_offer_demand_peace"
"reject_angry_offer_demand_peace"	"european"	"gov_republic"	"britain"	"britain_republic_reject_angry_offer_demand_peace"
"reject_angry_offer_demand_peace"	"european"	"gov_republic"	"prussia"	"prussia_republic_reject_angry_offer_demand_peace"
"reject_angry_offer_demand_peace"	"middle_east"	"gov_absolute_monarchy"	"egy_ottomans"	"ottomans_monarchy_reject_angry_offer_demand_peace"
"reject_angry_offer_demand_peace"	"middle_east"	"gov_constitutional_monarchy"	"egy_ottomans"	"ottomans_monarchy_reject_angry_offer_demand_peace"
"reject_angry_offer_demand_trade"	"egy_european"	"gov_absolute_monarchy"	"spain"	"spain_monarchy_reject_angry_offer_demand_trade"
"reject_angry_offer_demand_trade"	"egy_european"	"gov_constitutional_monarchy"	"spain"	"spain_monarchy_reject_angry_offer_demand_trade"
"reject_angry_offer_demand_trade"	"egy_european"	"gov_republic"	"spain"	"spain_republic_reject_angry_offer_demand_trade"
"reject_angry_offer_demand_trade"	"egy_middle_east"	"gov_absolute_monarchy"	"egy_ottomans"	"ottomans_monarchy_reject_angry_offer_demand_trade"
"reject_angry_offer_demand_trade"	"egy_middle_east"	"gov_constitutional_monarchy"	"egy_ottomans"	"ottomans_monarchy_reject_angry_offer_demand_trade"
"reject_angry_offer_demand_trade"	"european"	"gov_absolute_monarchy"	"spain"	"spain_monarchy_reject_angry_offer_demand_trade"
"reject_angry_offer_demand_trade"	"european"	"gov_constitutional_monarchy"	"spain"	"spain_monarchy_reject_angry_offer_demand_trade"
"reject_angry_offer_demand_trade"	"european"	"gov_republic"	"spain"	"spain_republic_reject_angry_offer_demand_trade"
"reject_angry_offer_demand_trade"	"middle_east"	"gov_absolute_monarchy"	"egy_ottomans"	"ottomans_monarchy_reject_angry_offer_demand_trade"
"reject_angry_offer_demand_trade"	"middle_east"	"gov_constitutional_monarchy"	"egy_ottomans"	"ottomans_monarchy_reject_angry_offer_demand_trade"
"reject_angry_offer_regular_payment"	"egy_european"	"gov_absolute_monarchy"	"france"	"france_monarchy_reject_angry_offer_regular_payment"
"reject_angry_offer_regular_payment"	"egy_european"	"gov_constitutional_monarchy"	"france"	"france_monarchy_reject_angry_offer_regular_payment"
"reject_angry_offer_regular_payment"	"egy_european"	"gov_republic"	"france"	"france_republic_reject_angry_offer_regular_payment"
"reject_angry_offer_regular_payment"	"european"	"gov_absolute_monarchy"	"france"	"france_monarchy_reject_angry_offer_regular_payment"
"reject_angry_offer_regular_payment"	"european"	"gov_constitutional_monarchy"	"france"	"france_monarchy_reject_angry_offer_regular_payment"
"reject_angry_offer_regular_payment"	"european"	"gov_republic"	"france"	"france_republic_reject_angry_offer_regular_payment"
"reject_angry_offer_single_payment"	"egy_european"	"gov_absolute_monarchy"	"britain"	"britain_monarchy_reject_angry_offer_single_payment"
"reject_angry_offer_single_payment"	"egy_european"	"gov_constitutional_monarchy"	"britain"	"britain_monarchy_reject_angry_offer_single_payment"
"reject_angry_offer_single_payment"	"egy_european"	"gov_republic"	"britain"	"britain_republic_reject_angry_offer_single_payment"
"reject_angry_offer_single_payment"	"european"	"gov_absolute_monarchy"	"britain"	"britain_monarchy_reject_angry_offer_single_payment"
"reject_angry_offer_single_payment"	"european"	"gov_constitutional_monarchy"	"britain"	"britain_monarchy_reject_angry_offer_single_payment"
"reject_angry_offer_single_payment"	"european"	"gov_republic"	"britain"	"britain_republic_reject_angry_offer_single_payment"
"reject_demand_military_access"	"egy_european"	"gov_absolute_monarchy"	"austria"	"austria_monarchy_reject_demand_military_access"
"reject_demand_military_access"	"egy_european"	"gov_absolute_monarchy"	"france"	"france_monarchy_reject_demand_military_access"
"reject_demand_military_access"	"egy_european"	"gov_absolute_monarchy"	"sweden"	"sweden_monarchy_reject_demand_military_access"
"reject_demand_military_access"	"egy_european"	"gov_constitutional_monarchy"	"austria"	"austria_monarchy_reject_demand_military_access"
"reject_demand_military_access"	"egy_european"	"gov_constitutional_monarchy"	"france"	"france_monarchy_reject_demand_military_access"
"reject_demand_military_access"	"egy_european"	"gov_constitutional_monarchy"	"sweden"	"sweden_monarchy_reject_demand_military_access"
"reject_demand_military_access"	"egy_european"	"gov_republic"	"austria"	"austria_republic_reject_demand_military_access"
"reject_demand_military_access"	"egy_european"	"gov_republic"	"france"	"france_republic_reject_demand_military_access"
"reject_demand_military_access"	"egy_european"	"gov_republic"	"prussia"	"prussia_republic_reject_demand_military_access"
"reject_demand_military_access"	"egy_european"	"gov_republic"	"sweden"	"sweden_republic_reject_demand_military_access"
"reject_demand_military_access"	"egy_middle_east"	"gov_absolute_monarchy"	"egy_ottomans"	"ottomans_monarchy_reject_demand_military_access"
"reject_demand_military_access"	"egy_middle_east"	"gov_constitutional_monarchy"	"egy_ottomans"	"ottomans_monarchy_reject_demand_military_access"
"reject_demand_military_access"	"european"	"gov_absolute_monarchy"	"austria"	"austria_monarchy_reject_demand_military_access"
"reject_demand_military_access"	"european"	"gov_absolute_monarchy"	"france"	"france_monarchy_reject_demand_military_access"
"reject_demand_military_access"	"european"	"gov_absolute_monarchy"	"sweden"	"sweden_monarchy_reject_demand_military_access"
"reject_demand_military_access"	"european"	"gov_constitutional_monarchy"	"austria"	"austria_monarchy_reject_demand_military_access"
"reject_demand_military_access"	"european"	"gov_constitutional_monarchy"	"france"	"france_monarchy_reject_demand_military_access"
"reject_demand_military_access"	"european"	"gov_constitutional_monarchy"	"sweden"	"sweden_monarchy_reject_demand_military_access"
"reject_demand_military_access"	"european"	"gov_republic"	"austria"	"austria_republic_reject_demand_military_access"
"reject_demand_military_access"	"european"	"gov_republic"	"france"	"france_republic_reject_demand_military_access"
"reject_demand_military_access"	"european"	"gov_republic"	"prussia"	"prussia_republic_reject_demand_military_access"
"reject_demand_military_access"	"european"	"gov_republic"	"sweden"	"sweden_republic_reject_demand_military_access"
"reject_demand_military_access"	"middle_east"	"gov_absolute_monarchy"	"egy_ottomans"	"ottomans_monarchy_reject_demand_military_access"
"reject_demand_military_access"	"middle_east"	"gov_constitutional_monarchy"	"egy_ottomans"	"ottomans_monarchy_reject_demand_military_access"
"reject_demand_protectorate"	"egy_european"	"gov_absolute_monarchy"	"sweden"	"sweden_monarchy_reject_demand_protectorate"
"reject_demand_protectorate"	"egy_european"	"gov_constitutional_monarchy"	"sweden"	"sweden_monarchy_reject_demand_protectorate"
"reject_demand_protectorate"	"egy_european"	"gov_republic"	"sweden"	"sweden_republic_reject_demand_protectorate"
"reject_demand_protectorate"	"european"	"gov_absolute_monarchy"	"sweden"	"sweden_monarchy_reject_demand_protectorate"
"reject_demand_protectorate"	"european"	"gov_constitutional_monarchy"	"sweden"	"sweden_monarchy_reject_demand_protectorate"
"reject_demand_protectorate"	"european"	"gov_republic"	"sweden"	"sweden_republic_reject_demand_protectorate"
"reject_demand_regions"	"egy_european"	"gov_absolute_monarchy"	"russia"	"russia_monarchy_reject_demand_regions"
"reject_demand_regions"	"egy_european"	"gov_constitutional_monarchy"	"russia"	"russia_monarchy_reject_demand_regions"
"reject_demand_regions"	"egy_european"	"gov_republic"	"russia"	"russia_republic_reject_demand_regions"
"reject_demand_regions"	"european"	"gov_absolute_monarchy"	"russia"	"russia_monarchy_reject_demand_regions"
"reject_demand_regions"	"european"	"gov_constitutional_monarchy"	"russia"	"russia_monarchy_reject_demand_regions"
"reject_demand_regions"	"european"	"gov_republic"	"russia"	"russia_republic_reject_demand_regions"
"reject_demand_regular_payment"	"egy_european"	"gov_absolute_monarchy"	"prussia"	"prussia_monarchy_reject_demand_regular_payment"
"reject_demand_regular_payment"	"egy_european"	"gov_constitutional_monarchy"	"prussia"	"prussia_monarchy_reject_demand_regular_payment"
"reject_demand_regular_payment"	"european"	"gov_absolute_monarchy"	"prussia"	"prussia_monarchy_reject_demand_regular_payment"
"reject_demand_regular_payment"	"european"	"gov_constitutional_monarchy"	"prussia"	"prussia_monarchy_reject_demand_regular_payment"
"reject_demand_single_payment"	"egy_european"	"gov_absolute_monarchy"	"britain"	"britain_monarchy_reject_demand_single_payment"
"reject_demand_single_payment"	"egy_european"	"gov_absolute_monarchy"	"prussia"	"prussia_monarchy_reject_demand_single_payment"
"reject_demand_single_payment"	"egy_european"	"gov_constitutional_monarchy"	"britain"	"britain_monarchy_reject_demand_single_payment"
"reject_demand_single_payment"	"egy_european"	"gov_constitutional_monarchy"	"prussia"	"prussia_monarchy_reject_demand_single_payment"
"reject_demand_single_payment"	"egy_european"	"gov_republic"	"britain"	"britain_republic_reject_demand_single_payment"
"reject_demand_single_payment"	"european"	"gov_absolute_monarchy"	"britain"	"britain_monarchy_reject_demand_single_payment"
"reject_demand_single_payment"	"european"	"gov_absolute_monarchy"	"prussia"	"prussia_monarchy_reject_demand_single_payment"
"reject_demand_single_payment"	"european"	"gov_constitutional_monarchy"	"britain"	"britain_monarchy_reject_demand_single_payment"
"reject_demand_single_payment"	"european"	"gov_constitutional_monarchy"	"prussia"	"prussia_monarchy_reject_demand_single_payment"
"reject_demand_single_payment"	"european"	"gov_republic"	"britain"	"britain_republic_reject_demand_single_payment"
"reject_demand_technology"	"egy_european"	"gov_absolute_monarchy"	"spain"	"spain_monarchy_reject_demand_technology"
"reject_demand_technology"	"egy_european"	"gov_constitutional_monarchy"	"spain"	"spain_monarchy_reject_demand_technology"
"reject_demand_technology"	"egy_european"	"gov_republic"	"spain"	"spain_republic_reject_demand_technology"
"reject_demand_technology"	"european"	"gov_absolute_monarchy"	"spain"	"spain_monarchy_reject_demand_technology"
"reject_demand_technology"	"european"	"gov_constitutional_monarchy"	"spain"	"spain_monarchy_reject_demand_technology"
"reject_demand_technology"	"european"	"gov_republic"	"spain"	"spain_republic_reject_demand_technology"
"reject_offer_demand_alliance"	"egy_middle_east"	"gov_absolute_monarchy"	"egy_ottomans"	"ottomans_monarchy_reject_offer_demand_alliance"
"reject_offer_demand_alliance"	"egy_middle_east"	"gov_constitutional_monarchy"	"egy_ottomans"	"ottomans_monarchy_reject_offer_demand_alliance"
"reject_offer_demand_alliance"	"middle_east"	"gov_absolute_monarchy"	"egy_ottomans"	"ottomans_monarchy_reject_offer_demand_alliance"
"reject_offer_demand_alliance"	"middle_east"	"gov_constitutional_monarchy"	"egy_ottomans"	"ottomans_monarchy_reject_offer_demand_alliance"
"reject_offer_demand_peace"	"egy_middle_east"	"gov_absolute_monarchy"	"egy_ottomans"	"ottomans_monarchy_reject_offer_demand_peace"
"reject_offer_demand_peace"	"egy_middle_east"	"gov_constitutional_monarchy"	"egy_ottomans"	"ottomans_monarchy_reject_offer_demand_peace"
"reject_offer_demand_peace"	"middle_east"	"gov_absolute_monarchy"	"egy_ottomans"	"ottomans_monarchy_reject_offer_demand_peace"
"reject_offer_demand_peace"	"middle_east"	"gov_constitutional_monarchy"	"egy_ottomans"	"ottomans_monarchy_reject_offer_demand_peace"
"reject_offer_demand_trade"	"egy_european"	"gov_absolute_monarchy"	"france"	"france_monarchy_reject_offer_demand_trade"
"reject_offer_demand_trade"	"egy_european"	"gov_absolute_monarchy"	"prussia"	"prussia_monarchy_reject_offer_demand_trade"
"reject_offer_demand_trade"	"egy_european"	"gov_constitutional_monarchy"	"france"	"france_monarchy_reject_offer_demand_trade"
"reject_offer_demand_trade"	"egy_european"	"gov_constitutional_monarchy"	"prussia"	"prussia_monarchy_reject_offer_demand_trade"
"reject_offer_demand_trade"	"egy_european"	"gov_republic"	"france"	"france_republic_reject_offer_demand_trade"
"reject_offer_demand_trade"	"european"	"gov_absolute_monarchy"	"france"	"france_monarchy_reject_offer_demand_trade"
"reject_offer_demand_trade"	"european"	"gov_absolute_monarchy"	"prussia"	"prussia_monarchy_reject_offer_demand_trade"
"reject_offer_demand_trade"	"european"	"gov_constitutional_monarchy"	"france"	"france_monarchy_reject_offer_demand_trade"
"reject_offer_demand_trade"	"european"	"gov_constitutional_monarchy"	"prussia"	"prussia_monarchy_reject_offer_demand_trade"
"reject_offer_demand_trade"	"european"	"gov_republic"	"france"	"france_republic_reject_offer_demand_trade"
"reject_offer_regions"	"egy_european"	"gov_absolute_monarchy"	"prussia"	"prussia_monarchy_reject_offer_regions"
"reject_offer_regions"	"egy_european"	"gov_constitutional_monarchy"	"prussia"	"prussia_monarchy_reject_offer_regions"
"reject_offer_regions"	"european"	"gov_absolute_monarchy"	"prussia"	"prussia_monarchy_reject_offer_regions"
"reject_offer_regions"	"european"	"gov_constitutional_monarchy"	"prussia"	"prussia_monarchy_reject_offer_regions"
"reject_offer_regular_payment"	"egy_european"	"gov_absolute_monarchy"	"france"	"france_monarchy_reject_offer_regular_payment"
"reject_offer_regular_payment"	"egy_european"	"gov_absolute_monarchy"	"prussia"	"prussia_monarchy_reject_offer_regular_payment"
"reject_offer_regular_payment"	"egy_european"	"gov_absolute_monarchy"	"sweden"	"sweden_monarchy_reject_offer_regular_payment"
"reject_offer_regular_payment"	"egy_european"	"gov_constitutional_monarchy"	"france"	"france_monarchy_reject_offer_regular_payment"
"reject_offer_regular_payment"	"egy_european"	"gov_constitutional_monarchy"	"prussia"	"prussia_monarchy_reject_offer_regular_payment"
"reject_offer_regular_payment"	"egy_european"	"gov_constitutional_monarchy"	"sweden"	"sweden_monarchy_reject_offer_regular_payment"
"reject_offer_regular_payment"	"egy_european"	"gov_republic"	"france"	"france_republic_reject_offer_regular_payment"
"reject_offer_regular_payment"	"egy_european"	"gov_republic"	"russia"	"russia_republic_reject_offer_regular_payment"
"reject_offer_regular_payment"	"egy_european"	"gov_republic"	"sweden"	"sweden_republic_reject_offer_regular_payment"
"reject_offer_regular_payment"	"european"	"gov_absolute_monarchy"	"france"	"france_monarchy_reject_offer_regular_payment"
"reject_offer_regular_payment"	"european"	"gov_absolute_monarchy"	"prussia"	"prussia_monarchy_reject_offer_regular_payment"
"reject_offer_regular_payment"	"european"	"gov_absolute_monarchy"	"sweden"	"sweden_monarchy_reject_offer_regular_payment"
"reject_offer_regular_payment"	"european"	"gov_constitutional_monarchy"	"france"	"france_monarchy_reject_offer_regular_payment"
"reject_offer_regular_payment"	"european"	"gov_constitutional_monarchy"	"prussia"	"prussia_monarchy_reject_offer_regular_payment"
"reject_offer_regular_payment"	"european"	"gov_constitutional_monarchy"	"sweden"	"sweden_monarchy_reject_offer_regular_payment"
"reject_offer_regular_payment"	"european"	"gov_republic"	"france"	"france_republic_reject_offer_regular_payment"
"reject_offer_regular_payment"	"european"	"gov_republic"	"russia"	"russia_republic_reject_offer_regular_payment"
"reject_offer_regular_payment"	"european"	"gov_republic"	"sweden"	"sweden_republic_reject_offer_regular_payment"
"reject_offer_single_payment"	"egy_european"	"gov_absolute_monarchy"	"prussia"	"prussia_monarchy_reject_offer_single_payment"
"reject_offer_single_payment"	"egy_european"	"gov_absolute_monarchy"	"russia"	"russia_monarchy_reject_offer_single_payment"
"reject_offer_single_payment"	"egy_european"	"gov_constitutional_monarchy"	"prussia"	"prussia_monarchy_reject_offer_single_payment"
"reject_offer_single_payment"	"egy_european"	"gov_constitutional_monarchy"	"russia"	"russia_monarchy_reject_offer_single_payment"
"reject_offer_single_payment"	"european"	"gov_absolute_monarchy"	"prussia"	"prussia_monarchy_reject_offer_single_payment"
"reject_offer_single_payment"	"european"	"gov_absolute_monarchy"	"russia"	"russia_monarchy_reject_offer_single_payment"
"reject_offer_single_payment"	"european"	"gov_constitutional_monarchy"	"prussia"	"prussia_monarchy_reject_offer_single_payment"
"reject_offer_single_payment"	"european"	"gov_constitutional_monarchy"	"russia"	"russia_monarchy_reject_offer_single_payment"
"too_many_counters"	"egy_european"	"gov_absolute_monarchy"	"austria"	"austria_monarchy_too_many_counters"
"too_many_counters"	"egy_european"	"gov_absolute_monarchy"	"britain"	"britain_monarchy_too_many_counters"
"too_many_counters"	"egy_european"	"gov_absolute_monarchy"	"russia"	"russia_monarchy_too_many_counters"
"too_many_counters"	"egy_european"	"gov_absolute_monarchy"	"spain"	"spain_monarchy_too_many_counters"
"too_many_counters"	"egy_european"	"gov_constitutional_monarchy"	"austria"	"austria_monarchy_too_many_counters"
"too_many_counters"	"egy_european"	"gov_constitutional_monarchy"	"britain"	"britain_monarchy_too_many_counters"
"too_many_counters"	"egy_european"	"gov_constitutional_monarchy"	"russia"	"russia_monarchy_too_many_counters"
"too_many_counters"	"egy_european"	"gov_constitutional_monarchy"	"spain"	"spain_monarchy_too_many_counters"
"too_many_counters"	"egy_european"	"gov_republic"	"austria"	"austria_republic_too_many_counters"
"too_many_counters"	"egy_european"	"gov_republic"	"britain"	"britain_republic_too_many_counters"
"too_many_counters"	"egy_european"	"gov_republic"	"prussia"	"prussia_republic_too_many_counters"
"too_many_counters"	"egy_european"	"gov_republic"	"russia"	"russia_republic_too_many_counters"
"too_many_counters"	"egy_european"	"gov_republic"	"spain"	"spain_republic_too_many_counters"
"too_many_counters"	"european"	"gov_absolute_monarchy"	"austria"	"austria_monarchy_too_many_counters"
"too_many_counters"	"european"	"gov_absolute_monarchy"	"britain"	"britain_monarchy_too_many_counters"
"too_many_counters"	"european"	"gov_absolute_monarchy"	"russia"	"russia_monarchy_too_many_counters"
"too_many_counters"	"european"	"gov_absolute_monarchy"	"spain"	"spain_monarchy_too_many_counters"
"too_many_counters"	"european"	"gov_constitutional_monarchy"	"austria"	"austria_monarchy_too_many_counters"
"too_many_counters"	"european"	"gov_constitutional_monarchy"	"britain"	"britain_monarchy_too_many_counters"
"too_many_counters"	"european"	"gov_constitutional_monarchy"	"russia"	"russia_monarchy_too_many_counters"
"too_many_counters"	"european"	"gov_constitutional_monarchy"	"spain"	"spain_monarchy_too_many_counters"
"too_many_counters"	"european"	"gov_republic"	"austria"	"austria_republic_too_many_counters"
"too_many_counters"	"european"	"gov_republic"	"britain"	"britain_republic_too_many_counters"
"too_many_counters"	"european"	"gov_republic"	"prussia"	"prussia_republic_too_many_counters"
"too_many_counters"	"european"	"gov_republic"	"russia"	"russia_republic_too_many_counters"
"too_many_counters"	"european"	"gov_republic"	"spain"	"spain_republic_too_many_counters"
"war"	"egy_european"	"gov_absolute_monarchy"	"austria"	"austria_monarchy_war"
"war"	"egy_european"	"gov_absolute_monarchy"	"britain"	"britain_monarchy_war"
"war"	"egy_european"	"gov_absolute_monarchy"	"russia"	"russia_monarchy_war"
"war"	"egy_european"	"gov_absolute_monarchy"	"sweden"	"sweden_monarchy_war"
"war"	"egy_european"	"gov_constitutional_monarchy"	"austria"	"austria_monarchy_war"
