version 1, schema building_units_allowed_tables
Building_IDRef(string)	Unit(string)	Experience(int)	Unknown4(boolean)
"prest_france_arc_de_triomphe"	"mameluks_buffed"	2	false
"prest_maratha_ajinkyatara"	"mameluks_buffed"	2	false
"prest_poland_akademia"	"mameluks_buffed"	2	false
"prest_prussia_brandenburg_gate"	"mameluks_buffed"	2	false
"commercial_basin"	"medium_gallivat"	0	false
"commercial_port"	"medium_gallivat"	0	false
"dockyard"	"medium_gallivat"	0	false
"drydock"	"medium_gallivat"	0	false
"fishing_fleet"	"medium_gallivat"	0	false
"local_fishery"	"medium_gallivat"	0	false
"major_fishery"	"medium_gallivat"	0	false
"naval_hospital"	"medium_gallivat"	1	false
"steam_drydock"	"medium_gallivat"	1	false
"trading_company"	"medium_gallivat"	0	false
"governors_mansion"	"pirates_with_grenades"	0	false
"governors_palace"	"pirates_with_grenades"	0	false
"governors_residence"	"pirates_with_grenades"	0	false
"imperial_palace"	"pirates_with_grenades"	0	false
"magistrate"	"pirates_with_grenades"	0	false
"minor_governors_barracks"	"pirates_with_grenades"	0	false
"minor_governors_encampment"	"pirates_with_grenades"	0	false
"minor_governors_mansion"	"pirates_with_grenades"	0	false
"minor_governors_palace"	"pirates_with_grenades"	0	false
"minor_governors_residence"	"pirates_with_grenades"	0	false
"minor_magistrate"	"pirates_with_grenades"	0	false
"minor_royal_palace"	"pirates_with_grenades"	0	false
"prest_austria_hofburg"	"pirates_with_grenades"	0	false
"prest_britain_somerset_house"	"pirates_with_grenades"	0	false
"prest_france_palais_bourbon"	"pirates_with_grenades"	0	false
"prest_maratha_shaniwarwada"	"pirates_with_grenades"	0	false
"prest_russia_winter_palace"	"pirates_with_grenades"	0	false
"prest_spain_palacio_real_de_madrid"	"pirates_with_grenades"	0	false
"prest_sweden_slott"	"pirates_with_grenades"	0	false
"prest_usa_independence_hall"	"pirates_with_grenades"	0	false
"royal_palace"	"pirates_with_grenades"	0	false
"dockyard"	"pal"	0	false
"drydock"	"pal"	1	false
"naval_hospital"	"pal"	1	false
"shipyard"	"pal"	0	false
"steam_drydock"	"pal"	2	false
"drydock"	"simple_xebec"	0	false
"naval_hospital"	"simple_xebec"	1	false
"steam_drydock"	"simple_xebec"	0	false
