version 1, schema building_culture_variants_tables, guid 2644c639-8543-43fc-ada3-5a514e8250b0
Building_IDRef(string)	Culture(string)	Battle_Model(optstring)	Campaign_Map_Model(optstring)	Campaign_Map_Model_2(optstring)	Localised_Description(optstring)	Icon__Info_Picture(optstring)
"SHO_Infrastructure_0_Trails"	"japanese"	"archery_range"	"campaign_sho_infrastructure_0_trails"	nil	"SHO_Infrastructure_0_Trails_Description"	"SHO_Infrastructure_Trails"
"SHO_Infrastructure_1_Roads"	"japanese"	"archery_range"	"campaign_sho_infrastructure_1_roads"	nil	"SHO_Infrastructure_1_Roads_Description"	"SHO_Infrastructure_1_Roads"
"SHO_Infrastructure_2_Post_Stations"	"japanese"	"archery_range"	"campaign_sho_infrastructure_2_post_stations"	nil	"SHO_Infrastructure_2_Post_Stations_Description"	"SHO_Infrastructure_2_Post_Stations"
"SHO_Infrastructure_3_Imperial_Roads"	"japanese"	"archery_range"	"campaign_sho_infrastructure_3_imperial_roads"	nil	"SHO_Infrastructure_3_Imperial_Roads_Description"	"SHO_Infrastructure_3_Imperial_Roads"
"SHO_Port_0_Coastal_Village"	"japanese"	"archery_range"	"campaign_sho_port_0_coastal_village"	nil	"SHO_Port_0_Coastal_Village_Description"	"SHO_Port_Coastal_Village"
"SHO_Port_1_Harbour"	"japanese"	"archery_range"	"campaign_sho_port_1_harbour"	nil	"SHO_Port_1_Harbour_Description"	"SHO_Port_1_Harbour"
"SHO_Port_2_Trading_Port"	"japanese"	"archery_range"	"campaign_sho_port_2_trading_port"	nil	"SHO_Port_2_Trading_Port_Description"	"SHO_Port_2_Trading_Port"
"SHO_Port_3_Military_Port"	"japanese"	"archery_range"	"campaign_sho_port_3_military_port"	nil	"SHO_Port_3_Military_Port_Description"	"SHO_Port_3_Military_Port"
"SHO_Port_3_Nanban_Trade_Port"	"japanese"	"archery_range"	"campaign_sho_port_3_nanban_trade_port"	nil	"SHO_Port_3_Nanban_Trade_Port_Description"	"SHO_Port_3_Nanban_Trade_Port"
"SHO_Port_4_Drydock"	"japanese"	"archery_range"	"campaign_sho_port_4_drydock"	nil	"SHO_Port_4_Drydock_Description"	"SHO_Port_4_Drydock"
"SHO_Port_4_Nanban_Quarter"	"japanese"	"archery_range"	"campaign_sho_port_4_nanban_quarter"	nil	"SHO_Port_4_Nanban_Quarter_Description"	"SHO_Port_4_Nanban_Quarter"
"SHO_Region_Specialty_Craftwork_1_Artisans"	"japanese"	"archery_range"	"campaign_sho_region_specialty_craftwork_1_artisans"	nil	"SHO_Region_Specialty_Craftwork_1_Description"	"SHO_Region_Specialty_Craftwork_1_Artisans"
"SHO_Region_Specialty_Craftwork_2_Fletchers"	"japanese"	"archery_range"	"campaign_sho_region_specialty_craftwork_2_fletchers"	nil	"SHO_Region_Specialty_Craftwork_2a_Description"	"SHO_Region_Specialty_Craftwork_2_Fletchers"
"SHO_Region_Specialty_Craftwork_2_Paper_Mills"	"japanese"	"archery_range"	"campaign_sho_region_specialty_craftwork_2_paper_mills"	nil	"SHO_Region_Specialty_Craftwork_2b_Description"	"SHO_Region_Specialty_Craftwork_2_Paper_Mills"
"SHO_Region_Specialty_Craftwork_3_Laquerware"	"japanese"	"archery_range"	"campaign_sho_region_specialty_craftwork_3_laquerware"	nil	"SHO_Region_Specialty_Craftwork_3a_Description"	"SHO_Region_Specialty_Craftwork_3_Laquerware"
"SHO_Region_Specialty_Craftwork_3_Master_Bowmaker"	"japanese"	"archery_range"	"campaign_sho_region_specialty_craftwork_3_master_bowmaker"	nil	"SHO_Region_Specialty_Craftwork_3b_Description"	"SHO_Region_Specialty_Craftwork_3_Master_Bowmaker"
"SHO_Region_Specialty_Gold_Mining_1_Surface_Mining"	"japanese"	"archery_range"	"campaign_sho_region_specialty_gold_mining_1_surface_mining"	nil	"SHO_Region_Specialty_Gold_Mining_1_Description"	"SHO_Region_Specialty_Gold_Mining_1_Surface_Mining"
"SHO_Region_Specialty_Gold_Mining_2_Open_Pit"	"japanese"	"archery_range"	"campaign_sho_region_specialty_gold_mining_2_open_pit"	nil	"SHO_Region_Specialty_Gold_Mining_2_Description"	"SHO_Region_Specialty_Gold_Mining_2_Open_Pit"
"SHO_Region_Specialty_Gold_Mining_3_Mining_Complex"	"japanese"	"archery_range"	nil	"campaign_sho_region_specialty_gold_mining_3_mining_complex_anim"	"SHO_Region_Specialty_Gold_Mining_3_Description"	"SHO_Region_Specialty_Gold_Mining_3_Mining_Complex"
"SHO_Region_Specialty_Holy_Site_1_Holy_Site"	"japanese"	"archery_range"	"campaign_sho_region_specialty_holy_site_1_holy_site"	nil	"SHO_Region_Specialty_Holy_Site_1_Description"	"SHO_Region_Specialty_Holy_Site_1_Holy_Site"
"SHO_Region_Specialty_Holy_Site_2_Mountain_Hermitag"	"japanese"	"archery_range"	"campaign_sho_region_specialty_holy_site_2_mountain_hermitag"	nil	"SHO_Region_Specialty_Holy_Site_2a_Description"	"SHO_Region_Specialty_Holy_Site_2_Mountain_Hermitag"
"SHO_Region_Specialty_Holy_Site_2_Pilgrim_Hostel"	"japanese"	"archery_range"	"campaign_sho_region_specialty_holy_site_2_pilgrim_hostel"	nil	"SHO_Region_Specialty_Holy_Site_2b_Description"	"SHO_Region_Specialty_Holy_Site_2_Pilgrim_Hostel"
"SHO_Region_Specialty_Holy_Site_3_Fortified_Monaste"	"japanese"	"archery_range"	"campaign_sho_region_specialty_holy_site_3_fortified_monaste"	nil	"SHO_Region_Specialty_Holy_Site_3a_Description"	"SHO_Region_Specialty_Holy_Site_3_Fortified_Monaste"
"SHO_Region_Specialty_Holy_Site_3_Great_Soja_Shrine"	"japanese"	"archery_range"	"campaign_sho_region_specialty_holy_site_3_great_soja_shrine"	nil	"SHO_Region_Specialty_Holy_Site_3b_Description"	"SHO_Region_Specialty_Holy_Site_3_Great_Soja_Shrine"
"SHO_Region_Specialty_Horses_1_Pastures"	"japanese"	"archery_range"	nil	"campaign_sho_region_specialty_horses_1_pastures"	"SHO_Region_Specialty_Horses_1_Description"	"SHO_Region_Specialty_Horses_1_Pastures"
"SHO_Region_Specialty_Horses_2_Breeders"	"japanese"	"archery_range"	nil	"campaign_sho_region_specialty_horses_2_breeders"	"SHO_Region_Specialty_Horses_2_Description"	"SHO_Region_Specialty_Horses_2_Breeders"
"SHO_Region_Specialty_Horses_3_Warhorse_Breeders"	"japanese"	"archery_range"	nil	"campaign_sho_region_specialty_horses_3_warhorse"	"SHO_Region_Specialty_Horses_3_Description"	"SHO_Region_Specialty_Horses_3_Warhorse_Breeders"
"SHO_Region_Specialty_Intellectual_Centre_1_School"	"japanese"	"archery_range"	"campaign_sho_region_specialty_intellectual_centre_1_school"	nil	"SHO_Region_Specialty_Intellectual_1_Description"	"SHO_Region_Specialty_Intellectual_Centre_1_School"
"SHO_Region_Specialty_Intellectual_Centre_2_Library"	"japanese"	"archery_range"	"campaign_sho_region_specialty_intellectual_centre_2_library"	nil	"SHO_Region_Specialty_Intellectual_2a_Description"	"SHO_Region_Specialty_Intellectual_Centre_2_Library"
"SHO_Region_Specialty_Intellectual_Centre_2_Magistr"	"japanese"	"archery_range"	"campaign_sho_region_specialty_intellectual_centre_2_magistr"	nil	"SHO_Region_Specialty_Intellectual_2b_Description"	"SHO_Region_Specialty_Intellectual_Centre_2_Magistr"
"SHO_Region_Specialty_Intellectual_Centre_3_Academy"	"japanese"	"archery_range"	"campaign_sho_region_specialty_intellectual_centre_3_academy"	nil	"SHO_Region_Specialty_Intellectual_3a_Description"	"SHO_Region_Specialty_Intellectual_Centre_3_Academy"
"SHO_Region_Specialty_Intellectual_Centre_3_Law_Cou"	"japanese"	"archery_range"	"campaign_sho_region_specialty_intellectual_centre_3_law_cou"	nil	"SHO_Region_Specialty_Intellectual_3b_Description"	"SHO_Region_Specialty_Intellectual_Centre_3_Law_Cou"
"SHO_Region_Specialty_Iron_Mining_1_Iron_Mine"	"japanese"	"archery_range"	"campaign_sho_region_specialty_iron_mining_1_iron_mine"	nil	"SHO_Region_Specialty_Iron_Mining_1_Description"	"SHO_Region_Specialty_Iron_Mining_1_Iron_Mine"
"SHO_Region_Specialty_Iron_Mining_2_Deep_Mine"	"japanese"	"archery_range"	"campaign_sho_region_specialty_iron_mining_2_deep_mine"	nil	"SHO_Region_Specialty_Iron_Mining_2_Description"	"SHO_Region_Specialty_Iron_Mining_2_Deep_Mine"
"SHO_Region_Specialty_Iron_Mining_3_Mining_Complex"	"japanese"	"archery_range"	nil	"campaign_sho_region_specialty_iron_mining_3_mining_complex_anim"	"SHO_Region_Specialty_Iron_Mining_3_Description"	"SHO_Region_Specialty_Iron_Mining_3_Mining_Complex"
"SHO_Region_Specialty_Naval_1_Merchant_Colony"	"japanese"	"archery_range"	"campaign_sho_region_specialty_naval_1_fishing_port"	nil	"SHO_Region_Specialty_Naval_1_Description"	"SHO_Region_Specialty_Naval_1_Merchant_Colony"
"SHO_Region_Specialty_Naval_2_Pirate_Lair"	"japanese"	"archery_range"	"campaign_sho_region_specialty_naval_2_pirate_cove"	nil	"SHO_Region_Specialty_Naval_2a_Description"	"SHO_Region_Specialty_Naval_2_Pirate_Cove"
"SHO_Region_Specialty_Naval_2_Warehouses"	"japanese"	"archery_range"	"campaign_sho_region_specialty_naval_2_whaling_port"	nil	"SHO_Region_Specialty_Naval_2b_Description"	"SHO_Region_Specialty_Naval_2_Warehouses"
"SHO_Region_Specialty_Naval_3_Pirate_Fortress"	"japanese"	"archery_range"	"campaign_sho_region_specialty_naval_3_pirate_fortress"	nil	"SHO_Region_Specialty_Naval_3a_Description"	"SHO_Region_Specialty_Naval_3_Pirate_Fortress"
"SHO_Region_Specialty_Naval_3_Red_Seal_Company"	"japanese"	"archery_range"	"campaign_sho_region_specialty_naval_3_red_seal_port"	nil	"SHO_Region_Specialty_Naval_3b_Description"	"SHO_Region_Specialty_Naval_3_Red_Seal_Company"
"SHO_Region_Specialty_Ninja_1_Hideout"	"japanese"	"archery_range"	"campaign_sho_region_specialty_ninja_1_hideout"	nil	"SHO_Region_Specialty_Ninja_1_Description"	"SHO_Region_Specialty_Ninja_1_Hideout"
"SHO_Region_Specialty_Ninja_2_Burakumin"	"japanese"	"archery_range"	"campaign_sho_region_specialty_ninja_2_burakumin"	nil	"SHO_Region_Specialty_Ninja_2a_Description"	"SHO_Region_Specialty_Ninja_2_Burakumin"
"SHO_Region_Specialty_Ninja_2_Ninjutsu_School"	"japanese"	"archery_range"	"campaign_sho_region_specialty_ninja_2_ninjutsu_school"	nil	"SHO_Region_Specialty_Ninja_2b_Description"	"SHO_Region_Specialty_Ninja_2_Ninjutsu_School"
"SHO_Region_Specialty_Ninja_3_Clan_Fortress"	"japanese"	"archery_range"	"campaign_sho_region_specialty_ninja_3_clan_fortress"	nil	"SHO_Region_Specialty_Ninja_3a_Description"	"SHO_Region_Specialty_Ninja_3_Clan_Fortress"
"SHO_Region_Specialty_Ninja_3_Smuggling_Network"	"japanese"	"archery_range"	"campaign_sho_region_specialty_ninja_3_smuggling_network"	nil	"SHO_Region_Specialty_Ninja_3b_Description"	"SHO_Region_Specialty_Ninja_3_Smuggling_Network"
"SHO_Region_Specialty_Smithing_1_Blacksmith"	"japanese"	"archery_range"	"campaign_sho_region_specialty_smithing_1_blacksmith"	nil	"SHO_Region_Specialty_Smithing_1_Description"	"SHO_Region_Specialty_Smithing_1_Blacksmith"
"SHO_Region_Specialty_Smithing_2_Armourer"	"japanese"	"archery_range"	"campaign_sho_region_specialty_smithing_2_armourer"	nil	"SHO_Region_Specialty_Smithing_2a_Description"	"SHO_Region_Specialty_Smithing_2_Armourer"
"SHO_Region_Specialty_Smithing_2_Weaponsmith"	"japanese"	"archery_range"	"campaign_sho_region_specialty_smithing_2_weaponsmith"	nil	"SHO_Region_Specialty_Smithing_2b_Description"	"SHO_Region_Specialty_Smithing_2_Smithy"
"SHO_Region_Specialty_Smithing_3_Master_Armourer"	"japanese"	"archery_range"	"campaign_sho_region_specialty_smithing_3_master_armourer"	nil	"SHO_Region_Specialty_Smithing_3a_Description"	"SHO_Region_Specialty_Smithing_3_Master_Armoursmith"
"SHO_Region_Specialty_Smithing_3_Master_Weaponsmith"	"japanese"	"archery_range"	"campaign_sho_region_specialty_smithing_3_master_weaponsmith"	nil	"SHO_Region_Specialty_Smithing_3b_Description"	"SHO_Region_Specialty_Smithing_3_Master_Weaponsmith"
"SHO_Region_Specialty_Stone_1_Stonemason"	"japanese"	"archery_range"	nil	"campaign_sho_region_specialty_stone_1_stonemason"	"SHO_Region_Specialty_Stone_1_Description"	"SHO_Region_Specialty_Stone_1_Stonemason"
"SHO_Region_Specialty_Stone_2_Quarry"	"japanese"	"archery_range"	nil	"campaign_sho_region_specialty_stone_2_quarry"	"SHO_Region_Specialty_Stone_2_Description"	"SHO_Region_Specialty_Stone_2_Quarry"
"SHO_Region_Specialty_Stone_3_Stoneworls"	"japanese"	"archery_range"	nil	"campaign_sho_region_specialty_stone_3_stoneworls"	"SHO_Region_Specialty_Stone_3_Description"	"SHO_Region_Specialty_Stone_3_Stoneworls"
"SHO_Region_Specialty_Timber_1_Lumbercamp"	"japanese"	"archery_range"	"campaign_sho_region_specialty_timber_1_lumbercamp"	nil	"SHO_Region_Specialty_Timber_1_Description"	"SHO_Region_Specialty_Timber_1_Lumbercamp"
"SHO_Region_Specialty_Timber_2_Lumberyards"	"japanese"	"archery_range"	"campaign_sho_region_specialty_timber_2_lumberyards"	nil	"SHO_Region_Specialty_Timber_2_Description"	"SHO_Region_Specialty_Timber_2_Lumberyards"
"SHO_Region_Specialty_Timber_3_Sawmills"	"japanese"	"archery_range"	"campaign_sho_region_specialty_timber_3_sawmills"	nil	"SHO_Region_Specialty_Timber_3_Description"	"SHO_Region_Specialty_Timber_3_Sawmills"
"SHO_Siege_1_Workshop"	"japanese"	"archery_range"	"campaign_sho_siege_1_workshop"	nil	"SHO_Siege_1_Workshop_Description"	"SHO_Siege_1_Workshop"
"SHO_Siege_2_Powder_Maker"	"japanese"	"archery_range"	"campaign_sho_siege_2_powder_maker"	nil	"SHO_Siege_2_Powder_Maker_Description"	"SHO_Siege_2_Powder_Maker"
"SHO_Siege_3_Gunsmith"	"japanese"	"archery_range"	"campaign_sho_siege_3_gunsmith"	nil	"SHO_Siege_3_Gunsmith_Description"	"SHO_Siege_3_Gunsmith"
"SHO_Siege_4_Arsenal"	"japanese"	"archery_range"	"campaign_sho_siege_4_arsenal"	nil	"SHO_Siege_4_Arsenal_Description"	"SHO_Siege_4_Arsenal"
"SHO_Stealth_1_Sake_Den"	"japanese"	"archery_range"	"campaign_sho_stealth_1_sake_den"	nil	"SHO_Stealth_1_Sake_Den_Description"	"SHO_Stealth_1_Sake_Den"
"SHO_Stealth_2_Gambling_Hall"	"japanese"	"archery_range"	"campaign_sho_stealth_2_gambling_hall"	nil	"SHO_Stealth_2_Gambling_Hall_Description"	"SHO_Stealth_2_Gambling_Hall"
"SHO_Stealth_3_Criminal_Syndicate"	"japanese"	"archery_range"	"campaign_sho_stealth_3_criminal_syndicate"	nil	"SHO_Stealth_3_Criminal_Syndicate_Description"	"SHO_Stealth_3_Criminal_Syndicate"
"SHO_Stealth_4_Mizu_Shobai"	"japanese"	"archery_range"	"campaign_sho_stealth_4_mizu_shobai"	nil	"SHO_Stealth_4_Mizu_Shobai_Description"	"SHO_Stealth_4_Mizu_Shobai"
"SHO_Sword_1_Sword_School"	"japanese"	"archery_range"	"campaign_sho_sword_1_sword_school"	nil	"SHO_Sword_1_Sword_School_Description"	"SHO_Sword_1_Sword_School"
"SHO_Sword_2_Nodachi"	"japanese"	"archery_range"	"campaign_sho_sword_2_nodachi"	nil	"SHO_Sword_2_Nodachi_Description"	"SHO_Sword_2_Nodachi"
"SHO_Sword_3_Master_Dojo"	"japanese"	"archery_range"	"campaign_sho_sword_3_master_dojo"	nil	"SHO_Sword_3_Master_Dojo_Description"	"SHO_Sword_3_Master_Dojo"
"SHO_Sword_4_Legendary_Dojo"	"japanese"	"archery_range"	"campaign_sho_sword_4_legendary_dojo"	nil	"SHO_Sword_4_Legendary_Dojo_Description"	"SHO_Sword_4_Legendary_Dojo"
"SHO_Yari_1_Drill_Yard"	"japanese"	"archery_range"	"campaign_sho_yari_1_drill_yard"	nil	"SHO_Yari_1_Drill_Yard_Description"	"SHO_Yari_1_Drill_Yard"
"SHO_Yari_2_Naginata_Dojo"	"japanese"	"archery_range"	"campaign_sho_yari_2_naginata_dojo"	nil	"SHO_Yari_2_Naginata_Dojo_Description"	"SHO_Yari_2_Naginata_Dojo"
"SHO_Yari_3_Master_Dojo"	"japanese"	"archery_range"	"campaign_sho_yari_3_master_dojo"	nil	"SHO_Yari_3_Master_Dojo_Description"	"SHO_Yari_3_Master_Dojo"
"SHO_Yari_4_Legendary_School"	"japanese"	"archery_range"	"campaign_sho_yari_4_legendary_school"	nil	"SHO_Yari_4_Legendary_School_Description"	"SHO_Yari_4_Legendary_School"
"bos_artillery_1_artillery_range"	"japanese"	"archery_range"	"campaign_bos_slot_modern_military"	nil	"bos_96_artillery_1_desc"	"bos_artillery_1_artillery_range"
"bos_artillery_2_artillery_school"	"japanese"	"archery_range"	"campaign_bos_slot_modern_military"	nil	"bos_97_artillery_2_desc"	"bos_artillery_2_artillery_school"
"bos_artillery_3_artillery_academy"	"japanese"	"archery_range"	"campaign_bos_slot_modern_military"	nil	"bos_98_artillery_3_desc"	"bos_artillery_3_artillery_academy"
"bos_artillery_4_arsenal"	"japanese"	"archery_range"	"campaign_bos_slot_modern_military"	nil	"bos_99_artillery_4_desc"	"bos_artillery_4_arsenal"
"bos_buff_1_training_camp"	"japanese"	"archery_range"	"campaign_bos_slot_modern_military"	nil	"bos_104_buff_1_desc"	"bos_buff_1_training_camp"
"bos_buff_2_drill_school"	"japanese"	"archery_range"	"campaign_bos_slot_modern_military"	nil	"bos_108_buff_2_desc"	"bos_buff_2_drill_school"
"bos_buff_2_firing_range"	"japanese"	"archery_range"	"campaign_bos_slot_modern_military"	nil	"bos_109_buff_2_desc"	"bos_buff_2_firing_range"
"bos_buff_2_headquarters"	"japanese"	"archery_range"	"campaign_bos_slot_modern_military"	nil	"bos_105_buff_2_desc"	"bos_buff_2_headquarters"
"bos_buff_2_jujutsu_hall"	"japanese"	"archery_range"	"campaign_bos_slot_modern_military"	nil	"bos_107_buff_2_desc"	"bos_buff_2_jujutsu_hall"
"bos_buff_2_military_hospital"	"japanese"	"archery_range"	"campaign_bos_slot_modern_military"	nil	"bos_106_buff_2_desc"	"bos_buff_2_military_hospital"
"bos_castle_2_stronghold"	"japanese"	"archery_range"	"campaign_bos_castle_2_stronghold"	nil	"bos_66_castle_2_desc"	"bos_castle_2_stronghold"
"bos_castle_3_fortress"	"japanese"	"archery_range"	"campaign_bos_castle_3_fortress"	nil	"bos_67_castle_3_desc"	"bos_castle_3_fortress"
"bos_castle_4_castle"	"japanese"	"archery_range"	"campaign_bos_castle_4_castle"	nil	"bos_68_castle_4_desc"	"bos_castle_4_castle"
"bos_castle_5_citadel"	"japanese"	"archery_range"	"campaign_bos_castle_5_citadel"	nil	"bos_69_castle_5_desc"	"bos_castle_5_citadel"
"bos_castle_6_star_fort"	"japanese"	"archery_range"	"campaign_bos_castle_6_star_fort"	nil	"bos_70_castle_6_desc"	"bos_castle_6_star_fort"
"bos_criminal_1_inn"	"japanese"	"archery_range"	"campaign_bos_slot_social"	nil	"bos_45_criminal_1_desc"	"bos_criminal_1_inn"
"bos_criminal_2_gambling_den"	"japanese"	"archery_range"	"campaign_bos_slot_social"	nil	"bos_47_criminal_2_desc"	"bos_criminal_2_gambling_den"
"bos_criminal_2_market"	"japanese"	"archery_range"	"campaign_bos_slot_social"	nil	"bos_46_criminal_2_desc"	"bos_criminal_2_market"
"bos_criminal_3_financial_district"	"japanese"	"archery_range"	"campaign_bos_slot_social"	nil	"bos_48_criminal_3_desc"	"bos_criminal_3_financial_district"
"bos_criminal_3_richi_mahjong_parlour"	"japanese"	"archery_range"	"campaign_bos_slot_social"	nil	"bos_49_criminal_3_desc"	"bos_criminal_3_richi_mahjong_parlour"
"bos_criminal_4_junin_ryogae"	"japanese"	"archery_range"	"campaign_bos_slot_social"	nil	"bos_50_criminal_4_desc"	"bos_criminal_4_junin_ryogae"
"bos_criminal_4_yakuza_hideout"	"japanese"	"archery_range"	"campaign_bos_slot_social"	nil	"bos_51_criminal_4_desc"	"bos_criminal_4_yakuza_hideout"
"bos_defenses_3_matchlock_towers"	"japanese"	"archery_range"	"campaign_bos_defenses_3_matchlock_towers"	nil	"bos_88_defenses_3_desc"	"bos_defenses_3_matchlock_towers"
"bos_defenses_4_gatling_gun_towers"	"japanese"	"archery_range"	"campaign_bos_defenses_4_gatling_gun_towers"	nil	"bos_89_defenses_4_desc"	"bos_defenses_4_gatling_gun_towers"
"bos_defenses_5_wall_guns_and_gatling_gun_towers"	"japanese"	"archery_range"	"campaign_bos_defenses_5_wall_guns_and_gatling_gun_towers"	nil	"bos_90_defenses_5_desc"	"bos_defenses_5_wall_guns_and_gatling_gun_towers"
"bos_farming_1_outfields"	"japanese"	"archery_range"	"campaign_bos_farming_1_outfields"	nil	"bos_79_farming_1_desc"	"bos_farming_1_outfields"
"bos_farming_2_tenant_fields"	"japanese"	"archery_range"	"campaign_bos_farming_2_tenant_fields"	nil	"bos_81_farming_2_desc"	"bos_farming_2_tenant_fields"
"bos_farming_3_private-held_fields"	"japanese"	"archery_range"	"campaign_bos_farming_3_private-held_fields"	nil	"bos_83_farming_3_desc"	"bos_farming_3_private-held_fields"
"bos_farming_4_zaibatsu_fields"	"japanese"	"archery_range"	"campaign_bos_farming_4_zaibatsu_fields"	nil	"bos_85_farming_4_desc"	"bos_farming_4_zaibatsu_fields"
"bos_foundation_1_town"	"japanese"	"archery_range"	"ALL_army_dug_in"	nil	"bos_40_foundation_1_desc"	"bos_foundation_1_town"
"bos_foundation_2_large_town"	"japanese"	"archery_range"	"ALL_army_dug_in"	nil	"bos_41_foundation_2_desc"	"bos_foundation_2_large_town"
"bos_foundation_3_city"	"japanese"	"archery_range"	"ALL_army_dug_in"	nil	"bos_42_foundation_3_desc"	"bos_foundation_3_city"
"bos_foundation_4_municipalty"	"japanese"	"archery_range"	"ALL_army_dug_in"	nil	"bos_43_foundation_4_desc"	"bos_foundation_4_municipality"
"bos_foundation_5_prefecture"	"japanese"	"archery_range"	"ALL_army_dug_in"	nil	"bos_44_foundation_5_desc"	"bos_foundation_5_prefecture"
"bos_industry_1_cottage_industry"	"japanese"	"archery_range"	"campaign_bos_slot_industry"	nil	"bos_59_industry_1_desc"	"bos_industry_1_cottage_industry"
"bos_industry_2_cotton_mill"	"japanese"	"archery_range"	"campaign_bos_slot_industry"	nil	"bos_60_industry_2_desc"	"bos_industry_2_cotton_mill"
"bos_industry_2_craft_workshop"	"japanese"	"archery_range"	"campaign_bos_slot_industry"	nil	"bos_62_industry_2_desc"	"bos_industry_2_craft_workshop"
"bos_industry_2_silk_weavers_shop"	"japanese"	"archery_range"	"campaign_bos_slot_industry"	nil	"bos_61_industry_2_desc"	"bos_industry_2_silk_weavers_shop"
"bos_industry_3_manufactory"	"japanese"	"archery_range"	"campaign_bos_slot_industry"	nil	"bos_63_industry_3_desc"	"bos_industry_3_manufactory"
"bos_industry_4_cotton_processing_plant"	"japanese"	"archery_range"	"campaign_bos_slot_industry"	nil	"bos_64_industry_4_desc"	"bos_industry_4_cotton_processing_plant"
"bos_industry_4_silk_manufactory"	"japanese"	"archery_range"	"campaign_bos_slot_industry"	nil	"bos_65_industry_4_desc"	"bos_industry_4_silk_manufactory"
"bos_infrastucture_1_imperial_roads"	"japanese"	"archery_range"	"ALL_army_dug_in"	nil	"bos_91_infrastucture_1_desc"	"GEM_Town"
"bos_modern_1_muster_field"	"japanese"	"archery_range"	"campaign_bos_slot_modern_military"	nil	"bos_100_modern_1_desc"	"bos_modern_1_muster_field"
"bos_modern_2_barracks"	"japanese"	"archery_range"	"campaign_bos_slot_modern_military"	nil	"bos_101_modern_2_desc"	"bos_modern_2_barracks"
"bos_modern_3_infantry_barracks"	"japanese"	"archery_range"	"campaign_bos_slot_modern_military"	nil	"bos_102_modern_3_desc"	"bos_modern_3_infantry_barracks"
"bos_modern_4_military_academy"	"japanese"	"archery_range"	"campaign_bos_slot_modern_military"	nil	"bos_103_modern_4_desc"	"bos_modern_4_military_academy"
"bos_port_1_harbour"	"japanese"	"archery_range"	"campaign_bos_port_1_harbour"	nil	"bos_71_port_1_desc"	"bos_port_1_harbour"
"bos_port_2_port"	"japanese"	"archery_range"	"campaign_bos_port_2_port"	nil	"bos_72_port_2_desc"	"bos_port_2_port"
"bos_port_3_military_port"	"japanese"	"archery_range"	"campaign_bos_port_3_military_port"	nil	"bos_73_port_3_desc"	"bos_port_3_military_port"
"bos_port_3_trading_port"	"japanese"	"archery_range"	"campaign_bos_port_3_trading_port"	nil	"bos_74_port_3_desc"	"bos_port_3_trading_port"
"bos_port_4_american_trading_district"	"japanese"	"archery_range"	"campaign_bos_port_4_american_trading_district"	nil	"bos_77_port_4_desc"	"bos_port_4_american_trading_district"
"bos_port_4_british_trading_district"	"japanese"	"archery_range"	"campaign_bos_port_4_british_trading_district"	nil	"bos_76_port_4_desc"	"bos_port_4_british_trading_district"
"bos_port_4_drydock"	"japanese"	"archery_range"	"campaign_bos_port_4_drydock"	nil	"bos_75_port_4_desc"	"bos_port_4_drydock"
"bos_port_4_french_trading_district"	"japanese"	"archery_range"	"campaign_bos_port_4_french_trading_district"	nil	"bos_78_port_4_desc"	"bos_port_4_french_trading_district"
"bos_propaganda_1_constabulary"	"japanese"	"archery_range"	"campaign_bos_slot_propaganda"	nil	"bos_52_propaganda_1_desc"	"bos_propaganda_1_constabulary"
"bos_propaganda_2_police_office"	"japanese"	"archery_range"	"campaign_bos_slot_propaganda"	nil	"bos_53_propaganda_2_desc"	"bos_propaganda_2_police_office"
"bos_propaganda_3_secret_society"	"japanese"	"archery_range"	"campaign_bos_slot_propaganda"	nil	"bos_54_propaganda_2_desc"	"bos_propaganda_3_secret_society"
"bos_propaganda_3_shikoyoku_office"	"japanese"	"archery_range"	"campaign_bos_slot_propaganda"	nil	"bos_56_propaganda_3_desc"	"bos_propaganda_3_shikoyoku_office"
"bos_propaganda_3_special_police"	"japanese"	"archery_range"	"campaign_bos_slot_propaganda"	nil	"bos_55_propaganda_3_desc"	"bos_propaganda_3_special_police"
"bos_propaganda_4_mainichi_shimbun"	"japanese"	"archery_range"	"campaign_bos_slot_propaganda"	nil	"bos_58_propaganda_4_desc"	"bos_propaganda_4_mainichi_shimbun"
"bos_propaganda_4_military_society"	"japanese"	"archery_range"	"campaign_bos_slot_propaganda"	nil	"bos_113_propaganda_4_desc"	"bos_propaganda_4_military_society"
"bos_propaganda_4_shinsengumi_headquarters"	"japanese"	"archery_range"	"campaign_bos_slot_propaganda"	nil	"bos_57_propaganda_4_desc"	"bos_propaganda_4_shinsengumi_headquarters"
"bos_region_spec_clay_1_claypits"	"japanese"	"archery_range"	nil	"campaign_bos_region_spec_clay_1_claypits"	"bos_30_region_specialty_clay_1_desc"	"bos_region_spec_clay_1_claypits"
"bos_region_spec_clay_2_clay_kiln"	"japanese"	"archery_range"	nil	"campaign_bos_region_spec_clay_2_clay_kiln"	"bos_31_region_specialty_clay_2_desc"	"bos_region_spec_clay_2_clay_kiln"
"bos_region_spec_clay_3_brickworks"	"japanese"	"archery_range"	nil	"campaign_bos_region_spec_clay_3_brickworks"	"bos_32_region_specialty_clay_3_desc"	"bos_region_spec_clay_3_brickworks"
