key	men	horse	guns	officer	musician	standard_bearer	soldier_model	man_entity	man_animations_table	equipment_theme	armour	armour_audio	man_health	mount_model	mount_entity	mount_animations_table	mount_armour	mount_health	articulated_entity	ammo_caisson_entity	ammo_caisson_model	artillery_model	siege_gun	gun_type	primary_missile_weapon	core_marksmanship	core_loading_skill	primary_missile_attack	firing_mechanism	default_missile_type	ammo	skeleton_missile	melee_weapon_type	melee_attack	charge_bonus	dismounted_melee_attack	dismounted_charge_bonus	melee_defense	shield_bonus	skeleton_melee	pistols	unit_drill_set	unit_training_level	morale	rank_depth	close_formation_spacing_horizontal	close_formation_spacing_vertical	loose_formation_spacing_horizontal	loose_formation_spacing_vertical	dismounted_close_formation_spacing_horizontal	dismounted_close_formation_spacing_vertical	loose_loose_formation_spacing_horizontal	loose_loose_formation_spacing_vertical	base_density	melee_bonus_vs_cavalry	grenades	skirmish	guard_mode	can_dismount	can_place_stakes	cannot_run	can_rally	hide_medium_woodland	hide_scrub	hide_long_grass	hide_buildings	can_stalk	can_snipe	does_fire_mounted_by_default	tree_spot_distance	scrub_spot_distance	long_grass_spot_distance	campmap_stealth	campmap_policing_bonus	disciplined	impetuous	scares_horses	fear_effect	inspire	fatigue_resistance	siege_ladders	heat_resistance	cold_resistance	can_do_formed_attack	pike_wall	pike_square	is_inmune_to_attrition	can_fire_mounted_whilst_moving	musician_2	ammo_caisson_destroyed_model	ammo_caisson_destruction	all_ranks_fire	guerrilla_deployment	audio_selected	audio_retreat	audio_engaged_in_battle	audio_idle	audio_enemy_approaching	audio_being_charged	audio_being_flanked	audio_wavering	can_climb_fast	can_fire_at_buildings	can_fire_at_ground	armour_piercing_missile_attack	armour_piercing_melee_attack	loose_formation	close_formation_spacing_variation	loose_formation_spacing_variation	dismounted_close_formation_spacing_variation	dismounted_loose_formation_spacing_variation	bulletproof
Boshin_Inf_Line_Imperial_Infantry	200	0	0	officer_revolver		standard_bearer_boshin	euroline	boshin_infantry_medium	shogun_man_musket_trained	boshin_snider_bp_1	2	leather	1				0	0					false		rifle	45	55	0	matchlock	boshin_breech_loading_rifle	15	foot_musket	sabre	6	15	0	0	4	0	foot_sword	0	drill_set_infantry_light	well_trained	8	3	0.8000	1.7500	2.0000	3.0000	0.0000	0.0000	0.0000	0.0000	10.0000	5	false	true	false	false	true	false	false	true	false	false	false	false	false	false	50.0000	100.0000	150.0000	false	false	true	false	false	0	false	false	true	false	false	false	false	false	false	false				false	false	Unit_type_selection_Matchlock Ashigaru	Infantry_Unit_Order_Retreat	Infantry_inmelee	Infantry_idle	Infantry_enemy_approaching	Infantry_charged	Infantry_flanked	Infantry_wavering	false	false	false	false	false	false	0.2500	0.8000	0.0000	0.0000	false
Boshin_Inf_Line_Imperial_Infantry_MP	200	0	0	officer_revolver		standard_bearer_boshin	euroline	boshin_infantry_medium	shogun_man_musket_trained	boshin_snider_bp_1	2	leather	1				0	0					false		rifle	45	55	0	matchlock	boshin_breech_loading_rifle	12	foot_musket	sabre	6	15	0	0	4	0	foot_sword	0	drill_set_infantry_light	well_trained	8	3	0.8000	1.7500	2.0000	3.0000	0.0000	0.0000	0.0000	0.0000	10.0000	5	false	true	false	false	true	false	false	true	false	false	false	false	false	false	50.0000	100.0000	150.0000	false	false	true	false	false	0	false	false	true	false	false	false	false	false	false	false				false	false	Unit_type_selection_Matchlock Ashigaru	Infantry_Unit_Order_Retreat	Infantry_inmelee	Infantry_idle	Infantry_enemy_approaching	Infantry_charged	Infantry_flanked	Infantry_wavering	false	false	false	false	false	false	0.2500	0.8000	0.0000	0.0000	false
Boshin_Inf_Line_Infantry	200	0	0	officer_revolver		standard_bearer_boshin	euroline	boshin_infantry_medium	shogun_man_musket_trained	boshin_minnie_ammo	2	leather	1				0	0					false		rifle	30	30	0	matchlock	boshin_rifle	10	foot_musket	sabre	4	10	0	0	2	0	foot_sword	0	drill_set_infantry_light	well_trained	6	3	0.8000	1.7500	2.0000	3.0000	0.0000	0.0000	0.0000	0.0000	10.0000	5	false	true	false	false	true	false	false	true	false	false	false	false	false	false	50.0000	100.0000	150.0000	false	false	true	false	false	0	false	false	true	false	false	false	false	false	false	false				false	false	Unit_type_selection_Matchlock Ashigaru	Infantry_Unit_Order_Retreat	Infantry_inmelee	Infantry_idle	Infantry_enemy_approaching	Infantry_charged	Infantry_flanked	Infantry_wavering	false	false	false	false	false	false	0.2500	0.8000	0.0000	0.0000	false
Boshin_Inf_Line_Infantry_MP	200	0	0	officer_revolver		standard_bearer_boshin	euroline	boshin_infantry_medium	shogun_man_musket_trained	boshin_minnie_ammo	2	leather	1				0	0					false		rifle	30	30	0	matchlock	boshin_rifle	7	foot_musket	sabre	4	10	0	0	2	0	foot_sword	0	drill_set_infantry_light	well_trained	6	3	0.8000	1.7500	2.0000	3.0000	0.0000	0.0000	0.0000	0.0000	10.0000	5	false	true	false	false	true	false	false	true	false	false	false	false	false	false	50.0000	100.0000	150.0000	false	false	true	false	false	0	false	false	true	false	false	false	false	false	false	false				false	false	Unit_type_selection_Matchlock Ashigaru	Infantry_Unit_Order_Retreat	Infantry_inmelee	Infantry_idle	Infantry_enemy_approaching	Infantry_charged	Infantry_flanked	Infantry_wavering	false	false	false	false	false	false	0.2500	0.8000	0.0000	0.0000	false
Boshin_Inf_Line_Red_Bear_Infantry	200	0	0	officer_revolver		standard_bearer_boshin	euroline	boshin_infantry_medium	shogun_man_musket_trained	boshin_minnie_ammo	2	leather	1				0	0					false		rifle	40	35	0	matchlock	boshin_rifle	10	foot_musket	sabre	6	15	0	0	4	0	foot_sword	0	drill_set_infantry_light	well_trained	8	3	0.8000	1.7500	2.0000	3.0000	0.0000	0.0000	0.0000	0.0000	10.0000	5	false	true	false	false	true	false	false	true	false	false	false	false	false	false	50.0000	100.0000	150.0000	false	false	true	false	false	0	false	false	true	false	false	false	false	false	false	false				false	false	Unit_type_selection_Matchlock Ashigaru	Infantry_Unit_Order_Retreat	Infantry_inmelee	Infantry_idle	Infantry_enemy_approaching	Infantry_charged	Infantry_flanked	Infantry_wavering	false	false	false	false	false	false	0.2500	0.8000	0.0000	0.0000	false
Boshin_Inf_Line_Red_Bear_Infantry_MP	200	0	0	officer_revolver		standard_bearer_boshin	euroline	boshin_infantry_medium	shogun_man_musket_trained	boshin_minnie_ammo	2	leather	1				0	0					false		rifle	40	35	0	matchlock	boshin_rifle	7	foot_musket	sabre	8	15	0	0	6	0	foot_sword	0	drill_set_infantry_light	well_trained	8	3	0.8000	1.7500	2.0000	3.0000	0.0000	0.0000	0.0000	0.0000	10.0000	5	false	true	false	false	true	false	false	true	false	false	false	false	false	false	50.0000	100.0000	150.0000	false	false	true	false	false	0	false	false	true	false	false	false	false	false	false	false				false	false	Unit_type_selection_Matchlock Ashigaru	Infantry_Unit_Order_Retreat	Infantry_inmelee	Infantry_idle	Infantry_enemy_approaching	Infantry_charged	Infantry_flanked	Infantry_wavering	false	false	false	false	false	false	0.2500	0.8000	0.0000	0.0000	false
Boshin_Inf_Line_Republican_Infantry	200	0	0	officer_revolver		standard_bearer_boshin	euroline	boshin_infantry_medium	shogun_man_musket_trained	boshin_snider_bp_1	2	leather	1				0	0					false		rifle	45	55	0	matchlock	boshin_breech_loading_rifle	15	foot_musket	sabre	6	15	0	0	4	0	foot_sword	0	drill_set_infantry_light	well_trained	8	3	0.8000	1.7500	2.0000	3.0000	0.0000	0.0000	0.0000	0.0000	10.0000	5	false	true	false	false	true	false	false	true	false	false	false	false	false	false	50.0000	100.0000	150.0000	false	false	true	false	false	0	false	false	true	false	false	false	false	false	false	false				false	false	Unit_type_selection_Matchlock Ashigaru	Infantry_Unit_Order_Retreat	Infantry_inmelee	Infantry_idle	Infantry_enemy_approaching	Infantry_charged	Infantry_flanked	Infantry_wavering	false	false	false	false	false	false	0.2500	0.8000	0.0000	0.0000	false
Boshin_Inf_Line_Shinsengumi	200	0	0	officer_pistol		standard_bearer_boshin	euroline	boshin_infantry_medium	shogun_man_musket	boshin_minnie	2	leather	1				0	0					false		rifle	40	35	0	matchlock	boshin_rifle	10	foot_musket	sabre	10	15	0	0	8	0	foot_sword	0	drill_set_infantry_light	well_trained	10	3	0.8000	1.7500	2.0000	3.0000	0.0000	0.0000	0.0000	0.0000	10.0000	5	false	true	false	false	true	false	false	true	false	false	false	false	false	false	50.0000	100.0000	150.0000	false	false	true	false	false	0	false	false	true	false	false	false	false	false	false	false				false	false	Unit_type_selection_Matchlock Ashigaru	Infantry_Unit_Order_Retreat	Infantry_inmelee	Infantry_idle	Infantry_enemy_approaching	Infantry_charged	Infantry_flanked	Infantry_wavering	false	false	false	false	false	false	0.3000	0.8000	0.0000	0.0000	false
Boshin_Inf_Line_Shinsengumi_MP	200	0	0	officer_pistol		standard_bearer_boshin	euroline	boshin_infantry_medium	shogun_man_musket	boshin_minnie	2	leather	1				0	0					false		rifle	40	35	0	matchlock	boshin_rifle	7	foot_musket	sabre	10	15	0	0	8	0	foot_sword	0	drill_set_infantry_light	well_trained	10	3	0.8000	1.7500	2.0000	3.0000	0.0000	0.0000	0.0000	0.0000	10.0000	5	false	true	false	false	true	false	false	true	false	false	false	false	false	false	50.0000	100.0000	150.0000	false	false	true	false	false	0	false	false	true	false	false	false	false	false	false	false				false	false	Unit_type_selection_Matchlock Ashigaru	Infantry_Unit_Order_Retreat	Infantry_inmelee	Infantry_idle	Infantry_enemy_approaching	Infantry_charged	Infantry_flanked	Infantry_wavering	false	false	false	false	false	false	0.3000	0.8000	0.0000	0.0000	false
Boshin_Inf_Line_Shogunate_Infantry	200	0	0	officer_revolver		standard_bearer_boshin	euroline	boshin_infantry_medium	shogun_man_musket_trained	boshin_snider_bp_2	2	leather	1				0	0					false		rifle	45	55	0	matchlock	boshin_breech_loading_rifle	20	foot_musket	sabre	6	15	0	0	4	0	foot_sword	0	drill_set_infantry_light	well_trained	8	3	0.8000	1.7500	2.0000	3.0000	0.0000	0.0000	0.0000	0.0000	10.0000	5	false	true	false	false	true	false	false	true	false	false	false	false	false	false	50.0000	100.0000	150.0000	false	false	true	false	false	0	false	false	true	false	false	false	false	false	false	false				false	false	Unit_type_selection_Matchlock Ashigaru	Infantry_Unit_Order_Retreat	Infantry_inmelee	Infantry_idle	Infantry_enemy_approaching	Infantry_charged	Infantry_flanked	Infantry_wavering	false	false	false	false	false	false	0.2500	0.8000	0.0000	0.0000	false
Boshin_Inf_Line_Shogunate_Infantry_MP	200	0	0	officer_revolver		standard_bearer_boshin	euroline	boshin_infantry_medium	shogun_man_musket_trained	boshin_snider_bp_2	2	leather	1				0	0					false		rifle	45	55	0	matchlock	boshin_breech_loading_rifle	12	foot_musket	sabre	6	15	0	0	4	0	foot_sword	0	drill_set_infantry_light	well_trained	8	3	0.8000	1.7500	2.0000	3.0000	0.0000	0.0000	0.0000	0.0000	10.0000	5	false	true	false	false	true	false	false	true	false	false	false	false	false	false	50.0000	100.0000	150.0000	false	false	true	false	false	0	false	false	true	false	false	false	false	false	false	false				false	false	Unit_type_selection_Matchlock Ashigaru	Infantry_Unit_Order_Retreat	Infantry_inmelee	Infantry_idle	Infantry_enemy_approaching	Infantry_charged	Infantry_flanked	Infantry_wavering	false	false	false	false	false	false	0.2500	0.8000	0.0000	0.0000	false
Boshin_Inf_Line_Vermilion_Bird_Force	200	0	0	officer_revolver		standard_bearer_boshin	euroline	boshin_infantry_medium	shogun_man_musket_trained	boshin_minnie_ammo	2	leather	1				0	0					false		rifle	50	40	0	matchlock	boshin_rifle	15	foot_musket	sabre	8	20	0	0	6	0	foot_sword	0	drill_set_infantry_light	well_trained	12	3	0.8000	1.7500	2.0000	3.0000	0.0000	0.0000	0.0000	0.0000	10.0000	5	false	true	false	false	true	false	false	true	false	false	false	false	false	false	50.0000	100.0000	150.0000	false	false	true	false	false	0	true	false	true	false	false	false	false	false	true	false				false	false	Unit_type_selection_Matchlock Ashigaru	Infantry_Unit_Order_Retreat	Infantry_inmelee	Infantry_idle	Infantry_enemy_approaching	Infantry_charged	Infantry_flanked	Infantry_wavering	false	false	false	false	false	false	0.2500	0.8000	0.0000	0.0000	false
Boshin_Inf_Line_Vermilion_Bird_Force_MP	200	0	0	officer_revolver		standard_bearer_boshin	euroline	boshin_infantry_medium	shogun_man_musket_trained	boshin_minnie_ammo	2	leather	1				0	0					false		rifle	50	40	0	matchlock	boshin_rifle	7	foot_musket	sabre	8	20	0	0	6	0	foot_sword	0	drill_set_infantry_light	well_trained	12	3	0.8000	1.7500	2.0000	3.0000	0.0000	0.0000	0.0000	0.0000	10.0000	5	false	true	false	false	true	false	false	true	false	false	false	false	false	false	50.0000	100.0000	150.0000	false	false	true	false	false	0	true	false	true	false	false	false	false	false	true	false				false	false	Unit_type_selection_Matchlock Ashigaru	Infantry_Unit_Order_Retreat	Infantry_inmelee	Infantry_idle	Infantry_enemy_approaching	Infantry_charged	Infantry_flanked	Infantry_wavering	false	false	false	false	false	false	0.2500	0.8000	0.0000	0.0000	false
Boshin_Inf_Line_White_Bear_Infantry	200	0	0	officer_revolver		standard_bearer_boshin	euroline	boshin_infantry_medium	shogun_man_musket_trained	boshin_minnie_ammo	2	leather	1				0	0					false		rifle	40	35	0	matchlock	boshin_rifle	15	foot_musket	sabre	6	15	0	0	4	0	foot_sword	0	drill_set_infantry_light	well_trained	8	3	0.8000	1.7500	2.0000	3.0000	0.0000	0.0000	0.0000	0.0000	10.0000	5	false	true	false	false	true	false	false	true	false	false	false	false	false	false	50.0000	100.0000	150.0000	false	false	true	false	false	0	false	false	true	false	false	false	false	false	false	false				false	false	Unit_type_selection_Matchlock Ashigaru	Infantry_Unit_Order_Retreat	Infantry_inmelee	Infantry_idle	Infantry_enemy_approaching	Infantry_charged	Infantry_flanked	Infantry_wavering	false	false	false	false	false	false	0.2500	0.8000	0.0000	0.0000	false
Boshin_Inf_Line_White_Bear_Infantry_MP	200	0	0	officer_revolver		standard_bearer_boshin	euroline	boshin_infantry_medium	shogun_man_musket_trained	boshin_minnie_ammo	2	leather	1				0	0					false		rifle	45	40	0	matchlock	boshin_rifle	7	foot_musket	sabre	7	15	0	0	5	0	foot_sword	0	drill_set_infantry_light	well_trained	8	3	0.8000	1.7500	2.0000	3.0000	0.0000	0.0000	0.0000	0.0000	10.0000	5	false	true	false	false	true	false	false	true	false	false	false	false	false	false	50.0000	100.0000	150.0000	false	false	true	false	false	0	false	false	true	false	false	false	false	false	false	false				false	false	Unit_type_selection_Matchlock Ashigaru	Infantry_Unit_Order_Retreat	Infantry_inmelee	Infantry_idle	Infantry_enemy_approaching	Infantry_charged	Infantry_flanked	Infantry_wavering	false	false	false	false	false	false	0.2500	0.8000	0.0000	0.0000	false
Boshin_Inf_Line_White_Tiger_Force	200	0	0	officer_revolver		standard_bearer_boshin	euroline	boshin_infantry_medium	shogun_man_musket_trained	boshin_minnie_ammo	1	leather	1				0	0					false		rifle	15	15	0	matchlock	boshin_rifle	15	foot_musket	sabre	3	8	0	0	1	0	foot_sword	0	drill_set_infantry_light	well_trained	4	3	0.8000	1.7500	2.0000	3.0000	0.0000	0.0000	0.0000	0.0000	10.0000	2	false	true	false	false	true	false	false	true	false	false	false	false	false	false	50.0000	100.0000	150.0000	false	false	false	false	false	0	false	false	true	false	false	false	false	false	false	false				false	false	Unit_type_selection_Matchlock Ashigaru	Infantry_Unit_Order_Retreat	Infantry_inmelee	Infantry_idle	Infantry_enemy_approaching	Infantry_charged	Infantry_flanked	Infantry_wavering	false	false	false	false	false	false	0.2500	0.8000	0.0000	0.0000	false
Boshin_Inf_Line_White_Tiger_Force_MP	200	0	0	officer_revolver		standard_bearer_boshin	euroline	boshin_infantry_medium	shogun_man_musket_trained	boshin_minnie_ammo	1	leather	1				0	0					false		rifle	15	15	0	matchlock	boshin_rifle	7	foot_musket	sabre	3	8	0	0	1	0	foot_sword	0	drill_set_infantry_light	well_trained	4	3	0.8000	1.7500	2.0000	3.0000	0.0000	0.0000	0.0000	0.0000	10.0000	2	false	true	false	false	true	false	false	true	false	false	false	false	false	false	50.0000	100.0000	150.0000	false	false	false	false	false	0	false	false	true	false	false	false	false	false	false	false				false	false	Unit_type_selection_Matchlock Ashigaru	Infantry_Unit_Order_Retreat	Infantry_inmelee	Infantry_idle	Infantry_enemy_approaching	Infantry_charged	Infantry_flanked	Infantry_wavering	false	false	false	false	false	false	0.2500	0.8000	0.0000	0.0000	false
Boshin_Inf_Militia_Levy_Infantry	200	0	0	officer_revolver		standard_bearer_boshin	euroline	boshin_infantry_medium	shogun_man_musket	boshin_minnie_ammo	1	leather	1				0	0					false		musket	10	5	0	matchlock	boshin_musket	15	foot_musket	sabre	3	8	0	0	1	0	foot_sword	0	drill_set_infantry_light	well_trained	4	3	0.8000	1.7500	2.0000	3.0000	0.0000	0.0000	0.0000	0.0000	10.0000	2	false	true	false	false	true	false	false	true	false	false	false	false	false	false	50.0000	100.0000	150.0000	false	false	false	false	false	0	false	false	true	false	false	false	false	false	false	false				false	false	Unit_type_selection_Matchlock Ashigaru	Infantry_Unit_Order_Retreat	Infantry_inmelee	Infantry_idle	Infantry_enemy_approaching	Infantry_charged	Infantry_flanked	Infantry_wavering	false	false	false	false	false	false	0.2500	0.8000	0.0000	0.0000	false
Boshin_Inf_Militia_Levy_Infantry_Garrison	200	0	0	officer_revolver		standard_bearer_boshin	euroline	boshin_infantry_medium	shogun_man_musket	boshin_minnie_ammo	1	leather	1				0	0					false		musket	10	5	0	matchlock	boshin_musket	15	foot_musket	sabre	3	8	0	0	1	0	foot_sword	0	drill_set_infantry_light	well_trained	4	3	0.8000	1.7500	2.0000	3.0000	0.0000	0.0000	0.0000	0.0000	10.0000	2	false	true	false	false	true	false	false	true	false	false	false	false	false	false	50.0000	100.0000	150.0000	false	false	false	false	false	0	false	false	true	false	false	false	false	false	false	false				false	false	Unit_type_selection_Matchlock Ashigaru	Infantry_Unit_Order_Retreat	Infantry_inmelee	Infantry_idle	Infantry_enemy_approaching	Infantry_charged	Infantry_flanked	Infantry_wavering	false	false	false	false	false	false	0.2500	0.8000	0.0000	0.0000	false
Boshin_Inf_Militia_Levy_Infantry_MP	200	0	0	officer_revolver		standard_bearer_boshin	euroline	boshin_infantry_medium	shogun_man_musket	shogun_teppo	1	leather	1				0	0					false		musket	15	15	0	matchlock	boshin_musket	7	foot_musket	sabre	7	8	0	0	3	0	foot_sword	0	drill_set_infantry_light	well_trained	4	3	0.8000	1.7500	2.0000	3.0000	0.0000	0.0000	0.0000	0.0000	10.0000	2	false	true	false	false	true	false	false	true	false	false	false	false	false	false	50.0000	100.0000	150.0000	false	false	false	false	false	0	false	false	true	false	false	false	false	false	false	false				false	false	Unit_type_selection_Matchlock Ashigaru	Infantry_Unit_Order_Retreat	Infantry_inmelee	Infantry_idle	Infantry_enemy_approaching	Infantry_charged	Infantry_flanked	Infantry_wavering	false	false	false	false	false	false	0.2500	0.8000	0.0000	0.0000	false
Boshin_Inf_Missile_Bow_Kachi	120	0	0	officer_bow		standard_bearer	euroline	boshin_infantry_medium	shogun_man_bow_katana	shogun_infantry_yumi	3	leather	1				0	0					false		bow	35	50	0	none	shogun_arrow	25	foot_bow	sabre	6	6	0	0	2	0	foot_sword	0	drill_set_infantry_light	trained	7	3	1.2000	2.0000	2.0000	3.0000	0.0000	0.0000	0.0000	0.0000	10.0000	0	false	true	false	false	false	false	false	true	true	false	false	false	false	false	50.0000	100.0000	150.0000	false	false	true	false	false	0	false	false	true	false	false	false	false	false	false	false				true	false	Unit_type_selection_Bow Samurai	Infantry_Unit_Order_Retreat	Infantry_inmelee	Infantry_idle	Infantry_enemy_approaching	Infantry_charged	Infantry_flanked	Infantry_wavering	false	false	false	false	false	true	0.6000	1.2000	0.0000	0.0000	false
Boshin_Inf_Missile_Bow_Kachi_MP	120	0	0	officer_bow		standard_bearer	euroline	boshin_infantry_medium	shogun_man_bow_katana	shogun_infantry_yumi	3	leather	1				0	0					false		bow	35	50	0	none	shogun_arrow	25	foot_bow	sabre	6	6	0	0	2	0	foot_sword	0	drill_set_infantry_light	trained	7	3	1.2000	2.0000	2.0000	3.0000	0.0000	0.0000	0.0000	0.0000	10.0000	0	false	true	false	false	false	false	false	true	true	false	false	false	false	false	50.0000	100.0000	150.0000	false	false	true	false	false	0	false	false	true	false	false	false	false	false	false	false				true	false	Unit_type_selection_Bow Samurai	Infantry_Unit_Order_Retreat	Infantry_inmelee	Infantry_idle	Infantry_enemy_approaching	Infantry_charged	Infantry_flanked	Infantry_wavering	false	false	false	false	false	true	0.6000	1.2000	0.0000	0.0000	false
Boshin_Inf_Missile_Matchlock_Kachi	120	0	0	officer_teppo		standard_bearer	euroline	boshin_infantry_medium	shogun_man_musket	shogun_infantry_teppo	4	leather	1				0	0					false		musket	25	25	0	matchlock	boshin_matchlock	15	foot_musket	sabre	6	6	0	0	2	0	foot_sword	0	drill_set_infantry_light	well_trained	7	3	1.2000	2.0000	2.0000	3.0000	0.0000	0.0000	0.0000	0.0000	10.0000	0	false	true	false	false	false	false	false	true	true	false	false	false	false	false	50.0000	100.0000	150.0000	false	false	true	false	false	0	false	false	true	false	false	false	false	false	false	false				false	false	Unit_type_selection_Matchlock Samurai	Infantry_Unit_Order_Retreat	Infantry_inmelee	Infantry_idle	Infantry_enemy_approaching	Infantry_charged	Infantry_flanked	Infantry_wavering	false	false	false	false	false	true	0.4000	0.8000	0.0000	0.0000	false
Boshin_Inf_Missile_Matchlock_Kachi_MP	120	0	0	officer_teppo		standard_bearer	euroline	boshin_infantry_medium	shogun_man_musket	shogun_infantry_teppo	4	leather	1				0	0					false		musket	25	25	0	matchlock	boshin_matchlock	7	foot_musket	sabre	6	6	0	0	2	0	foot_sword	0	drill_set_infantry_light	well_trained	7	3	1.2000	2.0000	2.0000	3.0000	0.0000	0.0000	0.0000	0.0000	10.0000	0	false	true	false	false	false	false	false	true	true	false	false	false	false	false	50.0000	100.0000	150.0000	false	false	true	false	false	0	false	false	true	false	false	false	false	false	false	false				false	false	Unit_type_selection_Matchlock Samurai	Infantry_Unit_Order_Retreat	Infantry_inmelee	Infantry_idle	Infantry_enemy_approaching	Infantry_charged	Infantry_flanked	Infantry_wavering	false	false	false	false	false	true	0.4000	0.8000	0.0000	0.0000	false
Boshin_Inf_Spear_Kyoto_Police	200	0	0	officer_katana		standard_bearer	shogun_samurai_test	boshin_infantry_medium	shogun_man_yari	shogun_long_yari	3	leather	1				0	0					false			0	0	0	none		0		spear	8	8	0	0	10	0	foot_spear	0	drill_set_infantry_line	trained	6	4	1.2000	2.0000	2.0000	3.0000	0.0000	0.0000	0.0000	0.0000	20.0000	20	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	true	false	false	0	false	false	true	false	false	false	false	false	false	false				false	false	Unit_type_selection_Yari Samurai	Infantry_Unit_Order_Retreat	Infantry_inmelee	Infantry_idle	Infantry_enemy_approaching	Infantry_charged	Infantry_flanked	Infantry_wavering	false	false	false	false	false	true	0.6000	1.2000	0.0000	0.0000	false
Boshin_Inf_Spear_Kyoto_Police_MP	200	0	0	officer_katana		standard_bearer	shogun_samurai_test	boshin_infantry_medium	shogun_man_yari	shogun_long_yari	3	leather	1				0	0					false			0	0	0	none		0		spear	8	8	0	0	10	0	foot_spear	0	drill_set_infantry_line	trained	6	4	1.2000	2.0000	2.0000	3.0000	0.0000	0.0000	0.0000	0.0000	20.0000	20	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	true	false	false	0	false	false	true	false	false	false	false	false	false	false				false	false	Unit_type_selection_Yari Samurai	Infantry_Unit_Order_Retreat	Infantry_inmelee	Infantry_idle	Infantry_enemy_approaching	Infantry_charged	Infantry_flanked	Infantry_wavering	false	false	false	false	false	true	0.6000	1.2000	0.0000	0.0000	false
Boshin_Inf_Spear_Levy	200	0	0	officer_katana		standard_bearer	shogun_samurai_test	boshin_infantry_medium	shogun_man_yari_pike	shogun_long_yari	1	leather	1				0	0					false			0	0	0	none		0		pike	4	6	0	0	7	0	foot_pike	0	drill_set_infantry_line	trained	4	5	1.2000	2.0000	2.0000	3.0000	0.0000	0.0000	0.0000	0.0000	20.0000	20	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	false	false	false	0	false	false	true	false	false	true	false	false	false	false				false	false	Unit_type_selection_Yari Ashigaru	Infantry_Unit_Order_Retreat	Infantry_inmelee	Infantry_idle	Infantry_enemy_approaching	Infantry_charged	Infantry_flanked	Infantry_wavering	false	false	false	false	false	true	0.6000	1.2000	0.0000	0.0000	false
Boshin_Inf_Spear_Levy_Garrison	200	0	0	officer_katana		standard_bearer	shogun_samurai_test	boshin_infantry_medium	shogun_man_yari_pike	shogun_long_yari	1	leather	1				0	0					false			0	0	0	none		0		pike	4	6	0	0	7	0	foot_pike	0	drill_set_infantry_line	trained	4	5	1.2000	2.0000	2.0000	3.0000	0.0000	0.0000	0.0000	0.0000	20.0000	20	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	false	false	false	0	false	false	true	false	false	true	false	false	false	false				false	false	Unit_type_selection_Yari Ashigaru	Infantry_Unit_Order_Retreat	Infantry_inmelee	Infantry_idle	Infantry_enemy_approaching	Infantry_charged	Infantry_flanked	Infantry_wavering	false	false	false	false	false	true	0.6000	1.2000	0.0000	0.0000	false
Boshin_Inf_Spear_Levy_MP	200	0	0	officer_katana		standard_bearer	shogun_samurai_test	boshin_infantry_medium	shogun_man_yari_pike	shogun_long_yari	1	leather	1				0	0					false			0	0	0	none		0		pike	4	6	0	0	7	0	foot_pike	0	drill_set_infantry_line	trained	4	5	1.2000	2.0000	2.0000	3.0000	0.0000	0.0000	0.0000	0.0000	20.0000	20	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	false	false	false	0	false	false	true	false	false	true	false	false	false	false				false	false	Unit_type_selection_Yari Ashigaru	Infantry_Unit_Order_Retreat	Infantry_inmelee	Infantry_idle	Infantry_enemy_approaching	Infantry_charged	Infantry_flanked	Infantry_wavering	false	false	false	false	false	true	0.6000	1.2000	0.0000	0.0000	false
Boshin_Inf_Spear_Yari_Kachi	200	0	0	officer_katana		standard_bearer	shogun_samurai_test	boshin_infantry_medium	shogun_man_yari	shogun_infantry_yari	4	leather	1				0	0					false			0	0	0	none		0		spear	10	10	0	0	10	0	foot_spear	0	drill_set_infantry_line	trained	8	4	1.2000	2.0000	2.0000	3.0000	0.0000	0.0000	0.0000	0.0000	20.0000	15	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	true	false	false	0	false	false	true	false	false	false	false	false	false	false				false	false	Unit_type_selection_Yari Samurai	Infantry_Unit_Order_Retreat	Infantry_inmelee	Infantry_idle	Infantry_enemy_approaching	Infantry_charged	Infantry_flanked	Infantry_wavering	false	false	false	false	false	true	0.6000	1.2000	0.0000	0.0000	false
Boshin_Inf_Spear_Yari_Kachi_MP	200	0	0	officer_katana		standard_bearer	shogun_samurai_test	boshin_infantry_medium	shogun_man_yari	shogun_infantry_yari	4	leather	1				0	0					false			0	0	0	none		0		spear	10	10	0	0	10	0	foot_spear	0	drill_set_infantry_line	trained	8	4	1.2000	2.0000	2.0000	3.0000	0.0000	0.0000	0.0000	0.0000	20.0000	15	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50.0000	75.0000	100.0000	false	false	true	false	false	0	false	false	true	false	false	false	false	false	false	false				false	false	Unit_type_selection_Yari Samurai	Infantry_Unit_Order_Retreat	Infantry_inmelee	Infantry_idle	Infantry_enemy_approaching	Infantry_charged	Infantry_flanked	Infantry_wavering	false	false	false	false	false	true	0.6000	1.2000	0.0000	0.0000	false
