version 1, schema message_event_strings_tables
Event_IDRef(string)	Region_IDRef(string)	Message(string)	Message_Image(string)	Message_Type(string)	unknown1(boolean)	unknown2(boolean)	Message_Icon(string)	unknown3(string)
"new_faction_leader_president"	"european"	"new_faction_leader_2"	"PARLIAMENT1.tga"	"standard"	false	false	"news.tga"	"PARLIAMENT1.tga"
"new_faction_leader_queen"	"european"	"new_faction_leader_3"	"PARLIAMENT1.tga"	"standard"	false	false	"crown.tga"	"PARLIAMENT1.tga"
"new_government_type"	"european"	"government_1"	"PARLIAMENT1.tga"	"standard"	false	false	"news.tga"	"PARLIAMENT1.tga"
"new_port_emerges"	"european"	"new_port_1"	"industry-1.tga"	"standard"	false	false	"navy.tga"	"industry-1.tga"
"new_port_emerges"	"indian"	"new_port_1"	"industry-1.tga"	"standard"	false	false	"navy.tga"	"industry-1.tga"
"new_port_emerges"	"middle_east"	"new_port_1"	"industry-1.tga"	"standard"	false	false	"navy.tga"	"industry-1.tga"
"new_town_emerges"	"european"	"new_town_1"	"new city.tga"	"standard"	false	false	"building.tga"	"new city.tga"
"new_town_emerges"	"middle_east"	"new_town_1"	"new city-ottoman.tga"	"standard"	false	false	"building.tga"	"new city-ottoman.tga"
"new_town_emerges"	"tribal_playable"	"new_town_1"	"nat_new_city.tga"	"standard"	false	false	"nat_building.tga"	"nat_new_city.tga"
"pirates_attack_yarrrr"	"european"	"pirates_1"	"pirates.tga"	"standard"	false	false	"news.tga"	"pirates.tga"
"port_blockaded"	"european"	"port_2"	"blockade2.tga"	"blockade"	false	false	"navy.tga"	"blockade2.tga"
"port_blockaded"	"middle_east"	"port_2"	"blockade2.tga"	"blockade"	false	false	"navy.tga"	"blockade2.tga"
"prestige_army_navy_strongest_faction"	"european"	"prestige_1"	"strongest-eu.tga"	"standard"	false	true	"prestige.tga"	"strongest-eu.tga"
"prestige_army_navy_strongest_faction"	"indian"	"prestige_1"	"strongest-indian.tga"	"standard"	false	true	"prestige.tga"	"strongest-indian.tga"
"prestige_army_navy_strongest_faction"	"middle_east"	"prestige_1"	"strongest-otoman.tga"	"standard"	false	true	"prestige.tga"	"strongest-otoman.tga"
"prestige_army_strongest_faction"	"european"	"prestige_2"	"biggest-army.tga.tga"	"standard"	false	true	"prestige.tga"	"biggest-army.tga.tga"
"prestige_army_strongest_faction"	"middle_east"	"prestige_2"	"biggest-army-ottoman.tga"	"standard"	false	true	"prestige.tga"	"biggest-army-ottoman.tga"
"prestige_largest_population_faction"	"european"	"prestige_3"	"empire-eu.tga"	"standard"	false	true	"prestige.tga"	"empire-eu.tga"
"prestige_largest_population_faction"	"indian"	"prestige_3"	"empire-ind.tga"	"standard"	false	true	"prestige.tga"	"empire-ind.tga"
"prestige_largest_population_faction"	"middle_east"	"prestige_3"	"empire-ot.tga"	"standard"	false	true	"prestige.tga"	"empire-ot.tga"
"prestige_most_advanced_faction"	"european"	"prestige_4"	"industry-2.tga"	"standard"	false	true	"prestige.tga"	"industry-2.tga"
"prestige_most_advanced_faction"	"middle_east"	"prestige_4"	"industry-2.tga"	"standard"	false	true	"prestige.tga"	"industry-2.tga"
"prestige_most_regions_faction"	"european"	"prestige_5"	"empire-eu.tga"	"standard"	false	true	"prestige.tga"	"empire-eu.tga"
"prestige_most_regions_faction"	"indian"	"prestige_5"	"empire-ind.tga"	"standard"	false	true	"prestige.tga"	"empire-ind.tga"
"prestige_most_regions_faction"	"middle_east"	"prestige_5"	"empire-ot.tga"	"standard"	false	true	"prestige.tga"	"empire-ot.tga"
"prestige_navy_strongest_faction"	"european"	"prestige_6"	"fleet1.tga"	"standard"	false	true	"prestige.tga"	"fleet1.tga"
"prestige_navy_strongest_faction"	"middle_east"	"prestige_6"	"fleet1.tga"	"standard"	false	true	"prestige.tga"	"fleet1.tga"
"prestige_richest_faction"	"european"	"prestige_7"	"vault.tga"	"standard"	false	true	"prestige.tga"	"vault.tga"
"prestige_tech_advance"	"european"	"abolition_1"	"innovation.tga"	"technology_advances"	false	false	"tech.tga"	"innovation.tga"
"protectorate_declared"	"european"	"protectorate_1"	"diplomacypos_eu.tga"	"standard"	false	false	"news.tga"	"diplomacypos_eu.tga"
"region_captured"	"european"	"region_captured_1"	"captured.tga"	"standard"	false	false	"army.tga"	"captured.tga"
"region_captured"	"indian"	"region_captured_1"	"captured-indian.tga"	"standard"	false	false	"army.tga"	"captured-indian.tga"
"region_captured"	"middle_east"	"region_captured_1"	"captured-otoman.tga"	"standard"	false	false	"army.tga"	"captured-otoman.tga"
"region_captured"	"tribal_playable"	"region_captured_1"	"nat_captured.tga"	"standard"	false	false	"nat_army.tga"	"nat_captured.tga"
"region_captured_home"	"european"	"region_captured_2"	"captured.tga"	"standard"	false	true	"army.tga"	"captured.tga"
"region_captured_home"	"indian"	"region_captured_2"	"captured-indian.tga"	"standard"	false	true	"army.tga"	"captured-indian.tga"
"region_captured_home"	"middle_east"	"region_captured_2"	"captured-otoman.tga"	"standard"	false	true	"army.tga"	"captured-otoman.tga"
"region_captured_home"	"tribal_playable"	"region_captured_2"	"nat_captured.tga"	"standard"	false	true	"nat_army.tga"	"nat_captured.tga"
"region_demands_default"	"european"	"demands_default"	"envelope-eu.tga"	"standard"	false	true	"missions.tga"	"envelope-eu.tga"
"region_demands_default"	"indian"	"demands_default"	"envelope-indian.tga"	"standard"	false	true	"missions.tga"	"envelope-indian.tga"
"region_demands_default"	"middle_east"	"demands_default"	"envelope-ottoman.tga"	"standard"	false	true	"missions.tga"	"envelope-ottoman.tga"
"region_demands_default"	"tribal_playable"	"natives_region_demands_default_tribe"	"nat_riot_native.tga"	"standard"	false	true	"nat_news.tga"	"nat_riot_native.tga"
"region_demands_relations_alliance"	"european"	"demands_1"	"envelope-eu.tga"	"standard"	false	true	"missions.tga"	"envelope-eu.tga"
"region_demands_relations_alliance"	"indian"	"demands_1"	"envelope-indian.tga"	"standard"	false	true	"missions.tga"	"envelope-indian.tga"
"region_demands_relations_alliance"	"middle_east"	"demands_1"	"envelope-ottoman.tga"	"standard"	false	true	"missions.tga"	"envelope-ottoman.tga"
"region_demands_relations_alliance"	"tribal_playable"	"natives_region_demands_default_tribe"	"nat_riot_native.tga"	"standard"	false	true	"nat_news.tga"	"nat_riot_native.tga"
"region_demands_relations_war"	"european"	"demands_2"	"envelope-eu.tga"	"standard"	false	true	"missions.tga"	"envelope-eu.tga"
"region_demands_relations_war"	"indian"	"demands_2"	"envelope-indian.tga"	"standard"	false	true	"missions.tga"	"envelope-indian.tga"
"region_demands_relations_war"	"middle_east"	"demands_2"	"envelope-ottoman.tga"	"standard"	false	true	"missions.tga"	"envelope-ottoman.tga"
"region_demands_relations_war"	"tribal_playable"	"natives_region_demands_default_tribe"	"nat_riot_native.tga"	"standard"	false	true	"nat_news.tga"	"nat_riot_native.tga"
"region_demands_restoration"	"european"	"demands_3"	"envelope-eu.tga"	"standard"	false	true	"missions.tga"	"envelope-eu.tga"
"region_demands_restoration"	"indian"	"demands_3"	"envelope-indian.tga"	"standard"	false	true	"missions.tga"	"envelope-indian.tga"
"region_demands_restoration"	"middle_east"	"demands_3"	"envelope-ottoman.tga"	"standard"	false	true	"missions.tga"	"envelope-ottoman.tga"
"region_demands_restoration"	"tribal_playable"	"natives_region_demands_default_tribe"	"nat_riot_native.tga"	"standard"	false	true	"nat_news.tga"	"nat_riot_native.tga"
"region_demands_taxes"	"european"	"demands_4"	"envelope-eu.tga"	"standard"	false	true	"missions.tga"	"envelope-eu.tga"
"region_demands_taxes"	"indian"	"demands_4"	"envelope-indian.tga"	"standard"	false	true	"missions.tga"	"envelope-indian.tga"
"region_demands_taxes"	"middle_east"	"demands_4"	"envelope-ottoman.tga"	"standard"	false	true	"missions.tga"	"envelope-ottoman.tga"
"region_demands_taxes"	"tribal_playable"	"natives_region_demands_default_tribe"	"nat_riot_native.tga"	"standard"	false	true	"nat_news.tga"	"nat_riot_native.tga"
"region_demands_war_results"	"european"	"demands_5"	"envelope-eu.tga"	"standard"	false	true	"missions.tga"	"envelope-eu.tga"
"region_demands_war_results"	"indian"	"demands_5"	"envelope-indian.tga"	"standard"	false	true	"missions.tga"	"envelope-indian.tga"
"region_demands_war_results"	"middle_east"	"demands_5"	"envelope-ottoman.tga"	"standard"	false	true	"missions.tga"	"envelope-ottoman.tga"
"region_demands_war_results"	"tribal_playable"	"natives_region_demands_default_tribe"	"nat_riot_native.tga"	"standard"	false	true	"nat_news.tga"	"nat_riot_native.tga"
"region_lower_rebellion"	"european"	"rebellion_1"	"terror -europe.tga"	"standard"	false	true	"rebellion.tga"	"terror -europe.tga"
"region_lower_rebellion"	"middle_east"	"rebellion_1"	"terror -asian.tga"	"standard"	false	true	"rebellion.tga"	"terror -asian.tga"
"region_lower_rebellion"	"tribal_playable"	"natives_rebellion_settlers"	"nat_rebels_native.tga"	"standard"	false	true	"nat_news.tga"	"nat_rebels_native.tga"
"region_riots_cultural_differences"	"european"	"riot_1"	"riot-eu.tga"	"riots"	false	true	"news.tga"	"riot-eu.tga"
"region_riots_cultural_differences"	"middle_east"	"riot_1"	"riot-ottoman.tga"	"riots"	false	true	"news.tga"	"riot-ottoman.tga"
"region_riots_cultural_differences"	"tribal_playable"	"natives_region_demands_default_settlers"	"nat_riot_native.tga"	"riots"	false	true	"nat_news.tga"	"nat_riot_native.tga"
"region_riots_default"	"european"	"riot_default"	"riot-eu.tga"	"riots"	false	true	"news.tga"	"riot-eu.tga"
"region_riots_default"	"middle_east"	"riot_default"	"riot-ottoman.tga"	"riots"	false	true	"news.tga"	"riot-ottoman.tga"
"region_riots_default"	"tribal_playable"	"natives_region_demands_default_settlers"	"nat_riot_native.tga"	"riots"	false	true	"nat_news.tga"	"nat_riot_native.tga"
"region_riots_luddites"	"european"	"riot_2"	"riot-eu.tga"	"riots"	false	true	"news.tga"	"riot-eu.tga"
"region_riots_luddites"	"middle_east"	"riot_2"	"riot-ottoman.tga"	"riots"	false	true	"news.tga"	"riot-ottoman.tga"
"region_riots_luddites"	"tribal_playable"	"natives_region_demands_default_settlers"	"nat_riot_native.tga"	"riots"	false	true	"nat_news.tga"	"nat_riot_native.tga"
"region_riots_reform"	"european"	"riot_3"	"riot-eu.tga"	"riots"	false	true	"news.tga"	"riot-eu.tga"
"region_riots_reform"	"middle_east"	"riot_3"	"riot-ottoman.tga"	"riots"	false	true	"news.tga"	"riot-ottoman.tga"
"region_riots_reform"	"tribal_playable"	"natives_region_demands_default_settlers"	"nat_riot_native.tga"	"riots"	false	true	"nat_news.tga"	"nat_riot_native.tga"
"region_riots_relations_alliance"	"european"	"riot_4"	"riot-eu.tga"	"riots"	false	true	"news.tga"	"riot-eu.tga"
"region_riots_relations_alliance"	"middle_east"	"riot_4"	"riot-ottoman.tga"	"riots"	false	true	"news.tga"	"riot-ottoman.tga"
"region_riots_relations_alliance"	"tribal_playable"	"natives_region_demands_default_settlers"	"nat_riot_native.tga"	"riots"	false	true	"nat_news.tga"	"nat_riot_native.tga"
"region_riots_relations_war"	"european"	"riot_5"	"riot-eu.tga"	"riots"	false	true	"news.tga"	"riot-eu.tga"
"region_riots_relations_war"	"middle_east"	"riot_5"	"riot-ottoman.tga"	"riots"	false	true	"news.tga"	"riot-ottoman.tga"
"region_riots_relations_war"	"tribal_playable"	"natives_region_demands_default_settlers"	"nat_riot_native.tga"	"riots"	false	true	"nat_news.tga"	"nat_riot_native.tga"
"region_riots_religious_freedom"	"european"	"riot_6"	"riot-eu.tga"	"riots"	false	true	"news.tga"	"riot-eu.tga"
"region_riots_religious_freedom"	"middle_east"	"riot_6"	"riot-ottoman.tga"	"riots"	false	true	"news.tga"	"riot-ottoman.tga"
"region_riots_religious_freedom"	"tribal_playable"	"natives_region_demands_default_settlers"	"nat_riot_native.tga"	"riots"	false	true	"nat_news.tga"	"nat_riot_native.tga"
"region_riots_revolution_nearby"	"european"	"riot_7"	"riot-eu.tga"	"riots"	false	true	"news.tga"	"riot-eu.tga"
"region_riots_revolution_nearby"	"middle_east"	"riot_7"	"riot-ottoman.tga"	"riots"	false	true	"news.tga"	"riot-ottoman.tga"
"region_riots_revolution_nearby"	"tribal_playable"	"natives_region_demands_default_settlers"	"nat_riot_native.tga"	"riots"	false	true	"nat_news.tga"	"nat_riot_native.tga"
"region_riots_royal_traits"	"european"	"riot_8"	"riot-eu.tga"	"riots"	false	true	"news.tga"	"riot-eu.tga"
"region_riots_royal_traits"	"middle_east"	"riot_8"	"riot-ottoman.tga"	"riots"	false	true	"news.tga"	"riot-ottoman.tga"
"region_riots_royal_traits"	"tribal_playable"	"natives_region_demands_default_settlers"	"nat_riot_native.tga"	"riots"	false	true	"nat_news.tga"	"nat_riot_native.tga"
"region_riots_taxes"	"european"	"riot_9"	"riot-eu.tga"	"riots"	false	true	"news.tga"	"riot-eu.tga"
"region_riots_taxes"	"middle_east"	"riot_9"	"riot-ottoman.tga"	"riots"	false	true	"news.tga"	"riot-ottoman.tga"
"region_riots_taxes"	"tribal_playable"	"natives_region_demands_default_settlers"	"nat_riot_native.tga"	"riots"	false	true	"nat_news.tga"	"nat_riot_native.tga"
"region_riots_war_results"	"european"	"riot_10"	"riot-eu.tga"	"riots"	false	true	"news.tga"	"riot-eu.tga"
"region_riots_war_results"	"middle_east"	"riot_10"	"riot-ottoman.tga"	"riots"	false	true	"news.tga"	"riot-ottoman.tga"
"region_riots_war_results"	"tribal_playable"	"natives_region_demands_default_settlers"	"nat_riot_native.tga"	"riots"	false	true	"nat_news.tga"	"nat_riot_native.tga"
"region_strikes_cultural_differences"	"european"	"strike_1"	"strike-eu.tga"	"standard"	false	true	"news.tga"	"strike-eu.tga"
"region_strikes_cultural_differences"	"middle_east"	"strike_1"	"strike-ot.tga"	"standard"	false	true	"news.tga"	"strike-ot.tga"
"region_strikes_cultural_differences"	"tribal_playable"	"natives_region_demands_default_settlers"	"nat_riot_native.tga"	"standard"	false	true	"nat_news.tga"	"nat_riot_native.tga"
"region_strikes_default"	"european"	"strike_default"	"strike-eu.tga"	"standard"	false	true	"news.tga"	"strike-eu.tga"
"region_strikes_default"	"middle_east"	"strike_default"	"strike-ot.tga"	"standard"	false	true	"news.tga"	"strike-ot.tga"
"region_strikes_default"	"tribal_playable"	"natives_region_demands_default_settlers"	"nat_riot_native.tga"	"standard"	false	true	"nat_news.tga"	"nat_riot_native.tga"
"region_strikes_luddites"	"european"	"strike_2"	"strike-eu.tga"	"standard"	false	true	"news.tga"	"strike-eu.tga"
"region_strikes_luddites"	"middle_east"	"strike_2"	"strike-ot.tga"	"standard"	false	true	"news.tga"	"strike-ot.tga"
"region_strikes_luddites"	"tribal_playable"	"natives_region_demands_default_settlers"	"nat_riot_native.tga"	"standard"	false	true	"nat_news.tga"	"nat_riot_native.tga"
"region_strikes_reform"	"european"	"strike_3"	"strike-eu.tga"	"standard"	false	true	"news.tga"	"strike-eu.tga"
"region_strikes_reform"	"middle_east"	"strike_3"	"strike-ot.tga"	"standard"	false	true	"news.tga"	"strike-ot.tga"
"region_strikes_reform"	"tribal_playable"	"natives_region_demands_default_settlers"	"nat_riot_native.tga"	"standard"	false	true	"nat_news.tga"	"nat_riot_native.tga"
"region_strikes_relations_alliance"	"european"	"strike_4"	"strike-eu.tga"	"standard"	false	true	"news.tga"	"strike-eu.tga"
"region_strikes_relations_alliance"	"middle_east"	"strike_4"	"strike-ot.tga"	"standard"	false	true	"news.tga"	"strike-ot.tga"
"region_strikes_relations_alliance"	"tribal_playable"	"natives_region_demands_default_settlers"	"nat_riot_native.tga"	"standard"	false	true	"nat_news.tga"	"nat_riot_native.tga"
"region_strikes_relations_war"	"european"	"strike_5"	"strike-eu.tga"	"standard"	false	true	"news.tga"	"strike-eu.tga"
"region_strikes_relations_war"	"middle_east"	"strike_5"	"strike-ot.tga"	"standard"	false	true	"news.tga"	"strike-ot.tga"
"region_strikes_relations_war"	"tribal_playable"	"natives_region_demands_default_settlers"	"nat_riot_native.tga"	"standard"	false	true	"nat_news.tga"	"nat_riot_native.tga"
"region_strikes_revolution_nearby"	"european"	"strike_6"	"strike-eu.tga"	"standard"	false	true	"news.tga"	"strike-eu.tga"
"region_strikes_revolution_nearby"	"middle_east"	"strike_6"	"strike-ot.tga"	"standard"	false	true	"news.tga"	"strike-ot.tga"
"region_strikes_revolution_nearby"	"tribal_playable"	"natives_region_demands_default_settlers"	"nat_riot_native.tga"	"standard"	false	true	"nat_news.tga"	"nat_riot_native.tga"
"region_strikes_taxes"	"european"	"strike_7"	"strike-eu.tga"	"standard"	false	true	"news.tga"	"strike-eu.tga"
"region_strikes_taxes"	"middle_east"	"strike_7"	"strike-ot.tga"	"standard"	false	true	"news.tga"	"strike-ot.tga"
"region_strikes_taxes"	"tribal_playable"	"natives_region_demands_default_settlers"	"nat_riot_native.tga"	"standard"	false	true	"nat_news.tga"	"nat_riot_native.tga"
"region_strikes_war_results"	"european"	"strike_8"	"strike-eu.tga"	"standard"	false	true	"news.tga"	"strike-eu.tga"
"region_strikes_war_results"	"middle_east"	"strike_8"	"strike-ot.tga"	"standard"	false	true	"news.tga"	"strike-ot.tga"
"region_strikes_war_results"	"tribal_playable"	"natives_region_demands_default_settlers"	"nat_riot_native.tga"	"standard"	false	true	"nat_news.tga"	"nat_riot_native.tga"
"region_trait_gained"	"european"	"trait_11"	"map-region.tga"	"standard"	false	false	"news.tga"	"map-region.tga"
"region_trait_gained"	"middle_east"	"trait_11"	"map-region.tga"	"standard"	false	false	"news.tga"	"map-region.tga"
"region_trait_lost"	"european"	"trait_12"	"map-no pasable.tga"	"standard"	false	false	"news.tga"	"map-no pasable.tga"
"region_trait_lost"	"middle_east"	"trait_12"	"map-no pasable.tga"	"standard"	false	false	"news.tga"	"map-no pasable.tga"
"region_upper_rebellion_general"	"european"	"rebellion_2"	"rebelion.tga"	"standard"	false	true	"rebellion.tga"	"rebelion.tga"
"region_upper_rebellion_general"	"middle_east"	"rebellion_2"	"rebelion.tga"	"standard"	false	true	"rebellion.tga"	"rebelion.tga"
"region_upper_rebellion_general"	"tribal_playable"	"natives_rebellion_tribal"	"nat_rebels_native.tga"	"standard"	false	true	"nat_news.tga"	"nat_rebels_native.tga"
"region_upper_rebellion_monarchy"	"european"	"rebellion_3"	"rebelion.tga"	"standard"	false	true	"rebellion.tga"	"rebelion.tga"
"region_upper_rebellion_monarchy"	"middle_east"	"rebellion_3"	"rebelion.tga"	"standard"	false	true	"rebellion.tga"	"rebelion.tga"
"region_upper_rebellion_republic"	"european"	"rebellion_4"	"rebelion.tga"	"standard"	false	true	"rebellion.tga"	"rebelion.tga"
"region_upper_rebellion_republic"	"middle_east"	"rebellion_4"	"rebelion.tga"	"standard"	false	true	"rebellion.tga"	"rebelion.tga"
"royal_birth_not_heir"	"european"	"birth_1"	"birth1.tga"	"standard"	false	false	"crown.tga"	"birth1.tga"
"royal_death_female"	"european"	"death_1"	"funeral2.tga"	"standard"	false	true	"gravestone.tga"	"funeral2.tga"
"royal_death_male"	"european"	"death_2"	"funeral2.tga"	"standard"	false	true	"gravestone.tga"	"funeral2.tga"
"royal_death_male"	"middle_east"	"death_2"	"funeral2.tga"	"standard"	false	true	"gravestone.tga"	"funeral2.tga"
"royal_genoan_doge_elected"	"european"	"elect_1"	"hall-2.tga"	"standard"	false	false	"crown.tga"	"hall-2.tga"
"royal_heir_born_female"	"european"	"birth_2"	"birth1.tga"	"standard"	false	false	"crown.tga"	"birth1.tga"
"royal_heir_born_male"	"european"	"birth_3"	"birth1.tga"	"standard"	false	false	"crown.tga"	"birth1.tga"
"royal_heir_born_male"	"middle_east"	"birth_3"	"birth1.tga"	"standard"	false	false	"crown.tga"	"birth1.tga"
"royal_heir_female_new_not_birth"	"european"	"heir_1"	"PARLIAMENT1.tga"	"standard"	false	false	"crown.tga"	"PARLIAMENT1.tga"
"royal_heir_male_new_not_birth"	"european"	"heir_2"	"PARLIAMENT1.tga"	"standard"	false	false	"crown.tga"	"PARLIAMENT1.tga"
"royal_heir_male_new_not_birth"	"middle_east"	"heir_2"	"PARLIAMENT1.tga"	"standard"	false	false	"crown.tga"	"PARLIAMENT1.tga"
"royal_holy_roman_emperor_elected"	"european"	"elect_2"	"PARLIAMENT1.tga"	"standard"	false	false	"crown.tga"	"PARLIAMENT1.tga"
"royal_marriage_celebrations"	"european"	"wedding_1"	"PARLIAMENT1.tga"	"marriage"	false	false	"crown.tga"	"PARLIAMENT1.tga"
"royal_marriage_celebrations"	"middle_east"	"wedding_1"	"PARLIAMENT1.tga"	"marriage"	false	false	"crown.tga"	"PARLIAMENT1.tga"
"royal_polish_king_elected"	"european"	"elect_3"	"PARLIAMENT1.tga"	"standard"	false	false	"crown.tga"	"PARLIAMENT1.tga"
"royal_retires_unmarried"	"european"	"unmarried_1"	"daughter_too_old_to_marry.tga"	"standard"	false	false	"crown.tga"	"daughter_too_old_to_marry.tga"
"royal_suitor_available_daughter"	"european"	"suitor_1"	"daughter_comes_of_age.tga"	"marriage"	false	false	"crown.tga"	"daughter_comes_of_age.tga"
"royal_suitor_available_son"	"european"	"suitor_2"	"character_comes_of_age.tga"	"marriage"	false	false	"crown.tga"	"character_comes_of_age.tga"
"royal_suitor_available_son"	"middle_east"	"suitor_2"	"character_comes_of_age.tga"	"marriage"	false	false	"crown.tga"	"character_comes_of_age.tga"
"royal_venician_doge_elected"	"european"	"elect_4"	"hall-2.tga"	"standard"	false	false	"crown.tga"	"hall-2.tga"
"spy_detected_escape"	"european"	"spy_1"	"highwayman.tga"	"standard"	false	true	"character.tga"	"highwayman.tga"
"spy_detected_escape"	"middle_east"	"spy_1"	"highwayman-ottoman.tga"	"standard"	false	true	"character.tga"	"highwayman-ottoman.tga"
"spy_detected_escape"	"tribal_playable"	"spy_1"	"nat_spy.tga"	"standard"	false	true	"nat_character.tga"	"nat_spy.tga"
"spy_detected_escape_army_sabotage"	"tribal_playable"	"natives_your_army_sabotaged_fail"	"nat_spy.tga"	"standard"	false	true	"nat_character.tga"	"nat_spy.tga"
"spy_detected_execute"	"european"	"spy_2"	"execution.tga"	"standard"	false	true	"character.tga"	"execution.tga"
"spy_detected_execute"	"middle_east"	"spy_2"	"Spy_Mission_Unsuccessful_ot.tga"	"standard"	false	true	"character.tga"	"Spy_Mission_Unsuccessful_ot.tga"
"spy_detected_execute"	"tribal_playable"	"spy_2"	"nat_hanger.tga"	"standard"	false	true	"nat_character.tga"	"nat_hanger.tga"
"spy_detected_execute_army_sabotage"	"tribal_playable"	"natives_your_army_sabotaged_critical_fail"	"nat_hanger.tga"	"standard"	false	true	"nat_character.tga"	"nat_hanger.tga"
"spy_successful_army_sabotage"	"tribal_playable"	"natives_your_army_sabotaged_success"	"nat_spy.tga"	"standard"	false	true	"nat_character.tga"	"nat_spy.tga"
"spy_successful_sabotage"	"european"	"spy_3"	"fire-2b.tga"	"sabotage"	false	true	"character.tga"	"fire-2b.tga"
"spy_successful_sabotage"	"middle_east"	"spy_3"	"fire-2b.tga"	"sabotage"	false	true	"character.tga"	"fire-2b.tga"
"spy_successful_sabotage"	"tribal_playable"	"spy_3"	"nat_captured.tga"	"sabotage"	false	true	"nat_character.tga"	"nat_captured.tga"
"summary_character_trait_gained"	"european"	"trait_3"	"globe-4.tga"	"traits_anc_list"	false	false	"character.tga"	"globe-4.tga"
"summary_character_trait_gained"	"tribal_playable"	"trait_3"	"nat_trait.tga"	"traits_anc_list"	false	false	"nat_character.tga"	"nat_trait.tga"
"summary_character_trait_lost"	"european"	"trait_4"	"globe-4.tga"	"traits_anc_list"	false	false	"character.tga"	"globe-4.tga"
"summary_character_trait_lost"	"tribal_playable"	"trait_4"	"nat_trait.tga"	"traits_anc_list"	false	false	"nat_character.tga"	"nat_trait.tga"
"summary_construction"	"european"	"construction_1"	"new city.tga"	"build_list"	false	false	"building.tga"	"new city.tga"
"summary_construction"	"middle_east"	"construction_1"	"new city-ottoman.tga"	"build_list"	false	false	"building.tga"	"new city-ottoman.tga"
"summary_construction"	"tribal_playable"	"construction_1"	"nat_new_city.tga"	"build_list"	false	false	"nat_building.tga"	"nat_new_city.tga"
"summary_diplomacy"	"european"	"diplomacy_1"	"diplomacypos_eu.tga"	"standard"	false	false	"missions.tga"	"diplomacypos_eu.tga"
"summary_finance"	"european"	"finance_1"	"vault.tga"	"standard"	false	false	"money.tga"	"vault.tga"
"summary_recruitment"	"european"	"recruitment_1"	"biggest-army.tga.tga"	"build_list"	false	false	"army.tga"	"biggest-army.tga.tga"
"summary_recruitment"	"middle_east"	"recruitment_1"	"biggest-army-ottoman.tga"	"build_list"	false	false	"army.tga"	"biggest-army-ottoman.tga"
"summary_recruitment"	"tribal_playable"	"natives_summary_recruitment"	"nat_biggest_army.tga"	"build_list"	false	false	"nat_army.tga"	"nat_biggest_army.tga"
"summary_region_traits_gained"	"european"	"trait_5"	"map-region.tga"	"traits_anc_list"	false	false	"news.tga"	"map-region.tga"
"summary_region_traits_gained"	"middle_east"	"trait_5"	"map-region.tga"	"traits_anc_list"	false	false	"news.tga"	"map-region.tga"
"summary_region_traits_lost"	"european"	"trait_6"	"map-no pasable.tga"	"traits_anc_list"	false	false	"news.tga"	"map-no pasable.tga"
"summary_region_traits_lost"	"middle_east"	"trait_6"	"map-no pasable.tga"	"traits_anc_list"	false	false	"news.tga"	"map-no pasable.tga"
"summary_tech_advances"	"european"	"tech_summary_1"	"innovation.tga"	"tech_advances_list"	false	false	"tech.tga"	"innovation.tga"
"summary_tech_advances"	"tribal_playable"	"tech_summary_1"	"nat_technology.tga"	"tech_advances_list"	false	false	"nat_tech.tga"	"nat_technology.tga"
"summary_towns_emerged"	"european"	"new_town_2"	"new city.tga"	"build_list"	false	false	"building.tga"	"new city.tga"
"summary_unit_traits_gained"	"european"	"trait_7"	"prebattle_sallyforth_european.tga"	"traits_anc_list"	false	false	"army.tga"	"prebattle_sallyforth_european.tga"
"summary_unit_traits_gained"	"middle_east"	"trait_7"	"prebattle_sallyforth_ottoman.tga"	"traits_anc_list"	false	false	"army.tga"	"prebattle_sallyforth_ottoman.tga"
"summary_unit_traits_lost"	"european"	"trait_8"	"prebattle_sallyforth_european.tga"	"traits_anc_list"	false	false	"army.tga"	"prebattle_sallyforth_european.tga"
"summary_unit_traits_lost"	"middle_east"	"trait_8"	"prebattle_sallyforth_ottoman.tga"	"traits_anc_list"	false	false	"army.tga"	"prebattle_sallyforth_ottoman.tga"
"trade_agreement_cancelled"	"european"	"trade_1"	"diplomacyneg_eu.tga"	"standard"	false	true	"news.tga"	"diplomacyneg_eu.tga"
"trade_agreement_cancelled"	"tribal_playable"	"trade_1"	"nat_diplomacy.tga"	"standard"	false	true	"nat_news.tga"	"nat_diplomacy.tga"
"trade_route_established"	"european"	"trade_2"	"blockade2.tga"	"standard"	false	false	"money.tga"	"blockade2.tga"
"trade_route_raided"	"european"	"trade_3"	"pirates afterwin.tga"	"standard"	false	false	"navy.tga"	"pirates afterwin.tga"
"unit_recruited"	"european"	"unit_recruited_1"	"unit_icon.tga"	"unit_recruited"	false	false	"army.tga"	"unit_icon.tga"
"unit_recruited"	"tribal_playable"	"natives_unit_recruited"	"unit_icon.tga"	"unit_recruited"	false	false	"nat_army.tga"	"unit_icon.tga"
"unit_retrained"	"european"	"unit_recruited_2"	"unit_icon.tga"	"unit_recruited"	false	false	"army.tga"	"unit_icon.tga"
"unit_trait_gained"	"european"	"trait_9"	"prebattle_sallyforth_european.tga"	"standard"	false	false	"army.tga"	"prebattle_sallyforth_european.tga"
"unit_trait_gained"	"middle_east"	"trait_9"	"prebattle_sallyforth_ottoman.tga"	"standard"	false	false	"army.tga"	"prebattle_sallyforth_ottoman.tga"
