version 1, schema battles_to_battle_sky_types_junctions_tables
unknown1(string)	unknown2(string)
"NHMPB_Borodino_3v3"	"morning_overcast_3_dry_summer"
"NHMPB_Borodino_3v3"	"morning_overcast_3_heavy_rain_summer"
"NHMPB_Borodino_3v3"	"morning_overcast_3_light_rain_summer"
"NHMPB_Borodino_3v3"	"morning_storm_1_torrential_rain_summer"
"NHMPB_Dresden_3v3"	"day_clear_1_dry_summer"
"NHMPB_Dresden_3v3"	"day_overcast_1_dry_summer"
"NHMPB_Dresden_3v3"	"day_overcast_1_heavy_rain_summer"
"NHMPB_Dresden_3v3"	"day_overcast_1_light_rain_summer"
"NHMPB_Dresden_3v3"	"day_storm_1_torrential_rain_summer"
"NHMPB_Dresden_3v3"	"evening_clear_1_dry_summer"
"NHMPB_Dresden_3v3"	"evening_overcast_3_dry_summer"
"NHMPB_Dresden_3v3"	"evening_overcast_3_heavy_rain_summer"
"NHMPB_Dresden_3v3"	"evening_overcast_3_light_rain_summer"
"NHMPB_Dresden_3v3"	"evening_storm_1_torrential_rain_summer"
"NHMPB_Dresden_3v3"	"morning_clear_1_dry_summer"
"NHMPB_Dresden_3v3"	"morning_overcast_3_dry_summer"
"NHMPB_Dresden_3v3"	"morning_overcast_3_heavy_rain_summer"
"NHMPB_Dresden_3v3"	"morning_overcast_3_light_rain_summer"
"NHMPB_Dresden_3v3"	"morning_storm_1_torrential_rain_summer"
"NHMPB_Friedland_2v2"	"day_clear_1_dry_summer"
"NHMPB_Friedland_2v2"	"day_overcast_1_dry_summer"
"NHMPB_Friedland_2v2"	"day_overcast_1_heavy_rain_summer"
"NHMPB_Friedland_2v2"	"day_overcast_1_light_rain_summer"
"NHMPB_Friedland_2v2"	"day_storm_1_torrential_rain_summer"
"NHMPB_Friedland_2v2"	"evening_clear_1_dry_summer"
"NHMPB_Friedland_2v2"	"evening_overcast_3_dry_summer"
"NHMPB_Friedland_2v2"	"evening_overcast_3_heavy_rain_summer"
"NHMPB_Friedland_2v2"	"evening_overcast_3_light_rain_summer"
"NHMPB_Friedland_2v2"	"evening_storm_1_torrential_rain_summer"
"NHMPB_Friedland_2v2"	"morning_clear_1_dry_summer"
"NHMPB_Friedland_2v2"	"morning_overcast_3_dry_summer"
"NHMPB_Friedland_2v2"	"morning_overcast_3_heavy_rain_summer"
"NHMPB_Friedland_2v2"	"morning_overcast_3_light_rain_summer"
"NHMPB_Friedland_2v2"	"morning_storm_1_torrential_rain_summer"
"NHMPB_Ligny_3v3"	"day_clear_1_dry_summer"
"NHMPB_Ligny_3v3"	"day_overcast_1_dry_summer"
"NHMPB_Ligny_3v3"	"day_overcast_1_heavy_rain_summer"
"NHMPB_Ligny_3v3"	"day_overcast_1_light_rain_summer"
"NHMPB_Ligny_3v3"	"day_storm_1_torrential_rain_summer"
"NHMPB_Ligny_3v3"	"evening_clear_1_dry_summer"
"NHMPB_Ligny_3v3"	"evening_overcast_3_dry_summer"
"NHMPB_Ligny_3v3"	"evening_overcast_3_heavy_rain_summer"
"NHMPB_Ligny_3v3"	"evening_overcast_3_light_rain_summer"
"NHMPB_Ligny_3v3"	"evening_storm_1_torrential_rain_summer"
"NHMPB_Ligny_3v3"	"morning_clear_1_dry_summer"
"NHMPB_Ligny_3v3"	"morning_overcast_3_dry_summer"
"NHMPB_Ligny_3v3"	"morning_overcast_3_heavy_rain_summer"
"NHMPB_Ligny_3v3"	"morning_overcast_3_light_rain_summer"
"NHMPB_Ligny_3v3"	"morning_storm_1_torrential_rain_summer"
"NHMPB_Lodi_2v2"	"day_clear_1_dry_summer"
"NHMPB_Lodi_2v2"	"day_overcast_1_dry_summer"
"NHMPB_Lodi_2v2"	"day_overcast_1_heavy_rain_summer"
"NHMPB_Lodi_2v2"	"day_overcast_1_light_rain_summer"
"NHMPB_Lodi_2v2"	"day_storm_1_torrential_rain_summer"
"NHMPB_Lodi_2v2"	"evening_clear_1_dry_summer"
"NHMPB_Lodi_2v2"	"evening_overcast_3_dry_summer"
"NHMPB_Lodi_2v2"	"evening_overcast_3_heavy_rain_summer"
"NHMPB_Lodi_2v2"	"evening_overcast_3_light_rain_summer"
"NHMPB_Lodi_2v2"	"evening_storm_1_torrential_rain_summer"
"NHMPB_Lodi_2v2"	"morning_clear_1_dry_summer"
"NHMPB_Lodi_2v2"	"morning_overcast_3_dry_summer"
"NHMPB_Lodi_2v2"	"morning_overcast_3_heavy_rain_summer"
"NHMPB_Lodi_2v2"	"morning_overcast_3_light_rain_summer"
"NHMPB_Lodi_2v2"	"morning_storm_1_torrential_rain_summer"
"NHMPB_Nile_1v1"	"sc_mediterranean_day_clear_3_dry_summer"
"NHMPB_Nile_1v1"	"sc_mediterranean_day_overcast_1_dry_summer"
"NHMPB_Nile_1v1"	"sc_mediterranean_day_overcast_1_light_rain_summer"
"NHMPB_Nile_1v1"	"sc_mediterranean_day_overcast_2_dry_summer"
"NHMPB_Nile_1v1"	"sc_mediterranean_day_overcast_3_heavy_rain_summer"
"NHMPB_Nile_1v1"	"sc_mediterranean_day_storm_1_torrential_rain_summer"
"NHMPB_Nile_1v1"	"sc_mediterranean_evening_clear_3_dry_summer"
"NHMPB_Nile_1v1"	"sc_mediterranean_evening_overcast_3_light_rain_summer"
"NHMPB_Pyramids_1v1"	"day_clear_1_dry_summer"
"NHMPB_Pyramids_1v1"	"day_dust_storm_heavy_dust_summer"
"NHMPB_Pyramids_1v1"	"day_dust_storm_light_dust_summer"
"NHMPB_Pyramids_1v1"	"day_dust_storm_torrential_dust_summer"
"NHMPB_Pyramids_1v1"	"evening_clear_1_dry_summer"
"NHMPB_Pyramids_1v1"	"evening_dust_storm_heavy_dust_summer"
"NHMPB_Pyramids_1v1"	"evening_dust_storm_light_dust_summer"
"NHMPB_Pyramids_1v1"	"evening_dust_storm_torrential_dust_summer"
"NHMPB_Pyramids_1v1"	"morning_clear_1_dry_summer"
"NHMPB_Pyramids_1v1"	"morning_dust_storm_heavy_dust_summer"
"NHMPB_Pyramids_1v1"	"morning_dust_storm_light_dust_summer"
"NHMPB_Pyramids_1v1"	"morning_dust_storm_torrential_dust_summer"
"NHMPB_Pyramids_2v2"	"day_clear_1_dry_summer"
"NHMPB_Pyramids_2v2"	"day_dust_storm_heavy_dust_summer"
"NHMPB_Pyramids_2v2"	"day_dust_storm_light_dust_summer"
"NHMPB_Pyramids_2v2"	"day_dust_storm_torrential_dust_summer"
"NHMPB_Pyramids_2v2"	"evening_clear_1_dry_summer"
"NHMPB_Pyramids_2v2"	"evening_dust_storm_heavy_dust_summer"
"NHMPB_Pyramids_2v2"	"evening_dust_storm_light_dust_summer"
"NHMPB_Pyramids_2v2"	"evening_dust_storm_torrential_dust_summer"
"NHMPB_Pyramids_2v2"	"morning_clear_1_dry_summer"
"NHMPB_Pyramids_2v2"	"morning_dust_storm_heavy_dust_summer"
"NHMPB_Pyramids_2v2"	"morning_dust_storm_light_dust_summer"
"NHMPB_Pyramids_2v2"	"morning_dust_storm_torrential_dust_summer"
"NHMPB_Trafalgar_2v2"	"sc_mediterranean_day_clear_3_dry_summer"
"NHMPB_Trafalgar_2v2"	"sc_mediterranean_day_overcast_1_dry_summer"
"NHMPB_Trafalgar_2v2"	"sc_mediterranean_day_overcast_1_light_rain_summer"
"NHMPB_Trafalgar_2v2"	"sc_mediterranean_day_overcast_2_dry_summer"
"NHMPB_Trafalgar_2v2"	"sc_mediterranean_day_overcast_3_heavy_rain_summer"
"NHMPB_Trafalgar_2v2"	"sc_mediterranean_day_storm_1_torrential_rain_summer"
"NHMPB_Trafalgar_2v2"	"sc_mediterranean_evening_clear_3_dry_summer"
"NHMPB_Trafalgar_2v2"	"sc_mediterranean_evening_overcast_3_light_rain_summer"
"NHMPB_Waterloo_1v2"	"day_clear_1_dry_summer"
"NHMPB_Waterloo_1v2"	"day_overcast_1_dry_summer"
"NHMPB_Waterloo_1v2"	"day_overcast_1_heavy_rain_summer"
"NHMPB_Waterloo_1v2"	"day_overcast_1_light_rain_summer"
"NHMPB_Waterloo_1v2"	"day_storm_1_torrential_rain_summer"
"NHMPB_Waterloo_1v2"	"evening_clear_1_dry_summer"
"NHMPB_Waterloo_1v2"	"evening_overcast_3_dry_summer"
"NHMPB_Waterloo_1v2"	"evening_overcast_3_heavy_rain_summer"
"NHMPB_Waterloo_1v2"	"evening_overcast_3_light_rain_summer"
"NHMPB_Waterloo_1v2"	"evening_storm_1_torrential_rain_summer"
"NHMPB_Waterloo_1v2"	"morning_clear_1_dry_summer"
"NHMPB_Waterloo_1v2"	"morning_overcast_3_dry_summer"
"NHMPB_Waterloo_1v2"	"morning_overcast_3_heavy_rain_summer"
"NHMPB_Waterloo_1v2"	"morning_overcast_3_light_rain_summer"
"NHMPB_Waterloo_1v2"	"morning_storm_1_torrential_rain_summer"
"NHMPB_Waterloo_2v2"	"day_clear_1_dry_summer"
"NHMPB_Waterloo_2v2"	"day_overcast_1_dry_summer"
"NHMPB_Waterloo_2v2"	"day_overcast_1_heavy_rain_summer"
"NHMPB_Waterloo_2v2"	"day_overcast_1_light_rain_summer"
"NHMPB_Waterloo_2v2"	"day_storm_1_torrential_rain_summer"
"NHMPB_Waterloo_2v2"	"evening_clear_1_dry_summer"
"NHMPB_Waterloo_2v2"	"evening_overcast_3_dry_summer"
"NHMPB_Waterloo_2v2"	"evening_overcast_3_heavy_rain_summer"
"NHMPB_Waterloo_2v2"	"evening_overcast_3_light_rain_summer"
"NHMPB_Waterloo_2v2"	"evening_storm_1_torrential_rain_summer"
"NHMPB_Waterloo_2v2"	"morning_clear_1_dry_summer"
"NHMPB_Waterloo_2v2"	"morning_overcast_3_dry_summer"
"NHMPB_Waterloo_2v2"	"morning_overcast_3_heavy_rain_summer"
"NHMPB_Waterloo_2v2"	"morning_overcast_3_light_rain_summer"
"NHMPB_Waterloo_2v2"	"morning_storm_1_torrential_rain_summer"
"NHMPB_Waterloo_3v3"	"day_clear_1_dry_summer"
"NHMPB_Waterloo_3v3"	"day_overcast_1_dry_summer"
"NHMPB_Waterloo_3v3"	"day_overcast_1_heavy_rain_summer"
"NHMPB_Waterloo_3v3"	"day_overcast_1_light_rain_summer"
"NHMPB_Waterloo_3v3"	"day_storm_1_torrential_rain_summer"
"NHMPB_Waterloo_3v3"	"evening_clear_1_dry_summer"
"NHMPB_Waterloo_3v3"	"evening_overcast_3_dry_summer"
"NHMPB_Waterloo_3v3"	"evening_overcast_3_heavy_rain_summer"
"NHMPB_Waterloo_3v3"	"evening_overcast_3_light_rain_summer"
"NHMPB_Waterloo_3v3"	"evening_storm_1_torrential_rain_summer"
"NHMPB_Waterloo_3v3"	"morning_clear_1_dry_summer"
"NHMPB_Waterloo_3v3"	"morning_overcast_3_dry_summer"
"NHMPB_Waterloo_3v3"	"morning_overcast_3_heavy_rain_summer"
"NHMPB_Waterloo_3v3"	"morning_overcast_3_light_rain_summer"
"NHMPB_Waterloo_3v3"	"morning_storm_1_torrential_rain_summer"
"NHMPB_Waterloo_4v4"	"day_clear_1_dry_summer"
"NHMPB_Waterloo_4v4"	"day_overcast_1_dry_summer"
"NHMPB_Waterloo_4v4"	"day_overcast_1_heavy_rain_summer"
"NHMPB_Waterloo_4v4"	"day_overcast_1_light_rain_summer"
"NHMPB_Waterloo_4v4"	"day_storm_1_torrential_rain_summer"
"NHMPB_Waterloo_4v4"	"evening_clear_1_dry_summer"
"NHMPB_Waterloo_4v4"	"evening_overcast_3_dry_summer"
"NHMPB_Waterloo_4v4"	"evening_overcast_3_heavy_rain_summer"
"NHMPB_Waterloo_4v4"	"evening_overcast_3_light_rain_summer"
"NHMPB_Waterloo_4v4"	"evening_storm_1_torrential_rain_summer"
"NHMPB_Waterloo_4v4"	"morning_clear_1_dry_summer"
"NHMPB_Waterloo_4v4"	"morning_overcast_3_dry_summer"
"NHMPB_Waterloo_4v4"	"morning_overcast_3_heavy_rain_summer"
"NHMPB_Waterloo_4v4"	"morning_overcast_3_light_rain_summer"
"NHMPB_Waterloo_4v4"	"morning_storm_1_torrential_rain_summer"
"NMPB_Arcole"	"day_clear_1_dry_summer"
"NMPB_Arcole"	"day_overcast_1_dry_summer"
"NMPB_Arcole"	"day_overcast_1_heavy_rain_summer"
"NMPB_Arcole"	"day_overcast_1_light_rain_summer"
"NMPB_Arcole"	"day_storm_1_torrential_rain_summer"
"NMPB_Arcole"	"evening_clear_1_dry_summer"
"NMPB_Arcole"	"evening_overcast_3_dry_summer"
"NMPB_Arcole"	"evening_overcast_3_heavy_rain_summer"
"NMPB_Arcole"	"evening_overcast_3_light_rain_summer"
"NMPB_Arcole"	"evening_storm_1_torrential_rain_summer"
"NMPB_Arcole"	"morning_clear_1_dry_summer"
"NMPB_Arcole"	"morning_overcast_3_dry_summer"
"NMPB_Arcole"	"morning_overcast_3_heavy_rain_summer"
"NMPB_Arcole"	"morning_overcast_3_light_rain_summer"
"NMPB_Arcole"	"morning_storm_1_torrential_rain_summer"
"NMPB_Austerlitz"	"day_clear_1_dry_summer"
"NMPB_Austerlitz"	"day_overcast_1_dry_summer"
"NMPB_Austerlitz"	"day_overcast_1_heavy_snow_summer"
"NMPB_Austerlitz"	"day_overcast_1_light_snow_summer"
"NMPB_Austerlitz"	"day_storm_1_torrental_snow_summer"
"NMPB_Austerlitz"	"evening_clear_1_dry_summer"
"NMPB_Austerlitz"	"evening_cloudy_1_light_snow_summer"
"NMPB_Austerlitz"	"evening_overcast_3_dry_summer"
"NMPB_Austerlitz"	"evening_overcast_3_heavy_snow_summer"
"NMPB_Austerlitz"	"evening_storm_1_torrential_snow_summer"
"NMPB_Austerlitz"	"morning_clear_1_dry_summer"
"NMPB_Austerlitz"	"morning_overcast_3_dry_summer"
"NMPB_Austerlitz"	"morning_overcast_3_heavy_snow_summer"
"NMPB_Austerlitz"	"morning_storm_1_torrential_snow_summer"
"NMPB_Borodino"	"day_clear_1_dry_summer"
"NMPB_Borodino"	"day_overcast_1_dry_summer"
"NMPB_Borodino"	"day_overcast_1_heavy_rain_summer"
"NMPB_Borodino"	"day_overcast_1_light_rain_summer"
"NMPB_Borodino"	"day_storm_1_torrential_rain_summer"
"NMPB_Borodino"	"evening_clear_1_dry_summer"
"NMPB_Borodino"	"evening_overcast_3_dry_summer"
"NMPB_Borodino"	"evening_overcast_3_heavy_rain_summer"
"NMPB_Borodino"	"evening_overcast_3_light_rain_summer"
"NMPB_Borodino"	"evening_storm_1_torrential_rain_summer"
"NMPB_Borodino"	"morning_clear_1_dry_summer"
"NMPB_Borodino"	"morning_overcast_3_dry_summer"
"NMPB_Borodino"	"morning_overcast_3_heavy_rain_summer"
"NMPB_Borodino"	"morning_overcast_3_light_rain_summer"
"NMPB_Borodino"	"morning_storm_1_torrential_rain_summer"
"NMPB_Dresden"	"day_clear_1_dry_summer"
"NMPB_Dresden"	"day_overcast_1_dry_summer"
"NMPB_Dresden"	"day_overcast_1_heavy_rain_summer"
"NMPB_Dresden"	"day_overcast_1_light_rain_summer"
"NMPB_Dresden"	"day_storm_1_torrential_rain_summer"
"NMPB_Dresden"	"evening_clear_1_dry_summer"
"NMPB_Dresden"	"evening_overcast_3_dry_summer"
"NMPB_Dresden"	"evening_overcast_3_heavy_rain_summer"
"NMPB_Dresden"	"evening_overcast_3_light_rain_summer"
"NMPB_Dresden"	"evening_storm_1_torrential_rain_summer"
"NMPB_Dresden"	"morning_clear_1_dry_summer"
"NMPB_Dresden"	"morning_overcast_3_dry_summer"
"NMPB_Dresden"	"morning_overcast_3_heavy_rain_summer"
"NMPB_Dresden"	"morning_overcast_3_light_rain_summer"
"NMPB_Dresden"	"morning_storm_1_torrential_rain_summer"
"NMPB_Friedland"	"day_clear_1_dry_summer"
"NMPB_Friedland"	"day_overcast_1_dry_summer"
"NMPB_Friedland"	"day_overcast_1_heavy_rain_summer"
"NMPB_Friedland"	"day_overcast_1_light_rain_summer"
"NMPB_Friedland"	"day_storm_1_torrential_rain_summer"
"NMPB_Friedland"	"evening_clear_1_dry_summer"
"NMPB_Friedland"	"evening_overcast_3_dry_summer"
"NMPB_Friedland"	"evening_overcast_3_heavy_rain_summer"
"NMPB_Friedland"	"evening_overcast_3_light_rain_summer"
"NMPB_Friedland"	"evening_storm_1_torrential_rain_summer"
"NMPB_Friedland"	"morning_clear_1_dry_summer"
"NMPB_Friedland"	"morning_overcast_3_dry_summer"
"NMPB_Friedland"	"morning_overcast_3_heavy_rain_summer"
"NMPB_Friedland"	"morning_overcast_3_light_rain_summer"
"NMPB_Friedland"	"morning_storm_1_torrential_rain_summer"
"NMPB_Ligny"	"day_clear_1_dry_summer"
"NMPB_Ligny"	"day_overcast_1_dry_summer"
"NMPB_Ligny"	"day_overcast_1_heavy_rain_summer"
"NMPB_Ligny"	"day_overcast_1_light_rain_summer"
"NMPB_Ligny"	"day_storm_1_torrential_rain_summer"
"NMPB_Ligny"	"evening_clear_1_dry_summer"
"NMPB_Ligny"	"evening_overcast_3_dry_summer"
"NMPB_Ligny"	"evening_overcast_3_heavy_rain_summer"
"NMPB_Ligny"	"evening_overcast_3_light_rain_summer"
"NMPB_Ligny"	"evening_storm_1_torrential_rain_summer"
"NMPB_Ligny"	"morning_clear_1_dry_summer"
"NMPB_Ligny"	"morning_overcast_3_dry_summer"
"NMPB_Ligny"	"morning_overcast_3_heavy_rain_summer"
"NMPB_Ligny"	"morning_overcast_3_light_rain_summer"
"NMPB_Ligny"	"morning_storm_1_torrential_rain_summer"
"NMPB_Lodi"	"day_clear_1_dry_summer"
"NMPB_Lodi"	"day_overcast_1_dry_summer"
"NMPB_Lodi"	"day_overcast_1_heavy_rain_summer"
"NMPB_Lodi"	"day_overcast_1_light_rain_summer"
"NMPB_Lodi"	"day_storm_1_torrential_rain_summer"
"NMPB_Lodi"	"evening_clear_1_dry_summer"
"NMPB_Lodi"	"evening_overcast_3_dry_summer"
"NMPB_Lodi"	"evening_overcast_3_heavy_rain_summer"
"NMPB_Lodi"	"evening_overcast_3_light_rain_summer"
"NMPB_Lodi"	"evening_storm_1_torrential_rain_summer"
"NMPB_Lodi"	"morning_clear_1_dry_summer"
"NMPB_Lodi"	"morning_overcast_3_dry_summer"
"NMPB_Lodi"	"morning_overcast_3_heavy_rain_summer"
"NMPB_Lodi"	"morning_overcast_3_light_rain_summer"
"NMPB_Lodi"	"morning_storm_1_torrential_rain_summer"
"NMPB_Nile"	"sc_mediterranean_day_clear_3_dry_summer"
"NMPB_Nile"	"sc_mediterranean_day_overcast_1_dry_summer"
"NMPB_Nile"	"sc_mediterranean_day_overcast_1_light_rain_summer"
"NMPB_Nile"	"sc_mediterranean_day_overcast_2_dry_summer"
"NMPB_Nile"	"sc_mediterranean_day_overcast_3_heavy_rain_summer"
"NMPB_Nile"	"sc_mediterranean_day_storm_1_torrential_rain_summer"
"NMPB_Nile"	"sc_mediterranean_evening_clear_3_dry_summer"
"NMPB_Nile"	"sc_mediterranean_evening_overcast_3_light_rain_summer"
"NMPB_Pyramids"	"day_clear_1_dry_summer"
"NMPB_Pyramids"	"day_dust_storm_heavy_dust_summer"
"NMPB_Pyramids"	"day_dust_storm_light_dust_summer"
"NMPB_Pyramids"	"day_dust_storm_torrential_dust_summer"
"NMPB_Pyramids"	"evening_clear_1_dry_summer"
"NMPB_Pyramids"	"evening_dust_storm_heavy_dust_summer"
"NMPB_Pyramids"	"evening_dust_storm_light_dust_summer"
"NMPB_Pyramids"	"evening_dust_storm_torrential_dust_summer"
"NMPB_Pyramids"	"morning_clear_1_dry_summer"
"NMPB_Pyramids"	"morning_dust_storm_heavy_dust_summer"
"NMPB_Pyramids"	"morning_dust_storm_light_dust_summer"
"NMPB_Pyramids"	"morning_dust_storm_torrential_dust_summer"
"NMPB_Trafalgar"	"sc_mediterranean_day_clear_3_dry_summer"
"NMPB_Trafalgar"	"sc_mediterranean_day_overcast_1_dry_summer"
"NMPB_Trafalgar"	"sc_mediterranean_day_overcast_1_light_rain_summer"
"NMPB_Trafalgar"	"sc_mediterranean_day_overcast_2_dry_summer"
"NMPB_Trafalgar"	"sc_mediterranean_day_overcast_3_heavy_rain_summer"
"NMPB_Trafalgar"	"sc_mediterranean_day_storm_1_torrential_rain_summer"
"NMPB_Trafalgar"	"sc_mediterranean_evening_clear_3_dry_summer"
"NMPB_Trafalgar"	"sc_mediterranean_evening_overcast_3_light_rain_summer"
"NMPB_Waterloo"	"day_clear_1_dry_summer"
"NMPB_Waterloo"	"day_overcast_1_dry_summer"
"NMPB_Waterloo"	"day_overcast_1_heavy_rain_summer"
"NMPB_Waterloo"	"day_overcast_1_light_rain_summer"
"NMPB_Waterloo"	"day_storm_1_torrential_rain_summer"
"NMPB_Waterloo"	"evening_clear_1_dry_summer"
"NMPB_Waterloo"	"evening_overcast_3_dry_summer"
"NMPB_Waterloo"	"evening_overcast_3_heavy_rain_summer"
"NMPB_Waterloo"	"evening_overcast_3_light_rain_summer"
"NMPB_Waterloo"	"evening_storm_1_torrential_rain_summer"
"NMPB_Waterloo"	"morning_clear_1_dry_summer"
"NMPB_Waterloo"	"morning_overcast_3_dry_summer"
"NMPB_Waterloo"	"morning_overcast_3_heavy_rain_summer"
"NMPB_Waterloo"	"morning_overcast_3_light_rain_summer"
"NMPB_Waterloo"	"morning_storm_1_torrential_rain_summer"
"ottoman_artillery_fort"	"day_clear_1_dry_summer"
"ottoman_artillery_fort"	"day_dust_storm_light_dust_summer"
"ottoman_artillery_fort"	"evening_clear_1_dry_summer"
"ottoman_artillery_fort"	"evening_dust_storm_light_dust_summer"
"ottoman_artillery_fort"	"morning_clear_1_dry_summer"
"ottoman_artillery_fort"	"morning_dust_storm_light_dust_summer"
"ottoman_great_fortress"	"day_clear_1_dry_summer"
"ottoman_great_fortress"	"day_dust_storm_light_dust_summer"
"ottoman_great_fortress"	"evening_clear_1_dry_summer"
"ottoman_great_fortress"	"evening_dust_storm_light_dust_summer"
"ottoman_great_fortress"	"morning_clear_1_dry_summer"
"ottoman_great_fortress"	"morning_dust_storm_light_dust_summer"
"rti_fort_1"	"day_clear_1_dry_summer"
"rti_fort_1"	"day_overcast_1_dry_summer"
"rti_fort_1"	"day_overcast_1_heavy_rain_summer"
"rti_fort_1"	"day_overcast_1_light_rain_summer"
"rti_fort_1"	"day_storm_1_torrential_rain_summer"
"rti_fort_1"	"evening_clear_1_dry_summer"
"rti_fort_1"	"evening_overcast_3_dry_summer"
"rti_fort_1"	"evening_overcast_3_heavy_rain_summer"
"rti_fort_1"	"evening_overcast_3_light_rain_summer"
"rti_fort_1"	"evening_storm_1_torrential_rain_summer"
"rti_fort_1"	"morning_clear_1_dry_summer"
"rti_fort_1"	"morning_overcast_3_dry_summer"
"rti_fort_1"	"morning_overcast_3_heavy_rain_summer"
"rti_fort_1"	"morning_overcast_3_light_rain_summer"
"rti_fort_1"	"morning_storm_1_torrential_rain_summer"
"rti_fort_2"	"day_clear_1_dry_summer"
"rti_fort_2"	"day_overcast_1_dry_summer"
"rti_fort_2"	"day_overcast_1_heavy_rain_summer"
"rti_fort_2"	"day_overcast_1_light_rain_summer"
"rti_fort_2"	"day_storm_1_torrential_rain_summer"
"rti_fort_2"	"evening_clear_1_dry_summer"
"rti_fort_2"	"evening_overcast_3_dry_summer"
"rti_fort_2"	"evening_overcast_3_heavy_rain_summer"
"rti_fort_2"	"evening_overcast_3_light_rain_summer"
"rti_fort_2"	"evening_storm_1_torrential_rain_summer"
"rti_fort_2"	"morning_clear_1_dry_summer"
"rti_fort_2"	"morning_overcast_3_dry_summer"
"rti_fort_2"	"morning_overcast_3_heavy_rain_summer"
"rti_fort_2"	"morning_overcast_3_light_rain_summer"
"rti_fort_2"	"morning_storm_1_torrential_rain_summer"
"rti_fort_3"	"day_clear_1_dry_summer"
"rti_fort_3"	"day_overcast_1_dry_summer"
"rti_fort_3"	"day_overcast_1_heavy_rain_summer"
"rti_fort_3"	"day_overcast_1_light_rain_summer"
"rti_fort_3"	"day_storm_1_torrential_rain_summer"
"rti_fort_3"	"evening_clear_1_dry_summer"
"rti_fort_3"	"evening_overcast_3_dry_summer"
"rti_fort_3"	"evening_overcast_3_heavy_rain_summer"
"rti_fort_3"	"evening_overcast_3_light_rain_summer"
"rti_fort_3"	"evening_storm_1_torrential_rain_summer"
"rti_fort_3"	"morning_clear_1_dry_summer"
"rti_fort_3"	"morning_overcast_3_dry_summer"
"rti_fort_3"	"morning_overcast_3_heavy_rain_summer"
"rti_fort_3"	"morning_overcast_3_light_rain_summer"
"rti_fort_3"	"morning_storm_1_torrential_rain_summer"
"rti_fort_4"	"day_clear_1_dry_summer"
"rti_fort_5"	"day_clear_1_dry_summer"
"rti_fort_6"	"day_clear_1_dry_summer"
"rti_fort_7"	"day_clear_1_dry_summer"
"rti_fort_8"	"day_clear_1_dry_summer"
"rti_fort_9"	"day_clear_1_dry_summer"
"rti_fort_9"	"day_overcast_1_dry_summer"
"rti_fort_9"	"day_overcast_1_heavy_rain_summer"
"rti_fort_9"	"day_overcast_1_light_rain_summer"
"rti_fort_9"	"day_storm_1_torrential_rain_summer"
"rti_fort_9"	"evening_clear_1_dry_summer"
"rti_fort_9"	"evening_overcast_3_dry_summer"
"rti_fort_9"	"evening_overcast_3_heavy_rain_summer"
"rti_fort_9"	"evening_overcast_3_light_rain_summer"
"rti_fort_9"	"evening_storm_1_torrential_rain_summer"
"rti_fort_9"	"morning_clear_1_dry_summer"
"rti_fort_9"	"morning_overcast_3_dry_summer"
"rti_fort_9"	"morning_overcast_3_heavy_rain_summer"
"rti_fort_9"	"morning_overcast_3_light_rain_summer"
"rti_fort_9"	"morning_storm_1_torrential_rain_summer"
"star_fort"	"day_clear_1_dry_summer"
"western_artillery_fort"	"day_clear_1_dry_summer"
"western_artillery_fort"	"day_overcast_1_dry_summer"
"western_artillery_fort"	"day_overcast_1_heavy_rain_summer"
"western_artillery_fort"	"day_overcast_1_light_rain_summer"
"western_artillery_fort"	"day_storm_1_torrential_rain_summer"
"western_artillery_fort"	"evening_clear_1_dry_summer"
"western_artillery_fort"	"evening_overcast_3_dry_summer"
"western_artillery_fort"	"evening_overcast_3_heavy_rain_summer"
"western_artillery_fort"	"evening_overcast_3_light_rain_summer"
"western_artillery_fort"	"evening_storm_1_torrential_rain_summer"
"western_artillery_fort"	"morning_clear_1_dry_summer"
"western_artillery_fort"	"morning_overcast_3_dry_summer"
"western_artillery_fort"	"morning_overcast_3_heavy_rain_summer"
"western_artillery_fort"	"morning_overcast_3_light_rain_summer"
"western_artillery_fort"	"morning_storm_1_torrential_rain_summer"
"wooden_fort"	"day_clear_1_dry_summer"
"wellington_map_a"	"day_clear_1_dry_summer"
"wellington_map_b"	"day_clear_1_dry_summer"
"wellington_map_c"	"day_clear_1_dry_summer"
"wellington_map_a"	"day_dust_storm_light_dust_summer"
"wellington_map_a"	"evening_clear_2_dry_summer"
"wellington_map_a"	"evening_dust_storm_light_dust_summer"
"wellington_map_a"	"morning_clear_1_dry_summer"
"wellington_map_a"	"morning_dust_storm_light_dust_summer"
"wellington_map_b"	"day_overcast_1_dry_summer"
"wellington_map_c"	"day_overcast_1_dry_summer"
"wellington_map_b"	"day_overcast_1_heavy_rain_summer"
"wellington_map_c"	"day_overcast_1_heavy_snow_summer"
"wellington_map_b"	"day_overcast_1_light_rain_summer"
"wellington_map_c"	"day_overcast_1_light_snow_summer"
"wellington_map_b"	"day_storm_1_torrential_rain_summer"
"wellington_map_c"	"day_storm_1_torrental_snow_summer"
"wellington_map_b"	"evening_clear_1_dry_summer"
"wellington_map_c"	"evening_clear_1_dry_summer"
"wellington_map_b"	"evening_overcast_3_dry_summer"
"wellington_map_c"	"evening_overcast_3_dry_summer"
"wellington_map_b"	"evening_overcast_3_light_rain_summer"
"wellington_map_c"	"evening_overcast_6_dry_winter"
