version 6, schema unit_stats_land_tables
Unit(string)	Size(int)	_x0023__x0020_Horses(int)	_x0023__x0020_Artillery(int)	Officer(string)	Drummer(optstring)	Standard_x0020_Bearer(optstring)	Soldier_x0020_Model(string)	Man_entity_x0020_-_x0020_links_x0020_to_x0020_battle_entities_x0020_table(string)	Man_x0020_Animations_x0020_Table(string)	Warscape_Equipment_Theme_IDRef(string)	Armor_Value(int)	Armor_Audio(string)	Man_x0020_Health(int)	Mount_x0020_Model(optstring)	Cavalry_x0020_Battle_x0020_Entity(optstring)	Mount_x0020_Animations_x0020_Table(optstring)	Mount_x0020_Armour_x0020_Value(string)	Mount_x0020_Health(string)	Carriage_x0020_Battle_x0020_Entity(optstring)	Ammo_x0020_Train_x0020_Battle_x0020_Entity(optstring)	Ammo_x0020_Caisson_x0020_Model(optstring)	Artillery_1(optstring)	Has_Artillery_2(boolean)	Gun(optstring)	Primary_x0020_Missile_x0020_Weapon(optstring)	Accuracy(int)	Reloading_x0020_Skill(int)	Primary_x0020_Missile_x0020_Attack(string)	Firing_x0020_Mechanism(string)	Projectile(optstring)	Ammo(int)	Skeleton_x0020_Missile(optstring)	Melee_x0020_Weapon_x0020_Type(string)	Melee_x0020_Attack_x0020_Skill(int)	Charge_x0020_Bonus(int)	Defense_x0020_Skill(int)	Shield_x0020_Bonus(int)	Skeleton_x0020_Melee(string)	Pistols(string)	Unit_x0020_Drill_x0020_Set(string)	Training(string)	Morale(int)	Deployed_x0020_Ranks(int)	File_x0020_Spacing(float)	Rank_x0020_Spacing(float)	File_x0020_Spacing_x0020_Loose_x0020_Formation(float)	Rank_x0020_Spacing_x0020_Loose_x0020_Formation(float)	File_x0020_Spacing_x0020_Dismounted(float)	Rank_x0020_Spacing_x0020_Dismounted(float)	Base_x0020_Density(float)	Anti_Cavalry_Bonus(int)	Can_x0020_Throw_x0020_Grenades(boolean)	Can_x0020_Skirmish(boolean)	Can_x0020_Guard(boolean)	Can_x0020_Dismount(boolean)	Can_x0020_Place_x0020_Stakes(boolean)	Is_x0020_Slow_x0020_Moving(boolean)	Can_x0020_Rally_x0020_Comrades_x0020__x0023_Has_x0020_No_x0020_In-Game_x0020_Effect_x0023_(boolean)	Can_x0020_Hide_x0020_In_x0020_Woodland(boolean)	Can_Hide_in_Light_Scrub(boolean)	Can_Hide_in_Long_Grass(boolean)	Can_Hide_in_Buildings(boolean)	Can_Hide_When_Walking(boolean)	Can_Hide_While_Firing(boolean)	Can_Fire_from_Horseback(boolean)	Tree_x0020_Spotting_x0020_Distance(float)	Scrub_x0020_Spotting_x0020_Distance(float)	Long_x0020_Grass_x0020_Spotting_x0020_Distance(float)	Paths_x0020_Seldom_x0020_Trod(boolean)	Garrison_x0020_Police_x0020_Bonus(boolean)	Discipined(boolean)	Impetuous(boolean)	Scares_x0020_Horses(boolean)	Scares_x0020_Enemies(boolean)	Inspires_x0020_Allies(boolean)	Good_x0020_Stamina(boolean)	Can_x0020_Use_x0020_Rope_x0020_Ladders(boolean)	Heat_x0020_Resistant(boolean)	Cold_x0020_Resistant(boolean)	Can_x0020_Do_x0020_Formed_x0020_Attack(boolean)	Can_x0020_Use_x0020_Pike_x0020_Wall(boolean)	Can_x0020_Use_x0020_Pike_x0020_Square(boolean)	Can_x0020_Shoot_x0020_While_x0020_Moving_x0020__x0023_Is_x0020_Immune_x0020_to_x0020_Attrition_x0020_in_x0020_Napoleon(boolean)	Can_x0020_Shoot_x0020_While_x0020_Moving(boolean)	Flutist(optstring)	Limber_Destructed_Model(optstring)	Limber_Destruction_Model(optstring)	Guerilla_Deployment(boolean)
"Cav_Heavy_French_Dragoons"	60	60	0	"euro_officer"	"euro_cavalry_bugler_sword"	nil	"euroline"	"infantry_euro_heavy"	"rider_musket_sabre"	"generic_cavalry_carbine_sword"	5	"plate"	1	"horse_covered_mixed_brown"	"horse_heavy"	"mount_horse"	"6"	"1"	nil	nil	nil	nil	false	nil	"carbine"	35	25	"0"	"flintlock"	"musket_carbine"	10	"dragoon_carbine"	"sword"	11	17	8	0	"mounted_sword"	"0"	"drill_set_cavalry"	"well_trained"	9	3	2	4.5	4	9	1.1	2	10	0	false	false	false	true	false	false	false	false	false	false	false	false	false	false	50	75	100	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	false	nil	nil	nil	false
"Cav_Heavy_French_Grenadiers_a_Cheval"	60	60	0	"euro_officer"	"euro_cavalry_bugler_sword"	nil	"euroline"	"infantry_euro_heavy"	"rider_sabre"	"generic_cavalry_sword"	4	"plate"	1	"horse_covered_black"	"horse_heavy"	"mount_horse"	"6"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"sword"	17	21	14	0	"mounted_sword"	"0"	"drill_set_cavalry"	"well_trained"	13	3	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	false	false	false	false	false	false	false	50	75	100	false	false	true	false	false	false	true	false	false	false	false	false	false	false	true	false	nil	nil	nil	false
"Cav_Heavy_French_Tutorial_Dragoons"	60	60	0	"euro_officer"	"euro_cavalry_bugler_sword"	nil	"euroline"	"infantry_euro_heavy"	"rider_musket_sabre"	"generic_cavalry_carbine_sword"	5	"plate"	1	"horse_covered_mixed_brown"	"horse_heavy"	"mount_horse"	"6"	"1"	nil	nil	nil	nil	false	nil	"carbine"	35	25	"0"	"flintlock"	"musket_carbine"	10	"dragoon_carbine"	"sword"	11	17	8	0	"mounted_sword"	"0"	"drill_set_cavalry"	"well_trained"	9	3	2	4.5	4	9	1.1	2	10	0	false	false	false	true	false	false	false	false	false	false	false	false	false	false	50	75	100	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	false	nil	nil	nil	false
"Cav_Heavy_Garde_du_Corp"	60	60	0	"euro_officer"	"euro_cavalry_bugler_sword"	nil	"euroline"	"infantry_euro_heavy"	"rider_sabre"	"generic_cavalry_sword"	4	"plate"	1	"horse_covered_black"	"horse_heavy"	"mount_horse"	"6"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"sword"	13	19	10	0	"mounted_sword"	"0"	"drill_set_cavalry"	"well_trained"	11	3	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	false	false	false	false	false	false	false	50	75	100	false	false	true	false	false	false	true	false	false	false	false	false	false	false	true	false	nil	nil	nil	false
"Cav_Heavy_Italian_Guards_of_Honour"	60	60	0	"euro_officer"	"euro_cavalry_bugler_sword"	nil	"euroline"	"infantry_euro_heavy"	"rider_sabre"	"generic_cavalry_sword"	4	"plate"	1	"horse_covered_dark_brown"	"horse_heavy"	"mount_horse"	"6"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"sword"	13	19	10	0	"mounted_sword"	"0"	"drill_set_cavalry"	"well_trained"	11	3	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	false	false	false	false	false	false	false	50	75	100	false	false	true	false	false	false	true	false	false	false	false	false	false	false	true	false	nil	nil	nil	false
"Cav_Heavy_Life_Guards_of_Horse"	60	60	0	"euro_officer"	"euro_cavalry_bugler_sword"	nil	"euroline"	"infantry_euro_heavy"	"rider_sabre"	"generic_cavalry_sword"	5	"plate"	1	"horse_covered_white"	"horse_heavy"	"mount_horse"	"6"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"sword"	13	19	10	0	"mounted_sword"	"0"	"drill_set_cavalry"	"well_trained"	11	3	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	false	false	false	false	false	false	false	50	75	100	false	false	true	false	false	false	true	false	false	false	false	false	false	false	true	false	nil	nil	nil	false
"Cav_Heavy_Ottoman_Silahtar_Guard"	60	60	0	"ottoman_officer"	"ottoman_bugler"	nil	"euroline"	"infantry_euro_heavy"	"rider_lance"	"ottoman_cavalry_lance"	6	"plate"	1	"horse_basic_mixed"	"horse_heavy"	"mount_horse"	"6"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"lance"	11	39	8	0	"mounted_sword"	"0"	"drill_set_cavalry"	"well_trained"	11	3	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	false	false	false	false	false	false	false	50	75	100	false	false	true	false	false	false	true	false	false	true	false	false	false	false	true	false	nil	nil	nil	false
"Cav_Heavy_Ottoman_Siphai_Cavalry"	60	60	0	"ottoman_officer"	"ottoman_bugler"	nil	"euroline"	"infantry_euro_heavy"	"rider_lance"	"ottoman_cavalry_lance"	6	"plate"	1	"horse_basic_white"	"horse_heavy"	"mount_horse"	"6"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"lance"	9	37	7	0	"mounted_sword"	"0"	"drill_set_cavalry"	"well_trained"	9	3	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	false	false	false	false	false	false	false	50	75	100	false	false	true	false	false	false	false	false	false	true	false	false	false	false	false	false	nil	nil	nil	false
"Cav_Heavy_Prussian_Cuirassiers"	60	60	0	"euro_officer"	"euro_cavalry_bugler_sword"	nil	"euroline"	"infantry_euro_heavy"	"rider_sabre"	"generic_cavalry_sword"	5	"plate"	1	"horse_covered_black"	"horse_heavy"	"mount_horse"	"6"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"sword"	12	18	10	0	"mounted_sword"	"0"	"drill_set_cavalry"	"well_trained"	10	3	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	false	false	false	false	false	false	false	50	75	100	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	false	nil	nil	nil	false
"Cav_Heavy_Prussian_Dragoons"	60	60	0	"euro_officer"	"euro_cavalry_bugler_sword"	nil	"euroline"	"infantry_euro_heavy"	"rider_musket_sabre"	"generic_cavalry_carbine_sword"	5	"plate"	1	"horse_covered_dark_brown"	"horse_heavy"	"mount_horse"	"6"	"1"	nil	nil	nil	nil	false	nil	"carbine"	35	25	"0"	"flintlock"	"musket_carbine"	10	"dragoon_carbine"	"sword"	10	16	7	0	"mounted_sword"	"0"	"drill_set_cavalry"	"well_trained"	8	3	2	4.5	4	9	1.1	2	10	0	false	false	false	true	false	false	false	false	false	false	false	false	false	false	50	75	100	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	false	nil	nil	nil	false
"Cav_Heavy_Republican_Horse_Guards"	60	60	0	"euro_officer"	"euro_cavalry_bugler_sword"	nil	"euroline"	"infantry_euro_heavy"	"rider_sabre"	"generic_cavalry_sword"	4	"plate"	1	"horse_covered_dark_brown"	"horse_heavy"	"mount_horse"	"6"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"sword"	13	19	10	0	"mounted_sword"	"0"	"drill_set_cavalry"	"well_trained"	11	3	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	false	false	false	false	false	false	false	50	75	100	false	false	true	false	false	false	true	false	false	false	false	false	false	false	true	false	nil	nil	nil	false
"Cav_Heavy_Russian_Chevalier_Garde"	60	60	0	"euro_officer"	"euro_cavalry_bugler_sword"	nil	"euroline"	"infantry_euro_heavy"	"rider_sabre"	"generic_cavalry_sword"	8	"plate"	1	"horse_covered_light_brown"	"horse_heavy"	"mount_horse"	"6"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"sword"	15	19	10	0	"mounted_sword"	"0"	"drill_set_cavalry"	"well_trained"	13	3	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	false	false	false	false	false	false	false	50	75	100	false	false	true	false	false	false	true	false	false	false	true	false	false	false	true	false	nil	nil	nil	false
"Cav_Heavy_Russian_Cuirassiers"	60	60	0	"euro_officer"	"euro_cavalry_bugler_sword"	nil	"euroline"	"infantry_euro_heavy"	"rider_sabre"	"generic_cavalry_sword"	8	"plate"	1	"horse_covered_dark_brown"	"horse_heavy"	"mount_horse"	"6"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"sword"	11	17	9	0	"mounted_sword"	"0"	"drill_set_cavalry"	"well_trained"	9	3	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	false	false	false	false	false	false	false	50	75	100	false	false	true	false	false	false	false	false	false	false	true	false	false	false	false	false	nil	nil	nil	false
"Cav_Heavy_Russian_Dragoons"	60	60	0	"euro_officer"	"euro_cavalry_bugler_sword"	nil	"euroline"	"infantry_euro_heavy"	"rider_musket_sabre"	"generic_cavalry_carbine_sword"	5	"plate"	1	"horse_covered_mixed_brown"	"horse_heavy"	"mount_horse"	"6"	"1"	nil	nil	nil	nil	false	nil	"carbine"	35	25	"0"	"flintlock"	"musket_carbine"	10	"dragoon_carbine"	"sword"	10	16	7	0	"mounted_sword"	"0"	"drill_set_cavalry"	"well_trained"	8	3	2	4.5	4	9	1.1	2	10	0	false	false	false	true	false	false	false	false	false	false	false	false	false	false	50	75	100	false	false	true	false	false	false	false	false	false	false	true	false	false	false	false	false	nil	nil	nil	false
"Cav_Heavy_Russian_Lifeguard_Horse"	60	60	0	"euro_officer"	"euro_cavalry_bugler_sword"	nil	"euroline"	"infantry_euro_heavy"	"rider_sabre"	"generic_cavalry_sword"	8	"plate"	1	"horse_covered_light_brown"	"horse_heavy"	"mount_horse"	"6"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"sword"	14	20	11	0	"mounted_sword"	"0"	"drill_set_cavalry"	"well_trained"	12	3	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	false	false	false	false	false	false	false	50	75	100	false	false	true	false	false	false	true	false	false	false	true	false	false	false	true	false	nil	nil	nil	false
"Cav_Heavy_Spanish_Dragoons"	60	60	0	"euro_officer"	"euro_cavalry_bugler_sword"	nil	"euroline"	"infantry_euro_heavy"	"rider_musket_sabre"	"generic_cavalry_carbine_sword"	5	"plate"	1	"horse_iberian_mixed_brown"	"horse_heavy"	"mount_horse"	"6"	"1"	nil	nil	nil	nil	false	nil	"carbine"	35	25	"0"	"flintlock"	"musket_carbine"	10	"dragoon_carbine"	"sword"	9	15	6	0	"mounted_sword"	"0"	"drill_set_cavalry"	"well_trained"	7	3	2	4.5	4	9	1.1	2	10	0	false	false	false	true	false	false	false	false	false	false	false	false	false	false	50	75	100	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	false	nil	nil	nil	false
"Cav_Heavy_Spanish_Guardias_da_Corp"	60	60	0	"euro_officer"	"euro_cavalry_bugler_sword"	nil	"euroline"	"infantry_euro_heavy"	"rider_sabre"	"generic_cavalry_sword"	8	"plate"	1	"horse_iberian_light_brown"	"horse_heavy"	"mount_horse"	"6"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"sword"	13	19	10	0	"mounted_sword"	"0"	"drill_set_cavalry"	"well_trained"	11	3	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	false	false	false	false	false	false	false	50	75	100	false	false	true	false	false	false	true	false	false	false	false	false	false	false	true	false	nil	nil	nil	false
"Cav_Lancer_Austrian_Ulans"	60	60	0	"euro_officer"	"euro_cavalry_bugler_sabre"	nil	"euroline"	"infantry_euro_medium"	"rider_lance"	"generic_cavalry_lance"	3	"leather"	1	"horse_basic_mixed_brown"	"horse_medium"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"lance"	7	37	3	0	"mounted_lance"	"0"	"drill_set_cavalry"	"well_trained"	7	3	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false	false	nil	nil	nil	false
"Cav_Lancer_French_7th_Lancers"	60	60	0	"euro_officer"	"euro_cavalry_bugler_sabre"	nil	"euroline"	"infantry_euro_medium"	"rider_lance"	"generic_cavalry_lance"	3	"leather"	1	"horse_basic_mixed_brown"	"horse_medium"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"lance"	9	39	6	0	"mounted_lance"	"0"	"drill_set_cavalry"	"well_trained"	9	3	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false	false	nil	nil	nil	false
"Cav_Lancer_French_Cheveau_Legers_Lancers"	60	60	0	"euro_officer"	"euro_cavalry_bugler_sabre"	nil	"euroline"	"infantry_euro_medium"	"rider_lance"	"generic_cavalry_lance"	3	"leather"	1	"horse_basic_mixed_brown"	"horse_medium"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"lance"	8	38	4	0	"mounted_lance"	"0"	"drill_set_cavalry"	"well_trained"	8	3	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false	false	nil	nil	nil	false
"Cav_Lancer_Lancers"	60	60	0	"euro_officer"	"euro_cavalry_bugler_sabre"	nil	"euroline"	"infantry_euro_medium"	"rider_lance"	"generic_cavalry_lance"	3	"leather"	1	"horse_basic_mixed_brown"	"horse_medium"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"lance"	6	36	2	0	"mounted_lance"	"0"	"drill_set_cavalry"	"well_trained"	6	3	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false	false	nil	nil	nil	false
"Cav_Lancer_Prussian_Brandenburg_Uhlans"	60	60	0	"euro_officer"	"euro_cavalry_bugler_sabre"	nil	"euroline"	"infantry_euro_medium"	"rider_lance"	"generic_cavalry_lance"	3	"leather"	1	"horse_basic_mixed_brown"	"horse_medium"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"lance"	7	37	4	0	"mounted_lance"	"0"	"drill_set_cavalry"	"well_trained"	7	3	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false	false	nil	nil	nil	false
"Cav_Lancer_Prussian_Lancers"	60	60	0	"euro_officer"	"euro_cavalry_bugler_sabre"	nil	"euroline"	"infantry_euro_medium"	"rider_lance"	"generic_cavalry_lance"	3	"leather"	1	"horse_basic_light_brown"	"horse_medium"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"lance"	6	36	2	0	"mounted_lance"	"0"	"drill_set_cavalry"	"well_trained"	6	3	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false	false	nil	nil	nil	false
"Cav_Lancer_Prussian_Towarczys"	60	60	0	"euro_officer"	"euro_cavalry_bugler_sabre"	nil	"euroline"	"infantry_euro_medium"	"rider_lance"	"generic_cavalry_lance"	3	"leather"	1	"horse_covered_dark_brown"	"horse_medium"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"lance"	6	36	2	0	"mounted_lance"	"0"	"drill_set_cavalry"	"well_trained"	6	3	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	true	true	false	false	false	false	false	false	true	false	nil	nil	nil	false
"Cav_Lancer_Russian_Cossack_Cavalry"	60	60	0	"euro_officer"	"euro_cavalry_bugler_sabre"	nil	"euroline"	"infantry_euro_medium"	"rider_lance"	"generic_cavalry_lance"	3	"leather"	1	"horse_basic_mixed_brown"	"horse_medium"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"lance"	4	35	1	0	"mounted_lance"	"0"	"drill_set_cavalry"	"well_trained"	4	3	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	true	false	false	true	false	false	false	false	false	nil	nil	nil	false
"Cav_Lancer_Russian_Ulans"	60	60	0	"euro_officer"	"euro_cavalry_bugler_sabre"	nil	"euroline"	"infantry_euro_medium"	"rider_lance"	"generic_cavalry_lance"	3	"leather"	1	"horse_basic_mixed_brown"	"horse_medium"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"lance"	6	36	2	0	"mounted_lance"	"0"	"drill_set_cavalry"	"well_trained"	6	3	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	true	false	false	true	false	false	false	false	false	nil	nil	nil	false
"Cav_Light_Austrian_1st_Hussars"	60	60	0	"euro_officer"	"euro_cavalry_bugler_sabre"	nil	"euroline"	"infantry_euro_medium"	"rider_sabre"	"generic_cavalry_sabre"	3	"leather"	1	"horse_hussar_mixed"	"horse_light"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"sabre"	12	18	7	0	"mounted_slash"	"0"	"drill_set_cavalry"	"well_trained"	9	3	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50	100	150	true	false	false	false	false	false	false	true	false	false	false	false	false	false	false	false	nil	nil	nil	false
"Cav_Light_Austrian_Hungarian_Hussars"	60	60	0	"euro_officer"	"euro_cavalry_bugler_sabre"	nil	"euroline"	"infantry_euro_medium"	"rider_sabre"	"generic_cavalry_sabre"	3	"leather"	1	"horse_hussar_mixed"	"horse_light"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"sabre"	11	17	6	0	"mounted_slash"	"0"	"drill_set_cavalry"	"well_trained"	8	3	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50	100	150	true	false	false	false	false	false	false	true	false	false	false	false	false	false	false	false	nil	nil	nil	false
"Cav_Light_Bedouin_Camel_Warriors"	60	60	0	"ottoman_camel_officer"	"ottoman_camel_bugler"	nil	"euroline"	"infantry_euro_medium"	"rider_camel"	"ottoman_camel_sabre"	3	"leather"	1	"camel_base"	"camel"	"mount_camel"	"4"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"sabre"	9	13	3	0	"mounted_slash"	"0"	"drill_set_cavalry"	"well_trained"	6	3	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50	100	150	true	false	false	false	true	false	false	true	false	true	false	false	false	false	false	false	nil	nil	nil	false
"Cav_Light_British_15th_Hussars"	60	60	0	"euro_officer"	"euro_cavalry_bugler_sabre"	nil	"euroline"	"infantry_euro_medium"	"rider_sabre"	"generic_cavalry_sabre"	3	"leather"	1	"horse_hussar_mixed_brown"	"horse_light"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"sabre"	11	17	6	0	"mounted_slash"	"0"	"drill_set_cavalry"	"well_trained"	8	3	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50	100	150	true	false	false	false	false	false	false	true	false	false	false	false	false	false	false	false	nil	nil	nil	false
"Cav_Light_British_KGL_Light_Dragoons"	60	60	0	"euro_officer"	"euro_cavalry_bugler_sabre"	nil	"euroline"	"infantry_euro_medium"	"rider_musket_sabre"	"generic_cavalry_carbine_sabre"	3	"leather"	1	"horse_hussar_mixed_brown"	"horse_light"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	"carbine"	35	25	"0"	"none"	"musket_carbine"	10	"dragoon_carbine"	"sabre"	10	16	4	0	"mounted_slash"	"0"	"drill_set_cavalry"	"well_trained"	7	3	2	4.5	4	9	1.1	2	10	0	false	false	false	true	false	false	false	true	false	false	false	false	false	false	50	100	150	true	false	true	false	false	false	false	true	false	false	false	false	false	false	false	false	nil	nil	nil	false
"Cav_Light_British_Light_Dragoons"	60	60	0	"euro_officer"	"euro_cavalry_bugler_sabre"	nil	"euroline"	"infantry_euro_medium"	"rider_musket_sabre"	"generic_cavalry_carbine_sabre"	3	"leather"	1	"horse_basic_mixed_brown"	"horse_light"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	"carbine"	35	25	"0"	"none"	"musket_carbine"	10	"dragoon_carbine"	"sabre"	10	12	5	0	"mounted_slash"	"0"	"drill_set_cavalry"	"well_trained"	6	3	2	4.5	4	9	1.1	2	10	0	false	false	false	true	false	false	false	true	false	false	false	false	false	false	50	100	150	true	false	false	true	false	false	false	true	false	false	false	false	false	false	false	false	nil	nil	nil	false
"Cav_Light_Brunswick_Hussars"	60	60	0	"euro_officer"	"euro_cavalry_bugler_sabre"	nil	"euroline"	"infantry_euro_medium"	"rider_sabre"	"generic_cavalry_sabre"	3	"leather"	1	"horse_hussar_mixed_brown"	"horse_light"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"sabre"	9	15	3	0	"mounted_slash"	"0"	"drill_set_cavalry"	"well_trained"	6	3	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50	100	150	true	false	false	false	false	false	false	true	false	false	false	false	false	false	false	false	nil	nil	nil	false
"Cav_Light_Dutch_Light_Dragoons"	60	60	0	"euro_officer"	"euro_cavalry_bugler_sabre"	nil	"euroline"	"infantry_euro_medium"	"rider_musket_sabre"	"generic_cavalry_carbine_sabre"	3	"leather"	1	"horse_basic_mixed_brown"	"horse_light"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	"carbine"	35	25	"0"	"none"	"musket_carbine"	10	"dragoon_carbine"	"sabre"	9	13	3	0	"mounted_slash"	"0"	"drill_set_cavalry"	"well_trained"	6	3	2	4.5	4	9	1.1	2	10	0	false	false	false	true	false	false	false	true	false	false	false	false	false	false	50	100	150	true	false	false	false	false	false	false	true	false	false	false	false	false	false	false	false	nil	nil	nil	false
"Cav_Light_French_5e_Hussards"	60	60	0	"euro_officer"	"euro_cavalry_bugler_sabre"	nil	"euroline"	"infantry_euro_medium"	"rider_sabre"	"generic_cavalry_sabre"	3	"leather"	1	"horse_hussar_mixed"	"horse_light"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"sabre"	11	17	6	0	"mounted_slash"	"0"	"drill_set_cavalry"	"well_trained"	8	3	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50	100	150	true	false	false	false	false	false	false	true	false	false	false	false	false	false	false	false	nil	nil	nil	false
"Cav_Light_French_Chasseurs_a_Cheval"	60	60	0	"euro_officer"	"euro_cavalry_bugler_sabre"	nil	"euroline"	"infantry_euro_medium"	"rider_musket_sabre"	"generic_cavalry_carbine_sabre"	3	"leather"	1	"horse_basic_mixed_brown"	"horse_light"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	"carbine"	45	30	"0"	"none"	"musket_carbine"	10	"dragoon_carbine"	"sabre"	10	12	6	0	"mounted_slash"	"0"	"drill_set_cavalry"	"well_trained"	8	3	2	4.5	4	9	0	0	10	0	false	true	false	false	false	false	false	true	false	false	false	false	false	true	50	100	150	true	false	false	false	false	false	false	true	false	false	false	false	false	false	false	true	nil	nil	nil	false
