version 1, schema battle_type_unit_to_faction_presets_tables
unknown1(string)	unknown2(int)	Unit_IDRef(string)	unknown3(int)
"494"	34	"Inf_Line_Russian_Musketeers"	0
"495"	34	"Inf_Line_Russian_Musketeers"	0
"496"	34	"Inf_Light_Russian_Jager"	0
"497"	34	"Inf_Light_Russian_Jager"	0
"498"	35	"Gen_Generals_Staff"	0
"499"	35	"Cav_Heavy_Spanish_Coraceros_Espanoles"	0
"500"	35	"Cav_Heavy_Spanish_Dragoons"	1
"501"	35	"Art_Foot_Spanish_12_lber"	0
"502"	35	"Art_Foot_Spanish_12_lber"	0
"503"	35	"Inf_Line_Spanish_Fusiliers"	0
"504"	35	"Inf_Line_Spanish_Fusiliers"	0
"505"	35	"Inf_Line_Spanish_Fusiliers"	0
"506"	35	"Inf_Line_Spanish_Fusiliers"	0
"507"	35	"Inf_Line_Spanish_Fusiliers"	0
"508"	35	"Inf_Line_Spanish_Fusiliers"	0
"509"	35	"Inf_Elite_Spanish_Walloon_Guards"	0
"510"	35	"Inf_Light_Spanish_Light_Infantry"	0
"511"	35	"Inf_Light_Spanish_Light_Infantry"	0
"512"	35	"Cav_Light_Spanish_Hussars"	0
"513"	36	"Gen_Generals_Staff"	1
"514"	36	"Cav_Heavy_Dragoons"	0
"515"	36	"Cav_Heavy_Dragoons"	0
"516"	36	"Cav_Light_Hussars"	0
"517"	36	"Cav_Light_Hussars"	0
"518"	36	"Art_Foot_7_lber_Howitzer"	0
"519"	36	"Art_Horse_6_lber"	1
"520"	36	"Inf_Line_Line_Infantry"	0
"521"	36	"Inf_Line_Line_Infantry"	0
"522"	36	"Inf_Line_Line_Infantry"	0
"523"	36	"Inf_Line_Line_Infantry"	0
"524"	36	"Inf_Line_Line_Infantry"	0
"525"	36	"Inf_Line_Line_Infantry"	0
"526"	36	"Inf_Skirm_Jager"	0
"527"	36	"Inf_Skirm_Jager"	0
"529"	37	"Gen_Generals_Staff"	0
"530"	37	"Cav_Heavy_Carabiniers"	0
"531"	37	"Cav_Light_Hussars"	0
"532"	37	"Cav_Light_Hussars"	0
"533"	37	"Art_Foot_6_lber"	0
"534"	37	"Art_Foot_7_lber_Howitzer"	0
"535"	37	"Inf_Line_Line_Infantry"	0
"536"	37	"Inf_Line_Line_Infantry"	0
"537"	37	"Inf_Line_Line_Infantry"	0
"538"	37	"Inf_Line_Line_Infantry"	0
"539"	37	"Inf_Line_Line_Infantry"	0
"540"	37	"Inf_Line_Line_Infantry"	0
"541"	37	"Inf_Light_Dutch_Flanquers"	0
"542"	37	"Inf_Skirm_Nassau_Jager"	0
"543"	37	"Inf_Skirm_Nassau_Jager"	0
"544"	38	"Gen_Generals_Bodyguard"	0
"545"	38	"Cav_Light_Ottoman_Deli_Horsemen"	0
"546"	38	"Cav_Light_Ottoman_Deli_Horsemen"	0
"547"	38	"Cav_Heavy_Ottoman_Siphai_Cavalry"	1
"548"	38	"Art_Foot_Ottoman_9_lber"	0
"549"	38	"Art_Foot_Ottoman_Howitzers"	0
"550"	38	"Inf_Line_Ottoman_Beylik_Janissary_Musketeers"	0
"551"	38	"Inf_Line_Ottoman_Beylik_Janissary_Musketeers"	0
"552"	38	"Inf_Line_Ottoman_Nizam_I_Cedit_Infantry"	0
"553"	38	"Inf_Line_Ottoman_Nizam_I_Cedit_Infantry"	0
"554"	38	"Inf_Militia_Ottoman_Palestinian_Auxiliaries"	0
"555"	38	"Inf_Militia_Ottoman_Palestinian_Auxiliaries"	0
"556"	38	"Inf_Irreg_Ottoman_Azzars"	0
"557"	38	"Inf_Irreg_Ottoman_Azzars"	0
"558"	38	"Inf_Irreg_Ottoman_Azzars"	0
"562"	39	"Gen_Generals_Staff"	1
"563"	39	"Cav_Light_Austrian_Hungarian_Hussars"	0
"564"	39	"Art_Foot_Austrian_6_lber"	0
"565"	39	"Inf_Line_Austrian_German_Fusiliers"	0
"566"	39	"Inf_Line_Austrian_German_Fusiliers"	0
"567"	39	"Inf_Militia_Austrian_Landwehr"	0
"568"	39	"Inf_Militia_Austrian_Landwehr"	0
"569"	39	"Inf_Militia_Austrian_Landesschutzen"	0
"570"	39	"Inf_Militia_Austrian_Landesschutzen"	0
"571"	40	"Gen_Generals_Staff"	0
"572"	40	"Cav_Heavy_British_Dragoon_Guards"	0
"573"	40	"Art_Horse_British_6_lber"	0
"574"	40	"Inf_Line_British_Foot"	0
"575"	40	"Inf_Line_British_Foot"	0
"576"	40	"Inf_Militia_British_Fencibles"	0
"577"	40	"Inf_Militia_British_Fencibles"	0
"578"	40	"Inf_Skirm_British_Rifles"	0
"579"	41	"Gen_Generals_Staff"	0
"580"	41	"Cav_Light_Light_Dragoons"	0
"581"	41	"Art_Horse_6_lber"	0
"582"	41	"Inf_Line_Line_Infantry"	0
"583"	41	"Inf_Line_Line_Infantry"	0
"584"	41	"Inf_Militia_Militia"	0
"585"	41	"Inf_Militia_Militia"	0
"586"	41	"Inf_Militia_Militia"	0
"587"	41	"Inf_Skirm_Norwegian_Ski_Troops"	1
"588"	42	"Gen_Generals_Staff"	0
"589"	42	"Cav_Light_French_Chasseurs_a_Cheval"	0
"590"	42	"Art_Foot_French_6_lber"	0
"591"	42	"Inf_Line_French_Fusiliers"	0
"592"	42	"Inf_Line_French_Fusiliers"	0
"593"	42	"Inf_Militia_Militia"	0
"594"	42	"Inf_Militia_Militia"	0
"595"	42	"Inf_Skirm_French_Voltiguers"	0
"596"	42	"Inf_Skirm_French_Voltiguers"	0
"597"	43	"Gen_Generals_Staff"	1
"598"	43	"Cav_Stand_Portuguese_Cavalry"	0
"599"	43	"Art_Foot_Portuguese_12_lber"	0
"600"	43	"Inf_Line_Portuguese_Infantry"	0
"601"	43	"Inf_Militia_Portuguese_Militia"	0
"602"	43	"Inf_Militia_Portuguese_Militia"	0
"603"	43	"Inf_Militia_Portuguese_Militia"	0
"604"	43	"Inf_Militia_Portuguese_Militia"	0
"606"	44	"Gen_Generals_Staff"	0
"607"	44	"Cav_Light_Prussian_Hussars"	0
"608"	44	"Art_Horse_Prussian_6_lber"	0
"609"	44	"Inf_Line_Prussian_Musketeers"	0
"610"	44	"Inf_Line_Prussian_Musketeers"	0
"611"	44	"Inf_Militia_Prussian_Landwehr"	0
"612"	44	"Inf_Militia_Prussian_Landwehr"	0
"613"	44	"Inf_Militia_Prussian_Landwehr"	0
"615"	45	"Gen_Generals_Staff"	0
"616"	45	"Cav_Lancer_Russian_Cossack_Cavalry"	0
"617"	45	"Art_Horse_Russian_6_lber"	0
"618"	45	"Inf_Line_Russian_Musketeers"	0
"619"	45	"Inf_Line_Russian_Musketeers"	0
"620"	45	"Inf_Militia_Russian_Opelchenie"	0
"621"	45	"Inf_Militia_Russian_Opelchenie"	0
"622"	45	"Inf_Light_Russian_Jager"	0
"623"	45	"Inf_Light_Russian_Jager"	0
"624"	46	"Gen_Generals_Staff"	0
"625"	46	"Cav_Light_Spanish_Hussars"	0
"626"	46	"Art_Foot_Spanish_9_lber"	0
"627"	46	"Inf_Line_Spanish_Fusiliers"	0
"628"	46	"Inf_Line_Spanish_Fusiliers"	0
"629"	46	"Inf_Line_Spanish_Fusiliers"	0
"630"	46	"Inf_Militia_Spanish_Provincial_Militia"	0
"631"	46	"Inf_Light_Spanish_Light_Infantry"	0
"632"	46	"Inf_Light_Spanish_Light_Infantry"	0
"634"	47	"Gen_Generals_Staff"	0
"635"	47	"Cav_Heavy_Dragoons"	1
"636"	47	"Art_Horse_6_lber"	0
"637"	47	"Inf_Line_Line_Infantry"	0
"638"	47	"Inf_Line_Line_Infantry"	0
"639"	47	"Inf_Militia_Militia"	0
"640"	47	"Inf_Militia_Militia"	0
"641"	47	"Inf_Militia_Militia"	0
"642"	47	"Inf_Skirm_Jager"	0
"643"	48	"Gen_Generals_Staff"	0
"644"	48	"Cav_Light_Hussars"	0
"645"	48	"Art_Horse_6_lber"	0
"646"	48	"Inf_Line_Line_Infantry"	0
"647"	48	"Inf_Line_Line_Infantry"	0
"648"	48	"Inf_Militia_Militiamen"	0
"649"	48	"Inf_Militia_Militiamen"	0
"650"	48	"Inf_Light_Dutch_Flanquers"	0
"651"	48	"Inf_Light_Dutch_Flanquers"	0
"654"	49	"Gen_Generals_Bodyguard"	0
"655"	49	"Art_Foot_Ottoman_9_lber"	0
"656"	49	"Cav_Miss_Ottoman_Shaturnal_Camel_Gunners"	0
"657"	49	"Inf_Line_Ottoman_Beylik_Janissary_Musketeers"	0
"658"	49	"Inf_Irreg_Ottoman_Azzars"	0
"659"	49	"Inf_Irreg_Ottoman_Azzars"	0
"660"	49	"Inf_Irreg_Ottoman_Azzars"	0
"661"	49	"Inf_Militia_Ottoman_Libyan_Bedouin"	0
"662"	49	"Inf_Militia_Ottoman_Libyan_Bedouin"	0
"663"	50	"Gen_Generals_Staff"	0
"664"	50	"Cav_Heavy_Austrian_Cuirassiers"	0
"665"	50	"Cav_Heavy_Austrian_Cuirassiers"	0
"666"	50	"Cav_Light_Austrian_Hungarian_Hussars"	0
"667"	50	"Art_Foot_Austrian_7_lber_Howitzer"	0
"668"	50	"Art_Foot_Austrian_12_lber"	0
"669"	50	"Inf_Gren_Austrian_Hungarian_Grenadiers"	0
"670"	50	"Inf_Line_Austrian_German_Fusiliers"	0
"671"	50	"Inf_Line_Austrian_German_Fusiliers"	0
"672"	50	"Inf_Line_Austrian_German_Fusiliers"	0
"673"	50	"Inf_Line_Austrian_German_Fusiliers"	0
"674"	50	"Inf_Line_Austrian_Hungarian_Fusiliers"	0
"675"	50	"Inf_Line_Austrian_Hungarian_Fusiliers"	0
"676"	50	"Inf_Skirm_Austrian_Jager"	0
"677"	50	"Inf_Skirm_Austrian_Windbucshe_Jager"	0
"678"	50	"Inf_Militia_Austrian_Landwehr"	0
"679"	50	"Inf_Militia_Austrian_Landwehr"	0
"680"	50	"Inf_Militia_Austrian_Landwehr"	0
"681"	51	"Gen_Generals_Staff"	1
"682"	51	"Cav_Heavy_British_Dragoons"	0
"683"	51	"Cav_Heavy_British_Dragoons"	0
"684"	51	"Art_Foot_British_5_In_Howitzer"	0
"685"	51	"Art_Horse_British_6_lber"	0
"686"	51	"Cav_Light_British_Light_Dragoons"	0
"687"	51	"Inf_Elite_British_Foot_Guards"	0
"688"	51	"Inf_Light_British_Light_Foot"	0
"689"	51	"Inf_Line_British_Foot"	0
"690"	51	"Inf_Line_British_Foot"	0
"691"	51	"Inf_Line_British_Foot"	0
"692"	51	"Inf_Line_British_Foot"	0
"693"	51	"Inf_Line_British_KGL_Foot"	0
"694"	51	"Inf_Skirm_British_Rifles"	0
"695"	51	"Inf_Skirm_British_Rifles"	0
"696"	51	"Cav_Light_British_Light_Dragoons"	0
"697"	51	"Inf_Militia_British_Fencibles"	0
"698"	52	"Gen_Generals_Staff"	0
"699"	52	"Art_Foot_12_lber"	0
"700"	52	"Art_Foot_7_lber_Howitzer"	0
"701"	52	"Cav_Light_Light_Dragoons"	0
"702"	52	"Inf_Elite_Life_Guards_of_Foot"	0
"703"	52	"Inf_Gren_Grenadiers"	1
"704"	52	"Inf_Line_Line_Infantry"	0
"705"	52	"Inf_Line_Line_Infantry"	0
"706"	52	"Inf_Line_Line_Infantry"	0
"707"	52	"Inf_Line_Line_Infantry"	0
"708"	52	"Inf_Skirm_Norwegian_Ski_Troops"	0
"709"	52	"Cav_Heavy_Dragoons"	0
"710"	52	"Cav_Heavy_Dragoons"	0
"711"	52	"Inf_Line_Line_Infantry"	0
"712"	52	"Inf_Line_Line_Infantry"	0
"713"	52	"Inf_Skirm_Sharpshooters"	0
"714"	52	"Inf_Skirm_Sharpshooters"	0
"715"	52	"Inf_Militia_Militia"	0
"716"	52	"Inf_Gren_Grenadiers"	0
"717"	53	"Gen_Generals_Staff"	0
"718"	53	"Art_Foot_French_6_lber"	0
"719"	53	"Art_Foot_French_6_In_Howitzer"	0
"720"	53	"Cav_Lancer_French_Cheveau_Legers_Lancers"	0
"721"	53	"Cav_Lancer_French_Cheveau_Legers_Lancers"	0
"722"	53	"Cav_Heavy_French_Dragoons"	0
"723"	53	"Inf_Elite_French_Old_Guard"	0
"724"	53	"Inf_Elite_French_Young_Guard"	0
"725"	53	"Inf_Gren_French_Grenadiers"	0
"726"	53	"Inf_Line_French_Fusiliers"	0
"727"	53	"Inf_Line_French_Fusiliers"	0
"728"	53	"Inf_Line_French_Fusiliers"	0
"729"	53	"Inf_Line_French_Fusiliers"	0
"730"	53	"Inf_Line_French_Fusiliers"	0
"731"	53	"Inf_Militia_French_National_Guard"	0
"732"	53	"Inf_Militia_French_National_Guard"	0
"733"	54	"Gen_Generals_Staff"	0
"734"	54	"Cav_Stand_Portuguese_Cavalry"	1
"735"	54	"Cav_Stand_Portuguese_Cavalry"	1
"736"	54	"Cav_Stand_Portuguese_Cavalry"	1
"737"	54	"Cav_Stand_Portuguese_Cavalry"	1
"738"	54	"Art_Foot_Portuguese_12_lber"	0
"739"	54	"Art_Foot_Portuguese_12_lber"	0
"740"	54	"Inf_Gren_Portuguese_Grenadiers"	0
"741"	54	"Inf_Gren_Portuguese_Grenadiers"	0
"742"	54	"Inf_Light_Portuguese_Cazadores"	0
"743"	54	"Inf_Light_Portuguese_Cazadores"	0
"744"	54	"Inf_Line_Portuguese_Infantry"	0
"745"	54	"Inf_Line_Portuguese_Infantry"	0
"746"	54	"Inf_Line_Portuguese_Infantry"	0
"747"	54	"Inf_Line_Portuguese_Infantry"	0
"748"	54	"Inf_Light_Portuguese_Cazadores"	0
"749"	54	"Inf_Skirm_Portuguese_Tiradores"	0
"750"	54	"Inf_Skirm_Portuguese_Tiradores"	0
"751"	54	"Inf_Line_Portuguese_Infantry"	0
"752"	55	"Gen_Generals_Staff"	0
"753"	55	"Art_Foot_Prussian_7_lber_Howitzer"	0
"754"	55	"Art_Foot_Prussian_12_lber"	0
"755"	55	"Cav_Lancer_Prussian_Lancers"	0
"756"	55	"Cav_Light_Prussian_Hussars"	0
"757"	55	"Cav_Heavy_Prussian_Cuirassiers"	0
"758"	55	"Inf_Elite_Prussian_Foot_Guards"	0
"759"	55	"Inf_Gren_Prussian_Grenadiers"	0
"760"	55	"Inf_Line_Prussian_Musketeers"	0
"761"	55	"Inf_Line_Prussian_Musketeers"	0
"762"	55	"Inf_Line_Prussian_Musketeers"	0
"763"	55	"Inf_Line_Prussian_Musketeers"	0
"764"	55	"Inf_Light_Prussian_Fusiliers"	0
"765"	55	"Inf_Militia_Prussian_Landwehr"	0
"766"	55	"Inf_Militia_Prussian_Landwehr"	0
"767"	55	"Inf_Skirm_Prussian_Silesian_Schuetzen"	0
"768"	55	"Inf_Skirm_Prussian_Jager"	0
"769"	55	"Inf_Line_Prussian_Musketeers"	0
"770"	55	"Inf_Line_Prussian_Musketeers"	0
"771"	56	"Gen_Generals_Staff"	0
"772"	56	"Art_Foot_Russian_10_lber_Unicorn"	0
"773"	56	"Art_Horse_Russian_6_lber"	0
"774"	56	"Cav_Lancer_Russian_Cossack_Cavalry"	1
"775"	56	"Cav_Lancer_Russian_Cossack_Cavalry"	0
"776"	56	"Cav_Heavy_Russian_Lifeguard_Horse"	0
"777"	56	"Inf_Elite_Russian_Lifeguard_Foot"	0
"778"	56	"Inf_Gren_Russian_Grenadiers"	0
"779"	56	"Inf_Line_Russian_Musketeers"	0
"780"	56	"Inf_Line_Russian_Musketeers"	0
"781"	56	"Inf_Line_Russian_Musketeers"	0
"782"	56	"Inf_Line_Russian_Musketeers"	0
"783"	56	"Inf_Line_Russian_Musketeers"	0
"784"	56	"Inf_Line_Russian_Musketeers"	0
"785"	56	"Inf_Militia_Russian_Opelchenie"	0
"786"	56	"Inf_Militia_Russian_Opelchenie"	0
"787"	56	"Cav_Heavy_Russian_Dragoons"	0
"788"	56	"Inf_Light_Russian_Jager"	0
"789"	57	"Gen_Generals_Staff"	0
"790"	57	"Cav_Heavy_Spanish_Coraceros_Espanoles"	1
"791"	57	"Cav_Heavy_Spanish_Dragoons"	0
"792"	57	"Cav_Light_Spanish_Hussars"	0
"793"	57	"Cav_Light_Spanish_Hussars"	0
"794"	57	"Cav_Lancer_Spanish_Lanceros"	0
"795"	57	"Art_Foot_Spanish_12_lber"	0
"796"	57	"Art_Foot_Spanish_12_lber"	0
"797"	57	"Inf_Elite_Spanish_Walloon_Guards"	0
"798"	57	"Inf_Gren_Spanish_Grenadiers"	0
"799"	57	"Inf_Gren_Spanish_Grenadiers"	0
"800"	57	"Inf_Line_Spanish_Fusiliers"	0
"801"	57	"Inf_Line_Spanish_Fusiliers"	0
"802"	57	"Inf_Line_Spanish_Fusiliers"	0
"803"	57	"Inf_Line_Spanish_Fusiliers"	0
"804"	57	"Inf_Line_Spanish_Fusiliers"	0
"805"	57	"Inf_Elite_Spanish_Walloon_Guards"	0
"806"	57	"Inf_Light_Spanish_Light_Infantry"	0
"807"	57	"Inf_Light_Spanish_Light_Infantry"	0
"808"	58	"Gen_Generals_Staff"	0
"809"	58	"Cav_Heavy_Life_Guards_of_Horse"	1
"810"	58	"Cav_Heavy_Life_Guards_of_Horse"	1
"811"	58	"Art_Foot_7_lber_Howitzer"	0
"812"	58	"Art_Horse_6_lber"	0
"813"	58	"Inf_Elite_Life_Guards_of_Foot"	0
"814"	58	"Inf_Line_Line_Infantry"	0
"815"	58	"Inf_Line_Line_Infantry"	0
"816"	58	"Inf_Line_Line_Infantry"	0
"817"	58	"Inf_Line_Line_Infantry"	0
"818"	58	"Inf_Line_Line_Infantry"	0
"819"	58	"Inf_Line_Line_Infantry"	0
"820"	58	"Inf_Line_Line_Infantry"	0
"821"	58	"Inf_Militia_Militia"	0
"822"	58	"Inf_Militia_Militia"	0
"823"	58	"Inf_Skirm_Jager"	0
"824"	58	"Inf_Skirm_Jager"	0
"825"	58	"Inf_Skirm_Jager"	0
"826"	58	"Cav_Light_Hussars"	1
"827"	58	"Cav_Light_Hussars"	0
"828"	59	"Gen_Generals_Staff"	0
"829"	59	"Cav_Heavy_Carabiniers"	0
"830"	59	"Cav_Heavy_Carabiniers"	0
"831"	59	"Cav_Light_Light_Dragoons"	0
"832"	59	"Art_Foot_12_lber"	0
"833"	59	"Art_Foot_7_lber_Howitzer"	1
"834"	59	"Inf_Gren_Grenadiers"	0
"835"	59	"Inf_Gren_Grenadiers"	0
"836"	59	"Inf_Light_Dutch_Flanquers"	0
"837"	59	"Inf_Light_Dutch_Flanquers"	0
"838"	59	"Inf_Light_Dutch_Flanquers"	0
"839"	59	"Inf_Line_Line_Infantry"	0
"840"	59	"Inf_Line_Line_Infantry"	0
"841"	59	"Inf_Line_Line_Infantry"	0
"842"	59	"Inf_Line_Line_Infantry"	0
"843"	59	"Inf_Line_Line_Infantry"	0
"844"	59	"Inf_Militia_Militiamen"	0
"845"	59	"Inf_Skirm_Nassau_Jager"	0
"846"	59	"Inf_Skirm_Nassau_Jager"	0
"847"	59	"Inf_Skirm_Nassau_Jager"	0
"848"	60	"Gen_Generals_Bodyguard"	0
"849"	60	"Cav_Heavy_Ottoman_Silahtar_Guard"	1
"850"	60	"Cav_Heavy_Ottoman_Siphai_Cavalry"	1
"851"	60	"Cav_Heavy_Ottoman_Siphai_Cavalry"	1
"852"	60	"Cav_Miss_Ottoman_Shaturnal_Camel_Gunners"	0
"853"	60	"Cav_Light_Ottoman_Deli_Horsemen"	0
"854"	60	"Art_Foot_Ottoman_Howitzers"	2
"855"	60	"Art_Foot_Ottoman_18_lber"	2
"856"	60	"Inf_Line_Ottoman_Beylik_Janissary_Musketeers"	0
"857"	60	"Inf_Line_Ottoman_Beylik_Janissary_Musketeers"	0
"858"	60	"Inf_Line_Ottoman_Beylik_Janissary_Musketeers"	0
"859"	60	"Inf_Line_Ottoman_Beylik_Janissary_Musketeers"	0
"860"	60	"Inf_Melee_Ottoman_Cemaat_Janissaries"	1
"861"	60	"Inf_Melee_Ottoman_Cemaat_Janissaries"	1
"862"	60	"Inf_Militia_Ottoman_Palestinian_Auxiliaries"	0
"863"	60	"Inf_Militia_Ottoman_Palestinian_Auxiliaries"	0
"864"	60	"Inf_Militia_Ottoman_Palestinian_Auxiliaries"	0
"865"	60	"Inf_Irreg_Ottoman_Azzars"	0
"866"	60	"Inf_Irreg_Ottoman_Azzars"	0
"867"	60	"Inf_Irreg_Ottoman_Azzars"	0
"869"	61	"2_Decker_74"	4
"870"	61	"2_Decker_74"	4
"871"	61	"2_Decker_74"	4
"872"	61	"2_Decker_74"	4
"873"	61	"2_Decker_74"	4
"874"	61	"2_Decker_74"	4
"875"	61	"2_Decker_74"	4
"876"	61	"2_Decker_74"	4
"877"	61	"2_Decker_74"	4
"883"	62	"3_Decker_British_Heavy_1st_Rate"	1
"884"	62	"3_Decker_British_1st_Rate"	0
"885"	62	"3_Decker_British_2nd_Rate"	0
"886"	62	"3_Decker_British_2nd_Rate"	0
"887"	62	"2_Decker_British_80_3rd_Rate"	1
"888"	62	"2_Decker_British_80_3rd_Rate"	0
"889"	62	"2_Decker_British_74_3rd_Rate"	0
"890"	62	"2_Decker_British_74_3rd_Rate"	0
"891"	62	"2_Decker_British_74_3rd_Rate"	0
"892"	62	"2_Decker_British_74_3rd_Rate"	0
"897"	63	"2_Decker_80"	1
"898"	63	"2_Decker_80"	1
"899"	63	"2_Decker_80"	1
"900"	63	"2_Decker_80"	1
"901"	63	"2_Decker_80"	1
"902"	63	"2_Decker_80"	1
"903"	63	"2_Decker_80"	1
"904"	63	"2_Decker_80"	1
"905"	63	"2_Decker_80"	1
"911"	64	"3_Decker_French_122"	0
"912"	64	"3_Decker_French_122"	0
"913"	64	"2_Decker_French_80"	1
"914"	64	"2_Decker_French_80"	0
"915"	64	"2_Decker_French_74"	0
"916"	64	"2_Decker_French_74"	0
"917"	64	"2_Decker_French_74"	0
"918"	64	"2_Decker_French_74"	0
"919"	64	"2_Decker_French_74"	0
"920"	64	"2_Decker_French_74"	0
"924"	65	"2_Decker_Ottoman_80"	1
"925"	65	"2_Decker_Ottoman_80"	1
"926"	65	"2_Decker_Ottoman_80"	1
"927"	65	"2_Decker_Ottoman_80"	1
"928"	65	"2_Decker_Ottoman_80"	1
"929"	65	"2_Decker_Ottoman_80"	1
"930"	65	"2_Decker_Ottoman_80"	1
"931"	65	"2_Decker_Ottoman_80"	1
"932"	65	"2_Decker_Ottoman_80"	1
"938"	66	"3_Decker_86"	1
"939"	66	"3_Decker_86"	1
"940"	66	"3_Decker_86"	0
"941"	66	"3_Decker_86"	0
"942"	66	"3_Decker_86"	0
"943"	66	"3_Decker_86"	0
"944"	66	"3_Decker_86"	0
"945"	66	"2_Decker_74"	0
"946"	66	"2_Decker_74"	0
"947"	66	"2_Decker_74"	0
"952"	67	"3_Decker_Spanish_122"	1
"953"	67	"3_Decker_Spanish_106"	0
"954"	67	"2_Decker_Spanish_80"	0
"955"	67	"2_Decker_Spanish_80"	0
"956"	67	"2_Decker_Spanish_80"	0
"957"	67	"2_Decker_Spanish_80"	0
"958"	67	"2_Decker_Spanish_80"	0
"959"	67	"2_Decker_Spanish_74"	0
"960"	67	"2_Decker_Spanish_74"	0
"961"	67	"2_Decker_Spanish_74"	0
"966"	68	"2_Decker_80"	1
"967"	68	"2_Decker_80"	1
"968"	68	"2_Decker_80"	1
"969"	68	"2_Decker_80"	1
"970"	68	"2_Decker_80"	1
"971"	68	"2_Decker_80"	1
"972"	68	"2_Decker_80"	1
"973"	68	"2_Decker_80"	1
"974"	68	"2_Decker_80"	1
"980"	69	"2_Decker_74"	1
"981"	69	"2_Decker_74"	1
"982"	69	"2_Decker_74"	1
"983"	69	"2_Decker_74"	0
"984"	69	"2_Decker_74"	0
"985"	69	"2_Decker_74"	0
"986"	69	"2_Decker_74"	0
"990"	70	"3_Decker_British_1st_Rate"	1
"991"	70	"2_Decker_British_74_3rd_Rate"	1
"992"	70	"2_Decker_British_74_3rd_Rate"	1
"993"	70	"2_Decker_British_74_3rd_Rate"	1
"994"	70	"2_Decker_British_74_3rd_Rate"	0
"995"	70	"2_Decker_British_64_3rd_Rate"	0
"996"	70	"2_Decker_British_64_3rd_Rate"	0
"997"	71	"2_Decker_80"	1
"998"	71	"2_Decker_80"	1
"999"	71	"2_Decker_80"	0
"1000"	71	"2_Decker_74"	0
"1001"	71	"2_Decker_74"	0
"1002"	71	"2_Decker_64"	0
"1003"	71	"2_Decker_64"	0
"1007"	72	"2_Decker_French_74"	0
"1008"	72	"2_Decker_French_74"	0
"1009"	72	"2_Decker_French_74"	0
"1010"	72	"2_Decker_French_74"	0
"1011"	72	"2_Decker_French_74"	0
"1012"	72	"2_Decker_French_74"	0
"1013"	72	"2_Decker_French_74"	0
"1014"	73	"2_Decker_Ottoman_80"	1
"1015"	73	"2_Decker_Ottoman_80"	0
"1016"	73	"2_Decker_Ottoman_80"	0
"1017"	73	"2_Decker_Ottoman_80"	0
"1018"	73	"2_Decker_Ottoman_64"	0
"1019"	73	"2_Decker_Ottoman_64"	0
"1020"	73	"2_Decker_Ottoman_64"	0
"1024"	74	"3_Decker_86"	1
"1025"	74	"2_Decker_74"	0
"1026"	74	"2_Decker_74"	0
"1027"	74	"2_Decker_74"	0
"1028"	74	"2_Decker_74"	0
"1029"	74	"2_Decker_74"	0
"1030"	74	"2_Decker_64"	0
"1032"	75	"3_Decker_Spanish_106"	0
"1033"	75	"2_Decker_Spanish_74"	1
"1034"	75	"2_Decker_Spanish_74"	0
"1035"	75	"2_Decker_Spanish_74"	0
"1036"	75	"2_Decker_Spanish_74"	0
"1037"	75	"2_Decker_Spanish_64"	0
"1038"	75	"2_Decker_Spanish_64"	0
"1040"	76	"2_Decker_80"	1
"1041"	76	"2_Decker_74"	1
"1042"	76	"2_Decker_74"	1
"1043"	76	"2_Decker_74"	1
"1044"	76	"2_Decker_74"	0
"1045"	76	"2_Decker_74"	0
"1046"	76	"2_Decker_64"	0
"1050"	78	"2_Decker_Dutch_74"	1
"1051"	78	"2_Decker_Dutch_74"	1
"1052"	78	"2_Decker_Dutch_74"	1
"1053"	78	"2_Decker_Dutch_74"	0
"1054"	78	"2_Decker_Dutch_74"	0
"1055"	78	"2_Decker_Dutch_74"	0
"1056"	78	"2_Decker_Dutch_74"	0
"1059"	79	"2_Decker_Russian_80"	0
"1060"	79	"2_Decker_Russian_74"	0
"1061"	79	"2_Decker_Russian_74"	0
"1062"	79	"2_Decker_Russian_74"	0
"1063"	79	"2_Decker_Russian_74"	0
"1064"	79	"2_Decker_Russian_74"	0
"1065"	79	"2_Decker_Russian_74"	0
"1068"	77	"2_Decker_Dutch_74"	4
"1069"	77	"2_Decker_Dutch_74"	4
"1070"	77	"2_Decker_Dutch_74"	4
"1071"	77	"2_Decker_Dutch_74"	4
"1072"	77	"2_Decker_Dutch_74"	4
"1073"	77	"2_Decker_Dutch_74"	4
"1074"	77	"2_Decker_Dutch_74"	4
"1075"	77	"2_Decker_Dutch_74"	4
"1076"	77	"2_Decker_Dutch_74"	4
"1082"	80	"2_Decker_Russian_80"	1
"1083"	80	"2_Decker_Russian_80"	1
"1084"	80	"2_Decker_Russian_80"	1
"1085"	80	"2_Decker_Russian_80"	1
"1086"	80	"2_Decker_Russian_80"	1
"1087"	80	"2_Decker_Russian_80"	1
"1088"	80	"2_Decker_Russian_80"	1
"1089"	80	"2_Decker_Russian_80"	1
"1090"	80	"2_Decker_Russian_80"	1
"1095"	53	"Inf_Militia_French_National_Guard"	0
"1096"	81	"2_Decker_74"	1
"1097"	81	"2_Decker_74"	1
"1098"	81	"Frigate_38"	2
"1103"	82	"2_Decker_British_74_3rd_Rate"	2
"1104"	82	"2_Decker_British_74_3rd_Rate"	1
"1105"	82	"Frigate_British_38_5th_Rate"	2
"1109"	83	"2_Decker_74"	1
"1110"	83	"2_Decker_74"	1
"1111"	83	"Frigate_38"	2
