version 1, schema campaign_character_anims_junctions_tables, guid cceac9a2-0e97-4527-9d64-f6930b217fcc
unknown1(string)	Character(string)	unknown2(string)	Anim_filepath(string)	unknown3(string)	unknown4(optstring)	unknown5(optstring)	unknown6(float)
"2135701092"	"metsuke"	"normal_out_of_ap"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\METSUKE\\TRANSITION\\SHO_MET_OUT_OF_AP_TO_STAND.anim"	"status_transition"	nil	"normal"	1
"2135701094"	"metsuke"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\METSUKE\\ACTION\\SHO_MET_GENERIC_DEATH.anim"	"action"	"generic_death"	nil	1
"2135701102"	"metsuke"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\METSUKE\\ACTION\\SHO_MET_LEVEL_UP.anim"	"action"	"level_up"	nil	1
"2135701106"	"metsuke"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\METSUKE\\ACTION\\ASSASSINATION\\SHO_MET_DIED_FROM_ASSASSINATION.anim"	"action"	"died_from_assassination"	nil	1
"2135701114"	"metsuke"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\METSUKE\\ACTION\\BRIBE\\SHO_MET_BRIBE_ATTEMPT.anim"	"action"	"bribe_attempt"	nil	1
"2135701119"	"metsuke"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\METSUKE\\ACTION\\BRIBE\\SHO_MET_BRIBE_AGENT_SUCCESS.anim"	"action"	"bribe_agent_success"	nil	1
"2135701122"	"metsuke"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\METSUKE\\ACTION\\BRIBE\\SHO_MET_BRIBE_AGENT_FAIL.anim"	"action"	"bribe_agent_fail"	nil	1
"2135701125"	"metsuke"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\METSUKE\\ACTION\\BRIBE\\SHO_MET_DIED_FROM_BRIBE_AGENT_COUNTERATTACK.anim"	"action"	"died_from_bribe_agent_counterattack"	nil	1
"2135701133"	"metsuke"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\METSUKE\\ACTION\\BRIBE\\SHO_MET_BRIBE_SETTLEMENT_SUCCESS.anim"	"action"	"bribe_settlement_success"	nil	1
"2135701143"	"metsuke"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\METSUKE\\ACTION\\BRIBE\\SHO_MET_BRIBE_SETTLEMENT_FAIL.anim"	"action"	"bribe_settlement_fail"	nil	1
"2135701149"	"metsuke"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\METSUKE\\ACTION\\BRIBE\\SHO_MET_DIED_FROM_BRIBE_SETTLEMENT_FAIL.anim"	"action"	"died_from_bribe_settlement_counterattack"	nil	1
"2135701154"	"metsuke"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\METSUKE\\ACTION\\CONVERSION\\SHO_MET_CONVERTED_BY_CHRISTIAN.anim"	"action"	"converted_by_christian"	nil	1
"2135701161"	"metsuke"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\METSUKE\\ACTION\\CONVERSION\\SHO_MET_CONVERTED_BY_BUDDHIST.anim"	"action"	"converted_by_buddhist"	nil	1
"2135701165"	"metsuke"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\METSUKE\\ACTION\\HUNT_DOWN\\SHO_MET_HUNT_DOWN_ATTEMPT.anim"	"action"	"hunt_down_attempt"	nil	1
"2135701173"	"metsuke"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\METSUKE\\ACTION\\HUNT_DOWN\\SHO_MET_HUNT_DOWN_FAIL.anim"	"action"	"hunt_down_fail"	nil	1
"2135701181"	"metsuke"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\METSUKE\\ACTION\\HUNT_DOWN\\SHO_MET_DIED_FROM_HUNT_DOWN_COUNTERATTACK.anim"	"action"	"died_from_hunt_down_counterattack"	nil	1
"2135701190"	"metsuke"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\METSUKE\\MATCHED_ACTION\\ASSASSINATION\\SHO_MET_DEFEND_AGAINST_ASSASSINATION.anim"	"matched_action"	"assassination_attempt"	nil	1
"2135701195"	"metsuke"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\METSUKE\\MATCHED_ACTION\\ASSASSINATION\\SHO_MET_ASSASSINATION_ATTEMPT_FAILED.anim"	"matched_action"	"assassination_failed"	nil	1
"2135701205"	"metsuke"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\METSUKE\\MATCHED_ACTION\\ASSASSINATION\\SHO_MET_ASSASSINATION_ATTEMPT_FAILED_COUNTERATTACK.anim"	"matched_action"	"died_from_assassination_counterattack"	nil	1
"2135701211"	"metsuke"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\METSUKE\\MATCHED_ACTION\\CONVERSION\\SHO_MET_RECEIVE_CONVERSION_OFFER.anim"	"matched_action"	"conversion_attempt"	nil	1
"2135701221"	"metsuke"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\METSUKE\\MATCHED_ACTION\\CONVERSION\\SHO_MET_REJECT_CONVERSION_OFFER.anim"	"matched_action"	"conversion_fail"	nil	1
"2135701227"	"metsuke"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\METSUKE\\MATCHED_ACTION\\CONVERSION\\SHO_MET_REJECT_CONVERSION_OFFER_COUNTERATTACK.anim"	"matched_action"	"died_from_conversion_counterattack"	nil	1
"2135701230"	"metsuke"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\METSUKE\\MATCHED_ACTION\\HUNT_DOWN\\SHO_MET_HUNT_DOWN_SUCCESS_KILL.anim"	"matched_action"	"died_from_hunt_down"	nil	1
"2135701236"	"missionary"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MISSIONARY\\IDLE\\STAND\\SHO_MIS_STAND_IDLE_1.anim"	"idle"	nil	nil	1
"2135701240"	"missionary"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MISSIONARY\\IDLE\\STAND\\SHO_MIS_STAND_IDLE_2.anim"	"idle"	nil	nil	1
"2135701249"	"missionary"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MISSIONARY\\IDLE\\STAND\\SHO_MIS_STAND_IDLE_3.anim"	"idle"	nil	nil	1
"2135701254"	"missionary"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MISSIONARY\\IDLE\\STAND\\SHO_MIS_STAND_IDLE_4.anim"	"idle"	nil	nil	1
"2135701262"	"missionary"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MISSIONARY\\IDLE\\STAND\\SHO_MIS_STAND_IDLE_5.anim"	"idle"	nil	nil	1
"2135701267"	"missionary"	"normal_out_of_ap"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MISSIONARY\\IDLE\\OUT_OF_AP\\SHO_MIS_OUT_OF_AP_IDLE_1.anim"	"idle"	nil	nil	1
"2135701275"	"missionary"	"normal_out_of_ap"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MISSIONARY\\IDLE\\OUT_OF_AP\\SHO_MIS_OUT_OF_AP_IDLE_2.anim"	"idle"	nil	nil	1
"2135701279"	"missionary"	"normal_out_of_ap"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MISSIONARY\\IDLE\\OUT_OF_AP\\SHO_MIS_OUT_OF_AP_IDLE_3.anim"	"idle"	nil	nil	1
"2135701281"	"missionary"	"normal_out_of_ap"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MISSIONARY\\IDLE\\OUT_OF_AP\\SHO_MIS_OUT_OF_AP_IDLE_4.anim"	"idle"	nil	nil	1
"2135701290"	"missionary"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MISSIONARY\\IDLE\\STAND\\SHO_MIS_STAND_SELECTED.anim"	"to_selected"	nil	nil	1
"2135701299"	"missionary"	"normal_out_of_ap"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MISSIONARY\\IDLE\\OUT_OF_AP\\SHO_MIS_OUT_OF_AP_SELECTED.anim"	"to_selected"	nil	nil	1
"2135701304"	"missionary"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MISSIONARY\\TRANSITION\\SHO_MIS_STAND_TO_OUT_OF_AP.anim"	"status_transition"	nil	"normal_out_of_ap"	1
"2135701313"	"missionary"	"normal_out_of_ap"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MISSIONARY\\TRANSITION\\SHO_MIS_OUT_OF_AP_TO_STAND.anim"	"status_transition"	nil	"normal"	1
"2135701315"	"missionary"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MISSIONARY\\ACTION\\SHO_MIS_GENERIC_DEATH.anim"	"action"	"generic_death"	nil	1
"2135701318"	"missionary"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MISSIONARY\\ACTION\\SHO_MIS_LEVEL_UP.anim"	"action"	"level_up"	nil	1
"2135701322"	"missionary"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MISSIONARY\\ACTION\\ASSASSINATION\\SHO_MIS_DIED_FROM_ASSASSINATION.anim"	"action"	"died_from_assassination"	nil	1
"2135701332"	"missionary"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MISSIONARY\\ACTION\\CONVERSION\\SHO_MIS_CONVERSION_ATTEMPT.anim"	"action"	"conversion_attempt"	nil	1
"2135701337"	"missionary"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MISSIONARY\\ACTION\\CONVERSION\\SHO_MIS_CONVERSION_FAILED.anim"	"action"	"conversion_fail"	nil	1
"2135701345"	"missionary"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MISSIONARY\\ACTION\\CONVERSION\\SHO_MIS_CONVERTED_BY_BUDDHIST.anim"	"action"	"converted_by_buddhist"	nil	1
"2135701348"	"missionary"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MISSIONARY\\ACTION\\CONVERSION\\SHO_MIS_DIED_FROM_CONVERSION_COUNTERATTACK.anim"	"action"	"died_from_conversion_counterattack"	nil	1
"2135701351"	"missionary"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MISSIONARY\\ACTION\\DEMORALISE\\SHO_MIS_DEMORALISE_SUCCESS.anim"	"action"	"demoralise_success"	nil	1
"2135701354"	"missionary"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MISSIONARY\\ACTION\\DEMORALISE\\SHO_MIS_DEMORALISE_FAIL.anim"	"action"	"demoralise_failed"	nil	1
"2135701362"	"missionary"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MISSIONARY\\ACTION\\DEMORALISE\\SHO_MIS_DIED_FROM_DEMORALISE_COUNTERATTACK.anim"	"action"	"died_from_demoralise_counterattack"	nil	1
"2135701372"	"missionary"	"normal"	"\\Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MISSIONARY\\ACTION\\INCITE\\SHO_MIS_INCITE_SUCCESS.anim"	"action"	"incite_success"	nil	1
"2135701373"	"missionary"	"normal"	"\\Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MISSIONARY\\ACTION\\INCITE\\SHO_MIS_INCITE_FAILED.anim"	"action"	"incite_failed"	nil	1
"2135701378"	"missionary"	"normal"	"\\Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MISSIONARY\\ACTION\\INCITE\\SHO_MIS_DIED_FROM_INCITE_FAIL.anim"	"action"	"died_from_incite_fail"	nil	1
"2135701382"	"missionary"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MISSIONARY\\MATCHED_ACTION\\ASSASSINATION\\SHO_MIS_DEFEND_AGAINST_ASSASSINATION.anim"	"matched_action"	"assassination_attempt"	nil	1
"2135701391"	"missionary"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MISSIONARY\\MATCHED_ACTION\\ASSASSINATION\\SHO_MIS_ASSASSINATION_ATTEMPT_FAILED.anim"	"matched_action"	"assassination_failed"	nil	1
"2135701401"	"missionary"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MISSIONARY\\MATCHED_ACTION\\ASSASSINATION\\SHO_MIS_ASSASSINATION_ATTEMPT_FAILED_COUNTERATTACK.anim"	"matched_action"	"died_from_assassination_counterattack"	nil	1
"2135701403"	"missionary"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MISSIONARY\\MATCHED_ACTION\\CONVERSION\\SHO_MIS_RECEIVE_CONVERSION_OFFER.anim"	"matched_action"	"conversion_attempt"	nil	1
"2135701407"	"missionary"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MISSIONARY\\MATCHED_ACTION\\CONVERSION\\SHO_MIS_CONVERSION_SUCCESS.anim"	"matched_action"	"converted_by_christian"	nil	1
"2135701411"	"missionary"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MISSIONARY\\MATCHED_ACTION\\CONVERSION\\SHO_MIS_REJECT_CONVERSION_OFFER.anim"	"matched_action"	"conversion_fail"	nil	1
"2135701417"	"missionary"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MISSIONARY\\MATCHED_ACTION\\CONVERSION\\SHO_MIS_REJECT_CONVERSION_OFFER_COUNTERATTACK.anim"	"matched_action"	"died_from_conversion_counterattack"	nil	1
"2135701421"	"monk"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MONK\\IDLE\\STAND\\SHO_MON_STAND_IDLE_1.anim"	"idle"	nil	nil	1
"2135701428"	"monk"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MONK\\IDLE\\STAND\\SHO_MON_STAND_IDLE_2.anim"	"idle"	nil	nil	1
"2135701433"	"monk"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MONK\\IDLE\\STAND\\SHO_MON_STAND_IDLE_3.anim"	"idle"	nil	nil	1
"2135701442"	"monk"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MONK\\IDLE\\STAND\\SHO_MON_STAND_IDLE_4.anim"	"idle"	nil	nil	1
"2135701452"	"monk"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MONK\\IDLE\\STAND\\SHO_MON_STAND_IDLE_5.anim"	"idle"	nil	nil	1
"2135701458"	"monk"	"normal_out_of_ap"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MONK\\IDLE\\OUT_OF_AP\\SHO_MON_OUT_OF_AP_IDLE_1.anim"	"idle"	nil	nil	1
"2135701460"	"monk"	"normal_out_of_ap"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MONK\\IDLE\\OUT_OF_AP\\SHO_MON_OUT_OF_AP_IDLE_2.anim"	"idle"	nil	nil	1
"2135701463"	"monk"	"normal_out_of_ap"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MONK\\IDLE\\OUT_OF_AP\\SHO_MON_OUT_OF_AP_IDLE_3.anim"	"idle"	nil	nil	1
"2135701465"	"monk"	"normal_out_of_ap"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MONK\\IDLE\\OUT_OF_AP\\SHO_MON_OUT_OF_AP_IDLE_4.anim"	"idle"	nil	nil	1
"2135701468"	"monk"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MONK\\IDLE\\STAND\\SHO_MON_STAND_SELECTED.anim"	"to_selected"	nil	nil	1
"2135701474"	"monk"	"normal_out_of_ap"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MONK\\IDLE\\OUT_OF_AP\\SHO_MON_OUT_OF_AP_SELECTED.anim"	"to_selected"	nil	nil	1
"2135701484"	"monk"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MONK\\TRANSITION\\SHO_MON_STAND_TO_OUT_OF_AP.anim"	"status_transition"	nil	"normal_out_of_ap"	1
"2135701489"	"monk"	"normal_out_of_ap"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MONK\\TRANSITION\\SHO_MON_OUT_OF_AP_TO_STAND.anim"	"status_transition"	nil	"normal"	1
"2135701495"	"monk"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MONK\\ACTION\\SHO_MON_GENERIC_DEATH.anim"	"action"	"generic_death"	nil	1
"2135701500"	"monk"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MONK\\ACTION\\SHO_MON_LEVEL_UP.anim"	"action"	"level_up"	nil	1
"2135701510"	"monk"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MONK\\ACTION\\ASSASSINATION\\SHO_MON_DIED_FROM_ASSASSINATION.anim"	"action"	"died_from_assassination"	nil	1
"2135701518"	"monk"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MONK\\ACTION\\CONVERSION\\SHO_MON_CONVERSION_ATTEMPT.anim"	"action"	"conversion_attempt"	nil	1
"2135701524"	"monk"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MONK\\ACTION\\CONVERSION\\SHO_MON_CONVERSION_FAILED.anim"	"action"	"conversion_fail"	nil	1
"2135701528"	"monk"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MONK\\ACTION\\CONVERSION\\SHO_MON_CONVERTED_BY_CHRISTIAN.anim"	"action"	"converted_by_christian"	nil	1
"2135701538"	"monk"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MONK\\ACTION\\CONVERSION\\SHO_MON_DIED_FROM_CONVERSION_COUNTERATTACK.anim"	"action"	"died_from_conversion_counterattack"	nil	1
"2135701539"	"monk"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MONK\\ACTION\\DEMORALISE\\SHO_MON_DEMORALISE_SUCCESS.anim"	"action"	"demoralise_success"	nil	1
"2135701546"	"monk"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MONK\\ACTION\\DEMORALISE\\SHO_MON_DEMORALISE_FAIL.anim"	"action"	"demoralise_failed"	nil	1
"2135701556"	"monk"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MONK\\ACTION\\DEMORALISE\\SHO_MON_DIED_FROM_DEMORALISE_COUNTERATTACK.anim"	"action"	"died_from_demoralise_counterattack"	nil	1
"2135701565"	"monk"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MONK\\ACTION\\INCITE\\SHO_MON_INCITE_SUCCESS.anim"	"action"	"incite_success"	nil	1
"2135701569"	"monk"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MONK\\ACTION\\INCITE\\SHO_MON_INCITE_FAILED.anim"	"action"	"incite_failed"	nil	1
"2135701572"	"monk"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MONK\\ACTION\\INCITE\\SHO_MON_DIED_FROM_INCITE_FAIL.anim"	"action"	"died_from_incite_fail"	nil	1
"2135701580"	"monk"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MONK\\MATCHED_ACTION\\ASSASSINATION\\SHO_MON_DEFEND_AGAINST_ASSASSINATION.anim"	"matched_action"	"assassination_attempt"	nil	1
"2135701584"	"monk"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MONK\\MATCHED_ACTION\\ASSASSINATION\\SHO_MON_ASSASSINATION_ATTEMPT_FAILED.anim"	"matched_action"	"assassination_failed"	nil	1
"2135701590"	"monk"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MONK\\MATCHED_ACTION\\ASSASSINATION\\SHO_MON_ASSASSINATION_ATTEMPT_FAILED_COUNTERATTACK.anim"	"matched_action"	"died_from_assassination_counterattack"	nil	1
"2135701594"	"monk"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MONK\\MATCHED_ACTION\\CONVERSION\\SHO_MON_RECEIVE_CONVERSION_OFFER.anim"	"matched_action"	"conversion_attempt"	nil	1
"2135701602"	"monk"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MONK\\MATCHED_ACTION\\CONVERSION\\SHO_MON_CONVERSION_SUCCESS.anim"	"matched_action"	"converted_by_buddhist"	nil	1
"2135701604"	"monk"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MONK\\MATCHED_ACTION\\CONVERSION\\SHO_MON_REJECT_CONVERSION_OFFER.anim"	"matched_action"	"conversion_fail"	nil	1
"2135701611"	"monk"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MONK\\MATCHED_ACTION\\CONVERSION\\SHO_MON_REJECT_CONVERSION_OFFER_COUNTERATTACK.anim"	"matched_action"	"died_from_conversion_counterattack"	nil	1
"2135701619"	"ninja"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\IDLE\\STAND\\SHO_NIN_STAND_IDLE_1.anim"	"idle"	nil	nil	1
"2135701623"	"ninja"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\IDLE\\STAND\\SHO_NIN_STAND_IDLE_2.anim"	"idle"	nil	nil	1
"2135701630"	"ninja"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\IDLE\\STAND\\SHO_NIN_STAND_IDLE_3.anim"	"idle"	nil	nil	1
"2135701632"	"ninja"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\IDLE\\STAND\\SHO_NIN_STAND_IDLE_4.anim"	"idle"	nil	nil	1
"2135701637"	"ninja"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\IDLE\\STAND\\SHO_NIN_STAND_IDLE_5.anim"	"idle"	nil	nil	1
"2135701642"	"ninja"	"normal_out_of_ap"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\IDLE\\OUT_OF_AP\\SHO_NIN_OUT_OF_AP_IDLE_1.anim"	"idle"	nil	nil	1
"2135701651"	"ninja"	"normal_out_of_ap"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\IDLE\\OUT_OF_AP\\SHO_NIN_OUT_OF_AP_IDLE_2.anim"	"idle"	nil	nil	1
"2135701655"	"ninja"	"normal_out_of_ap"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\IDLE\\OUT_OF_AP\\SHO_NIN_OUT_OF_AP_IDLE_3.anim"	"idle"	nil	nil	1
"2135701663"	"ninja"	"normal_out_of_ap"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\IDLE\\OUT_OF_AP\\SHO_NIN_OUT_OF_AP_IDLE_4.anim"	"idle"	nil	nil	1
"2135701673"	"ninja"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\IDLE\\STAND\\SHO_NIN_STAND_SELECTED.anim"	"to_selected"	nil	nil	1
"2135701683"	"ninja"	"normal_out_of_ap"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\IDLE\\OUT_OF_AP\\SHO_NIN_OUT_OF_AP_SELECTED.anim"	"to_selected"	nil	nil	1
"2135701691"	"ninja"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\TRANSITION\\SHO_NIN_STAND_TO_OUT_OF_AP.anim"	"status_transition"	nil	"normal_out_of_ap"	1
"2135701695"	"ninja"	"normal_out_of_ap"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\TRANSITION\\SHO_NIN_OUT_OF_AP_TO_STAND.anim"	"status_transition"	nil	"normal"	1
"2135701696"	"ninja"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\ACTION\\SHO_NIN_GENERIC_DEATH.anim"	"action"	"generic_death"	nil	1
"2135701704"	"ninja"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\ACTION\\SHO_NIN_LEVEL_UP.anim"	"action"	"level_up"	nil	1
"2135701708"	"ninja"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\ACTION\\ASSASSINATION\\SHO_NIN_ASSASSINATION_ATTEMPT.anim"	"action"	"assassination_attempt"	nil	1
"2135701709"	"ninja"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\ACTION\\ASSASSINATION\\SHO_NIN_ASSASSINATION_FAIL.anim"	"action"	"assassination_failed"	nil	1
"2135701719"	"ninja"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\ACTION\\ASSASSINATION\\SHO_NIN_DIED_FROM_ASSASSINATION.anim"	"action"	"died_from_assassination"	nil	1
"2135701726"	"ninja"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\ACTION\\ASSASSINATION\\SHO_NIN_DIED_FROM_ASSASSINATION_COUNTERATTACK.anim"	"action"	"died_from_assassination_counterattack"	nil	1
"2135701731"	"ninja"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\ACTION\\CONVERSION\\SHO_NIN_CONVERTED_BY_BUDDHIST.anim"	"action"	"converted_by_buddhist"	nil	1
"2135701741"	"ninja"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\ACTION\\CONVERSION\\SHO_NIN_CONVERTED_BY_CHRISTIAN.anim"	"action"	"converted_by_christian"	nil	1
"2135701745"	"ninja"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\ACTION\\HUNT_DOWN\\SHO_NIN_DIED_FROM_HUNT_DOWN.anim"	"action"	"died_from_hunt_down"	nil	1
"2135701747"	"ninja"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\ACTION\\SABOTAGE\\SHO_NIN_SABOTAGE_ATTEMPT.anim"	"action"	"sabotage_attempt"	nil	1
