version 1, schema warscape_rigid_lod_tables, guid 8a9d8839-7f61-4796-be11-25136078d866
Random_Index(string)	Model_filepath(string)	LodID(string)	Filename_x0020_WA_ID(string)
"2146858915"	"RigidModels\\CampaignBuildings\\building_damage_castles_smoke.rigid_model_v2"	"0"	"campaign_castle_damage_smoke"
"2146858917"	"RigidModels/CampaignBuildings//building_damage_castles_smoke.rigid_model_v2"	"1_1"	"building_damage_castles_smoke"
"2146858923"	"RigidModels/CampaignBuildings//campaign_building_placeholder.rigid_model_v2"	"1_1"	"campaign_building_placeholder"
"2146858933"	"RigidModels/CampaignBuildings//campaign_building_placeholder_particle.rigid_model_v2"	"1_1"	"campaign_building_placeholder_particle"
"2146858943"	"RigidModels/CampaignBuildings/SHO_Bridge/campaign_sho_bridge_lvl1.rigid_model_v2"	"1_1"	"campaign_sho_bridge_lvl1"
"2146858947"	"RigidModels/CampaignBuildings/SHO_Bridge/campaign_sho_bridge_lvl2.rigid_model_v2"	"1_1"	"campaign_sho_bridge_lvl2"
"2146858954"	"RigidModels/CampaignBuildings/SHO_Bridge/campaign_sho_bridge_lvl3.rigid_model_v2"	"1_1"	"campaign_sho_bridge_lvl3"
"2146858983"	"RigidModels/CampaignBuildings/SHO_Farming_1_Rice_Paddies/campaign_sho_farming_1_rice_paddies.rigid_model_v2"	"1_1"	"campaign_sho_farming_1_rice_paddies"
"2146858993"	"RigidModels/CampaignBuildings/SHO_Farming_2_Irrigation/campaign_sho_farming_2_irrigation.rigid_model_v2"	"1_1"	"campaign_sho_farming_2_irrigation"
"2146858996"	"RigidModels/CampaignBuildings/SHO_Farming_3_Terraces/campaign_sho_farming_3_terraces.rigid_model_v2"	"1_1"	"campaign_sho_farming_3_terraces"
"2146859006"	"RigidModels/CampaignBuildings/SHO_Port_0_Coastal_Village/campaign_sho_port_0_coastal_village.rigid_model_v2"	"1_1"	"campaign_sho_port_0_coastal_village"
"2146859012"	"RigidModels/CampaignBuildings/SHO_Port_1_Harbour/campaign_sho_port_1_harbour.rigid_model_v2"	"1_1"	"campaign_sho_port_1_harbour"
"2146859013"	"RigidModels/CampaignBuildings/SHO_Port_2_Trading_Port/campaign_sho_port_2_trading_port.rigid_model_v2"	"1_1"	"campaign_sho_port_2_trading_port"
"2146859017"	"RigidModels/CampaignBuildings/SHO_Port_3_Military_Port/campaign_sho_port_3_military_port.rigid_model_v2"	"1_1"	"campaign_sho_port_3_military_port"
"2146859026"	"RigidModels/CampaignBuildings/SHO_Port_3_Nanban_Trade_Port/campaign_sho_port_3_nanban_trade_port.rigid_model_v2"	"1_1"	"campaign_sho_port_3_nanban_trade_port"
"2146859032"	"RigidModels/CampaignBuildings/SHO_Port_4_Drydock/campaign_sho_port_4_drydock.rigid_model_v2"	"1_1"	"campaign_sho_port_4_drydock"
"2146859034"	"RigidModels/CampaignBuildings/SHO_Port_4_Nanban_Quarter/campaign_sho_port_4_nanban_quarter.rigid_model_v2"	"1_1"	"campaign_sho_port_4_nanban_quarter"
"2146859039"	"RigidModels/CampaignBuildings/SHO_Region_Specialty_Craftwork_1_Artisans/campaign_sho_region_specialty_craftwork_1_artisans.rigid_model_v2"	"1_1"	"campaign_sho_region_specialty_craftwork_1_artisans"
"2146859047"	"RigidModels/CampaignBuildings/SHO_Region_Specialty_Craftwork_2_Fletchers/campaign_sho_region_specialty_craftwork_2_fletchers.rigid_model_v2"	"1_1"	"campaign_sho_region_specialty_craftwork_2_fletchers"
"2146859056"	"RigidModels/CampaignBuildings/SHO_Region_Specialty_Craftwork_2_Paper_Mills/campaign_sho_region_specialty_craftwork_2_paper_mills.rigid_model_v2"	"1_1"	"campaign_sho_region_specialty_craftwork_2_paper_mills"
"2146859061"	"RigidModels/CampaignBuildings/SHO_Region_Specialty_Craftwork_3_Laquerware/campaign_sho_region_specialty_craftwork_3_laquerware.rigid_model_v2"	"1_1"	"campaign_sho_region_specialty_craftwork_3_laquerware"
"2146859069"	"RigidModels/CampaignBuildings/SHO_Region_Specialty_Craftwork_3_Master_Bowmaker/campaign_sho_region_specialty_craftwork_3_master_bowmaker.rigid_model_v2"	"1_1"	"campaign_sho_region_specialty_craftwork_3_master_bowmaker"
"2146859073"	"RigidModels/CampaignBuildings/SHO_Region_Specialty_Gold_Mining_1_Surface_Mining/campaign_sho_region_specialty_gold_mining_1_surface_mining.rigid_model_v2"	"1_1"	"campaign_sho_region_specialty_gold_mining_1_surface_mining"
"2146859076"	"RigidModels/CampaignBuildings/SHO_Region_Specialty_Gold_Mining_2_Open_Pit/campaign_sho_region_specialty_gold_mining_2_open_pit.rigid_model_v2"	"1_1"	"campaign_sho_region_specialty_gold_mining_2_open_pit"
"2146859085"	"RigidModels/CampaignBuildings/SHO_Region_Specialty_Holy_Site_1_Holy_Site/campaign_sho_region_specialty_holy_site_1_holy_site.rigid_model_v2"	"1_1"	"campaign_sho_region_specialty_holy_site_1_holy_site"
"2146859088"	"RigidModels/CampaignBuildings/SHO_Region_Specialty_Holy_Site_2_Mountain_Hermitag/campaign_sho_region_specialty_holy_site_2_mountain_hermitag.rigid_model_v2"	"1_1"	"campaign_sho_region_specialty_holy_site_2_mountain_hermitag"
"2146859091"	"RigidModels/CampaignBuildings/SHO_Region_Specialty_Holy_Site_2_Pilgrim_Hostel/campaign_sho_region_specialty_holy_site_2_pilgrim_hostel.rigid_model_v2"	"1_1"	"campaign_sho_region_specialty_holy_site_2_pilgrim_hostel"
"2146859099"	"RigidModels/CampaignBuildings/SHO_Region_Specialty_Holy_Site_3_Fortified_Monaste/campaign_sho_region_specialty_holy_site_3_fortified_monaste.rigid_model_v2"	"1_1"	"campaign_sho_region_specialty_holy_site_3_fortified_monaste"
"2146859104"	"RigidModels/CampaignBuildings/SHO_Region_Specialty_Holy_Site_3_Great_Soja_Shrine/campaign_sho_region_specialty_holy_site_3_great_soja_shrine.rigid_model_v2"	"1_1"	"campaign_sho_region_specialty_holy_site_3_great_soja_shrine"
"2146859127"	"RigidModels/CampaignBuildings/SHO_Region_Specialty_Intellectual_Centre_1_School/campaign_sho_region_specialty_intellectual_centre_1_school.rigid_model_v2"	"1_1"	"campaign_sho_region_specialty_intellectual_centre_1_school"
"2146859136"	"RigidModels/CampaignBuildings/SHO_Region_Specialty_Intellectual_Centre_2_Library/campaign_sho_region_specialty_intellectual_centre_2_library.rigid_model_v2"	"1_1"	"campaign_sho_region_specialty_intellectual_centre_2_library"
"2146859145"	"RigidModels/CampaignBuildings/SHO_Region_Specialty_Intellectual_Centre_2_Magistr/campaign_sho_region_specialty_intellectual_centre_2_magistr.rigid_model_v2"	"1_1"	"campaign_sho_region_specialty_intellectual_centre_2_magistr"
"2146859146"	"RigidModels/CampaignBuildings/SHO_Region_Specialty_Intellectual_Centre_3_Academy/campaign_sho_region_specialty_intellectual_centre_3_academy.rigid_model_v2"	"1_1"	"campaign_sho_region_specialty_intellectual_centre_3_academy"
"2146859156"	"RigidModels/CampaignBuildings/SHO_Region_Specialty_Intellectual_Centre_3_Law_Cou/campaign_sho_region_specialty_intellectual_centre_3_law_cou.rigid_model_v2"	"1_1"	"campaign_sho_region_specialty_intellectual_centre_3_law_cou"
"2146859161"	"RigidModels/CampaignBuildings/SHO_Region_Specialty_Iron_Mining_1_Iron_Mine/campaign_sho_region_specialty_iron_mining_1_iron_mine.rigid_model_v2"	"1_1"	"campaign_sho_region_specialty_iron_mining_1_iron_mine"
"2146859167"	"RigidModels/CampaignBuildings/SHO_Region_Specialty_Iron_Mining_2_Deep_Mine/campaign_sho_region_specialty_iron_mining_2_deep_mine.rigid_model_v2"	"1_1"	"campaign_sho_region_specialty_iron_mining_2_deep_mine"
"2146859186"	"RigidModels/CampaignBuildings/SHO_Region_Specialty_Naval_1_Fishing_Port/campaign_sho_region_specialty_naval_1_fishing_port.rigid_model_v2"	"1_1"	"campaign_sho_region_specialty_naval_1_fishing_port"
"2146859191"	"RigidModels/CampaignBuildings/SHO_Region_Specialty_Naval_2_Pirate_Cove/campaign_sho_region_specialty_naval_2_pirate_cove.rigid_model_v2"	"1_1"	"campaign_sho_region_specialty_naval_2_pirate_cove"
"2146859195"	"RigidModels/CampaignBuildings/SHO_Region_Specialty_Naval_2_Whaling_Port/campaign_sho_region_specialty_naval_2_whaling_port.rigid_model_v2"	"1_1"	"campaign_sho_region_specialty_naval_2_whaling_port"
"2146859205"	"RigidModels/CampaignBuildings/SHO_Region_Specialty_Naval_3_Pirate_Fortress/campaign_sho_region_specialty_naval_3_pirate_fortress.rigid_model_v2"	"1_1"	"campaign_sho_region_specialty_naval_3_pirate_fortress"
"2146859208"	"RigidModels/CampaignBuildings/SHO_Region_Specialty_Naval_3_Red_Seal_Port/campaign_sho_region_specialty_naval_3_red_seal_port.rigid_model_v2"	"1_1"	"campaign_sho_region_specialty_naval_3_red_seal_port"
"2146859218"	"RigidModels/CampaignBuildings/SHO_Region_Specialty_Ninja_1_Hideout/campaign_sho_region_specialty_ninja_1_hideout.rigid_model_v2"	"1_1"	"campaign_sho_region_specialty_ninja_1_hideout"
"2146859225"	"RigidModels/CampaignBuildings/SHO_Region_Specialty_Ninja_2_Burakumin/campaign_sho_region_specialty_ninja_2_burakumin.rigid_model_v2"	"1_1"	"campaign_sho_region_specialty_ninja_2_burakumin"
"2146859228"	"RigidModels/CampaignBuildings/SHO_Region_Specialty_Ninja_2_Ninjutsu_School/campaign_sho_region_specialty_ninja_2_ninjutsu_school.rigid_model_v2"	"1_1"	"campaign_sho_region_specialty_ninja_2_ninjutsu_school"
"2146859236"	"RigidModels/CampaignBuildings/SHO_Region_Specialty_Ninja_3_Clan_Fortress/campaign_sho_region_specialty_ninja_3_clan_fortress.rigid_model_v2"	"1_1"	"campaign_sho_region_specialty_ninja_3_clan_fortress"
"2146859239"	"RigidModels/CampaignBuildings/SHO_Region_Specialty_Ninja_3_Smuggling_Network/campaign_sho_region_specialty_ninja_3_smuggling_network.rigid_model_v2"	"1_1"	"campaign_sho_region_specialty_ninja_3_smuggling_network"
"2146859249"	"RigidModels/CampaignBuildings/SHO_Region_Specialty_Smithing_1_Blacksmith/campaign_sho_region_specialty_smithing_1_blacksmith.rigid_model_v2"	"1_1"	"campaign_sho_region_specialty_smithing_1_blacksmith"
"2146859252"	"RigidModels/CampaignBuildings/SHO_Region_Specialty_Smithing_2_Armourer/campaign_sho_region_specialty_smithing_2_armourer.rigid_model_v2"	"1_1"	"campaign_sho_region_specialty_smithing_2_armourer"
"2146859255"	"RigidModels/CampaignBuildings/SHO_Region_Specialty_Smithing_2_Weaponsmith/campaign_sho_region_specialty_smithing_2_weaponsmith.rigid_model_v2"	"1_1"	"campaign_sho_region_specialty_smithing_2_weaponsmith"
"2146859258"	"RigidModels/CampaignBuildings/SHO_Region_Specialty_Smithing_3_Master_Armourer/campaign_sho_region_specialty_smithing_3_master_armourer.rigid_model_v2"	"1_1"	"campaign_sho_region_specialty_smithing_3_master_armourer"
"2146859267"	"RigidModels/CampaignBuildings/SHO_Region_Specialty_Smithing_3_Master_Weaponsmith/campaign_sho_region_specialty_smithing_3_master_weaponsmith.rigid_model_v2"	"1_1"	"campaign_sho_region_specialty_smithing_3_master_weaponsmith"
"2146859289"	"RigidModels/CampaignBuildings/SHO_Region_Specialty_Timber_1_Lumbercamp/campaign_sho_region_specialty_timber_1_lumbercamp.rigid_model_v2"	"1_1"	"campaign_sho_region_specialty_timber_1_lumbercamp"
"2146859297"	"RigidModels/CampaignBuildings/SHO_Region_Specialty_Timber_2_Lumberyards/campaign_sho_region_specialty_timber_2_lumberyards.rigid_model_v2"	"1_1"	"campaign_sho_region_specialty_timber_2_lumberyards"
"2146859534"	"RigidModels\\CampaignProps\\campaign_ship_projectile.rigid_model_v2"	"0"	"campaign_ship_projectile"
"2146859539"	"RigidModels\\CampaignProps\\campaign_ship_projectile_04.rigid_model_v2"	"0"	"campaign_ship_projectile_04"
"2146859546"	"RigidModels\\CampaignProps\\campaign_ship_projectile_03.rigid_model_v2"	"0"	"campaign_ship_projectile_03"
"2146859554"	"RigidModels\\CampaignProps\\campaign_ship_projectile_02.rigid_model_v2"	"0"	"campaign_ship_projectile_02"
"2146859556"	"RigidModels\\CampaignProps\\campaign_ship_projectile_01.rigid_model_v2"	"0"	"campaign_ship_projectile_01"
"2146860239"	"RigidModels\\Buildings\\cinematics_win_scene_buildings\\cinematics_win_scene_buildings_piece01_destruct01.rigid_model_v2"	"1_1"	"cinematics_win_scene_buildings_piece01_destruct01"
"2146860790"	"RigidModels/artillery/Breech_cannon/cannon_destroyed_model.rigid_model_v2"	"0"	"breech_cannon_destroyed_model"
"2146861173"	"RigidModels\\CampaignBuildings\\SHO_Kyoto_Castle_5_Citadel\\campaign_sho_kyoto_5_citadel.rigid_model_v2"	"0"	"campaign_sho_castle_5_citadel:sho_custom_kyoto"
"2146861182"	"RigidModels\\CampaignBuildings\\SHO_Kyoto_Castle_4_Castle\\campaign_sho_kyoto_4_castle.rigid_model_v2"	"0"	"campaign_sho_castle_4_castle:sho_custom_kyoto"
"2146861184"	"RigidModels\\CampaignBuildings\\SHO_Kyoto_Castle_3_Fortress\\campaign_sho_kyoto_3_fortress.rigid_model_v2"	"0"	"campaign_sho_castle_3_fortress:sho_custom_kyoto"
"2146861189"	"RigidModels\\CampaignBuildings\\SHO_Kyoto_Castle_2_Stronghold\\campaign_sho_kyoto_2_stronghold.rigid_model_v2"	"0"	"campaign_sho_castle_2_stronghold:sho_custom_kyoto"
"2146861194"	"RigidModels\\CampaignBuildings\\building_construction\\sho_kyoto_castle_construction_lvl4.rigid_model_v2"	"0"	"campaign_sho_city_castle_construction_lvl5:sho_custom_kyoto"
"2146861200"	"RigidModels\\CampaignBuildings\\building_construction\\sho_kyoto_castle_construction_lvl4.rigid_model_v2"	"0"	"campaign_sho_city_castle_construction_lvl4:sho_custom_kyoto"
"2146861210"	"RigidModels\\CampaignBuildings\\building_construction\\sho_kyoto_castle_construction_lvl3.rigid_model_v2"	"0"	"campaign_sho_city_castle_construction_lvl3:sho_custom_kyoto"
"2146861212"	"RigidModels\\CampaignBuildings\\building_construction\\sho_kyoto_castle_construction_lvl2.rigid_model_v2"	"0"	"campaign_sho_city_castle_construction_lvl2:sho_custom_kyoto"
"2146861217"	"RigidModels\\CampaignBuildings\\settlement_damage_lvl5.rigid_model_v2"	"0"	"campaign_settlement_building_smoke_lvl5"
"2146861218"	"RigidModels\\CampaignBuildings\\settlement_damage_lvl4.rigid_model_v2"	"0"	"campaign_settlement_building_smoke_lvl4"
"2146861225"	"RigidModels\\CampaignBuildings\\settlement_damage_lvl3.rigid_model_v2"	"0"	"campaign_settlement_building_smoke_lvl3"
"2146861229"	"RigidModels\\CampaignBuildings\\settlement_damage_lvl2.rigid_model_v2"	"0"	"campaign_settlement_building_smoke_lvl2"
"2146861236"	"RigidModels\\CampaignBuildings\\settlement_damage_lvl1.rigid_model_v2"	"0"	"campaign_settlement_building_smoke_lvl1"
"2146861237"	"RigidModels\\Flags\\sho_char_flag_naval_battle.rigid_model_v2"	"0"	"sho_char_flag_naval_battle"
"2146864292"	"RigidModels\\Buildings\\compoundwall_wood_high_noshoot_diag_int_6m2m\\compoundwall_wood_high_noshoot_diag_INT_6m2m_piece01_destruct01.rigid_model_v2"	"1_1"	"compoundwall_wood_high_noshoot_diag_int_6m2m_piece01_destruct01"
"2146864300"	"RigidModels\\Buildings\\memorial_a\\memorial_A_piece01_destruct01_lod01.rigid_model"	"2_1"	"memorial_a_piece01_destruct01"
"2146864305"	"RigidModels\\Buildings\\memorial_a\\memorial_A_piece01_destruct01_lod03.rigid_model"	"2_2"	"memorial_a_piece01_destruct01"
"2146864306"	"RigidModels\\Buildings\\memorial_a\\memorial_A_piece01_destruct02_lod01.rigid_model"	"2_1"	"memorial_a_piece01_destruct02"
"2146864312"	"RigidModels\\Buildings\\memorial_a\\memorial_A_piece01_destruct02_lod03.rigid_model"	"2_2"	"memorial_a_piece01_destruct02"
"2146864318"	"RigidModels\\Buildings\\basket_empty_a_large\\basket_empty_a_large_piece01_destruct01_lod01.rigid_model"	"2_1"	"basket_empty_a_large_piece01_destruct01"
"2146864328"	"RigidModels\\Buildings\\basket_empty_a_large\\basket_empty_a_large_piece01_destruct01_lod03.rigid_model"	"2_2"	"basket_empty_a_large_piece01_destruct01"
"2146864332"	"RigidModels\\Buildings\\basket_empty_a_large\\basket_empty_a_large_piece01_destruct02_lod01.rigid_model"	"2_1"	"basket_empty_a_large_piece01_destruct02"
"2146864335"	"RigidModels\\Buildings\\basket_empty_a_large\\basket_empty_a_large_piece01_destruct02_lod03.rigid_model"	"2_2"	"basket_empty_a_large_piece01_destruct02"
"2146864343"	"RigidModels\\Buildings\\bridge_transition\\Bridge_Transition_piece01_destruct01.rigid_model_v2"	"1_1"	"bridge_transition_piece01_destruct01"
"2146864347"	"RigidModels\\Buildings\\memorial_b_large\\memorial_b_large_piece01_destruct01.rigid_model_v2"	"1_1"	"memorial_b_large_piece01_destruct01"
"2146864357"	"RigidModels\\Buildings\\memorial_b_large\\memorial_b_large_piece01_destruct02.rigid_model_v2"	"1_1"	"memorial_b_large_piece01_destruct02"
"2146864392"	"RigidModels\\Buildings\\table_maps\\Table_Maps_piece01_destruct01.rigid_model_v2"	"1_1"	"table_maps_piece01_destruct01"
"2146864403"	"RigidModels\\Buildings\\castlewood_01_wall_40_01\\castleWood_01_wall_40_01_piece01_destruct01_lod01.rigid_model"	"1_1"	"castlewood_01_wall_40_01_piece01_destruct01"
"2146864407"	"RigidModels\\Buildings\\memorial_b\\memorial_B_piece01_destruct01_lod01.rigid_model"	"2_1"	"memorial_b_piece01_destruct01"
"2146864409"	"RigidModels\\Buildings\\memorial_b\\memorial_B_piece01_destruct01_lod03.rigid_model"	"2_2"	"memorial_b_piece01_destruct01"
"2146864411"	"RigidModels\\Buildings\\memorial_b\\memorial_B_piece01_destruct02_lod01.rigid_model"	"2_1"	"memorial_b_piece01_destruct02"
"2146864416"	"RigidModels\\Buildings\\memorial_b\\memorial_B_piece01_destruct02_lod03.rigid_model"	"2_2"	"memorial_b_piece01_destruct02"
"2146864418"	"RigidModels\\Buildings\\flag_sashimono_takeda\\flag_sashimono_takeda_piece01_destruct01.rigid_model_v2"	"1_1"	"flag_sashimono_takeda_piece01_destruct01"
"2146864428"	"RigidModels\\Buildings\\flag_sashimono_takeda\\flag_sashimono_takeda_piece11_destruct01.rigid_model_v2"	"1_1"	"flag_sashimono_takeda_piece11_destruct01"
"2146864437"	"RigidModels\\Buildings\\compoundwall_wood_high_noshoot_diag_ext_straight_2m2m\\compoundwall_wood_high_noshoot_diag_EXT_straight_2m2m_piece01_destruct01.rigid_model_v2"	"1_1"	"compoundwall_wood_high_noshoot_diag_ext_straight_2m2m_piece01_destruct01"
"2146864443"	"RigidModels\\Buildings\\tent_small\\tent_small_piece01_destruct01.rigid_model_v2"	"1_1"	"tent_small_piece01_destruct01"
"2146864448"	"RigidModels\\Buildings\\tent_small\\tent_small_piece01_destruct02.rigid_model_v2"	"1_1"	"tent_small_piece01_destruct02"
"2146864457"	"RigidModels\\Buildings\\memorial_stone_buddhist_large\\memorial_stone_buddhist_large_piece01_destruct01.rigid_model_v2"	"1_1"	"memorial_stone_buddhist_large_piece01_destruct01"
"2146864460"	"RigidModels\\Buildings\\memorial_stone_buddhist_large\\memorial_stone_buddhist_large_piece01_destruct02.rigid_model_v2"	"1_1"	"memorial_stone_buddhist_large_piece01_destruct02"
"2146864467"	"RigidModels\\Buildings\\bridge_primer\\Bridge_Primer_piece01_destruct01.rigid_model_v2"	"1_1"	"bridge_primer_piece01_destruct01"
"2146864497"	"RigidModels\\Buildings\\flag_sashimono_hojo_torn\\flag_sashimono_hojo_torn_piece04_destruct01.rigid_model_v2"	"1_1"	"flag_sashimono_hojo_torn_piece04_destruct01"
"2146864522"	"RigidModels\\Buildings\\pontoon_03_flat_extender\\Pontoon_03_Flat_Extender_piece01_destruct01_lod01.rigid_model"	"1_1"	"pontoon_03_flat_extender_piece01_destruct01"
"2146864529"	"RigidModels\\Buildings\\pontoon_02_high\\Pontoon_02_High_piece01_destruct01_lod01.rigid_model"	"1_1"	"pontoon_02_high_piece01_destruct01"
"2146864536"	"RigidModels\\Buildings\\flag_sashimono_takeda_torn\\flag_sashimono_takeda_torn_piece01_destruct01.rigid_model_v2"	"1_1"	"flag_sashimono_takeda_torn_piece01_destruct01"
"2146864578"	"RigidModels\\Buildings\\lantern_wooden_short\\lantern_wooden_short_piece01_destruct01.rigid_model_v2"	"1_1"	"lantern_wooden_short_piece01_destruct01"
"2146864591"	"RigidModels\\Buildings\\rack_fish_hanging\\rack_fish_hanging_piece01_destruct01_lod01.rigid_model"	"2_1"	"rack_fish_hanging_piece01_destruct01"
"2146864594"	"RigidModels\\Buildings\\rack_fish_hanging\\rack_fish_hanging_piece01_destruct01_lod03.rigid_model"	"2_2"	"rack_fish_hanging_piece01_destruct01"
"2146864603"	"RigidModels\\Buildings\\rack_fish_hanging\\rack_fish_hanging_piece01_destruct02_lod01.rigid_model"	"2_1"	"rack_fish_hanging_piece01_destruct02"
"2146864613"	"RigidModels\\Buildings\\rack_fish_hanging\\rack_fish_hanging_piece01_destruct02_lod03.rigid_model"	"2_2"	"rack_fish_hanging_piece01_destruct02"
"2146864617"	"RigidModels\\Buildings\\memorial_d\\memorial_D_piece01_destruct01_lod01.rigid_model"	"2_1"	"memorial_d_piece01_destruct01"
"2146864625"	"RigidModels\\Buildings\\memorial_d\\memorial_D_piece01_destruct01_lod03.rigid_model"	"2_2"	"memorial_d_piece01_destruct01"
"2146864634"	"RigidModels\\Buildings\\memorial_d\\memorial_D_piece01_destruct02_lod01.rigid_model"	"2_1"	"memorial_d_piece01_destruct02"
"2146864643"	"RigidModels\\Buildings\\memorial_d\\memorial_D_piece01_destruct02_lod03.rigid_model"	"2_2"	"memorial_d_piece01_destruct02"
"2146864652"	"RigidModels\\Buildings\\flag_sashimono_chosokabe_torn\\flag_sashimono_chosokabe_torn_piece02_destruct01.rigid_model_v2"	"1_1"	"flag_sashimono_chosokabe_torn_piece02_destruct01"
"2146864654"	"RigidModels\\Buildings\\castlewood_01_keep\\castlewood_01_keep_piece01_destruct01.rigid_model_v2"	"1_1"	"castlewood_01_keep_piece01_destruct01"
"2146864656"	"RigidModels\\Buildings\\statue_date\\statue_date_piece01_destruct01.rigid_model_v2"	"1_1"	"statue_date_piece01_destruct01"
"2146864660"	"RigidModels\\Buildings\\memorial_e\\memorial_E_piece01_destruct01.rigid_model_v2"	"1_1"	"memorial_e_piece01_destruct01"
"2146864666"	"RigidModels\\Buildings\\memorial_e\\memorial_E_piece01_destruct02.rigid_model_v2"	"1_1"	"memorial_e_piece01_destruct02"
"2146864668"	"RigidModels\\Buildings\\lantern_wooden_box\\lantern_wooden_box_piece01_destruct01.rigid_model_v2"	"1_1"	"lantern_wooden_box_piece01_destruct01"
"2146864676"	"RigidModels\\Buildings\\lantern_wooden_tallhanging\\lantern_wooden_tallhanging_piece01_destruct01.rigid_model_v2"	"1_1"	"lantern_wooden_tallhanging_piece01_destruct01"
"2146864697"	"RigidModels\\Buildings\\compoundwall_wood_high_diag_int_straight_2m2m\\compoundwall_wood_high_diag_INT_straight_2m2m_piece01_destruct01.rigid_model_v2"	"1_1"	"compoundwall_wood_high_diag_int_straight_2m2m_piece01_destruct01"
"2146864705"	"RigidModels\\Buildings\\lantern_wooden_box_noglow\\lantern_wooden_box_noglow_piece01_destruct01.rigid_model_v2"	"1_1"	"lantern_wooden_box_noglow_piece01_destruct01"
"2146864719"	"RigidModels\\Buildings\\tent_medium\\tent_medium_piece01_destruct01.rigid_model_v2"	"1_1"	"tent_medium_piece01_destruct01"
"2146864729"	"RigidModels\\Buildings\\tent_medium\\tent_medium_piece01_destruct02.rigid_model_v2"	"1_1"	"tent_medium_piece01_destruct02"
"2146864738"	"RigidModels\\Buildings\\shack_hay_large\\shack_hay_large_piece01_destruct01.rigid_model_v2"	"1_1"	"shack_hay_large_piece01_destruct01"
"2146864740"	"RigidModels\\Buildings\\shack_hay_large\\shack_hay_large_piece01_destruct02.rigid_model_v2"	"1_1"	"shack_hay_large_piece01_destruct02"
"2146864743"	"RigidModels\\Buildings\\fmv_castle_01_tower_01\\fmv_castle_01_tower_01_piece06_destruct01.rigid_model_v2"	"1_1"	"fmv_castle_01_tower_01_piece06_destruct01"
"2146864745"	"RigidModels\\Buildings\\compound_farmhouse_teahouse\\compound_farmhouse_teahouse_piece01_destruct01.rigid_model_v2"	"1_1"	"compound_farmhouse_teahouse_piece01_destruct01"
"2146864754"	"RigidModels\\Buildings\\compound_farmhouse_teahouse\\compound_farmhouse_teahouse_piece01_destruct02.rigid_model_v2"	"1_1"	"compound_farmhouse_teahouse_piece01_destruct02"
"2146864763"	"RigidModels\\Buildings\\compound_farmhouse_teahouse\\compound_farmhouse_teahouse_piece01_destruct03.rigid_model_v2"	"1_1"	"compound_farmhouse_teahouse_piece01_destruct03"
"2146864771"	"RigidModels\\Buildings\\fmv_castle_01_tower_02\\fmv_castle_01_tower_02_piece05_destruct01.rigid_model_v2"	"1_1"	"fmv_castle_01_tower_02_piece05_destruct01"
"2146864816"	"RigidModels\\Buildings\\fmv_castle_01_tower_03\\fmv_castle_01_tower_03_piece08_destruct01.rigid_model_v2"	"1_1"	"fmv_castle_01_tower_03_piece08_destruct01"
"2146864821"	"RigidModels\\Buildings\\samurai_walled_farmhouse\\samurai_walled_farmhouse_piece01_destruct01.rigid_model_v2"	"1_1"	"samurai_walled_farmhouse_piece01_destruct01"
"2146864825"	"RigidModels\\Buildings\\samurai_walled_farmhouse\\samurai_walled_farmhouse_piece01_destruct02.rigid_model_v2"	"1_1"	"samurai_walled_farmhouse_piece01_destruct02"
"2146864831"	"RigidModels\\Buildings\\samurai_walled_farmhouse\\samurai_walled_farmhouse_piece01_destruct03.rigid_model_v2"	"1_1"	"samurai_walled_farmhouse_piece01_destruct03"
"2146864840"	"RigidModels\\Buildings\\samurai_walled_farmhouse\\samurai_walled_farmhouse_piece02_destruct01.rigid_model_v2"	"1_1"	"samurai_walled_farmhouse_piece02_destruct01"
"2146864846"	"RigidModels\\Buildings\\samurai_walled_farmhouse\\samurai_walled_farmhouse_piece02_destruct02.rigid_model_v2"	"1_1"	"samurai_walled_farmhouse_piece02_destruct02"
"2146864848"	"RigidModels\\Buildings\\samurai_walled_farmhouse\\samurai_walled_farmhouse_piece02_destruct03.rigid_model_v2"	"1_1"	"samurai_walled_farmhouse_piece02_destruct03"
"2146864855"	"RigidModels\\Buildings\\lantern_wooden_box_large\\lantern_wooden_box_large_piece01_destruct01.rigid_model_v2"	"1_1"	"lantern_wooden_box_large_piece01_destruct01"
"2146864857"	"RigidModels\\Buildings\\hay_bale_large\\hay_bale_large_piece01_destruct01_lod01.rigid_model"	"2_1"	"hay_bale_large_piece01_destruct01"
"2146864863"	"RigidModels\\Buildings\\hay_bale_large\\hay_bale_large_piece01_destruct01_lod03.rigid_model"	"2_2"	"hay_bale_large_piece01_destruct01"
"2146864865"	"RigidModels\\Buildings\\hay_bale_large\\hay_bale_large_piece01_destruct02_lod01.rigid_model"	"2_1"	"hay_bale_large_piece01_destruct02"
"2146864873"	"RigidModels\\Buildings\\hay_bale_large\\hay_bale_large_piece01_destruct02_lod03.rigid_model"	"2_2"	"hay_bale_large_piece01_destruct02"
"2146864879"	"RigidModels\\Buildings\\pontoon_wrecked_a\\pontoon_wrecked_A_piece01_destruct01.rigid_model_v2"	"1_1"	"pontoon_wrecked_a_piece01_destruct01"
"2146864880"	"RigidModels\\Buildings\\pontoon_wrecked_a\\pontoon_wrecked_A_piece01_destruct02.rigid_model_v2"	"1_1"	"pontoon_wrecked_a_piece01_destruct02"
