version 1, schema subtitles_tables, guid 9d18d182-a37b-4196-b5d4-69bafd682cd0
unknown1(string)	unknown2(string)
"TRN_BOWASH_1"	"Ideal for whittling down the enemy before battle is joined; these troops are best kept at range and will suffer heavy losses if engaged in melee."
"TRN_BOWMON_1"	"Boasting incredible killing range with their bows, these warrior monks are best used to pick off high-value enemies."
"TRN_BOWSAM_1"	"Powerful warriors, bow samurai can defend themselves in melee and fire burning arrows into the enemy!"
"TRN_BOWSEN_1"	"Arrows as fleet as the wind; eyes as keen as the hawk. "
"TRN_BOWSEN_2"	"These archers have devoted their lives to the mastery of the bow. No target lives long when their arrows take flight."
"TRN_BOWSHP_1"	"Fast moving, this small ship carries archers armed with deadly fire arrows capable of reducing enemy ships to dust."
"TRN_CANBUN_1"	"This small, fast-moving ship is armed with cannon, but does not carry enough crew to ward off a boarding attempt. "
"TRN_CANON_1"	"Deadly and terrible these huge cannons cause significant damage to buildings when placed at range."
"TRN_CAVBOW_1"	"These mounted archers are capable of great turns of speed and can fire whilst mounted and on foot. "
"TRN_CAVBOW_2"	"Versatility comes at a cost however; they are less accurate than foot archers and weak against spearmen. "
"TRN_CAVGSPR_1"	"The balled fist of the shogun, used to smash through enemy infantry and inspire fellow warriors."
"TRN_CAVKAT_1"	"Katana cavalry excel against enemy cavalry but are vulnerable to the spear and the bow."
"TRN_CAVLIG_1"	"Ideal for riding down fleeing enemies or driving off missile troops."
"TRN_CAVLIG_2"	"This fast light cavalry are vulnerable against well-trained infantry."
"TRN_CAVTAI_1"	"The men of the taisho are skilled in melee combat but vulnerable to spear and missile troops."
"TRN_CAVTAI_2"	"They are best reserved for the protection of the general, who increases the morale of nearby units. "
"TRN_CAVYAR_1"	"Yari cavalry excel at chasing down a fleeing enemy but suffer heavy losses when confronted by spearmen or missile troops."
"TRN_FIREPT_1"	"Raining fire upon the enemy has a devastating effect on their morale and the structural integrity of their buildings!"
"TRN_FIRESH_1"	"This small, fast-moving vessel can attack with exploding projectiles that can set fire to enemy ships."
"TRN_HEVBUN_1"	"This ship carries many archers, and can be used to board enemy vessels. "
"TRN_HEVBUN_2"	"It is strong, but slow and can be sunk by cannon fire. "
"TRN_KATASH_1"	"These swordsmen are the heart of your army, used primarily for melee attacks their main weaknesses are missile troops and cavalry."
"TRN_KATSAM_1"	"Skilled swordsmen with excellent morale; these warriors are the body and soul of any army."
"TRN_KATSEN_1"	"When man and sword are as one, mastery is meaningless. "
"TRN_KATSEN_2"	"The sword wields the man, and makes him unbeatable, a living legend. "
"TRN_KSHNIN_1"	"Virtually undetectable on the battlefield this small group of highly trained ninjas can kill a man and be safely home before anyone even realises they were there!"
"TRN_MANGNL_1"	"Even the most heavily fortified castle is no match for these flaming balls! When kept at range these projectiles are incredibly effective."
"TRN_MATASH_1"	"These men are great at range and have a substantial effect on enemy morale but they must be withdrawn before engaging in melee or they will be massacred!"
"TRN_MATMON_1"	"A line of matchlock armed warrior monks will strike fear into the heart of the enemy. "
"TRN_MATMON_2"	"However, their lengthy reload times leave them vulnerable to cavalry charges. "
"TRN_MATSAM_1"	"More accurate than the ashigaru, matchlock samurai are capable of rank fire and possess excellent morale. "
"TRN_MATSHP_1"	"This swift ship carries musketeers to engage larger ships at range and will suffer heavy casualties if boarded. "
"TRN_MEDBUN_1"	"With speed, manoeuvrability and strength this ship has many uses. "
"TRN_MEDBUN_2"	"However, its versatility makes it less effective than more specialised ships. "
"TRN_MPKATAS_1"	"These swordsmen are the heart of your army, used primarily for melee attacks their main weaknesses are missile troops and cavalry."
"TRN_MPTAC_1"	"More powerful than the katana ashigaru, tachi samurai excel in melee combat and are vulnerable to cavalry and missile troops."
"TRN_MPTAIS_1"	"The men of the taisho are skilled in melee combat but vulnerable to spear and missile troops."
"TRN_MPTAIS_2"	"They are best reserved for the protection of the general, who increases the morale of nearby units. "
"TRN_NAGCAV"	"Immovable as stone, naginata warrior monk cavalry are excellent against enemy cavalry but weak against spear and missile troops."
"TRN_NAGMON_1"	"A life of reflection and dedication to their art has moulded these men into powerful warriors!"
"TRN_NAGMON_2"	"Only elite cavalry and missile troops are a match for them! "
"TRN_NAGSAM_1"	"Armed with the deadly naginata these samurai are lethal to infantry and cavalry units but weak against missile troops."
"TRN_NAGSEN_1"	"A life of meditation and practice has made this hero into an unmatched expert with the deadly naginata. Few dare stand against his controlled fury!"
"TRN_NDASAM_1"	"The no-dachi requires great skill from its master; its size makes the bearer vulnerable in melee defence but on the charge, it is deadly!"
"TRN_NIHMAR_1"	"This flagship of the fleet is under the command of a general."
"TRN_NIHMAR_2"	"It inspires nearby ships, but its size and slow speed make it an easy target for enemy cannons. "
"TRN_RDSSHP_1"	"A large ocean going trade ship, the Red Seal increases trade income by opening trade possibilities in foreign lands."
"TRN_RDSSHP_2"	"With no fighting crew to speak of this ship should be kept out of battle at all costs."
"TRN_ROCKET_1"	"Ideal as a long range siege weapon, these rockets are inaccurate but devastating should they reach their target."
"TRN_SENBUN_1"	"Sengoku Bune are primarily used for chasing down smaller ships, "
"TRN_SENBUN_2"	"their sails make them much faster than other vessels of their size but a small crew leaves them vulnerable to boarding attacks."
"TRN_TRDSHP_1"	"This unarmed ship should be used solely for trade, if caught up in battle its best plan of attack is flight!"
"TRN_TWRBUN_1"	"The raised tower on this vessel lets the crew rain arrows on enemy ships. "
"TRN_TWRBUN_2"	"Boarding attacks by larger ships can be difficult to fight off. "
"TRN_YARASH_1"	"Yari Ashigaru provide excellent defence against enemy cavalry charges but their tight formations leave them vulnerable to missile troops and skilled infantry units."
"TRN_YARSAM_1"	"Unlike the yari ashigaru, yari samurai possess the ability to defend themselves in melee combat and are more effective against enemy cavalry. "
"TRN_YARSEN_1"	"Masters of defence, these men could hold against a charging horde of demons! Their defence is nigh impenetrable and enemy cavalry fall like leaves in a storm! "
"TRN_YARSEN_2"	"Their spear wall is nigh impenetrable and enemy cavalry fall like leaves in a storm! "
"TUT_OUT_1"	"With our conquest secured, the Chosokabe can take their rightful place alongside the other great clans. "
"TUT_OUT_2"	"Each clan has their own skills and challenges, but all strive toward the same goal."
"TUT_OUT_3"	"All dream of a united Japan ruled by a single Shogun, their clan leader."
"TUT_OUT_4"	"But who will triumph? Who has the power to unite Japan and end this age of total war?"
"UNL-XXX-UNLO-GEI-XXX-XXX_1"	"Beautiful as cherry blossom and as deadly as the habu snake."
"UNL-XXX-UNLO-GEI-XXX-XXX_2"	"Much is hidden, and truth is seen too late as the blade slides home."
"UNL-XXX-UNLO-MET-XXX-XXX_1"	"He who can see the shadows has power in the light."
"UNL-XXX-UNLO-MET-XXX-XXX_2"	"Metsuke deal in bribery and corruption, keep order, and watch for assassins and spies."
"UNL-XXX-UNLO-MON-XXX-XXX_1"	"A life of enlightenment is bliss, but to share this with the people is a greater gift. "
"UNL-XXX-UNLO-MON-XXX-XXX_2"	"Monks inspire armies and generals, and can inspire a repressed Buddhist population to rebel! "
"UNL-XXX-UNLO-NIN-XXX-XXX_1"	"Where darkness meets the shadow, there dwells the ninja: "
"UNL-XXX-UNLO-NIN-XXX-XXX_2"	"saboteurs and assassins, happy to do their lord’s bidding."
"UNL-XXX-UNLO-PRI-XXX-XXX_1"	"The Word of God is a great comfort to the people. "
"UNL-XXX-UNLO-PRI-XXX-XXX_2"	"But it can also incite unrest, for not everyone has seen the light of Truth, and some may never believe."
"WIN_CHO_1"	"My ancestors would be proud. We drew the sword and went to war."
"WIN_CHO_2"	"Our enemies are scattered! Their cities burn. All who opposed us are crushed! Their dead are silent."
"WIN_CHO_3"	"We Chosokabe are triumphant!"
"WIN_CHO_4"	"From the northern mountains, to the depths of the southern seas, we rule! I rule!"
"WIN_CHO_5"	"The true master of Japan has been revealed. All men bow to me, their mighty shogun."
"WIN_CHO_6"	"Our clan's greatness will be remembered. Its glory, its power…"
"WIN_CHO_7"	"...A legacy to last ten thousand years!"
"WIN_DAT_1"	"My ancestors would be proud. We drew the sword and went to war."
"WIN_DAT_2"	"Our enemies are scattered! Their cities burn. All who opposed us are crushed! Their dead are silent."
"WIN_DAT_3"	"We Date are triumphant!"
"WIN_DAT_4"	"From the northern mountains, to the depths of the southern seas, we rule! I rule!"
"WIN_DAT_5"	"The true master of Japan has been revealed. All men bow to me, their mighty shogun."
"WIN_DAT_6"	"Our clan's greatness will be remembered. Its glory, its power…"
"WIN_DAT_7"	"...A legacy to last ten thousand years!"
"WIN_GEM_01"	"Amaterasu rightly despaired of the Emperor."
"WIN_GEM_02"	"Victory is ours! The blood of enemies has purified the land."
"WIN_GEM_03"	"We will change Japan. Forever!"
"WIN_GEM_04"	"This is the time of the Shogun!"
"WIN_HOJ_1"	"My ancestors would be proud. We drew the sword and went to war."
"WIN_HOJ_2"	"Our enemies are scattered! Their cities burn. All who opposed us are crushed! Their dead are silent."
"WIN_HOJ_3"	"We Hojo are triumphant!"
"WIN_HOJ_4"	"From the northern mountains, to the depths of the southern seas, we rule! I rule!"
"WIN_HOJ_5"	"The true master of Japan has been revealed. All men bow to me, their mighty shogun."
"WIN_HOJ_6"	"Our clan's greatness will be remembered. Its glory, its power…"
"WIN_HOJ_7"	"...A legacy to last ten thousand years!"
"WIN_IGA_1"	"My ancestors would be proud. We drew the sword and went to war."
"WIN_IGA_2"	"Our enemies are scattered! Their cities burn. All who opposed us are crushed! Their dead are silent."
"WIN_IGA_3"	"We Hattori are triumphant!"
"WIN_IGA_4"	"From the northern mountains, to the depths of the southern seas, we rule! I rule!"
"WIN_IGA_5"	"The true master of Japan has been revealed. All men bow to me, their mighty shogun."
"WIN_IGA_6"	"Our clan's greatness will be remembered. Its glory, its power…"
"WIN_IGA_7"	"...A legacy to last ten thousand years!"
"WIN_IKO_1"	"My ancestors would be proud. We drew the sword and went to war."
"WIN_IKO_2"	"Our enemies are scattered! Their cities burn. All who opposed us are crushed! Their dead are silent."
"WIN_IKO_3"	"We Ikko - Ikki are triumphant!"
"WIN_IKO_4"	"From the northern mountains, to the depths of the southern seas, we rule! I rule!"
"WIN_IKO_5"	"The true master of Japan has been revealed. All men bow to me, their mighty shogun."
"WIN_IKO_6"	"Our clan's greatness will be remembered. Its glory, its power…"
"WIN_IKO_7"	"...A legacy to last ten thousand years!"
"WIN_MOR_1"	"My ancestors would be proud. We drew the sword and went to war."
"WIN_MOR_2"	"Our enemies are scattered! Their cities burn. All who opposed us are crushed! Their dead are silent."
"WIN_MOR_3"	"We Mori are triumphant!"
"WIN_MOR_4"	"From the northern mountains, to the depths of the southern seas, we rule! I rule!"
"WIN_MOR_5"	"The true master of Japan has been revealed. All men bow to me, their mighty shogun."
"WIN_MOR_6"	"Our clan's greatness will be remembered. Its glory, its power…"
"WIN_MOR_7"	"...A legacy to last ten thousand years!"
"WIN_ODA_1"	"My ancestors would be proud. We drew the sword and went to war."
"WIN_ODA_2"	"Our enemies are scattered! Their cities burn. All who opposed us are crushed! Their dead are silent."
"WIN_ODA_3"	"We Oda are triumphant!"
"WIN_ODA_4"	"From the northern mountains, to the depths of the southern seas, we rule! I rule!"
"WIN_ODA_5"	"The true master of Japan has been revealed. All men bow to me, their mighty shogun."
"WIN_ODA_6"	"Our clan's greatness will be remembered. Its glory, its power…"
"WIN_ODA_7"	"...A legacy to last ten thousand years!"
"WIN_SHI_1"	"My ancestors would be proud. We drew the sword and went to war."
"WIN_SHI_2"	"Our enemies are scattered! Their cities burn. All who opposed us are crushed! Their dead are silent."
"WIN_SHI_3"	"We Shimazu are triumphant!"
"WIN_SHI_4"	"From the northern mountains, to the depths of the southern seas, we rule! I rule!"
"WIN_SHI_5"	"The true master of Japan has been revealed. All men bow to me, their mighty shogun."
"WIN_SHI_6"	"Our clan's greatness will be remembered. Its glory, its power…"
"WIN_SHI_7"	"...A legacy to last ten thousand years!"
"WIN_TAK_1"	"My ancestors would be proud. We drew the sword and went to war."
"WIN_TAK_2"	"Our enemies are scattered! Their cities burn. All who opposed us are crushed! Their dead are silent."
"WIN_TAK_3"	"We Takeda are triumphant!"
"WIN_TAK_4"	"From the northern mountains, to the depths of the southern seas, we rule! I rule!"
"WIN_TAK_5"	"The true master of Japan has been revealed. All men bow to me, their mighty shogun."
"WIN_TAK_6"	"Our clan's greatness will be remembered. Its glory, its power…"
"WIN_TAK_7"	"...A legacy to last ten thousand years!"
"WIN_TOK_1"	"My ancestors would be proud. We drew the sword and went to war."
"WIN_TOK_2"	"Our enemies are scattered! Their cities burn. All who opposed us are crushed! Their dead are silent."
"WIN_TOK_3"	"We Tokugawa are triumphant!"
"WIN_TOK_4"	"From the northern mountains, to the depths of the southern seas, we rule! I rule!"
"WIN_TOK_5"	"The true master of Japan has been revealed. All men bow to me, their mighty shogun."
"WIN_TOK_6"	"Our clan's greatness will be remembered. Its glory, its power…"
"WIN_TOK_7"	"...A legacy to last ten thousand years!"
"WIN_UES_1"	"My ancestors would be proud. We drew the sword and went to war."
"WIN_UES_2"	"Our enemies are scattered! Their cities burn. All who opposed us are crushed! Their dead are silent."
"WIN_UES_3"	"We Uesugi are triumphant!"
"WIN_UES_4"	"From the northern mountains, to the depths of the southern seas, we rule! I rule!"
"WIN_UES_5"	"The true master of Japan has been revealed. All men bow to me, their mighty shogun."
"WIN_UES_6"	"Our clan's greatness will be remembered. Its glory, its power…"
"WIN_UES_7"	"...A legacy to last ten thousand years!"
