version 3, schema advice_levels_tables
Key(string)	Thread_Name(string)	advice_thread_level(int)	points_needed(int)	game_area(string)	category(string)	sub_category(string)	max_repeat_count(int)	repeat_interval(int)	pause_battle(boolean)	priority_level(int)	high_verbosity_only(boolean)	locatable(boolean)	parameter(string)	on_display_script(optstring)	suppressible(boolean)	unknown15(boolean)	unknown16(boolean)	audio_clip(string)	unknown18(string)	unknown19(boolean)
"-1220029934"	"0304_Battle_Advice_Repair_Button_Thread"	1	1	"Battle"	"UI"	"Buttons"	1	0	false	1	false	false	"none"	""	false	false	false	"n"	"naval_advisor"	true
"-1203874098"	"5060_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-1197159447"	"6101_Campaign_Tutorial_Advise_Peace_Treaty"	1	1	"Campaign"	"Tutorial"	"Help"	1	0	false	0	false	false	"none"	""	false	false	false	"n"	"Berthier"	false
"-1196901102"	"1014c_Campaign_Advice_UI_Diplomacy_Panel_Thread"	1	1	"Campaign"	"UI"	"Buttons"	1	0	false	1	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"-1196007595"	"0818_bat_tut_moving_units"	1	1	"Battle"	"Tutorial"	"1"	1	1	false	1	false	false	"none"	""	false	false	false	"n"	"battle_advisor"	false
"-1194090062"	"6076_Campaign_Tutorial_Chapter_6_Intro"	1	1	"Campaign"	"Tutorial"	"Help"	1	0	false	0	false	false	"none"	""	false	false	false	"n"	"Berthier"	false
"-1192039645"	"5081_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-1184178407"	"3128_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-1181533143"	"5051_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-1178554630"	"1203_Campaign_Advice_UI_Help_Characters_Thread"	1	1	"Campaign"	"UI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"-1177825588"	"0187_Battle_Advice_Naval_Chain_Shot_Thread"	1	1	"Naval Battle"	"Units"	"Ammo"	1	0	false	2	false	false	"none"	""	false	false	false	"n"	"naval_advisor"	true
"-1164861841"	"0704_ep_1_shroud_3_unlocked"	1	1	"Campaign"	"Episodic"	"1"	100	1	false	0	false	true	"settlement"	""	false	false	false	"n"	"campaign_advisor"	false
"-1163327223"	"1066_Campaign_Advice_Character_Selected_Thread"	1	1	"Campaign"	"Characters"	"Commanders"	1	0	false	2	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	true
"-1161410515"	"3046_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-1157376773"	"4011_Campaign_Advice_AI_Research_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"-1153668264"	"6070_Campaign_Tutorial_Advise_Unit_Information"	1	1	"Campaign"	"Tutorial"	"Help"	1	0	false	0	false	false	"none"	""	false	false	false	"n"	"Berthier"	false
"-1150653807"	"4029_Campaign_Advice_AI_Research_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"-1148715480"	"0746_ep_2_wait_turn"	1	1	"Campaign"	"Episodic"	"2"	5	1	false	0	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"-1146666606"	"0165_Battle_Advice_Ship_Rallying_Thread"	1	1	"Naval Battle"	"Units"	"Naval"	1	0	false	1	true	true	"battle_ship"	""	false	false	false	"n"	"naval_advisor"	false
"-1144841370"	"5252_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-1144376815"	"5075_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-1143220261"	"0004_Battle_Advice_Enemy_Holding_Crossing_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	4	false	2	true	false	"none"	""	false	false	false	"n"	"battle_advisor"	true
"-1136179554"	"5044_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-1134586093"	"4050_Campaign_Advice_AI_Research_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"-1131309506"	"1173_Campaign_Advice_Change_Heir_Thread"	1	1	"Campaign"	"Characters"	"Replace"	0	2	false	3	true	true	"character"	""	false	false	false	"n"	"campaign_advisor"	false
"-1120656175"	"0168_Battle_Advice_Brig_Characteristics_Thread"	1	1	"Naval Battle"	"Units"	"Naval"	1	0	false	2	false	false	"none"	""	false	false	false	"n"	"naval_advisor"	true
"-1119892790"	"6084_Campaign_Tutorial_Advise_Riots"	1	1	"Campaign"	"Tutorial"	"Help"	1	0	false	0	false	false	"none"	""	false	false	false	"n"	"Berthier"	false
"-1115254777"	"5165_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-1110707136"	"1002b_Campaign_Advice_France_Initial_Turns_Thread"	1	1	"Campaign"	"Factions"	"Initial"	0	0	false	0	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"-1109259521"	"1003_Campaign_Advice_Spain_Initial_Turns_Thread"	1	1	"Campaign"	"Factions"	"Initial"	0	0	false	0	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"-1103824585"	"3028_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-1101282437"	"3024_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-1100429825"	"6024_Campaign_Tutorial_Advise_Sail_Ship"	1	1	"Campaign"	"Tutorial"	"Help"	1	0	false	0	false	false	"none"	""	false	false	false	"n"	"Berthier"	false
"-1100161424"	"3193_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-1090911610"	"3187_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-1090310916"	"3013_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-1086653659"	"0719_ep_1_enemy_army_1"	1	1	"Campaign"	"Episodic"	"1"	1	3	false	0	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"-1085282254"	"5102_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-1079255819"	"5007_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-1076388291"	"0096_Battle_Advice_Skirmish_Mode_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	1	true	false	"none"	""	false	false	false	"n"	"battle_advisor"	false
"-1075669501"	"5111_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-1074189820"	"3131_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-1070740040"	"1167_Campaign_Advice_Warning_Ally_Betrayal_Thread"	1	1	"Campaign"	"Warnings"	"Diplomacy"	1	0	false	1	true	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"-1068576045"	"3094_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-1065946002"	"1001a_Campaign_Advice_Britain_Initial_Turns_Thread"	1	1	"Campaign"	"Factions"	"Initial"	0	0	false	0	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"-1062679364"	"1114_Campaign_Advice_Keyboard_Shortcuts_Thread"	2	2	"Campaign"	"UI"	"Keyboard"	1	0	false	2	true	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"-1061827595"	"1051_Campaign_Advice_Army_Promotions_Thread"	1	1	"Campaign"	"Features"	"Promotion"	1	0	false	1	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"-1060140303"	"0060_Battle_Advice_Feigning_A_Rout_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	3	true	false	"none"	""	false	false	false	"n"	"battle_advisor"	true
"-1057402803"	"3014_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-1042258179"	"6113_Campaign_Tutorial_Advise_Spying_Complete"	1	1	"Campaign"	"Tutorial"	"Help"	1	0	false	0	false	false	"none"	""	false	false	false	"n"	"Berthier"	false
"-1040399079"	"5251_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-1039767507"	"0112_Battle_Advice_Defences_Earthworks_Thread"	1	1	"Battle"	"Units"	"Land"	1	0	false	2	false	false	"none"	""	false	false	false	"n"	"battle_advisor"	true
"-1036129092"	"3176_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-1035968392"	"5250_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-1031302736"	"5104_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-1030015586"	"0078_Battle_Advice_Guard_Mode_Button_Thread"	1	1	"Battle"	"UI"	"Buttons"	1	0	false	2	false	false	"none"	""	false	false	false	"n"	"battle_advisor"	true
"-1021785264"	"3041_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-1021768895"	"3088_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-1020790875"	"0751_ep_2_recruit_frigate_2"	1	1	"Campaign"	"Episodic"	"2"	5	1	false	0	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"-1009457400"	"0024_Battle_Advice_Outflanking_With_Cavalry_Thread"	2	2	"Battle"	"Units"	"Tactics"	1	0	false	2	true	false	"none"	""	false	true	false	"n"	"battle_advisor"	true
"-1008932213"	"6012_Campaign_Tutorial_Advise_View_General_Info"	1	1	"Campaign"	"Tutorial"	"Help"	1	0	false	0	false	false	"none"	""	false	false	false	"n"	"Berthier"	false
"-1006106518"	"6052_Campaign_Tutorial_Advise_Gentleman"	1	1	"Campaign"	"Tutorial"	"Help"	1	0	false	0	false	false	"none"	""	false	false	false	"n"	"Berthier"	false
"-1002927119"	"1066_Campaign_Advice_Character_Selected_Thread"	3	12	"Campaign"	"Characters"	"Commanders"	1	0	false	2	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	true
"-1000374723"	"3030_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-998943302"	"1161_Campaign_Advice_Trade_Export_Thread"	1	1	"Campaign"	"Features"	"Trade"	0	1	false	1	false	true	"region"	""	false	false	false	"n"	"campaign_advisor"	false
"-994167881"	"3212_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-991921831"	"1167_Campaign_Advice_Warning_Ally_Betrayal_Thread"	2	3	"Campaign"	"Warnings"	"Diplomacy"	1	0	false	1	true	false	"none"	""	false	false	false	"n"	"campaign_advisor"	true
"-981340853"	"0017_Battle_Advice_Counter_Charge_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	2	true	false	"none"	""	false	false	false	"n"	"battle_advisor"	true
"-979646939"	"3237_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-979577978"	"0193_Battle_Advice_Naval_Grouping_Ships_Thread"	1	1	"Naval Battle"	"Units"	"Formations"	1	0	false	1	false	false	"none"	""	false	false	false	"n"	"naval_advisor"	true
"-969682611"	"5231_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-969391947"	"5255_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-969317430"	"5168_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-968778959"	"1151_Campaign_Advice_Port_Blockaded_Thread"	1	1	"Campaign"	"Features"	"Blockades"	0	1	false	1	false	true	"port"	""	false	false	false	"n"	"campaign_advisor"	false
"-961381314"	"1013_Campaign_Advice_UI_Diplomacy_Panel_Thread"	1	1	"Campaign"	"UI"	"Panels"	1	0	false	1	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	true
"-956776982"	"0113_Battle_Advice_Defences_Gabionades_Thread"	1	1	"Battle"	"Units"	"Land"	1	0	false	2	false	false	"none"	""	false	false	false	"n"	"battle_advisor"	true
"-956562909"	"1116_Campaign_Advice_Prestige_Thread"	1	1	"Campaign"	"Features"	"Prestige"	1	0	false	1	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	true
"-949949770"	"6023_Campaign_Tutorial_Advise_Board_Ship_Reminder"	1	1	"Campaign"	"Tutorial"	"Help"	1	0	false	0	false	false	"none"	""	false	false	false	"n"	"Berthier"	false
"-941157066"	"5236_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-939651342"	"1101_Campaign_Advice_Sieges_Thread"	1	1	"Campaign"	"Features"	"Sieges"	1	0	false	1	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	true
"-936817932"	"5022_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-928664248"	"3201_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-928048252"	"3221_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-925500629"	"1014n_Campaign_Advice_UI_Diplomacy_Panel_Thread"	1	1	"Campaign"	"UI"	"Buttons"	1	0	false	1	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"-924533495"	"3050_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-919459782"	"1070_Campaign_Advice_Character_Selected_Thread"	6	1	"Campaign"	"Characters"	"Agents"	1	0	false	2	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"-911624365"	"0812_bat_tut_camera_pan_on_select"	1	1	"Battle"	"Tutorial"	"1"	1	1	false	1	false	false	"none"	""	false	false	false	"n"	"battle_advisor"	false
"-908444922"	"5220_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-908282132"	"5182_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-906530970"	"5068_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-903614881"	"3052_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-900561708"	"0203_Battle_Advice_Siege_Sapping_Thread"	1	1	"Battle"	"Siege"	"Defence"	1	0	false	1	false	false	"none"	""	false	false	false	"n"	"battle_advisor"	false
"-898557498"	"0734_ep_1_construction_tab"	1	1	"Campaign"	"Episodic"	"1"	1	1	false	0	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"-895189344"	"0092_Battle_Advice_Rallying_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	3	true	false	"none"	""	false	false	false	"n"	"battle_advisor"	false
"-893275607"	"3112_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-891171119"	"1029_Campaign_Advice_UI_Government_Panel_Thread"	1	1	"Campaign"	"UI"	"Panels"	1	0	false	1	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	true
"-878278296"	"1065_Campaign_Advice_Character_Selected_Thread"	8	3	"Campaign"	"Characters"	"Commanders"	1	0	false	1	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	true
"-871162649"	"1174_Campaign_Advice_Change_Heir_Thread"	1	5	"Campaign"	"Characters"	"Replace"	0	1	false	3	true	true	"character"	""	false	false	false	"n"	"campaign_advisor"	false
"-869245284"	"5198_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-868024378"	"5098_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-865899355"	"1112_Campaign_Advice_Resources_Thread"	1	1	"Campaign"	"Features"	"Resources"	1	0	false	2	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	true
"-855205336"	"1065_Campaign_Advice_Character_Selected_Thread"	1	1	"Campaign"	"Characters"	"Commanders"	1	0	false	2	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	true
"-854857990"	"1165_Campaign_Advice_Slow_Population_Growth_Thread"	1	1	"Campaign"	"Warnings"	"Population"	0	3	false	1	false	true	"region"	""	false	false	false	"n"	"campaign_advisor"	false
"-854614115"	"0008_Battle_Advice_Player_Defending_Hill_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	4	false	3	true	false	"none"	""	false	true	false	"n"	"battle_advisor"	true
"-851820364"	"3053_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-844694260"	"3160_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-839046705"	"1101a_Campaign_Advice_Sieges_Thread"	1	1	"Campaign"	"Features"	"Sieges"	1	0	false	1	true	false	"none"	""	false	false	false	"n"	"campaign_advisor"	true
"-837567440"	"4059_Campaign_Advice_AI_Research_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"-835072103"	"1070_Campaign_Advice_Character_Selected_Thread"	3	9	"Campaign"	"Characters"	"Agents"	1	0	false	2	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"-830564039"	"0209_Battle_Advice_Concentrate_Fire_Thread"	2	2	"Battle"	"Units"	"Tactics"	1	0	false	3	true	false	"none"	""	false	false	false	"n"	"battle_advisor"	false
"-825618887"	"1143_Campaign_Advice_Trade_Route_Raided_Thread"	1	1	"Campaign"	"Features"	"Trade"	0	1	false	1	false	true	"faction_sea_trade_raided"	""	false	false	false	"n"	"campaign_advisor"	false
"-825074074"	"3035_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-823603096"	"1179_Campaign_Advice_Move_Between_Theatres_Thread"	1	1	"Campaign"	"Features"	"Theatres"	1	0	false	1	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"-822003404"	"3236_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-816199449"	"1014h_Campaign_Advice_UI_Diplomacy_Panel_Thread"	1	1	"Campaign"	"UI"	"Buttons"	1	0	false	1	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	true
"-813716024"	"5050_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-806163598"	"5040_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-800903493"	"5177_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-800664924"	"3099_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-796134496"	"5242_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-795666636"	"6058_Campaign_Tutorial_Advise_Travel_Reminder"	1	1	"Campaign"	"Tutorial"	"Help"	1	0	false	0	false	false	"none"	""	false	false	false	"n"	"Berthier"	false
"-795357910"	"1119_Campaign_Advice_Warning_Rebellion_Thread"	2	2	"Campaign"	"Warnings"	"Rebellions"	0	1	false	1	true	true	"region"	""	false	false	false	"n"	"campaign_advisor"	false
"-789730792"	"3001_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-788769149"	"0024_Battle_Advice_Outflanking_With_Cavalry_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	2	true	false	"none"	""	false	true	false	"n"	"battle_advisor"	true
"-783991516"	"0195_Battle_Advice_Naval_Withdraw_Button_Thread"	1	1	"Naval Battle"	"UI"	"Buttons"	1	0	false	2	false	false	"none"	""	false	false	false	"n"	"naval_advisor"	true
"-782473778"	"3027_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-778326837"	"3171_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-723722086"	"5119_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-722984573"	"6085_Campaign_Tutorial_Advise_Select_Genoa"	1	1	"Campaign"	"Tutorial"	"Help"	1	0	false	0	false	false	"none"	""	false	false	false	"n"	"Berthier"	false
"-722605174"	"0082_Battle_Advice_Group_Button_Thread"	1	1	"Battle"	"UI"	"Buttons"	1	0	false	2	false	false	"none"	""	false	false	false	"n"	"battle_advisor"	true
"-721098535"	"6117_Campaign_Tutorial_Advise_Toulon_Captured"	1	1	"Campaign"	"Tutorial"	"Help"	1	0	false	0	false	false	"none"	""	false	false	false	"n"	"Berthier"	false
"-720207349"	"3008_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-712277781"	"3040_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-712124681"	"0154_Battle_Advice_Hull_Damaged_Thread"	1	5	"Naval Battle"	"Units"	"Naval"	1	0	false	1	true	true	"battle_ship"	""	false	false	false	"n"	"naval_advisor"	false
"-709354251"	"5157_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-709168545"	"0039_Battle_Advice_Defence_Against_Cavalry_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	1	true	true	"battle_unit"	""	false	false	false	"n"	"battle_advisor"	false
"-706493336"	"5018_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-704275183"	"3042_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-692436179"	"3140_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"-688477323"	"0164_Battle_Advice_Ship_Captured_Thread"	1	1	"Naval Battle"	"Units"	"Naval"	1	0	false	1	true	true	"battle_ship"	""	false	false	false	"n"	"naval_advisor"	false
"-687970159"	"1071_Campaign_Advice_Character_Selected_Thread"	6	20	"Campaign"	"Characters"	"Agents"	1	0	false	2	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
