version 1, schema ship_names_tables
Index(string)	Name_Loc_IDRef(string)	Ship_Name(string)	Faction(optstring)
"654"	"names_english"	"Southampton"	"britain"
"655"	"names_english"	"Sovereign of the Seas"	"britain"
"656"	"names_english"	"Spartiate"	nil
"657"	"names_english"	"Speedy"	nil
"658"	"names_english"	"St Albans"	"britain"
"659"	"names_english"	"St Lawrence"	nil
"662"	"names_english"	"Suffolk"	"britain"
"663"	"names_english"	"Superb"	nil
"664"	"names_english"	"Surprise"	nil
"666"	"names_english"	"Sussex"	"britain"
"667"	"names_english"	"Sutherland"	"britain"
"668"	"names_english"	"Swiftsure"	nil
"669"	"names_english"	"Tartar"	nil
"670"	"names_english"	"Temeraire"	"britain"
"671"	"names_english"	"Theseus"	nil
"672"	"names_english"	"Thetis"	nil
"673"	"names_english"	"Thunderer"	nil
"674"	"names_english"	"Tiger"	nil
"675"	"names_english"	"Torbay"	"britain"
"676"	"names_english"	"Triton"	nil
"677"	"names_english"	"Triumph"	nil
"679"	"names_english"	"Tryton"	nil
"680"	"names_english"	"Unicorn"	nil
"682"	"names_english"	"Valiant"	nil
"683"	"names_english"	"Vanguard"	nil
"684"	"names_english"	"Venerable"	nil
"685"	"names_english"	"Vengeance"	nil
"687"	"names_english"	"Victory"	"britain"
"688"	"names_english"	"Vigo"	nil
"689"	"names_english"	"Vincennes"	nil
"691"	"names_english"	"Wabash"	nil
"692"	"names_english"	"Warren"	nil
"693"	"names_english"	"Warrior"	nil
"694"	"names_english"	"Warspite"	nil
"696"	"names_english"	"Wasp"	nil
"697"	"names_english"	"Yarmouth"	"britain"
"698"	"names_english"	"York"	"britain"
"700"	"names_english"	"Zebra"	nil
"701"	"names_french"	"Acheron"	nil
"702"	"names_french"	"Achille"	nil
"703"	"names_french"	"Actif"	nil
"704"	"names_french"	"Aigle"	nil
"705"	"names_french"	"Alcide"	nil
"706"	"names_french"	"Alerte"	nil
"707"	"names_french"	"Annibal"	nil
"708"	"names_french"	"Aquilon"	nil
"709"	"names_french"	"Argonaute"	nil
"710"	"names_french"	"Artemise"	nil
"711"	"names_french"	"Belle Poule"	"france"
"712"	"names_french"	"Bien Aimé"	nil
"713"	"names_french"	"Bourgogne"	"france"
"714"	"names_french"	"Bretagne"	"france"
"715"	"names_french"	"Brutus"	nil
"716"	"names_french"	"Ca Ira"	"france"
"717"	"names_french"	"Charlemagne"	"france"
"718"	"names_french"	"Conquerant"	nil
"719"	"names_french"	"Couronne"	nil
"720"	"names_french"	"Danube"	"france"
"721"	"names_french"	"Destin"	nil
"722"	"names_french"	"Diadéme"	nil
"723"	"names_french"	"Diane"	nil
"724"	"names_french"	"Droits de l'Homme"	"france"
"725"	"names_french"	"Duguay-Trouin"	"france"
"726"	"names_french"	"Duquesne"	"france"
"727"	"names_french"	"Entreprenant"	nil
"728"	"names_french"	"Esperance"	nil
"729"	"names_french"	"Fantasque"	nil
"730"	"names_french"	"Fendant"	nil
"731"	"names_french"	"Ferme"	nil
"732"	"names_french"	"Formidable"	nil
"733"	"names_french"	"Fougeux"	nil
"734"	"names_french"	"Franklin"	nil
"735"	"names_french"	"Gaulois"	"france"
"736"	"names_french"	"Genereux"	nil
"737"	"names_french"	"Glorieux"	nil
"738"	"names_french"	"Guerrier"	nil
"739"	"names_french"	"Guillaume Tell"	"france"
"740"	"names_french"	"Hercule"	nil
"741"	"names_french"	"Heros"	nil
"742"	"names_french"	"Heureux"	nil
"743"	"names_french"	"Illustre"	nil
"744"	"names_french"	"Indomptable"	"france"
"745"	"names_french"	"Intrepide"	nil
"746"	"names_french"	"Juste"	nil
"747"	"names_french"	"Justice"	nil
"748"	"names_french"	"La Couronne"	nil
"749"	"names_french"	"Languedoc"	"france"
"750"	"names_french"	"Le Malin"	nil
"751"	"names_french"	"Le Redoutable"	"france"
"752"	"names_french"	"L'Invincible"	"france"
"753"	"names_french"	"Magnanime"	nil
"754"	"names_french"	"Marseillais"	"france"
"755"	"names_french"	"Mercure"	nil
"756"	"names_french"	"Minotaure"	nil
"757"	"names_french"	"Mont Blanc"	"france"
"758"	"names_french"	"Mutine"	nil
"759"	"names_french"	"Nestor"	nil
"760"	"names_french"	"Orient"	nil
"761"	"names_french"	"Patriote"	"france"
"762"	"names_french"	"Pégase"	nil
"763"	"names_french"	"Peuple Souverain"	"france"
"764"	"names_french"	"Pluton"	nil
"765"	"names_french"	"Polonais"	nil
"766"	"names_french"	"Pompée"	nil
"767"	"names_french"	"Protecteur"	nil
"768"	"names_french"	"Prudent"	nil
"769"	"names_french"	"Puissant"	nil
"770"	"names_french"	"Railleur"	nil
"771"	"names_french"	"Régénérateur"	nil
"772"	"names_french"	"Robuste"	nil
"773"	"names_french"	"Saint Esprit"	nil
"774"	"names_french"	"Saint Philippe"	nil
"775"	"names_french"	"Salamine"	nil
"776"	"names_french"	"Sceptre"	nil
"777"	"names_french"	"Scipion"	nil
"778"	"names_french"	"Séduisant"	nil
"779"	"names_french"	"Serieuse"	nil
"781"	"names_french"	"Spartiate"	nil
"782"	"names_french"	"Suffren"	nil
"783"	"names_french"	"Temeraire"	"france"
"784"	"names_french"	"Terrible"	nil
"785"	"names_french"	"Thémistocle"	nil
"786"	"names_french"	"Thesée"	nil
"787"	"names_french"	"Timoleon"	nil
"788"	"names_french"	"Tonnant"	nil
"789"	"names_french"	"Trajan "	nil
"790"	"names_french"	"Tricolore"	"france"
"791"	"names_french"	"Triomphant"	nil
"792"	"names_french"	"Vengeur"	nil
"793"	"names_french"	"Vétéran"	nil
"794"	"names_french"	"Victoire"	"france"
"795"	"names_french"	"Ville de Paris"	"france"
"796"	"names_french"	"Zelé"	nil
"797"	"names_french"	"Zodiaque"	nil
"798"	"names_german_catholic"	"Albatross"	nil
"799"	"names_german_catholic"	"Alk"	nil
"800"	"names_german_catholic"	"Amazone"	nil
"801"	"names_german_catholic"	"Ammersee"	nil
"802"	"names_german_catholic"	"Arcona"	nil
"803"	"names_german_catholic"	"Ariadne"	nil
"804"	"names_german_catholic"	"Atlantis"	nil
"805"	"names_german_catholic"	"Auerbach"	nil
"806"	"names_german_catholic"	"Augustus"	nil
"807"	"names_german_catholic"	"Barbe"	nil
"808"	"names_german_catholic"	"Brasse"	nil
"809"	"names_german_catholic"	"Bremse"	nil
"810"	"names_german_catholic"	"Brommy"	nil
"811"	"names_german_catholic"	"Brummer"	nil
"812"	"names_german_catholic"	"Bussard"	nil
"813"	"names_german_catholic"	"Coronel"	nil
"814"	"names_german_catholic"	"Dachs"	nil
"815"	"names_german_catholic"	"Delphin"	nil
"816"	"names_german_catholic"	"Derfflinger"	nil
"817"	"names_german_catholic"	"Dorsch"	nil
"818"	"names_german_catholic"	"Düren"	nil
"819"	"names_german_catholic"	"Eber"	nil
"820"	"names_german_catholic"	"Eisbär"	nil
"821"	"names_german_catholic"	"Eismöve"	nil
"822"	"names_german_catholic"	"Eisvogel"	nil
"823"	"names_german_catholic"	"Elster"	nil
"824"	"names_german_catholic"	"Falke"	nil
"825"	"names_german_catholic"	"Felchen"	nil
"826"	"names_german_catholic"	"Flunder"	nil
"827"	"names_german_catholic"	"Forelle"	nil
"828"	"names_german_catholic"	"Frettchen"	nil
"829"	"names_german_catholic"	"Fuchs"	nil
"830"	"names_german_catholic"	"Gazelle"	nil
"831"	"names_german_catholic"	"Gefion"	nil
"832"	"names_german_catholic"	"Geier"	nil
"833"	"names_german_catholic"	"Gepard"	nil
"834"	"names_german_catholic"	"Goeben"	nil
"835"	"names_german_catholic"	"Graudenz"	nil
"836"	"names_german_catholic"	"Greif"	nil
"837"	"names_german_catholic"	"Habicht"	nil
"838"	"names_german_catholic"	"Hagen"	nil
"839"	"names_german_catholic"	"Haher"	nil
"840"	"names_german_catholic"	"Hela"	nil
"841"	"names_german_catholic"	"Hildebrand"	nil
"842"	"names_german_catholic"	"Hipper"	nil
"843"	"names_german_catholic"	"Iltis"	nil
"844"	"names_german_catholic"	"Inger"	nil
"845"	"names_german_catholic"	"König"	nil
"846"	"names_german_catholic"	"Kormoran"	nil
"847"	"names_german_catholic"	"Lachs"	nil
"848"	"names_german_catholic"	"Löwe"	nil
"849"	"names_german_catholic"	"Luchs"	nil
"850"	"names_german_catholic"	"Maria"	nil
"851"	"names_german_catholic"	"Medusa"	nil
"852"	"names_german_catholic"	"Mira"	nil
"853"	"names_german_catholic"	"Nautilus"	nil
"854"	"names_german_catholic"	"Niobe"	nil
"855"	"names_german_catholic"	"Nymphe"	nil
"856"	"names_german_catholic"	"Oker"	nil
"857"	"names_german_catholic"	"Orion"	nil
"858"	"names_german_catholic"	"Oste"	nil
"859"	"names_german_catholic"	"Pelikan"	nil
"860"	"names_german_catholic"	"Petrus"	nil
"861"	"names_german_catholic"	"Regulus"	nil
"862"	"names_german_catholic"	"Rochen"	nil
"863"	"names_german_catholic"	"Salm"	nil
"864"	"names_german_catholic"	"Seeadler"	nil
"865"	"names_german_catholic"	"Sirius"	nil
"866"	"names_german_catholic"	"Storch"	nil
"867"	"names_german_catholic"	"Sturm"	nil
"868"	"names_german_catholic"	"Thetis"	nil
"869"	"names_german_catholic"	"Tiger"	nil
"870"	"names_german_catholic"	"Vineta"	nil
"871"	"names_german_catholic"	"Weihe"	nil
"872"	"names_german_catholic"	"Werra"	nil
"873"	"names_german_catholic"	"Wildschwan"	nil
"874"	"names_german_catholic"	"Wolf"	nil
"875"	"names_greek"	"Achelois"	nil
"876"	"names_greek"	"Achelous"	nil
"877"	"names_greek"	"Acheron"	nil
"878"	"names_greek"	"Aeolus"	nil
"879"	"names_greek"	"Agdistis"	nil
"880"	"names_greek"	"Alastor"	nil
"881"	"names_greek"	"Alcyone"	nil
"882"	"names_greek"	"Alectrona"	nil
"883"	"names_greek"	"Alexiares"	nil
"884"	"names_greek"	"Amphitrite"	nil
"885"	"names_greek"	"Anakes"	nil
"886"	"names_greek"	"Antheia"	nil
"887"	"names_greek"	"Aphaea"	nil
"888"	"names_greek"	"Aphrodite"	nil
"889"	"names_greek"	"Apollo"	nil
"890"	"names_greek"	"Ares"	nil
"891"	"names_greek"	"Aristaeus"	nil
"892"	"names_greek"	"Artemis"	nil
"893"	"names_greek"	"Asclepios"	nil
"894"	"names_greek"	"Astraea"	nil
"895"	"names_greek"	"Ate"	nil
"896"	"names_greek"	"Athena"	nil
"897"	"names_greek"	"Atropos"	nil
"898"	"names_greek"	"Attis"	nil
"899"	"names_greek"	"Auxo"	nil
"900"	"names_greek"	"Bia"	nil
"901"	"names_greek"	"Boreas"	nil
"902"	"names_greek"	"Brizo"	nil
"903"	"names_greek"	"Cabiri"	nil
"904"	"names_greek"	"Caerus"	nil
"905"	"names_greek"	"Calliope"	nil
"906"	"names_greek"	"Calypso"	nil
"907"	"names_greek"	"Castor"	nil
"908"	"names_greek"	"Celaeno"	nil
"909"	"names_greek"	"Ceto"	nil
"910"	"names_greek"	"Charon"	nil
"911"	"names_greek"	"Circe"	nil
"912"	"names_greek"	"Clio"	nil
"913"	"names_greek"	"Cloth"	nil
"914"	"names_greek"	"Cotys"	nil
"915"	"names_greek"	"Cragus"	nil
"916"	"names_greek"	"Cybele"	nil
"917"	"names_greek"	"Demeter"	nil
"918"	"names_greek"	"Dike"	nil
"919"	"names_greek"	"Dinlas"	nil
"920"	"names_greek"	"Dionysos"	nil
"921"	"names_greek"	"Dioscuri"	nil
"922"	"names_greek"	"Doris"	nil
"923"	"names_greek"	"Efreisone"	nil
"924"	"names_greek"	"Eileithyia"	nil
"925"	"names_greek"	"Electra"	nil
"926"	"names_greek"	"Elpis"	nil
"927"	"names_greek"	"Enyalius"	nil
"928"	"names_greek"	"Enyo"	nil
"929"	"names_greek"	"Eos"	nil
"930"	"names_greek"	"Eosphorus"	nil
"931"	"names_greek"	"Erato"	nil
"932"	"names_greek"	"Eris"	nil
"933"	"names_greek"	"Eros"	nil
"934"	"names_greek"	"Ethehofos"	nil
"935"	"names_greek"	"Eunomia"	nil
"936"	"names_greek"	"Euros"	nil
"937"	"names_greek"	"Eurynome"	nil
"938"	"names_greek"	"Euterpe"	nil
"939"	"names_greek"	"Glaucus"	nil
"940"	"names_greek"	"Hades"	nil
"941"	"names_greek"	"Hêbê"	nil
"942"	"names_greek"	"Hecate"	nil
"943"	"names_greek"	"Hêlios"	nil
"944"	"names_greek"	"Hephaestos"	nil
"945"	"names_greek"	"Hera"	nil
"946"	"names_greek"	"Heracles"	nil
"947"	"names_greek"	"Hermes"	nil
"948"	"names_greek"	"Hespera"	nil
"949"	"names_greek"	"Hestia"	nil
"950"	"names_greek"	"Horae"	nil
"951"	"names_greek"	"Hybris"	nil
"952"	"names_greek"	"Hygeia"	nil
"953"	"names_greek"	"Hypnos"	nil
"954"	"names_greek"	"Irene"	nil
"955"	"names_greek"	"Iris"	nil
"956"	"names_greek"	"Karpo"	nil
"957"	"names_greek"	"Lachesis"	nil
"958"	"names_greek"	"Maia"	nil
"959"	"names_greek"	"Mania"	nil
"960"	"names_greek"	"Melpomene"	nil
"961"	"names_greek"	"Merope"	nil
"962"	"names_greek"	"Metis"	nil
"963"	"names_greek"	"Moira"	nil
"964"	"names_greek"	"Momus"	nil
"965"	"names_greek"	"Morpheus"	nil
"966"	"names_greek"	"Muses"	nil
"967"	"names_greek"	"Nemesis"	nil
"968"	"names_greek"	"Nereus"	nil
"969"	"names_greek"	"Nike"	nil
"970"	"names_greek"	"Notus"	nil
"971"	"names_greek"	"Pan"	nil
"972"	"names_greek"	"Peitho"	nil
"973"	"names_greek"	"Perséphonê"	nil
"974"	"names_greek"	"Phorcys"	nil
"975"	"names_greek"	"Pleiades"	nil
"976"	"names_greek"	"Polydeuces"	nil
"977"	"names_greek"	"Polyhymnia"	nil
"978"	"names_greek"	"Poseidon"	nil
"979"	"names_greek"	"Priapus"	nil
"980"	"names_greek"	"Proteus"	nil
"981"	"names_greek"	"Selene"	nil
"982"	"names_greek"	"Sterope"	nil
"983"	"names_greek"	"Taygete"	nil
"984"	"names_greek"	"Terpsichore"	nil
"985"	"names_greek"	"Thalia"	nil
"986"	"names_greek"	"Thallo"	nil
"987"	"names_greek"	"Thanatos"	nil
"988"	"names_greek"	"Thetis"	nil
"989"	"names_greek"	"Triton"	nil
"990"	"names_greek"	"Typhon"	nil
"991"	"names_greek"	"Urania"	nil
"992"	"names_greek"	"Zephyrus"	nil
"993"	"names_greek"	"Zeus"	nil
"994"	"names_hungarian"	"Aranyeső"	nil
"995"	"names_hungarian"	"Buda"	nil
"996"	"names_hungarian"	"Harangozó"	nil
"997"	"names_hungarian"	"Harcos"	nil
"998"	"names_hungarian"	"Istók"	nil
"999"	"names_hungarian"	"István király"	nil
"1000"	"names_hungarian"	"Kende"	nil
"1001"	"names_hungarian"	"Koponya"	nil
"1002"	"names_hungarian"	"Koppány"	nil
"1003"	"names_hungarian"	"Magyar Tenger"	nil
"1004"	"names_hungarian"	"Moszat"	nil
"1005"	"names_hungarian"	"Ságvár"	nil
"1006"	"names_hungarian"	"Sárkány"	nil
"1007"	"names_hungarian"	"Sasmadár"	nil
"1008"	"names_hungarian"	"Szent Domonkos"	nil
"1009"	"names_hungarian"	"Szerencsefia"	nil
"1010"	"names_hungarian"	"Tengerész"	nil
"1011"	"names_hungarian"	"Tisza"	nil
"1012"	"names_hungarian"	"Turul"	nil
"1013"	"names_hungarian"	"Vitéz"	nil
"1152"	"names_italian"	"Abbondanza e Ricchezza"	nil
"1153"	"names_italian"	"Adria in Pace"	nil
"1154"	"names_italian"	"Aquila Volante"	"ita_venice"
"1155"	"names_italian"	"Aurora"	nil
"1156"	"names_italian"	"Bellona"	nil
"1157"	"names_italian"	"Brillante"	nil
"1158"	"names_italian"	"Buon Consiglio"	nil
"1159"	"names_italian"	"Cavalier Angelo"	nil
"1160"	"names_italian"	"Cerere"	nil
"1161"	"names_italian"	"Cervo"	nil
"1162"	"names_italian"	"Cigno"	nil
"1163"	"names_italian"	"Colomba d' Oro"	nil
"1164"	"names_italian"	"Concordia"	nil
"1165"	"names_italian"	"Constanza Guerriera"	nil
"1166"	"names_italian"	"Corona"	nil
"1167"	"names_italian"	"Corriera Veneta"	"ita_venice"
"1168"	"names_italian"	"Costanza"	nil
"1169"	"names_italian"	"Croce Rossa"	nil
"1170"	"names_italian"	"Diligenza"	nil
"1171"	"names_italian"	"Drago Volante"	nil
"1172"	"names_italian"	"Eolo"	nil
"1173"	"names_italian"	"Ercole"	nil
"1174"	"names_italian"	"Ercole Vittorioso"	nil
"1175"	"names_italian"	"Europa"	nil
"1176"	"names_italian"	"Falcon"	nil
"1177"	"names_italian"	"Fama"	nil
"1178"	"names_italian"	"Fama Volante"	nil
"1179"	"names_italian"	"Fedeltà"	nil
"1180"	"names_italian"	"Fenice"	nil
"1181"	"names_italian"	"Fortezza Guerriera"	nil
"1182"	"names_italian"	"Forza"	nil
"1183"	"names_italian"	"Galatea"	nil
"1184"	"names_italian"	"Giglio d' Oro"	nil
"1185"	"names_italian"	"Giove"	nil
"1186"	"names_italian"	"Giove Fulminante"	nil
"1187"	"names_italian"	"Gloria Veneta"	"ita_venice"
"1188"	"names_italian"	"Gloria Veneto"	"ita_venice"
"1189"	"names_italian"	"Grande Alessandro"	nil
"1190"	"names_italian"	"Guerriera"	nil
"1191"	"names_italian"	"Idra"	nil
"1192"	"names_italian"	"Iride"	nil
"1193"	"names_italian"	"L' Harpa"	nil
"1194"	"names_italian"	"La Berand"	nil
"1195"	"names_italian"	"La Cerere"	nil
"1196"	"names_italian"	"La Guerriera"	nil
"1197"	"names_italian"	"Le Murion\n\nLe Muiron"	nil
"1198"	"names_italian"	"Le Stingel"	nil
"1199"	"names_italian"	"Leon Coronato"	nil
"1200"	"names_italian"	"Lion Trionfante"	nil
"1201"	"names_italian"	"Madonna dell' Arsenal"	nil
"1202"	"names_italian"	"Madonna della Salute"	nil
"1203"	"names_italian"	"Medea"	nil
"1204"	"names_italian"	"Medusa"	nil
"1205"	"names_italian"	"Minerva"	nil
"1206"	"names_italian"	"Monton d' Oro"	nil
"1207"	"names_italian"	"Nettuno"	nil
"1208"	"names_italian"	"Pace ed Abbondanza"	nil
"1209"	"names_italian"	"Pallàde"	nil
"1210"	"names_italian"	"Palma"	"ita_venice"
"1211"	"names_italian"	"Redentor del Mondo"	nil
"1212"	"names_italian"	"Regina del mar"	nil
"1213"	"names_italian"	"Rosa"	nil
"1214"	"names_italian"	"Sacra Lega"	nil
"1215"	"names_italian"	"San Andrea"	nil
"1216"	"names_italian"	"San Antonio di Padova"	nil
"1217"	"names_italian"	"San Carlo Borromeo"	nil
"1218"	"names_italian"	"San Domenico"	nil
"1219"	"names_italian"	"San Francesco"	nil
"1220"	"names_italian"	"San Gaetano"	nil
"1221"	"names_italian"	"San Giacomo Primo"	nil
"1222"	"names_italian"	"San Giorgio"	nil
"1223"	"names_italian"	"San Giovanni Battista Grande"	nil
"1224"	"names_italian"	"San Giovanni Battista Piccolo"	nil
"1225"	"names_italian"	"San Ignazio"	nil
"1226"	"names_italian"	"San Iseppo"	nil
"1227"	"names_italian"	"San Lorenzo Giustinian"	nil
"1228"	"names_italian"	"San Marco Grande"	nil
"1229"	"names_italian"	"San Michele Arcangelo"	nil
"1230"	"names_italian"	"San Nicolo"	nil
"1231"	"names_italian"	"San Piero Apostolo"	nil
"1232"	"names_italian"	"San Pietro del Cantara"	nil
"1233"	"names_italian"	"San Pio Quinto"	nil
"1234"	"names_italian"	"San Sebastiano"	nil
"1235"	"names_italian"	"San Spiridion"	nil
"1236"	"names_italian"	"San Vicenzo Ferrerio"	nil
"1237"	"names_italian"	"San Vincenzo"	nil
"1238"	"names_italian"	"San Vittorio"	nil
"1239"	"names_italian"	"San Zaccaria"	nil
"1240"	"names_italian"	"Scudo della Frede"	nil
"1241"	"names_italian"	"Sirena"	nil
"1242"	"names_italian"	"Sol d' Oro"	nil
"1243"	"names_italian"	"Speranze"	nil
"1244"	"names_italian"	"Stella Maris"	nil
"1245"	"names_italian"	"Terror"	nil
"1246"	"names_italian"	"Tigre"	nil
"1247"	"names_italian"	"Tolleranza"	nil
"1248"	"names_italian"	"Valor Coronato"	nil
"1249"	"names_italian"	"Venere"	nil
"1250"	"names_italian"	"Venere Armata"	nil
"1251"	"names_italian"	"Venezia Trionfante"	"ita_venice"
"1252"	"names_italian"	"Vigilanza"	nil
"1253"	"names_italian"	"Vittorio"	nil
"1254"	"names_italian"	"Vulcano"	nil
"1255"	"names_muslim_general"	"Aboukir"	nil
"1256"	"names_muslim_general"	"Abu Qur"	nil
"1257"	"names_muslim_general"	"Aga Ahmed"	nil
"1258"	"names_muslim_general"	"Agdagi Reis"	nil
"1259"	"names_muslim_general"	"Ainduie"	nil
"1260"	"names_muslim_general"	"Akka"	nil
"1261"	"names_muslim_general"	"al Qahirah"	nil
"1262"	"names_muslim_general"	"Alemdar Pasha"	nil
"1263"	"names_muslim_general"	"Alemdar Reis"	nil
"1264"	"names_muslim_general"	"Alemrdar Ali"	nil
"1265"	"names_muslim_general"	"Alep"	nil
"1266"	"names_muslim_general"	"Ali Reis"	nil
"1267"	"names_muslim_general"	"al-Iskandriyah"	nil
"1268"	"names_muslim_general"	"al-Mansurah"	nil
"1269"	"names_muslim_general"	"al-Muhallat al-Kubra"	nil
"1270"	"names_muslim_general"	"Amdjazade Mustafa"	nil
"1271"	"names_muslim_general"	"Anka-yi bahri"	nil
"1272"	"names_muslim_general"	"Arnaud Ali"	nil
"1273"	"names_muslim_general"	"Arnaud Celebi"	nil
"1274"	"names_muslim_general"	"Arnaud Reis"	nil
"1275"	"names_muslim_general"	"Avn Illah"	nil
"1276"	"names_muslim_general"	"Badere Zafer"	nil
"1277"	"names_muslim_general"	"Bagdar Reis"	nil
"1278"	"names_muslim_general"	"Baktashi Mustafa"	nil
"1279"	"names_muslim_general"	"Baktashi Uluj"	nil
"1280"	"names_muslim_general"	"Bandino Seret"	nil
"1281"	"names_muslim_general"	"Bedr-i zafar"	nil
"1282"	"names_muslim_general"	"Bekberi-kufret"	nil
"1283"	"names_muslim_general"	"Beleng"	nil
"1284"	"names_muslim_general"	"Beneghem"	nil
"1285"	"names_muslim_general"	"Berber Kali"	nil
"1286"	"names_muslim_general"	"Bernisouef"	nil
"1287"	"names_muslim_general"	"Beylan"	nil
"1288"	"names_muslim_general"	"Biafaret"	nil
"1289"	"names_muslim_general"	"Bisharet"	nil
"1290"	"names_muslim_general"	"Burj Zafer"	nil
"1291"	"names_muslim_general"	"Cademly Mustafa"	nil
"1292"	"names_muslim_general"	"Cali Celebi"	nil
"1293"	"names_muslim_general"	"Celebi Iusuf"	nil
"1294"	"names_muslim_general"	"Celebi Reis"	nil
"1295"	"names_muslim_general"	"Chabal Bahari"	nil
"1296"	"names_muslim_general"	"Chadie"	nil
"1297"	"names_muslim_general"	"Chendereli Mustafa"	nil
"1298"	"names_muslim_general"	"Chios Mehemet"	nil
"1299"	"names_muslim_general"	"Corona Ottomana"	nil
"1300"	"names_muslim_general"	"Dardagan Reis"	nil
"1301"	"names_muslim_general"	"Darius Celebi"	nil
"1302"	"names_muslim_general"	"Darius Haseki"	nil
"1303"	"names_muslim_general"	"Darius Pasha"	nil
"1304"	"names_muslim_general"	"Deli Ali"	nil
"1305"	"names_muslim_general"	"Deli Assan"	nil
"1306"	"names_muslim_general"	"Deli Celebi"	nil
"1307"	"names_muslim_general"	"Deli Chender"	nil
"1308"	"names_muslim_general"	"Deli Iusuf"	nil
"1309"	"names_muslim_general"	"Deli Murad"	nil
"1310"	"names_muslim_general"	"Deli Osman"	nil
"1311"	"names_muslim_general"	"Demir Celebi"	nil
"1312"	"names_muslim_general"	"Dermat Bey"	nil
"1313"	"names_muslim_general"	"Dewan"	nil
"1314"	"names_muslim_general"	"Dragon"	nil
"1315"	"names_muslim_general"	"Dragud Ali"	nil
"1316"	"names_muslim_general"	"Dromus Reis"	nil
"1317"	"names_muslim_general"	"Elzraman"	nil
"1318"	"names_muslim_general"	"Fakih-i zafar"	nil
"1319"	"names_muslim_general"	"Faouish"	nil
"1320"	"names_muslim_general"	"Fathie"	nil
"1321"	"names_muslim_general"	"Fatih Bahri"	nil
"1322"	"names_muslim_general"	"Fatih Eldrij"	nil
"1323"	"names_muslim_general"	"Fayoum"	nil
"1324"	"names_muslim_general"	"Fazl Illah"	nil
"1325"	"names_muslim_general"	"Ferhad Ali"	nil
"1326"	"names_muslim_general"	"Fethiye"	nil
"1327"	"names_muslim_general"	"Fevz Nussret"	nil
"1328"	"names_muslim_general"	"Feyz Mi''raj"	nil
"1329"	"names_muslim_general"	"Fivrie"	nil
"1330"	"names_muslim_general"	"Flying Horse"	nil
"1331"	"names_muslim_general"	"Ghazni Reis"	nil
"1332"	"names_muslim_general"	"Ghyu h Rewan"	nil
"1333"	"names_muslim_general"	"Golden Horse"	nil
"1334"	"names_muslim_general"	"Grande Sultane"	"egy_ottomans"
"1335"	"names_muslim_general"	"Gulbang-i-Nusrat"	nil
"1336"	"names_muslim_general"	"Guzman Ferhad"	nil
"1337"	"names_muslim_general"	"Hafiz Bahman"	nil
"1338"	"names_muslim_general"	"Hajji Aga"	nil
"1339"	"names_muslim_general"	"Halab"	nil
"1340"	"names_muslim_general"	"Half Moon"	nil
"1341"	"names_muslim_general"	"Hamid Ali"	nil
"1342"	"names_muslim_general"	"Haneshi Ahmed"	nil
"1343"	"names_muslim_general"	"Hanyadi Mustafa"	nil
"1344"	"names_muslim_general"	"Hasan Omar"	nil
"1345"	"names_muslim_general"	"Hasan Osman"	nil
"1346"	"names_muslim_general"	"Hasan Pasha"	nil
"1347"	"names_muslim_general"	"Hasan Reis"	nil
"1348"	"names_muslim_general"	"Hasan Rey"	nil
"1349"	"names_muslim_general"	"Hasan Sinam"	nil
"1350"	"names_muslim_general"	"Hasan Uluj"	nil
"1351"	"names_muslim_general"	"Hascedi Hassan"	nil
"1352"	"names_muslim_general"	"Hazuli Sinian"	nil
"1353"	"names_muslim_general"	"Hems"	nil
"1354"	"names_muslim_general"	"Heseki Reis"	nil
"1355"	"names_muslim_general"	"Hignau Mustafa"	nil
"1356"	"names_muslim_general"	"Hims"	nil
"1357"	"names_muslim_general"	"Hunyadi Iusuf"	nil
"1358"	"names_muslim_general"	"Hunyadis Hasan"	nil
"1359"	"names_muslim_general"	"Hyder Enver"	nil
"1360"	"names_muslim_general"	"Ionas Osman"	nil
"1361"	"names_muslim_general"	"Iosul Piali"	nil
"1362"	"names_muslim_general"	"Iskandr"	nil
"1363"	"names_muslim_general"	"Iskender"	nil
"1364"	"names_muslim_general"	"Iskenderiya"	nil
"1365"	"names_muslim_general"	"Iusuf Ali"	nil
"1366"	"names_muslim_general"	"Jami Fazil"	nil
"1367"	"names_muslim_general"	"Jami Uluj"	nil
"1368"	"names_muslim_general"	"Jebel-andaz"	nil
"1369"	"names_muslim_general"	"Kafar Reis"	nil
"1370"	"names_muslim_general"	"Kafir Hajji"	nil
"1371"	"names_muslim_general"	"Ka'id Zafer"	nil
"1372"	"names_muslim_general"	"Kaleman Memi"	nil
"1373"	"names_muslim_general"	"Kali Celebi"	nil
"1374"	"names_muslim_general"	"Kamen Aga"	nil
"1375"	"names_muslim_general"	"Kara Alemdhar"	nil
"1376"	"names_muslim_general"	"Kara Bey"	nil
"1377"	"names_muslim_general"	"Kara Reis"	nil
"1378"	"names_muslim_general"	"Kara Rhodi"	nil
"1379"	"names_muslim_general"	"Karagi Reis"	nil
"1380"	"names_muslim_general"	"Karali Reis"	nil
"1381"	"names_muslim_general"	"Karam Bey"	nil
"1382"	"names_muslim_general"	"Karaman Ali"	nil
"1383"	"names_muslim_general"	"Karaman Hyder"	nil
"1384"	"names_muslim_general"	"Karaman Pasha"	nil
"1385"	"names_muslim_general"	"Karaman Reis"	nil
