version 1, schema campaign_ai_technology_path_junctions_tables, guid 99f0c6da-a9f1-456d-a916-9dd83b41e72c
class(string)	value(int)	tech(string)
"gem_core_samurai"	1	"gempei_military_core_samurai_way"
"gem_core_tax"	1	"gempei_civil_core_rice_loans"
"gem_core_tax"	1	"gempei_civil_core_tax_quota"
"gem_core_tax"	1	"gempei_civil_core_todofuken"
"gem_farm"	20	"gempei_civil_core_tax_quota"
"gem_farm"	20	"gempei_civil_core_todofuken"
"gem_farm"	50	"gempei_civil_province_animal_husbandry"
"gem_farm"	60	"gempei_civil_province_iron_manufacturing"
"gem_farm"	50	"gempei_civil_province_plough_and_oxen"
"gem_horse"	5	"gempei_military_attack_mastery_of_attack"
"gem_horse"	10	"gempei_military_attack_strategy_of_attack"
"gem_horse"	1	"gempei_military_core_bushi"
"gem_horse"	50	"gempei_military_core_samurai_code"
"gem_horse"	10	"gempei_military_core_samurai_way"
"gem_horse"	50	"gempei_military_horse_form"
"gem_horse"	60	"gempei_military_horse_horse_mastery"
"gem_military_first_3"	10	"gempei_military_core_budo"
"gem_military_first_3"	20	"gempei_military_core_bushi"
"gem_military_first_3"	20	"gempei_military_core_koryu"
"gem_money"	30	"gempei_civil_admin_direct_land_tax"
"gem_money"	30	"gempei_civil_admin_police_office"
"gem_money"	10	"gempei_civil_core_tax_quota"
"gem_money"	30	"gempei_civil_core_todofuken"
"gem_old_way"	1	"gempei_military_core_old_way_mastery"
"gem_old_way"	1	"gempei_military_core_the_old_way"
"gem_tier_1_all"	30	"gempei_civil_admin_provincial_officials"
"gem_tier_1_all"	10	"gempei_civil_core_chinese_learning"
"gem_tier_1_all"	20	"gempei_civil_core_poetry_and_literature"
"gem_tier_1_all"	20	"gempei_civil_core_rice_loans"
"gem_tier_1_all"	30	"gempei_civil_development_court_of_pleasure"
"gem_tier_1_all"	30	"gempei_civil_loyalty_kishomon"
"gem_tier_1_all"	30	"gempei_civil_province_iron_manufacturing"
"gem_tier_1_all"	30	"gempei_civil_religion_confucianism"
"gem_tier_1_all"	30	"gempei_military_bow_way_of_the_bow"
"gem_tier_1_all"	10	"gempei_military_core_budo"
"gem_tier_1_all"	20	"gempei_military_core_bushi"
"gem_tier_1_all"	20	"gempei_military_core_koryu"
"gem_tier_1_all"	30	"gempei_military_general_forms_of_the_earth"
"gem_tier_1_all"	30	"gempei_military_horse_form"
"gem_tier_1_civil"	30	"gempei_civil_admin_provincial_officials"
"gem_tier_1_civil"	10	"gempei_civil_core_chinese_learning"
"gem_tier_1_civil"	20	"gempei_civil_core_poetry_and_literature"
"gem_tier_1_civil"	20	"gempei_civil_core_rice_loans"
"gem_tier_1_civil"	30	"gempei_civil_development_court_of_pleasure"
"gem_tier_1_civil"	30	"gempei_civil_loyalty_kishomon"
"gem_tier_1_civil"	30	"gempei_civil_province_iron_manufacturing"
"gem_tier_1_civil"	30	"gempei_civil_religion_confucianism"
"gem_tier_1_military"	30	"gempei_military_bow_way_of_the_bow"
"gem_tier_1_military"	10	"gempei_military_core_budo"
"gem_tier_1_military"	20	"gempei_military_core_bushi"
"gem_tier_1_military"	20	"gempei_military_core_koryu"
"gem_tier_1_military"	30	"gempei_military_general_forms_of_the_earth"
"gem_tier_1_military"	30	"gempei_military_horse_form"
"gem_tier_2_all"	50	"gempei_civil_admin_direct_land_tax"
"gem_tier_2_all"	40	"gempei_civil_core_taoist_thinking"
"gem_tier_2_all"	40	"gempei_civil_core_tax_quota"
"gem_tier_2_all"	50	"gempei_civil_development_clan_identity"
"gem_tier_2_all"	50	"gempei_civil_loyalty_keppan"
"gem_tier_2_all"	50	"gempei_civil_province_plough_and_oxen"
"gem_tier_2_all"	50	"gempei_civil_religion_ceremony_and_ritual"
"gem_tier_2_all"	50	"gempei_military_attack_strategy_of_attack"
"gem_tier_2_all"	50	"gempei_military_bow_bow_expertise"
"gem_tier_2_all"	40	"gempei_military_core_samurai_way"
"gem_tier_2_all"	40	"gempei_military_core_the_old_way"
"gem_tier_2_all"	50	"gempei_military_defence_strategy_of_defence"
"gem_tier_2_civil"	50	"gempei_civil_admin_direct_land_tax"
"gem_tier_2_civil"	40	"gempei_civil_core_taoist_thinking"
"gem_tier_2_civil"	40	"gempei_civil_core_tax_quota"
"gem_tier_2_civil"	50	"gempei_civil_development_clan_identity"
"gem_tier_2_civil"	50	"gempei_civil_loyalty_keppan"
"gem_tier_2_civil"	50	"gempei_civil_province_plough_and_oxen"
"gem_tier_2_civil"	50	"gempei_civil_religion_ceremony_and_ritual"
"gem_tier_2_military"	50	"gempei_military_attack_strategy_of_attack"
"gem_tier_2_military"	50	"gempei_military_bow_bow_expertise"
"gem_tier_2_military"	40	"gempei_military_core_samurai_way"
"gem_tier_2_military"	40	"gempei_military_core_the_old_way"
"gem_tier_2_military"	50	"gempei_military_defence_strategy_of_defence"
"gem_tier_3_all"	70	"gempei_civil_admin_police_office"
"gem_tier_3_all"	60	"gempei_civil_core_tang_military"
"gem_tier_3_all"	60	"gempei_civil_core_todofuken"
"gem_tier_3_all"	80	"gempei_civil_core_way_of_chi"
"gem_tier_3_all"	70	"gempei_civil_development_sumo_retainers"
"gem_tier_3_all"	70	"gempei_civil_province_animal_husbandry"
"gem_tier_3_all"	70	"gempei_civil_religion_calligraphy"
"gem_tier_3_all"	70	"gempei_military_attack_mastery_of_attack"
"gem_tier_3_all"	70	"gempei_military_bow_kyujutsu_mastery"
"gem_tier_3_all"	80	"gempei_military_core_bushido"
"gem_tier_3_all"	60	"gempei_military_core_old_way_mastery"
"gem_tier_3_all"	60	"gempei_military_core_samurai_code"
"gem_tier_3_all"	70	"gempei_military_defence_mastery_of_defence"
"gem_tier_3_all"	70	"gempei_military_general_the_nine_transformations"
"gem_tier_3_all"	70	"gempei_military_horse_horse_mastery"
"gem_tier_3_civil"	70	"gempei_civil_admin_police_office"
"gem_tier_3_civil"	60	"gempei_civil_core_tang_military"
"gem_tier_3_civil"	60	"gempei_civil_core_todofuken"
"gem_tier_3_civil"	80	"gempei_civil_core_way_of_chi"
"gem_tier_3_civil"	70	"gempei_civil_development_sumo_retainers"
"gem_tier_3_civil"	70	"gempei_civil_province_animal_husbandry"
"gem_tier_3_civil"	70	"gempei_civil_religion_calligraphy"
"gem_tier_3_military"	70	"gempei_military_attack_mastery_of_attack"
"gem_tier_3_military"	70	"gempei_military_bow_kyujutsu_mastery"
"gem_tier_3_military"	80	"gempei_military_core_bushido"
"gem_tier_3_military"	60	"gempei_military_core_old_way_mastery"
"gem_tier_3_military"	60	"gempei_military_core_samurai_code"
"gem_tier_3_military"	70	"gempei_military_defence_mastery_of_defence"
"gem_tier_3_military"	70	"gempei_military_general_the_nine_transformations"
"gem_tier_3_military"	70	"gempei_military_horse_horse_mastery"
"general_civic_tier1"	10	"shogun_civil_core_todofuken"
"general_civic_tier1"	10	"shogun_civil_core_zen"
"general_civic_tier2"	20	"shogun_civil_core_tax_reform"
"general_civic_tier2"	20	"shogun_civil_core_tea_ceremony"
"general_civic_tier3"	30	"shogun_civil_core_calligraphy"
"general_civic_tier3"	40	"shogun_civil_core_epic_architecture"
"general_civic_tier3"	30	"shogun_civil_core_traditional_building"
"general_military_tier1"	10	"shogun_military_core_strategy_of_attack"
"general_military_tier1"	10	"shogun_military_core_strategy_of_defence"
"general_military_tier2"	20	"shogun_military_core_form"
"general_military_tier2"	20	"shogun_military_core_heaven_and_earth"
"general_military_tier3"	30	"shogun_military_core_horse_mastery"
"general_military_tier3"	40	"shogun_military_core_shih"
"general_military_tier3"	30	"shogun_military_core_the_five_elements"
"loyalty_tier1"	10	"shogun_civil_core_zen"
"loyalty_tier1"	20	"shogun_civil_loyalty_noh"
"loyalty_tier2"	20	"shogun_civil_core_tea_ceremony"
"loyalty_tier2"	30	"shogun_civil_loyalty_sumo_tournament"
"metsuke_tier1"	10	"shogun_civil_core_todofuken"
"metsuke_tier1"	20	"shogun_civil_metsuke_secret_police"
"metsuke_tier2"	30	"shogun_civil_core_calligraphy"
"metsuke_tier2"	30	"shogun_civil_core_tea_ceremony"
"metsuke_tier2"	20	"shogun_civil_core_zen"
"metsuke_tier2"	30	"shogun_civil_metsuke_sword_hunt"
"military_tier1"	30	"shogun_military_bow_way_of_the_bow"
"military_tier1"	10	"shogun_military_core_bushido"
"military_tier1"	20	"shogun_military_core_strategy_of_attack"
"military_tier1"	20	"shogun_military_core_strategy_of_defence"
"military_tier1"	30	"shogun_military_naval_way_of_the_sea"
"military_tier1"	30	"shogun_military_spear_way_of_the_spear"
"military_tier1"	30	"shogun_military_sword_way_of_the_sword"
"military_tier2"	30	"shogun_military_bow_bow_expertise"
"military_tier2"	20	"shogun_military_core_form"
"military_tier2"	20	"shogun_military_core_heaven_and_earth"
"military_tier2"	30	"shogun_military_musket_attack_by_fire"
"military_tier2"	30	"shogun_military_naval_naval_expertise"
"military_tier2"	30	"shogun_military_spear_spear_expertise"
"military_tier2"	30	"shogun_military_sword_sword_expertise"
"military_tier3"	50	"shogun_military_bow_kyujutsu_mastery"
"military_tier3"	40	"shogun_military_core_horse_mastery"
"military_tier3"	60	"shogun_military_core_shih"
"military_tier3"	40	"shogun_military_core_the_five_elements"
"military_tier3"	50	"shogun_military_musket_teppo_mastery"
"military_tier3"	50	"shogun_military_naval_mastery_of_the_waves"
"military_tier3"	50	"shogun_military_spear_sojutsu_mastery"
"military_tier3"	50	"shogun_military_sword_kenjutsu_mastery"
"naval_tier1"	10	"shogun_military_core_strategy_of_attack"
"naval_tier1"	10	"shogun_military_core_strategy_of_defence"
"naval_tier1"	20	"shogun_military_naval_way_of_the_sea"
"naval_tier2"	20	"shogun_military_core_heaven_and_earth"
"naval_tier2"	30	"shogun_military_musket_attack_by_fire"
"naval_tier2"	40	"shogun_military_naval_naval_expertise"
"naval_tier3"	30	"shogun_military_naval_mastery_of_the_waves"
"ninja_tier1"	20	"shogun_civil_core_tax_reform"
"ninja_tier1"	10	"shogun_civil_core_todofuken"
"ninja_tier1"	30	"shogun_civil_ninja_school_of_shinobi"
"ninja_tier2"	20	"shogun_civil_core_traditional_building"
"ninja_tier2"	30	"shogun_civil_ninja_ninjutsu_mastery"
"noh"	20	"shogun_civil_core_tea_ceremony"
"noh"	10	"shogun_civil_core_zen"
"noh"	20	"shogun_civil_loyalty_noh"
"noh"	30	"shogun_civil_loyalty_sumo_tournament"
"province_tier1"	10	"shogun_civil_core_todofuken"
"province_tier1"	20	"shogun_civil_province_equal_fields"
"province_tier2"	20	"shogun_civil_core_tax_reform"
"province_tier2"	30	"shogun_civil_province_chonindo"
"province_tier3"	30	"shogun_civil_core_traditional_building"
"province_tier3"	40	"shogun_civil_province_kinza_mint"
"religion_tier1"	10	"shogun_civil_core_zen"
"religion_tier1"	20	"shogun_civil_religion_essence_of_the_spirit"
"religion_tier1"	20	"shogun_civil_religion_otomo_essence_of_the_spirit"
"religion_tier2"	20	"shogun_civil_core_tea_ceremony"
"religion_tier2"	30	"shogun_civil_religion_religious_self_sufficiency"
"religion_tier2"	30	"shogun_civil_religion_scholarship"
"religion_tier3"	30	"shogun_civil_core_calligraphy"
"religion_tier3"	40	"shogun_civil_religion_neo_confucianism"
"religion_tier3"	40	"shogun_civil_religion_religious_propagation"
"school_of_shinobi"	20	"shogun_civil_core_tax_reform"
"school_of_shinobi"	10	"shogun_civil_core_todofuken"
"school_of_shinobi"	30	"shogun_civil_core_traditional_building"
"school_of_shinobi"	40	"shogun_civil_ninja_ninjutsu_mastery"
"school_of_shinobi"	30	"shogun_civil_ninja_school_of_shinobi"
"secret_police"	20	"shogun_civil_core_calligraphy"
"secret_police"	20	"shogun_civil_core_tea_ceremony"
"secret_police"	10	"shogun_civil_core_todofuken"
"secret_police"	10	"shogun_civil_core_zen"
"secret_police"	20	"shogun_civil_metsuke_secret_police"
"secret_police"	30	"shogun_civil_metsuke_sword_hunt"
"shih"	10	"shogun_military_core_form"
"shih"	10	"shogun_military_core_heaven_and_earth"
"shih"	10	"shogun_military_core_horse_mastery"
"shih"	20	"shogun_military_core_shih"
"shih"	10	"shogun_military_core_strategy_of_attack"
"shih"	10	"shogun_military_core_strategy_of_defence"
"shih"	10	"shogun_military_core_the_five_elements"
"spear_tier1"	10	"shogun_military_core_strategy_of_defence"
"spear_tier1"	20	"shogun_military_spear_way_of_the_spear"
"spear_tier2"	20	"shogun_military_core_heaven_and_earth"
"spear_tier2"	30	"shogun_military_spear_spear_expertise"
"spear_tier3"	30	"shogun_military_core_the_five_elements"
"spear_tier3"	40	"shogun_military_spear_sojutsu_mastery"
"sword_tier1"	10	"shogun_military_core_strategy_of_attack"
"sword_tier1"	20	"shogun_military_sword_way_of_the_sword"
"sword_tier2"	20	"shogun_military_core_form"
"sword_tier2"	30	"shogun_military_sword_sword_expertise"
"sword_tier3"	30	"shogun_military_core_horse_mastery"
"sword_tier3"	40	"shogun_military_sword_kenjutsu_mastery"
"teppo_tier1"	20	"shogun_military_core_heaven_and_earth"
"teppo_tier1"	10	"shogun_military_core_strategy_of_defence"
"teppo_tier1"	30	"shogun_military_musket_attack_by_fire"
"teppo_tier2"	20	"shogun_military_core_the_five_elements"
"teppo_tier2"	30	"shogun_military_musket_teppo_mastery"
"way of sea"	20	"shogun_military_core_heaven_and_earth"
"way of sea"	10	"shogun_military_core_strategy_of_attack"
"way of sea"	10	"shogun_military_core_strategy_of_defence"
"way of sea"	30	"shogun_military_musket_attack_by_fire"
"way of sea"	40	"shogun_military_naval_mastery_of_the_waves"
"way of sea"	30	"shogun_military_naval_naval_expertise"
"way of sea"	20	"shogun_military_naval_way_of_the_sea"
"way of_bow"	30	"shogun_military_bow_bow_expertise"
"way of_bow"	40	"shogun_military_bow_kyujutsu_mastery"
"way of_bow"	20	"shogun_military_bow_way_of_the_bow"
"way of_bow"	20	"shogun_military_core_form"
"way of_bow"	30	"shogun_military_core_horse_mastery"
"way of_bow"	10	"shogun_military_core_strategy_of_attack"
"way_of_chi"	10	"shogun_civil_core_way_of_chi"
"way_of_fire"	20	"shogun_military_core_heaven_and_earth"
"way_of_fire"	10	"shogun_military_core_strategy_of_defence"
"way_of_fire"	30	"shogun_military_core_the_five_elements"
"way_of_fire"	30	"shogun_military_musket_attack_by_fire"
"way_of_fire"	40	"shogun_military_musket_teppo_mastery"
"way_of_money"	20	"shogun_civil_core_tax_reform"
"way_of_money"	10	"shogun_civil_core_todofuken"
"way_of_money"	30	"shogun_civil_core_traditional_building"
"way_of_money"	30	"shogun_civil_province_chonindo"
"way_of_money"	20	"shogun_civil_province_equal_fields"
"way_of_money"	40	"shogun_civil_province_kinza_mint"
"way_of_spear"	20	"shogun_military_core_heaven_and_earth"
"way_of_spear"	10	"shogun_military_core_strategy_of_defence"
"way_of_spear"	30	"shogun_military_core_the_five_elements"
"way_of_spear"	40	"shogun_military_spear_sojutsu_mastery"
"way_of_spear"	30	"shogun_military_spear_spear_expertise"
"way_of_spear"	20	"shogun_military_spear_way_of_the_spear"
"way_of_sword"	20	"shogun_military_core_form"
"way_of_sword"	30	"shogun_military_core_horse_mastery"
"way_of_sword"	10	"shogun_military_core_strategy_of_attack"
"way_of_sword"	40	"shogun_military_sword_kenjutsu_mastery"
"way_of_sword"	30	"shogun_military_sword_sword_expertise"
"way_of_sword"	20	"shogun_military_sword_way_of_the_sword"
