version 1, schema technology_faction_junctions_tables
Tech_IDRef(string)	Faction_IDRef(string)
"industry_agriculture_advanced_irrigation"	"france"
"industry_agriculture_advanced_irrigation"	"french_rebels"
"industry_agriculture_advanced_irrigation"	"french_settler_rebels"
"industry_agriculture_advanced_irrigation"	"genoa"
"industry_agriculture_advanced_irrigation"	"georgia"
"industry_agriculture_advanced_irrigation"	"greece"
"industry_agriculture_advanced_irrigation"	"greek_rebels"
"industry_agriculture_advanced_irrigation"	"hannover"
"industry_agriculture_advanced_irrigation"	"hessen"
"industry_agriculture_advanced_irrigation"	"holstein_gottorp"
"industry_agriculture_advanced_irrigation"	"hungary"
"industry_agriculture_advanced_irrigation"	"huron"
"industry_agriculture_advanced_irrigation"	"india_settler_rebels"
"industry_agriculture_advanced_irrigation"	"inuit"
"industry_agriculture_advanced_irrigation"	"ireland"
"industry_agriculture_advanced_irrigation"	"iroquoi"
"industry_agriculture_advanced_irrigation"	"italian_rebels"
"industry_agriculture_advanced_irrigation"	"khanate_khiva"
"industry_agriculture_advanced_irrigation"	"knights_stjohn"
"industry_agriculture_advanced_irrigation"	"louisiana"
"industry_agriculture_advanced_irrigation"	"mamelukes"
"industry_agriculture_advanced_irrigation"	"maratha"
"industry_agriculture_advanced_irrigation"	"maratha_rebels"
"industry_agriculture_advanced_irrigation"	"mecklenburg"
"industry_agriculture_advanced_irrigation"	"mexico"
"industry_agriculture_advanced_irrigation"	"middle_east_settler_rebels"
"industry_agriculture_advanced_irrigation"	"morocco"
"industry_agriculture_advanced_irrigation"	"mughal"
"industry_agriculture_advanced_irrigation"	"mughal_rebels"
"industry_agriculture_advanced_irrigation"	"mysore"
"industry_agriculture_advanced_irrigation"	"naples_sicily"
"industry_agriculture_advanced_irrigation"	"netherlands"
"industry_agriculture_advanced_irrigation"	"new_spain"
"industry_agriculture_advanced_irrigation"	"norway"
"industry_agriculture_advanced_irrigation"	"ottoman_rebels"
"industry_agriculture_advanced_irrigation"	"ottomans"
"industry_agriculture_advanced_irrigation"	"papal_states"
"industry_agriculture_advanced_irrigation"	"persian_rebels"
"industry_agriculture_advanced_irrigation"	"piedmont_savoy"
"industry_agriculture_advanced_irrigation"	"pirates"
"industry_agriculture_advanced_irrigation"	"plains"
"industry_agriculture_advanced_irrigation"	"poland_lithuania"
"industry_agriculture_advanced_irrigation"	"portugal"
"industry_agriculture_advanced_irrigation"	"portugese_rebels"
"industry_agriculture_advanced_irrigation"	"powhatan"
"industry_agriculture_advanced_irrigation"	"prussia"
"industry_agriculture_advanced_irrigation"	"prussian_rebels"
"industry_agriculture_advanced_irrigation"	"pueblo"
"industry_agriculture_advanced_irrigation"	"punjab"
"industry_agriculture_advanced_irrigation"	"quebec"
"industry_agriculture_advanced_irrigation"	"russia"
"industry_agriculture_advanced_irrigation"	"safavids"
"industry_agriculture_advanced_irrigation"	"saxony"
"industry_agriculture_advanced_irrigation"	"scandinavian_rebels"
"industry_agriculture_advanced_irrigation"	"scotland"
"industry_agriculture_advanced_irrigation"	"sikh_rebels"
"industry_agriculture_advanced_irrigation"	"slavic_rebels"
"industry_agriculture_advanced_irrigation"	"spain"
"industry_agriculture_advanced_irrigation"	"spanish_rebels"
"industry_agriculture_advanced_irrigation"	"spanish_settler_rebels"
"industry_agriculture_advanced_irrigation"	"sweden"
"industry_agriculture_advanced_irrigation"	"swiss_confederation"
"industry_agriculture_advanced_irrigation"	"thirteen_colonies"
"industry_agriculture_advanced_irrigation"	"tuscany"
"industry_agriculture_advanced_irrigation"	"united_states"
"industry_agriculture_advanced_irrigation"	"venice"
"industry_agriculture_advanced_irrigation"	"virginia"
"industry_agriculture_advanced_irrigation"	"virginia_colonists"
"industry_agriculture_advanced_irrigation"	"westphalia"
"industry_agriculture_advanced_irrigation"	"wurttemberg"
"industry_agriculture_common_land_enclosures"	"afghanistan"
"industry_agriculture_common_land_enclosures"	"american_rebels"
"industry_agriculture_common_land_enclosures"	"amerind_rebels"
"industry_agriculture_common_land_enclosures"	"austria"
"industry_agriculture_common_land_enclosures"	"austrian_rebels"
"industry_agriculture_common_land_enclosures"	"barbary_rebels"
"industry_agriculture_common_land_enclosures"	"barbary_states"
"industry_agriculture_common_land_enclosures"	"bavaria"
"industry_agriculture_common_land_enclosures"	"britain"
"industry_agriculture_common_land_enclosures"	"british_rebels"
"industry_agriculture_common_land_enclosures"	"british_settler_rebels"
"industry_agriculture_common_land_enclosures"	"chechenya_dagestan"
"industry_agriculture_common_land_enclosures"	"cherokee"
"industry_agriculture_common_land_enclosures"	"colombia"
"industry_agriculture_common_land_enclosures"	"cossack_rebels"
"industry_agriculture_common_land_enclosures"	"courland"
"industry_agriculture_common_land_enclosures"	"crimean_khanate"
"industry_agriculture_common_land_enclosures"	"denmark"
"industry_agriculture_common_land_enclosures"	"dutch_rebels"
"industry_agriculture_common_land_enclosures"	"european_settler_rebels"
"industry_agriculture_common_land_enclosures"	"france"
"industry_agriculture_common_land_enclosures"	"french_rebels"
"industry_agriculture_common_land_enclosures"	"french_settler_rebels"
"industry_agriculture_common_land_enclosures"	"genoa"
"industry_agriculture_common_land_enclosures"	"georgia"
"industry_agriculture_common_land_enclosures"	"greece"
"industry_agriculture_common_land_enclosures"	"greek_rebels"
"industry_agriculture_common_land_enclosures"	"hannover"
"industry_agriculture_common_land_enclosures"	"hessen"
"industry_agriculture_common_land_enclosures"	"holstein_gottorp"
"industry_agriculture_common_land_enclosures"	"hungary"
"industry_agriculture_common_land_enclosures"	"huron"
"industry_agriculture_common_land_enclosures"	"india_settler_rebels"
"industry_agriculture_common_land_enclosures"	"inuit"
"industry_agriculture_common_land_enclosures"	"ireland"
"industry_agriculture_common_land_enclosures"	"iroquoi"
"industry_agriculture_common_land_enclosures"	"italian_rebels"
"industry_agriculture_common_land_enclosures"	"khanate_khiva"
"industry_agriculture_common_land_enclosures"	"knights_stjohn"
"industry_agriculture_common_land_enclosures"	"louisiana"
"industry_agriculture_common_land_enclosures"	"mamelukes"
"industry_agriculture_common_land_enclosures"	"maratha"
"industry_agriculture_common_land_enclosures"	"maratha_rebels"
"industry_agriculture_common_land_enclosures"	"mecklenburg"
"industry_agriculture_common_land_enclosures"	"mexico"
"industry_agriculture_common_land_enclosures"	"middle_east_settler_rebels"
"industry_agriculture_common_land_enclosures"	"morocco"
"industry_agriculture_common_land_enclosures"	"mughal"
"industry_agriculture_common_land_enclosures"	"mughal_rebels"
"industry_agriculture_common_land_enclosures"	"mysore"
"industry_agriculture_common_land_enclosures"	"naples_sicily"
"industry_agriculture_common_land_enclosures"	"netherlands"
"industry_agriculture_common_land_enclosures"	"new_spain"
"industry_agriculture_common_land_enclosures"	"norway"
"industry_agriculture_common_land_enclosures"	"ottoman_rebels"
"industry_agriculture_common_land_enclosures"	"ottomans"
"industry_agriculture_common_land_enclosures"	"papal_states"
"industry_agriculture_common_land_enclosures"	"persian_rebels"
"industry_agriculture_common_land_enclosures"	"piedmont_savoy"
"industry_agriculture_common_land_enclosures"	"pirates"
"industry_agriculture_common_land_enclosures"	"plains"
"industry_agriculture_common_land_enclosures"	"poland_lithuania"
"industry_agriculture_common_land_enclosures"	"portugal"
"industry_agriculture_common_land_enclosures"	"portugese_rebels"
"industry_agriculture_common_land_enclosures"	"powhatan"
"industry_agriculture_common_land_enclosures"	"prussia"
"industry_agriculture_common_land_enclosures"	"prussian_rebels"
"industry_agriculture_common_land_enclosures"	"pueblo"
"industry_agriculture_common_land_enclosures"	"punjab"
"industry_agriculture_common_land_enclosures"	"quebec"
"industry_agriculture_common_land_enclosures"	"russia"
"industry_agriculture_common_land_enclosures"	"safavids"
"industry_agriculture_common_land_enclosures"	"saxony"
"industry_agriculture_common_land_enclosures"	"scandinavian_rebels"
"industry_agriculture_common_land_enclosures"	"scotland"
"industry_agriculture_common_land_enclosures"	"sikh_rebels"
"industry_agriculture_common_land_enclosures"	"slavic_rebels"
"industry_agriculture_common_land_enclosures"	"spain"
"industry_agriculture_common_land_enclosures"	"spanish_rebels"
"industry_agriculture_common_land_enclosures"	"spanish_settler_rebels"
"industry_agriculture_common_land_enclosures"	"sweden"
"industry_agriculture_common_land_enclosures"	"swiss_confederation"
"industry_agriculture_common_land_enclosures"	"thirteen_colonies"
"industry_agriculture_common_land_enclosures"	"tuscany"
"industry_agriculture_common_land_enclosures"	"united_states"
"industry_agriculture_common_land_enclosures"	"venice"
"industry_agriculture_common_land_enclosures"	"virginia"
"industry_agriculture_common_land_enclosures"	"virginia_colonists"
"industry_agriculture_common_land_enclosures"	"westphalia"
"industry_agriculture_common_land_enclosures"	"wurttemberg"
"industry_agriculture_four_field_crop_rotation"	"afghanistan"
"industry_agriculture_four_field_crop_rotation"	"american_rebels"
"industry_agriculture_four_field_crop_rotation"	"amerind_rebels"
"industry_agriculture_four_field_crop_rotation"	"austria"
"industry_agriculture_four_field_crop_rotation"	"austrian_rebels"
"industry_agriculture_four_field_crop_rotation"	"barbary_rebels"
"industry_agriculture_four_field_crop_rotation"	"barbary_states"
"industry_agriculture_four_field_crop_rotation"	"bavaria"
"industry_agriculture_four_field_crop_rotation"	"britain"
"industry_agriculture_four_field_crop_rotation"	"british_rebels"
"industry_agriculture_four_field_crop_rotation"	"british_settler_rebels"
"industry_agriculture_four_field_crop_rotation"	"chechenya_dagestan"
"industry_agriculture_four_field_crop_rotation"	"cherokee"
"industry_agriculture_four_field_crop_rotation"	"colombia"
"industry_agriculture_four_field_crop_rotation"	"cossack_rebels"
"industry_agriculture_four_field_crop_rotation"	"courland"
"industry_agriculture_four_field_crop_rotation"	"crimean_khanate"
"industry_agriculture_four_field_crop_rotation"	"denmark"
"industry_agriculture_four_field_crop_rotation"	"dutch_rebels"
"industry_agriculture_four_field_crop_rotation"	"european_settler_rebels"
"industry_agriculture_four_field_crop_rotation"	"france"
"industry_agriculture_four_field_crop_rotation"	"french_rebels"
"industry_agriculture_four_field_crop_rotation"	"french_settler_rebels"
"industry_agriculture_four_field_crop_rotation"	"genoa"
"industry_agriculture_four_field_crop_rotation"	"georgia"
"industry_agriculture_four_field_crop_rotation"	"greece"
"industry_agriculture_four_field_crop_rotation"	"greek_rebels"
"industry_agriculture_four_field_crop_rotation"	"hannover"
"industry_agriculture_four_field_crop_rotation"	"hessen"
"industry_agriculture_four_field_crop_rotation"	"holstein_gottorp"
"industry_agriculture_four_field_crop_rotation"	"hungary"
"industry_agriculture_four_field_crop_rotation"	"huron"
"industry_agriculture_four_field_crop_rotation"	"india_settler_rebels"
"industry_agriculture_four_field_crop_rotation"	"inuit"
"industry_agriculture_four_field_crop_rotation"	"ireland"
"industry_agriculture_four_field_crop_rotation"	"iroquoi"
"industry_agriculture_four_field_crop_rotation"	"italian_rebels"
"industry_agriculture_four_field_crop_rotation"	"khanate_khiva"
"industry_agriculture_four_field_crop_rotation"	"knights_stjohn"
"industry_agriculture_four_field_crop_rotation"	"louisiana"
"industry_agriculture_four_field_crop_rotation"	"mamelukes"
"industry_agriculture_four_field_crop_rotation"	"maratha"
"industry_agriculture_four_field_crop_rotation"	"maratha_rebels"
"industry_agriculture_four_field_crop_rotation"	"mecklenburg"
"industry_agriculture_four_field_crop_rotation"	"mexico"
"industry_agriculture_four_field_crop_rotation"	"middle_east_settler_rebels"
"industry_agriculture_four_field_crop_rotation"	"morocco"
"industry_agriculture_four_field_crop_rotation"	"mughal"
"industry_agriculture_four_field_crop_rotation"	"mughal_rebels"
"industry_agriculture_four_field_crop_rotation"	"mysore"
"industry_agriculture_four_field_crop_rotation"	"naples_sicily"
"industry_agriculture_four_field_crop_rotation"	"netherlands"
"industry_agriculture_four_field_crop_rotation"	"new_spain"
"industry_agriculture_four_field_crop_rotation"	"norway"
"industry_agriculture_four_field_crop_rotation"	"ottoman_rebels"
"industry_agriculture_four_field_crop_rotation"	"ottomans"
"industry_agriculture_four_field_crop_rotation"	"papal_states"
"industry_agriculture_four_field_crop_rotation"	"persian_rebels"
"industry_agriculture_four_field_crop_rotation"	"piedmont_savoy"
"industry_agriculture_four_field_crop_rotation"	"pirates"
"industry_agriculture_four_field_crop_rotation"	"plains"
"industry_agriculture_four_field_crop_rotation"	"poland_lithuania"
"industry_agriculture_four_field_crop_rotation"	"portugal"
"industry_agriculture_four_field_crop_rotation"	"portugese_rebels"
"industry_agriculture_four_field_crop_rotation"	"powhatan"
"industry_agriculture_four_field_crop_rotation"	"prussia"
"industry_agriculture_four_field_crop_rotation"	"prussian_rebels"
"industry_agriculture_four_field_crop_rotation"	"pueblo"
"industry_agriculture_four_field_crop_rotation"	"punjab"
"industry_agriculture_four_field_crop_rotation"	"quebec"
"industry_agriculture_four_field_crop_rotation"	"russia"
"industry_agriculture_four_field_crop_rotation"	"safavids"
"industry_agriculture_four_field_crop_rotation"	"saxony"
"industry_agriculture_four_field_crop_rotation"	"scandinavian_rebels"
"industry_agriculture_four_field_crop_rotation"	"scotland"
"industry_agriculture_four_field_crop_rotation"	"sikh_rebels"
"industry_agriculture_four_field_crop_rotation"	"slavic_rebels"
"industry_agriculture_four_field_crop_rotation"	"spain"
"industry_agriculture_four_field_crop_rotation"	"spanish_rebels"
"industry_agriculture_four_field_crop_rotation"	"spanish_settler_rebels"
"industry_agriculture_four_field_crop_rotation"	"sweden"
"industry_agriculture_four_field_crop_rotation"	"swiss_confederation"
"industry_agriculture_four_field_crop_rotation"	"thirteen_colonies"
"industry_agriculture_four_field_crop_rotation"	"tuscany"
"industry_agriculture_four_field_crop_rotation"	"united_states"
"industry_agriculture_four_field_crop_rotation"	"venice"
"industry_agriculture_four_field_crop_rotation"	"virginia"
"industry_agriculture_four_field_crop_rotation"	"virginia_colonists"
"industry_agriculture_four_field_crop_rotation"	"westphalia"
"industry_agriculture_four_field_crop_rotation"	"wurttemberg"
"industry_agriculture_improved_animal_husbandry"	"afghanistan"
"industry_agriculture_improved_animal_husbandry"	"american_rebels"
"industry_agriculture_improved_animal_husbandry"	"amerind_rebels"
"industry_agriculture_improved_animal_husbandry"	"austria"
"industry_agriculture_improved_animal_husbandry"	"austrian_rebels"
"industry_agriculture_improved_animal_husbandry"	"barbary_rebels"
"industry_agriculture_improved_animal_husbandry"	"barbary_states"
"industry_agriculture_improved_animal_husbandry"	"bavaria"
"industry_agriculture_improved_animal_husbandry"	"britain"
"industry_agriculture_improved_animal_husbandry"	"british_rebels"
"industry_agriculture_improved_animal_husbandry"	"british_settler_rebels"
"industry_agriculture_improved_animal_husbandry"	"chechenya_dagestan"
"industry_agriculture_improved_animal_husbandry"	"cherokee"
"industry_agriculture_improved_animal_husbandry"	"colombia"
"industry_agriculture_improved_animal_husbandry"	"cossack_rebels"
"industry_agriculture_improved_animal_husbandry"	"courland"
"industry_agriculture_improved_animal_husbandry"	"crimean_khanate"
"industry_agriculture_improved_animal_husbandry"	"denmark"
"industry_agriculture_improved_animal_husbandry"	"dutch_rebels"
"industry_agriculture_improved_animal_husbandry"	"european_settler_rebels"
"industry_agriculture_improved_animal_husbandry"	"france"
"industry_agriculture_improved_animal_husbandry"	"french_rebels"
"industry_agriculture_improved_animal_husbandry"	"french_settler_rebels"
"industry_agriculture_improved_animal_husbandry"	"genoa"
"industry_agriculture_improved_animal_husbandry"	"georgia"
"industry_agriculture_improved_animal_husbandry"	"greece"
"industry_agriculture_improved_animal_husbandry"	"greek_rebels"
"industry_agriculture_improved_animal_husbandry"	"hannover"
"industry_agriculture_improved_animal_husbandry"	"hessen"
"industry_agriculture_improved_animal_husbandry"	"holstein_gottorp"
"industry_agriculture_improved_animal_husbandry"	"hungary"
"industry_agriculture_improved_animal_husbandry"	"huron"
"industry_agriculture_improved_animal_husbandry"	"india_settler_rebels"
"industry_agriculture_improved_animal_husbandry"	"inuit"
"industry_agriculture_improved_animal_husbandry"	"ireland"
"industry_agriculture_improved_animal_husbandry"	"iroquoi"
"industry_agriculture_improved_animal_husbandry"	"italian_rebels"
"industry_agriculture_improved_animal_husbandry"	"khanate_khiva"
"industry_agriculture_improved_animal_husbandry"	"knights_stjohn"
"industry_agriculture_improved_animal_husbandry"	"louisiana"
"industry_agriculture_improved_animal_husbandry"	"mamelukes"
"industry_agriculture_improved_animal_husbandry"	"maratha"
"industry_agriculture_improved_animal_husbandry"	"maratha_rebels"
"industry_agriculture_improved_animal_husbandry"	"mecklenburg"
"industry_agriculture_improved_animal_husbandry"	"mexico"
"industry_agriculture_improved_animal_husbandry"	"middle_east_settler_rebels"
"industry_agriculture_improved_animal_husbandry"	"morocco"
"industry_agriculture_improved_animal_husbandry"	"mughal"
"industry_agriculture_improved_animal_husbandry"	"mughal_rebels"
"industry_agriculture_improved_animal_husbandry"	"mysore"
"industry_agriculture_improved_animal_husbandry"	"naples_sicily"
"industry_agriculture_improved_animal_husbandry"	"netherlands"
"industry_agriculture_improved_animal_husbandry"	"new_spain"
"industry_agriculture_improved_animal_husbandry"	"norway"
"industry_agriculture_improved_animal_husbandry"	"ottoman_rebels"
"industry_agriculture_improved_animal_husbandry"	"ottomans"
"industry_agriculture_improved_animal_husbandry"	"papal_states"
"industry_agriculture_improved_animal_husbandry"	"persian_rebels"
"industry_agriculture_improved_animal_husbandry"	"piedmont_savoy"
"industry_agriculture_improved_animal_husbandry"	"pirates"
"industry_agriculture_improved_animal_husbandry"	"plains"
"industry_agriculture_improved_animal_husbandry"	"poland_lithuania"
"industry_agriculture_improved_animal_husbandry"	"portugal"
"industry_agriculture_improved_animal_husbandry"	"portugese_rebels"
"industry_agriculture_improved_animal_husbandry"	"powhatan"
"industry_agriculture_improved_animal_husbandry"	"prussia"
"industry_agriculture_improved_animal_husbandry"	"prussian_rebels"
"industry_agriculture_improved_animal_husbandry"	"pueblo"
"industry_agriculture_improved_animal_husbandry"	"punjab"
"industry_agriculture_improved_animal_husbandry"	"quebec"
"industry_agriculture_improved_animal_husbandry"	"russia"
"industry_agriculture_improved_animal_husbandry"	"safavids"
"industry_agriculture_improved_animal_husbandry"	"saxony"
"industry_agriculture_improved_animal_husbandry"	"scandinavian_rebels"
"industry_agriculture_improved_animal_husbandry"	"scotland"
"industry_agriculture_improved_animal_husbandry"	"sikh_rebels"
"industry_agriculture_improved_animal_husbandry"	"slavic_rebels"
"industry_agriculture_improved_animal_husbandry"	"spain"
"industry_agriculture_improved_animal_husbandry"	"spanish_rebels"
"industry_agriculture_improved_animal_husbandry"	"spanish_settler_rebels"
"industry_agriculture_improved_animal_husbandry"	"sweden"
"industry_agriculture_improved_animal_husbandry"	"swiss_confederation"
"industry_agriculture_improved_animal_husbandry"	"thirteen_colonies"
"industry_agriculture_improved_animal_husbandry"	"tuscany"
"industry_agriculture_improved_animal_husbandry"	"united_states"
"industry_agriculture_improved_animal_husbandry"	"venice"
"industry_agriculture_improved_animal_husbandry"	"virginia"
"industry_agriculture_improved_animal_husbandry"	"virginia_colonists"
"industry_agriculture_improved_animal_husbandry"	"westphalia"
"industry_agriculture_improved_animal_husbandry"	"wurttemberg"
"industry_agriculture_seed_planting_drill"	"afghanistan"
"industry_agriculture_seed_planting_drill"	"american_rebels"
"industry_agriculture_seed_planting_drill"	"amerind_rebels"
"industry_agriculture_seed_planting_drill"	"austria"
"industry_agriculture_seed_planting_drill"	"austrian_rebels"
"industry_agriculture_seed_planting_drill"	"barbary_rebels"
"industry_agriculture_seed_planting_drill"	"barbary_states"
"industry_agriculture_seed_planting_drill"	"bavaria"
"industry_agriculture_seed_planting_drill"	"britain"
"industry_agriculture_seed_planting_drill"	"british_rebels"
"industry_agriculture_seed_planting_drill"	"british_settler_rebels"
"industry_agriculture_seed_planting_drill"	"chechenya_dagestan"
"industry_agriculture_seed_planting_drill"	"cherokee"
"industry_agriculture_seed_planting_drill"	"colombia"
"industry_agriculture_seed_planting_drill"	"cossack_rebels"
"industry_agriculture_seed_planting_drill"	"courland"
"industry_agriculture_seed_planting_drill"	"crimean_khanate"
"industry_agriculture_seed_planting_drill"	"denmark"
"industry_agriculture_seed_planting_drill"	"dutch_rebels"
"industry_agriculture_seed_planting_drill"	"european_settler_rebels"
"industry_agriculture_seed_planting_drill"	"france"
"industry_agriculture_seed_planting_drill"	"french_rebels"
"industry_agriculture_seed_planting_drill"	"french_settler_rebels"
"industry_agriculture_seed_planting_drill"	"genoa"
"industry_agriculture_seed_planting_drill"	"georgia"
"industry_agriculture_seed_planting_drill"	"greece"
"industry_agriculture_seed_planting_drill"	"greek_rebels"
"industry_agriculture_seed_planting_drill"	"hannover"
"industry_agriculture_seed_planting_drill"	"hessen"
"industry_agriculture_seed_planting_drill"	"holstein_gottorp"
"industry_agriculture_seed_planting_drill"	"hungary"
"industry_agriculture_seed_planting_drill"	"huron"
"industry_agriculture_seed_planting_drill"	"india_settler_rebels"
"industry_agriculture_seed_planting_drill"	"inuit"
"industry_agriculture_seed_planting_drill"	"ireland"
"industry_agriculture_seed_planting_drill"	"iroquoi"
"industry_agriculture_seed_planting_drill"	"italian_rebels"
"industry_agriculture_seed_planting_drill"	"khanate_khiva"
"industry_agriculture_seed_planting_drill"	"knights_stjohn"
"industry_agriculture_seed_planting_drill"	"louisiana"
"industry_agriculture_seed_planting_drill"	"mamelukes"
"industry_agriculture_seed_planting_drill"	"maratha"
"industry_agriculture_seed_planting_drill"	"maratha_rebels"
"industry_agriculture_seed_planting_drill"	"mecklenburg"
"industry_agriculture_seed_planting_drill"	"mexico"
"industry_agriculture_seed_planting_drill"	"middle_east_settler_rebels"
"industry_agriculture_seed_planting_drill"	"morocco"
"industry_agriculture_seed_planting_drill"	"mughal"
"industry_agriculture_seed_planting_drill"	"mughal_rebels"
"industry_agriculture_seed_planting_drill"	"mysore"
"industry_agriculture_seed_planting_drill"	"naples_sicily"
"industry_agriculture_seed_planting_drill"	"netherlands"
"industry_agriculture_seed_planting_drill"	"new_spain"
"industry_agriculture_seed_planting_drill"	"norway"
"industry_agriculture_seed_planting_drill"	"ottoman_rebels"
"industry_agriculture_seed_planting_drill"	"ottomans"
"industry_agriculture_seed_planting_drill"	"papal_states"
"industry_agriculture_seed_planting_drill"	"persian_rebels"
"industry_agriculture_seed_planting_drill"	"piedmont_savoy"
"industry_agriculture_seed_planting_drill"	"pirates"
"industry_agriculture_seed_planting_drill"	"plains"
"industry_agriculture_seed_planting_drill"	"poland_lithuania"
"industry_agriculture_seed_planting_drill"	"portugal"
"industry_agriculture_seed_planting_drill"	"portugese_rebels"
"industry_agriculture_seed_planting_drill"	"powhatan"
"industry_agriculture_seed_planting_drill"	"prussia"
"industry_agriculture_seed_planting_drill"	"prussian_rebels"
"industry_agriculture_seed_planting_drill"	"pueblo"
"industry_agriculture_seed_planting_drill"	"punjab"
"industry_agriculture_seed_planting_drill"	"quebec"
"industry_agriculture_seed_planting_drill"	"russia"
"industry_agriculture_seed_planting_drill"	"safavids"
"industry_agriculture_seed_planting_drill"	"saxony"
"industry_agriculture_seed_planting_drill"	"scandinavian_rebels"
"industry_agriculture_seed_planting_drill"	"scotland"
"industry_agriculture_seed_planting_drill"	"sikh_rebels"
"industry_agriculture_seed_planting_drill"	"slavic_rebels"
"industry_agriculture_seed_planting_drill"	"spain"
"industry_agriculture_seed_planting_drill"	"spanish_rebels"
"industry_agriculture_seed_planting_drill"	"spanish_settler_rebels"
"industry_agriculture_seed_planting_drill"	"sweden"
"industry_agriculture_seed_planting_drill"	"swiss_confederation"
"industry_agriculture_seed_planting_drill"	"thirteen_colonies"
"industry_agriculture_seed_planting_drill"	"tuscany"
"industry_agriculture_seed_planting_drill"	"united_states"
"industry_agriculture_seed_planting_drill"	"venice"
"industry_agriculture_seed_planting_drill"	"virginia"
"industry_agriculture_seed_planting_drill"	"virginia_colonists"
"industry_agriculture_seed_planting_drill"	"westphalia"
"industry_agriculture_seed_planting_drill"	"wurttemberg"
"industry_agriculture_selective_breeding"	"afghanistan"
"industry_agriculture_selective_breeding"	"american_rebels"
"industry_agriculture_selective_breeding"	"amerind_rebels"
"industry_agriculture_selective_breeding"	"austria"
"industry_agriculture_selective_breeding"	"austrian_rebels"
"industry_agriculture_selective_breeding"	"barbary_rebels"
"industry_agriculture_selective_breeding"	"barbary_states"
"industry_agriculture_selective_breeding"	"bavaria"
"industry_agriculture_selective_breeding"	"britain"
"industry_agriculture_selective_breeding"	"british_rebels"
"industry_agriculture_selective_breeding"	"british_settler_rebels"
"industry_agriculture_selective_breeding"	"chechenya_dagestan"
"industry_agriculture_selective_breeding"	"cherokee"
"industry_agriculture_selective_breeding"	"colombia"
"industry_agriculture_selective_breeding"	"cossack_rebels"
"industry_agriculture_selective_breeding"	"courland"
"industry_agriculture_selective_breeding"	"crimean_khanate"
"industry_agriculture_selective_breeding"	"denmark"
"industry_agriculture_selective_breeding"	"dutch_rebels"
"industry_agriculture_selective_breeding"	"european_settler_rebels"
"industry_agriculture_selective_breeding"	"france"
"industry_agriculture_selective_breeding"	"french_rebels"
"industry_agriculture_selective_breeding"	"french_settler_rebels"
"industry_agriculture_selective_breeding"	"genoa"
"industry_agriculture_selective_breeding"	"georgia"
"industry_agriculture_selective_breeding"	"greece"
"industry_agriculture_selective_breeding"	"greek_rebels"
"industry_agriculture_selective_breeding"	"hannover"
"industry_agriculture_selective_breeding"	"hessen"
"industry_agriculture_selective_breeding"	"holstein_gottorp"
"industry_agriculture_selective_breeding"	"hungary"
"industry_agriculture_selective_breeding"	"huron"
"industry_agriculture_selective_breeding"	"india_settler_rebels"
"industry_agriculture_selective_breeding"	"inuit"
"industry_agriculture_selective_breeding"	"ireland"
"industry_agriculture_selective_breeding"	"iroquoi"
"industry_agriculture_selective_breeding"	"italian_rebels"
"industry_agriculture_selective_breeding"	"khanate_khiva"
"industry_agriculture_selective_breeding"	"knights_stjohn"
"industry_agriculture_selective_breeding"	"louisiana"
"industry_agriculture_selective_breeding"	"mamelukes"
"industry_agriculture_selective_breeding"	"maratha"
"industry_agriculture_selective_breeding"	"maratha_rebels"
"industry_agriculture_selective_breeding"	"mecklenburg"
"industry_agriculture_selective_breeding"	"mexico"
"industry_agriculture_selective_breeding"	"middle_east_settler_rebels"
"industry_agriculture_selective_breeding"	"morocco"
"industry_agriculture_selective_breeding"	"mughal"
"industry_agriculture_selective_breeding"	"mughal_rebels"
"industry_agriculture_selective_breeding"	"mysore"
"industry_agriculture_selective_breeding"	"naples_sicily"
"industry_agriculture_selective_breeding"	"netherlands"
"industry_agriculture_selective_breeding"	"new_spain"
"industry_agriculture_selective_breeding"	"norway"
"industry_agriculture_selective_breeding"	"ottoman_rebels"
"industry_agriculture_selective_breeding"	"ottomans"
"industry_agriculture_selective_breeding"	"papal_states"
"industry_agriculture_selective_breeding"	"persian_rebels"
"industry_agriculture_selective_breeding"	"piedmont_savoy"
"industry_agriculture_selective_breeding"	"pirates"
"industry_agriculture_selective_breeding"	"plains"
"industry_agriculture_selective_breeding"	"poland_lithuania"
"industry_agriculture_selective_breeding"	"portugal"
"industry_agriculture_selective_breeding"	"portugese_rebels"
"industry_agriculture_selective_breeding"	"powhatan"
"industry_agriculture_selective_breeding"	"prussia"
"industry_agriculture_selective_breeding"	"prussian_rebels"
"industry_agriculture_selective_breeding"	"pueblo"
"industry_agriculture_selective_breeding"	"punjab"
"industry_agriculture_selective_breeding"	"quebec"
"industry_agriculture_selective_breeding"	"russia"
"industry_agriculture_selective_breeding"	"safavids"
"industry_agriculture_selective_breeding"	"saxony"
"industry_agriculture_selective_breeding"	"scandinavian_rebels"
"industry_agriculture_selective_breeding"	"scotland"
"industry_agriculture_selective_breeding"	"sikh_rebels"
"industry_agriculture_selective_breeding"	"slavic_rebels"
"industry_agriculture_selective_breeding"	"spain"
"industry_agriculture_selective_breeding"	"spanish_rebels"
"industry_agriculture_selective_breeding"	"spanish_settler_rebels"
"industry_agriculture_selective_breeding"	"sweden"
"industry_agriculture_selective_breeding"	"swiss_confederation"
