version 1, schema battle_groundcover_density_maps_tables
key(string)	unknown2(string)	unknown3(string)
"lc_eu_south_s_arid"	"tundra"	"BattleTerrain\\groundcover_denisty_maps\\lc_eu_south_s_arid_tundra"
"lc_mediterranean"	"dense_forest"	"BattleTerrain\\groundcover_denisty_maps\\lc_mediterranean_dense_forest"
"lc_mediterranean"	"desert"	"BattleTerrain\\groundcover_denisty_maps\\lc_mediterranean_desert"
"lc_mediterranean"	"grassland"	"BattleTerrain\\groundcover_denisty_maps\\lc_mediterranean_grassland"
"lc_mediterranean"	"hills"	"BattleTerrain\\groundcover_denisty_maps\\lc_mediterranean_hills"
"lc_mediterranean"	"hilly_light_forest"	"BattleTerrain\\groundcover_denisty_maps\\lc_mediterranean_hilly_light_forest"
"lc_mediterranean"	"jungle"	"BattleTerrain\\groundcover_denisty_maps\\lc_mediterranean_jungle"
"lc_mediterranean"	"light_forest"	"BattleTerrain\\groundcover_denisty_maps\\lc_mediterranean_light_forest"
"lc_mediterranean"	"marsh"	"BattleTerrain\\groundcover_denisty_maps\\lc_mediterranean_marsh"
"lc_mediterranean"	"plains"	"BattleTerrain\\groundcover_denisty_maps\\lc_mediterranean_plains"
"lc_mediterranean"	"swamp"	"BattleTerrain\\groundcover_denisty_maps\\lc_mediterranean_swamp"
"lc_mediterranean"	"tundra"	"BattleTerrain\\groundcover_denisty_maps\\lc_mediterranean_tundra"
"lc_sand_desert"	"dense_forest"	"BattleTerrain\\groundcover_denisty_maps\\lc_sand_desert_dense_forest"
"lc_sand_desert"	"desert"	"BattleTerrain\\groundcover_denisty_maps\\lc_sand_desert_desert"
"lc_sand_desert"	"grassland"	"BattleTerrain\\groundcover_denisty_maps\\lc_sand_desert_grassland"
"lc_sand_desert"	"hills"	"BattleTerrain\\groundcover_denisty_maps\\lc_sand_desert_hills"
"lc_sand_desert"	"hilly_light_forest"	"BattleTerrain\\groundcover_denisty_maps\\lc_sand_desert_hilly_light_forest"
"lc_sand_desert"	"jungle"	"BattleTerrain\\groundcover_denisty_maps\\lc_sand_desert_jungle"
"lc_sand_desert"	"light_forest"	"BattleTerrain\\groundcover_denisty_maps\\lc_sand_desert_light_forest"
"lc_sand_desert"	"marsh"	"BattleTerrain\\groundcover_denisty_maps\\lc_sand_desert_marsh"
"lc_sand_desert"	"plains"	"BattleTerrain\\groundcover_denisty_maps\\lc_sand_desert_plains"
"lc_sand_desert"	"swamp"	"BattleTerrain\\groundcover_denisty_maps\\lc_sand_desert_swamp"
"lc_sand_desert"	"tundra"	"BattleTerrain\\groundcover_denisty_maps\\lc_sand_desert_tundra"
"lc_steppe"	"dense_forest"	"BattleTerrain\\groundcover_denisty_maps\\lc_steppe_dense_forest"
"lc_steppe"	"desert"	"BattleTerrain\\groundcover_denisty_maps\\lc_steppe_desert"
"lc_steppe"	"grassland"	"BattleTerrain\\groundcover_denisty_maps\\lc_steppe_grassland"
"lc_steppe"	"hills"	"BattleTerrain\\groundcover_denisty_maps\\lc_steppe_hills"
"lc_steppe"	"hilly_light_forest"	"BattleTerrain\\groundcover_denisty_maps\\lc_steppe_hilly_light_forest"
"lc_steppe"	"jungle"	"BattleTerrain\\groundcover_denisty_maps\\lc_steppe_jungle"
"lc_steppe"	"light_forest"	"BattleTerrain\\groundcover_denisty_maps\\lc_steppe_light_forest"
"lc_steppe"	"marsh"	"BattleTerrain\\groundcover_denisty_maps\\lc_steppe_marsh"
"lc_steppe"	"plains"	"BattleTerrain\\groundcover_denisty_maps\\lc_steppe_plains"
"lc_steppe"	"swamp"	"BattleTerrain\\groundcover_denisty_maps\\lc_steppe_swamp"
"lc_steppe"	"tundra"	"BattleTerrain\\groundcover_denisty_maps\\lc_steppe_tundra"
"lc_tundra"	"dense_forest"	"BattleTerrain\\groundcover_denisty_maps\\lc_tundra_dense_forest"
"lc_tundra"	"desert"	"BattleTerrain\\groundcover_denisty_maps\\lc_tundra_desert"
"lc_tundra"	"grassland"	"BattleTerrain\\groundcover_denisty_maps\\lc_tundra_grassland"
"lc_tundra"	"hills"	"BattleTerrain\\groundcover_denisty_maps\\lc_tundra_hills"
"lc_tundra"	"hilly_light_forest"	"BattleTerrain\\groundcover_denisty_maps\\lc_tundra_hilly_light_forest"
"lc_tundra"	"jungle"	"BattleTerrain\\groundcover_denisty_maps\\lc_tundra_jungle"
"lc_tundra"	"light_forest"	"BattleTerrain\\groundcover_denisty_maps\\lc_tundra_light_forest"
"lc_tundra"	"marsh"	"BattleTerrain\\groundcover_denisty_maps\\lc_tundra_marsh"
"lc_tundra"	"plains"	"BattleTerrain\\groundcover_denisty_maps\\lc_tundra_plains"
"lc_tundra"	"swamp"	"BattleTerrain\\groundcover_denisty_maps\\lc_tundra_swamp"
"lc_tundra"	"tundra"	"BattleTerrain\\groundcover_denisty_maps\\lc_tundra_tundra"
"lc_am_s_arid"	"Tundra_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_am_s_arid_tundra"
"lc_am_se_usa"	"grassland_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_am_se_usa_grassland"
"lc_am_se_usa"	"hills_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_am_se_usa_hills"
"lc_am_se_usa"	"hilly_light_forest_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_am_se_usa_hilly_light_forest"
"lc_am_se_usa"	"light_forest_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_am_se_usa_light_forest"
"lc_am_se_usa"	"Marsh_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_am_se_usa_marsh"
"lc_am_se_usa"	"Plains_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_am_se_usa_plains"
"lc_am_se_usa"	"Swamp_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_am_se_usa_swamp"
"lc_am_se_usa"	"Tundra_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_am_se_usa_tundra"
"lc_am_tropical_humid"	"grassland_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_am_tropical_humid_grassland"
"lc_am_tropical_humid"	"hills_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_am_tropical_humid_hills"
"lc_am_tropical_humid"	"hilly_light_forest_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_am_tropical_humid_hilly_light_forest"
"lc_am_tropical_humid"	"light_forest_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_am_tropical_humid_light_forest"
"lc_am_tropical_humid"	"Marsh_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_am_tropical_humid_marsh"
"lc_am_tropical_humid"	"Plains_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_am_tropical_humid_plains"
"lc_am_tropical_humid"	"Swamp_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_am_tropical_humid_swamp"
"lc_am_tropical_humid"	"Tundra_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_am_tropical_humid_tundra"
"lc_am_us_central"	"grassland_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_am_us_central_grassland"
"lc_am_us_central"	"hills_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_am_us_central_hills"
"lc_am_us_central"	"hilly_light_forest_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_am_us_central_hilly_light_forest"
"lc_am_us_central"	"light_forest_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_am_us_central_light_forest"
"lc_am_us_central"	"Marsh_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_am_us_central_marsh"
"lc_am_us_central"	"Plains_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_am_us_central_plains"
"lc_am_us_central"	"Swamp_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_am_us_central_swamp"
"lc_am_us_central"	"Tundra_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_am_us_central_tundra"
"lc_am_us_east"	"grassland_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_am_us_east_grassland"
"lc_am_us_east"	"hills_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_am_us_east_hills"
"lc_am_us_east"	"hilly_light_forest_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_am_us_east_hilly_light_forest"
"lc_am_us_east"	"light_forest_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_am_us_east_light_forest"
"lc_am_us_east"	"Marsh_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_am_us_east_marsh"
"lc_am_us_east"	"Plains_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_am_us_east_plains"
"lc_am_us_east"	"Swamp_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_am_us_east_swamp"
"lc_am_us_east"	"Tundra_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_am_us_east_tundra"
"lc_as_temp_humid"	"grassland_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_as_temp_humid_grassland"
"lc_as_temp_humid"	"hills_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_as_temp_humid_hills"
"lc_as_temp_humid"	"hilly_light_forest_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_as_temp_humid_hilly_light_forest"
"lc_as_temp_humid"	"light_forest_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_as_temp_humid_light_forest"
"lc_as_temp_humid"	"Marsh_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_as_temp_humid_marsh"
"lc_as_temp_humid"	"Plains_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_as_temp_humid_plains"
"lc_as_temp_humid"	"Swamp_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_as_temp_humid_swamp"
"lc_as_temp_humid"	"Tundra_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_as_temp_humid_tundra"
"lc_as_temp_s_arid"	"grassland_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_as_temp_s_arid_grassland"
"lc_as_temp_s_arid"	"hills_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_as_temp_s_arid_hills"
"lc_as_temp_s_arid"	"hilly_light_forest_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_as_temp_s_arid_hilly_light_forest"
"lc_as_temp_s_arid"	"light_forest_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_as_temp_s_arid_light_forest"
"lc_as_temp_s_arid"	"Marsh_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_as_temp_s_arid_marsh"
"lc_as_temp_s_arid"	"Plains_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_as_temp_s_arid_plains"
"lc_as_temp_s_arid"	"Swamp_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_as_temp_s_arid_swamp"
"lc_as_temp_s_arid"	"Tundra_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_as_temp_s_arid_tundra"
"lc_as_trop_humid"	"grassland_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_as_trop_humid_grassland"
"lc_as_trop_humid"	"hills_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_as_trop_humid_hills"
"lc_as_trop_humid"	"hilly_light_forest_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_as_trop_humid_hilly_light_forest"
"lc_as_trop_humid"	"light_forest_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_as_trop_humid_light_forest"
"lc_as_trop_humid"	"Marsh_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_as_trop_humid_marsh"
"lc_as_trop_humid"	"Plains_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_as_trop_humid_plains"
"lc_as_trop_humid"	"Swamp_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_as_trop_humid_swamp"
"lc_as_trop_humid"	"Tundra_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_as_trop_humid_tundra"
"lc_as_trop_s_arid"	"grassland_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_as_trop_s_arid_grassland"
"lc_as_trop_s_arid"	"hills_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_as_trop_s_arid_hills"
"lc_as_trop_s_arid"	"hilly_light_forest_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_as_trop_s_arid_hilly_light_forest"
"lc_as_trop_s_arid"	"light_forest_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_as_trop_s_arid_light_forest"
"lc_as_trop_s_arid"	"Marsh_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_as_trop_s_arid_marsh"
"lc_as_trop_s_arid"	"Plains_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_as_trop_s_arid_plains"
"lc_as_trop_s_arid"	"Swamp_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_as_trop_s_arid_swamp"
"lc_as_trop_s_arid"	"Tundra_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_as_trop_s_arid_tundra"
"lc_boreal"	"grassland_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_boreal_grassland"
"lc_boreal"	"hills_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_boreal_hills"
"lc_boreal"	"hilly_light_forest_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_boreal_hilly_light_forest"
"lc_boreal"	"light_forest_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_boreal_light_forest"
"lc_boreal"	"Marsh_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_boreal_marsh"
"lc_boreal"	"Plains_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_boreal_plains"
"lc_boreal"	"Swamp_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_boreal_swamp"
"lc_boreal"	"Tundra_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_boreal_tundra"
"lc_desert"	"grassland_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_desert_grassland"
"lc_desert"	"hills_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_desert_hills"
"lc_desert"	"hilly_light_forest_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_desert_hilly_light_forest"
"lc_desert"	"light_forest_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_desert_light_forest"
"lc_desert"	"Marsh_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_desert_marsh"
"lc_desert"	"Plains_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_desert_plains"
"lc_desert"	"Swamp_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_desert_swamp"
"lc_desert"	"Tundra_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_desert_tundra"
"lc_eu_central_humid"	"grassland_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_eu_central_humid_grassland"
"lc_eu_central_humid"	"hills_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_eu_central_humid_hills"
"lc_eu_central_humid"	"hilly_light_forest_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_eu_central_humid_hilly_light_forest"
"lc_eu_central_humid"	"light_forest_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_eu_central_humid_light_forest"
"lc_eu_central_humid"	"Marsh_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_eu_central_humid_marsh"
"lc_eu_central_humid"	"Plains_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_eu_central_humid_plains"
"lc_eu_central_humid"	"Swamp_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_eu_central_humid_swamp"
"lc_eu_central_humid"	"Tundra_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_eu_central_humid_tundra"
"lc_eu_north_humid"	"grassland_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_eu_north_humid_grassland"
"lc_eu_north_humid"	"hills_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_eu_north_humid_hills"
"lc_eu_north_humid"	"hilly_light_forest_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_eu_north_humid_hilly_light_forest"
"lc_eu_north_humid"	"light_forest_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_eu_north_humid_light_forest"
"lc_eu_north_humid"	"Marsh_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_eu_north_humid_marsh"
"lc_eu_north_humid"	"Plains_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_eu_north_humid_plains"
"lc_eu_north_humid"	"Swamp_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_eu_north_humid_swamp"
"lc_eu_north_humid"	"Tundra_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_eu_north_humid_tundra"
"lc_eu_north_s_arid"	"grassland_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_eu_north_s_arid_grassland"
"lc_eu_north_s_arid"	"hills_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_eu_north_s_arid_hills"
"lc_eu_north_s_arid"	"hilly_light_forest_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_eu_north_s_arid_hilly_light_forest"
"lc_eu_north_s_arid"	"light_forest_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_eu_north_s_arid_light_forest"
"lc_eu_north_s_arid"	"Marsh_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_eu_north_s_arid_marsh"
"lc_eu_north_s_arid"	"Plains_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_eu_north_s_arid_plains"
"lc_eu_north_s_arid"	"Swamp_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_eu_north_s_arid_swamp"
"lc_eu_north_s_arid"	"Tundra_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_eu_north_s_arid_tundra"
"lc_eu_south_humid"	"grassland_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_eu_south_humid_grassland"
"lc_eu_south_humid"	"hills_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_eu_south_humid_hills"
"lc_eu_south_humid"	"hilly_light_forest_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_eu_south_humid_hilly_light_forest"
"lc_eu_south_humid"	"light_forest_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_eu_south_humid_light_forest"
"lc_eu_south_humid"	"Marsh_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_eu_south_humid_marsh"
"lc_eu_south_humid"	"Plains_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_eu_south_humid_plains"
"lc_eu_south_humid"	"Swamp_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_eu_south_humid_swamp"
"lc_eu_south_humid"	"Tundra_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_eu_south_humid_tundra"
"lc_eu_south_s_arid"	"grassland_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_eu_south_s_arid_grassland"
"lc_eu_south_s_arid"	"hills_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_eu_south_s_arid_hills"
"lc_eu_south_s_arid"	"hilly_light_forest_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_eu_south_s_arid_hilly_light_forest"
"lc_eu_south_s_arid"	"light_forest_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_eu_south_s_arid_light_forest"
"lc_eu_south_s_arid"	"Marsh_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_eu_south_s_arid_marsh"
"lc_eu_south_s_arid"	"Plains_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_eu_south_s_arid_plains"
"lc_eu_south_s_arid"	"Swamp_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_eu_south_s_arid_swamp"
"lc_eu_south_s_arid"	"Tundra_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_eu_south_s_arid_tundra"
"lc_mediterranean"	"grassland_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_mediterranean_grassland"
"lc_mediterranean"	"hills_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_mediterranean_hills"
"lc_mediterranean"	"hilly_light_forest_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_mediterranean_hilly_light_forest"
"lc_mediterranean"	"light_forest_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_mediterranean_light_forest"
"lc_mediterranean"	"Marsh_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_mediterranean_marsh"
"lc_mediterranean"	"Plains_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_mediterranean_plains"
"lc_mediterranean"	"Swamp_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_mediterranean_swamp"
"lc_mediterranean"	"Tundra_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_mediterranean_tundra"
"lc_sand_desert"	"grassland_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_sand_desert_grassland"
"lc_sand_desert"	"hills_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_sand_desert_hills"
"lc_sand_desert"	"hilly_light_forest_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_sand_desert_hilly_light_forest"
"lc_sand_desert"	"light_forest_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_sand_desert_light_forest"
"lc_sand_desert"	"Marsh_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_sand_desert_marsh"
"lc_sand_desert"	"Plains_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_sand_desert_plains"
"lc_sand_desert"	"Swamp_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_sand_desert_swamp"
"lc_sand_desert"	"Tundra_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_sand_desert_tundra"
"lc_steppe"	"grassland_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_steppe_grassland"
"lc_steppe"	"hills_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_steppe_hills"
"lc_steppe"	"hilly_light_forest_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_steppe_hilly_light_forest"
"lc_steppe"	"light_forest_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_steppe_light_forest"
"lc_steppe"	"Marsh_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_steppe_marsh"
"lc_steppe"	"Plains_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_steppe_plains"
"lc_steppe"	"Swamp_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_steppe_swamp"
"lc_steppe"	"Tundra_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_steppe_tundra"
"lc_tundra"	"grassland_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_tundra_grassland"
"lc_tundra"	"hills_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_tundra_hills"
"lc_tundra"	"hilly_light_forest_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_tundra_hilly_light_forest"
"lc_tundra"	"light_forest_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_tundra_light_forest"
"lc_tundra"	"Marsh_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_tundra_marsh"
"lc_tundra"	"Plains_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_tundra_plains"
"lc_tundra"	"Swamp_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_tundra_swamp"
"lc_tundra"	"Tundra_cold_att"	"BattleTerrain\\groundcover_denisty_maps\\lc_tundra_tundra"
