version 1, schema message_event_strings_tables
Event_IDRef(string)	Region_IDRef(string)	Message(string)	Message_Image(string)	Message_Type(string)	unknown1(boolean)	unknown2(boolean)	Message_Icon(string)	unknown3(string)
"character_ancillary_gained"	"egy_european"	"ancillary_1"	"globe-4.tga"	"standard"	false	false	"character.tga"	"globe-4.tga"
"character_ancillary_gained"	"egy_middle_east"	"ancillary_1"	"globe-4.tga"	"standard"	false	false	"character.tga"	"globe-4.tga"
"character_ancillary_gained"	"european"	"ancillary_1"	"globe-4.tga"	"standard"	false	false	"character.tga"	"globe-4.tga"
"character_ancillary_gained"	"middle_east"	"ancillary_1"	"globe-4.tga"	"standard"	false	false	"character.tga"	"globe-4.tga"
"character_dies_disaster"	"egy_european"	"disaster_6"	"small funeral-eu.tga"	"standard"	false	false	"gravestone.tga"	"small funeral-eu.tga"
"character_dies_disaster"	"european"	"disaster_6"	"small funeral-eu.tga"	"standard"	false	false	"gravestone.tga"	"small funeral-eu.tga"
"character_dies_duel"	"egy_european"	"duel_1"	"Duel_Post.tga"	"standard"	false	false	"gravestone.tga"	"dueL-after.tga"
"character_dies_duel"	"european"	"duel_1"	"Duel_Post.tga"	"standard"	false	false	"gravestone.tga"	"dueL-after.tga"
"character_dies_natural_causes"	"egy_european"	"ch_natural_causes_1"	"small funeral-eu.tga"	"standard"	false	false	"gravestone.tga"	"small funeral-eu.tga"
"character_dies_natural_causes"	"egy_middle_east"	"ch_natural_causes_1"	"small funeral-ot.tga"	"standard"	false	false	"gravestone.tga"	"small funeral-ot.tga"
"character_dies_natural_causes"	"european"	"ch_natural_causes_1"	"small funeral-eu.tga"	"standard"	false	false	"gravestone.tga"	"small funeral-eu.tga"
"character_dies_natural_causes"	"middle_east"	"ch_natural_causes_1"	"small funeral-ot.tga"	"standard"	false	false	"gravestone.tga"	"small funeral-ot.tga"
"character_dies_suspicious"	"egy_european"	"ch_suspicious_1"	"Assassination_Post_eu.tga"	"standard"	false	true	"gravestone.tga"	"pre_assassin_eu.tga"
"character_dies_suspicious"	"egy_middle_east"	"ch_suspicious_1"	"Assassination_Post_eu.tga"	"standard"	false	true	"gravestone.tga"	"pre_assassin_ot.tga"
"character_dies_suspicious"	"european"	"ch_suspicious_1"	"Assassination_Post_eu.tga"	"standard"	false	true	"gravestone.tga"	"pre_assassin_eu.tga"
"character_dies_suspicious"	"middle_east"	"ch_suspicious_1"	"Assassination_Post_eu.tga"	"standard"	false	true	"gravestone.tga"	"pre_assassin_ot.tga"
"character_trait_gained"	"egy_european"	"trait_1"	"globe-4.tga"	"standard"	false	false	"character.tga"	"globe-4.tga"
"character_trait_gained"	"egy_middle_east"	"trait_1"	"globe-4.tga"	"standard"	false	false	"character.tga"	"globe-4.tga"
"character_trait_gained"	"european"	"trait_1"	"globe-4.tga"	"standard"	false	false	"character.tga"	"globe-4.tga"
"character_trait_gained"	"middle_east"	"trait_1"	"globe-4.tga"	"standard"	false	false	"character.tga"	"globe-4.tga"
"character_trait_lost"	"egy_european"	"trait_2"	"globe-4.tga"	"standard"	false	false	"character.tga"	"globe-4.tga"
"character_trait_lost"	"egy_middle_east"	"trait_2"	"globe-4.tga"	"standard"	false	false	"character.tga"	"globe-4.tga"
"character_trait_lost"	"european"	"trait_2"	"globe-4.tga"	"standard"	false	false	"character.tga"	"globe-4.tga"
"character_trait_lost"	"middle_east"	"trait_2"	"globe-4.tga"	"standard"	false	false	"character.tga"	"globe-4.tga"
"disaster_earthquake"	"egy_european"	"disaster_1"	"earthquake3.tga"	"disaster"	false	false	"desaster.tga"	"earthquake3.tga"
"disaster_earthquake"	"european"	"disaster_1"	"earthquake3.tga"	"disaster"	false	false	"desaster.tga"	"earthquake3.tga"
"disaster_eruption"	"egy_european"	"disaster_2"	"volcano.tga"	"disaster"	false	false	"desaster.tga"	"volcano.tga"
"disaster_eruption"	"european"	"disaster_2"	"volcano.tga"	"disaster"	false	false	"desaster.tga"	"volcano.tga"
"disaster_fire"	"egy_european"	"disaster_3"	"fire-2b.tga"	"disaster"	false	false	"desaster.tga"	"fire-2b.tga"
"disaster_fire"	"european"	"disaster_3"	"fire-2b.tga"	"disaster"	false	false	"desaster.tga"	"fire-2b.tga"
"disaster_flood"	"egy_european"	"disaster_4"	"flood.tga"	"disaster"	false	false	"desaster.tga"	"flood.tga"
"disaster_flood"	"european"	"disaster_4"	"flood.tga"	"disaster"	false	false	"desaster.tga"	"flood.tga"
"disaster_hurricane"	"egy_european"	"disaster_5"	"huricaNE-2.tga"	"disaster"	false	false	"desaster.tga"	"huricaNE-2.tga"
"disaster_hurricane"	"european"	"disaster_5"	"huricaNE-2.tga"	"disaster"	false	false	"desaster.tga"	"huricaNE-2.tga"
"disease_cholera"	"egy_european"	"disease_1"	"Plague.tga"	"disaster"	false	false	"desaster.tga"	"Plague.tga"
"disease_cholera"	"european"	"disease_1"	"Plague.tga"	"disaster"	false	false	"desaster.tga"	"Plague.tga"
"disease_dengue_fever"	"egy_european"	"disease_2"	"Plague.tga"	"disaster"	false	false	"desaster.tga"	"Plague.tga"
"disease_dengue_fever"	"european"	"disease_2"	"Plague.tga"	"disaster"	false	false	"desaster.tga"	"Plague.tga"
"disease_gripe"	"egy_european"	"disease_3"	"Plague.tga"	"disaster"	false	false	"desaster.tga"	"Plague.tga"
"disease_gripe"	"european"	"disease_3"	"Plague.tga"	"disaster"	false	false	"desaster.tga"	"Plague.tga"
"disease_malaria"	"egy_european"	"disease_4"	"Plague.tga"	"disaster"	false	false	"desaster.tga"	"Plague.tga"
"disease_malaria"	"european"	"disease_4"	"Plague.tga"	"disaster"	false	false	"desaster.tga"	"Plague.tga"
"disease_plague"	"egy_european"	"disease_5"	"Plague.tga"	"disaster"	false	false	"desaster.tga"	"Plague.tga"
"disease_plague"	"european"	"disease_5"	"Plague.tga"	"disaster"	false	false	"desaster.tga"	"Plague.tga"
"disease_small_pox"	"egy_european"	"disease_6"	"Plague.tga"	"disaster"	false	false	"desaster.tga"	"Plague.tga"
"disease_small_pox"	"european"	"disease_6"	"Plague.tga"	"disaster"	false	false	"desaster.tga"	"Plague.tga"
"disease_typhoid_fever"	"egy_european"	"disease_7"	"Plague.tga"	"disaster"	false	false	"desaster.tga"	"Plague.tga"
"disease_typhoid_fever"	"european"	"disease_7"	"Plague.tga"	"disaster"	false	false	"desaster.tga"	"Plague.tga"
"disease_typhus"	"egy_european"	"disease_8"	"Plague.tga"	"disaster"	false	false	"desaster.tga"	"Plague.tga"
"disease_typhus"	"european"	"disease_8"	"Plague.tga"	"disaster"	false	false	"desaster.tga"	"Plague.tga"
"disease_yellow_fever"	"egy_european"	"disease_9"	"Plague.tga"	"disaster"	false	false	"desaster.tga"	"Plague.tga"
"disease_yellow_fever"	"european"	"disease_9"	"Plague.tga"	"disaster"	false	false	"desaster.tga"	"Plague.tga"
"duel_critical_success"	"egy_european"	"duel_2"	"Duel_Post.tga"	"standard"	false	false	"character.tga"	"dueL-after.tga"
"duel_critical_success"	"european"	"duel_2"	"Duel_Post.tga"	"standard"	false	false	"character.tga"	"dueL-after.tga"
"duel_failure"	"egy_european"	"duel_3"	"Duel_Post.tga"	"standard"	false	false	"character.tga"	"dueL-after.tga"
"duel_failure"	"european"	"duel_3"	"Duel_Post.tga"	"standard"	false	false	"character.tga"	"dueL-after.tga"
"duel_success"	"egy_european"	"duel_4"	"Duel_Post.tga"	"standard"	false	false	"character.tga"	"dueL-after.tga"
"duel_success"	"european"	"duel_4"	"Duel_Post.tga"	"standard"	false	false	"character.tga"	"dueL-after.tga"
"election_results_incumbent_two_terms"	"egy_middle_east"	"election_results_3"	"government-ot.tga"	"election_results"	false	true	"news.tga"	"government-ot.tga"
"election_results_incumbent_two_terms"	"middle_east"	"election_results_3"	"government-ot.tga"	"election_results"	false	true	"news.tga"	"government-ot.tga"
"election_results_incumbent_wins"	"egy_european"	"election_results_2"	"PARLIAMENT1.tga"	"election_results"	false	true	"news.tga"	"PARLIAMENT1.tga"
"election_results_incumbent_wins"	"european"	"election_results_2"	"PARLIAMENT1.tga"	"election_results"	false	true	"news.tga"	"PARLIAMENT1.tga"
"election_results_opposition_wins"	"egy_european"	"election_results_1"	"PARLIAMENT1.tga"	"election_results"	false	true	"news.tga"	"PARLIAMENT1.tga"
"election_results_opposition_wins"	"european"	"election_results_1"	"PARLIAMENT1.tga"	"election_results"	false	true	"news.tga"	"PARLIAMENT1.tga"
"emergent_faction"	"egy_european"	"emergent_faction_1"	"new-nation.tga"	"standard"	false	false	"news.tga"	"new-nation.tga"
"emergent_faction"	"european"	"emergent_faction_1"	"new-nation.tga"	"standard"	false	false	"news.tga"	"new-nation.tga"
"emergent_faction_punjab"	"indian"	"emergent_faction_1"	"punjab -nation.tga"	"standard"	false	false	"news.tga"	"punjab -nation.tga"
"emergent_faction_usa"	"egy_european"	"emergent_faction_1"	"us-nation emerges.tga"	"standard"	false	true	"news.tga"	"us-nation emerges.tga"
"emergent_faction_usa"	"european"	"emergent_faction_1"	"us-nation emerges.tga"	"standard"	false	true	"news.tga"	"us-nation emerges.tga"
"episode_one_victory"	"egy_european"	"episode_1"	"jamestown.tga"	"standard"	false	true	"army.tga"	"jamestown.tga"
"episode_one_victory"	"european"	"episode_1"	"jamestown.tga"	"standard"	false	true	"army.tga"	"jamestown.tga"
"episode_three_victory"	"egy_european"	"episode_3"	"departure.tga"	"standard"	false	true	"army.tga"	"departure.tga"
"episode_three_victory"	"european"	"episode_3"	"departure.tga"	"standard"	false	true	"army.tga"	"departure.tga"
"episode_two_victory"	"egy_european"	"episode_2"	"french_indian_war.tga"	"standard"	false	true	"army.tga"	"french_indian_war.tga"
"episode_two_victory"	"european"	"episode_2"	"french_indian_war.tga"	"standard"	false	true	"army.tga"	"french_indian_war.tga"
"execution_civil"	"egy_european"	"execution_1"	"billy the kidd.tga"	"standard"	false	false	"news.tga"	"billy the kidd.tga"
"execution_civil"	"egy_middle_east"	"execution_1"	"billy the kidd.tga"	"standard"	false	false	"news.tga"	"billy the kidd.tga"
"execution_civil"	"european"	"execution_1"	"billy the kidd.tga"	"standard"	false	false	"news.tga"	"billy the kidd.tga"
"execution_civil"	"middle_east"	"execution_1"	"billy the kidd.tga"	"standard"	false	false	"news.tga"	"billy the kidd.tga"
"execution_military"	"egy_european"	"execution_2"	"execution.tga"	"standard"	false	false	"news.tga"	"execution.tga"
"execution_military"	"egy_middle_east"	"execution_2"	"execution.tga"	"standard"	false	false	"news.tga"	"execution.tga"
"execution_military"	"european"	"execution_2"	"execution.tga"	"standard"	false	false	"news.tga"	"execution.tga"
"execution_military"	"middle_east"	"execution_2"	"execution.tga"	"standard"	false	false	"news.tga"	"execution.tga"
"faction_allied_indifferent"	"egy_european"	"faction_allied_indifferent_1"	"diplomacyneg_eu.tga"	"standard"	false	false	"news.tga"	"diplomacyneg_eu.tga"
"faction_allied_indifferent"	"european"	"faction_allied_indifferent_1"	"diplomacyneg_eu.tga"	"standard"	false	false	"news.tga"	"diplomacyneg_eu.tga"
"faction_allied_unfriendly"	"egy_european"	"faction_allied_unfriendly_1"	"diplomacyneg_eu.tga"	"standard"	false	true	"news.tga"	"diplomacyneg_eu.tga"
"faction_allied_unfriendly"	"european"	"faction_allied_unfriendly_1"	"diplomacyneg_eu.tga"	"standard"	false	true	"news.tga"	"diplomacyneg_eu.tga"
"faction_counter_revolution"	"egy_european"	"counter_revolution_1"	"revolution-eu.tga"	"revolution"	false	false	"news.tga"	"revolution-eu.tga"
"faction_counter_revolution"	"egy_middle_east"	"counter_revolution_1"	"revolution-ottoman.tga"	"revolution"	false	false	"news.tga"	"revolution-ottoman.tga"
"faction_counter_revolution"	"european"	"counter_revolution_1"	"revolution-eu.tga"	"revolution"	false	false	"news.tga"	"revolution-eu.tga"
"faction_counter_revolution"	"middle_east"	"counter_revolution_1"	"revolution-ottoman.tga"	"revolution"	false	false	"news.tga"	"revolution-ottoman.tga"
"faction_destroyed"	"egy_european"	"faction_destroyed_1"	"disaster_eu.tga"	"standard"	false	false	"news.tga"	"disaster_eu.tga"
"faction_destroyed"	"european"	"faction_destroyed_1"	"disaster_eu.tga"	"standard"	false	false	"news.tga"	"disaster_eu.tga"
"faction_joins_war"	"egy_european"	"faction_joins_war_text"	"nap_faction_joins.tga"	"standard"	false	false	"news.tga"	"nap_faction_joins.tga"
"faction_joins_war"	"egy_middle_east"	"faction_joins_war_text"	"nap_faction_joins_ot.tga"	"standard"	false	false	"news.tga"	"nap_faction_joins_ot.tga"
"faction_joins_war"	"european"	"faction_joins_war_text"	"nap_faction_joins.tga"	"standard"	false	false	"news.tga"	"nap_faction_joins.tga"
"faction_joins_war"	"middle_east"	"faction_joins_war_text"	"nap_faction_joins_ot.tga"	"standard"	false	false	"news.tga"	"nap_faction_joins_ot.tga"
"faction_leader_dies_male_monarch"	"egy_european"	"faction_leader_dies_4"	"funeral2.tga"	"standard"	false	true	"gravestone.tga"	"funeral2.tga"
"faction_leader_dies_male_monarch"	"egy_middle_east"	"faction_leader_dies_7"	"funeral2.tga"	"standard"	false	true	"gravestone.tga"	"funeral2.tga"
"faction_leader_dies_male_monarch"	"european"	"faction_leader_dies_4"	"funeral2.tga"	"standard"	false	true	"gravestone.tga"	"funeral2.tga"
"faction_leader_dies_male_monarch"	"indian"	"faction_leader_dies_2"	"funeral2.tga"	"standard"	false	true	"gravestone.tga"	"funeral2.tga"
"faction_leader_dies_male_monarch"	"middle_east"	"faction_leader_dies_7"	"funeral2.tga"	"standard"	false	true	"gravestone.tga"	"funeral2.tga"
"faction_leader_dies_president"	"egy_european"	"faction_leader_dies_5"	"funeral2.tga"	"standard"	false	true	"gravestone.tga"	"funeral2.tga"
"faction_leader_dies_president"	"egy_middle_east"	"faction_leader_dies_5"	"funeral2.tga"	"standard"	false	true	"gravestone.tga"	"funeral2.tga"
"faction_leader_dies_president"	"european"	"faction_leader_dies_5"	"funeral2.tga"	"standard"	false	true	"gravestone.tga"	"funeral2.tga"
"faction_leader_dies_president"	"middle_east"	"faction_leader_dies_5"	"funeral2.tga"	"standard"	false	true	"gravestone.tga"	"funeral2.tga"
"faction_leader_dies_queen"	"egy_european"	"faction_leader_dies_6"	"funeral2.tga"	"standard"	false	true	"gravestone.tga"	"funeral2.tga"
"faction_leader_dies_queen"	"european"	"faction_leader_dies_6"	"funeral2.tga"	"standard"	false	true	"gravestone.tga"	"funeral2.tga"
"faction_leader_executed_revolution"	"egy_european"	"faction_leader_dies_8"	"funeral2.tga"	"standard"	false	false	"news.tga"	"funeral2.tga"
"faction_leader_executed_revolution"	"egy_middle_east"	"faction_leader_dies_8"	"funeral2.tga"	"standard"	false	false	"news.tga"	"funeral2.tga"
"faction_leader_executed_revolution"	"european"	"faction_leader_dies_8"	"funeral2.tga"	"standard"	false	false	"news.tga"	"funeral2.tga"
"faction_leader_executed_revolution"	"indian"	"faction_leader_dies_8"	"funeral2.tga"	"standard"	false	false	"news.tga"	"funeral2.tga"
"faction_leader_executed_revolution"	"middle_east"	"faction_leader_dies_8"	"funeral2.tga"	"standard"	false	false	"news.tga"	"funeral2.tga"
"faction_neutral_friendly"	"egy_european"	"faction_neutral_friendly_1"	"diplomacypos_eu.tga"	"standard"	false	false	"news.tga"	"diplomacypos_eu.tga"
"faction_neutral_friendly"	"european"	"faction_neutral_friendly_1"	"diplomacypos_eu.tga"	"standard"	false	false	"news.tga"	"diplomacypos_eu.tga"
"faction_neutral_hostile"	"egy_european"	"faction_neutral_hostile_1"	"diplomacyneg_eu.tga"	"standard"	false	true	"news.tga"	"diplomacyneg_eu.tga"
"faction_neutral_hostile"	"european"	"faction_neutral_hostile_1"	"diplomacyneg_eu.tga"	"standard"	false	true	"news.tga"	"diplomacyneg_eu.tga"
"faction_revolution"	"egy_european"	"revolution_1"	"revolution-eu.tga"	"revolution"	false	false	"news.tga"	"revolution-eu.tga"
"faction_revolution"	"egy_middle_east"	"revolution_1"	"revolution-ottoman.tga"	"revolution"	false	false	"news.tga"	"revolution-ottoman.tga"
"faction_revolution"	"european"	"revolution_1"	"revolution-eu.tga"	"revolution"	false	false	"news.tga"	"revolution-eu.tga"
"faction_revolution"	"middle_east"	"revolution_1"	"revolution-ottoman.tga"	"revolution"	false	false	"news.tga"	"revolution-ottoman.tga"
"first_first_rate"	"egy_european"	"first_first_rate_1"	"new_firstrate.tga"	"standard"	false	false	"ship_single.tga"	"new_firstrate.tga"
"first_first_rate"	"european"	"first_first_rate_1"	"new_firstrate.tga"	"standard"	false	false	"ship_single.tga"	"new_firstrate.tga"
"first_rocket_ship"	"egy_european"	"first_rocket_ship_1"	"strongest-eu.tga"	"standard"	false	false	"ship_single.tga"	"strongest-eu.tga"
"first_rocket_ship"	"european"	"first_rocket_ship_1"	"strongest-eu.tga"	"standard"	false	false	"ship_single.tga"	"strongest-eu.tga"
"first_steam_ship"	"egy_european"	"first_steam_ship_1"	"strongest-eu.tga"	"standard"	false	false	"ship_single.tga"	"strongest-eu.tga"
"first_steam_ship"	"european"	"first_steam_ship_1"	"strongest-eu.tga"	"standard"	false	false	"ship_single.tga"	"strongest-eu.tga"
"fleet_arrives_in_theatre"	"egy_european"	"fleet_arrives"	"fleet1.tga"	"standard"	false	false	"navy.tga"	"fleet1.tga"
"fleet_arrives_in_theatre"	"european"	"fleet_arrives"	"fleet1.tga"	"standard"	false	false	"navy.tga"	"fleet1.tga"
"general_appointed_from_ranks"	"egy_european"	"gen_appointed_1"	"drill-eu.tga"	"standard"	false	false	"army.tga"	"drill-eu.tga"
"general_appointed_from_ranks"	"egy_middle_east"	"gen_appointed_1"	"drill_ot.tga"	"standard"	false	false	"army.tga"	"drill_ot.tga"
"general_appointed_from_ranks"	"european"	"gen_appointed_1"	"drill-eu.tga"	"standard"	false	false	"army.tga"	"drill-eu.tga"
"general_appointed_from_ranks"	"middle_east"	"gen_appointed_1"	"drill_ot.tga"	"standard"	false	false	"army.tga"	"drill_ot.tga"
"general_appointed_political"	"egy_european"	"gen_appointed_2"	"new_general.tga"	"standard"	false	false	"army.tga"	"new_general.tga"
"general_appointed_political"	"egy_middle_east"	"gen_appointed_2"	"new_general.tga"	"standard"	false	false	"army.tga"	"new_general.tga"
"general_appointed_political"	"european"	"gen_appointed_2"	"new_general.tga"	"standard"	false	false	"army.tga"	"new_general.tga"
"general_appointed_political"	"middle_east"	"gen_appointed_2"	"new_general.tga"	"standard"	false	false	"army.tga"	"new_general.tga"
"gent_scholar_stealing_tech_critical_failure"	"egy_middle_east"	"gent_scholar_stealing_tech_critical_failure"	"innovation.tga"	"standard"	false	false	"tech.tga"	"innovation.tga"
"gent_scholar_stealing_tech_critical_failure"	"middle_east"	"gent_scholar_stealing_tech_critical_failure"	"innovation.tga"	"standard"	false	false	"tech.tga"	"innovation.tga"
"gent_scholar_stealing_tech_failure"	"egy_middle_east"	"gent_scholar_stealing_tech_failure"	"innovation.tga"	"standard"	false	false	"tech.tga"	"innovation.tga"
"gent_scholar_stealing_tech_failure"	"middle_east"	"gent_scholar_stealing_tech_failure"	"innovation.tga"	"standard"	false	false	"tech.tga"	"innovation.tga"
"gent_scholar_stealing_tech_success"	"egy_middle_east"	"gent_scholar_stealing_tech_success"	"innovation.tga"	"standard"	false	false	"tech.tga"	"innovation.tga"
"gent_scholar_stealing_tech_success"	"middle_east"	"gent_scholar_stealing_tech_success"	"innovation.tga"	"standard"	false	false	"tech.tga"	"innovation.tga"
"gent_stealing_tech_critical_failure"	"egy_european"	"gent_stealing_tech_critical_failure"	"innovation.tga"	"standard"	false	false	"tech.tga"	"innovation.tga"
"gent_stealing_tech_critical_failure"	"european"	"gent_stealing_tech_critical_failure"	"innovation.tga"	"standard"	false	false	"tech.tga"	"innovation.tga"
"gent_stealing_tech_failure"	"egy_european"	"gent_stealing_tech_failure"	"innovation.tga"	"standard"	false	false	"tech.tga"	"innovation.tga"
"gent_stealing_tech_failure"	"european"	"gent_stealing_tech_failure"	"innovation.tga"	"standard"	false	false	"tech.tga"	"innovation.tga"
"gent_stealing_tech_success"	"egy_european"	"gent_stealing_tech_success"	"innovation.tga"	"standard"	false	false	"tech.tga"	"innovation.tga"
"gent_stealing_tech_success"	"european"	"gent_stealing_tech_success"	"innovation.tga"	"standard"	false	false	"tech.tga"	"innovation.tga"
"governor_minister_dies_in_office"	"egy_european"	"gov_dies_1"	"funeral2.tga"	"standard"	false	false	"gravestone.tga"	"funeral2.tga"
"governor_minister_dies_in_office"	"egy_middle_east"	"gov_dies_1"	"empire-ot.tga"	"standard"	false	false	"gravestone.tga"	"empire-ot.tga"
"governor_minister_dies_in_office"	"european"	"gov_dies_1"	"funeral2.tga"	"standard"	false	false	"gravestone.tga"	"funeral2.tga"
"governor_minister_dies_in_office"	"middle_east"	"gov_dies_1"	"empire-ot.tga"	"standard"	false	false	"gravestone.tga"	"empire-ot.tga"
"great_exhibition"	"egy_european"	"great_exhibition_1"	"exhibiotion2.tga"	"standard"	false	true	"news.tga"	"exhibiotion2.tga"
"great_exhibition"	"egy_middle_east"	"great_exhibition_1"	"exhibiotion2.tga"	"standard"	false	true	"news.tga"	"exhibiotion2.tga"
"great_exhibition"	"european"	"great_exhibition_1"	"exhibiotion2.tga"	"standard"	false	true	"news.tga"	"exhibiotion2.tga"
"great_exhibition"	"middle_east"	"great_exhibition_1"	"exhibiotion2.tga"	"standard"	false	true	"news.tga"	"exhibiotion2.tga"
"gw_injured"	"egy_european"	"ep_washington_injured_text"	"char killed2.tga"	"standard"	false	false	"news.tga"	"char killed2.tga"
"gw_injured"	"european"	"ep_washington_injured_text"	"char killed2.tga"	"standard"	false	false	"news.tga"	"char killed2.tga"
"gw_returns_home"	"egy_european"	"ep_washington_returns_home_text"	"char killed2.tga"	"standard"	false	false	"news.tga"	"char killed2.tga"
"gw_returns_home"	"european"	"ep_washington_returns_home_text"	"char killed2.tga"	"standard"	false	false	"news.tga"	"char killed2.tga"
"highwaymen_stand_and_deliver"	"egy_european"	"highwayman_1"	"highwayman.tga"	"standard"	false	false	"news.tga"	"highwayman.tga"
"highwaymen_stand_and_deliver"	"egy_middle_east"	"highwayman_1"	"highwayman-ottoman.tga"	"standard"	false	false	"news.tga"	"highwayman-ottoman.tga"
"highwaymen_stand_and_deliver"	"european"	"highwayman_1"	"highwayman.tga"	"standard"	false	false	"news.tga"	"highwayman.tga"
"highwaymen_stand_and_deliver"	"middle_east"	"highwayman_1"	"highwayman-ottoman.tga"	"standard"	false	false	"news.tga"	"highwayman-ottoman.tga"
"industrial_tech_advance"	"egy_european"	"tech_industrial_1"	"steam.tga"	"technology_advances"	false	true	"tech.tga"	"steam.tga"
"industrial_tech_advance"	"european"	"tech_industrial_1"	"steam.tga"	"technology_advances"	false	true	"tech.tga"	"steam.tga"
"intellectual_advance"	"egy_european"	"tech_intellectual_1"	"culture_eu_university.tga"	"technology_advances"	false	true	"tech.tga"	"culture_eu_university.tga"
"intellectual_advance"	"european"	"tech_intellectual_1"	"culture_eu_university.tga"	"technology_advances"	false	true	"tech.tga"	"culture_eu_university.tga"
"internal_mission_cancelled"	"egy_european"	"internal_mission_cancelled_1"	"envelope-eu.tga"	"standard"	false	false	"missions.tga"	"envelope-eu.tga"
"internal_mission_cancelled"	"european"	"internal_mission_cancelled_1"	"envelope-eu.tga"	"standard"	false	false	"missions.tga"	"envelope-eu.tga"
"internal_mission_failed"	"egy_european"	"internal_mission_failed_1"	"envelope-eu.tga"	"standard"	false	false	"missions.tga"	"envelope-eu.tga"
"internal_mission_failed"	"egy_middle_east"	"internal_mission_failed_1"	"envelope-ottoman.tga"	"standard"	false	false	"missions.tga"	"envelope-ottoman.tga"
"internal_mission_failed"	"european"	"internal_mission_failed_1"	"envelope-eu.tga"	"standard"	false	false	"missions.tga"	"envelope-eu.tga"
"internal_mission_failed"	"indian"	"internal_mission_failed_1"	"envelope-indian.tga"	"standard"	false	false	"missions.tga"	"envelope-indian.tga"
"internal_mission_failed"	"middle_east"	"internal_mission_failed_1"	"envelope-ottoman.tga"	"standard"	false	false	"missions.tga"	"envelope-ottoman.tga"
"internal_mission_issued"	"egy_european"	"null_new_line"	"envelope-eu.tga"	"standard"	false	true	"missions.tga"	"envelope-eu.tga"
"internal_mission_issued"	"egy_middle_east"	"null_new_line"	"envelope-ottoman.tga"	"standard"	false	true	"missions.tga"	"envelope-ottoman.tga"
"internal_mission_issued"	"european"	"null_new_line"	"envelope-eu.tga"	"standard"	false	true	"missions.tga"	"envelope-eu.tga"
"internal_mission_issued"	"indian"	"null_new_line"	"envelope-indian.tga"	"standard"	false	true	"missions.tga"	"envelope-indian.tga"
"internal_mission_issued"	"middle_east"	"null_new_line"	"envelope-ottoman.tga"	"standard"	false	true	"missions.tga"	"envelope-ottoman.tga"
"internal_mission_successful"	"egy_european"	"internal_mission_successful_1"	"envelope-eu.tga"	"standard"	false	false	"missions.tga"	"envelope-eu.tga"
"internal_mission_successful"	"egy_middle_east"	"internal_mission_successful_1"	"envelope-ottoman.tga"	"standard"	false	false	"missions.tga"	"envelope-ottoman.tga"
"internal_mission_successful"	"european"	"internal_mission_successful_1"	"envelope-eu.tga"	"standard"	false	false	"missions.tga"	"envelope-eu.tga"
"internal_mission_successful"	"indian"	"internal_mission_successful_1"	"envelope-indian.tga"	"standard"	false	false	"missions.tga"	"envelope-indian.tga"
"internal_mission_successful"	"middle_east"	"internal_mission_successful_1"	"envelope-ottoman.tga"	"standard"	false	false	"missions.tga"	"envelope-ottoman.tga"
"military_access_prompt"	"egy_european"	"military_access_prompt"	"map-region.tga"	"standard"	false	false	"army.tga"	"map-region.tga"
"military_access_prompt"	"egy_middle_east"	"military_access_prompt"	"map-region.tga"	"standard"	false	false	"army.tga"	"map-region.tga"
"military_access_prompt"	"european"	"military_access_prompt"	"map-region.tga"	"standard"	false	false	"army.tga"	"map-region.tga"
"military_access_prompt"	"middle_east"	"military_access_prompt"	"map-region.tga"	"standard"	false	false	"army.tga"	"map-region.tga"
"military_tech_advance"	"egy_european"	"tech_military_1"	"arsenal-2.tga"	"technology_advances"	false	true	"tech.tga"	"arsenal-2.tga"
"military_tech_advance"	"european"	"tech_military_1"	"arsenal-2.tga"	"technology_advances"	false	true	"tech.tga"	"arsenal-2.tga"
"mission_egy_adapt_desert_success"	"european"	"mission_egy_adapt_desert_success"	"nap_egy_adapt_desert.tga"	"standard"	false	true	"missions.tga"	"nap_egy_adapt_desert.tga"
"mission_egy_bedouin_success"	"european"	"mission_egy_bedouin_success"	"nap_egy_bedouin.tga"	"standard"	false	true	"missions.tga"	"nap_egy_bedouin.tga"
"mission_egy_cairo_rebellion"	"european"	"mission_egy_cairo_rebellion"	"nap_egy_cairo_rebellion.tga"	"standard"	false	true	"missions.tga"	"nap_egy_cairo_rebellion.tga"
"mission_egy_capture_acre_success"	"european"	"mission_egy_capture_acre_success"	"nap_egy_success.tga"	"standard"	false	true	"missions.tga"	"nap_egy_success.tga"
"mission_egy_capture_damascus_success"	"middle_east"	"mission_egy_capture_damascus_success"	"empire-ot.tga"	"standard"	false	true	"missions.tga"	"empire-ot.tga"
"mission_egy_courier"	"european"	"mission_egy_courier"	"nap_egy_courier.tga"	"standard"	false	true	"missions.tga"	"nap_egy_courier.tga"
"mission_egy_destroy_britain_success"	"european"	"mission_egy_destroy_britain_success"	"nap_egy_destroy_britain.tga"	"standard"	false	true	"missions.tga"	"nap_egy_destroy_britain.tga"
"mission_egy_destroy_mamelukes_success"	"european"	"mission_egy_destroy_mamelukes_success"	"nap_egy_success.tga"	"standard"	false	true	"missions.tga"	"nap_egy_success.tga"
"mission_egy_institute_success"	"european"	"mission_egy_institute_success"	"nap_egy_institute.tga"	"standard"	false	true	"missions.tga"	"nap_egy_institute.tga"
