version 1, schema building_culture_variants_tables
Building_IDRef(string)	Culture(string)	Battle_Model(optstring)	Campaign_Map_Model(optstring)	Campaign_Map_Model_2(optstring)	Localised_Description(optstring)	Icon__Info_Picture(optstring)
"tEducation3_enlightened_university"	"middle_east"	nil	"ott_tEducation3_enlightened_university"	nil	"tEducation3_enlightened_university_european"	"ott_tEducation3_enlightened_university"
"tEducationTutorial1_college"	"european"	nil	"EU_tEducation1_college"	nil	"tEducation1_college_european"	"EU_tEducation1_college"
"tFactory1_manufactory"	"egy_european"	nil	"ott_tFactory1_manufactory"	nil	"tFactory1_manufactory_european"	"ott_tFactory1_manufactory"
"tFactory1_manufactory"	"egy_middle_east"	nil	"ott_tFactory1_manufactory"	nil	"tFactory1_manufactory_european"	"ott_tFactory1_manufactory"
"tFactory1_manufactory"	"european"	nil	"EU_tFactory1_manufactory"	nil	"tFactory1_manufactory_european"	"EU_tFactory1_manufactory"
"tFactory1_manufactory"	"middle_east"	nil	"ott_tFactory1_manufactory"	nil	"tFactory1_manufactory_european"	"ott_tFactory1_manufactory"
"tFactory2_factory"	"egy_european"	nil	"ott_tFactory2_factory"	nil	"tFactory2_factory_european"	"ott_tFactory2_factory"
"tFactory2_factory"	"egy_middle_east"	nil	"ott_tFactory2_factory"	nil	"tFactory2_factory_european"	"ott_tFactory2_factory"
"tFactory2_factory"	"european"	nil	"EU_tFactory2_factory"	nil	"tFactory2_factory_european"	"EU_tFactory2_factory"
"tFactory2_factory"	"middle_east"	nil	"ott_tFactory2_factory"	nil	"tFactory2_factory_european"	"ott_tFactory2_factory"
"tFactory3_steam_powered_factory"	"european"	nil	nil	"EU_tFactory3_steam_powered_factory"	"tFactory3_steam_powered_factory_european"	"EU_tFactory3_steam_powered_factory"
"tFactory3_steam_powered_factory"	"middle_east"	nil	nil	"ott_tFactory3_steam_powered_factory"	"tFactory3_steam_powered_factory_european"	"ott_tFactory3_steam_powered_factory"
"tGuns1_gunsmith"	"egy_european"	nil	"ott_tGuns1_gunsmith"	nil	"tGuns1_gunsmith_european"	"ott_tGuns1_gunsmith"
"tGuns1_gunsmith"	"egy_middle_east"	nil	"ott_tGuns1_gunsmith"	nil	"tGuns1_gunsmith_european"	"ott_tGuns1_gunsmith"
"tGuns1_gunsmith"	"european"	nil	"EU_tGuns1_gunsmith"	nil	"tGuns1_gunsmith_european"	"EU_tGuns1_gunsmith"
"tGuns1_gunsmith"	"middle_east"	nil	"ott_tGuns1_gunsmith"	nil	"tGuns1_gunsmith_european"	"ott_tGuns1_gunsmith"
"tGuns2_musket_manufactury"	"egy_european"	nil	"ott_tGuns2_musket_manufactury"	nil	"tGuns2_musket_manufactury_european"	"ott_tGuns2_musket_manufactury"
"tGuns2_musket_manufactury"	"egy_middle_east"	nil	"ott_tGuns2_musket_manufactury"	nil	"tGuns2_musket_manufactury_european"	"ott_tGuns2_musket_manufactury"
"tGuns2_musket_manufactury"	"european"	nil	"EU_tGuns2_musket_manufactury"	nil	"tGuns2_musket_manufactury_european"	"EU_tGuns2_musket_manufactury"
"tGuns2_musket_manufactury"	"middle_east"	nil	"ott_tGuns2_musket_manufactury"	nil	"tGuns2_musket_manufactury_european"	"ott_tGuns2_musket_manufactury"
"tGuns3_small_arms_factory"	"european"	nil	"EU_tGuns3_small_arms_factory"	nil	"tGuns3_small_arms_factory_european"	"EU_tGuns3_small_arms_factory"
"tGuns3_small_arms_factory"	"middle_east"	nil	"ott_tGuns3_small_arms_factory"	nil	"tGuns3_small_arms_factory_european"	"ott_tGuns3_small_arms_factory"
"tGunsTutorial1_gunsmith"	"european"	nil	"EU_tGuns1_gunsmith"	nil	"tGuns1_gunsmith_european"	"EU_tGuns1_gunsmith"
"tGunsTutorial2_musket_manufactury"	"european"	nil	"EU_tGuns2_musket_manufactury"	nil	"tGuns2_musket_manufactury_european"	"EU_tGuns2_musket_manufactury"
"tSecret1_gentlemens_club"	"egy_european"	nil	"ott_tSecret1_gentlemens_club"	nil	"tSecret1_gentlemens_club_european"	"ott_tSecret1_gentlemens_club"
"tSecret1_gentlemens_club"	"egy_middle_east"	nil	"ott_tSecret1_gentlemens_club"	nil	"tSecret1_gentlemens_club_middle_east"	"ott_tSecret1_gentlemens_club"
"tSecret1_gentlemens_club"	"european"	nil	"EU_tSecret1_gentlemens_club"	nil	"tSecret1_gentlemens_club_european"	"EU_tSecret1_gentlemens_club"
"tSecret1_gentlemens_club"	"middle_east"	nil	"ott_tSecret1_gentlemens_club"	nil	"tSecret1_gentlemens_club_middle_east"	"ott_tSecret1_gentlemens_club"
"tSecret2_secret_society"	"egy_european"	nil	"ott_tSecret2_secret_society"	nil	"tSecret2_secret_society_european"	"ott_tSecret2_secret_society"
"tSecret2_secret_society"	"egy_middle_east"	nil	"ott_tSecret2_secret_society"	nil	"tSecret2_secret_society_european"	"ott_tSecret2_secret_society"
"tSecret2_secret_society"	"european"	nil	"EU_tSecret2_secret_society"	nil	"tSecret2_secret_society_european"	"EU_tSecret2_secret_society"
"tSecret2_secret_society"	"middle_east"	nil	"ott_tSecret2_secret_society"	nil	"tSecret2_secret_society_european"	"ott_tSecret2_secret_society"
"tSecret3_masonic_lodge"	"european"	nil	"EU_tSecret3_masonic_lodge"	nil	"tSecret3_masonic_lodge_european"	"EU_tSecret3_masonic_lodge"
"tSecret3_masonic_lodge"	"middle_east"	nil	"ott_tSecret3_masonic_lodge"	nil	"tSecret3_masonic_lodge_middle_east"	"ott_tSecret3_masonic_lodge"
"tSupply1_supply_post"	"egy_european"	nil	"ott_tSupply1_supply_post"	nil	"tSupply1_supply_post_european"	"ott_tSupply1_supply_post"
"tSupply1_supply_post"	"egy_middle_east"	nil	"ott_tSupply1_supply_post"	nil	"tSupply1_supply_post_european"	"ott_tSupply1_supply_post"
"tSupply1_supply_post"	"european"	nil	"EU_tSupply1_supply_post"	nil	"tSupply1_supply_post_european"	"EU_tSupply1_supply_post"
"tSupply1_supply_post"	"middle_east"	nil	"ott_tSupply1_supply_post"	nil	"tSupply1_supply_post_european"	"ott_tSupply1_supply_post"
"tSupply2_supply_warehouse"	"egy_european"	nil	"ott_tSupply2_supply_warehouse"	nil	"tSupply2_supply_warehouse_european"	"ott_tSupply2_supply_warehouse"
"tSupply2_supply_warehouse"	"egy_middle_east"	nil	"ott_tSupply2_supply_warehouse"	nil	"tSupply2_supply_warehouse_european"	"ott_tSupply2_supply_warehouse"
"tSupply2_supply_warehouse"	"european"	nil	"EU_tSupply2_supply_warehouse"	nil	"tSupply2_supply_warehouse_european"	"EU_tSupply2_supply_warehouse"
"tSupply2_supply_warehouse"	"middle_east"	nil	"ott_tSupply2_supply_warehouse"	nil	"tSupply2_supply_warehouse_european"	"ott_tSupply2_supply_warehouse"
"tSupply3_supply_depot"	"egy_european"	nil	"ott_tSupply2_supply_depot"	nil	"tSupply3_supply_depot_european"	"ott_tSupply2_supply_depot"
"tSupply3_supply_depot"	"egy_middle_east"	nil	"ott_tSupply2_supply_depot"	nil	"tSupply3_supply_depot_european"	"ott_tSupply2_supply_depot"
"tSupply3_supply_depot"	"european"	nil	"EU_tSupply3_supply_depot"	nil	"tSupply3_supply_depot_european"	"EU_tSupply3_supply_depot"
"tSupply3_supply_depot"	"middle_east"	nil	"ott_tSupply2_supply_depot"	nil	"tSupply3_supply_depot_european"	"ott_tSupply2_supply_depot"
"sArmySpain1_cantonment"	"european"	nil	"EU_sArmy1_cantonment"	nil	"sArmy1_cantonment_european"	"EU_sArmy1_cantonment"
"sArmySpain2_barracks"	"european"	nil	"EU_sArmy2_barracks"	nil	"sArmy2_barracks_european"	"EU_sArmy2_barracks"
"sArmySpain3_drill_school"	"european"	nil	"EU_sArmy3_drill_school"	nil	"sArmy3_drill_school_european"	"EU_sArmy3_drill_school"
"sArmySpain4_military_academy"	"european"	nil	"EU_sArmy4_military_academy"	nil	"sArmy4_military_academy_european"	"EU_sArmy4_military_academy"
"sArmySpain5_staff_college"	"european"	nil	"EU_sArmy5_staff_college"	nil	"sArmy5_staff_college_european"	"EU_sArmy5_staff_college"
"sAdminSpain1_tax_office"	"european"	nil	"EU_sAdmin1_tax_office"	nil	"sAdmin1_tax_office_european"	"EU_sAdmin1_tax_office"
"pSupplySpain1_supply_port"	"european"	nil	"EU_pTrade1_trading_port"	nil	"pSupplySpain1_supply_port"	"EU_pTrade1_trading_port"
"pSupplySpain2_military_supply_port"	"european"	nil	"EU_pTrade2_commercial_port"	nil	"pSupplySpain2_military_supply_port"	"EU_pTrade2_commercial_port"
"pSupplySpain3_military_port_complex"	"european"	nil	"EU_pTrade3_trading_company"	nil	"pSupplySpain3_military_port_complex"	"EU_pTrade3_trading_company"
"sAdminSpain2_magistrate"	"european"	nil	"EU_sAdmin2_magistrate"	nil	"sAdmin2_magistrate_european"	"EU_sAdmin2_magistrate"
"sAdminSpain3_court_justice"	"european"	nil	"EU_sAdmin3_court_justice"	nil	"sAdmin3_court_justice_european"	"EU_sAdmin3_court_justice"
"sAdminSpain4_court_appeals"	"european"	nil	"EU_sAdmin4_court_appeals"	nil	"sAdmin4_court_appeals_european"	"EU_sAdmin4_court_appeals"
"sAdminSpain5_court_supreme"	"european"	nil	"EU_sAdmin5_court_supreme"	nil	"sAdmin5_court_supreme_european"	"EU_sAdmin5_court_supreme"
"tFactorySpain1_manufactory"	"european"	nil	"EU_tFactory1_manufactory"	nil	"tFactory1_manufactory_european"	"EU_tFactory1_manufactory"
"tFactorySpain2_factory"	"european"	nil	"EU_tFactory2_factory"	nil	"tFactory2_factory_european"	"EU_tFactory2_factory"
"tFactorySpain3_steam_powered_factory"	"european"	nil	nil	"EU_tFactory3_steam_powered_factory"	"tFactory3_steam_powered_factory_european"	"EU_tFactory3_steam_powered_factory"
"pNavySpain3_steam_drydock"	"european"	nil	"EU_pNavy3_steam_drydock"	nil	"pNavy3_steam_drydock_european"	"EU_pNavy3_steam_drydock"
"rTimberSpain3_steam_powered_sawmill"	"european"	nil	"EU_rTimber3_steam_powered_sawmill"	nil	"rTimber3_steam_powered_sawmill_european"	"EU_rTimber3_steam_powered_sawmill"
"rIronSpain2_steam-pumped_iron_mine"	"european"	nil	nil	"EU_rIron2_steampumped_iron_mine"	"rIron2_steam-pumped_iron_mine_european"	"EU_rIron2_steampumped_iron_mine"
"rGoldSpain2_steam-pumped_gold_mine"	"european"	nil	nil	"EU_rGold2_steampumped_gold_mine"	"rGold2_steam-pumped_gold_mine_european"	"EU_rGold2_steampumped_gold_mine"
"tGunsSpain3_small_arms_factory"	"european"	nil	"EU_tGuns3_small_arms_factory"	nil	"tGuns3_small_arms_factory_european"	"EU_tGuns3_small_arms_factory"
"tCommerceSpain2_merchant_house"	"european"	nil	"EU_tCommerce2_merchant_house"	nil	"tCommerce2_merchant_house_european"	"EU_tCommerce2_merchant_house"
"tCommerceSpain3_banking_house"	"european"	nil	"EU_tCommerce3_banking_house"	nil	"tCommerce3_banking_house_european"	"EU_tCommerce3_banking_house"
"tSupplySpain3_supply_depot"	"european"	nil	"EU_tSupply3_supply_depot"	nil	"tSupply3_supply_depot_european"	"EU_tSupply3_supply_depot"
"rIronSpain1_iron_mine"	"european"	nil	nil	"EU_rIron1_iron_mine"	"rIron1_iron_mine_european"	"EU_rIron1_iron_mine"
"rIronSpain3_industrial_iron_mining_complex"	"european"	nil	nil	"EU_rIron3_industrial_iron_mining_complex"	"rIron3_industrial_iron_mining_complex_european"	"EU_rIron3_industrial_iron_mining_complex"
"tSupplySpain2_supply_warehouse"	"european"	nil	"EU_tSupply2_supply_warehouse"	nil	"tSupply2_supply_warehouse_european"	"EU_tSupply2_supply_warehouse"
"tSupplySpain1_supply_post"	"european"	nil	"EU_tSupply1_supply_post"	nil	"tSupply1_supply_post_european"	"EU_tSupply1_supply_post"
"tGunsSpain2_musket_manufactury"	"european"	nil	"EU_tGuns2_musket_manufactury"	nil	"tGuns2_musket_manufactury_european"	"EU_tGuns2_musket_manufactury"
"tGunsSpain1_gunsmith"	"european"	nil	"EU_tGuns1_gunsmith"	nil	"tGuns1_gunsmith_european"	"EU_tGuns1_gunsmith"
"tCommerceSpain1_market"	"european"	nil	"EU_tCommerce1_market"	nil	"tCommerce1_market_european"	"EU_tCommerce1_market"
"rTimberSpain1_timber_logging_camp"	"european"	nil	"EU_rTimber1_timber_logging_camp_blend"	nil	"rTimber1_timber_logging_camp_european"	"EU_rTimber1_timber_logging_camp_blend"
"rTimberSpain2_timber_lumber_mill"	"european"	nil	nil	"EU_rTimber2_timber_lumber_mill"	"rTimber2_timber_lumber_mill_european"	"EU_rTimber2_timber_lumber_mill"
"pNavySpain2_dockyard"	"european"	nil	"EU_pNavy2_dockyard"	nil	"pNavy2_dockyard_european"	"EU_pNavy2_dockyard"
"pNavySpain1_shipyard"	"european"	nil	"EU_pNavy1_shipyard"	nil	"pNavy1_shipyard_european"	"EU_pNavy1_shipyard"
"rGoldSpain3_industrial_gold_mining_complex"	"european"	nil	nil	"EU_rGold3_industrial_gold_mining_complex"	"rGold3_industrial_gold_mining_complex_european"	"EU_rGold3_industrial_gold_mining_complex"
"rGoldSpain1_gold_mine"	"european"	nil	nil	"EU_rGold1_gold_mine"	"rGold1_gold_mine_european"	"EU_rGold1_gold_mine"
