version 1, schema technology_faction_junctions_tables
Tech_IDRef(string)	Faction_IDRef(string)
"economy2_joint_stock_company"	"russia"
"economy2_joint_stock_company"	"sardinia"
"economy2_joint_stock_company"	"saxony"
"economy2_joint_stock_company"	"scandinavian_rebels"
"economy2_joint_stock_company"	"scotland"
"economy2_joint_stock_company"	"sicily"
"economy2_joint_stock_company"	"slavic_rebels"
"economy2_joint_stock_company"	"spain"
"economy2_joint_stock_company"	"spanish_rebels"
"economy2_joint_stock_company"	"sweden"
"economy2_joint_stock_company"	"swiss_confederation"
"economy2_joint_stock_company"	"tut_britain"
"economy2_joint_stock_company"	"tut_france"
"economy2_joint_stock_company"	"tut_sardinia"
"economy2_joint_stock_company"	"tut_swiss_confederation"
"economy2_joint_stock_company"	"united_netherlands"
"economy2_joint_stock_company"	"westphalia"
"economy2_joint_stock_company"	"wurttemberg"
"economy2_plateways"	"austria"
"economy2_plateways"	"austrian_rebels"
"economy2_plateways"	"bavaria"
"economy2_plateways"	"belgium"
"economy2_plateways"	"britain"
"economy2_plateways"	"british_rebels"
"economy2_plateways"	"brittany"
"economy2_plateways"	"catalonia"
"economy2_plateways"	"cossack_rebels"
"economy2_plateways"	"courland"
"economy2_plateways"	"crimean_khanate"
"economy2_plateways"	"denmark"
"economy2_plateways"	"dutch_rebels"
"economy2_plateways"	"france"
"economy2_plateways"	"french_rebels"
"economy2_plateways"	"greece"
"economy2_plateways"	"greek_rebels"
"economy2_plateways"	"hannover"
"economy2_plateways"	"hessen"
"economy2_plateways"	"hungary"
"economy2_plateways"	"ireland"
"economy2_plateways"	"ita_austrian_alliance"
"economy2_plateways"	"ita_french_republic"
"economy2_plateways"	"ita_genoa"
"economy2_plateways"	"ita_lucca"
"economy2_plateways"	"ita_milan"
"economy2_plateways"	"ita_modena"
"economy2_plateways"	"ita_papal_states"
"economy2_plateways"	"ita_parma"
"economy2_plateways"	"ita_piedmont"
"economy2_plateways"	"ita_trent"
"economy2_plateways"	"ita_tuscany"
"economy2_plateways"	"ita_venice"
"economy2_plateways"	"italian_rebels"
"economy2_plateways"	"italy"
"economy2_plateways"	"italy_kingdom"
"economy2_plateways"	"mecklenburg"
"economy2_plateways"	"naples"
"economy2_plateways"	"netherlands"
"economy2_plateways"	"norway"
"economy2_plateways"	"oldenburg"
"economy2_plateways"	"ottoman_rebels"
"economy2_plateways"	"ottomans"
"economy2_plateways"	"piedmont_savoy"
"economy2_plateways"	"poland_lithuania"
"economy2_plateways"	"portugal"
"economy2_plateways"	"portugese_rebels"
"economy2_plateways"	"prussia"
"economy2_plateways"	"prussian_rebels"
"economy2_plateways"	"romania"
"economy2_plateways"	"russia"
"economy2_plateways"	"sardinia"
"economy2_plateways"	"saxony"
"economy2_plateways"	"scandinavian_rebels"
"economy2_plateways"	"scotland"
"economy2_plateways"	"sicily"
"economy2_plateways"	"slavic_rebels"
"economy2_plateways"	"spain"
"economy2_plateways"	"spanish_rebels"
"economy2_plateways"	"sweden"
"economy2_plateways"	"swiss_confederation"
"economy2_plateways"	"tut_britain"
"economy2_plateways"	"tut_france"
"economy2_plateways"	"tut_sardinia"
"economy2_plateways"	"tut_swiss_confederation"
"economy2_plateways"	"united_netherlands"
"economy2_plateways"	"westphalia"
"economy2_plateways"	"wurttemberg"
"economy2_steam_engine"	"austria"
"economy2_steam_engine"	"austrian_rebels"
"economy2_steam_engine"	"bavaria"
"economy2_steam_engine"	"belgium"
"economy2_steam_engine"	"britain"
"economy2_steam_engine"	"british_rebels"
"economy2_steam_engine"	"brittany"
"economy2_steam_engine"	"catalonia"
"economy2_steam_engine"	"cossack_rebels"
"economy2_steam_engine"	"courland"
"admin3_bonapartist_propaganda"	"spa_france"
"economy2_steam_engine"	"crimean_khanate"
"economy2_steam_engine"	"denmark"
"economy2_steam_engine"	"dutch_rebels"
"economy2_steam_engine"	"france"
"economy2_steam_engine"	"french_rebels"
"economy2_steam_engine"	"greece"
"economy2_steam_engine"	"greek_rebels"
"economy2_steam_engine"	"hannover"
"economy2_steam_engine"	"hessen"
"economy2_steam_engine"	"hungary"
"economy2_steam_engine"	"ireland"
"economy2_steam_engine"	"ita_austrian_alliance"
"economy2_steam_engine"	"ita_french_republic"
"economy2_steam_engine"	"ita_genoa"
"economy2_steam_engine"	"ita_lucca"
"economy2_steam_engine"	"ita_milan"
"economy2_steam_engine"	"ita_modena"
"economy2_steam_engine"	"ita_papal_states"
"economy2_steam_engine"	"ita_parma"
"economy2_steam_engine"	"ita_piedmont"
"economy2_steam_engine"	"ita_trent"
"economy2_steam_engine"	"ita_tuscany"
"economy2_steam_engine"	"ita_venice"
"economy2_steam_engine"	"italian_rebels"
"economy2_steam_engine"	"italy"
"economy2_steam_engine"	"italy_kingdom"
"economy2_steam_engine"	"mecklenburg"
"economy2_steam_engine"	"naples"
"economy2_steam_engine"	"netherlands"
"economy2_steam_engine"	"norway"
"economy2_steam_engine"	"oldenburg"
"economy2_steam_engine"	"ottoman_rebels"
"economy2_steam_engine"	"ottomans"
"economy2_steam_engine"	"piedmont_savoy"
"economy2_steam_engine"	"poland_lithuania"
"economy2_steam_engine"	"portugal"
"economy2_steam_engine"	"portugese_rebels"
"economy2_steam_engine"	"prussia"
"economy2_steam_engine"	"prussian_rebels"
"economy2_steam_engine"	"romania"
"economy2_steam_engine"	"russia"
"economy2_steam_engine"	"sardinia"
"economy2_steam_engine"	"saxony"
"economy2_steam_engine"	"scandinavian_rebels"
"economy2_steam_engine"	"scotland"
"economy2_steam_engine"	"sicily"
"economy2_steam_engine"	"slavic_rebels"
"economy2_steam_engine"	"spain"
"economy2_steam_engine"	"spanish_rebels"
"economy2_steam_engine"	"sweden"
"economy2_steam_engine"	"swiss_confederation"
"economy2_steam_engine"	"tut_britain"
"economy2_steam_engine"	"tut_france"
"economy2_steam_engine"	"tut_sardinia"
"economy2_steam_engine"	"tut_swiss_confederation"
"economy2_steam_engine"	"united_netherlands"
"economy2_steam_engine"	"westphalia"
"economy2_steam_engine"	"wurttemberg"
"economy3_interchangeable_parts"	"austria"
"economy3_interchangeable_parts"	"austrian_rebels"
"economy3_interchangeable_parts"	"bavaria"
"economy3_interchangeable_parts"	"belgium"
"economy3_interchangeable_parts"	"britain"
"economy3_interchangeable_parts"	"british_rebels"
"economy3_interchangeable_parts"	"brittany"
"economy3_interchangeable_parts"	"catalonia"
"economy3_interchangeable_parts"	"cossack_rebels"
"economy3_interchangeable_parts"	"courland"
"economy3_interchangeable_parts"	"crimean_khanate"
"economy3_interchangeable_parts"	"denmark"
"economy3_interchangeable_parts"	"dutch_rebels"
"economy3_interchangeable_parts"	"france"
"economy3_interchangeable_parts"	"french_rebels"
"economy3_interchangeable_parts"	"greece"
"economy3_interchangeable_parts"	"greek_rebels"
"economy3_interchangeable_parts"	"hannover"
"economy3_interchangeable_parts"	"hessen"
"economy3_interchangeable_parts"	"hungary"
"economy3_interchangeable_parts"	"ireland"
"economy3_interchangeable_parts"	"ita_austrian_alliance"
"economy3_interchangeable_parts"	"ita_french_republic"
"economy3_interchangeable_parts"	"ita_genoa"
"economy3_interchangeable_parts"	"ita_lucca"
"economy3_interchangeable_parts"	"ita_milan"
"economy3_interchangeable_parts"	"ita_modena"
"economy3_interchangeable_parts"	"ita_papal_states"
"economy3_interchangeable_parts"	"ita_parma"
"economy3_interchangeable_parts"	"ita_piedmont"
"economy3_interchangeable_parts"	"ita_trent"
"economy3_interchangeable_parts"	"ita_tuscany"
"economy3_interchangeable_parts"	"ita_venice"
"economy3_interchangeable_parts"	"italian_rebels"
"economy3_interchangeable_parts"	"italy"
"economy3_interchangeable_parts"	"italy_kingdom"
"economy3_interchangeable_parts"	"mecklenburg"
"economy3_interchangeable_parts"	"naples"
"economy3_interchangeable_parts"	"netherlands"
"economy3_interchangeable_parts"	"norway"
"economy3_interchangeable_parts"	"oldenburg"
"economy3_interchangeable_parts"	"ottoman_rebels"
"economy3_interchangeable_parts"	"ottomans"
"economy3_interchangeable_parts"	"piedmont_savoy"
"economy3_interchangeable_parts"	"poland_lithuania"
"economy3_interchangeable_parts"	"portugal"
"economy3_interchangeable_parts"	"portugese_rebels"
"economy3_interchangeable_parts"	"prussia"
"economy3_interchangeable_parts"	"prussian_rebels"
"economy3_interchangeable_parts"	"romania"
"economy3_interchangeable_parts"	"russia"
"economy3_interchangeable_parts"	"sardinia"
"economy3_interchangeable_parts"	"saxony"
"economy3_interchangeable_parts"	"scandinavian_rebels"
"economy3_interchangeable_parts"	"scotland"
"economy3_interchangeable_parts"	"sicily"
"economy3_interchangeable_parts"	"slavic_rebels"
"economy3_interchangeable_parts"	"spain"
"economy3_interchangeable_parts"	"spanish_rebels"
"economy3_interchangeable_parts"	"sweden"
"economy3_interchangeable_parts"	"swiss_confederation"
"economy3_interchangeable_parts"	"tut_britain"
"economy3_interchangeable_parts"	"tut_france"
"economy3_interchangeable_parts"	"tut_sardinia"
"economy3_interchangeable_parts"	"tut_swiss_confederation"
"economy3_interchangeable_parts"	"united_netherlands"
"economy3_interchangeable_parts"	"westphalia"
"economy3_interchangeable_parts"	"wurttemberg"
"economy3_limited_liability_company"	"austria"
"economy3_limited_liability_company"	"austrian_rebels"
"economy3_limited_liability_company"	"bavaria"
"economy3_limited_liability_company"	"belgium"
"economy3_limited_liability_company"	"britain"
"economy3_limited_liability_company"	"british_rebels"
"economy3_limited_liability_company"	"brittany"
"economy3_limited_liability_company"	"catalonia"
"economy3_limited_liability_company"	"cossack_rebels"
"economy3_limited_liability_company"	"courland"
"economy3_limited_liability_company"	"crimean_khanate"
"admin4_repressive_measures"	"spa_france"
"economy3_limited_liability_company"	"denmark"
"economy3_limited_liability_company"	"dutch_rebels"
"economy3_limited_liability_company"	"france"
"economy3_limited_liability_company"	"french_rebels"
"economy3_limited_liability_company"	"greece"
"economy3_limited_liability_company"	"greek_rebels"
"economy3_limited_liability_company"	"hannover"
"economy3_limited_liability_company"	"hessen"
"economy3_limited_liability_company"	"hungary"
"economy3_limited_liability_company"	"ireland"
"economy3_limited_liability_company"	"ita_austrian_alliance"
"economy3_limited_liability_company"	"ita_french_republic"
"economy3_limited_liability_company"	"ita_genoa"
"economy3_limited_liability_company"	"ita_lucca"
"economy3_limited_liability_company"	"ita_milan"
"economy3_limited_liability_company"	"ita_modena"
"economy3_limited_liability_company"	"ita_papal_states"
"economy3_limited_liability_company"	"ita_parma"
"economy3_limited_liability_company"	"ita_piedmont"
"economy3_limited_liability_company"	"ita_trent"
"economy3_limited_liability_company"	"ita_tuscany"
"economy3_limited_liability_company"	"ita_venice"
"economy3_limited_liability_company"	"italian_rebels"
"economy3_limited_liability_company"	"italy"
"economy3_limited_liability_company"	"italy_kingdom"
"economy3_limited_liability_company"	"mecklenburg"
"economy3_limited_liability_company"	"naples"
"economy3_limited_liability_company"	"netherlands"
"economy3_limited_liability_company"	"norway"
"economy3_limited_liability_company"	"oldenburg"
"economy3_limited_liability_company"	"ottoman_rebels"
"economy3_limited_liability_company"	"ottomans"
"economy3_limited_liability_company"	"piedmont_savoy"
"economy3_limited_liability_company"	"poland_lithuania"
"economy3_limited_liability_company"	"portugal"
"economy3_limited_liability_company"	"portugese_rebels"
"economy3_limited_liability_company"	"prussia"
"economy3_limited_liability_company"	"prussian_rebels"
"economy3_limited_liability_company"	"romania"
"economy3_limited_liability_company"	"russia"
"economy3_limited_liability_company"	"sardinia"
"economy3_limited_liability_company"	"saxony"
"economy3_limited_liability_company"	"scandinavian_rebels"
"economy3_limited_liability_company"	"scotland"
"economy3_limited_liability_company"	"sicily"
"economy3_limited_liability_company"	"slavic_rebels"
"economy3_limited_liability_company"	"spain"
"economy3_limited_liability_company"	"spanish_rebels"
"economy3_limited_liability_company"	"sweden"
"economy3_limited_liability_company"	"swiss_confederation"
"economy3_limited_liability_company"	"tut_britain"
"economy3_limited_liability_company"	"tut_france"
"military2_mass_mobilisation"	"britain"
"military2_mass_mobilisation"	"british_rebels"
"military2_mass_mobilisation"	"brittany"
"military2_mass_mobilisation"	"catalonia"
"economy3_limited_liability_company"	"tut_sardinia"
"economy3_limited_liability_company"	"tut_swiss_confederation"
"economy3_limited_liability_company"	"united_netherlands"
"economy3_limited_liability_company"	"westphalia"
"economy3_limited_liability_company"	"wurttemberg"
"economy3_screw_propeller"	"austria"
"economy3_screw_propeller"	"austrian_rebels"
"economy3_screw_propeller"	"bavaria"
"economy3_screw_propeller"	"belgium"
"economy3_screw_propeller"	"britain"
"economy3_screw_propeller"	"british_rebels"
"economy3_screw_propeller"	"brittany"
"economy3_screw_propeller"	"catalonia"
"economy3_screw_propeller"	"cossack_rebels"
"economy3_screw_propeller"	"courland"
"economy3_screw_propeller"	"crimean_khanate"
"economy3_screw_propeller"	"denmark"
"economy3_screw_propeller"	"dutch_rebels"
"economy3_screw_propeller"	"france"
"economy3_screw_propeller"	"french_rebels"
"economy3_screw_propeller"	"greece"
"economy3_screw_propeller"	"greek_rebels"
"economy3_screw_propeller"	"hannover"
"economy3_screw_propeller"	"hessen"
"economy3_screw_propeller"	"hungary"
"economy3_screw_propeller"	"ireland"
"economy3_screw_propeller"	"ita_austrian_alliance"
"economy3_screw_propeller"	"ita_french_republic"
"economy3_screw_propeller"	"ita_genoa"
"economy3_screw_propeller"	"ita_lucca"
"economy3_screw_propeller"	"ita_milan"
"economy3_screw_propeller"	"ita_modena"
"economy3_screw_propeller"	"ita_papal_states"
"economy3_screw_propeller"	"ita_parma"
"economy3_screw_propeller"	"ita_piedmont"
"economy3_screw_propeller"	"ita_trent"
"economy3_screw_propeller"	"ita_tuscany"
"economy3_screw_propeller"	"ita_venice"
"economy3_screw_propeller"	"italian_rebels"
"economy3_screw_propeller"	"italy"
"economy3_screw_propeller"	"italy_kingdom"
"economy3_screw_propeller"	"mecklenburg"
"economy3_screw_propeller"	"naples"
"economy3_screw_propeller"	"netherlands"
"economy3_screw_propeller"	"norway"
"economy3_screw_propeller"	"oldenburg"
"economy3_screw_propeller"	"ottoman_rebels"
"economy3_screw_propeller"	"ottomans"
"economy3_screw_propeller"	"piedmont_savoy"
"economy3_screw_propeller"	"poland_lithuania"
"economy3_screw_propeller"	"portugal"
"economy3_screw_propeller"	"portugese_rebels"
"economy3_screw_propeller"	"prussia"
"economy3_screw_propeller"	"prussian_rebels"
"economy3_screw_propeller"	"romania"
"economy3_screw_propeller"	"russia"
"economy3_screw_propeller"	"sardinia"
"economy3_screw_propeller"	"saxony"
"economy3_screw_propeller"	"scandinavian_rebels"
"economy3_screw_propeller"	"scotland"
"economy3_screw_propeller"	"sicily"
"economy3_screw_propeller"	"slavic_rebels"
"economy3_screw_propeller"	"spain"
"economy3_screw_propeller"	"spanish_rebels"
"economy3_screw_propeller"	"sweden"
"economy3_screw_propeller"	"swiss_confederation"
"economy3_screw_propeller"	"tut_britain"
"economy3_screw_propeller"	"tut_france"
"economy3_screw_propeller"	"tut_sardinia"
"economy3_screw_propeller"	"tut_swiss_confederation"
"economy3_screw_propeller"	"united_netherlands"
"economy3_screw_propeller"	"westphalia"
"economy3_screw_propeller"	"wurttemberg"
"economy3_steam_locomotive"	"austria"
"economy3_steam_locomotive"	"austrian_rebels"
"economy3_steam_locomotive"	"bavaria"
"economy3_steam_locomotive"	"belgium"
"economy3_steam_locomotive"	"britain"
"economy3_steam_locomotive"	"british_rebels"
"economy3_steam_locomotive"	"brittany"
"economy3_steam_locomotive"	"catalonia"
"economy3_steam_locomotive"	"cossack_rebels"
"economy3_steam_locomotive"	"courland"
"economy3_steam_locomotive"	"crimean_khanate"
"admin5_complete_annexation"	"spa_france"
"economy3_steam_locomotive"	"denmark"
"economy3_steam_locomotive"	"dutch_rebels"
"economy3_steam_locomotive"	"france"
"economy3_steam_locomotive"	"french_rebels"
"economy3_steam_locomotive"	"greece"
"economy3_steam_locomotive"	"greek_rebels"
"economy3_steam_locomotive"	"hannover"
"economy3_steam_locomotive"	"hessen"
"economy3_steam_locomotive"	"hungary"
"economy3_steam_locomotive"	"ireland"
"economy3_steam_locomotive"	"ita_austrian_alliance"
"economy3_steam_locomotive"	"ita_french_republic"
"economy3_steam_locomotive"	"ita_genoa"
"economy3_steam_locomotive"	"ita_lucca"
"economy3_steam_locomotive"	"ita_milan"
"economy3_steam_locomotive"	"ita_modena"
"economy3_steam_locomotive"	"ita_papal_states"
"economy3_steam_locomotive"	"ita_parma"
"economy3_steam_locomotive"	"ita_piedmont"
"economy3_steam_locomotive"	"ita_trent"
"economy3_steam_locomotive"	"ita_tuscany"
"economy3_steam_locomotive"	"ita_venice"
"economy3_steam_locomotive"	"italian_rebels"
"economy3_steam_locomotive"	"italy"
"economy3_steam_locomotive"	"italy_kingdom"
"economy3_steam_locomotive"	"mecklenburg"
"economy3_steam_locomotive"	"naples"
"economy3_steam_locomotive"	"netherlands"
"economy3_steam_locomotive"	"norway"
"economy3_steam_locomotive"	"oldenburg"
"economy3_steam_locomotive"	"ottoman_rebels"
"economy3_steam_locomotive"	"ottomans"
"economy3_steam_locomotive"	"piedmont_savoy"
"economy3_steam_locomotive"	"poland_lithuania"
"economy3_steam_locomotive"	"portugal"
"economy3_steam_locomotive"	"portugese_rebels"
"economy3_steam_locomotive"	"prussia"
"economy3_steam_locomotive"	"prussian_rebels"
"economy3_steam_locomotive"	"romania"
"economy3_steam_locomotive"	"russia"
"economy3_steam_locomotive"	"sardinia"
"economy3_steam_locomotive"	"saxony"
"economy3_steam_locomotive"	"scandinavian_rebels"
"economy3_steam_locomotive"	"scotland"
"economy3_steam_locomotive"	"sicily"
"economy3_steam_locomotive"	"slavic_rebels"
"economy3_steam_locomotive"	"spain"
"economy3_steam_locomotive"	"spanish_rebels"
"economy3_steam_locomotive"	"sweden"
"economy3_steam_locomotive"	"swiss_confederation"
"economy3_steam_locomotive"	"tut_britain"
"economy3_steam_locomotive"	"tut_france"
"economy3_steam_locomotive"	"tut_sardinia"
"economy3_steam_locomotive"	"tut_swiss_confederation"
"admin5_homeland_recruitment"	"spa_britain"
"admin5_homeland_recruitment"	"spa_france"
"economy3_steam_locomotive"	"united_netherlands"
"economy3_steam_locomotive"	"westphalia"
"economy3_steam_locomotive"	"wurttemberg"
"economy3_steam_ship_propulsion"	"austria"
"economy3_steam_ship_propulsion"	"austrian_rebels"
"economy3_steam_ship_propulsion"	"bavaria"
"economy3_steam_ship_propulsion"	"belgium"
"economy3_steam_ship_propulsion"	"britain"
"economy3_steam_ship_propulsion"	"british_rebels"
"economy3_steam_ship_propulsion"	"brittany"
"economy3_steam_ship_propulsion"	"catalonia"
"economy3_steam_ship_propulsion"	"cossack_rebels"
"economy3_steam_ship_propulsion"	"courland"
"economy3_steam_ship_propulsion"	"crimean_khanate"
"economy3_steam_ship_propulsion"	"denmark"
"economy3_steam_ship_propulsion"	"dutch_rebels"
"economy3_steam_ship_propulsion"	"france"
"economy3_steam_ship_propulsion"	"french_rebels"
"economy3_steam_ship_propulsion"	"greece"
"economy3_steam_ship_propulsion"	"greek_rebels"
"economy3_steam_ship_propulsion"	"hannover"
"economy3_steam_ship_propulsion"	"hessen"
"economy3_steam_ship_propulsion"	"hungary"
"economy3_steam_ship_propulsion"	"ireland"
"economy3_steam_ship_propulsion"	"ita_austrian_alliance"
"economy3_steam_ship_propulsion"	"ita_french_republic"
"economy3_steam_ship_propulsion"	"ita_genoa"
"economy3_steam_ship_propulsion"	"ita_lucca"
"economy3_steam_ship_propulsion"	"ita_milan"
"economy3_steam_ship_propulsion"	"ita_modena"
"economy3_steam_ship_propulsion"	"ita_papal_states"
"economy3_steam_ship_propulsion"	"ita_parma"
"economy3_steam_ship_propulsion"	"ita_piedmont"
"economy3_steam_ship_propulsion"	"ita_trent"
"economy3_steam_ship_propulsion"	"ita_tuscany"
"economy3_steam_ship_propulsion"	"ita_venice"
"economy3_steam_ship_propulsion"	"italian_rebels"
"economy3_steam_ship_propulsion"	"italy"
"economy3_steam_ship_propulsion"	"italy_kingdom"
"economy3_steam_ship_propulsion"	"mecklenburg"
"economy3_steam_ship_propulsion"	"naples"
"economy3_steam_ship_propulsion"	"netherlands"
"economy3_steam_ship_propulsion"	"norway"
"economy3_steam_ship_propulsion"	"oldenburg"
"economy3_steam_ship_propulsion"	"ottoman_rebels"
"economy3_steam_ship_propulsion"	"ottomans"
"economy3_steam_ship_propulsion"	"piedmont_savoy"
"economy3_steam_ship_propulsion"	"poland_lithuania"
"economy3_steam_ship_propulsion"	"portugal"
"economy3_steam_ship_propulsion"	"portugese_rebels"
"economy3_steam_ship_propulsion"	"prussia"
"economy3_steam_ship_propulsion"	"prussian_rebels"
"economy3_steam_ship_propulsion"	"romania"
"economy3_steam_ship_propulsion"	"russia"
"economy3_steam_ship_propulsion"	"sardinia"
"economy3_steam_ship_propulsion"	"saxony"
"economy3_steam_ship_propulsion"	"scandinavian_rebels"
"economy3_steam_ship_propulsion"	"scotland"
"economy3_steam_ship_propulsion"	"sicily"
"economy3_steam_ship_propulsion"	"slavic_rebels"
"economy3_steam_ship_propulsion"	"spain"
"economy3_steam_ship_propulsion"	"spanish_rebels"
"economy3_steam_ship_propulsion"	"sweden"
"economy3_steam_ship_propulsion"	"swiss_confederation"
"economy3_steam_ship_propulsion"	"tut_britain"
"economy3_steam_ship_propulsion"	"tut_france"
"economy3_steam_ship_propulsion"	"tut_sardinia"
"economy3_steam_ship_propulsion"	"tut_swiss_confederation"
"economy3_steam_ship_propulsion"	"united_netherlands"
"economy3_steam_ship_propulsion"	"westphalia"
"economy3_steam_ship_propulsion"	"wurttemberg"
"economy5_mass_production"	"austria"
"economy5_mass_production"	"austrian_rebels"
"economy5_mass_production"	"bavaria"
"economy5_mass_production"	"belgium"
"economy5_mass_production"	"britain"
"economy5_mass_production"	"british_rebels"
"economy5_mass_production"	"brittany"
"economy5_mass_production"	"catalonia"
"economy5_mass_production"	"cossack_rebels"
"economy5_mass_production"	"courland"
"economy5_mass_production"	"crimean_khanate"
"economy5_mass_production"	"denmark"
"economy5_mass_production"	"dutch_rebels"
"economy5_mass_production"	"france"
"economy5_mass_production"	"french_rebels"
"economy5_mass_production"	"greece"
"economy5_mass_production"	"greek_rebels"
"economy5_mass_production"	"hannover"
"economy5_mass_production"	"hessen"
"economy5_mass_production"	"hungary"
"economy5_mass_production"	"ireland"
"economy5_mass_production"	"ita_austrian_alliance"
"economy5_mass_production"	"ita_french_republic"
"economy5_mass_production"	"ita_genoa"
"economy5_mass_production"	"ita_lucca"
"economy5_mass_production"	"ita_milan"
"economy5_mass_production"	"ita_modena"
"economy5_mass_production"	"ita_papal_states"
"economy5_mass_production"	"ita_parma"
"economy5_mass_production"	"ita_piedmont"
"economy5_mass_production"	"ita_trent"
"economy5_mass_production"	"ita_tuscany"
"economy5_mass_production"	"ita_venice"
"economy5_mass_production"	"italian_rebels"
"economy5_mass_production"	"italy"
"economy5_mass_production"	"italy_kingdom"
"economy5_mass_production"	"mecklenburg"
"economy5_mass_production"	"naples"
"economy5_mass_production"	"netherlands"
"economy5_mass_production"	"norway"
"economy5_mass_production"	"oldenburg"
"economy5_mass_production"	"ottoman_rebels"
"economy5_mass_production"	"ottomans"
"economy5_mass_production"	"piedmont_savoy"
"economy5_mass_production"	"poland_lithuania"
"economy5_mass_production"	"portugal"
"economy5_mass_production"	"portugese_rebels"
"economy5_mass_production"	"prussia"
"economy5_mass_production"	"prussian_rebels"
"economy5_mass_production"	"romania"
"economy5_mass_production"	"russia"
"economy5_mass_production"	"sardinia"
"economy5_mass_production"	"saxony"
"economy5_mass_production"	"scandinavian_rebels"
"economy5_mass_production"	"scotland"
"economy5_mass_production"	"sicily"
"economy5_mass_production"	"slavic_rebels"
"economy5_mass_production"	"spain"
"economy5_mass_production"	"spanish_rebels"
"economy5_mass_production"	"sweden"
"economy5_mass_production"	"swiss_confederation"
"economy5_mass_production"	"tut_britain"
"economy5_mass_production"	"tut_france"
"economy5_mass_production"	"tut_sardinia"
"economy5_mass_production"	"tut_swiss_confederation"
"economy5_mass_production"	"united_netherlands"
"economy5_mass_production"	"westphalia"
"economy5_mass_production"	"wurttemberg"
"military1_carronade"	"austria"
"military1_carronade"	"austrian_rebels"
"military1_carronade"	"bavaria"
"military1_carronade"	"belgium"
"military1_carronade"	"britain"
"military1_carronade"	"british_rebels"
"military1_carronade"	"brittany"
"military1_carronade"	"catalonia"
"military1_carronade"	"cossack_rebels"
"military1_carronade"	"courland"
"military1_carronade"	"crimean_khanate"
"military1_carronade"	"denmark"
"military1_carronade"	"dutch_rebels"
"military1_carronade"	"france"
"military1_carronade"	"french_rebels"
"military1_carronade"	"greece"
"military1_carronade"	"greek_rebels"
"military1_carronade"	"hannover"
"military1_carronade"	"hessen"
"military1_carronade"	"hungary"
"military1_carronade"	"ireland"
"military1_carronade"	"ita_austrian_alliance"
"military1_carronade"	"ita_french_republic"
"military1_carronade"	"ita_genoa"
"military1_carronade"	"ita_lucca"
"military1_carronade"	"ita_milan"
"military1_carronade"	"ita_modena"
"military1_carronade"	"ita_papal_states"
"military1_carronade"	"ita_parma"
"military1_carronade"	"ita_piedmont"
"military1_carronade"	"ita_trent"
"military1_carronade"	"ita_tuscany"
"military1_carronade"	"ita_venice"
"military1_carronade"	"italian_rebels"
"military1_carronade"	"italy"
"military1_carronade"	"italy_kingdom"
"military1_carronade"	"mecklenburg"
"military1_carronade"	"naples"
"military1_carronade"	"netherlands"
"military1_carronade"	"norway"
"military1_carronade"	"oldenburg"
"military1_carronade"	"ottoman_rebels"
"military1_carronade"	"ottomans"
"military1_carronade"	"piedmont_savoy"
"military1_carronade"	"poland_lithuania"
"military1_carronade"	"portugal"
"military1_carronade"	"portugese_rebels"
"military1_carronade"	"prussia"
"military1_carronade"	"prussian_rebels"
"military1_carronade"	"romania"
"military1_carronade"	"russia"
"military1_carronade"	"sardinia"
"military1_carronade"	"saxony"
"military1_carronade"	"scandinavian_rebels"
"military1_carronade"	"scotland"
"military1_carronade"	"sicily"
"military1_carronade"	"slavic_rebels"
"admin5_supreme_regency"	"spa_spain"
"military1_partisan_muskets"	"spa_britain"
"military1_carronade"	"spain"
"military1_carronade"	"spanish_rebels"
"military1_carronade"	"sweden"
"military1_carronade"	"swiss_confederation"
"military1_carronade"	"tut_britain"
"military1_carronade"	"tut_france"
"military1_carronade"	"tut_sardinia"
"military1_carronade"	"tut_swiss_confederation"
"military1_carronade"	"united_netherlands"
"military1_carronade"	"westphalia"
"military1_carronade"	"wurttemberg"
"military1_improved_coppering"	"austria"
"military1_improved_coppering"	"austrian_rebels"
"military1_improved_coppering"	"bavaria"
"military1_improved_coppering"	"belgium"
"military1_improved_coppering"	"britain"
"military1_improved_coppering"	"british_rebels"
"military1_improved_coppering"	"brittany"
"military1_improved_coppering"	"catalonia"
"military1_improved_coppering"	"cossack_rebels"
"military1_improved_coppering"	"courland"
"military1_improved_coppering"	"crimean_khanate"
"military1_improved_coppering"	"denmark"
"military1_improved_coppering"	"dutch_rebels"
"military1_improved_coppering"	"france"
"military1_improved_coppering"	"french_rebels"
"military1_improved_coppering"	"greece"
"military1_improved_coppering"	"greek_rebels"
"military1_improved_coppering"	"hannover"
"military1_improved_coppering"	"hessen"
"military1_improved_coppering"	"hungary"
"military1_improved_coppering"	"ireland"
"military1_improved_coppering"	"ita_austrian_alliance"
"military1_improved_coppering"	"ita_french_republic"
"military1_improved_coppering"	"ita_genoa"
"military1_improved_coppering"	"ita_lucca"
"military1_improved_coppering"	"ita_milan"
"military1_improved_coppering"	"ita_modena"
"military1_improved_coppering"	"ita_papal_states"
"military1_improved_coppering"	"ita_parma"
"military1_improved_coppering"	"ita_piedmont"
"military1_improved_coppering"	"ita_trent"
"military1_improved_coppering"	"ita_tuscany"
"military1_improved_coppering"	"ita_venice"
"military1_improved_coppering"	"italian_rebels"
