version 1, schema faction_rebellion_units_junctions_tables, guid fc790858-a59b-4c37-962c-33a1340a1eec
faction_id(string)	unit_id(string)
"bos_matsumoto"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_matsumoto"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_matsumoto"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_matsumoto"	"Boshin_Inf_Spear_Levy"
"bos_matsumoto"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_matsumoto"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_matsushiro"	"Boshin_Art_Wooden_Cannons"
"bos_matsushiro"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_matsushiro"	"Boshin_Cav_Spear_Yari_Ki"
"bos_matsushiro"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_matsushiro"	"Boshin_Inf_Line_Infantry"
"bos_matsushiro"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_matsushiro"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_matsushiro"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_matsushiro"	"Boshin_Inf_Spear_Levy"
"bos_matsushiro"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_matsushiro"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_matsuyama"	"Boshin_Art_Wooden_Cannons"
"bos_matsuyama"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_matsuyama"	"Boshin_Cav_Spear_Yari_Ki"
"bos_matsuyama"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_matsuyama"	"Boshin_Inf_Line_Infantry"
"bos_matsuyama"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_matsuyama"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_matsuyama"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_matsuyama"	"Boshin_Inf_Spear_Levy"
"bos_matsuyama"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_matsuyama"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_mito"	"Boshin_Art_Wooden_Cannons"
"bos_mito"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_mito"	"Boshin_Cav_Spear_Yari_Ki"
"bos_mito"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_mito"	"Boshin_Inf_Line_Infantry"
"bos_mito"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_mito"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_mito"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_mito"	"Boshin_Inf_Spear_Levy"
"bos_mito"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_mito"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_miyazu"	"Boshin_Art_Wooden_Cannons"
"bos_miyazu"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_miyazu"	"Boshin_Cav_Spear_Yari_Ki"
"bos_miyazu"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_miyazu"	"Boshin_Inf_Line_Infantry"
"bos_miyazu"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_miyazu"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_miyazu"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_miyazu"	"Boshin_Inf_Spear_Levy"
"bos_miyazu"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_miyazu"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_morioka"	"Boshin_Art_Wooden_Cannons"
"bos_morioka"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_morioka"	"Boshin_Cav_Spear_Yari_Ki"
"bos_morioka"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_morioka"	"Boshin_Inf_Line_Infantry"
"bos_morioka"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_morioka"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_morioka"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_morioka"	"Boshin_Inf_Spear_Levy"
"bos_morioka"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_morioka"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_nagaoka"	"Boshin_Art_Wooden_Cannons"
"bos_nagaoka"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_nagaoka"	"Boshin_Cav_Spear_Yari_Ki"
"bos_nagaoka"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_nagaoka"	"Boshin_Inf_Line_Infantry"
"bos_nagaoka"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_nagaoka"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_nagaoka"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_nagaoka"	"Boshin_Inf_Spear_Levy"
"bos_nagaoka"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_nagaoka"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_nagoya"	"Boshin_Art_Wooden_Cannons"
"bos_nagoya"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_nagoya"	"Boshin_Cav_Spear_Yari_Ki"
"bos_nagoya"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_nagoya"	"Boshin_Inf_Line_Infantry"
"bos_nagoya"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_nagoya"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_nagoya"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_nagoya"	"Boshin_Inf_Spear_Levy"
"bos_nagoya"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_nagoya"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_nobeoka"	"Boshin_Art_Wooden_Cannons"
"bos_nobeoka"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_nobeoka"	"Boshin_Cav_Spear_Yari_Ki"
"bos_nobeoka"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_nobeoka"	"Boshin_Inf_Line_Infantry"
"bos_nobeoka"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_nobeoka"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_nobeoka"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_nobeoka"	"Boshin_Inf_Spear_Levy"
"bos_nobeoka"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_nobeoka"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_numata"	"Boshin_Art_Wooden_Cannons"
"bos_numata"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_numata"	"Boshin_Cav_Spear_Yari_Ki"
"bos_numata"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_numata"	"Boshin_Inf_Line_Infantry"
"bos_numata"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_numata"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_numata"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_numata"	"Boshin_Inf_Spear_Levy"
"bos_numata"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_numata"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_obama"	"Boshin_Art_Wooden_Cannons"
"bos_obama"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_obama"	"Boshin_Cav_Spear_Yari_Ki"
"bos_obama"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_obama"	"Boshin_Inf_Line_Infantry"
"bos_obama"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_obama"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_obama"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_obama"	"Boshin_Inf_Spear_Levy"
"bos_obama"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_obama"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_odawara"	"Boshin_Art_Wooden_Cannons"
"bos_odawara"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_odawara"	"Boshin_Cav_Spear_Yari_Ki"
"bos_odawara"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_odawara"	"Boshin_Inf_Line_Infantry"
"bos_odawara"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_odawara"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_odawara"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_odawara"	"Boshin_Inf_Spear_Levy"
"bos_odawara"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_odawara"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_oka"	"Boshin_Art_Wooden_Cannons"
"bos_oka"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_oka"	"Boshin_Cav_Spear_Yari_Ki"
"bos_oka"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_oka"	"Boshin_Inf_Line_Infantry"
"bos_oka"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_oka"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_oka"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_oka"	"Boshin_Inf_Spear_Levy"
"bos_oka"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_oka"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_okayama"	"Boshin_Art_Wooden_Cannons"
"bos_okayama"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_okayama"	"Boshin_Cav_Spear_Yari_Ki"
"bos_okayama"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_okayama"	"Boshin_Inf_Line_Infantry"
"bos_okayama"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_okayama"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_okayama"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_okayama"	"Boshin_Inf_Spear_Levy"
"bos_okayama"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_okayama"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_okazaki"	"Boshin_Art_Wooden_Cannons"
"bos_okazaki"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_okazaki"	"Boshin_Cav_Spear_Yari_Ki"
"bos_okazaki"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_okazaki"	"Boshin_Inf_Line_Infantry"
"bos_okazaki"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_okazaki"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_okazaki"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_okazaki"	"Boshin_Inf_Spear_Levy"
"bos_okazaki"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_okazaki"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_ozu"	"Boshin_Art_Wooden_Cannons"
"bos_ozu"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_ozu"	"Boshin_Cav_Spear_Yari_Ki"
"bos_ozu"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_ozu"	"Boshin_Inf_Line_Infantry"
"bos_ozu"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_ozu"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_ozu"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_ozu"	"Boshin_Inf_Spear_Levy"
"bos_ozu"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_ozu"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_sado"	"Boshin_Art_Wooden_Cannons"
"bos_sado"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_sado"	"Boshin_Cav_Spear_Yari_Ki"
"bos_sado"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_sado"	"Boshin_Inf_Line_Infantry"
"bos_sado"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_sado"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_sado"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_sado"	"Boshin_Inf_Spear_Levy"
"bos_sado"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_sado"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_saga"	"Boshin_Art_Wooden_Cannons"
"bos_saga"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_saga"	"Boshin_Cav_Spear_Yari_Ki"
"bos_saga"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_saga"	"Boshin_Inf_Line_Infantry"
"bos_saga"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_saga"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_saga"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_saga"	"Boshin_Inf_Spear_Levy"
"bos_saga"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_saga"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_sasayama"	"Boshin_Art_Wooden_Cannons"
"bos_sasayama"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_sasayama"	"Boshin_Cav_Spear_Yari_Ki"
"bos_sasayama"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_sasayama"	"Boshin_Inf_Line_Infantry"
"bos_sasayama"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_sasayama"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_sasayama"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_sasayama"	"Boshin_Inf_Spear_Levy"
"bos_sasayama"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_sasayama"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_satsuma"	"Boshin_Art_Wooden_Cannons"
"bos_satsuma"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_satsuma"	"Boshin_Cav_Spear_Yari_Ki"
"bos_satsuma"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_satsuma"	"Boshin_Inf_Line_Infantry"
"bos_satsuma"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_satsuma"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_satsuma"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_satsuma"	"Boshin_Inf_Spear_Levy"
"bos_satsuma"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_satsuma"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_sayama"	"Boshin_Art_Wooden_Cannons"
"bos_sayama"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_sayama"	"Boshin_Cav_Spear_Yari_Ki"
"bos_sayama"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_sayama"	"Boshin_Inf_Line_Infantry"
"bos_sayama"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_sayama"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_sayama"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_sayama"	"Boshin_Inf_Spear_Levy"
"bos_sayama"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_sayama"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_sendai"	"Boshin_Art_Wooden_Cannons"
"bos_sendai"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_sendai"	"Boshin_Cav_Spear_Yari_Ki"
"bos_sendai"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_sendai"	"Boshin_Inf_Line_Infantry"
"bos_sendai"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_sendai"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_sendai"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_sendai"	"Boshin_Inf_Spear_Levy"
"bos_sendai"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_sendai"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_shogunate"	"Boshin_Art_Wooden_Cannons"
"bos_shogunate"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_shogunate"	"Boshin_Cav_Spear_Yari_Ki"
"bos_shogunate"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_shogunate"	"Boshin_Inf_Line_Infantry"
"bos_shogunate"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_shogunate"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_shogunate"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_shogunate"	"Boshin_Inf_Spear_Levy"
"bos_shogunate"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_shogunate"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_standard_rebels"	"Boshin_Art_Wooden_Cannons"
"bos_standard_rebels"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_standard_rebels"	"Boshin_Cav_Spear_Yari_Ki"
"bos_standard_rebels"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_standard_rebels"	"Boshin_Inf_Line_Infantry"
"bos_standard_rebels"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_standard_rebels"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_standard_rebels"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_standard_rebels"	"Boshin_Inf_Spear_Levy"
"bos_standard_rebels"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_standard_rebels"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_sunpu"	"Boshin_Art_Wooden_Cannons"
"bos_sunpu"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_sunpu"	"Boshin_Cav_Spear_Yari_Ki"
"bos_sunpu"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_sunpu"	"Boshin_Inf_Line_Infantry"
"bos_sunpu"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_sunpu"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_sunpu"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_sunpu"	"Boshin_Inf_Spear_Levy"
"bos_sunpu"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_sunpu"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_takatori"	"Boshin_Art_Wooden_Cannons"
"bos_takatori"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_takatori"	"Boshin_Cav_Spear_Yari_Ki"
"bos_takatori"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_takatori"	"Boshin_Inf_Line_Infantry"
"bos_takatori"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_takatori"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_takatori"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_takatori"	"Boshin_Inf_Spear_Levy"
"bos_takatori"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_takatori"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_takatsuki"	"Boshin_Art_Wooden_Cannons"
"bos_takatsuki"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_takatsuki"	"Boshin_Cav_Spear_Yari_Ki"
"bos_takatsuki"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_takatsuki"	"Boshin_Inf_Line_Infantry"
"bos_takatsuki"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_takatsuki"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_takatsuki"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_takatsuki"	"Boshin_Inf_Spear_Levy"
"bos_takatsuki"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_takatsuki"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_takayama"	"Boshin_Art_Wooden_Cannons"
"bos_takayama"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_takayama"	"Boshin_Cav_Spear_Yari_Ki"
"bos_takayama"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_takayama"	"Boshin_Inf_Line_Infantry"
"bos_takayama"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_takayama"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_takayama"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_takayama"	"Boshin_Inf_Spear_Levy"
"bos_takayama"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_takayama"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_tanegashima"	"Boshin_Art_Wooden_Cannons"
"bos_tanegashima"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_tanegashima"	"Boshin_Cav_Spear_Yari_Ki"
"bos_tanegashima"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_tanegashima"	"Boshin_Inf_Line_Infantry"
"bos_tanegashima"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_tanegashima"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_tanegashima"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_tanegashima"	"Boshin_Inf_Spear_Levy"
"bos_tanegashima"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_tanegashima"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_tatsuno"	"Boshin_Art_Wooden_Cannons"
"bos_tatsuno"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_tatsuno"	"Boshin_Cav_Spear_Yari_Ki"
"bos_tatsuno"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_tatsuno"	"Boshin_Inf_Line_Infantry"
"bos_tatsuno"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_tatsuno"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_tatsuno"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_tatsuno"	"Boshin_Inf_Spear_Levy"
"bos_tatsuno"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_tatsuno"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_tokushima"	"Boshin_Art_Wooden_Cannons"
"bos_tokushima"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_tokushima"	"Boshin_Cav_Spear_Yari_Ki"
"bos_tokushima"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_tokushima"	"Boshin_Inf_Line_Infantry"
"bos_tokushima"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_tokushima"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_tokushima"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_tokushima"	"Boshin_Inf_Spear_Levy"
"bos_tokushima"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_tokushima"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_tosa"	"Boshin_Art_Wooden_Cannons"
"bos_tosa"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_tosa"	"Boshin_Cav_Spear_Yari_Ki"
"bos_tosa"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_tosa"	"Boshin_Inf_Line_Infantry"
"bos_tosa"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_tosa"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_tosa"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_tosa"	"Boshin_Inf_Spear_Levy"
"bos_tosa"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_tosa"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_tottori"	"Boshin_Art_Wooden_Cannons"
"bos_tottori"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_tottori"	"Boshin_Cav_Spear_Yari_Ki"
"bos_tottori"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_tottori"	"Boshin_Inf_Line_Infantry"
"bos_tottori"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_tottori"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_tottori"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_tottori"	"Boshin_Inf_Spear_Levy"
"bos_tottori"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_tottori"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_toyama"	"Boshin_Art_Wooden_Cannons"
"bos_toyama"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_toyama"	"Boshin_Cav_Spear_Yari_Ki"
"bos_toyama"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_toyama"	"Boshin_Inf_Line_Infantry"
"bos_toyama"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_toyama"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_toyama"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_toyama"	"Boshin_Inf_Spear_Levy"
"bos_toyama"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_toyama"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_toyooka"	"Boshin_Art_Wooden_Cannons"
"bos_toyooka"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_toyooka"	"Boshin_Cav_Spear_Yari_Ki"
"bos_toyooka"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_toyooka"	"Boshin_Inf_Line_Infantry"
"bos_toyooka"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_toyooka"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_toyooka"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_toyooka"	"Boshin_Inf_Spear_Levy"
"bos_toyooka"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_toyooka"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_tsushima_fuchu"	"Boshin_Art_Wooden_Cannons"
"bos_tsushima_fuchu"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_tsushima_fuchu"	"Boshin_Cav_Spear_Yari_Ki"
"bos_tsushima_fuchu"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_tsushima_fuchu"	"Boshin_Inf_Line_Infantry"
"bos_tsushima_fuchu"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_tsushima_fuchu"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_tsushima_fuchu"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_tsushima_fuchu"	"Boshin_Inf_Spear_Levy"
"bos_tsushima_fuchu"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_tsushima_fuchu"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_tsuwano"	"Boshin_Art_Wooden_Cannons"
"bos_tsuwano"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_tsuwano"	"Boshin_Cav_Spear_Yari_Ki"
"bos_tsuwano"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_tsuwano"	"Boshin_Inf_Line_Infantry"
"bos_tsuwano"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_tsuwano"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_tsuwano"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_tsuwano"	"Boshin_Inf_Spear_Levy"
"bos_tsuwano"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_tsuwano"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_tsuyama"	"Boshin_Art_Wooden_Cannons"
"bos_tsuyama"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_tsuyama"	"Boshin_Cav_Spear_Yari_Ki"
"bos_tsuyama"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_tsuyama"	"Boshin_Inf_Line_Infantry"
"bos_tsuyama"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_tsuyama"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_tsuyama"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_tsuyama"	"Boshin_Inf_Spear_Levy"
"bos_tsuyama"	"Boshin_Inf_Spear_Yari_Kachi"
"bos_tsuyama"	"Boshin_Inf_Sword_Katana_Kachi"
"bos_ueno"	"Boshin_Art_Wooden_Cannons"
"bos_ueno"	"Boshin_Cav_Missile_Revolver_Cavalry"
"bos_ueno"	"Boshin_Cav_Spear_Yari_Ki"
"bos_ueno"	"Boshin_Cav_Sword_Sabre_Cavalry"
"bos_ueno"	"Boshin_Inf_Line_Infantry"
"bos_ueno"	"Boshin_Inf_Militia_Levy_Infantry"
"bos_ueno"	"Boshin_Inf_Missile_Bow_Kachi"
"bos_ueno"	"Boshin_Inf_Missile_Matchlock_Kachi"
"bos_ueno"	"Boshin_Inf_Spear_Levy"
