version 1, schema diplomacy_negotiation_strings_tables
diplomacy_action(string)	culture(string)	Government_system(string)	diplomacy_strings(string)
"approach_hostile"	"european"	"gov_republic"	"european_republic_approach_hostile"
"approach_hostile"	"indian"	"gov_absolute_monarchy"	"indian_monarchy_approach_hostile"
"approach_hostile"	"indian"	"gov_constitutional_monarchy"	"indian_monarchy_approach_hostile"
"approach_hostile"	"indian"	"gov_republic"	"indian_republic_approach_hostile"
"approach_hostile"	"middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_approach_hostile"
"approach_hostile"	"middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_approach_hostile"
"approach_hostile"	"middle_east"	"gov_republic"	"middle_east_republic_approach_hostile"
"approach_hostile"	"tribal"	"gov_absolute_monarchy"	"tribal_both_approach_hostile"
"approach_hostile"	"tribal"	"gov_constitutional_monarchy"	"tribal_both_approach_hostile"
"approach_hostile"	"tribal"	"gov_republic"	"tribal_both_approach_hostile"
"approach_neutral"	"egy_european"	"gov_absolute_monarchy"	"european_monarchy_approach_neutral"
"approach_neutral"	"egy_european"	"gov_constitutional_monarchy"	"european_monarchy_approach_neutral"
"approach_neutral"	"egy_european"	"gov_republic"	"european_republic_approach_neutral"
"approach_neutral"	"egy_middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_approach_neutral"
"approach_neutral"	"egy_middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_approach_neutral"
"approach_neutral"	"egy_middle_east"	"gov_republic"	"middle_east_republic_approach_neutral"
"approach_neutral"	"european"	"gov_absolute_monarchy"	"european_monarchy_approach_neutral"
"approach_neutral"	"european"	"gov_constitutional_monarchy"	"european_monarchy_approach_neutral"
"approach_neutral"	"european"	"gov_republic"	"european_republic_approach_neutral"
"approach_neutral"	"indian"	"gov_absolute_monarchy"	"indian_monarchy_approach_neutral"
"approach_neutral"	"indian"	"gov_constitutional_monarchy"	"indian_monarchy_approach_neutral"
"approach_neutral"	"indian"	"gov_republic"	"indian_republic_approach_neutral"
"approach_neutral"	"middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_approach_neutral"
"approach_neutral"	"middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_approach_neutral"
"approach_neutral"	"middle_east"	"gov_republic"	"middle_east_republic_approach_neutral"
"approach_neutral"	"tribal"	"gov_absolute_monarchy"	"tribal_both_approach_neutral"
"approach_neutral"	"tribal"	"gov_constitutional_monarchy"	"tribal_both_approach_neutral"
"approach_neutral"	"tribal"	"gov_republic"	"tribal_both_approach_neutral"
"approach_unfriendly"	"egy_european"	"gov_absolute_monarchy"	"european_monarchy_approach_unfriendly"
"approach_unfriendly"	"egy_european"	"gov_constitutional_monarchy"	"european_monarchy_approach_unfriendly"
"approach_unfriendly"	"egy_european"	"gov_republic"	"european_republic_approach_unfriendly"
"approach_unfriendly"	"egy_middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_approach_unfriendly"
"approach_unfriendly"	"egy_middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_approach_unfriendly"
"approach_unfriendly"	"egy_middle_east"	"gov_republic"	"middle_east_republic_approach_unfriendly"
"approach_unfriendly"	"european"	"gov_absolute_monarchy"	"european_monarchy_approach_unfriendly"
"approach_unfriendly"	"european"	"gov_constitutional_monarchy"	"european_monarchy_approach_unfriendly"
"approach_unfriendly"	"european"	"gov_republic"	"european_republic_approach_unfriendly"
"approach_unfriendly"	"indian"	"gov_absolute_monarchy"	"indian_monarchy_approach_unfriendly"
"approach_unfriendly"	"indian"	"gov_constitutional_monarchy"	"indian_monarchy_approach_unfriendly"
"approach_unfriendly"	"indian"	"gov_republic"	"indian_republic_approach_unfriendly"
"approach_unfriendly"	"middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_approach_unfriendly"
"approach_unfriendly"	"middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_approach_unfriendly"
"approach_unfriendly"	"middle_east"	"gov_republic"	"middle_east_republic_approach_unfriendly"
"approach_unfriendly"	"tribal"	"gov_absolute_monarchy"	"tribal_both_approach_unfriendly"
"approach_unfriendly"	"tribal"	"gov_constitutional_monarchy"	"tribal_both_approach_unfriendly"
"approach_unfriendly"	"tribal"	"gov_republic"	"tribal_both_approach_unfriendly"
"approach_very_friendly"	"egy_european"	"gov_absolute_monarchy"	"european_monarchy_approach_very_friendly"
"approach_very_friendly"	"egy_european"	"gov_constitutional_monarchy"	"european_monarchy_approach_very_friendly"
"approach_very_friendly"	"egy_european"	"gov_republic"	"european_republic_approach_very_friendly"
"approach_very_friendly"	"egy_middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_approach_very_friendly"
"approach_very_friendly"	"egy_middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_approach_very_friendly"
"approach_very_friendly"	"egy_middle_east"	"gov_republic"	"middle_east_republic_approach_very_friendly"
"approach_very_friendly"	"european"	"gov_absolute_monarchy"	"european_monarchy_approach_very_friendly"
"approach_very_friendly"	"european"	"gov_constitutional_monarchy"	"european_monarchy_approach_very_friendly"
"approach_very_friendly"	"european"	"gov_republic"	"european_republic_approach_very_friendly"
"approach_very_friendly"	"indian"	"gov_absolute_monarchy"	"indian_monarchy_approach_very_friendly"
"approach_very_friendly"	"indian"	"gov_constitutional_monarchy"	"indian_monarchy_approach_very_friendly"
"approach_very_friendly"	"indian"	"gov_republic"	"indian_republic_approach_very_friendly"
"approach_very_friendly"	"middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_approach_very_friendly"
"approach_very_friendly"	"middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_approach_very_friendly"
"approach_very_friendly"	"middle_east"	"gov_republic"	"middle_east_republic_approach_very_friendly"
"approach_very_friendly"	"tribal"	"gov_absolute_monarchy"	"tribal_both_approach_very_friendly"
"approach_very_friendly"	"tribal"	"gov_constitutional_monarchy"	"tribal_both_approach_very_friendly"
"approach_very_friendly"	"tribal"	"gov_republic"	"tribal_both_approach_very_friendly"
"cancel_alliance"	"egy_european"	"gov_absolute_monarchy"	"european_monarchy_cancel_alliance"
"cancel_alliance"	"egy_european"	"gov_constitutional_monarchy"	"european_monarchy_cancel_alliance"
"cancel_alliance"	"egy_european"	"gov_republic"	"european_republic_cancel_alliance"
"cancel_alliance"	"egy_middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_cancel_alliance"
"cancel_alliance"	"egy_middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_cancel_alliance"
"cancel_alliance"	"egy_middle_east"	"gov_republic"	"middle_east_republic_cancel_alliance"
"cancel_alliance"	"european"	"gov_absolute_monarchy"	"european_monarchy_cancel_alliance"
"cancel_alliance"	"european"	"gov_constitutional_monarchy"	"european_monarchy_cancel_alliance"
"cancel_alliance"	"european"	"gov_republic"	"european_republic_cancel_alliance"
"cancel_alliance"	"indian"	"gov_absolute_monarchy"	"indian_monarchy_cancel_alliance"
"cancel_alliance"	"indian"	"gov_constitutional_monarchy"	"indian_monarchy_cancel_alliance"
"cancel_alliance"	"indian"	"gov_republic"	"indian_republic_cancel_alliance"
"cancel_alliance"	"middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_cancel_alliance"
"cancel_alliance"	"middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_cancel_alliance"
"cancel_alliance"	"middle_east"	"gov_republic"	"middle_east_republic_cancel_alliance"
"cancel_alliance"	"tribal"	"gov_absolute_monarchy"	"tribal_both_cancel_alliance"
"cancel_alliance"	"tribal"	"gov_constitutional_monarchy"	"tribal_both_cancel_alliance"
"cancel_alliance"	"tribal"	"gov_republic"	"tribal_both_cancel_alliance"
"cancel_military_access"	"egy_european"	"gov_absolute_monarchy"	"european_monarchy_cancel_military_access"
"cancel_military_access"	"egy_european"	"gov_constitutional_monarchy"	"european_monarchy_cancel_military_access"
"cancel_military_access"	"egy_european"	"gov_republic"	"european_republic_cancel_military_access"
"cancel_military_access"	"egy_middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_cancel_military_access"
"cancel_military_access"	"egy_middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_cancel_military_access"
"cancel_military_access"	"egy_middle_east"	"gov_republic"	"middle_east_republic_cancel_military_access"
"cancel_military_access"	"european"	"gov_absolute_monarchy"	"european_monarchy_cancel_military_access"
"cancel_military_access"	"european"	"gov_constitutional_monarchy"	"european_monarchy_cancel_military_access"
"cancel_military_access"	"european"	"gov_republic"	"european_republic_cancel_military_access"
"cancel_military_access"	"indian"	"gov_absolute_monarchy"	"indian_monarchy_cancel_military_access"
"cancel_military_access"	"indian"	"gov_constitutional_monarchy"	"indian_monarchy_cancel_military_access"
"cancel_military_access"	"indian"	"gov_republic"	"indian_republic_cancel_military_access"
"cancel_military_access"	"middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_cancel_military_access"
"cancel_military_access"	"middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_cancel_military_access"
"cancel_military_access"	"middle_east"	"gov_republic"	"middle_east_republic_cancel_military_access"
"cancel_military_access"	"tribal"	"gov_absolute_monarchy"	"tribal_both_cancel_military_access"
"cancel_military_access"	"tribal"	"gov_constitutional_monarchy"	"tribal_both_cancel_military_access"
"cancel_military_access"	"tribal"	"gov_republic"	"tribal_both_cancel_military_access"
"cancel_trade"	"egy_european"	"gov_absolute_monarchy"	"european_monarchy_cancel_trade"
"cancel_trade"	"egy_european"	"gov_constitutional_monarchy"	"european_monarchy_cancel_trade"
"cancel_trade"	"egy_european"	"gov_republic"	"european_republic_cancel_trade"
"cancel_trade"	"egy_middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_cancel_trade"
"cancel_trade"	"egy_middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_cancel_trade"
"cancel_trade"	"egy_middle_east"	"gov_republic"	"middle_east_republic_cancel_trade"
"cancel_trade"	"european"	"gov_absolute_monarchy"	"european_monarchy_cancel_trade"
"cancel_trade"	"european"	"gov_constitutional_monarchy"	"european_monarchy_cancel_trade"
"cancel_trade"	"european"	"gov_republic"	"european_republic_cancel_trade"
"cancel_trade"	"indian"	"gov_absolute_monarchy"	"indian_monarchy_cancel_trade"
"cancel_trade"	"indian"	"gov_constitutional_monarchy"	"indian_monarchy_cancel_trade"
"cancel_trade"	"indian"	"gov_republic"	"indian_republic_cancel_trade"
"cancel_trade"	"middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_cancel_trade"
"cancel_trade"	"middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_cancel_trade"
"cancel_trade"	"middle_east"	"gov_republic"	"middle_east_republic_cancel_trade"
"cancel_trade"	"tribal"	"gov_absolute_monarchy"	"tribal_both_cancel_trade"
"cancel_trade"	"tribal"	"gov_constitutional_monarchy"	"tribal_both_cancel_trade"
"cancel_trade"	"tribal"	"gov_republic"	"tribal_both_cancel_trade"
"counter_accept"	"egy_european"	"gov_absolute_monarchy"	"european_monarchy_counter_accept"
"counter_accept"	"egy_european"	"gov_constitutional_monarchy"	"european_monarchy_counter_accept"
"counter_accept"	"egy_european"	"gov_republic"	"european_republic_counter_accept"
"counter_accept"	"egy_middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_counter_accept"
"counter_accept"	"egy_middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_counter_accept"
"counter_accept"	"egy_middle_east"	"gov_republic"	"middle_east_republic_counter_accept"
"counter_accept"	"european"	"gov_absolute_monarchy"	"european_monarchy_counter_accept"
"counter_accept"	"european"	"gov_constitutional_monarchy"	"european_monarchy_counter_accept"
"counter_accept"	"european"	"gov_republic"	"european_republic_counter_accept"
"counter_accept"	"indian"	"gov_absolute_monarchy"	"indian_monarchy_counter_accept"
"counter_accept"	"indian"	"gov_constitutional_monarchy"	"indian_monarchy_counter_accept"
"counter_accept"	"indian"	"gov_republic"	"indian_republic_counter_accept"
"counter_accept"	"middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_counter_accept"
"counter_accept"	"middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_counter_accept"
"counter_accept"	"middle_east"	"gov_republic"	"middle_east_republic_counter_accept"
"counter_accept"	"tribal"	"gov_absolute_monarchy"	"tribal_both_counter_accept"
"counter_accept"	"tribal"	"gov_constitutional_monarchy"	"tribal_both_counter_accept"
"counter_accept"	"tribal"	"gov_republic"	"tribal_both_counter_accept"
"counter_reject"	"egy_european"	"gov_absolute_monarchy"	"european_monarchy_counter_reject"
"counter_reject"	"egy_european"	"gov_constitutional_monarchy"	"european_monarchy_counter_reject"
"counter_reject"	"egy_european"	"gov_republic"	"european_republic_counter_reject"
"counter_reject"	"egy_middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_counter_reject"
"counter_reject"	"egy_middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_counter_reject"
"counter_reject"	"egy_middle_east"	"gov_republic"	"middle_east_republic_counter_reject"
"counter_reject"	"european"	"gov_absolute_monarchy"	"european_monarchy_counter_reject"
"counter_reject"	"european"	"gov_constitutional_monarchy"	"european_monarchy_counter_reject"
"counter_reject"	"european"	"gov_republic"	"european_republic_counter_reject"
"counter_reject"	"indian"	"gov_absolute_monarchy"	"indian_monarchy_counter_reject"
"counter_reject"	"indian"	"gov_constitutional_monarchy"	"indian_monarchy_counter_reject"
"counter_reject"	"indian"	"gov_republic"	"indian_republic_counter_reject"
"counter_reject"	"middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_counter_reject"
"counter_reject"	"middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_counter_reject"
"counter_reject"	"middle_east"	"gov_republic"	"middle_east_republic_counter_reject"
"counter_reject"	"tribal"	"gov_absolute_monarchy"	"tribal_both_counter_reject"
"counter_reject"	"tribal"	"gov_constitutional_monarchy"	"tribal_both_counter_reject"
"counter_reject"	"tribal"	"gov_republic"	"tribal_both_counter_reject"
"demand_military_access"	"egy_european"	"gov_absolute_monarchy"	"european_monarchy_demand_military_access"
"demand_military_access"	"egy_european"	"gov_constitutional_monarchy"	"european_monarchy_demand_military_access"
"demand_military_access"	"egy_european"	"gov_republic"	"european_republic_demand_military_access"
"demand_military_access"	"egy_middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_demand_military_access"
"demand_military_access"	"egy_middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_demand_military_access"
"demand_military_access"	"egy_middle_east"	"gov_republic"	"middle_east_republic_demand_military_access"
"demand_military_access"	"european"	"gov_absolute_monarchy"	"european_monarchy_demand_military_access"
"demand_military_access"	"european"	"gov_constitutional_monarchy"	"european_monarchy_demand_military_access"
"demand_military_access"	"european"	"gov_republic"	"european_republic_demand_military_access"
"demand_military_access"	"indian"	"gov_absolute_monarchy"	"indian_monarchy_demand_military_access"
"demand_military_access"	"indian"	"gov_constitutional_monarchy"	"indian_monarchy_demand_military_access"
"demand_military_access"	"indian"	"gov_republic"	"indian_republic_demand_military_access"
"demand_military_access"	"middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_demand_military_access"
"demand_military_access"	"middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_demand_military_access"
"demand_military_access"	"middle_east"	"gov_republic"	"middle_east_republic_demand_military_access"
"demand_military_access"	"tribal"	"gov_absolute_monarchy"	"tribal_both_demand_military_access"
"demand_military_access"	"tribal"	"gov_constitutional_monarchy"	"tribal_both_demand_military_access"
"demand_military_access"	"tribal"	"gov_republic"	"tribal_both_demand_military_access"
"demand_regions"	"egy_european"	"gov_absolute_monarchy"	"european_monarchy_demand_regions"
"demand_regions"	"egy_european"	"gov_constitutional_monarchy"	"european_monarchy_demand_regions"
"demand_regions"	"egy_european"	"gov_republic"	"european_republic_demand_regions"
"demand_regions"	"egy_middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_demand_regions"
"demand_regions"	"egy_middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_demand_regions"
"demand_regions"	"egy_middle_east"	"gov_republic"	"middle_east_republic_demand_regions"
"demand_regions"	"european"	"gov_absolute_monarchy"	"european_monarchy_demand_regions"
"demand_regions"	"european"	"gov_constitutional_monarchy"	"european_monarchy_demand_regions"
"demand_regions"	"european"	"gov_republic"	"european_republic_demand_regions"
"demand_regions"	"indian"	"gov_absolute_monarchy"	"indian_monarchy_demand_regions"
"demand_regions"	"indian"	"gov_constitutional_monarchy"	"indian_monarchy_demand_regions"
"demand_regions"	"indian"	"gov_republic"	"indian_republic_demand_regions"
"demand_regions"	"middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_demand_regions"
"demand_regions"	"middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_demand_regions"
"demand_regions"	"middle_east"	"gov_republic"	"middle_east_republic_demand_regions"
"demand_regions"	"tribal"	"gov_absolute_monarchy"	"tribal_both_demand_regions"
"demand_regions"	"tribal"	"gov_constitutional_monarchy"	"tribal_both_demand_regions"
"demand_regions"	"tribal"	"gov_republic"	"tribal_both_demand_regions"
"demand_regular_payment"	"egy_european"	"gov_absolute_monarchy"	"european_monarchy_demand_regular_payment"
"demand_regular_payment"	"egy_european"	"gov_constitutional_monarchy"	"european_monarchy_demand_regular_payment"
"demand_regular_payment"	"egy_european"	"gov_republic"	"european_republic_demand_regular_payment"
"demand_regular_payment"	"egy_middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_demand_regular_payment"
"demand_regular_payment"	"egy_middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_demand_regular_payment"
"demand_regular_payment"	"egy_middle_east"	"gov_republic"	"middle_east_republic_demand_regular_payment"
"demand_regular_payment"	"european"	"gov_absolute_monarchy"	"european_monarchy_demand_regular_payment"
"demand_regular_payment"	"european"	"gov_constitutional_monarchy"	"european_monarchy_demand_regular_payment"
"demand_regular_payment"	"european"	"gov_republic"	"european_republic_demand_regular_payment"
"demand_regular_payment"	"indian"	"gov_absolute_monarchy"	"indian_monarchy_demand_regular_payment"
"demand_regular_payment"	"indian"	"gov_constitutional_monarchy"	"indian_monarchy_demand_regular_payment"
"demand_regular_payment"	"indian"	"gov_republic"	"indian_republic_demand_regular_payment"
"demand_regular_payment"	"middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_demand_regular_payment"
"demand_regular_payment"	"middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_demand_regular_payment"
"demand_regular_payment"	"middle_east"	"gov_republic"	"middle_east_republic_demand_regular_payment"
"demand_regular_payment"	"tribal"	"gov_absolute_monarchy"	"tribal_both_demand_regular_payment"
"demand_regular_payment"	"tribal"	"gov_constitutional_monarchy"	"tribal_both_demand_regular_payment"
"demand_regular_payment"	"tribal"	"gov_republic"	"tribal_both_demand_regular_payment"
"demand_single_payment"	"egy_european"	"gov_absolute_monarchy"	"european_monarchy_demand_single_payment"
"demand_single_payment"	"egy_european"	"gov_constitutional_monarchy"	"european_monarchy_demand_single_payment"
"demand_single_payment"	"egy_european"	"gov_republic"	"european_republic_demand_single_payment"
"demand_single_payment"	"egy_middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_demand_single_payment"
"demand_single_payment"	"egy_middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_demand_single_payment"
"demand_single_payment"	"egy_middle_east"	"gov_republic"	"middle_east_republic_demand_single_payment"
"demand_single_payment"	"european"	"gov_absolute_monarchy"	"european_monarchy_demand_single_payment"
"demand_single_payment"	"european"	"gov_constitutional_monarchy"	"european_monarchy_demand_single_payment"
"demand_single_payment"	"european"	"gov_republic"	"european_republic_demand_single_payment"
"demand_single_payment"	"indian"	"gov_absolute_monarchy"	"indian_monarchy_demand_single_payment"
"demand_single_payment"	"indian"	"gov_constitutional_monarchy"	"indian_monarchy_demand_single_payment"
"demand_single_payment"	"indian"	"gov_republic"	"indian_republic_demand_single_payment"
"demand_single_payment"	"middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_demand_single_payment"
"demand_single_payment"	"middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_demand_single_payment"
"demand_single_payment"	"middle_east"	"gov_republic"	"middle_east_republic_demand_single_payment"
"demand_single_payment"	"tribal"	"gov_absolute_monarchy"	"tribal_both_demand_single_payment"
"demand_single_payment"	"tribal"	"gov_constitutional_monarchy"	"tribal_both_demand_single_payment"
"demand_single_payment"	"tribal"	"gov_republic"	"tribal_both_demand_single_payment"
"demand_technology"	"egy_european"	"gov_absolute_monarchy"	"european_monarchy_demand_technology"
"demand_technology"	"egy_european"	"gov_constitutional_monarchy"	"european_monarchy_demand_technology"
"demand_technology"	"egy_european"	"gov_republic"	"european_republic_demand_technology"
"demand_technology"	"egy_middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_demand_technology"
"demand_technology"	"egy_middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_demand_technology"
"demand_technology"	"egy_middle_east"	"gov_republic"	"middle_east_republic_demand_technology"
"demand_technology"	"european"	"gov_absolute_monarchy"	"european_monarchy_demand_technology"
"demand_technology"	"european"	"gov_constitutional_monarchy"	"european_monarchy_demand_technology"
"demand_technology"	"european"	"gov_republic"	"european_republic_demand_technology"
"demand_technology"	"indian"	"gov_absolute_monarchy"	"indian_monarchy_demand_technology"
"demand_technology"	"indian"	"gov_constitutional_monarchy"	"indian_monarchy_demand_technology"
"demand_technology"	"indian"	"gov_republic"	"indian_republic_demand_technology"
"demand_technology"	"middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_demand_technology"
"demand_technology"	"middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_demand_technology"
"demand_technology"	"middle_east"	"gov_republic"	"middle_east_republic_demand_technology"
"demand_technology"	"tribal"	"gov_absolute_monarchy"	"tribal_both_demand_technology"
"demand_technology"	"tribal"	"gov_constitutional_monarchy"	"tribal_both_demand_technology"
"demand_technology"	"tribal"	"gov_republic"	"tribal_both_demand_technology"
"generic_offer_demand"	"egy_european"	"gov_absolute_monarchy"	"european_monarchy_generic_offer_demand"
"generic_offer_demand"	"egy_european"	"gov_constitutional_monarchy"	"european_monarchy_generic_offer_demand"
"generic_offer_demand"	"egy_european"	"gov_republic"	"european_republic_generic_offer_demand"
"generic_offer_demand"	"egy_middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_generic_offer_demand"
"generic_offer_demand"	"egy_middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_generic_offer_demand"
"generic_offer_demand"	"egy_middle_east"	"gov_republic"	"middle_east_republic_generic_offer_demand"
"generic_offer_demand"	"european"	"gov_absolute_monarchy"	"european_monarchy_generic_offer_demand"
"generic_offer_demand"	"european"	"gov_constitutional_monarchy"	"european_monarchy_generic_offer_demand"
"generic_offer_demand"	"european"	"gov_republic"	"european_republic_generic_offer_demand"
"generic_offer_demand"	"indian"	"gov_absolute_monarchy"	"indian_monarchy_generic_offer_demand"
"generic_offer_demand"	"indian"	"gov_constitutional_monarchy"	"indian_monarchy_generic_offer_demand"
"generic_offer_demand"	"indian"	"gov_republic"	"indian_republic_generic_offer_demand"
"generic_offer_demand"	"middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_generic_offer_demand"
"generic_offer_demand"	"middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_generic_offer_demand"
"generic_offer_demand"	"middle_east"	"gov_republic"	"middle_east_republic_generic_offer_demand"
"generic_offer_demand"	"tribal"	"gov_absolute_monarchy"	"tribal_both_generic_offer_demand"
"generic_offer_demand"	"tribal"	"gov_constitutional_monarchy"	"tribal_both_generic_offer_demand"
"generic_offer_demand"	"tribal"	"gov_republic"	"tribal_both_generic_offer_demand"
"generic_reject_1"	"egy_european"	"gov_absolute_monarchy"	"european_monarchy_generic_reject_1"
"generic_reject_1"	"egy_european"	"gov_constitutional_monarchy"	"european_monarchy_generic_reject_1"
"generic_reject_1"	"egy_european"	"gov_republic"	"european_republic_generic_reject_1"
"generic_reject_1"	"egy_middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_generic_reject_1"
"generic_reject_1"	"egy_middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_generic_reject_1"
"generic_reject_1"	"egy_middle_east"	"gov_republic"	"middle_east_republic_generic_reject_1"
"generic_reject_1"	"european"	"gov_absolute_monarchy"	"european_monarchy_generic_reject_1"
"generic_reject_1"	"european"	"gov_constitutional_monarchy"	"european_monarchy_generic_reject_1"
"generic_reject_1"	"european"	"gov_republic"	"european_republic_generic_reject_1"
"generic_reject_1"	"indian"	"gov_absolute_monarchy"	"indian_monarchy_generic_reject_1"
"generic_reject_1"	"indian"	"gov_constitutional_monarchy"	"indian_monarchy_generic_reject_1"
"generic_reject_1"	"indian"	"gov_republic"	"indian_republic_generic_reject_1"
"generic_reject_1"	"middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_generic_reject_1"
"generic_reject_1"	"middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_generic_reject_1"
"generic_reject_1"	"middle_east"	"gov_republic"	"middle_east_republic_generic_reject_1"
"generic_reject_1"	"tribal"	"gov_absolute_monarchy"	"tribal_both_generic_reject_1"
"generic_reject_1"	"tribal"	"gov_constitutional_monarchy"	"tribal_both_generic_reject_1"
"generic_reject_1"	"tribal"	"gov_republic"	"tribal_both_generic_reject_1"
"generic_reject_2"	"egy_european"	"gov_absolute_monarchy"	"european_monarchy_generic_reject_2"
"generic_reject_2"	"egy_european"	"gov_constitutional_monarchy"	"european_monarchy_generic_reject_2"
"generic_reject_2"	"egy_european"	"gov_republic"	"european_republic_generic_reject_2"
"generic_reject_2"	"egy_middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_generic_reject_2"
"generic_reject_2"	"egy_middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_generic_reject_2"
"generic_reject_2"	"egy_middle_east"	"gov_republic"	"middle_east_republic_generic_reject_2"
"generic_reject_2"	"european"	"gov_absolute_monarchy"	"european_monarchy_generic_reject_2"
"generic_reject_2"	"european"	"gov_constitutional_monarchy"	"european_monarchy_generic_reject_2"
"generic_reject_2"	"european"	"gov_republic"	"european_republic_generic_reject_2"
"generic_reject_2"	"indian"	"gov_absolute_monarchy"	"indian_monarchy_generic_reject_2"
"generic_reject_2"	"indian"	"gov_constitutional_monarchy"	"indian_monarchy_generic_reject_2"
"generic_reject_2"	"indian"	"gov_republic"	"indian_republic_generic_reject_2"
"generic_reject_2"	"middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_generic_reject_2"
"generic_reject_2"	"middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_generic_reject_2"
"generic_reject_2"	"middle_east"	"gov_republic"	"middle_east_republic_generic_reject_2"
"generic_reject_2"	"tribal"	"gov_absolute_monarchy"	"tribal_both_generic_reject_2"
"generic_reject_2"	"tribal"	"gov_constitutional_monarchy"	"tribal_both_generic_reject_2"
"generic_reject_2"	"tribal"	"gov_republic"	"tribal_both_generic_reject_2"
"generic_reject_angry_1"	"egy_european"	"gov_absolute_monarchy"	"european_monarchy_generic_reject_angry_1"
"generic_reject_angry_1"	"egy_european"	"gov_constitutional_monarchy"	"european_monarchy_generic_reject_angry_1"
"generic_reject_angry_1"	"egy_european"	"gov_republic"	"european_republic_generic_reject_angry_1"
"generic_reject_angry_1"	"egy_middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_generic_reject_angry_1"
"generic_reject_angry_1"	"egy_middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_generic_reject_angry_1"
"generic_reject_angry_1"	"egy_middle_east"	"gov_republic"	"middle_east_republic_generic_reject_angry_1"
"generic_reject_angry_1"	"european"	"gov_absolute_monarchy"	"european_monarchy_generic_reject_angry_1"
"generic_reject_angry_1"	"european"	"gov_constitutional_monarchy"	"european_monarchy_generic_reject_angry_1"
