version 1, schema building_effects_junction_tables, guid f65a0a55-fa7a-4052-a17d-97c166e84b96
Building_IDRef(string)	Effect_IDRef(string)	Magnitude(float)
"SHO_Ikko_Temple_2_Jodo_Shinshu_Monastery"	"agent_availability_quality_ikko_monk"	1
"SHO_Ikko_Temple_2_Jodo_Shinshu_Monastery"	"conversion_ikko"	4.5
"SHO_Ikko_Temple_2_Jodo_Shinshu_Monastery"	"conversion_ikko_osmosis"	3
"SHO_Ikko_Temple_2_Jodo_Shinshu_Monastery"	"happy_religion_ikko"	2
"SHO_Ikko_Temple_3_Jodo_Shinshu_Fortified_Monastery"	"agent_availability_quality_ikko_monk"	1
"SHO_Ikko_Temple_3_Jodo_Shinshu_Fortified_Monastery"	"conversion_ikko"	6.5
"SHO_Ikko_Temple_3_Jodo_Shinshu_Fortified_Monastery"	"conversion_ikko_osmosis"	5
"SHO_Ikko_Temple_3_Jodo_Shinshu_Fortified_Monastery"	"happy_religion_ikko"	3
"SHO_Ikko_Temple_4_Jodo_Shinshu_Honganji"	"agent_availability_quality_ikko_monk"	1
"SHO_Ikko_Temple_4_Jodo_Shinshu_Honganji"	"conversion_ikko"	9.5
"SHO_Ikko_Temple_4_Jodo_Shinshu_Honganji"	"conversion_ikko_osmosis"	8
"SHO_Ikko_Temple_4_Jodo_Shinshu_Honganji"	"happy_religion_ikko"	6
"SHO_Ikko_Temple_4_Jodo_Shinshu_Honganji"	"replenishment_percentage_bonus"	10
"SHO_Infrastructure_0_Trails"	"road_level_zero"	0
"SHO_Infrastructure_1_Roads"	"replenishment_percentage_bonus"	2
"SHO_Infrastructure_1_Roads"	"road_level_one"	0
"SHO_Infrastructure_2_Post_Stations"	"replenishment_percentage_bonus"	5
"SHO_Infrastructure_2_Post_Stations"	"road_level_two"	0
"SHO_Infrastructure_2_Post_Stations"	"tw_growth_roads"	2
"SHO_Infrastructure_3_Imperial_Roads"	"replenishment_percentage_bonus"	10
"SHO_Infrastructure_3_Imperial_Roads"	"road_level_three"	0
"SHO_Infrastructure_3_Imperial_Roads"	"tw_growth_roads"	5
"SHO_Port_0_Coastal_Village"	"tw_growth_port"	1
"SHO_Port_1_Harbour"	"naval_recruitment_points"	1
"SHO_Port_1_Harbour"	"tw_growth_port"	2
"SHO_Port_2_Trading_Port"	"export_capacity_port"	80
"SHO_Port_2_Trading_Port"	"naval_recruitment_points"	1
"SHO_Port_2_Trading_Port"	"trade_routes_mod_max_sea"	1
"SHO_Port_2_Trading_Port"	"tw_growth_port"	2
"SHO_Port_3_Military_Port"	"export_capacity_port"	80
"SHO_Port_3_Military_Port"	"naval_recruitment_points"	2
"SHO_Port_3_Military_Port"	"trade_routes_mod_max_sea"	1
"SHO_Port_3_Military_Port"	"tw_growth_port"	2
"SHO_Port_3_Nanban_Trade_Port"	"conversion_catholic"	3.5
"SHO_Port_3_Nanban_Trade_Port"	"export_capacity_port"	120
"SHO_Port_3_Nanban_Trade_Port"	"naval_recruitment_points"	1
"SHO_Port_3_Nanban_Trade_Port"	"trade_routes_mod_max_sea"	2
"SHO_Port_3_Nanban_Trade_Port"	"tw_growth_port"	10
"SHO_Port_4_Drydock"	"export_capacity_port"	80
"SHO_Port_4_Drydock"	"naval_recruitment_points"	3
"SHO_Port_4_Drydock"	"trade_routes_mod_max_sea"	1
"SHO_Port_4_Drydock"	"tw_growth_port"	2
"SHO_Port_4_Nanban_Quarter"	"conversion_catholic"	5.5
"SHO_Port_4_Nanban_Quarter"	"conversion_catholic_osmosis"	3
"SHO_Port_4_Nanban_Quarter"	"export_capacity_port"	200
"SHO_Port_4_Nanban_Quarter"	"naval_recruitment_points"	1
"SHO_Port_4_Nanban_Quarter"	"trade_routes_mod_max_sea"	3
"SHO_Port_4_Nanban_Quarter"	"tw_growth_port"	25
"SHO_Portuguese_Land_Sold"	"shogun_land_sold_to_portugal"	4500
"SHO_Portuguese_Land_Sold"	"shogun_land_sold_to_portugal_honour_penalty"	-1
"SHO_Region_Specialty_Craftwork_1_Artisans"	"commodity_prod_sho_crafts"	5
"SHO_Region_Specialty_Craftwork_1_Artisans"	"gdp_industry"	100
"SHO_Region_Specialty_Craftwork_1_Artisans"	"mod_unit_accuracy_all_local"	5
"SHO_Region_Specialty_Craftwork_2_Fletchers"	"commodity_prod_sho_crafts"	5
"SHO_Region_Specialty_Craftwork_2_Fletchers"	"gdp_industry"	200
"SHO_Region_Specialty_Craftwork_2_Fletchers"	"mod_unit_accuracy_all_local"	10
"SHO_Region_Specialty_Craftwork_2_Paper_Mills"	"commodity_prod_sho_crafts"	10
"SHO_Region_Specialty_Craftwork_2_Paper_Mills"	"gdp_industry"	300
"SHO_Region_Specialty_Craftwork_2_Paper_Mills"	"mod_unit_accuracy_all_local"	5
"SHO_Region_Specialty_Craftwork_3_Laquerware"	"commodity_prod_sho_crafts"	20
"SHO_Region_Specialty_Craftwork_3_Laquerware"	"gdp_industry"	500
"SHO_Region_Specialty_Craftwork_3_Laquerware"	"mod_unit_accuracy_all_local"	5
"SHO_Region_Specialty_Craftwork_3_Master_Bowmaker"	"commodity_prod_sho_crafts"	5
"SHO_Region_Specialty_Craftwork_3_Master_Bowmaker"	"gdp_industry"	300
"SHO_Region_Specialty_Craftwork_3_Master_Bowmaker"	"mod_unit_accuracy_all_local"	20
"SHO_Region_Specialty_Gold_Mining_1_Surface_Mining"	"gdp_mine"	600
"SHO_Region_Specialty_Gold_Mining_2_Open_Pit"	"gdp_mine"	1200
"SHO_Region_Specialty_Gold_Mining_3_Mining_Complex"	"gdp_mine"	2400
"SHO_Region_Specialty_Holy_Site_1_Holy_Site"	"agent_XP_mod_monk"	1
"SHO_Region_Specialty_Holy_Site_1_Holy_Site"	"mod_unit_xp_bow_warrior_monks"	1
"SHO_Region_Specialty_Holy_Site_1_Holy_Site"	"mod_unit_xp_naginata_warrior_monks"	1
"SHO_Region_Specialty_Holy_Site_2_Mountain_Hermitag"	"agent_XP_mod_monk"	1
"SHO_Region_Specialty_Holy_Site_2_Mountain_Hermitag"	"mod_unit_xp_bow_warrior_monks"	2
"SHO_Region_Specialty_Holy_Site_2_Mountain_Hermitag"	"mod_unit_xp_naginata_warrior_monks"	2
"SHO_Region_Specialty_Holy_Site_2_Pilgrim_Hostel"	"agent_XP_mod_monk"	2
"SHO_Region_Specialty_Holy_Site_2_Pilgrim_Hostel"	"mod_unit_morale_regional"	3
"SHO_Region_Specialty_Holy_Site_2_Pilgrim_Hostel"	"mod_unit_xp_bow_warrior_monks"	1
"SHO_Region_Specialty_Holy_Site_2_Pilgrim_Hostel"	"mod_unit_xp_naginata_warrior_monks"	1
"SHO_Region_Specialty_Holy_Site_3_Fortified_Monaste"	"agent_XP_mod_monk"	1
"SHO_Region_Specialty_Holy_Site_3_Fortified_Monaste"	"mod_unit_xp_bow_warrior_monks"	4
"SHO_Region_Specialty_Holy_Site_3_Fortified_Monaste"	"mod_unit_xp_naginata_warrior_monks"	4
"SHO_Region_Specialty_Holy_Site_3_Great_Soja_Shrine"	"agent_XP_mod_monk"	2
"SHO_Region_Specialty_Holy_Site_3_Great_Soja_Shrine"	"mod_unit_morale_regional"	5
"SHO_Region_Specialty_Holy_Site_3_Great_Soja_Shrine"	"mod_unit_xp_bow_warrior_monks"	1
"SHO_Region_Specialty_Holy_Site_3_Great_Soja_Shrine"	"mod_unit_xp_naginata_warrior_monks"	1
"SHO_Region_Specialty_Horses_1_Pastures"	"commodity_prod_sho_horses"	6
"SHO_Region_Specialty_Horses_1_Pastures"	"gdp_industry"	100
"SHO_Region_Specialty_Horses_2_Breeders"	"commodity_prod_sho_horses"	12
"SHO_Region_Specialty_Horses_2_Breeders"	"gdp_industry"	200
"SHO_Region_Specialty_Horses_2_Breeders"	"mod_unit_charge_cavalry_local"	3
"SHO_Region_Specialty_Horses_3_Warhorse_Breeders"	"commodity_prod_sho_horses"	25
"SHO_Region_Specialty_Horses_3_Warhorse_Breeders"	"gdp_industry"	300
"SHO_Region_Specialty_Horses_3_Warhorse_Breeders"	"mod_unit_charge_cavalry_local"	5
"SHO_Region_Specialty_Intellectual_Centre_1_School"	"agent_XP_mod_mesuke"	1
"SHO_Region_Specialty_Intellectual_Centre_2_Library"	"agent_XP_mod_mesuke"	1
"SHO_Region_Specialty_Intellectual_Centre_2_Magistr"	"agent_XP_mod_mesuke"	2
"SHO_Region_Specialty_Intellectual_Centre_2_Magistr"	"happy_government_upper"	1
"SHO_Region_Specialty_Intellectual_Centre_2_Magistr"	"tax_bonus_building"	5
"SHO_Region_Specialty_Intellectual_Centre_3_Academy"	"agent_XP_mod_mesuke"	1
"SHO_Region_Specialty_Intellectual_Centre_3_Law_Cou"	"agent_XP_mod_mesuke"	2
"SHO_Region_Specialty_Intellectual_Centre_3_Law_Cou"	"happy_government_upper"	2
"SHO_Region_Specialty_Intellectual_Centre_3_Law_Cou"	"tax_bonus_building"	10
"SHO_Region_Specialty_Iron_Mining_1_Iron_Mine"	"commodity_prod_sho_iron"	6
"SHO_Region_Specialty_Iron_Mining_1_Iron_Mine"	"gdp_mine"	250
"SHO_Region_Specialty_Iron_Mining_1_Iron_Mine"	"mod_unit_recruitment_cost_all"	-10
"SHO_Region_Specialty_Iron_Mining_2_Deep_Mine"	"commodity_prod_sho_iron"	12
"SHO_Region_Specialty_Iron_Mining_2_Deep_Mine"	"gdp_mine"	450
"SHO_Region_Specialty_Iron_Mining_2_Deep_Mine"	"mod_unit_recruitment_cost_all"	-20
"SHO_Region_Specialty_Iron_Mining_3_Mining_Complex"	"commodity_prod_sho_iron"	25
"SHO_Region_Specialty_Iron_Mining_3_Mining_Complex"	"gdp_mine"	750
"SHO_Region_Specialty_Iron_Mining_3_Mining_Complex"	"mod_unit_recruitment_cost_all"	-30
"SHO_Region_Specialty_Naval_1_Merchant_Colony"	"mod_unit_xp_ships"	1
"SHO_Region_Specialty_Naval_2_Pirate_Lair"	"mod_unit_xp_ships"	3
"SHO_Region_Specialty_Naval_2_Warehouses"	"mod_unit_xp_ships"	1
"SHO_Region_Specialty_Naval_3_Pirate_Fortress"	"mod_unit_xp_ships"	5
"SHO_Region_Specialty_Naval_3_Red_Seal_Company"	"mod_unit_xp_ships"	1
"SHO_Region_Specialty_Ninja_1_Hideout"	"agent_XP_mod_ninja"	1
"SHO_Region_Specialty_Ninja_1_Hideout"	"mod_unit_xp_battlefield_ninja"	1
"SHO_Region_Specialty_Ninja_2_Burakumin"	"agent_XP_mod_ninja"	2
"SHO_Region_Specialty_Ninja_2_Burakumin"	"gdp_industry"	250
"SHO_Region_Specialty_Ninja_2_Burakumin"	"mod_unit_xp_battlefield_ninja"	1
"SHO_Region_Specialty_Ninja_2_Ninjutsu_School"	"agent_XP_mod_ninja"	1
"SHO_Region_Specialty_Ninja_2_Ninjutsu_School"	"mod_unit_xp_battlefield_ninja"	3
"SHO_Region_Specialty_Ninja_3_Clan_Fortress"	"agent_XP_mod_ninja"	1
"SHO_Region_Specialty_Ninja_3_Clan_Fortress"	"mod_unit_xp_battlefield_ninja"	5
"SHO_Region_Specialty_Ninja_3_Smuggling_Network"	"agent_XP_mod_ninja"	2
"SHO_Region_Specialty_Ninja_3_Smuggling_Network"	"gdp_industry"	1000
"SHO_Region_Specialty_Ninja_3_Smuggling_Network"	"mod_unit_xp_battlefield_ninja"	1
"SHO_Region_Specialty_Smithing_1_Blacksmith"	"mod_unit_armour_samurai"	1
"SHO_Region_Specialty_Smithing_1_Blacksmith"	"mod_unit_melee_samurai"	1
"SHO_Region_Specialty_Smithing_2_Armourer"	"mod_unit_armour_ashigaru"	2
"SHO_Region_Specialty_Smithing_2_Armourer"	"mod_unit_armour_samurai"	2
"SHO_Region_Specialty_Smithing_2_Weaponsmith"	"mod_unit_melee_ashigaru"	2
"SHO_Region_Specialty_Smithing_2_Weaponsmith"	"mod_unit_melee_samurai"	2
"SHO_Region_Specialty_Smithing_3_Master_Armourer"	"mod_unit_armour_ashigaru"	3
"SHO_Region_Specialty_Smithing_3_Master_Armourer"	"mod_unit_armour_samurai"	3
"SHO_Region_Specialty_Smithing_3_Master_Armourer"	"mod_unit_armour_special"	3
"SHO_Region_Specialty_Smithing_3_Master_Weaponsmith"	"mod_unit_melee_ashigaru"	4
"SHO_Region_Specialty_Smithing_3_Master_Weaponsmith"	"mod_unit_melee_samurai"	4
"SHO_Region_Specialty_Smithing_3_Master_Weaponsmith"	"mod_unit_melee_special"	4
"SHO_Region_Specialty_Stone_1_Stonemason"	"building_cost_mod_local"	-10
"SHO_Region_Specialty_Stone_1_Stonemason"	"commodity_prod_sho_stone"	6
"SHO_Region_Specialty_Stone_1_Stonemason"	"gdp_industry"	100
"SHO_Region_Specialty_Stone_2_Quarry"	"building_cost_mod_local"	-20
"SHO_Region_Specialty_Stone_2_Quarry"	"commodity_prod_sho_stone"	12
"SHO_Region_Specialty_Stone_2_Quarry"	"gdp_industry"	150
"SHO_Region_Specialty_Stone_3_Stoneworls"	"building_cost_mod_local"	-30
"SHO_Region_Specialty_Stone_3_Stoneworls"	"commodity_prod_sho_stone"	25
"SHO_Region_Specialty_Stone_3_Stoneworls"	"gdp_industry"	200
"SHO_Region_Specialty_Timber_1_Lumbercamp"	"commodity_prod_sho_wood"	6
"SHO_Region_Specialty_Timber_1_Lumbercamp"	"gdp_industry"	150
"SHO_Region_Specialty_Timber_1_Lumbercamp"	"mod_unit_recruitment_cost_ships"	-10
"SHO_Region_Specialty_Timber_2_Lumberyards"	"commodity_prod_sho_wood"	12
"SHO_Region_Specialty_Timber_2_Lumberyards"	"gdp_industry"	250
"SHO_Region_Specialty_Timber_2_Lumberyards"	"mod_unit_recruitment_cost_ships"	-20
"SHO_Region_Specialty_Timber_3_Sawmills"	"commodity_prod_sho_wood"	25
"SHO_Region_Specialty_Timber_3_Sawmills"	"gdp_industry"	350
"SHO_Region_Specialty_Timber_3_Sawmills"	"mod_unit_recruitment_cost_ships"	-30
"SHO_Stealth_1_Sake_Den"	"agent_availability_quality_ninja"	1
"SHO_Stealth_1_Sake_Den"	"gdp_industry"	100
"SHO_Stealth_1_Sake_Den"	"regional_happiness_mod"	2
"SHO_Stealth_2_Gambling_Hall"	"agent_availability_quality_ninja"	1
"SHO_Stealth_2_Gambling_Hall"	"gdp_industry"	200
"SHO_Stealth_2_Gambling_Hall"	"regional_happiness_mod"	3
"SHO_Stealth_3_Criminal_Syndicate"	"agent_availability_quality_ninja"	1
"SHO_Stealth_3_Criminal_Syndicate"	"gdp_industry"	350
"SHO_Stealth_3_Criminal_Syndicate"	"regional_happiness_mod"	3
"SHO_Stealth_4_Mizu_Shobai"	"agent_XP_mod_ninja"	2
"SHO_Stealth_4_Mizu_Shobai"	"agent_availability_quality_geisha"	1
"SHO_Stealth_4_Mizu_Shobai"	"agent_availability_quality_ninja"	1
"SHO_Stealth_4_Mizu_Shobai"	"regional_happiness_mod"	5
"SHO_Stealth_4_Mizu_Shobai"	"tax_bonus_building"	25
"SHO_Sword_3_Master_Dojo"	"unit_mod_samurai_sword_recruit_time"	-1
"SHO_Sword_4_Legendary_Dojo"	"mod_unit_charge_all_local"	2
"SHO_Sword_4_Legendary_Dojo"	"unit_mod_samurai_sword_recruit_time"	-1
"SHO_Yari_3_Master_Dojo"	"unit_mod_samurai_spear_recruit_time"	-1
"SHO_Yari_4_Legendary_School"	"mod_unit_morale_regional"	1
"SHO_Yari_4_Legendary_School"	"unit_mod_samurai_spear_recruit_time"	-1
"bos_artillery_1_artillery_range"	"bos_land_recruitment_points"	1
"bos_artillery_2_artillery_school"	"bos_land_recruitment_points"	1
"bos_artillery_3_artillery_academy"	"bos_land_recruitment_points"	1
"bos_artillery_3_artillery_academy"	"bos_modernisation_happiness_mod"	-1
"bos_artillery_4_arsenal"	"bos_land_recruitment_points"	1
"bos_artillery_4_arsenal"	"bos_modernisation_happiness_mod"	-2
"bos_buff_1_training_camp"	"bos_mod_recruitment_cost_land_all_local"	-10
"bos_buff_2_drill_school"	"bos_mod_charge_all_local"	15
"bos_buff_2_drill_school"	"bos_mod_recruitment_cost_land_all_local"	-10
"bos_buff_2_firing_range"	"bos_mod_recruitment_cost_land_all_local"	-10
"bos_buff_2_firing_range"	"bos_mod_unit_accuracy_all_local"	15
"bos_buff_2_headquarters"	"bos_mod_recruitment_cost_land_all_local"	-10
"bos_buff_2_headquarters"	"bos_mod_unit_morale_all_local"	2
"bos_buff_2_jujutsu_hall"	"bos_mod_recruitment_cost_land_all_local"	-10
"bos_buff_2_jujutsu_hall"	"bos_mod_unit_melee_all_local"	4
"bos_buff_2_military_hospital"	"bos_mod_recruitment_cost_land_all_local"	-10
"bos_buff_2_military_hospital"	"bos_mod_unit_replenishment_all_local"	50
"bos_castle_2_stronghold"	"bos_land_recruitment_points"	1
"bos_castle_2_stronghold"	"bos_repression_building_local"	4
"bos_castle_2_stronghold"	"bos_resistance_to_bombardment"	5
"bos_castle_3_fortress"	"bos_land_recruitment_points"	1
"bos_castle_3_fortress"	"bos_repression_building_local"	6
"bos_castle_3_fortress"	"bos_resistance_to_bombardment"	10
"bos_castle_4_castle"	"bos_land_recruitment_points"	1
"bos_castle_4_castle"	"bos_repression_building_local"	7
"bos_castle_4_castle"	"bos_resistance_to_bombardment"	15
"bos_castle_5_citadel"	"bos_land_recruitment_points"	1
"bos_castle_5_citadel"	"bos_repression_building_local"	8
"bos_castle_5_citadel"	"bos_resistance_to_bombardment"	20
"bos_castle_6_star_fort"	"bos_land_recruitment_points"	1
"bos_castle_6_star_fort"	"bos_modernisation_happiness_mod"	-1
"bos_castle_6_star_fort"	"bos_repression_building_local"	10
"bos_castle_6_star_fort"	"bos_resistance_to_bombardment"	30
"bos_criminal_1_inn"	"bos_agent_availability_quality_geisha"	1
"bos_criminal_1_inn"	"bos_gdp_commerce"	360
"bos_criminal_1_inn"	"bos_happy_culture_local"	1
"bos_criminal_2_gambling_den"	"bos_agent_availability_quality_geisha"	1
"bos_criminal_2_gambling_den"	"bos_gdp_commerce"	600
"bos_criminal_2_gambling_den"	"bos_happy_culture_local"	2
"bos_criminal_2_gambling_den"	"bos_tw_growth_commerce"	1
"bos_criminal_2_market"	"bos_agent_availability_quality_geisha"	1
"bos_criminal_2_market"	"bos_gdp_commerce"	720
"bos_criminal_2_market"	"bos_happy_culture_local"	1
"bos_criminal_2_market"	"bos_modernisation_happiness_mod"	-1
"bos_criminal_2_market"	"bos_tw_growth_commerce"	2
"bos_criminal_3_financial_district"	"bos_agent_availability_quality_geisha"	1
"bos_criminal_3_financial_district"	"bos_gdp_commerce"	1260
"bos_criminal_3_financial_district"	"bos_happy_culture_local"	1
"bos_criminal_3_financial_district"	"bos_modernisation_happiness_mod"	-1
"bos_criminal_3_financial_district"	"bos_tw_growth_commerce"	4
"bos_criminal_3_richi_mahjong_parlour"	"bos_agent_availability_quality_geisha"	1
"bos_criminal_3_richi_mahjong_parlour"	"bos_gdp_commerce"	1000
"bos_criminal_3_richi_mahjong_parlour"	"bos_happy_culture_local"	3
"bos_criminal_3_richi_mahjong_parlour"	"bos_tw_growth_commerce"	2
"bos_criminal_4_junin_ryogae"	"bos_agent_availability_quality_geisha"	1
"bos_criminal_4_junin_ryogae"	"bos_gdp_commerce"	2250
"bos_criminal_4_junin_ryogae"	"bos_happy_culture_local"	2
"bos_criminal_4_junin_ryogae"	"bos_modernisation_happiness_mod"	-2
"bos_criminal_4_junin_ryogae"	"bos_tw_growth_commerce"	8
"bos_criminal_4_yakuza_hideout"	"bos_agent_availability_quality_geisha"	1
"bos_criminal_4_yakuza_hideout"	"bos_gdp_commerce"	1500
"bos_criminal_4_yakuza_hideout"	"bos_happy_culture_local"	5
"bos_criminal_4_yakuza_hideout"	"bos_tw_growth_commerce"	4
"bos_defenses_3_matchlock_towers"	"bos_siege_defence_matchlock"	0
"bos_defenses_4_gatling_gun_towers"	"bos_modernisation_happiness_mod"	-1
"bos_defenses_4_gatling_gun_towers"	"bos_siege_defence_gatling_gun"	0
"bos_defenses_5_wall_guns_and_gatling_gun_towers"	"bos_modernisation_happiness_mod"	-2
"bos_defenses_5_wall_guns_and_gatling_gun_towers"	"bos_siege_defence_gun_batteries"	0
"bos_farming_1_outfields"	"bos_gdp_farm"	550
"bos_farming_2_tenant_fields"	"bos_gdp_farm"	900
"bos_farming_2_tenant_fields"	"bos_tw_growth_industry"	1
"bos_farming_3_private-held_fields"	"bos_gdp_farm"	1400
"bos_farming_3_private-held_fields"	"bos_modernisation_happiness_mod"	-1
"bos_farming_3_private-held_fields"	"bos_tw_growth_industry"	2
"bos_farming_4_zaibatsu_fields"	"bos_gdp_farm"	1800
"bos_farming_4_zaibatsu_fields"	"bos_modernisation_happiness_mod"	-1
"bos_farming_4_zaibatsu_fields"	"bos_tw_growth_industry"	4
"bos_foundation_2_large_town"	"bos_castle_slot_addition"	0
"bos_foundation_2_large_town"	"bos_modernisation_happiness_mod"	-1
"bos_foundation_2_large_town"	"bos_tax_bonus_building"	2
"bos_foundation_3_city"	"bos_castle_slot_addition"	0
"bos_foundation_3_city"	"bos_modernisation_happiness_mod"	-2
"bos_foundation_3_city"	"bos_tax_bonus_building"	4
"bos_foundation_4_municipalty"	"bos_castle_slot_addition"	0
"bos_foundation_4_municipalty"	"bos_modernisation_happiness_mod"	-3
"bos_foundation_4_municipalty"	"bos_tax_bonus_building"	6
"bos_foundation_5_prefecture"	"bos_castle_slot_addition"	0
"bos_foundation_5_prefecture"	"bos_modernisation_happiness_mod"	-4
"bos_foundation_5_prefecture"	"bos_tax_bonus_building"	10
"bos_industry_1_cottage_industry"	"bos_gdp_industry"	560
"bos_industry_1_cottage_industry"	"bos_modernisation_happiness_mod"	-1
"bos_industry_2_cotton_mill"	"bos_gdp_industry"	1200
"bos_industry_2_cotton_mill"	"bos_modernisation_happiness_mod"	-2
"bos_industry_2_cotton_mill"	"bos_tw_growth_industry"	3
"bos_industry_2_craft_workshop"	"bos_gdp_industry"	1250
"bos_industry_2_craft_workshop"	"bos_modernisation_happiness_mod"	-1
"bos_industry_2_craft_workshop"	"bos_tw_growth_industry"	1
"bos_industry_2_silk_weavers_shop"	"bos_gdp_industry"	1300
"bos_industry_2_silk_weavers_shop"	"bos_modernisation_happiness_mod"	-1
"bos_industry_3_manufactory"	"bos_gdp_industry"	1700
"bos_industry_3_manufactory"	"bos_modernisation_happiness_mod"	-2
"bos_industry_3_manufactory"	"bos_tw_growth_industry"	5
"bos_industry_4_cotton_processing_plant"	"bos_gdp_industry"	2200
"bos_industry_4_cotton_processing_plant"	"bos_modernisation_happiness_mod"	-3
"bos_industry_4_cotton_processing_plant"	"bos_tw_growth_industry"	15
"bos_industry_4_silk_manufactory"	"bos_gdp_industry"	2000
"bos_industry_4_silk_manufactory"	"bos_modernisation_happiness_mod"	-2
"bos_industry_4_silk_manufactory"	"bos_tw_growth_industry"	5
"bos_modern_1_muster_field"	"bos_land_recruitment_points"	1
"bos_modern_1_muster_field"	"bos_modernisation_happiness_mod"	-1
"bos_modern_2_barracks"	"bos_land_recruitment_points"	1
"bos_modern_2_barracks"	"bos_modernisation_happiness_mod"	-1
"bos_modern_3_infantry_barracks"	"bos_land_recruitment_points"	1
"bos_modern_3_infantry_barracks"	"bos_modernisation_happiness_mod"	-2
"bos_modern_4_military_academy"	"bos_land_recruitment_points"	1
"bos_modern_4_military_academy"	"bos_modernisation_happiness_mod"	-2
"bos_port_1_harbour"	"bos_naval_recruitment_points"	1
"bos_port_1_harbour"	"export_capacity_port"	100
"bos_port_2_port"	"bos_naval_recruitment_points"	1
"bos_port_2_port"	"bos_trade_routes_mod_max_sea"	1
"bos_port_2_port"	"bos_tw_growth_commerce"	2
"bos_port_2_port"	"export_capacity_port"	140
"bos_port_3_military_port"	"bos_agent_availability_quality_veteran"	1
"bos_port_3_military_port"	"bos_coastal_defence_damage_to_disable"	50
"bos_port_3_military_port"	"bos_coastal_defence_quality_and_availability"	2
"bos_port_3_military_port"	"bos_coastal_defence_zone_range"	10
"bos_port_3_military_port"	"bos_naval_recruitment_points"	2
"bos_port_3_military_port"	"bos_trade_routes_mod_max_sea"	1
"bos_port_3_military_port"	"bos_tw_growth_commerce"	2
"bos_port_3_military_port"	"export_capacity_port"	160
"bos_port_3_trading_port"	"bos_agent_availability_quality_veteran"	1
"bos_port_3_trading_port"	"bos_coastal_defence_damage_to_disable"	70
"bos_port_3_trading_port"	"bos_coastal_defence_quality_and_availability"	1
"bos_port_3_trading_port"	"bos_coastal_defence_zone_range"	8
"bos_port_3_trading_port"	"bos_gdp_port"	700
"bos_port_3_trading_port"	"bos_modernisation_happiness_mod"	-1
"bos_port_3_trading_port"	"bos_naval_recruitment_points"	1
"bos_port_3_trading_port"	"bos_trade_routes_mod_max_sea"	2
"bos_port_3_trading_port"	"bos_tw_growth_commerce"	5
"bos_port_3_trading_port"	"export_capacity_port"	200
"bos_port_4_american_trading_district"	"bos_agent_availability_quality_veteran"	1
"bos_port_4_american_trading_district"	"bos_coastal_defence_damage_to_disable"	50
"bos_port_4_american_trading_district"	"bos_coastal_defence_quality_and_availability"	2
"bos_port_4_american_trading_district"	"bos_coastal_defence_zone_range"	10
"bos_port_4_american_trading_district"	"bos_gdp_port"	1500
"bos_port_4_american_trading_district"	"bos_modernisation_happiness_mod"	-2
"bos_port_4_american_trading_district"	"bos_naval_recruitment_points"	2
"bos_port_4_american_trading_district"	"bos_trade_routes_mod_max_sea"	3
"bos_port_4_american_trading_district"	"bos_tw_growth_commerce"	10
"bos_port_4_american_trading_district"	"export_capacity_port"	250
"bos_port_4_british_trading_district"	"bos_agent_availability_quality_veteran"	1
"bos_port_4_british_trading_district"	"bos_coastal_defence_damage_to_disable"	50
"bos_port_4_british_trading_district"	"bos_coastal_defence_quality_and_availability"	2
"bos_port_4_british_trading_district"	"bos_coastal_defence_zone_range"	10
"bos_port_4_british_trading_district"	"bos_gdp_port"	1500
"bos_port_4_british_trading_district"	"bos_modernisation_happiness_mod"	-2
"bos_port_4_british_trading_district"	"bos_naval_recruitment_points"	2
"bos_port_4_british_trading_district"	"bos_trade_routes_mod_max_sea"	3
"bos_port_4_british_trading_district"	"bos_tw_growth_commerce"	10
"bos_port_4_british_trading_district"	"export_capacity_port"	250
"bos_port_4_drydock"	"bos_agent_availability_quality_veteran"	1
"bos_port_4_drydock"	"bos_coastal_defence_damage_to_disable"	30
"bos_port_4_drydock"	"bos_coastal_defence_quality_and_availability"	3
"bos_port_4_drydock"	"bos_coastal_defence_zone_range"	12
"bos_port_4_drydock"	"bos_naval_recruitment_points"	3
"bos_port_4_drydock"	"bos_trade_routes_mod_max_sea"	1
"bos_port_4_drydock"	"bos_tw_growth_commerce"	5
"bos_port_4_drydock"	"export_capacity_port"	180
"bos_port_4_french_trading_district"	"bos_agent_availability_quality_veteran"	1
"bos_port_4_french_trading_district"	"bos_coastal_defence_damage_to_disable"	50
"bos_port_4_french_trading_district"	"bos_coastal_defence_quality_and_availability"	2
"bos_port_4_french_trading_district"	"bos_coastal_defence_zone_range"	10
"bos_port_4_french_trading_district"	"bos_gdp_port"	1500
"bos_port_4_french_trading_district"	"bos_modernisation_happiness_mod"	-2
"bos_port_4_french_trading_district"	"bos_naval_recruitment_points"	2
"bos_port_4_french_trading_district"	"bos_trade_routes_mod_max_sea"	4
"bos_port_4_french_trading_district"	"bos_tw_growth_commerce"	10
"bos_port_4_french_trading_district"	"export_capacity_port"	250
"bos_port_5_western_port"	"bos_trade_routes_mod_max_sea"	10000
"bos_port_5_western_port"	"commodity_prod_bos_cotton"	40
"bos_port_5_western_port"	"commodity_prod_bos_machines"	40
"bos_port_5_western_port"	"export_capacity_port"	1000
"bos_propaganda_1_constabulary"	"bos_agent_availability_quality_ishinshishi"	1
