version 1, schema warscape_animated_lod_tables, guid 6d09607a-831a-43a6-8034-3d14d595ae1a
Random_Index(string)	Path(string)	Meters_to_x0020_Lod_transition(float)	Filename_x0020_WA_ID(string)
"1198165296"	"UnitModels/Euro_Able_Seamen_LOD2.variant_weighted_mesh"	10	"euro_able_seamen"
"1199983526"	"EngineModels/Field_Cannon_6lb/Field_Cannon_6lb_LOD1.animatable_rigid_model"	10	"Field_Cannon_6lb"
"1208454631"	"RigidModels/CampaignPieces/campaign_ship_model_2.animatable_rigid_model"	0	"campaign_ship2"
"1209223254"	"EngineModels/Unicorn_20/unicorn_20_destruction.rigid_model_animation"	0	"unicorn_20_destruction"
"1209374506"	"UnitModels/camel/camel_base_lod1.variant_weighted_mesh"	10	"camel_base"
"1209548612"	"EngineModels/Mortar/Mortar_LOD3.animatable_rigid_model"	30	"Mortar"
"1210927758"	"EngineModels/Rocket/rocket_LOD1.animatable_rigid_model"	10	"rocket"
"1214560264"	"RigidModels\\CampaignTradeRoutes\\campaign_trade_ship_anim.rigid_model_v2"	0	"campaign_trader_trade_ship"
"1219078168"	"RigidModels\\CampaignTradeRoutes\\campaign_landtrade_cart_anim.rigid_model_v2"	0	"campaign_trader_trade_cart"
"1222882859"	"UnitModels\\CampaignPieces\\euro_campaign_ship_weighted_model.variant_weighted_mesh"	0	"euro_campaign_ship_weighted"
"1225961825"	"EngineModels/Naval_Carronade/naval_carronade_LOD1.animatable_rigid_model"	10	"naval_carronade"
"1227104239"	"UnitModels\\CampaignPieces\\euro_campaign_admiralship_weighted_model.variant_weighted_mesh"	0	"euro_campaign_admiralship_weighted"
"1227113044"	"UnitModels\\CampaignPieces\\east_campaign_admiralship_weighted_model.variant_weighted_mesh"	0	"east_campaign_admiralship_weighted"
"1229678891"	"RigidModels\\Naval\\Variant\\oar_L_loop_anim.rigid_model_v2"	0	"oar_L_anim_loop"
"1230050569"	"RigidModels\\Naval\\Variant\\oar_L_raise_anim.rigid_model_v2"	0	"oar_L_anim_raise"
"1237464801"	"UnitModels/Euro_Able_Seamen_LOD3.variant_weighted_mesh"	15	"euro_naval_gunner"
"1239248369"	"unitmodels/euro_commodore_lod3.variant_weighted_mesh"	15	"euro_commodore"
"1249309035"	"EngineModels\\Naval_Cannon_12lb\\naval_cannon_12lb_destruction.rigid_model_animation"	0	"Naval_Cannon_12lb_destruction"
"1249378857"	"EngineModels/Rocket/rocket_LOD2.animatable_rigid_model"	20	"rocket"
"1249631811"	"EngineModels/Field_Cannon_8lb/field_cannon_8lb_destruction.rigid_model_animation"	0	"Field_Cannon_8lb_Destruction"
"1249897807"	"EngineModels/Mortar/Mortar_LOD4.animatable_rigid_model"	0	"Mortar"
"1251984794"	"RigidModels\\CampaignTradeRoutes\\trade_camel.rigid_model_animation"	0	"trade_camel"
"1252315997"	"EngineModels/Field_Cannon_12lb/field_cannon_12lb_destruction.rigid_model_animation"	0	"Field_Cannon_12lb_Austria_destruction"
"1252510312"	"UnitModels\\horse\\horse_B_iberian_lod3.variant_weighted_mesh"	50	"horse_iberian_grey"
"1255425470"	"UnitModels\\French_Line_Infantry_lod1.variant_weighted_mesh"	0	"French_Line_Infantry_Boxes"
"1257414347"	"unitmodels/euro_commodore_lod1.variant_weighted_mesh"	5	"euro_commodore"
"1258020985"	"EngineModels/Howitzer_7/Howitzer_7_destruction.rigid_model_animation"	0	"howitzer_7_Russia_destruction"
"1306931046"	"unitmodels/euro_admiral_lod4.variant_weighted_mesh"	0	"euro_admiral"
"1313159873"	"EngineModels/Howitzer_6/Howitzer_6_alphatest_LOD2.animatable_rigid_model"	20	"howitzer_6"
"1334618910"	"UnitModels\\horse\\horse_A_artillery_lod1.variant_weighted_mesh"	10	"horse_artillery_light_brown"
"1334932095"	"EngineModels/Field_Cannon_6lb/Field_Cannon_6lb_LOD1.animatable_rigid_model"	10	"Field_Cannon_6lb_Britain"
"1343466481"	"EngineModels/Unicorn_10/Unicorn_10_alphatest_LOD1.animatable_rigid_model"	10	"unicorn_10_Russia"
"1362445155"	"UnitModels\\horse\\horse_B_iberian_lod2.variant_weighted_mesh"	20	"horse_iberian_grey"
"136663919"	"UnitModels\\horse\\horse_A_basic_lod2.variant_weighted_mesh"	20	"horse_basic_light_brown"
"1415102930"	"EngineModels/Field_Cannon_9lb/Field_Cannon_9lb_LOD1.animatable_rigid_model"	10	"Field_Cannon_9lb_Britain"
"1444217127"	"EngineModels/Field_Cannon_9lb/Field_Cannon_9lb_LOD2.animatable_rigid_model"	20	"Field_Cannon_9lb"
"1450480821"	"EngineModels/Field_Cannon_9lb/field_cannon_9lb_destruction.rigid_model_animation"	0	"Field_Cannon_9lb_Britain_destruction"
"1451105936"	"RigidModels\\Naval\\Variant\\oar_R_loop_anim.rigid_model_v2"	0	"oar_R_anim_loop"
"1473161939"	"UnitModels\\horse\\horse_F_iberian_lod2.variant_weighted_mesh"	20	"horse_iberian_brown"
"1476994444"	"UnitModels\\horse\\horse_A_covered_lod3.variant_weighted_mesh"	50	"horse_covered_light_brown"
"1478362627"	"EngineModels/Unicorn_20/Unicorn_20_alphatest_LOD3.animatable_rigid_model"	0	"unicorn_20_Russia"
"1482121629"	"UnitModels\\horse\\horse_A_covered_lod4.variant_weighted_mesh"	0	"horse_covered_light_brown"
"14841127"	"UnitModels\\horse\\horse_C_basic_lod2.variant_weighted_mesh"	20	"horse_basic_black"
"1491550126"	"UnitModels\\horse\\horse_A_covered_lod1.variant_weighted_mesh"	10	"horse_covered_light_brown"
"1514068655"	"EngineModels/Rocket/rocket_LOD4.animatable_rigid_model"	0	"rocket_France"
"1514920782"	"UnitModels\\horse\\horse_E_artillery_lod1.variant_weighted_mesh"	10	"horse_artillery_white"
"1531252902"	"EngineModels/Mortar/Mortar_LOD1.animatable_rigid_model"	10	"Mortar"
"1536844749"	"UnitModels\\horse\\horse_A_artillery_lod4.variant_weighted_mesh"	0	"horse_artillery_light_brown"
"1547536287"	"UnitModels\\horse\\horse_C_iberian_lod2.variant_weighted_mesh"	20	"horse_iberian_black"
"1559230000"	"EngineModels/Ott_Howitzer/Ottoman_howitzer_LOD3.animatable_rigid_model"	30	"Ott_howitzer"
"1562572815"	"EngineModels/Field_Cannon_12lb/Field_Cannon_12lb_LOD1.animatable_rigid_model"	10	"Field_Cannon_12lb_Prussia"
"1569862778"	"EngineModels/Rocket/rocket_LOD4.animatable_rigid_model"	0	"rocket_Britain"
"1578907289"	"EngineModels/Naval_Carronade/naval_carronade_destruction.rigid_model_animation"	0	"naval_carronade_destruction"
"1610031301"	"UnitModels\\CampaignPieces\\east_campaign_ship_weighted_model.variant_weighted_mesh"	0	"east_campaign_ship_weighted"
"1669533803"	"UnitModels\\horse\\horse_B_basic_lod2.variant_weighted_mesh"	20	"horse_basic_grey"
"1671920405"	"EngineModels/Naval_Cannon_9lb/Naval_Cannon_9lb_LOD4.animatable_rigid_model"	0	"Naval_Cannon_9lb"
"1674551772"	"UnitModels\\horse\\horse_C_basic_lod3.variant_weighted_mesh"	50	"horse_basic_black"
"1699054193"	"UnitModels\\horse\\horse_D_covered_lod4.variant_weighted_mesh"	0	"horse_covered_dark_brown"
"1701946177"	"UnitModels\\horse\\horse_D_iberian_lod4.variant_weighted_mesh"	0	"horse_iberian_dark_brown"
"1704089302"	"UnitModels\\horse\\horse_C_iberian_lod1.variant_weighted_mesh"	10	"horse_iberian_black"
"1716074294"	"EngineModels/Rocket/rocket_LOD3.animatable_rigid_model"	30	"rocket"
"1722878441"	"unitmodels/ottoman_commodore_lod3.variant_weighted_mesh"	15	"ottoman_commodore"
"173593971"	"EngineModels/Rocket/rocket_destruction.rigid_model_animation"	0	"rocket_France_destruction"
"1739158494"	"UnitModels\\horse\\horse_E_covered_lod1.variant_weighted_mesh"	10	"horse_covered_white"
"1748239334"	"UnitModels\\horse\\horse_A_basic_lod1.variant_weighted_mesh"	10	"horse_basic_light_brown"
"1749612290"	"EngineModels/Howitzer_7/Howitzer_7_alphatest_LOD1.animatable_rigid_model"	10	"howitzer_7_Prussia"
"1754985944"	"RigidModels/artillery/Limber/limber_model_alphatest_lod2.animatable_rigid_model"	20	"limber_model_France"
"1767671191"	"UnitModels\\horse\\horse_A_covered_lod2.variant_weighted_mesh"	20	"horse_covered_light_brown"
"1786289723"	"EngineModels/Rocket/rocket_LOD2.animatable_rigid_model"	20	"rocket_Austria"
"1792219015"	"EngineModels/Unicorn_10/Unicorn_10_alphatest_LOD3.animatable_rigid_model"	0	"unicorn_10_Russia"
"1802120809"	"UnitModels\\horse\\horse_F_covered_lod4.variant_weighted_mesh"	0	"horse_covered_brown"
"1802182016"	"UnitModels\\horse\\horse_F_basic_lod3.variant_weighted_mesh"	50	"horse_basic_brown"
"1815920107"	"EngineModels/Field_Cannon_9lb/Field_Cannon_9lb_LOD2.animatable_rigid_model"	20	"Field_Cannon_9lb_Britain"
"1835430333"	"UnitModels\\horse\\horse_E_artillery_lod4.variant_weighted_mesh"	0	"horse_artillery_white"
"1836574331"	"EngineModels/Rocket/rocket_large_LOD4.animatable_rigid_model"	0	"rocket_only"
"1841246540"	"unitmodels/campaign_wellington_LOD1.variant_weighted_mesh"	40	"campaign_wellington"
"1853725535"	"EngineModels/Howitzer_7/Howitzer_7_alphatest_LOD2.animatable_rigid_model"	20	"howitzer_7_Austria"
"1862629538"	"EngineModels/Field_Cannon_6lb/Field_Cannon_6lb_LOD1.animatable_rigid_model"	10	"Field_Cannon_6lb_Russia"
"1874655609"	"EngineModels/Naval_Cannon_6lb/Naval_Cannon_6lb_LOD4.animatable_rigid_model"	0	"Naval_Cannon_6lb"
"1877728057"	"EngineModels/Field_Cannon_12lb/Field_Cannon_12lb_LOD1.animatable_rigid_model"	10	"Field_Cannon_12lb_Austria"
"1889228704"	"EngineModels/Field_Cannon_6lb/Field_Cannon_6lb_LOD2.animatable_rigid_model"	20	"Field_Cannon_6lb_Britain"
"1896689424"	"EngineModels/Rocket/rocket_LOD4.animatable_rigid_model"	0	"rocket_Prussia"
"1898836283"	"EngineModels/Ott_Howitzer/ottoman_howitzer_destruction.rigid_model_animation"	0	"ott_howitzer_destruction"
"1900697230"	"UnitModels\\Samurai_WithSashimonoBone01.variant_weighted_mesh"	0	"shogun_samurai_test"
"1901593673"	"UnitModels\\horse\\horse_B_iberian_lod4.variant_weighted_mesh"	0	"horse_iberian_grey"
"1913073738"	"EngineModels/Howitzer_5/howitzer_5_destruction.rigid_model_animation"	0	"howitzer_5_destruction"
"1927922461"	"RigidModels/artillery/Limber/limber_model_alphatest_lod2.animatable_rigid_model"	20	"limber_model_Britain"
"1928874230"	"EngineModels/Ott_Field_Cannon_9lb/ottoman_field_cannon_9lb_destruction.rigid_model_animation"	0	"ott_field_cannon_9lb_destruction"
"1933564185"	"EngineModels/Field_Cannon_8lb/field_cannon_8lb_destruction.rigid_model_animation"	0	"Field_Cannon_8lb_France_Destruction"
"1945295198"	"unitmodels/euro_commodore_lod4.variant_weighted_mesh"	0	"euro_commodore"
"1954950347"	"RigidModels/artillery/Limber/limber_model_alphatest_lod3.animatable_rigid_model"	0	"limber_model_Russia"
"195954737"	"EngineModels/Field_Cannon_6lb/field_cannon_6lb_destruction.rigid_model_animation"	0	"Field_Cannon_6lb_Russia_destruction"
"1976957141"	"EngineModels/Field_Cannon_6lb/field_cannon_6lb_destruction.rigid_model_animation"	0	"Field_Cannon_6lb_Austria_destruction"
"1985533939"	"UnitModels\\horse\\horse_D_hussar_lod2.variant_weighted_mesh"	20	"horse_hussar_dark_brown"
"1992248082"	"UnitModels\\horse\\horse_F_hussar_lod1.variant_weighted_mesh"	10	"horse_hussar_brown"
"2005832144"	"EngineModels\\Naval_Cannon_18lb\\naval_cannon_18lb_destruction.rigid_model_animation"	0	"Naval_Cannon_18lb_destruction"
"200987866"	"EngineModels/Howitzer_7/Howitzer_7_alphatest_LOD2.animatable_rigid_model"	20	"howitzer_7"
"2039417982"	"EngineModels\\Naval_Cannon_32lb\\naval_cannon_32lb_destruction.rigid_model_animation"	0	"Naval_Cannon_32lb_destruction"
"2049585811"	"RigidModels/artillery/Limber/limber_model_alphatest_lod1.animatable_rigid_model"	10	"limber_model_France"
"2053259692"	"EngineModels/Field_Cannon_6lb/Field_Cannon_6lb_LOD3.animatable_rigid_model"	0	"Field_Cannon_6lb_Austria"
"2069507656"	"UnitModels\\horse\\horse_B_artillery_lod3.variant_weighted_mesh"	50	"horse_artillery_grey"
"2076786963"	"EngineModels/Naval_Cannon_6lb/Naval_Cannon_6lb_LOD2.animatable_rigid_model"	20	"Naval_Cannon_6lb"
"2105505856"	"UnitModels\\horse\\horse_D_iberian_lod3.variant_weighted_mesh"	50	"horse_iberian_dark_brown"
"2118291470"	"EngineModels/Unicorn_10/Unicorn_10_alphatest_LOD1.animatable_rigid_model"	10	"unicorn_10"
"2131788177"	"EngineModels\\Naval_Cannon_24lb\\naval_cannon_24lb_destruction.rigid_model_animation"	0	"Naval_Cannon_24lb_destruction"
"2136131127"	"EngineModels/Field_Cannon_6lb/Field_Cannon_6lb_LOD2.animatable_rigid_model"	20	"Field_Cannon_6lb_Russia"
"2146654438"	"RigidModels\\Buildings\\castle_01_gate\\castle_01_gate_piece09_destruct01_gate_opening_anim.rigid_model_animation"	0	"castle_01_gate_piece09_destruct01_gate_opening"
"2146654445"	"RigidModels\\Buildings\\castle_01_gate\\castle_01_gate_piece09_destruct01_gate_closing_anim.rigid_model_animation"	0	"castle_01_gate_piece09_destruct01_gate_closing"
"2146654654"	"RigidModels/artillery/Breech_cannon/breech_cannon.rigid_model_v2"	0	"breech_cannon"
"2146654723"	"RigidModels/artillery/mangonel/mangonel.rigid_model_v2"	0	"mangonel"
"2146654760"	"RigidModels\\CampaignBuildings\\SHO_Region_Specialty_Horses_1_Pastures\\campaign_sho_region_specialty_horses_1_pastures_anim.rigid_model_v2"	0	"campaign_sho_region_specialty_horses_1_pastures"
"2146654767"	"RigidModels\\CampaignBuildings\\SHO_Region_Specialty_Horses_2_Breeders\\campaign_sho_region_specialty_horses_2_breeders_anim.rigid_model_v2"	0	"campaign_sho_region_specialty_horses_2_breeders"
"2146654776"	"RigidModels\\CampaignBuildings\\SHO_Region_Specialty_Horses_3_Warhorse_Breeders\\campaign_sho_region_specialty_horses_3_warhorse_breeders_anim.rigid_model_v2"	0	"campaign_sho_region_specialty_horses_3_warhorse"
"2146654861"	"RigidModels/artillery/mangonel/mangonel_destruction_anim.rigid_model_v2"	0	"mangonel_destruction_anim"
"2146654967"	"RigidModels\\CampaignBuildings\\Building_Siegeicon\\icon_under_siege_anim.rigid_model_v2"	0	"campaign_building_siege"
"2146654983"	"RigidModels/CampaignBuildings//campaign_building_placeholder1_anim.rigid_model_v2"	0	"campaign_building_placeholder1_anim"
"2146655014"	"RigidModels/CampaignBuildings/SHO_Region_Specialty_Stone_3_Stoneworls/campaign_sho_region_specialty_stone_3_stoneworls_anim.rigid_model_v2"	0	"campaign_sho_region_specialty_stone_3_stoneworls"
"2146655020"	"RigidModels/CampaignBuildings/SHO_Region_Specialty_Stone_2_Quarry/campaign_sho_region_specialty_stone_2_quarry_anim.rigid_model_v2"	0	"campaign_sho_region_specialty_stone_2_quarry"
"2146655024"	"RigidModels/CampaignBuildings/SHO_Region_Specialty_Stone_1_Stonemason/campaign_sho_region_specialty_stone_1_stonemason_anim.rigid_model_v2"	0	"campaign_sho_region_specialty_stone_1_stonemason"
"2146655067"	"RigidModels/artillery/Breech_cannon/cannon_destruction_anim.rigid_model_v2"	0	"breech_cannon_destruction_anim"
"2146655108"	"RigidModels\\CampaignBuildings\\Building_Siegeicon\\kyoto_under_siege_lvl4_anim.rigid_model_v2"	0	"campaign_sho_castle_siege_lvl5:sho_custom_kyoto"
"2146655110"	"RigidModels\\CampaignBuildings\\Building_Siegeicon\\kyoto_under_siege_lvl4_anim.rigid_model_v2"	0	"campaign_sho_castle_siege_lvl4:sho_custom_kyoto"
"2146655115"	"RigidModels\\CampaignBuildings\\Building_Siegeicon\\kyoto_under_siege_lvl2_anim.rigid_model_v2"	0	"campaign_sho_castle_siege_lvl3:sho_custom_kyoto"
"2146655119"	"RigidModels\\CampaignBuildings\\Building_Siegeicon\\kyoto_under_siege_lvl2_anim.rigid_model_v2"	0	"campaign_sho_castle_siege_lvl2:sho_custom_kyoto"
"2146655123"	"RigidModels\\CampaignBuildings\\Building_Siegeicon\\castle_under_siege_lvl5_anim.rigid_model_v2"	0	"campaign_sho_castle_siege_lvl5"
"2146655133"	"RigidModels\\CampaignBuildings\\Building_Siegeicon\\castle_under_siege_lvl4_anim.rigid_model_v2"	0	"campaign_sho_castle_siege_lvl4"
"2146655136"	"RigidModels\\CampaignBuildings\\Building_Siegeicon\\castle_under_siege_lvl3_anim.rigid_model_v2"	0	"campaign_sho_castle_siege_lvl3"
"2146655142"	"RigidModels\\CampaignBuildings\\Building_Siegeicon\\castle_under_siege_lvl1_anim.rigid_model_v2"	0	"campaign_sho_castle_siege_lvl2"
"2146655147"	"RigidModels\\CampaignBuildings\\Building_Siegeicon\\castle_under_siege_lvl1_anim.rigid_model_v2"	0	"campaign_sho_castle_siege_lvl1"
"2146655305"	"RigidModels/CampaignBuildings/SHO_Region_Specialty_Gold_Mining_3_Mining_Complex/campaign_sho_region_specialty_gold_mining_3_mining_complex_anim.rigid_model_v2"	0	"campaign_sho_region_specialty_gold_mining_3_mining_complex_anim"
"2146655308"	"RigidModels/CampaignBuildings/SHO_Region_Specialty_Horses_1_Pastures/campaign_sho_region_specialty_horses_1_pastures_anim.rigid_model_v2"	0	"campaign_sho_region_specialty_horses_1_pastures_anim"
"2146655311"	"RigidModels/CampaignBuildings/SHO_Region_Specialty_Horses_2_Breeders/campaign_sho_region_specialty_horses_2_breeders_anim.rigid_model_v2"	0	"campaign_sho_region_specialty_horses_2_breeders_anim"
"2146655312"	"RigidModels/CampaignBuildings/SHO_Region_Specialty_Horses_3_Warhorse_Breeders/campaign_sho_region_specialty_horses_3_warhorse_breeders_anim.rigid_model_v2"	0	"campaign_sho_region_specialty_horses_3_warhorse_breeders_anim"
"2146655318"	"RigidModels/CampaignBuildings/SHO_Region_Specialty_Iron_Mining_3_Mining_Complex/campaign_sho_region_specialty_iron_mining_3_mining_complex_anim.rigid_model_v2"	0	"campaign_sho_region_specialty_iron_mining_3_mining_complex_anim"
"2146655323"	"RigidModels/CampaignBuildings/SHO_Region_Specialty_Stone_1_Stonemason/campaign_sho_region_specialty_stone_1_stonemason_anim.rigid_model_v2"	0	"campaign_sho_region_specialty_stone_1_stonemason_anim"
"2146655326"	"RigidModels/CampaignBuildings/SHO_Region_Specialty_Stone_2_Quarry/campaign_sho_region_specialty_stone_2_quarry_anim.rigid_model_v2"	0	"campaign_sho_region_specialty_stone_2_quarry_anim"
"2146655336"	"RigidModels/CampaignBuildings/SHO_Region_Specialty_Stone_3_Stoneworls/campaign_sho_region_specialty_stone_3_stoneworls_anim.rigid_model_v2"	0	"campaign_sho_region_specialty_stone_3_stoneworls_anim"
"2146655346"	"RigidModels/CampaignBuildings/Building_Siegeicon//icon_under_siege_anim.rigid_model_v2"	0	"icon_under_siege_anim"
"2146655363"	"RigidModels/artillery/Gatling_Gun/gatling_gun.rigid_model_v2"	0	"gatling_gun"
"2146655455"	"RigidModels/artillery/Gatling_Gun/gatling_gun_destruction_anim.rigid_model_v2"	0	"gatling_gun_destruction_anim"
"2146655460"	"RigidModels/artillery/Parrott_Gun/parrott_gun_destruction_anim.rigid_model_v2"	0	"parrott_gun_destruction_anim"
"2146655466"	"RigidModels/artillery/Parrott_Gun/parrott_gun.rigid_model_v2"	0	"parrott_gun"
"2146655473"	"RigidModels\\CampaignBuildings\\Building_Siegeicon\\castle_under_siege_Boshin_anim.rigid_model_v2"	0	"campaign_bos_castle_6_star_fort_siege"
"2146655477"	"RigidModels\\CampaignBuildings\\Building_Siegeicon\\castle_under_siege_Boshin_anim.rigid_model_v2"	0	"campaign_bos_castle_5_citadel_siege"
"2146655479"	"RigidModels\\CampaignBuildings\\Building_Siegeicon\\castle_under_siege_Boshin_anim.rigid_model_v2"	0	"campaign_bos_castle_4_castle_siege"
"2146655484"	"RigidModels\\CampaignBuildings\\Building_Siegeicon\\castle_under_siege_Boshin_anim.rigid_model_v2"	0	"campaign_bos_castle_3_fortress_siege"
"2146655494"	"RigidModels\\CampaignBuildings\\Building_Siegeicon\\castle_under_siege_Boshin_anim.rigid_model_v2"	0	"campaign_bos_castle_2_stronghold_siege"
"2146655502"	"RigidModels\\CampaignBuildings\\Boshin\\BOS_Clay\\campaign_bos_region_spec_clay_1_claypits_anim.rigid_model_v2"	0	"campaign_bos_region_spec_clay_1_claypits"
"2146655506"	"RigidModels\\CampaignBuildings\\Boshin\\BOS_Clay\\campaign_bos_region_spec_clay_2_clay_kiln_anim.rigid_model_v2"	0	"campaign_bos_region_spec_clay_2_clay_kiln"
"2146655515"	"RigidModels\\CampaignBuildings\\Boshin\\BOS_Clay\\campaign_bos_region_spec_clay_3_brickworks_anim.rigid_model_v2"	0	"campaign_bos_region_spec_clay_3_brickworks"
"2146655524"	"RigidModels\\CampaignBuildings\\Boshin\\BOS_Clay\\campaign_bos_region_spec_clay_3_pottery_kiln_anim.rigid_model_v2"	0	"campaign_bos_region_spec_clay_3_pottery_kiln"
"2146655551"	"RigidModels/artillery/torpedo_tube/torpedo_tube.rigid_model_v2"	0	"torpedo_tube"
"2146655559"	"RigidModels/CampaignBuildings/Boshin/BOS_Clay/campaign_bos_region_spec_clay_1_claypits_anim.rigid_model_v2"	0	"campaign_bos_region_spec_clay_1_claypits_anim"
"2146655560"	"RigidModels/CampaignBuildings/Boshin/BOS_Clay/campaign_bos_region_spec_clay_2_clay_kiln_anim.rigid_model_v2"	0	"campaign_bos_region_spec_clay_2_clay_kiln_anim"
"2146655561"	"RigidModels/CampaignBuildings/Boshin/BOS_Clay/campaign_bos_region_spec_clay_3_brickworks_anim.rigid_model_v2"	0	"campaign_bos_region_spec_clay_3_brickworks_anim"
"2146655571"	"RigidModels/CampaignBuildings/Boshin/BOS_Clay/campaign_bos_region_spec_clay_3_pottery_kiln_anim.rigid_model_v2"	0	"campaign_bos_region_spec_clay_3_pottery_kiln_anim"
"2146655582"	"RigidModels/artillery/wooden_cannon/wooden_cannon.rigid_model_v2"	0	"wooden_cannon"
"2146655591"	"RigidModels/artillery/breech_loading_ship/breech_loading_ship_small.rigid_model_v2"	0	"breech_cannon_naval_small"
"2146655595"	"RigidModels/artillery/breech_loading_ship/breech_loading_ship_medium.rigid_model_v2"	0	"breech_cannon_naval_medium"
"2146655600"	"RigidModels/artillery/breech_loading_ship/breech_loading_ship_large.rigid_model_v2"	0	"breech_cannon_naval_big"
"2146655607"	"RigidModels/artillery/Armstrong_Gun/armstrong_gun.rigid_model_v2"	0	"armstrong_gun"
"2146655609"	"RigidModels/artillery/breech_loading_ship/breech_loading_ship_large_destruction_anim.rigid_model_v2"	0	"breech_cannon_naval_big_destruction_anim"
"2146655616"	"RigidModels/artillery/breech_loading_ship/breech_loading_ship_medium_destruction_anim.rigid_model_v2"	0	"breech_cannon_naval_med_destruction_anim"
"2146655625"	"RigidModels/artillery/breech_loading_ship/breech_loading_ship_small_destruction_anim.rigid_model_v2"	0	"breech_cannon_naval_sml_destruction_anim"
"2146655629"	"RigidModels/artillery/wooden_cannon/wooden_cannon_destruction_anim.rigid_model_v2"	0	"wooden_cannon_destruction_anim"
"2146655630"	"RigidModels/artillery/Armstrong_Gun/armstrong_gun_destruction_anim.rigid_model_v2"	0	"armstrong_gun_destruction_anim"
"2146655635"	"RigidModels\\Buildings\\castle_01_gate_01\\castle_01_gate_01_piece09_destruct01_gate_opening_anim.rigid_model_animation"	0	"castle_01_gate_01_piece09_destruct01_gate_opening"
"2146655643"	"RigidModels\\Buildings\\castle_01_gate_01\\castle_01_gate_01_piece09_destruct01_gate_closing_anim.rigid_model_animation"	0	"castle_01_gate_01_piece09_destruct01_gate_closing"
"2146655653"	"RigidModels\\Buildings\\castle_01_gate_02\\castle_01_gate_02_piece11_destruct01_gate_opening_anim.rigid_model_animation"	0	"castle_01_gate_02_piece11_destruct01_gate_opening"
"2146655662"	"RigidModels\\Buildings\\castle_01_gate_02\\castle_01_gate_02_piece11_destruct01_gate_closing_anim.rigid_model_animation"	0	"castle_01_gate_02_piece11_destruct01_gate_closing"
"2146655667"	"RigidModels\\Buildings\\castle_01_gate_03\\castle_01_gate_03_piece12_destruct01_gate_opening_anim.rigid_model_animation"	0	"castle_01_gate_03_piece12_destruct01_gate_opening"
"2146655675"	"RigidModels\\Buildings\\castle_01_gate_03\\castle_01_gate_03_piece12_destruct01_gate_closing_anim.rigid_model_animation"	0	"castle_01_gate_03_piece12_destruct01_gate_closing"
"2146655684"	"RigidModels\\Buildings\\castle_01_gate_04\\castle_01_gate_04_piece15_destruct01_gate_opening_anim.rigid_model_animation"	0	"castle_01_gate_04_piece15_destruct01_gate_opening"
"2146655690"	"RigidModels\\Buildings\\castle_01_gate_04\\castle_01_gate_04_piece15_destruct01_gate_closing_anim.rigid_model_animation"	0	"castle_01_gate_04_piece15_destruct01_gate_closing"
"2146655697"	"RigidModels\\Buildings\\castle_03_gate_02\\castle_03_gate_02_piece11_destruct01_gate_opening_anim.rigid_model_animation"	0	"castle_03_gate_02_piece11_destruct01_gate_opening"
"2146655707"	"RigidModels\\Buildings\\castle_03_gate_02\\castle_03_gate_02_piece11_destruct01_gate_closing_anim.rigid_model_animation"	0	"castle_03_gate_02_piece11_destruct01_gate_closing"
"2146655710"	"RigidModels\\Buildings\\castle_03_gate_04\\castle_03_gate_04_piece15_destruct01_gate_opening_anim.rigid_model_animation"	0	"castle_03_gate_04_piece15_destruct01_gate_opening"
"2146655720"	"RigidModels\\Buildings\\castle_03_gate_04\\castle_03_gate_04_piece15_destruct01_gate_closing_anim.rigid_model_animation"	0	"castle_03_gate_04_piece15_destruct01_gate_closing"
"2146655728"	"RigidModels\\Buildings\\castle_02_gate_02\\castle_02_gate_02_piece11_destruct01_gate_opening_anim.rigid_model_animation"	0	"castle_02_gate_02_piece11_destruct01_gate_opening"
"2146655737"	"RigidModels\\Buildings\\castle_02_gate_02\\castle_02_gate_02_piece11_destruct01_gate_closing_anim.rigid_model_animation"	0	"castle_02_gate_02_piece11_destruct01_gate_closing"
"2146655740"	"RigidModels\\Buildings\\castle_02_gate_04\\castle_02_gate_04_piece15_destruct01_gate_opening_anim.rigid_model_animation"	0	"castle_02_gate_04_piece15_destruct01_gate_opening"
"2146655746"	"RigidModels\\Buildings\\castle_02_gate_04\\castle_02_gate_04_piece15_destruct01_gate_closing_anim.rigid_model_animation"	0	"castle_02_gate_04_piece15_destruct01_gate_closing"
"2146655751"	"RigidModels/CampaignBuildings/Boshin/BOS_Coastal_Defence/active_coastal_defence_anim.rigid_model_v2"	0	"active_coastal_defence_anim"
"2146655752"	"RigidModels/artillery/torpedo_tube/torpedo_tube.rigid_model_v2"	0	"torpedo_tube_destruction_anim"
"2146655806"	"RigidModels\\CampaignBuildings\\Boshin\\BOS_Coal_Mining\\campaign_bos_region_spec_coal_mining_3_deep-seam_coal_mine_anim.rigid_model_v2"	0	"campaign_bos_region_spec_coal_mining_3_deep-seam_coal_mine"
"2146655816"	"RigidModels\\CampaignBuildings\\Boshin\\BOS_Iron_Mining\\campaign_bos_region_spec_iron_mining_3_steel_mill_anim.rigid_model_v2"	0	"campaign_bos_region_spec_iron_mining_3_steel_mill"
"2146655824"	"RigidModels\\CampaignBuildings\\Boshin\\BOS_Iron_Mining\\campaign_bos_region_spec_iron_mining_3_iron_smelter_anim.rigid_model_v2"	0	"campaign_bos_region_spec_iron_mining_3_iron_smelter"
