version 1, schema ministerial_positions_by_gov_types_tables
Faction(string)	Position(string)	Government_x0020_Type(string)	Gender(string)	Title(string)
"hungary"	"justice"	"gov_republic"	"b"	"attorney_general"
"hungary"	"navy"	"gov_absolute_monarchy"	"b"	"lord_secretary_of_the_fleet"
"hungary"	"navy"	"gov_constitutional_monarchy"	"b"	"minister_for_the_navy"
"hungary"	"navy"	"gov_republic"	"b"	"secretary_of_the_admiralty"
"ireland"	"army"	"gov_absolute_monarchy"	"b"	"lord_minister_of_state"
"ireland"	"army"	"gov_constitutional_monarchy"	"b"	"minister_of_state"
"ireland"	"army"	"gov_republic"	"b"	"secretary_of_state"
"ireland"	"faction_leader"	"gov_absolute_monarchy"	"f"	"queen"
"ireland"	"faction_leader"	"gov_absolute_monarchy"	"m"	"king"
"ireland"	"faction_leader"	"gov_constitutional_monarchy"	"f"	"queen"
"ireland"	"faction_leader"	"gov_constitutional_monarchy"	"m"	"king"
"ireland"	"faction_leader"	"gov_republic"	"f"	"high_protector"
"ireland"	"faction_leader"	"gov_republic"	"m"	"lord_protector"
"ireland"	"finance"	"gov_absolute_monarchy"	"b"	"lord_chancellor"
"ireland"	"finance"	"gov_constitutional_monarchy"	"b"	"secretary_of_the_treasury"
"ireland"	"finance"	"gov_republic"	"b"	"treasury_secretary"
"ireland"	"head_of_government"	"gov_absolute_monarchy"	"b"	"first_lord"
"ireland"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"prime_minister"
"ireland"	"head_of_government"	"gov_republic"	"b"	"prime_minister"
"ireland"	"justice"	"gov_absolute_monarchy"	"b"	"lord_chief_justice"
"ireland"	"justice"	"gov_constitutional_monarchy"	"b"	"chief_justice"
"ireland"	"justice"	"gov_republic"	"b"	"attorney_general"
"ireland"	"navy"	"gov_absolute_monarchy"	"b"	"lord_high_admiral"
"ireland"	"navy"	"gov_constitutional_monarchy"	"b"	"minister_of_the_navy"
"ireland"	"navy"	"gov_republic"	"b"	"naval_secretary"
"ita_french_republic"	"faction_leader"	"gov_republic"	"m"	"director"
"ita_genoa"	"army"	"gov_absolute_monarchy"	"b"	"lord_minister_for_war"
"ita_genoa"	"army"	"gov_constitutional_monarchy"	"b"	"minister_for_war"
"ita_genoa"	"army"	"gov_republic"	"b"	"secretary_of_war"
"ita_genoa"	"finance"	"gov_absolute_monarchy"	"b"	"lord_treasurer"
"ita_genoa"	"finance"	"gov_constitutional_monarchy"	"b"	"treasury_minister"
"ita_genoa"	"finance"	"gov_republic"	"b"	"secretary_of_the_treasury"
"ita_genoa"	"head_of_government"	"gov_absolute_monarchy"	"b"	"lord_premier"
"ita_genoa"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"premier"
"ita_genoa"	"head_of_government"	"gov_republic"	"b"	"premier"
"ita_genoa"	"justice"	"gov_absolute_monarchy"	"b"	"lord_chief_justice"
"ita_genoa"	"justice"	"gov_constitutional_monarchy"	"b"	"chief_justice"
"ita_genoa"	"justice"	"gov_republic"	"b"	"attorney_general"
"ita_genoa"	"navy"	"gov_absolute_monarchy"	"b"	"lord_minister_of_the_admiralty"
"ita_genoa"	"navy"	"gov_constitutional_monarchy"	"b"	"minister_of_the_admiralty"
"ita_genoa"	"navy"	"gov_republic"	"b"	"secretary_of_the_admiralty"
"ita_papal_states"	"army"	"gov_absolute_monarchy"	"b"	"military_councillor"
"ita_papal_states"	"army"	"gov_constitutional_monarchy"	"b"	"military_councillor"
"ita_papal_states"	"army"	"gov_republic"	"b"	"military_councillor"
"ita_papal_states"	"finance"	"gov_absolute_monarchy"	"b"	"trade_counsellor"
"ita_papal_states"	"finance"	"gov_constitutional_monarchy"	"b"	"trade_counsellor"
"ita_papal_states"	"finance"	"gov_republic"	"b"	"trade_counsellor"
"ita_papal_states"	"head_of_government"	"gov_absolute_monarchy"	"b"	"chief_counsellor"
"ita_papal_states"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"chief_counsellor"
"ita_papal_states"	"head_of_government"	"gov_republic"	"b"	"chief_counsellor"
"ita_papal_states"	"justice"	"gov_absolute_monarchy"	"b"	"justice_counsellor"
"ita_papal_states"	"justice"	"gov_constitutional_monarchy"	"b"	"justice_counsellor"
"ita_papal_states"	"justice"	"gov_republic"	"b"	"justice_counsellor"
"ita_papal_states"	"navy"	"gov_absolute_monarchy"	"b"	"counsellor_for_the_fleet"
"ita_papal_states"	"navy"	"gov_constitutional_monarchy"	"b"	"counsellor_for_the_fleet"
"ita_papal_states"	"navy"	"gov_republic"	"b"	"counsellor_for_the_fleet"
"ita_tuscany"	"army"	"gov_absolute_monarchy"	"b"	"lord_minister_for_war"
"ita_tuscany"	"army"	"gov_constitutional_monarchy"	"b"	"minister_for_war"
"ita_tuscany"	"army"	"gov_republic"	"b"	"secretary_for_war"
"ita_tuscany"	"finance"	"gov_absolute_monarchy"	"b"	"lord_treasurer"
"ita_tuscany"	"finance"	"gov_constitutional_monarchy"	"b"	"treasury_minister"
"ita_tuscany"	"finance"	"gov_republic"	"b"	"secretary_of_the_treasury"
"ita_tuscany"	"head_of_government"	"gov_absolute_monarchy"	"b"	"lord_premier"
"ita_tuscany"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"premier"
"ita_tuscany"	"head_of_government"	"gov_republic"	"b"	"premier"
"ita_tuscany"	"justice"	"gov_absolute_monarchy"	"b"	"lord_chief_justice"
"ita_tuscany"	"justice"	"gov_constitutional_monarchy"	"b"	"chief_justice"
"ita_tuscany"	"justice"	"gov_republic"	"b"	"attorney_general"
"ita_tuscany"	"navy"	"gov_absolute_monarchy"	"b"	"lord_minister_of_the_admiralty"
"ita_tuscany"	"navy"	"gov_constitutional_monarchy"	"b"	"minister_of_the_admiralty"
"ita_tuscany"	"navy"	"gov_republic"	"b"	"secretary_of_the_admiralty"
"ita_venice"	"army"	"gov_absolute_monarchy"	"b"	"lord_minister_for_war"
"ita_venice"	"army"	"gov_constitutional_monarchy"	"b"	"minister_for_war"
"ita_venice"	"army"	"gov_republic"	"b"	"secretary_of_war"
"ita_venice"	"finance"	"gov_absolute_monarchy"	"b"	"lord_treasurer"
"ita_venice"	"finance"	"gov_constitutional_monarchy"	"b"	"treasury_minister"
"ita_venice"	"finance"	"gov_republic"	"b"	"secretary_of_the_treasury"
"ita_venice"	"head_of_government"	"gov_absolute_monarchy"	"b"	"lord_premier"
"ita_venice"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"premier"
"ita_venice"	"head_of_government"	"gov_republic"	"b"	"premier"
"ita_venice"	"justice"	"gov_absolute_monarchy"	"b"	"lord_chief_justice"
"ita_venice"	"justice"	"gov_constitutional_monarchy"	"b"	"chief_justice"
"ita_venice"	"justice"	"gov_republic"	"b"	"attorney_general"
"ita_venice"	"navy"	"gov_absolute_monarchy"	"b"	"lord_minister_of_the_admiralty"
"ita_venice"	"navy"	"gov_constitutional_monarchy"	"b"	"minister_of_the_admiralty"
"ita_venice"	"navy"	"gov_republic"	"b"	"secretary_of_the_admiralty"
"italian_rebels"	"army"	"gov_absolute_monarchy"	"b"	"lord_minister_of_war"
"italian_rebels"	"army"	"gov_constitutional_monarchy"	"b"	"minister_of_war"
"italian_rebels"	"army"	"gov_republic"	"b"	"secretary_of_war"
"italian_rebels"	"finance"	"gov_absolute_monarchy"	"b"	"lord_treasurer"
"italian_rebels"	"finance"	"gov_constitutional_monarchy"	"b"	"treasury_minister"
"italian_rebels"	"finance"	"gov_republic"	"b"	"secretary_of_the_treasury"
"italian_rebels"	"head_of_government"	"gov_absolute_monarchy"	"b"	"lord_premier"
"italian_rebels"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"premier"
"italian_rebels"	"head_of_government"	"gov_republic"	"b"	"premier"
"italian_rebels"	"justice"	"gov_absolute_monarchy"	"b"	"lord_chief_justice"
"italian_rebels"	"justice"	"gov_constitutional_monarchy"	"b"	"chief_justice"
"italian_rebels"	"justice"	"gov_republic"	"b"	"attorney_general"
"italian_rebels"	"navy"	"gov_absolute_monarchy"	"b"	"lord_minister_of_the_admiralty"
"italian_rebels"	"navy"	"gov_constitutional_monarchy"	"b"	"minister_of_the_admiralty"
"italian_rebels"	"navy"	"gov_republic"	"b"	"secretary_of_the_admiralty"
"mecklenburg"	"army"	"gov_absolute_monarchy"	"b"	"lord_minister_of_war"
"mecklenburg"	"army"	"gov_constitutional_monarchy"	"b"	"minister_of_war"
"mecklenburg"	"army"	"gov_republic"	"b"	"minister_of_war"
"mecklenburg"	"faction_leader"	"gov_absolute_monarchy"	"f"	"konigin"
"mecklenburg"	"faction_leader"	"gov_absolute_monarchy"	"m"	"konig"
"mecklenburg"	"faction_leader"	"gov_constitutional_monarchy"	"f"	"konigin"
"mecklenburg"	"faction_leader"	"gov_constitutional_monarchy"	"m"	"konig"
"mecklenburg"	"faction_leader"	"gov_republic"	"f"	"kaiserin"
"mecklenburg"	"faction_leader"	"gov_republic"	"m"	"kaiser"
"mecklenburg"	"finance"	"gov_absolute_monarchy"	"b"	"lord_treasurer"
"mecklenburg"	"finance"	"gov_constitutional_monarchy"	"b"	"treasury_minister"
"mecklenburg"	"finance"	"gov_republic"	"b"	"secretary_of_the_treasury"
"mecklenburg"	"head_of_government"	"gov_absolute_monarchy"	"b"	"first_lord"
"mecklenburg"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"chief_minister"
"mecklenburg"	"head_of_government"	"gov_republic"	"b"	"prime_minister"
"mecklenburg"	"justice"	"gov_absolute_monarchy"	"b"	"lord_chief_justice"
"mecklenburg"	"justice"	"gov_constitutional_monarchy"	"b"	"chief_justice"
"mecklenburg"	"justice"	"gov_republic"	"b"	"attorney_general"
"mecklenburg"	"navy"	"gov_absolute_monarchy"	"b"	"lord_minister_of_the_admiralty"
"mecklenburg"	"navy"	"gov_constitutional_monarchy"	"b"	"minister_of_the_admiralty"
"mecklenburg"	"navy"	"gov_republic"	"b"	"minister_of_the_admiralty"
"naples"	"army"	"gov_absolute_monarchy"	"b"	"lord_minister_of_war"
"naples"	"army"	"gov_constitutional_monarchy"	"b"	"minister_of_war"
"naples"	"army"	"gov_republic"	"b"	"secretary_of_war"
"naples"	"finance"	"gov_absolute_monarchy"	"b"	"lord_treasurer"
"naples"	"finance"	"gov_constitutional_monarchy"	"b"	"treasury_minister"
"naples"	"finance"	"gov_republic"	"b"	"secretary_of_the_treasury"
"naples"	"head_of_government"	"gov_absolute_monarchy"	"b"	"lord_premier"
"naples"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"premier"
"naples"	"head_of_government"	"gov_republic"	"b"	"premier"
"naples"	"justice"	"gov_absolute_monarchy"	"b"	"lord_chief_justice"
"naples"	"justice"	"gov_constitutional_monarchy"	"b"	"chief_justice"
"naples"	"justice"	"gov_republic"	"b"	"attorney_general"
"naples"	"navy"	"gov_absolute_monarchy"	"b"	"lord_minister_of_the_admiralty"
"naples"	"navy"	"gov_constitutional_monarchy"	"b"	"minister_of_the_admiralty"
"naples"	"navy"	"gov_republic"	"b"	"secretary_of_the_admiralty"
"netherlands"	"army"	"gov_absolute_monarchy"	"b"	"lord_high_constable"
"netherlands"	"army"	"gov_constitutional_monarchy"	"b"	"minister_for_war"
"netherlands"	"army"	"gov_republic"	"b"	"secretary_of_war"
"netherlands"	"faction_leader"	"gov_absolute_monarchy"	"f"	"queen"
"netherlands"	"faction_leader"	"gov_absolute_monarchy"	"m"	"king"
"netherlands"	"faction_leader"	"gov_constitutional_monarchy"	"f"	"queen"
"netherlands"	"faction_leader"	"gov_constitutional_monarchy"	"m"	"king"
"netherlands"	"faction_leader"	"gov_republic"	"b"	"stadtholder"
"netherlands"	"finance"	"gov_absolute_monarchy"	"b"	"lord_treasurer"
"netherlands"	"finance"	"gov_constitutional_monarchy"	"b"	"treasury_minister"
"netherlands"	"finance"	"gov_republic"	"b"	"secretary_of_the_treasury"
"netherlands"	"head_of_government"	"gov_absolute_monarchy"	"b"	"lord_grand_pensionary"
"netherlands"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"grand_pensionary"
"netherlands"	"head_of_government"	"gov_republic"	"b"	"grand_pensionary"
"netherlands"	"justice"	"gov_absolute_monarchy"	"b"	"lord_chief_justice"
"netherlands"	"justice"	"gov_constitutional_monarchy"	"b"	"chief_justice"
"netherlands"	"justice"	"gov_republic"	"b"	"attorney_general"
"netherlands"	"navy"	"gov_absolute_monarchy"	"b"	"lord_high_admiral"
"netherlands"	"navy"	"gov_constitutional_monarchy"	"b"	"minister_for_the_navies"
"netherlands"	"navy"	"gov_republic"	"b"	"secretary_of_the_admiralties"
"norway"	"army"	"gov_absolute_monarchy"	"b"	"lord_minister_of_war"
"norway"	"army"	"gov_constitutional_monarchy"	"b"	"minister_for_war"
"norway"	"army"	"gov_republic"	"b"	"secretary_of_war"
"norway"	"faction_leader"	"gov_absolute_monarchy"	"f"	"queen"
"norway"	"faction_leader"	"gov_absolute_monarchy"	"m"	"king"
"norway"	"faction_leader"	"gov_constitutional_monarchy"	"f"	"queen"
"norway"	"faction_leader"	"gov_constitutional_monarchy"	"m"	"king"
"norway"	"faction_leader"	"gov_republic"	"b"	"stattholder"
"norway"	"finance"	"gov_absolute_monarchy"	"b"	"lord_treasurer"
"norway"	"finance"	"gov_constitutional_monarchy"	"b"	"treasury_minister"
"norway"	"finance"	"gov_republic"	"b"	"secretary_of_the_treasury"
"norway"	"head_of_government"	"gov_absolute_monarchy"	"b"	"lord_chief_minister"
"norway"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"chief_minister"
"norway"	"head_of_government"	"gov_republic"	"b"	"first_minister"
"norway"	"justice"	"gov_absolute_monarchy"	"b"	"lord_chief_justice"
"norway"	"justice"	"gov_constitutional_monarchy"	"b"	"chief_justice"
"norway"	"justice"	"gov_republic"	"b"	"attorney_general"
"norway"	"navy"	"gov_absolute_monarchy"	"b"	"lord_minister_of_the_admiralty"
"norway"	"navy"	"gov_constitutional_monarchy"	"b"	"minister_of_the_admiralty"
"norway"	"navy"	"gov_republic"	"b"	"secretary_of_the_admiralty"
"ottoman_rebels"	"army"	"gov_absolute_monarchy"	"b"	"vizier_for_the_army"
"ottoman_rebels"	"army"	"gov_constitutional_monarchy"	"b"	"vizier_for_the_army"
"ottoman_rebels"	"army"	"gov_republic"	"b"	"vizier_for_the_army"
"ottoman_rebels"	"finance"	"gov_absolute_monarchy"	"b"	"defterdar"
"ottoman_rebels"	"finance"	"gov_constitutional_monarchy"	"b"	"defterdar"
"ottoman_rebels"	"finance"	"gov_republic"	"b"	"defterdar"
"ottoman_rebels"	"head_of_government"	"gov_absolute_monarchy"	"b"	"grand_vizier"
"ottoman_rebels"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"grand_vizier"
"ottoman_rebels"	"head_of_government"	"gov_republic"	"b"	"grand_vizier"
"ottoman_rebels"	"justice"	"gov_absolute_monarchy"	"b"	"adliye_naziri"
"ottoman_rebels"	"justice"	"gov_constitutional_monarchy"	"b"	"adliye_naziri"
"ottoman_rebels"	"justice"	"gov_republic"	"b"	"adliye_naziri"
"ottoman_rebels"	"navy"	"gov_absolute_monarchy"	"b"	"vizier_of_the_sea"
"ottoman_rebels"	"navy"	"gov_constitutional_monarchy"	"b"	"vizier_of_the_sea"
"ottoman_rebels"	"navy"	"gov_republic"	"b"	"vizier_of_the_sea"
"piedmont_savoy"	"army"	"gov_absolute_monarchy"	"b"	"lord_high_constable"
"piedmont_savoy"	"army"	"gov_constitutional_monarchy"	"b"	"minister_for_the_army"
"piedmont_savoy"	"army"	"gov_republic"	"b"	"secretary_of_war"
"piedmont_savoy"	"finance"	"gov_absolute_monarchy"	"b"	"lord_chancellor"
"piedmont_savoy"	"finance"	"gov_constitutional_monarchy"	"b"	"finance_chancellor"
"piedmont_savoy"	"finance"	"gov_republic"	"b"	"secretary_of_the_treasury"
"piedmont_savoy"	"head_of_government"	"gov_absolute_monarchy"	"b"	"first_lord"
"piedmont_savoy"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"chief_minister"
"piedmont_savoy"	"head_of_government"	"gov_republic"	"b"	"premier"
"piedmont_savoy"	"justice"	"gov_absolute_monarchy"	"b"	"lord_chief_justice"
"piedmont_savoy"	"justice"	"gov_constitutional_monarchy"	"b"	"chief_justice"
"piedmont_savoy"	"justice"	"gov_republic"	"b"	"attorney_general"
"piedmont_savoy"	"navy"	"gov_absolute_monarchy"	"b"	"lord_high_admiral"
"piedmont_savoy"	"navy"	"gov_constitutional_monarchy"	"b"	"minister_for_the_navy"
"piedmont_savoy"	"navy"	"gov_republic"	"b"	"secretary_of_the_admiralty"
"poland_lithuania"	"army"	"gov_absolute_monarchy"	"b"	"lord_secretary_of_war"
"poland_lithuania"	"army"	"gov_constitutional_monarchy"	"b"	"minister_of_war"
"poland_lithuania"	"army"	"gov_republic"	"b"	"secretary_of_war"
"poland_lithuania"	"faction_leader"	"gov_absolute_monarchy"	"f"	"queen"
"poland_lithuania"	"faction_leader"	"gov_absolute_monarchy"	"m"	"king"
"poland_lithuania"	"faction_leader"	"gov_constitutional_monarchy"	"f"	"queen"
"poland_lithuania"	"faction_leader"	"gov_constitutional_monarchy"	"m"	"king"
"poland_lithuania"	"faction_leader"	"gov_republic"	"b"	"president"
"poland_lithuania"	"finance"	"gov_absolute_monarchy"	"b"	"lord_treasurer"
"poland_lithuania"	"finance"	"gov_constitutional_monarchy"	"b"	"treasury_minister"
"poland_lithuania"	"finance"	"gov_republic"	"b"	"secretary_of_the_treasury"
"poland_lithuania"	"head_of_government"	"gov_absolute_monarchy"	"b"	"first_lord"
"poland_lithuania"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"chief_minister"
"poland_lithuania"	"head_of_government"	"gov_republic"	"b"	"first_minister"
"poland_lithuania"	"justice"	"gov_absolute_monarchy"	"b"	"lord_chief_justice"
"poland_lithuania"	"justice"	"gov_constitutional_monarchy"	"b"	"chief_justice"
"poland_lithuania"	"justice"	"gov_republic"	"b"	"attorney_general"
"poland_lithuania"	"navy"	"gov_absolute_monarchy"	"b"	"lord_secretary_of_the_fleet"
"poland_lithuania"	"navy"	"gov_constitutional_monarchy"	"b"	"minister_for_the_navy"
"poland_lithuania"	"navy"	"gov_republic"	"b"	"secretary_of_the_admiralty"
"portugal"	"army"	"gov_absolute_monarchy"	"b"	"lord_high_constable"
"portugal"	"army"	"gov_constitutional_monarchy"	"b"	"minister_for_the_army"
"portugal"	"army"	"gov_republic"	"b"	"secretary_of_war"
"portugal"	"faction_leader"	"gov_absolute_monarchy"	"f"	"queen"
"portugal"	"faction_leader"	"gov_absolute_monarchy"	"m"	"king"
"portugal"	"faction_leader"	"gov_constitutional_monarchy"	"f"	"queen"
"portugal"	"faction_leader"	"gov_constitutional_monarchy"	"m"	"king"
"portugal"	"faction_leader"	"gov_republic"	"f"	"emperatriz"
"portugal"	"faction_leader"	"gov_republic"	"m"	"emperador"
"portugal"	"finance"	"gov_absolute_monarchy"	"b"	"lord_chancellor"
"portugal"	"finance"	"gov_constitutional_monarchy"	"b"	"finance_chancellor"
"portugal"	"finance"	"gov_republic"	"b"	"secretary_of_the_treasury"
"portugal"	"head_of_government"	"gov_absolute_monarchy"	"b"	"first_lord"
"portugal"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"chief_minister"
"portugal"	"head_of_government"	"gov_republic"	"b"	"premier"
"portugal"	"justice"	"gov_absolute_monarchy"	"b"	"lord_chief_justice"
"portugal"	"justice"	"gov_constitutional_monarchy"	"b"	"chief_justice"
"portugal"	"justice"	"gov_republic"	"b"	"attorney_general"
"portugal"	"navy"	"gov_absolute_monarchy"	"b"	"lord_high_admiral"
"portugal"	"navy"	"gov_constitutional_monarchy"	"b"	"minister_for_the_navy"
"portugal"	"navy"	"gov_republic"	"b"	"secretary_of_the_admiralty"
"portugese_rebels"	"army"	"gov_absolute_monarchy"	"b"	"lord_high_constable"
"portugese_rebels"	"army"	"gov_constitutional_monarchy"	"b"	"minister_for_the_army"
"portugese_rebels"	"army"	"gov_republic"	"b"	"secretary_of_war"
"portugese_rebels"	"finance"	"gov_absolute_monarchy"	"b"	"finance_chancellor"
"portugese_rebels"	"finance"	"gov_constitutional_monarchy"	"b"	"finance_chancellor"
"portugese_rebels"	"finance"	"gov_republic"	"b"	"secretary_of_the_treasury"
"portugese_rebels"	"head_of_government"	"gov_absolute_monarchy"	"b"	"first_lord"
"portugese_rebels"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"chief_minister"
"portugese_rebels"	"head_of_government"	"gov_republic"	"b"	"premier"
"portugese_rebels"	"justice"	"gov_absolute_monarchy"	"b"	"lord_chief_justice"
"portugese_rebels"	"justice"	"gov_constitutional_monarchy"	"b"	"chief_justice"
"portugese_rebels"	"justice"	"gov_republic"	"b"	"attorney_general"
"portugese_rebels"	"navy"	"gov_absolute_monarchy"	"b"	"lord_high_admiral"
"portugese_rebels"	"navy"	"gov_constitutional_monarchy"	"b"	"minister_for_the_navy"
"portugese_rebels"	"navy"	"gov_republic"	"b"	"secretary_of_the_admiralty"
"prussia"	"army"	"gov_absolute_monarchy"	"b"	"lord_minister_of_war"
"prussia"	"army"	"gov_constitutional_monarchy"	"b"	"minister_of_war"
"prussia"	"army"	"gov_republic"	"b"	"secretary_of_war"
"prussia"	"faction_leader"	"gov_absolute_monarchy"	"f"	"konigin"
"prussia"	"faction_leader"	"gov_absolute_monarchy"	"m"	"konig"
"prussia"	"faction_leader"	"gov_constitutional_monarchy"	"f"	"konigin"
"prussia"	"faction_leader"	"gov_constitutional_monarchy"	"m"	"konig"
"prussia"	"faction_leader"	"gov_republic"	"f"	"kaiserin"
"prussia"	"faction_leader"	"gov_republic"	"m"	"kaiser"
"prussia"	"finance"	"gov_absolute_monarchy"	"b"	"lord_treasurer"
"prussia"	"finance"	"gov_constitutional_monarchy"	"b"	"treasury_minister"
"prussia"	"finance"	"gov_republic"	"b"	"secretary_of_the_treasury"
"prussia"	"head_of_government"	"gov_absolute_monarchy"	"b"	"first_lord"
"prussia"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"chief_minister"
"prussia"	"head_of_government"	"gov_republic"	"b"	"prime_minister"
"prussia"	"justice"	"gov_absolute_monarchy"	"b"	"lord_chief_justice"
"prussia"	"justice"	"gov_constitutional_monarchy"	"b"	"chief_justice"
"prussia"	"justice"	"gov_republic"	"b"	"attorney_general"
"prussia"	"navy"	"gov_absolute_monarchy"	"b"	"lord_minister_of_the_admiralty"
"prussia"	"navy"	"gov_constitutional_monarchy"	"b"	"minister_of_the_admiralty"
"prussia"	"navy"	"gov_republic"	"b"	"secretary_of_the_admiralty"
"prussian_rebels"	"army"	"gov_absolute_monarchy"	"b"	"lord_minister_of_war"
"prussian_rebels"	"army"	"gov_constitutional_monarchy"	"b"	"minister_of_war"
"prussian_rebels"	"army"	"gov_republic"	"b"	"minister_of_war"
"prussian_rebels"	"finance"	"gov_absolute_monarchy"	"b"	"lord_treasurer"
"prussian_rebels"	"finance"	"gov_constitutional_monarchy"	"b"	"treasury_minister"
"prussian_rebels"	"finance"	"gov_republic"	"b"	"secretary_of_the_treasury"
"prussian_rebels"	"head_of_government"	"gov_absolute_monarchy"	"b"	"first_lord"
"prussian_rebels"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"chief_minister"
"prussian_rebels"	"head_of_government"	"gov_republic"	"b"	"prime_minister"
"prussian_rebels"	"justice"	"gov_absolute_monarchy"	"b"	"lord_chief_justice"
"prussian_rebels"	"justice"	"gov_constitutional_monarchy"	"b"	"chief_justice"
"prussian_rebels"	"justice"	"gov_republic"	"b"	"attorney_general"
"prussian_rebels"	"navy"	"gov_absolute_monarchy"	"b"	"lord_minister_of_the_admiralty"
"prussian_rebels"	"navy"	"gov_constitutional_monarchy"	"b"	"minister_of_the_admiralty"
"prussian_rebels"	"navy"	"gov_republic"	"b"	"secretary_of_the_admiralty"
"russia"	"army"	"gov_absolute_monarchy"	"b"	"lord_secretary_of_the_army"
"russia"	"army"	"gov_constitutional_monarchy"	"b"	"army_secretary"
"russia"	"army"	"gov_republic"	"b"	"army_secretary"
"russia"	"faction_leader"	"gov_absolute_monarchy"	"f"	"tsarina"
"russia"	"faction_leader"	"gov_absolute_monarchy"	"m"	"tsar"
"russia"	"faction_leader"	"gov_constitutional_monarchy"	"f"	"tsarina"
"russia"	"faction_leader"	"gov_constitutional_monarchy"	"m"	"tsar"
"russia"	"faction_leader"	"gov_republic"	"b"	"president"
"russia"	"finance"	"gov_absolute_monarchy"	"b"	"lord_treasurer"
"russia"	"finance"	"gov_constitutional_monarchy"	"b"	"minister_of_the_treasury"
"russia"	"finance"	"gov_republic"	"b"	"secretary_of_the_treasury"
"russia"	"head_of_government"	"gov_absolute_monarchy"	"b"	"gov_head_chancellor"
"russia"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"gov_head_chancellor"
"russia"	"head_of_government"	"gov_republic"	"b"	"gov_head_chancellor"
"russia"	"justice"	"gov_absolute_monarchy"	"b"	"lord_high_prosecutor_general"
"russia"	"justice"	"gov_constitutional_monarchy"	"b"	"prosecutor_general"
"russia"	"justice"	"gov_republic"	"b"	"prosecutor_general"
"russia"	"navy"	"gov_absolute_monarchy"	"b"	"lord_secretary_of_the_fleet"
"russia"	"navy"	"gov_constitutional_monarchy"	"b"	"ship_secretary"
"russia"	"navy"	"gov_republic"	"b"	"ship_secretary"
"saxony"	"army"	"gov_absolute_monarchy"	"b"	"lord_secretary_of_war"
"saxony"	"army"	"gov_constitutional_monarchy"	"b"	"first_minister"
"saxony"	"army"	"gov_republic"	"b"	"secretary_of_war"
"saxony"	"faction_leader"	"gov_absolute_monarchy"	"f"	"konigin"
"saxony"	"faction_leader"	"gov_absolute_monarchy"	"m"	"konig"
"saxony"	"faction_leader"	"gov_constitutional_monarchy"	"f"	"konigin"
"saxony"	"faction_leader"	"gov_constitutional_monarchy"	"m"	"konig"
"saxony"	"faction_leader"	"gov_republic"	"f"	"kaiserin"
"saxony"	"faction_leader"	"gov_republic"	"m"	"kaiser"
"saxony"	"finance"	"gov_absolute_monarchy"	"b"	"lord_treasurer"
"saxony"	"finance"	"gov_constitutional_monarchy"	"b"	"treasury_minister"
"saxony"	"finance"	"gov_republic"	"b"	"secretary_of_the_treasury"
"saxony"	"head_of_government"	"gov_absolute_monarchy"	"b"	"first_lord"
"saxony"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"first_minister"
"saxony"	"head_of_government"	"gov_republic"	"b"	"first_minister"
"saxony"	"justice"	"gov_absolute_monarchy"	"b"	"lord_chief_justice"
"saxony"	"justice"	"gov_constitutional_monarchy"	"b"	"chief_justice"
"saxony"	"justice"	"gov_republic"	"b"	"attorney_general"
"saxony"	"navy"	"gov_absolute_monarchy"	"b"	"lord_secretary_of_the_admiralty"
"saxony"	"navy"	"gov_constitutional_monarchy"	"b"	"minister_for_the_navy"
"saxony"	"navy"	"gov_republic"	"b"	"secretary_of_the_admiralty"
"scandinavian_rebels"	"army"	"gov_absolute_monarchy"	"b"	"lord_minister_of_war"
"scandinavian_rebels"	"army"	"gov_constitutional_monarchy"	"b"	"minister_of_war"
"scandinavian_rebels"	"army"	"gov_republic"	"b"	"secretary_of_war"
"scandinavian_rebels"	"finance"	"gov_absolute_monarchy"	"b"	"lord_treasurer"
"scandinavian_rebels"	"finance"	"gov_constitutional_monarchy"	"b"	"treasury_minister"
"scandinavian_rebels"	"finance"	"gov_republic"	"b"	"secretary_of_the_treasury"
"scandinavian_rebels"	"head_of_government"	"gov_absolute_monarchy"	"b"	"lord_chief_minister"
"scandinavian_rebels"	"head_of_government"	"gov_constitutional_monarchy"	"b"	"chief_minister"
"scandinavian_rebels"	"head_of_government"	"gov_republic"	"b"	"first_minister"
